Orthogroup	Colletotrichum_godetiae	Colletotrichum_karsti
OG0008585	XP_060436351.1	XP_038750361.1
OG0008586	XP_060436349.1	XP_038750362.1
OG0008587	XP_060436388.1	XP_038750337.1
OG0008588	XP_060436387.1	XP_038750336.1
OG0008589	XP_060436386.1	XP_038750335.1
OG0008590	XP_060436384.1	XP_038742500.1
OG0008591	XP_060436383.1	XP_038750341.1
OG0008592	XP_060436382.1	XP_038750342.1
OG0008593	XP_060436381.1	XP_038750344.1
OG0008594	XP_060436380.1	XP_038750345.1
OG0008595	XP_060436379.1	XP_038750346.1
OG0008596	XP_060436378.1	XP_038750347.1
OG0008597	XP_060436377.1	XP_038750348.1
OG0008598	XP_060436376.1	XP_038750349.1
OG0008599	XP_060436375.1	XP_038750350.1
OG0008600	XP_060436374.1	XP_038750351.1
OG0008601	XP_060436373.1	XP_038750352.1
OG0008602	XP_060436372.1	XP_038750353.1
OG0008603	XP_060436370.1	XP_038750355.1
OG0008604	XP_060436369.1	XP_038750356.1
OG0008605	XP_060436367.1	XP_038739696.1
OG0008606	XP_060436365.1	XP_038750359.1
OG0008607	XP_060436398.1	XP_038750328.1
OG0008608	XP_060436400.1	XP_038750326.1
OG0008609	XP_060436404.1	XP_038750323.1
OG0008610	XP_060436405.1	XP_038750322.1
OG0008611	XP_060436409.1	XP_038750314.1
OG0008612	XP_060436411.1	XP_038750295.1
OG0008614	XP_060436417.1	XP_038750316.1
OG0008615	XP_060436418.1	XP_038750303.1
OG0008616	XP_060436420.1	XP_038750305.1
OG0008617	XP_060436422.1	XP_038750286.1
OG0008618	XP_060436423.1	XP_038750287.1
OG0008619	XP_060436427.1	XP_038750301.1
OG0008620	XP_060436444.1	XP_038750168.1
OG0008621	XP_060436443.1	XP_038750169.1
OG0008622	XP_060436442.1	XP_038750170.1
OG0008623	XP_060436441.1	XP_038750171.1
OG0008624	XP_060436440.1	XP_038750172.1
OG0008625	XP_060436435.1	XP_038750178.1
OG0008626	XP_060436433.1	XP_038738871.1
OG0008627	XP_060436431.1	XP_038750180.1
OG0008628	XP_060436430.1	XP_038750181.1
OG0008629	XP_060436429.1	XP_038750182.1
OG0008630	XP_060436450.1	XP_038750185.1
OG0008631	XP_060436452.1	XP_038750187.1
OG0008632	XP_060436454.1	XP_038750189.1
OG0008633	XP_060436456.1	XP_038750190.1
OG0008634	XP_060436457.1	XP_038750196.1
OG0008635	XP_060436462.1	XP_038750198.1
OG0008636	XP_060436463.1	XP_038750199.1
OG0008637	XP_060436466.1	XP_038750195.1
OG0008638	XP_060436467.1	XP_038750194.1
OG0008639	XP_060436572.1	XP_038744658.1
OG0008640	XP_060436573.1	XP_038744657.1
OG0008641	XP_060436576.1	XP_038744655.1
OG0008642	XP_060431626.1	XP_038750478.1
OG0008643	XP_060431628.1	XP_038750479.1
OG0008644	XP_060431629.1	XP_038750480.1
OG0008645	XP_060431631.1	XP_038750481.1
OG0008647	XP_060427151.1	XP_038740802.1
OG0008648	XP_060427144.1	XP_038739935.1
OG0008649	XP_060427143.1	XP_038739936.1
OG0008650	XP_060427138.1	XP_038739922.1
OG0008651	XP_060427131.1	XP_038739924.1
OG0008652	XP_060427130.1	XP_038739925.1
OG0008653	XP_060427129.1	XP_038739926.1
OG0008654	XP_060427125.1	XP_038739932.1
OG0008655	XP_060427124.1	XP_038746894.1
OG0008656	XP_060427123.1	XP_038739908.1
OG0008657	XP_060427118.1	XP_038746726.1
OG0008658	XP_060427116.1	XP_038746724.1
OG0008659	XP_060427114.1	XP_038746722.1
OG0008660	XP_060427113.1	XP_038746721.1
OG0008661	XP_060427112.1	XP_038739913.1
OG0008662	XP_060427111.1	XP_038739914.1
OG0008663	XP_060427108.1	XP_038739917.1
OG0008665	XP_060427103.1	XP_038749562.1
OG0008666	XP_060427102.1	XP_038739899.1
OG0008667	XP_060427101.1	XP_038739898.1
OG0008668	XP_060427094.1	XP_038739894.1
OG0008669	XP_060427093.1	XP_038739893.1
OG0008670	XP_060427090.1	XP_038739890.1
OG0008671	XP_060427089.1	XP_038739891.1
OG0008672	XP_060427087.1	XP_038739883.1
OG0008674	XP_060427077.1	XP_038739876.1
OG0008675	XP_060427078.1	XP_038739877.1
OG0008676	XP_060427079.1	XP_038739878.1
OG0008677	XP_060427080.1	XP_038739879.1
OG0008678	XP_060427081.1	XP_038739880.1
OG0008679	XP_060427083.1	XP_038739881.1
OG0008680	XP_060427084.1	XP_038739882.1
OG0008681	XP_060427076.1	XP_038739875.1
OG0008682	XP_060427074.1	XP_038739874.1
OG0008683	XP_060427072.1	XP_038739873.1
OG0008684	XP_060427071.1	XP_038739872.1
OG0008685	XP_060427069.1	XP_038739870.1
OG0008686	XP_060427067.1	XP_038739868.1
OG0008687	XP_060427065.1	XP_038739867.1
OG0008688	XP_060427064.1	XP_038739866.1
OG0008689	XP_060427063.1	XP_038739865.1
OG0008690	XP_060427062.1	XP_038739864.1
OG0008691	XP_060427061.1	XP_038739863.1
OG0008692	XP_060427060.1	XP_038739862.1
OG0008693	XP_060427059.1	XP_038739861.1
OG0008694	XP_060427058.1	XP_038739860.1
OG0008695	XP_060427057.1	XP_038739859.1
OG0008696	XP_060427056.1	XP_038739858.1
OG0008697	XP_060427055.1	XP_038739857.1
OG0008698	XP_060427050.1	XP_038739855.1
OG0008699	XP_060427049.1	XP_038739854.1
OG0008700	XP_060427048.1	XP_038739853.1
OG0008701	XP_060427044.1	XP_038739851.1
OG0008702	XP_060427043.1	XP_038739850.1
OG0008703	XP_060427041.1	XP_038739849.1
OG0008704	XP_060427040.1	XP_038739848.1
OG0008705	XP_060427039.1	XP_038739847.1
OG0008706	XP_060427038.1	XP_038739846.1
OG0008707	XP_060427037.1	XP_038739845.1
OG0008708	XP_060427035.1	XP_038739844.1
OG0008709	XP_060427034.1	XP_038739843.1
OG0008710	XP_060427033.1	XP_038739842.1
OG0008711	XP_060427032.1	XP_038739841.1
OG0008712	XP_060427031.1	XP_038739840.1
OG0008713	XP_060431831.1	XP_038739290.1
OG0008714	XP_060431832.1	XP_038739289.1
OG0008715	XP_060431834.1	XP_038739287.1
OG0008716	XP_060431835.1	XP_038739286.1
OG0008717	XP_060431836.1	XP_038739285.1
OG0008718	XP_060431838.1	XP_038739284.1
OG0008719	XP_060431841.1	XP_038739281.1
OG0008720	XP_060431842.1	XP_038739280.1
OG0008721	XP_060431843.1	XP_038739279.1
OG0008722	XP_060431847.1	XP_038739277.1
OG0008724	XP_060431851.1	XP_038739275.1
OG0008725	XP_060431852.1	XP_038739274.1
OG0008726	XP_060431853.1	XP_038739273.1
OG0008727	XP_060431855.1	XP_038739272.1
OG0008728	XP_060431856.1	XP_038739271.1
OG0008729	XP_060431857.1	XP_038739270.1
OG0008730	XP_060431858.1	XP_038739269.1
OG0008731	XP_060431859.1	XP_038739268.1
OG0008732	XP_060423677.1	XP_038744022.1
OG0008733	XP_060423680.1	XP_038744027.1
OG0008734	XP_060423681.1	XP_038744028.1
OG0008735	XP_060423685.1	XP_038744029.1
OG0008736	XP_060423698.1	XP_038744016.1
OG0008737	XP_060423700.1	XP_038744015.1
OG0008738	XP_060423703.1	XP_038743997.1
OG0008739	XP_060423704.1	XP_038743998.1
OG0008740	XP_060423707.1	XP_038744001.1
OG0008741	XP_060423708.1	XP_038744002.1
OG0008742	XP_060423710.1	XP_038744005.1
OG0008743	XP_060423711.1	XP_038744006.1
OG0008744	XP_060423712.1	XP_038744007.1
OG0008745	XP_060423714.1	XP_038744008.1
OG0008746	XP_060423715.1	XP_038744009.1
OG0008747	XP_060425997.1	XP_038744010.1
OG0008748	XP_060425998.1	XP_038744011.1
OG0008749	XP_060426001.1	XP_038744012.1
OG0008750	XP_060426002.1	XP_038744013.1
OG0008751	XP_060426005.1	XP_038743994.1
OG0008752	XP_060426011.1	XP_038743984.1
OG0008753	XP_060426016.1	XP_038743979.1
OG0008754	XP_060426017.1	XP_038743978.1
OG0008755	XP_060426020.1	XP_038743976.1
OG0008756	XP_060426021.1	XP_038743975.1
OG0008757	XP_060426022.1	XP_038743951.1
OG0008758	XP_060426024.1	XP_038743952.1
OG0008759	XP_060426025.1	XP_038743953.1
OG0008760	XP_060426026.1	XP_038743954.1
OG0008761	XP_060426028.1	XP_038743955.1
OG0008762	XP_060426032.1	XP_038743958.1
OG0008763	XP_060426033.1	XP_038743959.1
OG0008764	XP_060426035.1	XP_038743961.1
OG0008765	XP_060426037.1	XP_038743962.1
OG0008766	XP_060426041.1	XP_038743966.1
OG0008767	XP_060426042.1	XP_038743967.1
OG0008768	XP_060426043.1	XP_038743968.1
OG0008769	XP_060426048.1	XP_038743971.1
OG0008770	XP_060426049.1	XP_038743972.1
OG0008771	XP_060426050.1	XP_038743973.1
OG0008772	XP_060426051.1	XP_038743974.1
OG0008773	XP_060426053.1	XP_038743948.1
OG0008774	XP_060426055.1	XP_038743934.1
OG0008775	XP_060426058.1	XP_038743937.1
OG0008776	XP_060426060.1	XP_038743939.1
OG0008777	XP_060426061.1	XP_038743940.1
OG0008778	XP_060426062.1	XP_038743941.1
OG0008779	XP_060426065.1	XP_038743943.1
OG0008780	XP_060426066.1	XP_038743944.1
OG0008781	XP_060426069.1	XP_038743931.1
OG0008782	XP_060426070.1	XP_038743930.1
OG0008783	XP_060426071.1	XP_038743929.1
OG0008784	XP_060426072.1	XP_038743928.1
OG0008785	XP_060426073.1	XP_038743927.1
OG0008786	XP_060426074.1	XP_038743926.1
OG0008787	XP_060426079.1	XP_038748966.1
OG0008788	XP_060426083.1	XP_038743921.1
OG0008789	XP_060426086.1	XP_038743922.1
OG0008790	XP_060426088.1	XP_038743923.1
OG0008791	XP_060426092.1	XP_038743920.1
OG0008792	XP_060426096.1	XP_038743911.1
OG0008794	XP_060426102.1	XP_038743915.1
OG0008795	XP_060426103.1	XP_038743916.1
OG0008796	XP_060426104.1	XP_038743917.1
OG0008797	XP_060426106.1	XP_038743906.1
OG0008798	XP_060426107.1	XP_038743905.1
OG0008799	XP_060426108.1	XP_038743904.1
OG0008800	XP_060426113.1	XP_038743902.1
OG0008801	XP_060426114.1	XP_038743901.1
OG0008802	XP_060426118.1	XP_038743890.1
OG0008803	XP_060426119.1	XP_038743891.1
OG0008804	XP_060426121.1	XP_038743892.1
OG0008805	XP_060426122.1	XP_038743894.1
OG0008806	XP_060426124.1	XP_038743895.1
OG0008807	XP_060426125.1	XP_038743896.1
OG0008808	XP_060422879.1	XP_038743885.1
OG0008809	XP_060422883.1	XP_038743884.1
OG0008810	XP_060422887.1	XP_038743865.1
OG0008811	XP_060422888.1	XP_038743866.1
OG0008812	XP_060422889.1	XP_038743867.1
OG0008813	XP_060422890.1	XP_038743868.1
OG0008814	XP_060422891.1	XP_038743869.1
OG0008815	XP_060422892.1	XP_038743870.1
OG0008816	XP_060422894.1	XP_038743871.1
OG0008817	XP_060422896.1	XP_038743873.1
OG0008818	XP_060422897.1	XP_038743874.1
OG0008819	XP_060422898.1	XP_038743875.1
OG0008820	XP_060422899.1	XP_038743876.1
OG0008821	XP_060422900.1	XP_038743877.1
OG0008822	XP_060422906.1	XP_038743882.1
OG0008823	XP_060422907.1	XP_038743860.1
OG0008824	XP_060422908.1	XP_038743859.1
OG0008825	XP_060422091.1	XP_038741973.1
OG0008826	XP_060422089.1	XP_038741972.1
OG0008827	XP_060422088.1	XP_038741971.1
OG0008828	XP_060422087.1	XP_038741970.1
OG0008829	XP_060422086.1	XP_038741969.1
OG0008830	XP_060422085.1	XP_038741968.1
OG0008831	XP_060422084.1	XP_038741967.1
OG0008832	XP_060422080.1	XP_038741964.1
OG0008833	XP_060422078.1	XP_038741962.1
OG0008834	XP_060422077.1	XP_038741963.1
OG0008835	XP_060430399.1	XP_038741941.1
OG0008836	XP_060430398.1	XP_038741942.1
OG0008837	XP_060436469.1	XP_038750192.1
OG0008838	XP_060436470.1	XP_038750191.1
OG0008839	XP_060436472.1	XP_038750206.1
OG0008840	XP_060436474.1	XP_038750203.1
OG0008841	XP_060422648.1	XP_038747555.1
OG0008842	XP_060422647.1	XP_038747552.1
OG0008843	XP_060422646.1	XP_038747551.1
OG0008844	XP_060422645.1	XP_038747550.1
OG0008845	XP_060422642.1	XP_038747549.1
OG0008846	XP_060422640.1	XP_038747547.1
OG0008847	XP_060427877.1	XP_038742219.1
OG0008848	XP_060427872.1	XP_038742222.1
OG0008849	XP_060427870.1	XP_038742225.1
OG0008850	XP_060427869.1	XP_038742224.1
OG0008851	XP_060427867.1	XP_038749751.1
OG0008852	XP_060427864.1	XP_038741782.1
OG0008853	XP_060427863.1	XP_038738697.1
OG0008854	XP_060427860.1	XP_038738696.1
OG0008855	XP_060427858.1	XP_038742919.1
OG0008856	XP_060427853.1	XP_038742917.1
OG0008857	XP_060427852.1	XP_038742914.1
OG0008858	XP_060427851.1	XP_038742913.1
OG0008859	XP_060427850.1	XP_038742912.1
OG0008860	XP_060421688.1	XP_038738692.1
OG0008861	XP_060421687.1	XP_038738693.1
OG0008862	XP_060421686.1	XP_038738694.1
OG0008863	XP_060421684.1	XP_038742920.1
OG0008864	XP_060421679.1	XP_038742923.1
OG0008865	XP_060421682.1	XP_038742924.1
OG0008866	XP_060421677.1	XP_038742925.1
OG0008867	XP_060424451.1	XP_038742940.1
OG0008868	XP_060424453.1	XP_038742941.1
OG0008869	XP_060424456.1	XP_038742952.1
OG0008870	XP_060424460.1	XP_038742958.1
OG0008871	XP_060424462.1	XP_038742959.1
OG0008872	XP_060424463.1	XP_038742960.1
OG0008873	XP_060424464.1	XP_038742961.1
OG0008874	XP_060424467.1	XP_038742973.1
OG0008875	XP_060424469.1	XP_038742971.1
OG0008876	XP_060424470.1	XP_038742970.1
OG0008877	XP_060424472.1	XP_038742968.1, XP_038746180.1
OG0008878	XP_060424473.1	XP_038742966.1
OG0008879	XP_060424475.1	XP_038742965.1
OG0008880	XP_060424478.1	XP_038742963.1
OG0008881	XP_060424481.1	XP_038742975.1
OG0008882	XP_060424485.1	XP_038748230.1
OG0008883	XP_060424488.1	XP_038742985.1
OG0008884	XP_060424490.1	XP_038742984.1
OG0008885	XP_060424505.1	XP_038742987.1
OG0008886	XP_060424504.1	XP_038742986.1
OG0008887	XP_060424502.1	XP_038743018.1
OG0008888	XP_060424501.1	XP_038743017.1
OG0008889	XP_060424500.1	XP_038743016.1
OG0008890	XP_060424498.1	XP_038743015.1
OG0008891	XP_060424497.1	XP_038743014.1
OG0008892	XP_060424495.1	XP_038743013.1
OG0008893	XP_060424494.1	XP_038743012.1
OG0008894	XP_060424493.1	XP_038743011.1
OG0008896	XP_060424513.1	XP_038742354.1
OG0008897	XP_060423563.1	XP_038743004.1
OG0008898	XP_060423564.1	XP_038743005.1
OG0008899	XP_060423565.1	XP_038743006.1
OG0008900	XP_060423566.1	XP_038743007.1
OG0008901	XP_060423567.1	XP_038743008.1
OG0008902	XP_060423568.1	XP_038743009.1
OG0008903	XP_060423574.1	XP_038742995.1
OG0008904	XP_060423575.1	XP_038742994.1
OG0008905	XP_060423576.1	XP_038742993.1
OG0008906	XP_060423579.1	XP_038742991.1
OG0008907	XP_060423580.1	XP_038742990.1
OG0008908	XP_060423581.1	XP_038742989.1
OG0008909	XP_060423582.1	XP_038742988.1
OG0008910	XP_060423585.1	XP_038743025.1
OG0008911	XP_060423587.1	XP_038743024.1
OG0008912	XP_060423588.1	XP_038743023.1
OG0008913	XP_060423589.1	XP_038743022.1
OG0008914	XP_060423592.1	XP_038743027.1
OG0008915	XP_060423593.1	XP_038743028.1
OG0008916	XP_060423594.1	XP_038743029.1
OG0008917	XP_060423595.1	XP_038743030.1
OG0008918	XP_060423596.1	XP_038743031.1
OG0008919	XP_060423598.1	XP_038743033.1
OG0008920	XP_060423600.1	XP_038743035.1
OG0008921	XP_060423601.1	XP_038743036.1
OG0008922	XP_060423602.1	XP_038743037.1
OG0008923	XP_060423604.1	XP_038743038.1
OG0008924	XP_060423606.1	XP_038743039.1
OG0008925	XP_060423609.1	XP_038743040.1
OG0008926	XP_060423610.1	XP_038743042.1
OG0008927	XP_060423615.1	XP_038743045.1
OG0008928	XP_060423616.1	XP_038743046.1
OG0008929	XP_060423617.1	XP_038743047.1
OG0008930	XP_060423618.1	XP_038743048.1
OG0008931	XP_060423619.1	XP_038743049.1
OG0008932	XP_060423620.1	XP_038743050.1
OG0008933	XP_060423621.1	XP_038743051.1
OG0008934	XP_060423624.1	XP_038743053.1
OG0008935	XP_060423625.1	XP_038743054.1
OG0008936	XP_060423626.1	XP_038743055.1
OG0008937	XP_060423627.1	XP_038743056.1
OG0008938	XP_060423632.1	XP_038743060.1
OG0008939	XP_060423633.1	XP_038743061.1
OG0008940	XP_060423635.1	XP_038743062.1
OG0008941	XP_060423637.1	XP_038743063.1
OG0008942	XP_060423638.1	XP_038743064.1
OG0008943	XP_060423640.1	XP_038743065.1
OG0008944	XP_060421332.1	XP_038743067.1
OG0008945	XP_060421333.1	XP_038743068.1
OG0008946	XP_060421334.1	XP_038743069.1
OG0008947	XP_060421335.1	XP_038743070.1
OG0008948	XP_060422373.1	XP_038743071.1
OG0008949	XP_060422376.1	XP_038743073.1
OG0008950	XP_060422378.1	XP_038743075.1
OG0008951	XP_060422380.1	XP_038738721.1
OG0008952	XP_060422381.1	XP_038738720.1
OG0008953	XP_060422382.1	XP_038738719.1
OG0008954	XP_060422383.1	XP_038738718.1
OG0008955	XP_060422388.1	XP_038738715.1
OG0008956	XP_060422389.1	XP_038738714.1
OG0008957	XP_060422391.1	XP_038738712.1
OG0008958	XP_060422393.1	XP_038738711.1
OG0008959	XP_060422395.1	XP_038738710.1
OG0008960	XP_060423332.1	XP_038738894.1
OG0008961	XP_060423333.1	XP_038738893.1
OG0008962	XP_060423334.1	XP_038738892.1
OG0008963	XP_060423337.1	XP_038738890.1
OG0008964	XP_060423339.1	XP_038738888.1
OG0008965	XP_060423342.1	XP_038738886.1
OG0008966	XP_060423344.1	XP_038738885.1
OG0008967	XP_060423345.1	XP_038738884.1
OG0008968	XP_060423347.1	XP_038738883.1
OG0008969	XP_060423354.1	XP_038738896.1
OG0008970	XP_060423356.1	XP_038738897.1
OG0008971	XP_060423358.1	XP_038738899.1
OG0008972	XP_060423359.1	XP_038738900.1
OG0008973	XP_060423361.1	XP_038738902.1
OG0008974	XP_060423366.1	XP_038738904.1
OG0008975	XP_060423369.1	XP_038748428.1
OG0008976	XP_060423370.1	XP_038748430.1
OG0008977	XP_060423372.1	XP_038748431.1
OG0008978	XP_060423373.1	XP_038748432.1
OG0008979	XP_060423374.1	XP_038748433.1
OG0008980	XP_060423376.1	XP_038748434.1
OG0008981	XP_060423378.1	XP_038748436.1
OG0008982	XP_060423379.1	XP_038748437.1
OG0008983	XP_060423381.1	XP_038748439.1
OG0008984	XP_060423383.1	XP_038748440.1
OG0008985	XP_060423385.1	XP_038748445.1
OG0008986	XP_060423386.1	XP_038748444.1
OG0008987	XP_060423387.1	XP_038748443.1
OG0008988	XP_060423388.1	XP_038748442.1
OG0008989	XP_060423390.1	XP_038748447.1
OG0008990	XP_060423392.1	XP_038748448.1
OG0008991	XP_060423393.1	XP_038748449.1
OG0008992	XP_060423396.1	XP_038748505.1
OG0008993	XP_060423397.1	XP_038748506.1
OG0008994	XP_060435336.1	XP_038748509.1
OG0008995	XP_060435338.1	XP_038748510.1
OG0008996	XP_060435344.1	XP_038748512.1
OG0008997	XP_060435345.1	XP_038748513.1
OG0008998	XP_060435348.1	XP_038748483.1
OG0008999	XP_060435349.1	XP_038748484.1
OG0009000	XP_060435351.1	XP_038748486.1
OG0009001	XP_060422396.1	XP_038743041.1
OG0009002	XP_060435353.1	XP_038748487.1
OG0009003	XP_060435354.1	XP_038748488.1
OG0009004	XP_060435356.1	XP_038748490.1
OG0009005	XP_060435357.1	XP_038748491.1
OG0009006	XP_060435358.1	XP_038748492.1
OG0009007	XP_060435359.1	XP_038748493.1
OG0009008	XP_060435361.1	XP_038748495.1
OG0009009	XP_060435363.1	XP_038748496.1
OG0009010	XP_060435365.1	XP_038748497.1
OG0009011	XP_060435366.1	XP_038748498.1
OG0009012	XP_060435372.1	XP_038748517.1
OG0009013	XP_060435373.1	XP_038748516.1
OG0009014	XP_060435376.1	XP_038748515.1
OG0009015	XP_060435383.1	XP_038748455.1
OG0009016	XP_060431539.1	XP_038748454.1
OG0009017	XP_060431538.1	XP_038748453.1
OG0009018	XP_060431537.1	XP_038748452.1
OG0009019	XP_060423353.1	XP_038748521.1
OG0009020	XP_060431535.1	XP_038748503.1
OG0009021	XP_060431533.1	XP_038748477.1
OG0009022	XP_060431532.1	XP_038748478.1
OG0009023	XP_060431530.1	XP_038748479.1
OG0009024	XP_060431527.1	XP_038748480.1
OG0009025	XP_060431526.1	XP_038748481.1
OG0009026	XP_060431525.1	XP_038748464.1
OG0009027	XP_060431521.1	XP_038748475.1
OG0009028	XP_060431517.1	XP_038748476.1
OG0009029	XP_060434949.1	XP_038743471.1
OG0009030	XP_060434948.1	XP_038743470.1
OG0009031	XP_060434947.1	XP_038743469.1
OG0009032	XP_060434945.1	XP_038743479.1
OG0009033	XP_060434944.1	XP_038743478.1
OG0009034	XP_060434940.1	XP_038743477.1
OG0009035	XP_060434938.1	XP_038743493.1
OG0009036	XP_060434937.1	XP_038743491.1
OG0009037	XP_060434936.1	XP_038743490.1
OG0009038	XP_060434934.1	XP_038743489.1
OG0009039	XP_060434933.1	XP_038743488.1
OG0009040	XP_060434932.1	XP_038743487.1
OG0009041	XP_060434931.1	XP_038743486.1
OG0009042	XP_060434929.1	XP_038743485.1
OG0009043	XP_060434927.1	XP_038743484.1
OG0009044	XP_060434926.1	XP_038743483.1
OG0009045	XP_060434924.1	XP_038743481.1
OG0009046	XP_060434923.1	XP_038743480.1
OG0009047	XP_060434922.1	XP_038743496.1
OG0009048	XP_060434920.1	XP_038743498.1
OG0009049	XP_060434919.1	XP_038743499.1
OG0009050	XP_060434918.1	XP_038743500.1
OG0009051	XP_060434917.1	XP_038741143.1
OG0009052	XP_060434916.1	XP_038741144.1
OG0009053	XP_060434915.1	XP_038741145.1
OG0009054	XP_060434914.1	XP_038741146.1
OG0009055	XP_060434913.1	XP_038741147.1
OG0009056	XP_060434912.1	XP_038741148.1
OG0009057	XP_060434910.1	XP_038741150.1
OG0009058	XP_060434909.1	XP_038741117.1
OG0009059	XP_060434908.1	XP_038741116.1
OG0009060	XP_060434907.1	XP_038741115.1
OG0009061	XP_060434906.1	XP_038741114.1
OG0009062	XP_060434904.1	XP_038741112.1
OG0009063	XP_060434903.1	XP_038741111.1
OG0009064	XP_060434902.1	XP_038741107.1
OG0009065	XP_060434901.1	XP_038741108.1
OG0009066	XP_060434900.1	XP_038741109.1
OG0009067	XP_060434899.1	XP_038741110.1
OG0009068	XP_060434898.1	XP_038741106.1
OG0009069	XP_060434897.1	XP_038741105.1
OG0009070	XP_060434895.1	XP_038741103.1
OG0009071	XP_060434894.1	XP_038741102.1
OG0009072	XP_060434893.1	XP_038741101.1
OG0009073	XP_060434892.1	XP_038741100.1
OG0009074	XP_060434891.1	XP_038741099.1, XP_038748967.1
OG0009075	XP_060434889.1	XP_038741097.1
OG0009076	XP_060434888.1	XP_038741096.1
OG0009077	XP_060434887.1	XP_038741094.1
OG0009078	XP_060434885.1	XP_038741093.1
OG0009079	XP_060434883.1	XP_038741092.1
OG0009080	XP_060434882.1	XP_038741091.1
OG0009081	XP_060434879.1	XP_038741084.1
OG0009082	XP_060434877.1	XP_038741085.1
OG0009083	XP_060434875.1	XP_038741087.1
OG0009084	XP_060434874.1	XP_038741088.1
OG0009085	XP_060434870.1	XP_038741090.1
OG0009086	XP_060434869.1	XP_038741082.1
OG0009087	XP_060434868.1	XP_038741081.1
OG0009088	XP_060434867.1	XP_038741080.1
OG0009089	XP_060434866.1	XP_038741079.1
OG0009090	XP_060434865.1	XP_038741078.1
OG0009091	XP_060434864.1	XP_038741077.1
OG0009092	XP_060434863.1	XP_038741076.1
OG0009093	XP_060434862.1	XP_038741075.1
OG0009094	XP_060434861.1	XP_038741074.1
OG0009095	XP_060434860.1	XP_038741073.1
OG0009096	XP_060434858.1	XP_038741072.1
OG0009097	XP_060434857.1	XP_038741071.1
OG0009098	XP_060434856.1	XP_038741070.1
OG0009099	XP_060434855.1	XP_038741069.1
OG0009100	XP_060434852.1	XP_038741068.1
OG0009101	XP_060434850.1	XP_038741067.1
OG0009102	XP_060434849.1	XP_038741066.1
OG0009103	XP_060434847.1	XP_038741064.1
OG0009104	XP_060434846.1	XP_038738664.1
OG0009105	XP_060434845.1	XP_038738665.1
OG0009106	XP_060434844.1	XP_038738666.1
OG0009107	XP_060434843.1	XP_038738667.1
OG0009108	XP_060421846.1	XP_038738808.1
OG0009109	XP_060421849.1	XP_038738812.1
OG0009110	XP_060421850.1	XP_038738813.1
OG0009111	XP_060421851.1	XP_038738814.1
OG0009112	XP_060421852.1	XP_038738815.1
OG0009113	XP_060424178.1	XP_038738663.1
OG0009114	XP_060421854.1	XP_038738817.1
OG0009115	XP_060421855.1	XP_038738818.1
OG0009116	XP_060421856.1	XP_038738819.1
OG0009117	XP_060421859.1	XP_038738820.1
OG0009118	XP_060421860.1	XP_038738821.1
OG0009119	XP_060421863.1	XP_038738824.1
OG0009120	XP_060421864.1	XP_038738825.1
OG0009121	XP_060421865.1	XP_038738826.1
OG0009122	XP_060421866.1	XP_038738827.1
OG0009123	XP_060421867.1	XP_038738828.1
OG0009124	XP_060424112.1	XP_038745132.1
OG0009125	XP_060424115.1	XP_038745129.1
OG0009126	XP_060424117.1	XP_038745128.1
OG0009127	XP_060424118.1	XP_038745127.1
OG0009128	XP_060424122.1	XP_038745125.1
OG0009129	XP_060424123.1	XP_038745124.1
OG0009130	XP_060424124.1	XP_038745123.1
OG0009131	XP_060424125.1	XP_038745122.1
OG0009132	XP_060424126.1	XP_038745121.1
OG0009133	XP_060424127.1	XP_038745120.1
OG0009134	XP_060424128.1	XP_038745119.1
OG0009135	XP_060424129.1	XP_038745118.1
OG0009136	XP_060424130.1	XP_038745117.1
OG0009137	XP_060424132.1	XP_038745115.1
OG0009138	XP_060424133.1	XP_038745114.1
OG0009139	XP_060424135.1	XP_038745113.1
OG0009140	XP_060424141.1	XP_038745110.1
OG0009141	XP_060424144.1	XP_038745109.1
OG0009142	XP_060424145.1	XP_038745108.1
OG0009143	XP_060424146.1	XP_038745107.1
OG0009144	XP_060424148.1	XP_038745105.1
OG0009145	XP_060424149.1	XP_038745104.1
OG0009146	XP_060424150.1	XP_038745103.1
OG0009147	XP_060424151.1	XP_038745102.1
OG0009148	XP_060424152.1	XP_038745101.1
OG0009149	XP_060424154.1	XP_038745099.1
OG0009150	XP_060424155.1	XP_038745098.1
OG0009151	XP_060424156.1	XP_038745097.1
OG0009152	XP_060424158.1	XP_038745096.1
OG0009153	XP_060424159.1	XP_038745095.1
OG0009154	XP_060424160.1	XP_038745094.1
OG0009155	XP_060424161.1	XP_038745093.1
OG0009156	XP_060424162.1	XP_038745092.1
OG0009158	XP_060424167.1	XP_038745091.1
OG0009159	XP_060424169.1	XP_038745090.1
OG0009160	XP_060424170.1	XP_038745089.1
OG0009161	XP_060424171.1	XP_038745088.1
OG0009162	XP_060424172.1	XP_038745087.1
OG0009163	XP_060424173.1	XP_038745086.1
OG0009164	XP_060424174.1	XP_038745085.1
OG0009165	XP_060424175.1	XP_038745084.1
OG0009166	XP_060424177.1	XP_038745083.1
OG0009167	XP_060424179.1	XP_038745082.1
OG0009168	XP_060424180.1	XP_038745081.1
OG0009169	XP_060424181.1	XP_038745080.1
OG0009170	XP_060424183.1	XP_038745078.1
OG0009171	XP_060424184.1	XP_038745077.1
OG0009172	XP_060429615.1	XP_038745074.1
OG0009173	XP_060429620.1	XP_038745072.1
