Orthogroup	Colletotrichum_godetiae	Colletotrichum_fructicola
OG0008415	XP_060421982.1	XP_031888661.1
OG0008416	XP_060421983.1	XP_031888662.1
OG0008417	XP_060421984.1	XP_031888654.1
OG0008418	XP_060427351.1	XP_031882257.1
OG0008419	XP_060427352.1	XP_031882260.1
OG0008420	XP_060427353.1	XP_031882253.1
OG0008421	XP_060427354.1	XP_031882258.1
OG0008422	XP_060427355.1	XP_031882271.1
OG0008423	XP_060427357.1	XP_066009429.1
OG0008424	XP_060427358.1	XP_031882129.1
OG0008425	XP_060427364.1	XP_031882146.1
OG0008426	XP_060427365.1	XP_031882130.1
OG0008427	XP_060427368.1	XP_031882145.1
OG0008428	XP_060427369.1	XP_066007460.1
OG0008429	XP_060427370.1	XP_031882144.1
OG0008430	XP_060427374.1	XP_031892598.1
OG0008431	XP_060427375.1	XP_031892597.1
OG0008432	XP_060427377.1	XP_031881813.1
OG0008433	XP_060427380.1	XP_031882245.1
OG0008435	XP_060427382.1	XP_031882287.2
OG0008436	XP_060427383.1	XP_066009350.1
OG0008437	XP_060427384.1	XP_031882134.1
OG0008438	XP_060427385.1	XP_066009348.1
OG0008439	XP_060427386.1	XP_031882136.1
OG0008440	XP_060427387.1	XP_031882135.1
OG0008441	XP_060424608.1, XP_060422845.1, XP_060421527.1, XP_060422253.1, XP_060423309.1	XP_066006773.1
OG0008442	XP_060422281.1	XP_031875418.1
OG0008443	XP_060427615.1	XP_031884669.1
OG0008444	XP_060427614.1	XP_031878811.1
OG0008445	XP_060427611.1	XP_031880994.1
OG0008446	XP_060427610.1	XP_031880973.1
OG0008447	XP_060427605.1	XP_031880993.1
OG0008448	XP_060427604.1	XP_031881074.1
OG0008449	XP_060427600.1	XP_031880998.1
OG0008450	XP_060427598.1	XP_031881145.1
OG0008451	XP_060427596.1	XP_066009322.1
OG0008452	XP_060436115.1	XP_031887158.1
OG0008453	XP_060436114.1	XP_031887146.1
OG0008454	XP_060436113.1	XP_031887145.1
OG0008455	XP_060436065.1	XP_031887202.1
OG0008456	XP_060436112.1	XP_031887171.1
OG0008457	XP_060436111.1	XP_031887144.1
OG0008458	XP_060436110.1	XP_031887295.2
OG0008459	XP_060436106.1	XP_031887279.1
OG0008460	XP_060436105.1	XP_031887278.1
OG0008461	XP_060436102.1	XP_031887447.1
OG0008462	XP_060436101.1	XP_031887448.1
OG0008463	XP_060436100.1	XP_031887445.1
OG0008464	XP_060436099.1	XP_031887446.1
OG0008465	XP_060436098.1	XP_031887443.1
OG0008466	XP_060436096.1	XP_031887441.1
OG0008467	XP_060436095.1	XP_031887442.1
OG0008468	XP_060436094.1	XP_031887439.1
OG0008469	XP_060436092.1	XP_066008954.1
OG0008470	XP_060436091.1	XP_031887310.1
OG0008471	XP_060436089.1	XP_031887268.1
OG0008472	XP_060436088.1	XP_031887267.1
OG0008473	XP_060436087.1	XP_031887266.1
OG0008474	XP_060436085.1	XP_031887273.1
OG0008475	XP_060436084.1	XP_031887272.1
OG0008476	XP_060436083.1	XP_031887419.1
OG0008477	XP_060436082.1	XP_031887420.1
OG0008478	XP_060436081.1	XP_031887423.1
OG0008479	XP_060436080.1	XP_031887424.1
OG0008480	XP_060436077.1	XP_031887426.1
OG0008481	XP_060436076.1	XP_066009126.1
OG0008482	XP_060436075.1	XP_066009125.1
OG0008483	XP_060436074.1	XP_031892667.1
OG0008484	XP_060436073.1	XP_031892863.1
OG0008485	XP_060436072.1	XP_031892864.2
OG0008486	XP_060436071.1	XP_031892703.1
OG0008487	XP_060436070.1	XP_031892712.1
OG0008488	XP_060436069.1	XP_031892711.1
OG0008489	XP_060436068.1	XP_031892714.1
OG0008490	XP_060436067.1	XP_031892713.1
OG0008491	XP_060436066.1	XP_031892709.1
OG0008492	XP_060436064.1	XP_031892708.1
OG0008493	XP_060436061.1	XP_031892710.1
OG0008494	XP_060436059.1	XP_031892573.1
OG0008495	XP_060436058.1	XP_031892572.1
OG0008496	XP_060436057.1	XP_031892568.1
OG0008497	XP_060436056.1	XP_031892569.1
OG0008498	XP_060436055.1	XP_031892570.1
OG0008499	XP_060436054.1	XP_031892669.1
OG0008500	XP_060436053.1	XP_031892679.1
OG0008501	XP_060436052.1	XP_031892680.1
OG0008502	XP_060436050.1	XP_031892678.1
OG0008503	XP_060436049.1	XP_031892865.1
OG0008504	XP_060436047.1	XP_031892313.1
OG0008505	XP_060436046.1	XP_031892858.1
OG0008506	XP_060436045.1	XP_031892593.1
OG0008507	XP_060436044.1	XP_066009032.1
OG0008508	XP_060436042.1	XP_031892860.1
OG0008509	XP_060436041.1	XP_031892379.1
OG0008510	XP_060436039.1	XP_031892384.1
OG0008511	XP_060436038.1	XP_031892383.1
OG0008512	XP_060436037.1	XP_031892421.1
OG0008513	XP_060436036.1	XP_031892556.2
OG0008514	XP_060436035.1	XP_031892557.1
OG0008515	XP_060436033.1	XP_031892559.1
OG0008516	XP_060436032.1	XP_031892560.1
OG0008517	XP_060436031.1	XP_031892640.1
OG0008518	XP_060436030.1	XP_031892843.1
OG0008519	XP_060436249.1	XP_031892564.1
OG0008520	XP_060436250.1	XP_066009183.1
OG0008521	XP_060436252.1	XP_031892638.1
OG0008522	XP_060436256.1	XP_031892551.1
OG0008523	XP_060436257.1	XP_031892550.1
OG0008524	XP_060436258.1	XP_031892552.1
OG0008525	XP_060436259.1	XP_031892555.2
OG0008526	XP_060436260.1	XP_031892554.1
OG0008527	XP_060436264.1	XP_031892835.2
OG0008528	XP_060436265.1	XP_031892836.1
OG0008529	XP_060436267.1	XP_031892833.1
OG0008530	XP_060436270.1	XP_066008927.1
OG0008531	XP_060436271.1	XP_031892832.1
OG0008532	XP_060436273.1	XP_031892515.1
OG0008533	XP_060436274.1	XP_031892514.1
OG0008534	XP_060436275.1	XP_031892513.1
OG0008535	XP_060436277.1	XP_031892342.1
OG0008536	XP_060436278.1	XP_031892483.1
OG0008537	XP_060436279.1	XP_031892482.1
OG0008538	XP_060436280.1	XP_031892746.1
OG0008539	XP_060436284.1	XP_031892745.1
OG0008540	XP_060436286.1	XP_031892748.1
OG0008541	XP_060436289.1	XP_031892749.2
OG0008542	XP_060436294.1	XP_031880206.1
OG0008543	XP_060436295.1	XP_066009091.1
OG0008544	XP_060436296.1	XP_031880208.1
OG0008545	XP_060436297.1	XP_066009090.1
OG0008546	XP_060436298.1	XP_031880273.1
OG0008547	XP_060436299.1	XP_031880272.1
OG0008548	XP_060436300.1	XP_031880271.1
OG0008549	XP_060436301.1	XP_031880270.1
OG0008550	XP_060436302.1	XP_031880277.1
OG0008551	XP_060436303.1	XP_031880276.1
OG0008552	XP_060436304.1	XP_031892486.1
OG0008553	XP_060436314.1	XP_066008951.1
OG0008554	XP_060436316.1	XP_031892516.1
OG0008555	XP_060436317.1	XP_066008953.1
OG0008556	XP_060436318.1	XP_031892518.1
OG0008557	XP_060436319.1	XP_031892519.1
OG0008558	XP_060436321.1	XP_031880191.1
OG0008559	XP_060436322.1	XP_031880192.1
OG0008560	XP_060436324.1	XP_066008891.1
OG0008561	XP_060436325.1	XP_031892788.1
OG0008562	XP_060436326.1	XP_066008950.1
OG0008563	XP_060436327.1	XP_031892783.1
OG0008564	XP_060436328.1	XP_031892488.1
OG0008565	XP_060436331.1	XP_066009181.1, XP_031892489.1
OG0008566	XP_060436339.1	XP_031880190.1
OG0008567	XP_060436338.1	XP_031880187.1
OG0008568	XP_060436337.1	XP_031880188.1
OG0008569	XP_060436336.1	XP_031880185.2
OG0008570	XP_060436335.1	XP_031880193.1
OG0008571	XP_060436334.1	XP_066009194.1
OG0008572	XP_060436333.1	XP_031880196.1
OG0008573	XP_060436332.1	XP_031880195.1
OG0008574	XP_060436340.1	XP_031880261.1
OG0008575	XP_060436342.1	XP_031880184.1
OG0008576	XP_060436344.1	XP_031880198.1
OG0008577	XP_060436345.1	XP_031880250.1
OG0008578	XP_060436346.1	XP_031880197.1
OG0008579	XP_060436363.1	XP_031880263.1
OG0008580	XP_060436360.1	XP_031880303.1
OG0008581	XP_060436359.1	XP_031880228.1
OG0008582	XP_060436357.1	XP_031880221.1
OG0008583	XP_060436356.1	XP_031880220.1
OG0008584	XP_060436355.1	XP_031880306.1
OG0008585	XP_060436351.1	XP_031880311.1
OG0008586	XP_060436349.1	XP_031880313.1
OG0008587	XP_060436388.1	XP_031880247.1
OG0008588	XP_060436387.1	XP_031880238.1
OG0008589	XP_060436386.1	XP_031880241.1
OG0008590	XP_060436384.1	XP_031885132.1
OG0008591	XP_060436383.1	XP_031880235.1
OG0008592	XP_060436382.1	XP_031880236.1
OG0008593	XP_060436381.1	XP_031880234.1
OG0008594	XP_060436380.1	XP_031880237.1
OG0008595	XP_060436379.1	XP_031880249.1
OG0008596	XP_060436378.1	XP_031880328.1
OG0008597	XP_060436377.1	XP_031880327.1
OG0008598	XP_060436376.1	XP_031880326.1
OG0008599	XP_060436375.1	XP_031880325.1
OG0008600	XP_060436374.1	XP_031880232.1
OG0008601	XP_060436373.1	XP_031880321.1
OG0008602	XP_060436372.1	XP_031880320.1
OG0008603	XP_060436370.1	XP_031880319.1
OG0008604	XP_060436369.1	XP_031880316.1
OG0008605	XP_060436367.1	XP_031890090.1
OG0008606	XP_060436365.1	XP_031880314.1
OG0008607	XP_060436398.1	XP_066009195.1
OG0008608	XP_060436400.1	XP_031880282.2
OG0008609	XP_060436404.1	XP_031880216.1
OG0008610	XP_060436405.1	XP_031880217.1
OG0008611	XP_060436409.1	XP_031880322.1
OG0008612	XP_060436411.1	XP_031889101.1
OG0008613	XP_060436412.1, XP_060425954.1	XP_031880296.1
OG0008614	XP_060436417.1	XP_031880251.2
OG0008615	XP_060436418.1	XP_031889282.1
OG0008616	XP_060436420.1	XP_031889284.1
OG0008617	XP_060436422.1	XP_031889316.1
OG0008618	XP_060436423.1	XP_031889098.1
OG0008619	XP_060436427.1	XP_031889312.1
OG0008620	XP_060436444.1	XP_031889215.1
OG0008621	XP_060436443.1	XP_031889218.1
OG0008622	XP_060436442.1	XP_031889217.1
OG0008623	XP_060436441.1	XP_031889428.1
OG0008624	XP_060436440.1	XP_031889429.2
OG0008625	XP_060436435.1	XP_031889185.1
OG0008626	XP_060436433.1	XP_031875798.2
OG0008627	XP_060436431.1	XP_031889196.1
OG0008628	XP_060436430.1	XP_031889410.1
OG0008629	XP_060436429.1	XP_031889230.1
OG0008630	XP_060436450.1	XP_031889379.1
OG0008631	XP_060436452.1	XP_031889394.1
OG0008632	XP_060436454.1	XP_031889388.1
OG0008633	XP_060436456.1	XP_066009052.1
OG0008634	XP_060436457.1	XP_031889187.1
OG0008635	XP_060436462.1	XP_031889188.1
OG0008636	XP_060436463.1	XP_031889191.1
OG0008637	XP_060436466.1	XP_031889194.1
OG0008638	XP_060436467.1	XP_031889195.1
OG0008639	XP_060436572.1	XP_031881680.1
OG0008640	XP_060436573.1	XP_066008120.1
OG0008641	XP_060436576.1	XP_066008274.1
OG0008642	XP_060431626.1	XP_031880724.1
OG0008643	XP_060431628.1	XP_031880725.1
OG0008644	XP_060431629.1	XP_031880726.1
OG0008645	XP_060431631.1	XP_031880732.1
OG0008647	XP_060427151.1	XP_031876896.2
OG0008648	XP_060427144.1	XP_031877337.1
OG0008649	XP_060427143.1	XP_031877349.1
OG0008650	XP_060427138.1	XP_031877316.1
OG0008651	XP_060427131.1	XP_031877377.1
OG0008652	XP_060427130.1	XP_031877378.1
OG0008653	XP_060427129.1	XP_031877317.1
OG0008654	XP_060427125.1	XP_066007825.1
OG0008655	XP_060427124.1	XP_031878237.1
OG0008656	XP_060427123.1	XP_031877345.1
OG0008657	XP_060427118.1	XP_066009999.1
OG0008658	XP_060427116.1	XP_031875699.1
OG0008659	XP_060427114.1	XP_031875697.2
OG0008660	XP_060427113.1	XP_031875702.1
OG0008661	XP_060427112.1	XP_031877336.1
OG0008662	XP_060427111.1	XP_031877360.1
OG0008663	XP_060427108.1	XP_031877305.1
OG0008665	XP_060427103.1	XP_031893390.2
OG0008666	XP_060427102.1	XP_031877656.1
OG0008667	XP_060427101.1	XP_031877657.1
OG0008668	XP_060427094.1	XP_031877625.1
OG0008669	XP_060427093.1	XP_031877623.1
OG0008670	XP_060427090.1	XP_031877622.1
OG0008671	XP_060427089.1	XP_031877627.1
OG0008672	XP_060427087.1	XP_031877619.1
OG0008673	XP_060427085.1	XP_031879076.1
OG0008674	XP_060427077.1	XP_031877674.1
OG0008675	XP_060427078.1	XP_031877626.2
OG0008676	XP_060427079.1	XP_031877662.1
OG0008677	XP_060427080.1	XP_031877617.1
OG0008678	XP_060427081.1	XP_031877660.1
OG0008679	XP_060427083.1	XP_031877675.1
OG0008680	XP_060427084.1	XP_031877616.1
OG0008681	XP_060427076.1	XP_031877638.1
OG0008682	XP_060427074.1	XP_031877640.1
OG0008683	XP_060427072.1	XP_031877641.1
OG0008684	XP_060427071.1	XP_031877642.1
OG0008685	XP_060427069.1	XP_031877618.1
OG0008686	XP_060427067.1	XP_066007808.1
OG0008687	XP_060427065.1	XP_031877614.2
OG0008688	XP_060427064.1	XP_031877615.1
OG0008689	XP_060427063.1	XP_031877613.1
OG0008690	XP_060427062.1	XP_031877611.1
OG0008691	XP_060427061.1	XP_031877610.2
OG0008692	XP_060427060.1	XP_066007666.1
OG0008693	XP_060427059.1	XP_031877608.1
OG0008694	XP_060427058.1	XP_031877607.1
OG0008695	XP_060427057.1	XP_031877606.1
OG0008696	XP_060427056.1	XP_031877636.1
OG0008697	XP_060427055.1	XP_031877637.1
OG0008698	XP_060427050.1	XP_031877628.2
OG0008699	XP_060427049.1	XP_031877629.1
OG0008700	XP_060427048.1	XP_031877634.1
OG0008701	XP_060427044.1	XP_031877633.1
OG0008702	XP_060427043.1	XP_031877673.1
OG0008703	XP_060427041.1	XP_031877664.2
OG0008704	XP_060427040.1	XP_031877653.1
OG0008705	XP_060427039.1	XP_031877666.1
OG0008706	XP_060427038.1	XP_066007669.1
OG0008707	XP_060427037.1	XP_031877668.2
OG0008708	XP_060427035.1	XP_031877667.1
OG0008709	XP_060427034.1	XP_031877670.2
OG0008710	XP_060427033.1	XP_031877669.1
OG0008711	XP_060427032.1	XP_031877649.1
OG0008712	XP_060427031.1	XP_031877650.1
OG0008713	XP_060431831.1	XP_031876490.1
OG0008714	XP_060431832.1	XP_031876486.1
OG0008715	XP_060431834.1	XP_031876487.1
OG0008716	XP_060431835.1	XP_066007787.1
OG0008717	XP_060431836.1	XP_031876514.1
OG0008718	XP_060431838.1	XP_031876489.2
OG0008719	XP_060431841.1	XP_031876510.1
OG0008720	XP_060431842.1	XP_031876511.2
OG0008721	XP_060431843.1	XP_031876505.1
OG0008722	XP_060431847.1	XP_031876508.1
OG0008723	XP_060431848.1	XP_066007648.1
OG0008724	XP_060431851.1	XP_031876497.2
OG0008725	XP_060431852.1	XP_066007802.1
OG0008726	XP_060431853.1	XP_031876495.1
OG0008727	XP_060431855.1	XP_031876494.1
OG0008728	XP_060431856.1	XP_031876502.1
OG0008729	XP_060431857.1	XP_066007804.1
OG0008730	XP_060431858.1	XP_031876518.1
OG0008731	XP_060431859.1	XP_031876517.1
OG0008732	XP_060423677.1	XP_031886156.2
OG0008733	XP_060423680.1	XP_031886151.1
OG0008734	XP_060423681.1	XP_031886152.1
OG0008735	XP_060423685.1	XP_031886212.2
OG0008736	XP_060423698.1	XP_031886186.1
OG0008737	XP_060423700.1	XP_066008424.1
OG0008738	XP_060423703.1	XP_066008569.1
OG0008739	XP_060423704.1	XP_031886024.1
OG0008740	XP_060423707.1	XP_031886164.1
OG0008741	XP_060423708.1	XP_031886165.1
OG0008742	XP_060423710.1	XP_031885999.1
OG0008743	XP_060423711.1	XP_031886000.1
OG0008744	XP_060423712.1	XP_031886001.1
OG0008745	XP_060423714.1	XP_031886003.1
OG0008746	XP_060423715.1	XP_031886167.1
OG0008747	XP_060425997.1	XP_031886029.1
OG0008748	XP_060425998.1	XP_031886026.1
OG0008749	XP_060426001.1	XP_031886027.1
OG0008750	XP_060426002.1	XP_031886025.1
OG0008751	XP_060426005.1	XP_031893260.1, XP_031886098.1
OG0008752	XP_060426011.1	XP_031885982.1
OG0008753	XP_060426016.1	XP_031885975.1
OG0008754	XP_060426017.1	XP_031885976.1
OG0008755	XP_060426020.1	XP_031885979.1
OG0008756	XP_060426021.1	XP_031885973.1
OG0008757	XP_060426022.1	XP_031885974.1
OG0008758	XP_060426024.1	XP_066008342.1
OG0008759	XP_060426025.1	XP_031886133.2
OG0008760	XP_060426026.1	XP_031886132.1
OG0008761	XP_060426028.1	XP_031886139.1
OG0008762	XP_060426032.1	XP_031886141.1
OG0008763	XP_060426033.1	XP_031886140.1
OG0008764	XP_060426035.1	XP_031885969.1
OG0008765	XP_060426037.1	XP_031886180.1
OG0008766	XP_060426041.1	XP_031886127.1
OG0008767	XP_060426042.1	XP_031886123.1
OG0008768	XP_060426043.1	XP_066008331.1
OG0008769	XP_060426048.1	XP_031886130.1
OG0008770	XP_060426049.1	XP_031886129.1
OG0008771	XP_060426050.1	XP_031885949.1
OG0008772	XP_060426051.1	XP_031885950.1
OG0008773	XP_060426053.1	XP_031885943.1
OG0008774	XP_060426055.1	XP_031885937.1
OG0008775	XP_060426058.1	XP_031885889.1
OG0008776	XP_060426060.1	XP_031885882.1
OG0008777	XP_060426061.1	XP_031886086.1
OG0008778	XP_060426062.1	XP_031885891.1
OG0008779	XP_060426065.1	XP_031885883.1
OG0008780	XP_060426066.1	XP_031885884.1
OG0008781	XP_060426069.1	XP_031885939.1
OG0008782	XP_060426070.1	XP_031885940.1
OG0008783	XP_060426071.1	XP_031885941.1
OG0008784	XP_060426072.1	XP_031885942.1
OG0008785	XP_060426073.1	XP_031886065.1
OG0008786	XP_060426074.1	XP_031886066.1
OG0008787	XP_060426079.1	XP_031886082.1
OG0008788	XP_060426083.1	XP_031885887.1
OG0008789	XP_060426086.1	XP_031886078.1
OG0008790	XP_060426088.1	XP_031886080.1
OG0008791	XP_060426092.1	XP_031886070.1
OG0008792	XP_060426096.1	XP_031885902.1
OG0008793	XP_060426098.1	XP_031885901.1
OG0008794	XP_060426102.1	XP_031886055.1
OG0008795	XP_060426103.1	XP_031886067.1
OG0008796	XP_060426104.1	XP_031886068.1
OG0008797	XP_060426106.1	XP_031885897.1
OG0008798	XP_060426107.1	XP_031885898.1
OG0008799	XP_060426108.1	XP_031885899.1
OG0008800	XP_060426113.1	XP_031886114.2
OG0008802	XP_060426118.1	XP_031886095.1
OG0008803	XP_060426119.1	XP_031886097.1
OG0008804	XP_060426121.1	XP_031886131.1
OG0008805	XP_060426122.1	XP_031886091.1
OG0008806	XP_060426124.1	XP_031886093.1
OG0008807	XP_060426125.1	XP_031886073.1
OG0008808	XP_060422879.1	XP_031885931.2
OG0008809	XP_060422883.1	XP_031886090.2
OG0008810	XP_060422887.1	XP_031885921.1
OG0008811	XP_060422888.1	XP_031885907.1
OG0008812	XP_060422889.1	XP_031886107.1
OG0008813	XP_060422890.1	XP_031885923.1
OG0008814	XP_060422891.1	XP_031885924.1
OG0008815	XP_060422892.1	XP_031885925.1
OG0008816	XP_060422894.1	XP_031886108.1
OG0008817	XP_060422896.1	XP_031886109.1
OG0008818	XP_060422897.1	XP_031885928.1
OG0008819	XP_060422898.1	XP_031885934.1
OG0008820	XP_060422899.1	XP_066008498.1
OG0008821	XP_060422900.1	XP_066008499.1
OG0008822	XP_060422906.1	XP_031886076.1
OG0008823	XP_060422907.1	XP_031886194.1
OG0008824	XP_060422908.1	XP_031886189.1
OG0008825	XP_060422091.1	XP_031884508.1
OG0008826	XP_060422089.1	XP_031884511.1
OG0008827	XP_060422088.1	XP_031884510.1
OG0008828	XP_060422087.1	XP_031884664.1
OG0008829	XP_060422086.1	XP_031884663.1
OG0008830	XP_060422085.1	XP_031884521.1
OG0008831	XP_060422084.1	XP_031884661.1
OG0008832	XP_060422080.1	XP_031884520.1
OG0008833	XP_060422078.1	XP_031884644.1
OG0008834	XP_060422077.1	XP_031884646.1
OG0008835	XP_060430399.1	XP_031884633.2
OG0008836	XP_060430398.1	XP_031884458.1
OG0008837	XP_060436469.1	XP_031889389.1
OG0008838	XP_060436470.1	XP_031889391.1
OG0008839	XP_060436472.1	XP_031889192.1
OG0008840	XP_060436474.1	XP_066009079.1
OG0008841	XP_060422648.1	XP_031891622.1
OG0008842	XP_060422647.1	XP_031891621.1
OG0008843	XP_060422646.1	XP_031891368.1
OG0008844	XP_060422645.1	XP_031891367.1
OG0008845	XP_060422642.1	XP_031891360.1
OG0008846	XP_060422640.1	XP_031891362.1
OG0008847	XP_060427877.1	XP_031876263.1
OG0008848	XP_060427872.1	XP_031891687.2
OG0008849	XP_060427870.1	XP_031891690.1
OG0008850	XP_060427869.1	XP_031891691.1
OG0008851	XP_060427867.1	XP_031879184.1
OG0008852	XP_060427864.1	XP_031882689.1
OG0008853	XP_060427863.1	XP_031876279.1
OG0008854	XP_060427860.1	XP_031876278.1
OG0008855	XP_060427858.1	XP_031881951.1
OG0008856	XP_060427853.1	XP_066008583.1
OG0008857	XP_060427852.1	XP_031882074.1
OG0008858	XP_060427851.1	XP_031882073.1
OG0008859	XP_060427850.1	XP_031882072.1
OG0008860	XP_060421688.1	XP_031876261.2
OG0008861	XP_060421687.1	XP_031876260.1
OG0008862	XP_060421686.1	XP_031876281.1
OG0008863	XP_060421684.1	XP_031881953.1
OG0008864	XP_060421679.1	XP_031881946.1
OG0008865	XP_060421682.1	XP_031881945.1
OG0008866	XP_060421677.1	XP_031882077.1
OG0008867	XP_060424451.1	XP_031881964.1
OG0008868	XP_060424453.1	XP_031882025.1
OG0008869	XP_060424456.1	XP_031882027.1
OG0008870	XP_060424460.1	XP_031882092.1
OG0008871	XP_060424462.1	XP_031882087.1
OG0008872	XP_060424463.1	XP_031882094.1
OG0008873	XP_060424464.1	XP_031881988.1
OG0008874	XP_060424467.1	XP_031882047.1
OG0008875	XP_060424469.1	XP_031881927.1
OG0008876	XP_060424470.1	XP_031881928.1
OG0008877	XP_060424472.1	XP_031881930.2
OG0008878	XP_060424473.1	XP_031881922.1
OG0008879	XP_060424475.1	XP_031881985.1
OG0008880	XP_060424478.1	XP_031881981.1
OG0008881	XP_060424481.1	XP_066008676.1
OG0008882	XP_060424485.1	XP_066009854.1
OG0008883	XP_060424488.1	XP_031881917.1
OG0008884	XP_060424490.1	XP_031881919.1
OG0008885	XP_060424505.1	XP_031881918.1
OG0008886	XP_060424504.1	XP_066008650.1
OG0008887	XP_060424502.1	XP_031882020.1
OG0008888	XP_060424501.1	XP_031882019.1
OG0008889	XP_060424500.1	XP_031882018.1
OG0008890	XP_060424498.1	XP_031881990.1
OG0008891	XP_060424497.1	XP_031882024.1
OG0008892	XP_060424495.1	XP_031882115.1
OG0008893	XP_060424494.1	XP_031882116.1
OG0008894	XP_060424493.1	XP_031882117.1
OG0008895	XP_060424507.1	XP_031882242.1
OG0008896	XP_060424513.1	XP_031884938.1
OG0008897	XP_060423563.1	XP_031882030.1
OG0008898	XP_060423564.1	XP_031882031.2
OG0008899	XP_060423565.1	XP_031882113.1
OG0008900	XP_060423566.1	XP_031882112.2
OG0008901	XP_060423567.1	XP_031882121.1
OG0008902	XP_060423568.1	XP_031882120.1
OG0008903	XP_060423574.1	XP_031882033.1
OG0008904	XP_060423575.1	XP_031882035.1
OG0008905	XP_060423576.1	XP_031882034.1
OG0008906	XP_060423579.1	XP_031882036.1
OG0008907	XP_060423580.1	XP_031881914.1
OG0008908	XP_060423581.1	XP_031881915.1
OG0008909	XP_060423582.1	XP_031881912.1
OG0008910	XP_060423585.1	XP_031882105.1
OG0008911	XP_060423587.1	XP_031882102.1
OG0008912	XP_060423588.1	XP_031882103.1
OG0008913	XP_060423589.1	XP_031882023.1
OG0008914	XP_060423592.1	XP_031882104.1
OG0008915	XP_060423593.1	XP_031882107.1
OG0008916	XP_060423594.1	XP_031882106.1
OG0008917	XP_060423595.1	XP_066008687.1
OG0008918	XP_060423596.1	XP_031882108.1
OG0008919	XP_060423598.1	XP_031882110.1
OG0008920	XP_060423600.1	XP_031882012.1
OG0008921	XP_060423601.1	XP_031882013.1
OG0008922	XP_060423602.1	XP_066008599.1
OG0008923	XP_060423604.1	XP_031882015.1
OG0008924	XP_060423606.1	XP_031882016.1
OG0008925	XP_060423609.1	XP_031882014.1
OG0008926	XP_060423610.1	XP_031882096.1
OG0008927	XP_060423615.1	XP_031882007.1
OG0008928	XP_060423616.1	XP_066008750.1
OG0008929	XP_060423617.1	XP_031882006.1
OG0008930	XP_060423618.1	XP_031881932.1
OG0008931	XP_060423619.1	XP_031881933.1
OG0008932	XP_060423620.1	XP_031881931.1
OG0008933	XP_060423621.1	XP_031882004.1
OG0008934	XP_060423624.1	XP_031882038.1
OG0008935	XP_060423625.1	XP_031881992.1
OG0008936	XP_060423626.1	XP_031882044.1
OG0008937	XP_060423627.1	XP_031882046.1
OG0008938	XP_060423632.1	XP_031882042.1
OG0008939	XP_060423633.1	XP_031881962.1
OG0008940	XP_060423635.1	XP_031881963.1
OG0008941	XP_060423637.1	XP_031881955.1
OG0008942	XP_060423638.1	XP_066008739.1
OG0008943	XP_060423640.1	XP_066008738.1
OG0008944	XP_060421332.1	XP_066008741.1
OG0008945	XP_060421333.1	XP_066008740.1
OG0008946	XP_060421334.1	XP_031881961.2
OG0008947	XP_060421335.1	XP_031882060.1
OG0008948	XP_060422373.1	XP_066008737.1
OG0008949	XP_060422376.1	XP_031882065.1
OG0008950	XP_060422378.1	XP_031882063.1
OG0008951	XP_060422380.1	XP_031882062.1
OG0008952	XP_060422381.1	XP_066008881.1
OG0008953	XP_060422382.1	XP_031881936.1
OG0008954	XP_060422383.1	XP_066008879.1
OG0008955	XP_060422388.1	XP_031881938.1
OG0008956	XP_060422389.1	XP_031881939.1
OG0008957	XP_060422391.1	XP_066008726.1
OG0008958	XP_060422393.1	XP_031881942.1
OG0008959	XP_060422395.1	XP_031882056.1
OG0008960	XP_060423332.1	XP_031890453.2
OG0008961	XP_060423333.1	XP_031890452.1
OG0008962	XP_060423334.1	XP_031890449.1
OG0008963	XP_060423337.1	XP_031890450.1
OG0008964	XP_060423339.1	XP_031890625.1
OG0008965	XP_060423342.1	XP_066009871.1
OG0008966	XP_060423344.1	XP_066009870.1
OG0008967	XP_060423345.1	XP_031890671.2
OG0008968	XP_060423347.1	XP_031890406.1
OG0008969	XP_060423354.1	XP_031890455.2
OG0008970	XP_060423356.1	XP_066009620.1
OG0008971	XP_060423358.1	XP_031890355.1
OG0008972	XP_060423359.1	XP_031890457.1
OG0008973	XP_060423361.1	XP_031890665.1
OG0008974	XP_060423366.1	XP_031890661.1
OG0008975	XP_060423369.1	XP_031890664.1
OG0008976	XP_060423370.1	XP_066009858.1
OG0008977	XP_060423372.1	XP_031890660.1
OG0008978	XP_060423373.1	XP_031890473.1
OG0008979	XP_060423374.1	XP_031890465.1
OG0008980	XP_060423376.1	XP_066009857.1
OG0008981	XP_060423378.1	XP_031890466.1
OG0008982	XP_060423379.1	XP_031890469.1
OG0008983	XP_060423381.1	XP_031890471.1
OG0008984	XP_060423383.1	XP_031890641.1
OG0008985	XP_060423385.1	XP_031890637.1
OG0008986	XP_060423386.1	XP_066009842.1
OG0008987	XP_060423387.1	XP_031890636.2
OG0008988	XP_060423388.1	XP_031890553.1
OG0008989	XP_060423390.1	XP_031890668.1
OG0008990	XP_060423392.1	XP_031890667.1
OG0008991	XP_060423393.1	XP_031890656.1
OG0008992	XP_060423396.1	XP_031890646.1
OG0008993	XP_060423397.1	XP_031890474.1
OG0008994	XP_060435336.1	XP_031890645.1
OG0008995	XP_060435338.1	XP_066009969.1
OG0008996	XP_060435344.1	XP_031890523.1
OG0008997	XP_060435345.1	XP_031890522.1
