Orthogroup	Colletotrichum_godetiae	Colletotrichum_acutatum
OG0009288	XP_060428510.1	XP_060367985.1
OG0009289	XP_060428511.1	XP_060367986.1
OG0009290	XP_060428512.1	XP_060367987.1
OG0009291	XP_060428513.1	XP_060367988.1
OG0009292	XP_060428514.1	XP_060367990.1
OG0009293	XP_060428517.1	XP_060367992.1
OG0009294	XP_060428519.1	XP_060367995.1
OG0009295	XP_060428520.1	XP_060367996.1
OG0009296	XP_060428521.1	XP_060367998.1
OG0009297	XP_060428522.1	XP_060367999.1
OG0009298	XP_060428524.1	XP_060368001.1
OG0009299	XP_060428525.1	XP_060368003.1
OG0009300	XP_060428526.1	XP_060368004.1
OG0009301	XP_060428529.1	XP_060368007.1
OG0009302	XP_060428530.1	XP_060368008.1
OG0009303	XP_060428531.1	XP_060368009.1
OG0009304	XP_060428534.1	XP_060368015.1
OG0009305	XP_060428538.1	XP_060368017.1
OG0009306	XP_060428539.1	XP_060368019.1
OG0009307	XP_060428541.1	XP_060368021.1
OG0009308	XP_060428542.1	XP_060368022.1
OG0009309	XP_060428543.1	XP_060368024.1
OG0009310	XP_060428545.1	XP_060368026.1
OG0009311	XP_060428546.1	XP_060368027.1
OG0009312	XP_060428547.1	XP_060368028.1
OG0009313	XP_060428548.1	XP_060368029.1
OG0009314	XP_060428549.1	XP_060368030.1
OG0009315	XP_060428554.1	XP_060368034.1
OG0009316	XP_060428557.1	XP_060368037.1
OG0009317	XP_060428558.1	XP_060368038.1
OG0009318	XP_060428559.1	XP_060368039.1
OG0009319	XP_060428563.1	XP_060368041.1
OG0009320	XP_060428566.1	XP_060368044.1
OG0009321	XP_060428576.1	XP_060368052.1
OG0009322	XP_060428575.1	XP_060368053.1
OG0009323	XP_060428574.1	XP_060368054.1
OG0009324	XP_060428573.1	XP_060368055.1
OG0009325	XP_060428571.1	XP_060368057.1
OG0009326	XP_060428570.1	XP_060368058.1
OG0009327	XP_060428569.1	XP_060368059.1
OG0009328	XP_060428568.1	XP_060368061.1
OG0009329	XP_060428591.1	XP_060368073.1
OG0009330	XP_060428592.1	XP_060368074.1
OG0009331	XP_060428593.1	XP_060368075.1
OG0009332	XP_060428594.1	XP_060368076.1
OG0009333	XP_060428595.1	XP_060368077.1
OG0009334	XP_060428597.1	XP_060368078.1
OG0009335	XP_060430846.1	XP_060361056.1
OG0009336	XP_060430841.1	XP_060357496.1
OG0009337	XP_060430834.1	XP_060357272.1
OG0009338	XP_060430832.1	XP_060369854.1
OG0009339	XP_060430827.1	XP_060369844.1
OG0009340	XP_060430826.1	XP_060369845.1
OG0009341	XP_060430825.1	XP_060369846.1
OG0009342	XP_060430824.1	XP_060369847.1
OG0009343	XP_060430823.1	XP_060369848.1
OG0009344	XP_060430821.1	XP_060369849.1
OG0009345	XP_060430820.1	XP_060369850.1
OG0009346	XP_060430819.1	XP_060369851.1
OG0009347	XP_060430818.1	XP_060369852.1
OG0009348	XP_060430816.1	XP_060369835.1
OG0009350	XP_060430806.1	XP_060369825.1
OG0009351	XP_060430804.1	XP_060369823.1
OG0009352	XP_060430803.1	XP_060369822.1
OG0009353	XP_060430801.1	XP_060369820.1
OG0009354	XP_060430799.1	XP_060369818.1
OG0009355	XP_060430798.1	XP_060369816.1
OG0009356	XP_060430797.1	XP_060369815.1
OG0009357	XP_060430796.1	XP_060369814.1
OG0009358	XP_060430793.1	XP_060369813.1
OG0009359	XP_060430791.1	XP_060369810.1
OG0009360	XP_060430790.1	XP_060369809.1
OG0009361	XP_060430789.1	XP_060369808.1
OG0009362	XP_060430788.1	XP_060369807.1
OG0009363	XP_060430787.1	XP_060369806.1
OG0009364	XP_060430785.1	XP_060369804.1
OG0009365	XP_060430784.1	XP_060369803.1
OG0009366	XP_060430783.1	XP_060369801.1
OG0009367	XP_060430779.1	XP_060369795.1
OG0009368	XP_060430778.1	XP_060369794.1
OG0009369	XP_060430772.1	XP_060369788.1
OG0009370	XP_060430769.1	XP_060369785.1
OG0009371	XP_060430768.1	XP_060369783.1
OG0009372	XP_060430767.1	XP_060369782.1
OG0009373	XP_060430766.1	XP_060369781.1
OG0009374	XP_060430765.1	XP_060369780.1
OG0009375	XP_060430764.1	XP_060369778.1
OG0009376	XP_060430763.1	XP_060369777.1
OG0009377	XP_060430759.1	XP_060369773.1
OG0009378	XP_060430762.1	XP_060369769.1
OG0009379	XP_060430756.1	XP_060369768.1
OG0009380	XP_060430754.1	XP_060369766.1
OG0009381	XP_060430751.1	XP_060369764.1
OG0009382	XP_060430750.1	XP_060369761.1
OG0009383	XP_060430747.1	XP_060369759.1
OG0009384	XP_060429864.1	XP_060357024.1
OG0009385	XP_060425844.1, XP_060421342.1	XP_060357987.1
OG0009386	XP_060427141.1	XP_060358209.1
OG0009387	XP_060422836.1	XP_060358851.1
OG0009388	XP_060421373.1, XP_060423326.1, XP_060421315.1	XP_060358853.1
OG0009389	XP_060433066.1	XP_060359709.1, XP_060360639.1
OG0009390	XP_060433583.1	XP_060360415.1
OG0009391	XP_060433095.1	XP_060360671.1
OG0009392	XP_060423292.1, XP_060433582.1	XP_060361816.1
OG0009393	XP_060423424.1	XP_060362746.1
OG0009394	XP_060429481.1	XP_060364438.1
OG0009395	XP_060433896.1	XP_060372003.1
OG0009450	XP_060423278.1, XP_060434125.1, XP_060422511.1, XP_060422284.1	XP_060362970.1
OG0009451	XP_060422285.1, XP_060422512.1, XP_060423283.1, XP_060434124.1, XP_060423279.1	XP_060362969.1
OG0009453	XP_060436893.1	XP_060360407.1
OG0009454	XP_060422915.1	XP_060359183.1
OG0009455	XP_060435527.1	XP_060369238.1
OG0009456	XP_060435536.1	XP_060369248.1
OG0009457	XP_060435538.1	XP_060369250.1
OG0009458	XP_060435548.1	XP_060369261.1
OG0009461	XP_060435562.1	XP_060369650.1
OG0009462	XP_060435568.1	XP_060369645.1
OG0009463	XP_060435570.1	XP_060369643.1
OG0009464	XP_060435598.1	XP_060369624.1
OG0009465	XP_060435600.1	XP_060369622.1
OG0009466	XP_060435602.1	XP_060369620.1
OG0009467	XP_060435604.1	XP_060369618.1
OG0009468	XP_060435616.1	XP_060369606.1
OG0009470	XP_060435631.1	XP_060369593.1
OG0009471	XP_060435634.1	XP_060369590.1
OG0009472	XP_060435665.1	XP_060369558.1
OG0009473	XP_060435680.1	XP_060369548.1
OG0009474	XP_060435706.1	XP_060369520.1
OG0009476	XP_060435736.1	XP_060369482.1
OG0009477	XP_060435741.1	XP_060369475.1
OG0009478	XP_060435745.1	XP_060369471.1
OG0009479	XP_060435751.1	XP_060369466.1
OG0009480	XP_060435780.1	XP_060359543.1
OG0009481	XP_060435784.1	XP_060359539.1
OG0009482	XP_060435792.1	XP_060359530.1
OG0009483	XP_060435820.1	XP_060362139.1
OG0009484	XP_060435828.1	XP_060362131.1
OG0009485	XP_060435835.1	XP_060362124.1
OG0009486	XP_060435850.1	XP_060362110.1
OG0009487	XP_060435851.1	XP_060362109.1
OG0009488	XP_060435857.1	XP_060363512.1
OG0009489	XP_060435877.1	XP_060363490.1
OG0009490	XP_060435897.1	XP_060363469.1
OG0009491	XP_060435906.1	XP_060357266.1, XP_060363461.1
OG0009492	XP_060435908.1	XP_060365362.1, XP_060363459.1
OG0009493	XP_060435909.1	XP_060365360.1, XP_060363458.1
OG0009494	XP_060435912.1	XP_060365364.1, XP_060363455.1
OG0009495	XP_060435935.1	XP_060359570.1
OG0009496	XP_060422239.1	XP_060359585.1
OG0009497	XP_060422229.1	XP_060360051.1
OG0009498	XP_060422228.1	XP_060360050.1
OG0009499	XP_060422225.1	XP_060360047.1
OG0009500	XP_060422224.1	XP_060360046.1
OG0009501	XP_060422218.1	XP_060360044.1
OG0009502	XP_060422216.1	XP_060360042.1
OG0009503	XP_060436959.1	XP_060371704.1
OG0009504	XP_060424078.1	XP_060364393.1
OG0009505	XP_060424058.1	XP_060364376.1
OG0009507	XP_060422476.1	XP_060357685.1
OG0009508	XP_060435050.1	XP_060367389.1
OG0009509	XP_060435041.1	XP_060367379.1
OG0009510	XP_060435033.1	XP_060367371.1
OG0009511	XP_060429875.1	XP_060359385.1
OG0009512	XP_060429874.1	XP_060359384.1
OG0009513	XP_060429873.1	XP_060359383.1
OG0009514	XP_060431863.1	XP_060365857.1
OG0009515	XP_060431865.1	XP_060365855.1
OG0009516	XP_060431866.1	XP_060365854.1
OG0009517	XP_060431880.1	XP_060365841.1
OG0009519	XP_060434455.1	XP_060370799.1
OG0009520	XP_060434472.1	XP_060370817.1
OG0009524	XP_060421486.1	XP_060358342.1
OG0009526	XP_060431432.1	XP_060369295.1
OG0009527	XP_060431423.1	XP_060369304.1
OG0009528	XP_060431420.1	XP_060369308.1
OG0009529	XP_060431419.1	XP_060369309.1
OG0009530	XP_060431373.1	XP_060369350.1
OG0009532	XP_060431356.1	XP_060369362.1
OG0009534	XP_060431346.1	XP_060369374.1
OG0009536	XP_060431340.1	XP_060369381.1
OG0009537	XP_060431334.1	XP_060369386.1
OG0009538	XP_060431318.1	XP_060369401.1
OG0009539	XP_060431316.1	XP_060369404.1
OG0009540	XP_060431302.1	XP_060369415.1
OG0009541	XP_060431298.1	XP_060369419.1
OG0009542	XP_060431294.1	XP_060369425.1
OG0009543	XP_060431286.1	XP_060369434.1
OG0009544	XP_060422051.1	XP_060366314.1
OG0009545	XP_060422058.1	XP_060366306.1
OG0009546	XP_060434292.1	XP_060366298.1
OG0009547	XP_060434293.1	XP_060366297.1
OG0009548	XP_060434309.1	XP_060366289.1
OG0009549	XP_060434331.1	XP_060366262.1
OG0009550	XP_060434334.1	XP_060366259.1
OG0009551	XP_060434375.1	XP_060366222.1
OG0009553	XP_060434398.1	XP_060370746.1
OG0009554	XP_060434408.1	XP_060370756.1
OG0009555	XP_060434420.1	XP_060370768.1
OG0009556	XP_060434425.1	XP_060370772.1
OG0009557	XP_060434431.1	XP_060370779.1
OG0009558	XP_060434443.1	XP_060370787.1
OG0009559	XP_060435518.1	XP_060369215.1
OG0009560	XP_060435517.1	XP_060369216.1
OG0009561	XP_060435514.1	XP_060369219.1
OG0009562	XP_060433450.1	XP_060370633.1
OG0009563	XP_060433459.1	XP_060370642.1
OG0009564	XP_060425063.1	XP_060366581.1
OG0009565	XP_060425068.1	XP_060366576.1
OG0009566	XP_060425072.1	XP_060366572.1
OG0009567	XP_060425085.1	XP_060366558.1
OG0009568	XP_060430739.1	XP_060369749.1
OG0009569	XP_060430717.1	XP_060369734.1
OG0009571	XP_060421727.1	XP_060364339.1
OG0009572	XP_060421726.1	XP_060364340.1
OG0009574	XP_060435015.1	XP_060367352.1
OG0009575	XP_060428857.1	XP_060362720.1
OG0009578	XP_060425793.1	XP_060358513.1
OG0009579	XP_060425797.1	XP_060358517.1
OG0009580	XP_060425803.1	XP_060357339.1
OG0009581	XP_060425805.1	XP_060357337.1
OG0009582	XP_060425813.1	XP_060358678.1
OG0009583	XP_060436945.1	XP_060358173.1
OG0009584	XP_060436935.1	XP_060358183.1
OG0009586	XP_060436916.1	XP_060360385.1
OG0009587	XP_060436909.1	XP_060360392.1
OG0009588	XP_060433789.1	XP_060366399.1
OG0009589	XP_060422619.1	XP_060366366.1
OG0009590	XP_060422627.1	XP_060366360.1
OG0009592	XP_060422631.1	XP_060366357.1
OG0009593	XP_060426557.1	XP_060361291.1
OG0009594	XP_060426566.1	XP_060361300.1
OG0009596	XP_060426579.1	XP_060361313.1
OG0009597	XP_060426589.1	XP_060361324.1
OG0009598	XP_060426590.1	XP_060361326.1
OG0009601	XP_060428686.1	XP_060369080.1
OG0009602	XP_060428677.1	XP_060369090.1
OG0009604	XP_060428243.1	XP_060357654.1
OG0009605	XP_060428238.1	XP_060363086.1
OG0009606	XP_060428237.1	XP_060363085.1
OG0009607	XP_060428235.1	XP_060363083.1
OG0009608	XP_060428211.1	XP_060363064.1
OG0009609	XP_060423667.1	XP_060357604.1
OG0009610	XP_060423655.1	XP_060357595.1
OG0009611	XP_060425681.1	XP_060359879.1
OG0009612	XP_060425684.1	XP_060359876.1
OG0009614	XP_060425699.1	XP_060358052.1
OG0009615	XP_060425700.1	XP_060358051.1
OG0009616	XP_060425718.1	XP_060361754.1
OG0009617	XP_060425746.1	XP_060361758.1
OG0009618	XP_060425743.1	XP_060361761.1
OG0009620	XP_060425738.1	XP_060361766.1
OG0009621	XP_060425724.1	XP_060361778.1
OG0009622	XP_060424445.1	XP_060360450.1
OG0009623	XP_060424441.1	XP_060360455.1
OG0009624	XP_060424432.1	XP_060360462.1
OG0009625	XP_060424409.1	XP_060358912.1
OG0009626	XP_060424380.1	XP_060360779.1
OG0009627	XP_060424372.1	XP_060360772.1
OG0009628	XP_060424371.1	XP_060360771.1
OG0009629	XP_060429573.1	XP_060371718.1, XP_060357197.1
OG0009632	XP_060423140.1	XP_060363627.1
OG0009633	XP_060423151.1	XP_060363614.1
OG0009635	XP_060423191.1	XP_060358568.1
OG0009636	XP_060426371.1	XP_060358575.1
OG0009637	XP_060426374.1	XP_060358578.1
OG0009638	XP_060436866.1	XP_060359861.1
OG0009639	XP_060428759.1	XP_060368999.1
OG0009640	XP_060428728.1	XP_060369030.1
OG0009642	XP_060428726.1	XP_060369039.1
OG0009643	XP_060428722.1	XP_060369042.1
OG0009644	XP_060432665.1	XP_060359361.1
OG0009645	XP_060434988.1	XP_060362418.1
OG0009646	XP_060434986.1	XP_060362420.1
OG0009647	XP_060434980.1	XP_060362427.1
OG0009648	XP_060434972.1	XP_060362442.1
OG0009649	XP_060434951.1	XP_060362460.1
OG0009650	XP_060427546.1	XP_060363677.1
OG0009655	XP_060427588.1	XP_060358239.1
OG0009656	XP_060427591.1	XP_060358241.1
OG0009657	XP_060427592.1	XP_060358242.1
OG0009658	XP_060430544.1	XP_060359688.1
OG0009659	XP_060430542.1	XP_060359686.1
OG0009660	XP_060430538.1	XP_060359682.1
OG0009661	XP_060430534.1	XP_060359678.1
OG0009662	XP_060430533.1	XP_060359677.1
OG0009663	XP_060430529.1	XP_060359673.1
OG0009664	XP_060430519.1	XP_060359664.1
OG0009665	XP_060430498.1	XP_060361835.1
OG0009666	XP_060430497.1	XP_060361834.1
OG0009667	XP_060430494.1	XP_060361829.1
OG0009668	XP_060430489.1	XP_060361823.1
OG0009669	XP_060430477.1	XP_060361812.1
OG0009670	XP_060428630.1	XP_060368111.1
OG0009671	XP_060428611.1	XP_060368093.1
OG0009672	XP_060428596.1	XP_060368079.1
OG0009673	XP_060429298.1	XP_060362583.1
OG0009674	XP_060429299.1	XP_060362582.1
OG0009675	XP_060422469.1	XP_060360079.1
OG0009676	XP_060422462.1	XP_060360073.1
OG0009677	XP_060422447.1	XP_060360058.1
OG0009678	XP_060422443.1	XP_060360056.1
OG0009679	XP_060422441.1	XP_060360054.1
OG0009680	XP_060421569.1	XP_060362798.1
OG0009681	XP_060423475.1	XP_060362789.1
OG0009682	XP_060423467.1	XP_060362779.1
OG0009683	XP_060428005.1	XP_060363148.1
OG0009684	XP_060428000.1	XP_060363155.1
OG0009685	XP_060427997.1	XP_060363158.1
OG0009686	XP_060427992.1	XP_060363163.1
OG0009688	XP_060427971.1	XP_060360907.1
OG0009689	XP_060427956.1	XP_060360921.1
OG0009690	XP_060434554.1	XP_060370901.1
OG0009691	XP_060434535.1	XP_060370881.1
OG0009692	XP_060434527.1	XP_060370874.1
OG0009693	XP_060434524.1	XP_060370872.1
OG0009694	XP_060434511.1	XP_060370859.1
OG0009695	XP_060434509.1	XP_060370856.1
OG0009696	XP_060434506.1	XP_060370853.1
OG0009698	XP_060434488.1	XP_060370836.1
OG0009699	XP_060437298.1	XP_060366177.1
OG0009700	XP_060437296.1	XP_060366175.1
OG0009701	XP_060437275.1	XP_060366151.1
OG0009702	XP_060437268.1	XP_060366143.1
OG0009703	XP_060437248.1	XP_060366120.1
OG0009704	XP_060437218.1	XP_060361145.1
OG0009705	XP_060437178.1	XP_060371475.1
OG0009706	XP_060437168.1	XP_060371487.1
OG0009707	XP_060437160.1	XP_060371494.1
OG0009708	XP_060437157.1	XP_060371497.1
OG0009709	XP_060437152.1	XP_060371506.1
OG0009710	XP_060437146.1	XP_060371514.1
OG0009711	XP_060437119.1	XP_060371538.1
OG0009712	XP_060437117.1	XP_060371540.1
OG0009713	XP_060421899.1	XP_060371560.1
OG0009714	XP_060437100.1	XP_060371565.1, XP_060371564.1
OG0009715	XP_060437097.1	XP_060371568.1
OG0009716	XP_060437094.1	XP_060371571.1
OG0009717	XP_060437053.1	XP_060371607.1
OG0009718	XP_060437037.1	XP_060371622.1
OG0009719	XP_060437017.1	XP_060371642.1
OG0009720	XP_060437003.1	XP_060371656.1
OG0009721	XP_060425104.1	XP_060366535.1
OG0009722	XP_060425123.1	XP_060366515.1
OG0009723	XP_060425132.1	XP_060366504.1
OG0009724	XP_060425146.1	XP_060366491.1
OG0009725	XP_060425148.1	XP_060366489.1
OG0009726	XP_060425153.1	XP_060366485.1
OG0009727	XP_060422098.1	XP_060366475.1
OG0009728	XP_060428290.1	XP_060363871.1
OG0009729	XP_060428286.1	XP_060363875.1
OG0009730	XP_060428275.1	XP_060363886.1
OG0009731	XP_060433479.1	XP_060370665.1
OG0009732	XP_060433481.1	XP_060370667.1
OG0009733	XP_060433494.1	XP_060370680.1
OG0009734	XP_060433497.1	XP_060370683.1
OG0009735	XP_060433511.1	XP_060370696.1
OG0009737	XP_060433517.1	XP_060370701.1
OG0009739	XP_060433538.1	XP_060370724.1
OG0009745	XP_060431262.1	XP_060359248.1
OG0009746	XP_060431261.1	XP_060359249.1
OG0009747	XP_060431243.1	XP_060359268.1
OG0009749	XP_060431227.1	XP_060360682.1
OG0009750	XP_060431222.1	XP_060360686.1
OG0009751	XP_060431208.1	XP_060360703.1
OG0009752	XP_060431202.1	XP_060360708.1
OG0009753	XP_060431200.1	XP_060360710.1
OG0009754	XP_060431199.1	XP_060360711.1
OG0009755	XP_060431196.1	XP_060360714.1
OG0009756	XP_060436589.1	XP_060364309.1
OG0009757	XP_060436590.1	XP_060364308.1
OG0009758	XP_060436591.1	XP_060364307.1
OG0009759	XP_060436592.1	XP_060364306.1
OG0009760	XP_060436602.1	XP_060364300.1
OG0009761	XP_060436603.1	XP_060364299.1
OG0009764	XP_060436625.1	XP_060362036.1
OG0009765	XP_060436626.1	XP_060362037.1
OG0009766	XP_060436627.1	XP_060362038.1
OG0009767	XP_060436629.1	XP_060362040.1
OG0009768	XP_060436668.1	XP_060362077.1
OG0009769	XP_060436670.1	XP_060362079.1
OG0009770	XP_060435488.1	XP_060369197.1
OG0009771	XP_060435484.1	XP_060369194.1
OG0009772	XP_060435472.1	XP_060369181.1
OG0009773	XP_060435467.1	XP_060369173.1
OG0009774	XP_060435466.1	XP_060369172.1
OG0009775	XP_060435463.1	XP_060369167.1
OG0009776	XP_060435432.1	XP_060369140.1
OG0009777	XP_060435428.1	XP_060369136.1
OG0009778	XP_060435419.1	XP_060369127.1
OG0009779	XP_060435418.1	XP_060369126.1
OG0009780	XP_060435413.1	XP_060369122.1
OG0009781	XP_060435412.1	XP_060369121.1
OG0009782	XP_060422968.1	XP_060365898.1
OG0009784	XP_060422998.1	XP_060365932.1
OG0009785	XP_060425453.1	XP_060365954.1
OG0009786	XP_060425447.1	XP_060365960.1
OG0009788	XP_060431974.1	XP_060361261.1
OG0009789	XP_060431952.1	XP_060361280.1
OG0009790	XP_060431935.1	XP_060365790.1
OG0009791	XP_060431932.1	XP_060365792.1
OG0009792	XP_060431930.1	XP_060365794.1
OG0009793	XP_060431916.1	XP_060365807.1
OG0009794	XP_060431895.1	XP_060365828.1
OG0009795	XP_060431890.1	XP_060365833.1
OG0009796	XP_060431888.1	XP_060365836.1
OG0009798	XP_060429276.1	XP_060360155.1
OG0009799	XP_060429227.1	XP_060361485.1
OG0009800	XP_060429224.1	XP_060361482.1
OG0009801	XP_060429220.1	XP_060361478.1
OG0009802	XP_060423832.1	XP_060363331.1
OG0009803	XP_060423849.1	XP_060363350.1
OG0009806	XP_060423870.1	XP_060363372.1
OG0009807	XP_060423871.1	XP_060363373.1
OG0009808	XP_060423873.1	XP_060363375.1
OG0009812	XP_060427518.1	XP_060363706.1
OG0009813	XP_060427520.1	XP_060363704.1
OG0009814	XP_060427521.1	XP_060363703.1
OG0009815	XP_060426248.1	XP_060366930.1
OG0009821	XP_060433820.1	XP_060360316.1
OG0009822	XP_060433864.1	XP_060372033.1
OG0009823	XP_060433868.1	XP_060372029.1
OG0009824	XP_060429957.1	XP_060359161.1
OG0009825	XP_060429969.1	XP_060359148.1
OG0009826	XP_060429973.1	XP_060359144.1
OG0009827	XP_060429974.1	XP_060359143.1
OG0009828	XP_060429993.1	XP_060361210.1
OG0009829	XP_060430012.1	XP_060361229.1
OG0009830	XP_060430040.1	XP_060359777.1
OG0009831	XP_060430043.1	XP_060359780.1
OG0009832	XP_060430048.1	XP_060359785.1
OG0009833	XP_060430063.1	XP_060359802.1
OG0009834	XP_060430077.1	XP_060362605.1
OG0009836	XP_060430104.1	XP_060362638.1
OG0009837	XP_060430117.1	XP_060362663.1
OG0009838	XP_060434098.1	XP_060362666.1
OG0009839	XP_060434828.1	XP_060362027.1
OG0009840	XP_060434787.1	XP_060361980.1
OG0009841	XP_060434786.1	XP_060361979.1
OG0009843	XP_060434760.1	XP_060363168.1
OG0009844	XP_060434761.1	XP_060363169.1
OG0009845	XP_060434753.1	XP_060363181.1
OG0009846	XP_060434749.1	XP_060363193.1
OG0009847	XP_060434735.1	XP_060363207.1
OG0009848	XP_060434722.1	XP_060363220.1
OG0009849	XP_060434712.1	XP_060363229.1
OG0009850	XP_060434703.1	XP_060364029.1
OG0009851	XP_060434693.1	XP_060364040.1
OG0009853	XP_060434647.1	XP_060364085.1
OG0009854	XP_060434625.1	XP_060362012.1, XP_060370972.1
OG0009855	XP_060434615.1	XP_060370959.1
OG0009856	XP_060434611.1	XP_060370955.1
OG0009857	XP_060434604.1	XP_060370947.1
OG0009858	XP_060434592.1	XP_060370934.1
OG0009859	XP_060434591.1	XP_060370932.1
OG0009860	XP_060434581.1	XP_060370920.1
OG0009862	XP_060433938.1	XP_060371962.1
OG0009863	XP_060433892.1	XP_060372007.1
OG0009864	XP_060433887.1	XP_060372011.1
OG0009865	XP_060433883.1	XP_060372016.1
OG0009866	XP_060429554.1	XP_060365012.1
OG0009867	XP_060429555.1	XP_060365013.1
OG0009868	XP_060429557.1	XP_060365016.1
OG0009869	XP_060429561.1	XP_060365020.1
OG0009870	XP_060429840.1	XP_060365048.1
OG0009871	XP_060429816.1	XP_060358966.1
OG0009872	XP_060424744.1	XP_060368358.1
OG0009873	XP_060424763.1	XP_060368340.1
OG0009874	XP_060424770.1	XP_060368332.1
OG0009875	XP_060424774.1	XP_060368326.1
OG0009876	XP_060424784.1	XP_060368316.1
OG0009877	XP_060422764.1	XP_060368306.1
OG0009878	XP_060422761.1	XP_060368303.1
OG0009879	XP_060422757.1	XP_060368298.1
OG0009880	XP_060422756.1	XP_060368297.1
OG0009881	XP_060422749.1	XP_060368291.1
OG0009882	XP_060422748.1	XP_060368290.1
OG0009883	XP_060435079.1	XP_060367412.1
OG0009884	XP_060435099.1	XP_060367427.1
OG0009887	XP_060435122.1	XP_060357783.1
OG0009888	XP_060435125.1	XP_060357781.1
OG0009891	XP_060435149.1	XP_060366954.1
OG0009892	XP_060433685.1	XP_060367617.1
OG0009893	XP_060433690.1	XP_060367613.1
OG0009894	XP_060433691.1	XP_060367612.1
OG0009895	XP_060433720.1	XP_060367580.1
OG0009897	XP_060433723.1	XP_060367576.1
OG0009898	XP_060433741.1	XP_060366450.1
OG0009899	XP_060433749.1	XP_060366443.1
OG0009900	XP_060433758.1	XP_060366433.1
OG0009901	XP_060433765.1	XP_060366425.1
OG0009902	XP_060433766.1	XP_060366424.1
OG0009903	XP_060431052.1	XP_060364960.1
OG0009905	XP_060431074.1	XP_060370513.1
OG0009906	XP_060431076.1	XP_060357371.1
OG0009907	XP_060431090.1	XP_060357131.1
OG0009910	XP_060431101.1	XP_060361567.1
OG0009911	XP_060431128.1	XP_060361592.1
OG0009913	XP_060431159.1	XP_060357613.1, XP_060357614.1
OG0009914	XP_060431162.1	XP_060357618.1
OG0009915	XP_060431168.1	XP_060357624.1
OG0009916	XP_060431169.1	XP_060357625.1
OG0009917	XP_060431171.1	XP_060357178.1
OG0009918	XP_060431179.1	XP_060357928.1
OG0009919	XP_060431187.1	XP_060357920.1
OG0009920	XP_060431188.1	XP_060357919.1
OG0009921	XP_060431189.1	XP_060357918.1
OG0009922	XP_060431190.1	XP_060357008.1
OG0009923	XP_060431194.1	XP_060359902.1, XP_060360716.1
OG0009924	XP_060421382.1, XP_060421694.1	XP_060358861.1, XP_060358862.1
OG0009925	XP_060430851.1	XP_060361062.1
OG0009926	XP_060430859.1	XP_060361069.1
OG0009927	XP_060430873.1	XP_060361080.1
OG0009928	XP_060430884.1	XP_060361090.1
OG0009929	XP_060430893.1	XP_060361099.1
OG0009930	XP_060430913.1	XP_060359457.1
OG0009932	XP_060430934.1	XP_060360547.1
OG0009933	XP_060430952.1	XP_060360564.1
OG0009934	XP_060430955.1	XP_060360566.1
OG0009935	XP_060423056.1	XP_060360585.1
OG0009936	XP_060422214.1	XP_060360040.1
OG0009937	XP_060422212.1	XP_060360037.1
OG0009945	XP_060427677.1	XP_060357855.1
OG0009946	XP_060427659.1	XP_060358155.1
OG0009948	XP_060427648.1	XP_060358405.1
OG0009949	XP_060427647.1	XP_060358404.1
OG0009950	XP_060427623.1	XP_060358788.1
OG0009951	XP_060427622.1	XP_060358789.1
OG0009952	XP_060425950.1	XP_060370220.1
OG0009953	XP_060425969.1	XP_060370237.1
OG0009954	XP_060435385.1	XP_060369092.1
OG0009955	XP_060435405.1	XP_060369112.1
OG0009956	XP_060435408.1	XP_060369116.1
OG0009957	XP_060430673.1	XP_060359373.1
OG0009958	XP_060430671.1	XP_060359375.1
OG0009959	XP_060430670.1	XP_060359376.1
OG0009960	XP_060430651.1	XP_060365560.1
OG0009961	XP_060430645.1	XP_060365552.1
OG0009962	XP_060430636.1	XP_060365543.1
OG0009964	XP_060430615.1	XP_060365521.1
OG0009965	XP_060430613.1	XP_060365520.1
OG0009966	XP_060430604.1	XP_060365511.1
OG0009967	XP_060430599.1	XP_060365507.1
OG0009968	XP_060430590.1	XP_060365498.1
OG0009969	XP_060430576.1	XP_060365486.1
OG0009970	XP_060430571.1	XP_060365482.1
OG0009971	XP_060430570.1	XP_060365481.1
OG0009973	XP_060425193.1	XP_060365754.1
OG0009974	XP_060425197.1	XP_060365758.1
OG0009979	XP_060425244.1	XP_060357903.1
OG0009980	XP_060425250.1	XP_060357909.1
OG0009981	XP_060422032.1	XP_060364190.1
OG0009987	XP_060432987.1	XP_060364155.1
OG0009988	XP_060432990.1	XP_060364151.1
OG0009989	XP_060433007.1	XP_060364133.1
OG0009990	XP_060433010.1	XP_060364130.1
OG0009991	XP_060433011.1	XP_060364129.1
OG0009992	XP_060433020.1	XP_060364120.1
OG0009994	XP_060433032.1	XP_060364110.1
OG0009996	XP_060433033.1	XP_060364106.1
OG0009998	XP_060433038.1	XP_060364102.1
OG0010000	XP_060433049.1	XP_060357589.1
OG0010001	XP_060428256.1, XP_060435295.1	XP_060369656.1
OG0010002	XP_060433054.1	XP_060357582.1
OG0010003	XP_060433064.1	XP_060357312.1
OG0010004	XP_060433105.1	XP_060365169.1
OG0010005	XP_060433119.1	XP_060365156.1
OG0010006	XP_060433120.1	XP_060365155.1
OG0010007	XP_060433128.1	XP_060365147.1
OG0010008	XP_060433131.1	XP_060365144.1
OG0010009	XP_060433133.1	XP_060365142.1
OG0010010	XP_060433141.1	XP_060365137.1
OG0010011	XP_060433146.1	XP_060365129.1
