Orthogroup	Colletotrichum_godetiae	Colletotrichum_truncatum
OG0008097	XP_060432944.1	XP_036587098.1
OG0008098	XP_060432943.1	XP_036587097.2
OG0008099	XP_060432942.1	XP_036587096.2
OG0008100	XP_060432940.1	XP_070062170.1
OG0008101	XP_060432939.1	XP_036587093.1
OG0008102	XP_060432936.1	XP_036587117.1
OG0008103	XP_060432934.1	XP_036587119.2
OG0008104	XP_060432931.1	XP_036587121.1
OG0008105	XP_060432926.1	XP_036587123.2
OG0008106	XP_060432925.1	XP_036587124.1
OG0008107	XP_060432924.1	XP_036587126.1
OG0008108	XP_060432923.1	XP_036587127.1
OG0008109	XP_060432922.1	XP_036587128.1
OG0008110	XP_060432920.1	XP_036587130.1
OG0008111	XP_060432919.1	XP_036587131.1
OG0008112	XP_060432918.1	XP_036587132.1
OG0008113	XP_060432917.1	XP_070062174.1
OG0008114	XP_060432914.1	XP_036587138.1
OG0008115	XP_060432913.1	XP_036587139.1
OG0008116	XP_060432912.1	XP_036587140.1
OG0008117	XP_060432910.1	XP_036587141.1
OG0008118	XP_060432909.1	XP_036587142.2
OG0008119	XP_060432908.1	XP_036587143.1
OG0008120	XP_060432907.1	XP_036587144.1
OG0008121	XP_060432905.1	XP_036587146.1
OG0008122	XP_060432904.1	XP_036587147.1
OG0008123	XP_060432903.1	XP_036587148.1
OG0008124	XP_060432902.1	XP_036587149.1
OG0008125	XP_060432901.1	XP_036587150.1
OG0008126	XP_060432899.1	XP_036587049.1
OG0008127	XP_060432898.1	XP_036587048.1
OG0008128	XP_060432896.1	XP_036587047.1
OG0008129	XP_060432895.1	XP_036587046.1
OG0008130	XP_060432894.1	XP_036587045.2
OG0008131	XP_060432891.1	XP_036587041.2
OG0008132	XP_060432889.1	XP_036587038.1
OG0008133	XP_060432886.1	XP_036587032.1
OG0008134	XP_060432885.1	XP_036587031.1
OG0008135	XP_060432884.1	XP_036587030.1
OG0008136	XP_060432882.1	XP_036587029.1
OG0008137	XP_060432881.1	XP_036587028.1
OG0008138	XP_060432878.1	XP_036587025.2
OG0008139	XP_060432877.1	XP_036587024.1
OG0008140	XP_060432876.1	XP_036587023.1
OG0008141	XP_060432874.1	XP_036587022.1
OG0008142	XP_060432871.1	XP_036587020.1
OG0008143	XP_060432868.1	XP_036587018.1
OG0008144	XP_060432867.1	XP_036587017.1
OG0008145	XP_060432865.1	XP_036587015.1
OG0008146	XP_060432864.1	XP_036587014.1
OG0008147	XP_060432863.1	XP_036587013.1
OG0008148	XP_060432862.1	XP_036587012.1
OG0008149	XP_060432861.1	XP_036587011.1
OG0008150	XP_060432855.1	XP_036587007.1
OG0008151	XP_060432854.1	XP_070062158.1
OG0008152	XP_060432853.1	XP_036587005.1
OG0008153	XP_060432845.1	XP_036587002.1
OG0008154	XP_060432844.1	XP_036587001.1
OG0008155	XP_060432843.1	XP_036587000.1
OG0008156	XP_060432842.1	XP_036586999.1
OG0008157	XP_060432841.1	XP_036586998.1
OG0008158	XP_060432840.1	XP_036586997.1
OG0008159	XP_060432836.1	XP_036575516.1, XP_036586996.1
OG0008160	XP_060432834.1	XP_036586993.1
OG0008161	XP_060432832.1	XP_036586964.1
OG0008162	XP_060432831.1	XP_036586965.1
OG0008163	XP_060432828.1	XP_036586969.2
OG0008164	XP_060432826.1	XP_036586971.2
OG0008165	XP_060432824.1	XP_070062154.1
OG0008166	XP_060432823.1	XP_036586974.1
OG0008167	XP_060432822.1	XP_070062155.1
OG0008168	XP_060432821.1	XP_036586977.1
OG0008169	XP_060432820.1	XP_036586978.1
OG0008170	XP_060432819.1	XP_036586983.1
OG0008171	XP_060432818.1	XP_070062156.1
OG0008172	XP_060432815.1	XP_036586981.1
OG0008173	XP_060432813.1	XP_036586979.1
OG0008174	XP_060432810.1	XP_036586985.1
OG0008175	XP_060432808.1	XP_036586987.2
OG0008176	XP_060432807.1	XP_036586988.1
OG0008177	XP_060432806.1	XP_036586989.2
OG0008178	XP_060432805.1	XP_036586990.1
OG0008179	XP_060432804.1	XP_036586992.1
OG0008180	XP_060432801.1	XP_036586963.1
OG0008181	XP_060421956.1	XP_036582943.1
OG0008182	XP_060421957.1	XP_036582944.1
OG0008183	XP_060421959.1	XP_036582946.1
OG0008184	XP_060421960.1	XP_036582947.1
OG0008185	XP_060421963.1	XP_036582949.1
OG0008186	XP_060421964.1	XP_036582950.1
OG0008187	XP_060421965.1	XP_036582951.1
OG0008188	XP_060421966.1	XP_036582952.1
OG0008189	XP_060421967.1	XP_036582953.1
OG0008190	XP_060421968.1	XP_036582954.1
OG0008191	XP_060421969.1	XP_036582955.1
OG0008192	XP_060421970.1	XP_070062529.1
OG0008193	XP_060421972.1	XP_036582958.1
OG0008194	XP_060421973.1	XP_036582959.1
OG0008195	XP_060421976.1	XP_036582963.1
OG0008196	XP_060426499.1	XP_036582968.1
OG0008197	XP_060426501.1	XP_036582970.1
OG0008198	XP_060426502.1	XP_036582971.1
OG0008199	XP_060426503.1	XP_036582972.1
OG0008200	XP_060426504.1	XP_036582973.1
OG0008201	XP_060426505.1	XP_070062532.1
OG0008202	XP_060426508.1	XP_036582975.1
OG0008203	XP_060426509.1	XP_036582976.1
OG0008204	XP_060426513.1	XP_036582978.1
OG0008205	XP_060426514.1	XP_036582979.1
OG0008206	XP_060426515.1	XP_036582980.1
OG0008207	XP_060426519.1	XP_036582984.1
OG0008208	XP_060426520.1	XP_036582985.1
OG0008209	XP_060426521.1	XP_036582941.1
OG0008210	XP_060426523.1	XP_036582939.1
OG0008211	XP_060426524.1	XP_036582938.1
OG0008212	XP_060426525.1	XP_036582937.1
OG0008213	XP_060426526.1	XP_036582936.1
OG0008214	XP_060426527.1	XP_036582934.1
OG0008215	XP_060426528.1	XP_070062528.1
OG0008216	XP_060426530.1	XP_036582932.2
OG0008217	XP_060426531.1	XP_036582931.1
OG0008218	XP_060426532.1	XP_036582930.1
OG0008219	XP_060426533.1	XP_036582929.2
OG0008220	XP_060426534.1	XP_036582928.1
OG0008221	XP_060426535.1	XP_036582927.1
OG0008222	XP_060426536.1	XP_036582926.1
OG0008223	XP_060426537.1	XP_070062527.1
OG0008224	XP_060426540.1	XP_036582925.2
OG0008225	XP_060426541.1	XP_036582924.1
OG0008226	XP_060426544.1	XP_036582922.2
OG0008227	XP_060426545.1	XP_036582921.1
OG0008228	XP_060426547.1	XP_036582919.1
OG0008229	XP_060426548.1	XP_036582918.1
OG0008230	XP_060426549.1	XP_036582917.1
OG0008231	XP_060426550.1	XP_036582916.1
OG0008232	XP_060426552.1	XP_036582914.1
OG0008233	XP_060426554.1	XP_070062526.1
OG0008234	XP_060433553.1	XP_036585959.1
OG0008235	XP_060433554.1	XP_036585960.1
OG0008236	XP_060433555.1	XP_036585961.2
OG0008237	XP_060433557.1	XP_036585964.1
OG0008238	XP_060433558.1	XP_036585965.1
OG0008239	XP_060433559.1	XP_036585966.1
OG0008240	XP_060433561.1	XP_070062024.1
OG0008241	XP_060433565.1	XP_036585938.1
OG0008242	XP_060433564.1	XP_036585940.1
OG0008243	XP_060433568.1	XP_036585936.1
OG0008244	XP_060433569.1	XP_036585935.1
OG0008245	XP_060433570.1	XP_036585934.1
OG0008246	XP_060433571.1	XP_036585933.1
OG0008247	XP_060433573.1	XP_036585931.1
OG0008248	XP_060433574.1	XP_036585930.1
OG0008249	XP_060433576.1	XP_036585928.1
OG0008250	XP_060433577.1	XP_036585927.1
OG0008251	XP_060433578.1	XP_036585926.1
OG0008252	XP_060428459.1	XP_036585925.1
OG0008253	XP_060428458.1	XP_036585924.1
OG0008254	XP_060428457.1	XP_036585923.1
OG0008255	XP_060428456.1	XP_036585922.2
OG0008256	XP_060428455.1	XP_070062020.1
OG0008257	XP_060428454.1	XP_036585921.1
OG0008258	XP_060428453.1	XP_036585920.1
OG0008260	XP_060421275.1	XP_036579766.1
OG0008261	XP_060425362.1	XP_036577605.1
OG0008262	XP_060425361.1	XP_070062367.1
OG0008263	XP_060425358.1	XP_036577609.1
OG0008264	XP_060425356.1	XP_036577611.1
OG0008265	XP_060425353.1	XP_070062368.1
OG0008266	XP_060425352.1	XP_036577614.1
OG0008267	XP_060425351.1	XP_036577615.1
OG0008268	XP_060425350.1	XP_036577616.1
OG0008269	XP_060425349.1	XP_036577617.1
OG0008270	XP_060425347.1	XP_036577625.2
OG0008271	XP_060425346.1	XP_036577624.1
OG0008272	XP_060425342.1	XP_036577620.1
OG0008273	XP_060425339.1	XP_036577619.1
OG0008274	XP_060425338.1	XP_070062369.1
OG0008275	XP_060425332.1	XP_036574688.1
OG0008276	XP_060425336.1	XP_036577626.1
OG0008277	XP_060425330.1	XP_036577629.1
OG0008278	XP_060425329.1	XP_036577628.1
OG0008279	XP_060425328.1	XP_036577630.1
OG0008280	XP_060425327.1	XP_036577631.2
OG0008281	XP_060425321.1	XP_036577636.1
OG0008282	XP_060425320.1	XP_070062370.1
OG0008283	XP_060425318.1	XP_036577640.1
OG0008284	XP_060425316.1	XP_036576085.1
OG0008285	XP_060425313.1	XP_036577660.1
OG0008286	XP_060425312.1	XP_036577659.1
OG0008287	XP_060425305.1	XP_036577654.1
OG0008288	XP_060425304.1	XP_036577653.1
OG0008289	XP_060425303.1	XP_036577652.1
OG0008290	XP_060425302.1	XP_036577651.1
OG0008291	XP_060425301.1	XP_036577650.1
OG0008292	XP_060425295.1	XP_036581736.1
OG0008293	XP_060425293.1	XP_036581764.1
OG0008294	XP_060425291.1	XP_036577673.1
OG0008295	XP_060425287.1	XP_036577677.1
OG0008296	XP_060425285.1	XP_036577679.1
OG0008297	XP_060425284.1	XP_036577680.1
OG0008298	XP_060425283.1	XP_036577681.1
OG0008299	XP_060425272.1	XP_036577691.1
OG0008300	XP_060425270.1	XP_036577693.1
OG0008301	XP_060425269.1	XP_036577694.1
OG0008302	XP_060425268.1	XP_036577695.1
OG0008303	XP_060425267.1	XP_036581797.1
OG0008304	XP_060425264.1	XP_070059969.1
OG0008305	XP_060425259.1	XP_036581852.1
OG0008306	XP_060425258.1	XP_036581853.1
OG0008307	XP_060425257.1	XP_036581854.1
OG0008308	XP_060425256.1	XP_036581855.1
OG0008309	XP_060425255.1	XP_036581859.1
OG0008310	XP_060425057.1	XP_036581862.1
OG0008311	XP_060425056.1	XP_036581863.1
OG0008312	XP_060425055.1	XP_036581866.1
OG0008313	XP_060425045.1	XP_036581903.1
OG0008314	XP_060425042.1	XP_036576018.1
OG0008315	XP_060425041.1	XP_036581883.1
OG0008316	XP_060425040.1	XP_036581879.1
OG0008317	XP_060425038.1	XP_036581877.1
OG0008318	XP_060425037.1	XP_036581875.1
OG0008321	XP_060425031.1	XP_036581870.1
OG0008322	XP_060425030.1	XP_070062387.1
OG0008323	XP_060425028.1	XP_036581890.2
OG0008324	XP_060425026.1	XP_036581891.1
OG0008325	XP_060425022.1	XP_036581896.1
OG0008326	XP_060425019.1	XP_070062392.1
OG0008327	XP_060425017.1	XP_036581888.1
OG0008328	XP_060425016.1	XP_036575233.1
OG0008329	XP_060425015.1	XP_036581901.1
OG0008330	XP_060425014.1	XP_036581900.1
OG0008331	XP_060425006.1	XP_036581920.1
OG0008332	XP_060425003.1	XP_036576362.1
OG0008333	XP_060425002.1	XP_036578035.1
OG0008334	XP_060424997.1	XP_036574917.1
OG0008335	XP_060424993.1	XP_036581915.1
OG0008336	XP_060424992.1	XP_070062394.1
OG0008337	XP_060424987.1	XP_036581937.1
OG0008338	XP_060424986.1	XP_036581936.1
OG0008339	XP_060424985.1	XP_036581934.1
OG0008340	XP_060424983.1	XP_070062396.1
OG0008341	XP_060424982.1	XP_036581932.1
OG0008342	XP_060424981.1	XP_036581931.1
OG0008343	XP_060424980.1	XP_036581930.1
OG0008344	XP_060424979.1	XP_036581929.1
OG0008345	XP_060424978.1	XP_036581928.1
OG0008346	XP_060424974.1	XP_036581941.1
OG0008347	XP_060424973.1	XP_036581942.1
OG0008348	XP_060424971.1	XP_070062397.1
OG0008349	XP_060424970.1	XP_036581945.1
OG0008350	XP_060424966.1	XP_036581967.1
OG0008351	XP_060424965.1	XP_036578548.1
OG0008352	XP_060423200.1	XP_036581960.1
OG0008353	XP_060423203.1	XP_036581956.2
OG0008354	XP_060423205.1	XP_036581953.1
OG0008355	XP_060423208.1	XP_036581951.1
OG0008356	XP_060423214.1	XP_070062400.1
OG0008357	XP_060423216.1	XP_036581981.1
OG0008358	XP_060423217.1	XP_036581980.1
OG0008359	XP_060423218.1	XP_036581979.1
OG0008360	XP_060423219.1	XP_036577196.1
OG0008361	XP_060423220.1	XP_036581977.1
OG0008362	XP_060423221.1	XP_036581976.1
OG0008363	XP_060423222.1	XP_036581975.2
OG0008364	XP_060423223.1	XP_036581974.1
OG0008365	XP_060423224.1	XP_036581973.1
OG0008366	XP_060423228.1	XP_070062398.1
OG0008367	XP_060423237.1	XP_036582001.1
OG0008368	XP_060423234.1	XP_036581993.1
OG0008369	XP_060423232.1	XP_036581994.1
OG0008370	XP_060423230.1	XP_070062403.1
OG0008371	XP_060423239.1	XP_036581999.1
OG0008372	XP_060423241.1	XP_036581996.1
OG0008373	XP_060423242.1	XP_036581987.1
OG0008374	XP_060423243.1	XP_036581988.1
OG0008375	XP_060423247.1	XP_036581991.1
OG0008376	XP_060423249.1	XP_036581985.1
OG0008377	XP_060423250.1	XP_070062405.1
OG0008378	XP_060423252.1	XP_036582498.1
OG0008379	XP_060423261.1	XP_036582043.1
OG0008380	XP_060423262.1	XP_036582042.1
OG0008381	XP_060422708.1	XP_036582058.1
OG0008382	XP_060422707.1	XP_036582057.1
OG0008383	XP_060422706.1	XP_036582055.1
OG0008384	XP_060422705.1	XP_036582054.1
OG0008385	XP_060422703.1	XP_070062412.1
OG0008386	XP_060422702.1	XP_070062411.1
OG0008387	XP_060422701.1	XP_036582051.1
OG0008388	XP_060422700.1	XP_036582050.1
OG0008389	XP_060422698.1	XP_036582048.1
OG0008390	XP_060422693.1	XP_070062410.1
OG0008391	XP_060422687.1	XP_036581187.2
OG0008392	XP_060422686.1	XP_036582019.1
OG0008393	XP_060422685.1	XP_036582020.1
OG0008394	XP_060422684.1	XP_036582029.1
OG0008395	XP_060422683.1	XP_036582028.1
OG0008396	XP_060422682.1	XP_036582027.1
OG0008397	XP_060422681.1	XP_036582026.1
OG0008398	XP_060422679.1	XP_036582025.1
OG0008399	XP_060422677.1	XP_036582024.2
OG0008400	XP_060422676.1	XP_036582023.1
OG0008401	XP_060422674.1	XP_036582022.1
OG0008402	XP_060422673.1	XP_036582021.1
OG0008403	XP_060422668.1	XP_036582037.1
OG0008404	XP_060422667.1	XP_070062409.1
OG0008406	XP_060422003.1	XP_036582066.1
OG0008407	XP_060422002.1	XP_036582067.1
OG0008408	XP_060422000.1	XP_036582068.1
OG0008409	XP_060421993.1	XP_036582069.1
OG0008410	XP_060421991.1	XP_070062416.1
OG0008411	XP_060421990.1	XP_036582072.1
OG0008412	XP_060421989.1	XP_036582073.1
OG0008413	XP_060421980.1	XP_036582080.1
OG0008414	XP_060421981.1	XP_036582079.1
OG0008415	XP_060421982.1	XP_036582078.1
OG0008416	XP_060421983.1	XP_036582077.2
OG0008417	XP_060421984.1	XP_036582081.2
OG0008418	XP_060427351.1	XP_036582087.1
OG0008419	XP_060427352.1	XP_036582088.1
OG0008420	XP_060427353.1	XP_036582089.1
OG0008421	XP_060427354.1	XP_036582090.1
OG0008422	XP_060427355.1	XP_036582091.1
OG0008423	XP_060427357.1	XP_036582093.2
OG0008424	XP_060427358.1	XP_036582094.1
OG0008425	XP_060427364.1	XP_070062418.1
OG0008426	XP_060427365.1	XP_036582098.1
OG0008427	XP_060427368.1	XP_036582101.1
OG0008428	XP_060427369.1	XP_070061551.1
OG0008429	XP_060427370.1	XP_036582102.1
OG0008430	XP_060427374.1	XP_036586916.1
OG0008431	XP_060427375.1	XP_070060384.1
OG0008432	XP_060427377.1	XP_036574170.1
OG0008433	XP_060427380.1	XP_070062434.1
OG0008435	XP_060427382.1	XP_070062435.1
OG0008436	XP_060427383.1	XP_036574562.1
OG0008437	XP_060427384.1	XP_036574563.1
OG0008438	XP_060427385.1	XP_036574564.1
OG0008439	XP_060427386.1	XP_036574565.1
OG0008440	XP_060427387.1	XP_036574566.1
OG0008442	XP_060421807.1	XP_036575212.1
OG0008443	XP_060427615.1	XP_036578634.1
OG0008444	XP_060427614.1	XP_036579371.1
OG0008445	XP_060427611.1	XP_036579373.2
OG0008446	XP_060427610.1	XP_036579375.1
OG0008447	XP_060427605.1	XP_036579378.1
OG0008448	XP_060427604.1	XP_070062659.1
OG0008449	XP_060427600.1	XP_036579382.1
OG0008450	XP_060427598.1	XP_036579385.1
OG0008451	XP_060427596.1	XP_036579386.1
OG0008452	XP_060436115.1	XP_036589359.1
OG0008453	XP_060436114.1	XP_036589357.1
OG0008454	XP_060436113.1	XP_070062258.1
OG0008455	XP_060436065.1	XP_070062257.1
OG0008456	XP_060436112.1	XP_070062256.1
OG0008457	XP_060436111.1	XP_070062255.1
OG0008458	XP_060436110.1	XP_036589353.1
OG0008459	XP_060436106.1	XP_036589369.1
OG0008460	XP_060436105.1	XP_036589370.1
OG0008461	XP_060436102.1	XP_070062261.1
OG0008462	XP_060436101.1	XP_036589374.1
OG0008463	XP_060436100.1	XP_036589375.1
OG0008464	XP_060436099.1	XP_036589376.1
OG0008465	XP_060436098.1	XP_070062262.1
OG0008466	XP_060436096.1	XP_036589379.1
OG0008467	XP_060436095.1	XP_036589380.1
OG0008468	XP_060436094.1	XP_036589381.1
OG0008469	XP_060436092.1	XP_036589383.2
OG0008470	XP_060436091.1	XP_036589384.1
OG0008471	XP_060436089.1	XP_036589387.1
OG0008472	XP_060436088.1	XP_036589388.1
OG0008473	XP_060436087.1	XP_036589389.1
OG0008474	XP_060436085.1	XP_036589391.1
OG0008475	XP_060436084.1	XP_036589392.1
OG0008476	XP_060436083.1	XP_036589395.1
OG0008477	XP_060436082.1	XP_036589396.2
OG0008478	XP_060436081.1	XP_070062265.1
OG0008479	XP_060436080.1	XP_036589399.2
OG0008480	XP_060436077.1	XP_036589401.1
OG0008481	XP_060436076.1	XP_036589403.1
OG0008482	XP_060436075.1	XP_036589404.1
OG0008483	XP_060436074.1	XP_070062266.1
OG0008484	XP_060436073.1	XP_036589406.1
OG0008485	XP_060436072.1	XP_036589407.1
OG0008486	XP_060436071.1	XP_036589409.1
OG0008487	XP_060436070.1	XP_036589410.1
OG0008488	XP_060436069.1	XP_036589411.2
OG0008489	XP_060436068.1	XP_036589412.1
OG0008490	XP_060436067.1	XP_036589413.1
OG0008491	XP_060436066.1	XP_036589414.1
OG0008492	XP_060436064.1	XP_036589415.1
OG0008493	XP_060436061.1	XP_070062267.1
OG0008494	XP_060436059.1	XP_036589418.2
OG0008495	XP_060436058.1	XP_036589419.1
OG0008496	XP_060436057.1	XP_036589420.1
OG0008497	XP_060436056.1	XP_036589421.1
OG0008498	XP_060436055.1	XP_036589422.1
OG0008499	XP_060436054.1	XP_036589451.1
OG0008500	XP_060436053.1	XP_036589450.1
OG0008501	XP_060436052.1	XP_036589449.1
OG0008502	XP_060436050.1	XP_036589447.1
OG0008503	XP_060436049.1	XP_036589446.1
OG0008504	XP_060436047.1	XP_036589444.1
OG0008505	XP_060436046.1	XP_036589443.1
OG0008506	XP_060436045.1	XP_036589442.1
OG0008507	XP_060436044.1	XP_070062272.1
OG0008508	XP_060436042.1	XP_036589440.2
OG0008509	XP_060436041.1	XP_036589439.1
OG0008510	XP_060436039.1	XP_036589437.1
OG0008511	XP_060436038.1	XP_036589436.2
OG0008512	XP_060436037.1	XP_070062270.1
OG0008513	XP_060436036.1	XP_036589435.1
OG0008514	XP_060436035.1	XP_036589434.1
OG0008515	XP_060436033.1	XP_036589432.1
OG0008516	XP_060436032.1	XP_036589423.1
OG0008517	XP_060436031.1	XP_036589424.2
OG0008518	XP_060436030.1	XP_036589425.2
OG0008519	XP_060436249.1	XP_036589429.1
OG0008520	XP_060436250.1	XP_070062269.1
OG0008521	XP_060436252.1	XP_036589431.1
OG0008522	XP_060436256.1	XP_036589455.1
OG0008523	XP_060436257.1	XP_070062275.1
OG0008524	XP_060436258.1	XP_036589458.1
OG0008525	XP_060436259.1	XP_036589459.1
OG0008526	XP_060436260.1	XP_036589460.1
OG0008527	XP_060436264.1	XP_036589463.1
OG0008528	XP_060436265.1	XP_036589464.2
OG0008529	XP_060436267.1	XP_036589465.1
OG0008530	XP_060436270.1	XP_036589468.1
OG0008531	XP_060436271.1	XP_036589469.1
OG0008532	XP_060436273.1	XP_070062278.1
OG0008533	XP_060436274.1	XP_036589471.1
OG0008534	XP_060436275.1	XP_036589473.1
OG0008535	XP_060436277.1	XP_036589508.1
OG0008536	XP_060436278.1	XP_036589507.1
OG0008537	XP_060436279.1	XP_070062282.1
OG0008538	XP_060436280.1	XP_036589505.1
OG0008539	XP_060436284.1	XP_036589502.2
OG0008540	XP_060436286.1	XP_036589501.1
OG0008541	XP_060436289.1	XP_036589500.1
OG0008542	XP_060436294.1	XP_036589497.2
OG0008543	XP_060436295.1	XP_036589496.1, XP_036582158.1
OG0008544	XP_060436296.1	XP_036589495.1
OG0008545	XP_060436297.1	XP_036589494.1
OG0008546	XP_060436298.1	XP_070062281.1
OG0008547	XP_060436299.1	XP_036589492.1
OG0008548	XP_060436300.1	XP_036589490.1
OG0008549	XP_060436301.1	XP_036589489.1
OG0008550	XP_060436302.1	XP_036589488.1
OG0008551	XP_060436303.1	XP_036589509.2
OG0008552	XP_060436304.1	XP_036589487.1
OG0008553	XP_060436314.1	XP_036589481.1
OG0008554	XP_060436316.1	XP_036589480.2
OG0008555	XP_060436317.1	XP_070062279.1
OG0008556	XP_060436318.1	XP_036589478.1
OG0008557	XP_060436319.1	XP_036589477.1
OG0008558	XP_060436321.1	XP_036589475.1
OG0008559	XP_060436322.1	XP_036589476.1
OG0008560	XP_060436324.1	XP_036589518.2
OG0008561	XP_060436325.1	XP_036589517.1
OG0008562	XP_060436326.1	XP_036589516.2
OG0008563	XP_060436327.1	XP_036589515.1
OG0008564	XP_060436328.1	XP_070062284.1
OG0008566	XP_060436339.1	XP_036589519.1
OG0008567	XP_060436338.1	XP_036589520.1
OG0008568	XP_060436337.1	XP_036589521.1
OG0008569	XP_060436336.1	XP_036589522.1
OG0008570	XP_060436335.1	XP_036589523.1
OG0008571	XP_060436334.1	XP_036589524.1
OG0008572	XP_060436333.1	XP_036589533.1
OG0008573	XP_060436332.1	XP_036589532.1
OG0008574	XP_060436340.1	XP_036589531.1
OG0008575	XP_060436342.1	XP_036589528.1
OG0008576	XP_060436344.1	XP_036575525.1, XP_036589534.1
OG0008577	XP_060436345.1	XP_036589535.1
OG0008578	XP_060436346.1	XP_036574691.1
OG0008579	XP_060436363.1	XP_036589544.1
OG0008580	XP_060436360.1	XP_036589548.1
OG0008581	XP_060436359.1	XP_036589550.1
OG0008582	XP_060436357.1	XP_036589551.1
OG0008583	XP_060436356.1	XP_070062290.1
OG0008584	XP_060436355.1	XP_036589553.1
OG0008585	XP_060436351.1	XP_036589557.2
OG0008586	XP_060436349.1	XP_036589558.1
OG0008587	XP_060436388.1	XP_036589579.1
OG0008588	XP_060436387.1	XP_036589580.1
OG0008589	XP_060436386.1	XP_036589581.1
OG0008590	XP_060436384.1	XP_036586834.1
OG0008591	XP_060436383.1	XP_036589560.1
OG0008592	XP_060436382.1	XP_036589561.1
OG0008593	XP_060436381.1	XP_036589562.2
OG0008594	XP_060436380.1	XP_036589563.1
OG0008595	XP_060436379.1	XP_036589564.1
OG0008596	XP_060436378.1	XP_036589565.1
OG0008597	XP_060436377.1	XP_036589566.1
OG0008598	XP_060436376.1	XP_036589567.1
OG0008599	XP_060436375.1	XP_036589568.2
OG0008600	XP_060436374.1	XP_070062292.1
OG0008601	XP_060436373.1	XP_036589570.1
OG0008602	XP_060436372.1	XP_070062293.1
OG0008603	XP_060436370.1	XP_036589573.1
OG0008604	XP_060436369.1	XP_036589574.1
OG0008605	XP_060436367.1	XP_036587776.1
OG0008606	XP_060436365.1	XP_036589578.1
OG0008607	XP_060436398.1	XP_036589586.1
OG0008608	XP_060436400.1	XP_070062296.1
OG0008609	XP_060436404.1	XP_036589592.1
OG0008610	XP_060436405.1	XP_036589593.1
OG0008611	XP_060436409.1	XP_036589594.1
OG0008612	XP_060436411.1	XP_036589621.1
OG0008613	XP_060436412.1, XP_060425954.1	XP_070061462.1
OG0008614	XP_060436417.1	XP_036589600.1
OG0008615	XP_060436418.1	XP_036589612.1
OG0008616	XP_060436420.1	XP_036589610.1
OG0008617	XP_060436422.1	XP_036589629.1
OG0008618	XP_060436423.1	XP_036589628.1
OG0008619	XP_060436427.1	XP_036589615.1
OG0008620	XP_060436444.1	XP_036589766.1
OG0008621	XP_060436443.1	XP_036589765.1
OG0008622	XP_060436442.1	XP_036589764.1
OG0008623	XP_060436441.1	XP_036589763.1
OG0008624	XP_060436440.1	XP_036589762.1
OG0008625	XP_060436435.1	XP_036589759.1
OG0008626	XP_060436433.1	XP_036579107.1
OG0008627	XP_060436431.1	XP_070062321.1
OG0008628	XP_060436430.1	XP_036589756.1
OG0008629	XP_060436429.1	XP_036574877.1
OG0008630	XP_060436450.1	XP_036589748.1
OG0008631	XP_060436452.1	XP_036589746.1
OG0008632	XP_060436454.1	XP_036589741.1
OG0008633	XP_060436456.1	XP_036589740.1
OG0008634	XP_060436457.1	XP_036589733.1
OG0008635	XP_060436462.1	XP_070062317.1
OG0008636	XP_060436463.1	XP_036589729.1
OG0008637	XP_060436466.1	XP_036589734.1
OG0008638	XP_060436467.1	XP_036589736.1
OG0008639	XP_060436572.1	XP_036575194.1
OG0008640	XP_060436573.1	XP_036575195.1
OG0008641	XP_060436576.1	XP_036575198.1
OG0008642	XP_060431626.1	XP_070062489.1
OG0008643	XP_060431628.1	XP_070062488.1
OG0008644	XP_060431629.1	XP_036578363.1
OG0008645	XP_060431631.1	XP_036578361.1
OG0008647	XP_060427151.1	XP_036582220.1
OG0008648	XP_060427144.1	XP_070061259.1
OG0008649	XP_060427143.1	XP_036582250.2
OG0008650	XP_060427138.1	XP_036582265.1
OG0008651	XP_060427131.1	XP_036582262.1
OG0008652	XP_060427130.1	XP_036582261.1
OG0008653	XP_060427129.1	XP_036582260.1
OG0008654	XP_060427125.1	XP_036582255.1
OG0008655	XP_060427124.1	XP_036577208.1
OG0008656	XP_060427123.1	XP_036582268.1
OG0008657	XP_060427118.1	XP_036576913.1
OG0008658	XP_060427116.1	XP_036576326.1
OG0008659	XP_060427114.1	XP_036576328.1
OG0008660	XP_060427113.1	XP_036576329.2
OG0008661	XP_060427112.1	XP_036582282.1
OG0008662	XP_060427111.1	XP_036582283.1
OG0008663	XP_060427108.1	XP_036582294.1
OG0008665	XP_060427103.1	XP_070061408.1
OG0008666	XP_060427102.1	XP_036582299.1
OG0008667	XP_060427101.1	XP_036582300.1
OG0008668	XP_060427094.1	XP_036582304.1
OG0008669	XP_060427093.1	XP_036582305.1
OG0008670	XP_060427090.1	XP_036582308.1
OG0008671	XP_060427089.1	XP_036582307.1
OG0008672	XP_060427087.1	XP_036582312.1
OG0008673	XP_060427085.1	XP_036587298.1
OG0008674	XP_060427077.1	XP_036582319.1
OG0008675	XP_060427078.1	XP_070061248.1
OG0008676	XP_060427079.1	XP_036582317.1
OG0008677	XP_060427080.1	XP_070061249.1
OG0008678	XP_060427081.1	XP_070061250.1
OG0008679	XP_060427083.1	XP_036582314.1
OG0008680	XP_060427084.1	XP_036582313.1
OG0008681	XP_060427076.1	XP_036582320.1
OG0008682	XP_060427074.1	XP_036582321.1
OG0008683	XP_060427072.1	XP_036582322.1
OG0008684	XP_060427071.1	XP_036582325.1
OG0008685	XP_060427069.1	XP_070061247.1
