Orthogroup	Colletotrichum_godetiae	Colletotrichum_siamense
OG0008113	XP_060432917.1	XP_036500060.1
OG0008114	XP_060432914.1	XP_036499143.1
OG0008115	XP_060432913.1	XP_036499142.1
OG0008116	XP_060432912.1	XP_036499145.1
OG0008117	XP_060432910.1	XP_036499144.1
OG0008118	XP_060432909.1	XP_036499139.1
OG0008119	XP_060432908.1	XP_036499138.1
OG0008120	XP_060432907.1	XP_036499141.1
OG0008121	XP_060432905.1	XP_036499882.1
OG0008122	XP_060432904.1	XP_036499883.1
OG0008123	XP_060432903.1	XP_036499876.1
OG0008124	XP_060432902.1	XP_036499877.1
OG0008125	XP_060432901.1	XP_036499878.1
OG0008126	XP_060432899.1	XP_036500592.1
OG0008127	XP_060432898.1	XP_036499560.1
OG0008128	XP_060432896.1	XP_036499559.1
OG0008129	XP_060432895.1	XP_036499552.1
OG0008130	XP_060432894.1	XP_036499551.1
OG0008131	XP_060432891.1	XP_036499555.1
OG0008132	XP_060432889.1	XP_036499553.1
OG0008133	XP_060432886.1	XP_036500532.1
OG0008134	XP_060432885.1	XP_036500534.1
OG0008135	XP_060432884.1	XP_036500535.1
OG0008136	XP_060432882.1	XP_036500536.1
OG0008137	XP_060432881.1	XP_036500537.1
OG0008138	XP_060432878.1	XP_036500538.1
OG0008139	XP_060432877.1	XP_036500539.1
OG0008140	XP_060432876.1	XP_036499666.1
OG0008141	XP_060432874.1	XP_036499667.1
OG0008142	XP_060432871.1	XP_036499674.1
OG0008143	XP_060432868.1	XP_036499672.1
OG0008144	XP_060432867.1	XP_036499673.1
OG0008145	XP_060432865.1	XP_036499671.1
OG0008146	XP_060432864.1	XP_036499668.1
OG0008147	XP_060432863.1	XP_036499669.1
OG0008148	XP_060432862.1	XP_036500712.1
OG0008149	XP_060432861.1	XP_036500711.1
OG0008150	XP_060432855.1	XP_036500703.1
OG0008151	XP_060432854.1	XP_036500706.1
OG0008152	XP_060432853.1	XP_036500705.1
OG0008153	XP_060432845.1	XP_036499993.1
OG0008154	XP_060432844.1	XP_036500000.1
OG0008155	XP_060432843.1	XP_036499999.1
OG0008156	XP_060432842.1	XP_036499998.1
OG0008157	XP_060432841.1	XP_036499997.1
OG0008158	XP_060432840.1	XP_036499992.1
OG0008159	XP_060432836.1	XP_036500710.1
OG0008160	XP_060432834.1	XP_036500708.1
OG0008161	XP_060432832.1	XP_036499169.1
OG0008162	XP_060432831.1	XP_036499168.1
OG0008163	XP_060432828.1	XP_036500084.1
OG0008164	XP_060432826.1	XP_036500082.1
OG0008165	XP_060432824.1	XP_036498991.1
OG0008166	XP_060432823.1	XP_036498990.1
OG0008167	XP_060432822.1	XP_036498996.1
OG0008168	XP_060432821.1	XP_036498993.1
OG0008169	XP_060432820.1	XP_036498992.1
OG0008170	XP_060432819.1	XP_036500210.1
OG0008171	XP_060432818.1	XP_036498997.1
OG0008172	XP_060432815.1	XP_036498999.1
OG0008173	XP_060432813.1	XP_036499003.1
OG0008174	XP_060432810.1	XP_036500211.1
OG0008175	XP_060432808.1	XP_036499092.1
OG0008176	XP_060432807.1	XP_036499083.1
OG0008177	XP_060432806.1	XP_036499084.1
OG0008178	XP_060432805.1	XP_036499996.1
OG0008179	XP_060432804.1	XP_036499995.1
OG0008180	XP_060432801.1	XP_036499159.1
OG0008181	XP_060421956.1	XP_036498249.1
OG0008182	XP_060421957.1	XP_036498248.1
OG0008183	XP_060421959.1	XP_036498246.1
OG0008184	XP_060421960.1	XP_036498245.1
OG0008185	XP_060421963.1	XP_036497534.1
OG0008186	XP_060421964.1	XP_036498059.1
OG0008187	XP_060421965.1	XP_036497539.1
OG0008188	XP_060421966.1	XP_036497540.1
OG0008189	XP_060421967.1	XP_036497541.1
OG0008190	XP_060421968.1	XP_036497542.1
OG0008191	XP_060421969.1	XP_036497535.1
OG0008192	XP_060421970.1	XP_036497536.1
OG0008193	XP_060421972.1	XP_036497538.1
OG0008194	XP_060421973.1	XP_036498607.1
OG0008195	XP_060421976.1	XP_036498606.1
OG0008196	XP_060426499.1	XP_036498602.1
OG0008197	XP_060426501.1	XP_036498601.1
OG0008198	XP_060426502.1	XP_036498744.1
OG0008199	XP_060426503.1	XP_036498747.1
OG0008200	XP_060426504.1	XP_036498507.1
OG0008201	XP_060426505.1	XP_036497598.1
OG0008202	XP_060426508.1	XP_036497599.1
OG0008203	XP_060426509.1	XP_036497603.1
OG0008204	XP_060426513.1	XP_036498514.1
OG0008205	XP_060426514.1	XP_036498721.1
OG0008206	XP_060426515.1	XP_036498723.1
OG0008207	XP_060426519.1	XP_036497029.1
OG0008208	XP_060426520.1	XP_036497030.1
OG0008209	XP_060426521.1	XP_036498250.1
OG0008210	XP_060426523.1	XP_036498251.1
OG0008211	XP_060426524.1	XP_036498539.1
OG0008212	XP_060426525.1	XP_036498540.1
OG0008213	XP_060426526.1	XP_036497709.1
OG0008214	XP_060426527.1	XP_036497431.1
OG0008215	XP_060426528.1	XP_036497430.1
OG0008216	XP_060426530.1	XP_036497328.1
OG0008217	XP_060426531.1	XP_036497329.1
OG0008218	XP_060426532.1	XP_036497330.1
OG0008219	XP_060426533.1	XP_036497331.1
OG0008220	XP_060426534.1	XP_036497332.1
OG0008221	XP_060426535.1	XP_036497333.1
OG0008222	XP_060426536.1	XP_036497334.1
OG0008223	XP_060426537.1	XP_036497335.1
OG0008224	XP_060426540.1	XP_036498434.1
OG0008225	XP_060426541.1	XP_036498433.1
OG0008226	XP_060426544.1	XP_036498435.1
OG0008227	XP_060426545.1	XP_036498438.1
OG0008228	XP_060426547.1	XP_036498440.1
OG0008229	XP_060426548.1	XP_036498439.1
OG0008230	XP_060426549.1	XP_036498442.1
OG0008231	XP_060426550.1	XP_036498441.1
OG0008232	XP_060426552.1	XP_036497437.1
OG0008233	XP_060426554.1	XP_036497434.1
OG0008234	XP_060433553.1	XP_036500758.1
OG0008235	XP_060433554.1	XP_036500759.1
OG0008236	XP_060433555.1	XP_036500760.1
OG0008237	XP_060433557.1	XP_036500754.1
OG0008238	XP_060433558.1	XP_036500755.1
OG0008239	XP_060433559.1	XP_036500756.1
OG0008240	XP_060433561.1	XP_036500761.1
OG0008241	XP_060433565.1	XP_036500153.1
OG0008242	XP_060433564.1	XP_036500154.1
OG0008243	XP_060433568.1	XP_036499202.1
OG0008244	XP_060433569.1	XP_036500270.1
OG0008245	XP_060433570.1	XP_036499196.1
OG0008246	XP_060433571.1	XP_036499197.1
OG0008247	XP_060433573.1	XP_036499194.1
OG0008248	XP_060433574.1	XP_036500269.1
OG0008249	XP_060433576.1	XP_036499201.1
OG0008250	XP_060433577.1	XP_036499198.1
OG0008251	XP_060433578.1	XP_036499199.1
OG0008252	XP_060428459.1	XP_036499714.1
OG0008253	XP_060428458.1	XP_036499713.1
OG0008254	XP_060428457.1	XP_036499712.1
OG0008255	XP_060428456.1	XP_036499719.1
OG0008256	XP_060428455.1	XP_036499718.1
OG0008257	XP_060428454.1	XP_036499717.1
OG0008258	XP_060428453.1	XP_036499716.1
OG0008260	XP_060421275.1	XP_036493864.1
OG0008261	XP_060425362.1	XP_036498810.1
OG0008262	XP_060425361.1	XP_036498809.1
OG0008263	XP_060425358.1	XP_036497952.1
OG0008264	XP_060425356.1	XP_036497828.1
OG0008265	XP_060425353.1	XP_036497829.1
OG0008266	XP_060425352.1	XP_036497951.1
OG0008267	XP_060425351.1	XP_036497948.1
OG0008268	XP_060425350.1	XP_036497947.1
OG0008269	XP_060425349.1	XP_036497827.1
OG0008270	XP_060425347.1	XP_036498197.1
OG0008271	XP_060425346.1	XP_036497756.1
OG0008272	XP_060425342.1	XP_036497761.1
OG0008273	XP_060425339.1	XP_036497760.1
OG0008274	XP_060425338.1	XP_036498555.1
OG0008275	XP_060425332.1	XP_036497057.1
OG0008276	XP_060425336.1	XP_036497758.1
OG0008277	XP_060425330.1	XP_036497274.1
OG0008278	XP_060425329.1	XP_036497759.1
OG0008279	XP_060425328.1	XP_036497273.1
OG0008280	XP_060425327.1	XP_036497278.1
OG0008281	XP_060425321.1	XP_036497282.1
OG0008282	XP_060425320.1	XP_036497280.1
OG0008283	XP_060425318.1	XP_036498781.1
OG0008284	XP_060425316.1	XP_036488752.1
OG0008285	XP_060425313.1	XP_036497399.1
OG0008286	XP_060425312.1	XP_036497400.1
OG0008287	XP_060425305.1	XP_036498790.1
OG0008288	XP_060425304.1	XP_036498789.1
OG0008289	XP_060425303.1	XP_036498788.1
OG0008290	XP_060425302.1	XP_036498787.1
OG0008291	XP_060425301.1	XP_036498786.1
OG0008292	XP_060425295.1	XP_036497926.1
OG0008293	XP_060425293.1	XP_036488232.1
OG0008294	XP_060425291.1	XP_036497566.1
OG0008295	XP_060425287.1	XP_036497469.1
OG0008296	XP_060425285.1	XP_036497468.1
OG0008297	XP_060425284.1	XP_036498376.1
OG0008298	XP_060425283.1	XP_036498377.1
OG0008299	XP_060425272.1	XP_036498296.1
OG0008300	XP_060425270.1	XP_036498295.1
OG0008301	XP_060425269.1	XP_036498298.1
OG0008302	XP_060425268.1	XP_036498297.1
OG0008303	XP_060425267.1	XP_036502516.1
OG0008304	XP_060425264.1	XP_036501584.1
OG0008305	XP_060425259.1	XP_036498209.1
OG0008306	XP_060425258.1	XP_036498495.1
OG0008307	XP_060425257.1	XP_036498496.1
OG0008308	XP_060425256.1	XP_036498023.1
OG0008309	XP_060425255.1	XP_036498022.1
OG0008310	XP_060425057.1	XP_036498026.1
OG0008311	XP_060425056.1	XP_036498024.1
OG0008312	XP_060425055.1	XP_036498497.1
OG0008313	XP_060425045.1	XP_036497160.1
OG0008314	XP_060425042.1	XP_036502897.1
OG0008315	XP_060425041.1	XP_036498564.1
OG0008316	XP_060425040.1	XP_036498563.1
OG0008317	XP_060425038.1	XP_036498091.1
OG0008318	XP_060425037.1	XP_036498088.1
OG0008319	XP_060422711.1	XP_036492083.1
OG0008320	XP_060425032.1	XP_036491033.1, XP_036490871.1
OG0008321	XP_060425031.1	XP_036497064.1
OG0008322	XP_060425030.1	XP_036497063.1
OG0008323	XP_060425028.1	XP_036497726.1
OG0008324	XP_060425026.1	XP_036497722.1
OG0008325	XP_060425022.1	XP_036497628.1
OG0008326	XP_060425019.1	XP_036497633.1
OG0008327	XP_060425017.1	XP_036498650.1
OG0008328	XP_060425016.1	XP_036497035.1
OG0008329	XP_060425015.1	XP_036497631.1
OG0008330	XP_060425014.1	XP_036497632.1
OG0008331	XP_060425006.1	XP_036498663.1
OG0008332	XP_060425003.1	XP_036487974.1
OG0008333	XP_060425002.1	XP_036492593.1
OG0008334	XP_060424997.1	XP_036500244.1
OG0008335	XP_060424993.1	XP_036498652.1
OG0008336	XP_060424992.1	XP_036498667.1
OG0008337	XP_060424987.1	XP_036498794.1
OG0008338	XP_060424986.1	XP_036497832.1
OG0008339	XP_060424985.1	XP_036497831.1
OG0008340	XP_060424983.1	XP_036497838.1
OG0008341	XP_060424982.1	XP_036497837.1
OG0008342	XP_060424981.1	XP_036497840.1
OG0008343	XP_060424980.1	XP_036497839.1
OG0008344	XP_060424979.1	XP_036497834.1
OG0008345	XP_060424978.1	XP_036497833.1
OG0008346	XP_060424974.1	XP_036498551.1
OG0008347	XP_060424973.1	XP_036498404.1
OG0008348	XP_060424971.1	XP_036498793.1
OG0008349	XP_060424970.1	XP_036498792.1
OG0008350	XP_060424966.1	XP_036497688.1
OG0008351	XP_060424965.1	XP_036491651.1
OG0008352	XP_060423200.1	XP_036498701.1
OG0008353	XP_060423203.1	XP_036498703.1
OG0008354	XP_060423205.1	XP_036498705.1
OG0008355	XP_060423208.1	XP_036498707.1
OG0008356	XP_060423214.1	XP_036498286.1
OG0008357	XP_060423216.1	XP_036498288.1
OG0008358	XP_060423217.1	XP_036498287.1
OG0008359	XP_060423218.1	XP_036498289.1
OG0008360	XP_060423219.1	XP_036501164.1
OG0008361	XP_060423220.1	XP_036497263.1
OG0008362	XP_060423221.1	XP_036497264.1
OG0008363	XP_060423222.1	XP_036497271.1
OG0008364	XP_060423223.1	XP_036497272.1
OG0008365	XP_060423224.1	XP_036497269.1
OG0008366	XP_060423228.1	XP_036497267.1
OG0008367	XP_060423237.1	XP_036498223.1
OG0008368	XP_060423234.1	XP_036497193.1
OG0008369	XP_060423232.1	XP_036498659.1
OG0008370	XP_060423230.1	XP_036498660.1
OG0008371	XP_060423239.1	XP_036498657.1
OG0008372	XP_060423241.1	XP_036498662.1
OG0008373	XP_060423242.1	XP_036497444.1
OG0008374	XP_060423243.1	XP_036497447.1
OG0008375	XP_060423247.1	XP_036498398.1
OG0008376	XP_060423249.1	XP_036497450.1
OG0008377	XP_060423250.1	XP_036497265.1
OG0008378	XP_060423252.1	XP_036493176.1
OG0008379	XP_060423261.1	XP_036498444.1
OG0008380	XP_060423262.1	XP_036498446.1
OG0008381	XP_060422708.1	XP_036498939.1
OG0008382	XP_060422707.1	XP_036498936.1
OG0008383	XP_060422706.1	XP_036498935.1
OG0008384	XP_060422705.1	XP_036497665.1
OG0008385	XP_060422703.1	XP_036497666.1
OG0008386	XP_060422702.1	XP_036497158.1
OG0008387	XP_060422701.1	XP_036497157.1
OG0008388	XP_060422700.1	XP_036498690.1
OG0008389	XP_060422698.1	XP_036497159.1
OG0008390	XP_060422693.1	XP_036498691.1
OG0008391	XP_060422687.1	XP_036494698.1
OG0008392	XP_060422686.1	XP_036497428.1
OG0008393	XP_060422685.1	XP_036497716.1
OG0008394	XP_060422684.1	XP_036497345.1
OG0008395	XP_060422683.1	XP_036497338.1
OG0008396	XP_060422682.1	XP_036497339.1
OG0008397	XP_060422681.1	XP_036497340.1
OG0008398	XP_060422679.1	XP_036497438.1
OG0008399	XP_060422677.1	XP_036497439.1
OG0008400	XP_060422676.1	XP_036497713.1
OG0008401	XP_060422674.1	XP_036497714.1
OG0008402	XP_060422673.1	XP_036497715.1
OG0008403	XP_060422668.1	XP_036498452.1
OG0008404	XP_060422667.1	XP_036498451.1
OG0008405	XP_060422005.1	XP_036498511.1
OG0008406	XP_060422003.1	XP_036497508.1
OG0008407	XP_060422002.1	XP_036497507.1
OG0008408	XP_060422000.1	XP_036497506.1
OG0008409	XP_060421993.1	XP_036498757.1
OG0008410	XP_060421991.1	XP_036497841.1
OG0008411	XP_060421990.1	XP_036498839.1
OG0008412	XP_060421989.1	XP_036497800.1
OG0008413	XP_060421980.1	XP_036498554.1
OG0008414	XP_060421981.1	XP_036498832.1
OG0008415	XP_060421982.1	XP_036498833.1
OG0008416	XP_060421983.1	XP_036498830.1
OG0008417	XP_060421984.1	XP_036497396.1
OG0008418	XP_060427351.1	XP_036497397.1
OG0008419	XP_060427352.1	XP_036497741.1
OG0008420	XP_060427353.1	XP_036497742.1
OG0008421	XP_060427354.1	XP_036497641.1
OG0008422	XP_060427355.1	XP_036497639.1
OG0008423	XP_060427357.1	XP_036497637.1
OG0008424	XP_060427358.1	XP_036497636.1
OG0008425	XP_060427364.1	XP_036497350.1
OG0008426	XP_060427365.1	XP_036497571.1
OG0008427	XP_060427368.1	XP_036497042.1
OG0008428	XP_060427369.1	XP_036488809.1
OG0008429	XP_060427370.1	XP_036497041.1
OG0008430	XP_060427374.1	XP_036495463.1
OG0008431	XP_060427375.1	XP_036495464.1
OG0008432	XP_060427377.1	XP_036500169.1
OG0008433	XP_060427380.1	XP_036498739.1
OG0008435	XP_060427382.1	XP_036497764.1
OG0008436	XP_060427383.1	XP_036497765.1
OG0008437	XP_060427384.1	XP_036497100.1
OG0008438	XP_060427385.1	XP_036497101.1
OG0008439	XP_060427386.1	XP_036497997.1
OG0008440	XP_060427387.1	XP_036497998.1
OG0008443	XP_060427615.1	XP_036492443.1
OG0008444	XP_060427614.1	XP_036497553.1
OG0008445	XP_060427611.1	XP_036497549.1
OG0008446	XP_060427610.1	XP_036497548.1
OG0008447	XP_060427605.1	XP_036498458.1
OG0008448	XP_060427604.1	XP_036498459.1
OG0008449	XP_060427600.1	XP_036498466.1
OG0008450	XP_060427598.1	XP_036498461.1
OG0008451	XP_060427596.1	XP_036498463.1
OG0008452	XP_060436115.1	XP_036489285.1
OG0008453	XP_060436114.1	XP_036490039.1
OG0008454	XP_060436113.1	XP_036489683.1
OG0008455	XP_060436065.1	XP_036489456.1
OG0008456	XP_060436112.1	XP_036489509.1
OG0008457	XP_060436111.1	XP_036489508.1
OG0008458	XP_060436110.1	XP_036489511.1
OG0008459	XP_060436106.1	XP_036489567.1
OG0008460	XP_060436105.1	XP_036489568.1
OG0008461	XP_060436102.1	XP_036489570.1
OG0008462	XP_060436101.1	XP_036489571.1
OG0008463	XP_060436100.1	XP_036489994.1
OG0008464	XP_060436099.1	XP_036489563.1
OG0008465	XP_060436098.1	XP_036489564.1
OG0008466	XP_060436096.1	XP_036490096.1
OG0008467	XP_060436095.1	XP_036490095.1
OG0008468	XP_060436094.1	XP_036490094.1
OG0008469	XP_060436092.1	XP_036490100.1
OG0008470	XP_060436091.1	XP_036490099.1
OG0008471	XP_060436089.1	XP_036489257.1
OG0008472	XP_060436088.1	XP_036490098.1
OG0008473	XP_060436087.1	XP_036490093.1
OG0008474	XP_060436085.1	XP_036489617.1
OG0008475	XP_060436084.1	XP_036489618.1
OG0008476	XP_060436083.1	XP_036489616.1
OG0008477	XP_060436082.1	XP_036489150.1
OG0008478	XP_060436081.1	XP_036489621.1
OG0008479	XP_060436080.1	XP_036489622.1
OG0008480	XP_060436077.1	XP_036489620.1
OG0008481	XP_060436076.1	XP_036489623.1
OG0008482	XP_060436075.1	XP_036489624.1
OG0008483	XP_060436074.1	XP_036490143.1
OG0008484	XP_060436073.1	XP_036490142.1
OG0008485	XP_060436072.1	XP_036490144.1
OG0008486	XP_060436071.1	XP_036490101.1
OG0008487	XP_060436070.1	XP_036490139.1
OG0008488	XP_060436069.1	XP_036490138.1
OG0008489	XP_060436068.1	XP_036490141.1
OG0008490	XP_060436067.1	XP_036490140.1
OG0008491	XP_060436066.1	XP_036490146.1
OG0008492	XP_060436064.1	XP_036490145.1
OG0008493	XP_060436061.1	XP_036489292.1
OG0008494	XP_060436059.1	XP_036489294.1
OG0008495	XP_060436058.1	XP_036489288.1
OG0008496	XP_060436057.1	XP_036489289.1
OG0008497	XP_060436056.1	XP_036489290.1
OG0008498	XP_060436055.1	XP_036490091.1
OG0008499	XP_060436054.1	XP_036489238.1
OG0008500	XP_060436053.1	XP_036489815.1
OG0008501	XP_060436052.1	XP_036489814.1
OG0008502	XP_060436050.1	XP_036489816.1
OG0008503	XP_060436049.1	XP_036489101.1
OG0008504	XP_060436047.1	XP_036489812.1
OG0008505	XP_060436046.1	XP_036489126.1
OG0008506	XP_060436045.1	XP_036489127.1
OG0008507	XP_060436044.1	XP_036489231.1
OG0008508	XP_060436042.1	XP_036489128.1
OG0008509	XP_060436041.1	XP_036489736.1
OG0008510	XP_060436039.1	XP_036489130.1
OG0008511	XP_060436038.1	XP_036489233.1
OG0008512	XP_060436037.1	XP_036489234.1
OG0008513	XP_060436036.1	XP_036489843.1
OG0008514	XP_060436035.1	XP_036489844.1
OG0008515	XP_060436033.1	XP_036489845.1
OG0008516	XP_060436032.1	XP_036489848.1
OG0008517	XP_060436031.1	XP_036489849.1
OG0008518	XP_060436030.1	XP_036489850.1
OG0008519	XP_060436249.1	XP_036489286.1
OG0008520	XP_060436250.1	XP_036489847.1
OG0008521	XP_060436252.1	XP_036489846.1
OG0008522	XP_060436256.1	XP_036489202.1
OG0008523	XP_060436257.1	XP_036489201.1
OG0008524	XP_060436258.1	XP_036489200.1
OG0008525	XP_060436259.1	XP_036489207.1
OG0008526	XP_060436260.1	XP_036489206.1
OG0008527	XP_060436264.1	XP_036489209.1
OG0008528	XP_060436265.1	XP_036489208.1
OG0008529	XP_060436267.1	XP_036489783.1
OG0008530	XP_060436270.1	XP_036489784.1
OG0008531	XP_060436271.1	XP_036489785.1
OG0008532	XP_060436273.1	XP_036490116.1
OG0008533	XP_060436274.1	XP_036489787.1
OG0008534	XP_060436275.1	XP_036490117.1
OG0008535	XP_060436277.1	XP_036489468.1
OG0008536	XP_060436278.1	XP_036489124.1
OG0008537	XP_060436279.1	XP_036489123.1
OG0008538	XP_060436280.1	XP_036489122.1
OG0008539	XP_060436284.1	XP_036489148.1
OG0008540	XP_060436286.1	XP_036489120.1
OG0008541	XP_060436289.1	XP_036489118.1
OG0008542	XP_060436294.1	XP_036489116.1
OG0008543	XP_060436295.1	XP_036489712.1
OG0008544	XP_060436296.1	XP_036489713.1
OG0008545	XP_060436297.1	XP_036489714.1
OG0008546	XP_060436298.1	XP_036489715.1
OG0008547	XP_060436299.1	XP_036489519.1
OG0008548	XP_060436300.1	XP_036489709.1
OG0008549	XP_060436301.1	XP_036489710.1
OG0008550	XP_060436302.1	XP_036489711.1
OG0008551	XP_060436303.1	XP_036489707.1
OG0008552	XP_060436304.1	XP_036489467.1
OG0008553	XP_060436314.1	XP_036489167.1
OG0008554	XP_060436316.1	XP_036489899.1
OG0008555	XP_060436317.1	XP_036489166.1
OG0008556	XP_060436318.1	XP_036489792.1
OG0008557	XP_060436319.1	XP_036489789.1
OG0008558	XP_060436321.1	XP_036490037.1
OG0008559	XP_060436322.1	XP_036489351.1
OG0008560	XP_060436324.1	XP_036489165.1
OG0008561	XP_060436325.1	XP_036489164.1
OG0008562	XP_060436326.1	XP_036489744.1
OG0008563	XP_060436327.1	XP_036489742.1
OG0008564	XP_060436328.1	XP_036489743.1
OG0008565	XP_060436331.1	XP_036489455.1
OG0008566	XP_060436339.1	XP_036489348.1
OG0008567	XP_060436338.1	XP_036490035.1
OG0008568	XP_060436337.1	XP_036489349.1
OG0008569	XP_060436336.1	XP_036490038.1
OG0008570	XP_060436335.1	XP_036489352.1
OG0008571	XP_060436334.1	XP_036489953.1
OG0008572	XP_060436333.1	XP_036489954.1
OG0008573	XP_060436332.1	XP_036489951.1
OG0008574	XP_060436340.1	XP_036489952.1
OG0008575	XP_060436342.1	XP_036489251.1
OG0008576	XP_060436344.1	XP_036489981.1
OG0008577	XP_060436345.1	XP_036489984.1
OG0008578	XP_060436346.1	XP_036489983.1
OG0008579	XP_060436363.1	XP_036489396.1
OG0008580	XP_060436360.1	XP_036489949.1
OG0008581	XP_060436359.1	XP_036489947.1
OG0008582	XP_060436357.1	XP_036489946.1
OG0008583	XP_060436356.1	XP_036489945.1
OG0008584	XP_060436355.1	XP_036489058.1
OG0008585	XP_060436351.1	XP_036489490.1
OG0008586	XP_060436349.1	XP_036489346.1
OG0008587	XP_060436388.1	XP_036489885.1
OG0008588	XP_060436387.1	XP_036489886.1
OG0008589	XP_060436386.1	XP_036489716.1
OG0008590	XP_060436384.1	XP_036496914.1
OG0008591	XP_060436383.1	XP_036489912.1
OG0008592	XP_060436382.1	XP_036489913.1
OG0008593	XP_060436381.1	XP_036489911.1
OG0008594	XP_060436380.1	XP_036489916.1
OG0008595	XP_060436379.1	XP_036489917.1
OG0008596	XP_060436378.1	XP_036489818.1
OG0008597	XP_060436377.1	XP_036489310.1
OG0008598	XP_060436376.1	XP_036489312.1
OG0008599	XP_060436375.1	XP_036489311.1
OG0008600	XP_060436374.1	XP_036489919.1
OG0008601	XP_060436373.1	XP_036489918.1
OG0008602	XP_060436372.1	XP_036490020.1
OG0008603	XP_060436370.1	XP_036489098.1
OG0008604	XP_060436369.1	XP_036489100.1
OG0008605	XP_060436367.1	XP_036491421.1
OG0008606	XP_060436365.1	XP_036489274.1
OG0008607	XP_060436398.1	XP_036489587.1
OG0008608	XP_060436400.1	XP_036489584.1
OG0008609	XP_060436404.1	XP_036489431.1
OG0008610	XP_060436405.1	XP_036489432.1
OG0008611	XP_060436409.1	XP_036489252.1
OG0008612	XP_060436411.1	XP_036489802.1
OG0008613	XP_060436412.1, XP_060425954.1	XP_036489426.1
OG0008614	XP_060436417.1	XP_036489838.1
OG0008615	XP_060436418.1	XP_036489245.1
OG0008616	XP_060436420.1	XP_036489239.1
OG0008617	XP_060436422.1	XP_036489799.1
OG0008618	XP_060436423.1	XP_036489798.1
OG0008619	XP_060436427.1	XP_036489220.1
OG0008620	XP_060436444.1	XP_036489588.1
OG0008621	XP_060436443.1	XP_036489059.1
OG0008622	XP_060436442.1	XP_036489057.1
OG0008623	XP_060436441.1	XP_036489056.1
OG0008624	XP_060436440.1	XP_036489553.1
OG0008625	XP_060436435.1	XP_036489558.1
OG0008626	XP_060436433.1	XP_036490840.1
OG0008627	XP_060436431.1	XP_036489556.1
OG0008628	XP_060436430.1	XP_036490136.1
OG0008629	XP_060436429.1	XP_036490135.1
OG0008630	XP_060436450.1	XP_036490132.1
OG0008631	XP_060436452.1	XP_036490134.1
OG0008632	XP_060436454.1	XP_036489779.1
OG0008633	XP_060436456.1	XP_036489502.1
OG0008634	XP_060436457.1	XP_036489506.1
OG0008635	XP_060436462.1	XP_036489870.1
OG0008636	XP_060436463.1	XP_036490086.1
OG0008637	XP_060436466.1	XP_036489505.1
OG0008638	XP_060436467.1	XP_036489504.1
OG0008639	XP_060436572.1	XP_036490362.1
OG0008640	XP_060436573.1	XP_036490359.1
OG0008641	XP_060436576.1	XP_036490261.1
OG0008642	XP_060431626.1	XP_036497721.1
OG0008643	XP_060431628.1	XP_036497402.1
OG0008644	XP_060431629.1	XP_036497401.1
OG0008645	XP_060431631.1	XP_036498860.1
OG0008647	XP_060427151.1	XP_036493491.1
OG0008648	XP_060427144.1	XP_036492684.1
OG0008649	XP_060427143.1	XP_036492683.1
OG0008650	XP_060427138.1	XP_036492637.1
OG0008651	XP_060427131.1	XP_036492697.1
OG0008652	XP_060427130.1	XP_036492912.1
OG0008653	XP_060427129.1	XP_036492702.1
OG0008654	XP_060427125.1	XP_036493324.1
OG0008655	XP_060427124.1	XP_036502266.1
OG0008656	XP_060427123.1	XP_036493568.1
OG0008657	XP_060427118.1	XP_036499363.1
OG0008658	XP_060427116.1	XP_036499365.1
OG0008659	XP_060427114.1	XP_036499367.1
OG0008660	XP_060427113.1	XP_036499366.1
OG0008661	XP_060427112.1	XP_036493286.1
OG0008662	XP_060427111.1	XP_036493285.1
OG0008663	XP_060427108.1	XP_036493899.1
OG0008665	XP_060427103.1	XP_036494439.1
OG0008667	XP_060427101.1	XP_036492814.1
OG0008668	XP_060427094.1	XP_036493843.1
OG0008669	XP_060427093.1	XP_036493844.1
OG0008670	XP_060427090.1	XP_036493839.1
OG0008671	XP_060427089.1	XP_036493838.1
OG0008672	XP_060427087.1	XP_036493846.1
OG0008673	XP_060427085.1	XP_036495153.1
OG0008674	XP_060427077.1	XP_036493181.1
OG0008675	XP_060427078.1	XP_036493182.1
OG0008676	XP_060427079.1	XP_036493184.1
OG0008677	XP_060427080.1	XP_036493466.1
OG0008678	XP_060427081.1	XP_036493185.1
OG0008679	XP_060427083.1	XP_036493186.1
OG0008680	XP_060427084.1	XP_036493847.1
OG0008681	XP_060427076.1	XP_036493180.1
OG0008682	XP_060427074.1	XP_036493188.1
OG0008683	XP_060427072.1	XP_036493187.1
OG0008684	XP_060427071.1	XP_036493796.1
OG0008685	XP_060427069.1	XP_036493794.1
OG0008686	XP_060427067.1	XP_036493800.1
OG0008687	XP_060427065.1	XP_036493798.1
OG0008688	XP_060427064.1	XP_036493799.1
OG0008689	XP_060427063.1	XP_036493792.1
OG0008690	XP_060427062.1	XP_036493124.1
OG0008691	XP_060427061.1	XP_036493123.1
OG0008692	XP_060427060.1	XP_036493126.1
OG0008693	XP_060427059.1	XP_036493125.1
OG0008694	XP_060427058.1	XP_036493120.1
OG0008695	XP_060427057.1	XP_036493119.1
OG0008696	XP_060427056.1	XP_036493122.1
OG0008697	XP_060427055.1	XP_036493121.1
OG0008698	XP_060427050.1	XP_036492882.1
OG0008699	XP_060427049.1	XP_036492885.1
OG0008700	XP_060427048.1	XP_036492884.1
