Orthogroup	Colletotrichum_siamense	Colletotrichum_fructicola
OG0010693	XP_036488507.1	XP_031876421.1
OG0010694	XP_036487996.1	XP_066007522.1
OG0010695	XP_036498304.1	XP_066009413.1
OG0010696	XP_036499276.1	XP_031876813.1
OG0010698	XP_036500042.1	XP_031876138.2
OG0010699	XP_036499706.1	XP_031885559.1
OG0010700	XP_036500738.1	XP_031885712.1
OG0010701	XP_036500214.1	XP_031885655.1
OG0010703	XP_036499768.1	XP_031885830.1
OG0010704	XP_036499146.1	XP_031885577.1
OG0010705	XP_036499550.1	XP_066009848.1
OG0010706	XP_036499556.1	XP_031885729.1
OG0010707	XP_036499554.1	XP_031885731.1
OG0010709	XP_036499670.1	XP_031885677.1
OG0010710	XP_036500707.1	XP_031885696.1
OG0010711	XP_036499280.1	XP_031885658.1
OG0010712	XP_036497537.1	XP_066009342.1
OG0010713	XP_036497700.1	XP_031886846.2
OG0010714	XP_036498603.1	XP_031886844.1
OG0010715	XP_036498756.1	XP_066009502.1
OG0010716	XP_036498436.1	XP_031887018.1
OG0010717	XP_036497436.1	XP_031887117.1
OG0010718	XP_036500753.1	XP_031878034.1
OG0010720	XP_036498811.1	XP_031888902.1
OG0010722	XP_036497953.1	XP_031889044.1
OG0010723	XP_036497585.1	XP_031881094.1
OG0010724	XP_036497058.1	XP_031881048.1
OG0010725	XP_036497580.1	XP_031881013.1
OG0010726	XP_036498745.1	XP_031881049.1
OG0010727	XP_036498293.1	XP_066009392.1
OG0010728	XP_036498106.1	XP_031877467.1
OG0010729	XP_036497361.1	XP_066009532.1
OG0010730	XP_036497806.1	XP_031887501.1
OG0010731	XP_036489345.1	XP_031880312.1
OG0010732	XP_036498212.1	XP_031888802.1
OG0010733	XP_036498373.1	XP_031888806.1
OG0010734	XP_036498098.1	XP_031888805.2
OG0010735	XP_036497644.1	XP_031888961.2
OG0010736	XP_036498374.1	XP_031888960.1
OG0010738	XP_036497471.1	XP_031888702.1
OG0010739	XP_036497472.1	XP_031888739.1
OG0010743	XP_036501080.1	XP_031877425.1
OG0010744	XP_036498090.1	XP_031888668.1
OG0010745	XP_036497630.1	XP_031888867.1
OG0010746	XP_036497629.1	XP_031888866.2
OG0010747	XP_036497634.1	XP_031888650.1
OG0010749	XP_036497626.1	XP_031888868.1
OG0010751	XP_036494867.1	XP_031893181.1
OG0010752	XP_036498654.1	XP_031889021.1
OG0010753	XP_036498749.1	XP_031889027.1
OG0010754	XP_036497783.1	XP_031889029.2
OG0010755	XP_036498482.1	XP_031889047.1
OG0010756	XP_036498552.1	XP_031889048.1
OG0010758	XP_036489475.1	XP_031888281.1
OG0010759	XP_036490927.1	XP_031892300.1
OG0010760	XP_036498799.1	XP_031877523.1
OG0010761	XP_036498358.1	XP_066009296.1
OG0010762	XP_036498355.1	XP_031889031.2
OG0010763	XP_036496209.1	XP_031892216.1
OG0010765	XP_036494383.1	XP_031893331.1
OG0010766	XP_036497012.1	XP_031891949.1
OG0010767	XP_036497039.1	XP_031882247.1
OG0010768	XP_036500316.1	XP_031885958.1
OG0010769	XP_036489394.1	XP_031880265.2
OG0010771	XP_036498462.1	XP_031881084.1
OG0010772	XP_036497918.1	XP_031881080.1
OG0010773	XP_036489811.1	XP_031892676.2
OG0010775	XP_036489205.1	XP_031892837.1
OG0010776	XP_036490115.1	XP_031892834.1
OG0010777	XP_036489788.1	XP_031892512.1
OG0010778	XP_036489350.1	XP_031880278.1
OG0010779	XP_036489955.1	XP_066009197.1
OG0010780	XP_036489076.1	XP_031880254.2
OG0010781	XP_036489948.1	XP_031880229.1
OG0010783	XP_036490021.1	XP_031880318.1
OG0010785	XP_036491420.1	XP_031890263.1
OG0010786	XP_036489276.1	XP_031880218.1
OG0010787	XP_036489253.1	XP_031880219.1
OG0010788	XP_036489803.1	XP_031889102.1
OG0010789	XP_036489837.1	XP_031880297.1
OG0010790	XP_036489801.1	XP_031889097.1
OG0010792	XP_036492970.1	XP_031876895.1
OG0010793	XP_036491513.1	XP_031890142.1
OG0010794	XP_036492680.1	XP_031877353.1
OG0010795	XP_036492681.1	XP_031877330.1
OG0010796	XP_036492677.1	XP_031877351.1
OG0010797	XP_036492686.1	XP_066007824.1
OG0010799	XP_036493797.1	XP_031877643.1
OG0010800	XP_036493118.1	XP_031877630.1
OG0010801	XP_036492881.1	XP_031877672.1
OG0010802	XP_036493017.1	XP_031877648.1
OG0010803	XP_036493621.1	XP_031876509.1
OG0010804	XP_036493059.1	XP_031876503.1
OG0010805	XP_036493700.1	XP_031876504.1
OG0010806	XP_036493701.1	XP_066007646.1
OG0010807	XP_036492921.1	XP_066007647.1
OG0010808	XP_036493615.1	XP_031876498.1
OG0010809	XP_036500135.1	XP_031886049.1
OG0010810	XP_036488720.1	XP_031890858.1
OG0010812	XP_036499173.1	XP_066008579.1
OG0010813	XP_036500232.1	XP_031885998.1
OG0010814	XP_036499046.1	XP_031886106.1
OG0010815	XP_036499167.1	XP_031885981.1
OG0010816	XP_036499163.1	XP_031886135.2
OG0010817	XP_036500350.1	XP_031886136.1
OG0010821	XP_036499306.1	XP_031885892.1
OG0010822	XP_036499349.1	XP_031886087.1
OG0010823	XP_036499348.1	XP_031886083.2
OG0010824	XP_036499478.1	XP_031886081.1
OG0010826	XP_036499347.1	XP_031885888.1
OG0010827	XP_036496532.1	XP_031891824.1
OG0010828	XP_036500585.1	XP_031885922.2
OG0010829	XP_036500463.1	XP_066008555.1
OG0010831	XP_036491755.1	XP_031884662.1
OG0010832	XP_036491498.1	XP_031884577.1
OG0010833	XP_036500027.1	XP_031886159.1
OG0010834	XP_036491501.1	XP_031884477.1
OG0010837	XP_036489466.1	XP_031889193.1
OG0010838	XP_036490089.1	XP_031889406.1
OG0010839	XP_036492891.1	XP_066007679.1
OG0010841	XP_036488681.1	XP_031890912.1
OG0010842	XP_036502079.1	XP_031882932.1, XP_066009994.1
OG0010843	XP_036501243.1	XP_031891617.1
OG0010844	XP_036495467.1	XP_031891693.1
OG0010845	XP_036495886.1	XP_031881952.1
OG0010846	XP_036496776.1	XP_031882070.1
OG0010847	XP_036496773.1	XP_031882069.2
OG0010848	XP_036496770.1	XP_031876280.1
OG0010850	XP_036491414.1	XP_031879635.1
OG0010851	XP_036495989.1	XP_031881982.1
OG0010853	XP_036496835.1	XP_031882052.1
OG0010854	XP_036496334.1	XP_066008651.1
OG0010855	XP_036495732.1	XP_031882057.1
OG0010856	XP_036496627.1	XP_031882017.1
OG0010857	XP_036495738.1	XP_031882022.1
OG0010858	XP_036496693.1	XP_031882111.1
OG0010859	XP_036496692.1	XP_031882011.1
OG0010861	XP_036495598.1	XP_066008585.1
OG0010863	XP_036496558.1	XP_031882066.1
OG0010864	XP_036496560.1	XP_031882064.1
OG0010865	XP_036495659.1	XP_066008880.1
OG0010866	XP_036495655.1	XP_066008725.1
OG0010868	XP_036501785.1	XP_031890407.2
OG0010869	XP_036502122.1	XP_031890405.1
OG0010870	XP_036500968.1	XP_031890352.2
OG0010871	XP_036500963.1	XP_031890456.1
OG0010872	XP_036501429.1	XP_031890666.1
OG0010873	XP_036501983.1	XP_031890662.1
OG0010875	XP_036501424.1	XP_031890687.2
OG0010876	XP_036502917.1	XP_031890470.1
OG0010877	XP_036502163.1	XP_031890642.1
OG0010878	XP_036501925.1	XP_031890640.1
OG0010879	XP_036501065.1	XP_031890533.1
OG0010880	XP_036501069.1	XP_031890535.1
OG0010881	XP_036502025.1	XP_066009978.1
OG0010882	XP_036502492.1	XP_031890677.1
OG0010883	XP_036502171.1	XP_031890492.1
OG0010884	XP_036496139.1	XP_031876949.2
OG0010885	XP_036496797.1	XP_031877778.1
OG0010887	XP_036496864.1	XP_031877799.1
OG0010888	XP_036495832.1	XP_066008717.1
OG0010889	XP_036496638.1	XP_031877791.1
OG0010890	XP_036496643.1	XP_031877808.1
OG0010891	XP_036502769.1	XP_066009983.1
OG0010893	XP_036502843.1	XP_031884336.1
OG0010894	XP_036502845.1	XP_031884331.1
OG0010895	XP_036502844.1	XP_031884329.1
OG0010896	XP_036501652.1	XP_031877221.1
OG0010897	XP_036501658.1	XP_031877201.1
OG0010898	XP_036501601.1	XP_031877212.2
OG0010899	XP_036501604.1	XP_031877199.2
OG0010900	XP_036501607.1	XP_031877196.1
OG0010902	XP_036502653.1	XP_031877183.1
OG0010903	XP_036502652.1	XP_031877174.1
OG0010904	XP_036501354.1	XP_031877172.1
OG0010905	XP_036501430.1	XP_031886233.2
OG0010906	XP_036502453.1	XP_031886487.1
OG0010907	XP_036501873.1	XP_031886436.2
OG0010908	XP_036494519.1	XP_031893139.1
OG0010909	XP_036500940.1	XP_031886459.1
OG0010910	XP_036501102.1	XP_031886270.1
OG0010912	XP_036501978.1	XP_031886307.2
OG0010913	XP_036502622.1	XP_031886324.1
OG0010914	XP_036493738.1	XP_066007059.1
OG0010915	XP_036493739.1	XP_031883766.1
OG0010916	XP_036501762.1	XP_031886261.1
OG0010917	XP_036502808.1	XP_066009927.1
OG0010918	XP_036502233.1	XP_031886232.2
OG0010919	XP_036502195.1	XP_031886371.1
OG0010920	XP_036501008.1	XP_031886298.1
OG0010921	XP_036495955.1	XP_031879001.1
OG0010922	XP_036494169.1	XP_031882656.1
OG0010923	XP_036502885.1	XP_031884134.1
OG0010924	XP_036496047.1	XP_031878994.1
OG0010925	XP_036493737.1	XP_031883922.1
OG0010926	XP_036488793.1	XP_031877283.1
OG0010928	XP_036495852.1	XP_031885224.1
OG0010929	XP_036495856.1, XP_036488187.1	XP_031890801.1
OG0010930	XP_036496851.1	XP_031885261.1
OG0010931	XP_036496009.1	XP_031885046.1
OG0010932	XP_036489244.1	XP_031889279.1
OG0010933	XP_036499647.1	XP_066008577.1
OG0010934	XP_036495548.1	XP_031885279.1
OG0010936	XP_036488211.1	XP_031891105.1
OG0010937	XP_036499964.1	XP_031877970.1
OG0010938	XP_036499060.1	XP_031883718.1
OG0010939	XP_036490939.1	XP_066008308.1, XP_031880215.1, XP_031891026.1
OG0010940	XP_036489125.1	XP_031889420.1
OG0010941	XP_036494909.1	XP_031878743.1
OG0010942	XP_036494806.1	XP_031877134.1
OG0010943	XP_036499588.1	XP_031881859.1
OG0010944	XP_036501459.1	XP_031879295.1
OG0010945	XP_036499861.1	XP_031883487.1
OG0010946	XP_036494041.1	XP_031879012.1
OG0010947	XP_036493993.1	XP_031879043.1
OG0010948	XP_036493610.1	XP_031878487.1
OG0010949	XP_036488870.1	XP_031879197.1
OG0010950	XP_036500718.1	XP_066008484.1
OG0010951	XP_036497600.1	XP_031888826.1
OG0010952	XP_036492072.1	XP_031879641.1
OG0010953	XP_036493578.1	XP_031883861.1
OG0010954	XP_036498751.1	XP_031888831.1
OG0010955	XP_036497762.1	XP_066009493.1
OG0010956	XP_036502593.1	XP_031884106.1
OG0010957	XP_036501701.1	XP_031891421.2
OG0010958	XP_036493560.1	XP_031884922.1
OG0010959	XP_036498357.1	XP_031889033.1
OG0010960	XP_036489611.1	XP_031889347.1
OG0010961	XP_036489043.1	XP_031889247.1
OG0010962	XP_036490058.1	XP_031889140.1
OG0010964	XP_036496329.1	XP_066008723.1
OG0010965	XP_036488207.1, XP_036488657.1	XP_031891060.1
OG0010966	XP_036496708.1	XP_031883203.1
OG0010967	XP_036493971.1	XP_031893563.1
OG0010968	XP_036488520.1	XP_031890728.1
OG0010969	XP_036490839.1	XP_031875792.1
OG0010970	XP_036500727.1	XP_066008422.1
OG0010971	XP_036499180.1	XP_031882547.1
OG0010972	XP_036488024.1	XP_031876683.2
OG0010973	XP_036488404.1	XP_066007377.1
OG0010974	XP_036494731.1	XP_031893570.1
OG0010975	XP_036488374.1	XP_031883314.1
OG0010976	XP_036492792.1	XP_031883819.1
OG0010977	XP_036491374.1	XP_031879585.1
OG0010978	XP_036493840.1	XP_031877620.1
OG0010979	XP_036491622.1	XP_066008030.1
OG0010980	XP_036488666.1	XP_031883380.2
OG0010981	XP_036496224.1	XP_031886530.1
OG0010982	XP_036494925.1	XP_031885439.1
OG0010983	XP_036497620.1	XP_031880687.1
OG0010984	XP_036499302.1	XP_031885944.1
OG0010985	XP_036499240.1, XP_036499241.1	XP_031885966.1
OG0010986	XP_036490904.1	XP_031880443.1
OG0010987	XP_036487998.1	XP_031890717.1
OG0010989	XP_036498895.1	XP_031887066.1
OG0010990	XP_036502529.1	XP_031882725.1
OG0010991	XP_036501865.1	XP_031888565.1
OG0010992	XP_036489287.1	XP_031892566.1
OG0010993	XP_036489851.1	XP_031892567.2
OG0010994	XP_036489232.1	XP_031892377.1
OG0010995	XP_036487775.1, XP_036487752.1	XP_066006790.1, XP_066007730.1, XP_066006918.1, XP_066008090.1
OG0010996	XP_036487796.1	XP_066006949.1, XP_031875262.1
OG0010996	XP_036498213.1	XP_031888808.1
OG0010997	XP_036494509.1	XP_031879092.1
OG0010997	XP_036487791.1	XP_031875346.1, XP_066007593.1, XP_066007774.1
OG0010998	XP_036488457.1	XP_031891095.1, XP_031875366.1
OG0010999	XP_036491631.1	XP_031875378.2, XP_031877604.1, XP_066008032.1
OG0011000	XP_036500868.1	XP_031883756.1
OG0011000	XP_036501394.1	XP_031875555.1
OG0011001	XP_036502328.1	XP_066009800.1
OG0011003	XP_036492741.1	XP_031875928.1
OG0011003	XP_036495720.1	XP_031875902.1
OG0011004	XP_036500908.1	XP_031876124.2
OG0011005	XP_036499332.1	XP_031876457.2
OG0011006	XP_036500407.1	XP_031876469.1
OG0011007	XP_036493513.1	XP_031876886.1
OG0011008	XP_036488045.1	XP_031877245.1
OG0011008	XP_036491447.1	XP_031884595.2
OG0011009	XP_036494937.1	XP_031879034.2
OG0011009	XP_036497081.1	XP_031877517.2
OG0011010	XP_036500874.1	XP_031878055.1
OG0011011	XP_036499304.1	XP_031885946.1
OG0011011	XP_036497229.1	XP_031878816.1
OG0011012	XP_036491898.1	XP_031889605.1
OG0011012	XP_036494898.1, XP_036497417.1	XP_031878869.2
OG0011013	XP_036490249.1	XP_031881562.1
OG0011013	XP_036494227.1	XP_031879122.1
OG0011014	XP_036488775.1	XP_031879144.1
OG0011015	XP_036502401.1	XP_031879346.1
OG0011016	XP_036491632.1	XP_031879592.2
OG0011016	XP_036493052.1	XP_031881473.1
OG0011017	XP_036489835.1	XP_031880214.1
OG0011018	XP_036489321.1	XP_031880292.1
OG0011018	XP_036490945.1	XP_066008240.1
OG0011020	XP_036497623.1	XP_031880632.1
OG0011020	XP_036499243.1	XP_031886126.2
OG0011021	XP_036499246.1	XP_031886125.1
OG0011021	XP_036497624.1	XP_031880754.1
OG0011022	XP_036488709.1	XP_031880917.1
OG0011023	XP_036497185.1	XP_031881024.1
OG0011023	XP_036490129.1	XP_031889387.1
OG0011024	XP_036500497.1	XP_031881234.1
OG0011024	XP_036499639.1	XP_031881764.1
OG0011025	XP_036493807.1	XP_031883818.1
OG0011026	XP_036493588.1	XP_031883967.1
OG0011027	XP_036500937.1	XP_066009719.1
OG0011028	XP_036493505.1	XP_031884893.1
OG0011029	XP_036496676.1	XP_031885026.2
OG0011029	XP_036496678.1	XP_031885112.1
OG0011030	XP_036496724.1	XP_031885109.1
OG0011031	XP_036491412.1, XP_036501938.1	XP_031886247.1
OG0011032	XP_036499932.1	XP_031886424.1
OG0011033	XP_036498720.1	XP_031887785.1
OG0011033	XP_036496226.1	XP_031891695.1
OG0011034	XP_036491217.1	XP_031887953.1
OG0011035	XP_036497684.1	XP_031888995.1
OG0011035	XP_036493311.1	XP_031888943.1
OG0011036	XP_036498782.1	XP_031888972.2
OG0011037	XP_036491911.1	XP_031889689.1
OG0011039	XP_036491959.1	XP_031890114.1
OG0011040	XP_036491550.1	XP_031890178.1
OG0011040	XP_036496235.1	XP_031891701.1
OG0011042	XP_036496170.1	XP_031891953.1
OG0011042	XP_036496176.1	XP_031891959.1
OG0011046	XP_036492422.1	XP_066007869.1
OG0011047	XP_036496274.1	XP_066008783.1
OG0011047	XP_036492542.1	XP_066007880.1
OG0011048	XP_036500016.1	XP_066008518.1
OG0011048	XP_036495730.1	XP_066008856.1
OG0011049	XP_036496337.1	XP_066008742.1
OG0011055	XP_036489383.1	XP_031889345.1
OG0011056	XP_036498129.1	XP_031880547.1
OG0011062	XP_036500197.1	XP_031883668.2
OG0011063	XP_036498778.1	XP_031887674.1
OG0011064	XP_036498770.1	XP_031887490.1
OG0011065	XP_036495081.1	XP_031893311.1
OG0011067	XP_036498611.1	XP_066009382.1
OG0011068	XP_036491178.1	XP_031892882.1
OG0011069	XP_036491188.1	XP_031876097.1
OG0011070	XP_036501906.1	XP_031884275.2
OG0011071	XP_036501903.1	XP_031884270.1
OG0011072	XP_036501904.1	XP_031884271.1
OG0011073	XP_036501898.1	XP_066009713.1
OG0011074	XP_036501899.1	XP_031884302.1
OG0011075	XP_036501900.1	XP_031884301.1
OG0011076	XP_036500997.1	XP_031884303.1
OG0011077	XP_036501003.1	XP_031884092.1
OG0011078	XP_036501006.1	XP_031884094.1
OG0011079	XP_036497251.1	XP_031887463.2
OG0011080	XP_036498152.1	XP_031878615.1
OG0011081	XP_036498153.1	XP_031878599.1
OG0011082	XP_036490330.1	XP_031892332.1
OG0011084	XP_036493754.1	XP_031883806.2
OG0011086	XP_036497919.1	XP_031878578.1
OG0011087	XP_036492218.1	XP_031889937.1
OG0011088	XP_036501991.1	XP_031888356.2
OG0011089	XP_036494817.1	XP_031882536.1
OG0011090	XP_036502247.1	XP_031877822.1
OG0011092	XP_036495398.1	XP_031891697.2
OG0011093	XP_036501246.1	XP_031882764.1
OG0011094	XP_036502690.1	XP_066009853.1
OG0011096	XP_036489750.1	XP_031889484.1
OG0011097	XP_036501342.1	XP_031888337.1
OG0011099	XP_036491630.1	XP_031884440.1
OG0011100	XP_036490534.1	XP_031881603.2
OG0011101	XP_036490580.1	XP_031881581.2
OG0011102	XP_036491910.1	XP_031889901.1
OG0011103	XP_036496999.1	XP_031878403.1
OG0011104	XP_036496819.1	XP_031883228.1
OG0011105	XP_036496487.1	XP_066008780.1
OG0011107	XP_036491004.1	XP_031892311.1
OG0011108	XP_036495847.1	XP_066008667.1
OG0011109	XP_036494009.1	XP_031885864.1
OG0011111	XP_036493973.1	XP_031893561.1
OG0011112	XP_036494934.1	XP_031890253.1
OG0011113	XP_036500606.1	XP_031876336.1
OG0011114	XP_036491244.1	XP_031878182.1, XP_031875790.1
OG0011115	XP_036499323.1	XP_031883674.1
OG0011116	XP_036502335.1	XP_031878219.1
OG0011117	XP_036498750.1	XP_031888832.1
OG0011119	XP_036499222.1	XP_031883753.1
OG0011120	XP_036500278.1	XP_031883464.1
OG0011121	XP_036500276.1	XP_031883462.1
OG0011122	XP_036498475.1	XP_066009486.1
OG0011124	XP_036498976.1	XP_031877976.1
OG0011126	XP_036488679.1	XP_031880164.1
OG0011127	XP_036488678.1	XP_031880166.1
OG0011128	XP_036488427.1	XP_031890946.1
OG0011129	XP_036499033.1	XP_031876832.1
OG0011130	XP_036496085.1	XP_066008680.1
OG0011131	XP_036502659.1	XP_031879971.1
OG0011132	XP_036498924.1	XP_031881043.1
OG0011133	XP_036497190.1	XP_031880966.1
OG0011134	XP_036488916.1	XP_031880824.1
OG0011140	XP_036496393.1	XP_031885246.1
OG0011141	XP_036499449.1	XP_031878289.1
OG0011142	XP_036496877.1	XP_031892265.1
OG0011143	XP_036494049.1	XP_031879029.1
OG0011145	XP_036501316.1	XP_031878196.2
OG0011146	XP_036493469.1	XP_031884788.1
OG0011147	XP_036502361.1	XP_031882736.1
OG0011148	XP_036501660.1	XP_031888528.1
OG0011149	XP_036493901.1	XP_066007574.1
OG0011150	XP_036490670.1	XP_031877729.1
OG0011152	XP_036492972.1	XP_031879690.1
OG0011153	XP_036490960.1	XP_031892761.1
OG0011155	XP_036495484.1	XP_031886705.1
OG0011156	XP_036490704.1	XP_031892375.1
OG0011159	XP_036494837.1	XP_031878713.1
OG0011160	XP_036491691.1	XP_031879608.1
OG0011162	XP_036492114.1	XP_066008017.1
OG0011164	XP_036499579.1	XP_031876353.1
OG0011165	XP_036494820.1	XP_066007241.1
OG0011166	XP_036491707.1	XP_031884652.2
OG0011168	XP_036489221.1	XP_066008915.1
OG0011169	XP_036498717.1	XP_066009520.1
OG0011174	XP_036494814.1	XP_031882566.1
OG0011176	XP_036494054.1	XP_066007339.1
OG0011177	XP_036493793.1	XP_031877612.1
OG0011178	XP_036490048.1	XP_031889305.1
OG0011180	XP_036490059.1	XP_031889338.1
OG0011183	XP_036488707.1	XP_066007425.1
OG0011184	XP_036497492.1	XP_031881033.1
OG0011185	XP_036491670.1	XP_031890612.1
OG0011186	XP_036492487.1	XP_031886745.1
OG0011188	XP_036501591.1	XP_031891252.1
OG0011189	XP_036491836.1	XP_031886682.1
OG0011191	XP_036501167.1	XP_031878212.1
OG0011192	XP_036493161.1	XP_031883874.1
OG0011193	XP_036497733.1	XP_066009439.1
OG0011194	XP_036489992.1	XP_031889220.1
OG0011195	XP_036493255.1	XP_031884017.1
OG0011196	XP_036493256.1	XP_031883911.1
OG0011197	XP_036493677.1	XP_031883898.1
OG0011198	XP_036491470.1	XP_066008005.1
OG0011199	XP_036492057.1	XP_031876034.2
OG0011200	XP_036493136.1	XP_031883914.1
OG0011202	XP_036501734.1	XP_031891145.1
OG0011203	XP_036500321.1	XP_031875691.1
OG0011204	XP_036498207.1	XP_031880962.1
OG0011205	XP_036493696.1	XP_031881497.1
OG0011207	XP_036502096.1	XP_031877405.1
OG0011210	XP_036493086.1	XP_066007805.1
OG0011211	XP_036494706.1	XP_031879062.1
OG0011212	XP_036494514.1	XP_031893477.1
OG0011213	XP_036489280.1	XP_031875672.1
OG0011214	XP_036501274.1	XP_031888494.1
OG0011216	XP_036501061.1	XP_066009675.1
OG0011218	XP_036491481.1	XP_031890545.1
OG0011221	XP_036490809.1	XP_031888034.1
OG0011222	XP_036497165.1	XP_031888834.1
OG0011224	XP_036488406.1	XP_031878114.1
OG0011226	XP_036495791.1	XP_066008863.1
OG0011227	XP_036488822.1	XP_066007444.1
OG0011231	XP_036501675.1	XP_031879894.1
OG0011232	XP_036496432.1	XP_066008785.1
OG0011236	XP_036491871.1	XP_031884522.1
OG0011237	XP_036501730.1	XP_031891406.1
OG0011238	XP_036501726.1	XP_031883785.1, XP_066009817.1
OG0011240	XP_036501807.1	XP_031891394.1
OG0011241	XP_036501808.1	XP_031891653.1
OG0011242	XP_036501886.1	XP_031891442.1
OG0011245	XP_036500025.1	XP_031886100.2
OG0011246	XP_036496582.1	XP_066008593.1
OG0011248	XP_036495583.1	XP_031892169.1
OG0011249	XP_036495621.1	XP_066008763.1
OG0011250	XP_036499810.1	XP_031881892.1
OG0011251	XP_036495544.1	XP_031885275.1
OG0011252	XP_036502204.1	XP_031891141.2
OG0011254	XP_036488005.1	XP_031880031.1
OG0011255	XP_036495322.1	XP_031878961.1
OG0011257	XP_036490473.1	XP_031888103.1
OG0011258	XP_036498196.1	XP_031877483.1
OG0011259	XP_036498195.1	XP_031877473.1
OG0011260	XP_036498188.1	XP_031877529.1
OG0011261	XP_036498797.1	XP_031877521.1
OG0011262	XP_036499395.1	XP_031881264.1
OG0011268	XP_036493273.1	XP_031884741.2
OG0011270	XP_036491569.1	XP_031879587.1
OG0011271	XP_036493628.1	XP_066007573.1
OG0011272	XP_036493689.1	XP_031884937.1
OG0011273	XP_036492819.1	XP_031884762.1
OG0011274	XP_036492693.1	XP_031881501.1
OG0011275	XP_036488537.1	XP_031880115.1
OG0011276	XP_036491282.1	XP_031888183.1
OG0011279	XP_036493373.1	XP_031884960.1
OG0011280	XP_036500273.1	XP_031883635.1
OG0011282	XP_036500949.1	XP_066009753.1
OG0011283	XP_036500323.1	XP_066009794.1
OG0011284	XP_036490657.1	XP_031881656.1
OG0011286	XP_036501377.1	XP_031888328.1
OG0011287	XP_036500176.1	XP_031881814.1
OG0011288	XP_036491705.1	XP_031884498.1
OG0011291	XP_036489795.1	XP_031889094.1
OG0011292	XP_036502111.1	XP_031877090.1
OG0011293	XP_036501097.1	XP_031879891.1
OG0011296	XP_036488588.1	XP_031890709.1
OG0011297	XP_036491617.1	XP_031889873.1
OG0011298	XP_036488016.1	XP_031890719.1
OG0011299	XP_036488651.1	XP_031890988.1
OG0011302	XP_036492727.1	XP_031892686.1
OG0011308	XP_036499925.1	XP_031885473.1
OG0011310	XP_036499782.1	XP_031885491.1
OG0011311	XP_036498221.1	XP_031887078.1
OG0011312	XP_036497860.1	XP_031886855.1
OG0011316	XP_036491985.1	XP_031884568.1
OG0011317	XP_036496400.1	XP_031883179.1
OG0011318	XP_036494245.1	XP_031880230.1, XP_031893367.1
OG0011321	XP_036489435.1	XP_031889157.1
OG0011323	XP_036491225.1	XP_031880430.1
OG0011324	XP_036491983.1	XP_031884570.1
OG0011327	XP_036487849.1	XP_066006989.1
OG0011328	XP_036494278.1	XP_031878669.1
OG0011331	XP_036495703.1	XP_031892176.1
OG0011332	XP_036498080.1	XP_066009433.1
OG0011333	XP_036495699.1	XP_031892205.1
OG0011334	XP_036493663.1	XP_031881355.1
OG0011335	XP_036491452.1	XP_031884589.1
OG0011336	XP_036496667.1	XP_031891889.1
OG0011337	XP_036496664.1	XP_031892179.1
OG0011338	XP_036495596.1	XP_031892058.1
OG0011340	XP_036491287.1	XP_031881527.1
OG0011341	XP_036495629.1	XP_031892128.1
OG0011342	XP_036498854.1	XP_031882297.1
OG0011343	XP_036498817.1	XP_031882310.1
OG0011344	XP_036498587.1	XP_031882229.1
OG0011345	XP_036498722.1	XP_031887622.2
OG0011346	XP_036498391.1	XP_031882213.1
OG0011347	XP_036497993.1	XP_031882259.2
OG0011348	XP_036489018.1	XP_031878170.1
OG0011349	XP_036493925.1	XP_066009228.1
OG0011350	XP_036501907.1	XP_031879284.2
OG0011351	XP_036496192.1	XP_031883187.1
OG0011352	XP_036495365.1	XP_031883021.1
OG0011354	XP_036495765.1	XP_031885161.1
OG0011358	XP_036491779.1	XP_031884445.1
OG0011360	XP_036494800.1	XP_031893342.1
OG0011364	XP_036494180.1	XP_031893291.1
OG0011366	XP_036489095.1	XP_031882458.2
OG0011367	XP_036489823.1	XP_066007164.1
OG0011368	XP_036489156.1	XP_031882523.1
OG0011372	XP_036489991.1	XP_031882387.2
OG0011373	XP_036494561.1	XP_031892887.1
OG0011374	XP_036494562.1	XP_031892886.1
OG0011375	XP_036494563.1	XP_066009223.1
OG0011376	XP_036489144.1	XP_031887350.1
OG0011378	XP_036489489.1	XP_031887289.1
OG0011381	XP_036489365.1	XP_031887264.1
OG0011382	XP_036489970.1	XP_031887410.1
OG0011383	XP_036502089.1	XP_031884323.1
OG0011388	XP_036495551.1	XP_031882979.2
OG0011389	XP_036499892.1	XP_031881294.1
OG0011390	XP_036500841.1	XP_031881206.1
OG0011391	XP_036494852.1	XP_031879084.1
OG0011393	XP_036488673.1	XP_031880090.1
OG0011394	XP_036489002.1	XP_031891121.1
OG0011396	XP_036494243.1	XP_031893370.1
OG0011397	XP_036489313.1	XP_031880332.2
OG0011399	XP_036488155.1	XP_031890854.2
OG0011400	XP_036500555.1	XP_031881201.1
OG0011401	XP_036491240.1	XP_066008127.1
OG0011403	XP_036490813.1	XP_066008262.1
OG0011404	XP_036488110.1	XP_031890995.1
OG0011405	XP_036501037.1	XP_031879925.1
OG0011406	XP_036490471.1	XP_031887891.1
OG0011407	XP_036491132.1	XP_031888026.1
OG0011409	XP_036494170.1	XP_031882652.1
OG0011410	XP_036494415.1	XP_031882668.1
OG0011411	XP_036494928.1	XP_031882573.1
OG0011412	XP_036498930.1	XP_031881078.1
OG0011413	XP_036491471.1	XP_031875875.1
OG0011414	XP_036491991.1	XP_031884567.2
OG0011415	XP_036495212.1	XP_031879056.1
OG0011416	XP_036495000.1	XP_066009014.1
