Orthogroup	Colletotrichum_siamense	Colletotrichum_gloeosporioides
OG0010345	XP_036489137.1	XP_045268031.1
OG0010346	XP_036489136.1	XP_045268030.1
OG0010347	XP_036489681.1	XP_045268029.1
OG0010348	XP_036499002.1	XP_045269140.1
OG0010349	XP_036499591.1	XP_045269154.1
OG0010350	XP_036499980.1	XP_045256989.1
OG0010352	XP_036499872.1	XP_045264642.1
OG0010353	XP_036490725.1	XP_045256287.1
OG0010357	XP_036494007.1	XP_045260052.1
OG0010360	XP_036495199.1	XP_045260040.1
OG0010361	XP_036500260.1	XP_045257133.1
OG0010362	XP_036495089.1	XP_045259995.1
OG0010363	XP_036500257.1	XP_045257137.1
OG0010364	XP_036494402.1	XP_045259993.1
OG0010365	XP_036496270.1	XP_045268905.1
OG0010366	XP_036494083.1	XP_045263182.1
OG0010370	XP_036494140.1	XP_045263162.1
OG0010372	XP_036500092.1	XP_045259810.1
OG0010373	XP_036500095.1	XP_045259808.1
OG0010375	XP_036499135.1	XP_045259798.1
OG0010378	XP_036499989.1	XP_045259768.1
OG0010379	XP_036499985.1	XP_045259764.1
OG0010382	XP_036499823.1	XP_045259703.1
OG0010383	XP_036499499.1	XP_045258574.1
OG0010384	XP_036500662.1	XP_045259681.1
OG0010385	XP_036499879.1	XP_045269430.1
OG0010394	XP_036491786.1	XP_045266673.1
OG0010399	XP_036492270.1	XP_045262091.1
OG0010400	XP_036492197.1	XP_045262082.1
OG0010401	XP_036492194.1	XP_045262077.1
OG0010405	XP_036492967.1	XP_045258992.1
OG0010406	XP_036501235.1	XP_045257095.1
OG0010407	XP_036502019.1	XP_045267784.1
OG0010408	XP_036501015.1	XP_045267777.1
OG0010409	XP_036488541.1	XP_045256900.1
OG0010410	XP_036488421.1	XP_045256899.1
OG0010412	XP_036502332.1	XP_045267704.1
OG0010413	XP_036501450.1	XP_045267738.1
OG0010414	XP_036501326.1	XP_045267685.1
OG0010415	XP_036502725.1	XP_045263910.1
OG0010416	XP_036502698.1	XP_045267826.1
OG0010417	XP_036502707.1	XP_045267827.1
OG0010418	XP_036501908.1	XP_045267831.1
OG0010419	XP_036501844.1	XP_045263905.1
OG0010420	XP_036501847.1	XP_045263902.1
OG0010421	XP_036501848.1	XP_045263901.1
OG0010422	XP_036501842.1	XP_045263907.1
OG0010429	XP_036489521.1	XP_045262321.1
OG0010430	XP_036498916.1	XP_045270421.1
OG0010431	XP_036498966.1	XP_045270410.1
OG0010432	XP_036497524.1	XP_045256658.1
OG0010435	XP_036497999.1	XP_045270379.1
OG0010436	XP_036498047.1	XP_045270354.1
OG0010438	XP_036497915.1	XP_045263697.1
OG0010440	XP_036498317.1	XP_045263688.1
OG0010441	XP_036497791.1	XP_045263672.1
OG0010447	XP_036496171.1	XP_045264755.1
OG0010448	XP_036496371.1	XP_045264815.1
OG0010449	XP_036495170.1	XP_045263099.1
OG0010450	XP_036492963.1	XP_045258996.1
OG0010451	XP_036494732.1	XP_045267255.1
OG0010453	XP_036494154.1	XP_045267248.1
OG0010454	XP_036494205.1	XP_045267224.1
OG0010455	XP_036494829.1	XP_045267221.1
OG0010457	XP_036489314.1	XP_045268127.1
OG0010458	XP_036494199.1	XP_045267229.1
OG0010459	XP_036494231.1	XP_045267206.1
OG0010460	XP_036494560.1	XP_045257548.1
OG0010461	XP_036494556.1	XP_045257553.1
OG0010462	XP_036494382.1	XP_045257557.1
OG0010463	XP_036494381.1	XP_045257558.1
OG0010465	XP_036495117.1	XP_045268624.1
OG0010466	XP_036495118.1	XP_045268625.1
OG0010467	XP_036495127.1	XP_045268636.1
OG0010468	XP_036497969.1	XP_045270536.1
OG0010472	XP_036494586.1	XP_045268748.1
OG0010474	XP_036494515.1	XP_045268769.1
OG0010475	XP_036495220.1	XP_045268775.1
OG0010476	XP_036494192.1	XP_045268797.1
OG0010477	XP_036494189.1	XP_045268796.1
OG0010478	XP_036494187.1	XP_045268803.1
OG0010479	XP_036494188.1	XP_045268802.1
OG0010480	XP_036494404.1	XP_045268801.1
OG0010481	XP_036494186.1	XP_045268800.1
OG0010482	XP_036494191.1	XP_045268798.1
OG0010483	XP_036495789.1	XP_045267122.1
OG0010484	XP_036494291.1	XP_045268827.1
OG0010485	XP_036494290.1	XP_045268829.1
OG0010486	XP_036495209.1	XP_045268815.1
OG0010487	XP_036494864.1	XP_045268788.1
OG0010488	XP_036492110.1	XP_045261823.1
OG0010489	XP_036494242.1	XP_045268842.1
OG0010490	XP_036494241.1	XP_045268843.1
OG0010491	XP_036500830.1	XP_045271066.1
OG0010492	XP_036494391.1	XP_045267565.1
OG0010493	XP_036494137.1	XP_045267558.1
OG0010494	XP_036497648.1	XP_045261782.1
OG0010495	XP_036497452.1	XP_045261781.1
OG0010496	XP_036494344.1	XP_045267542.1
OG0010499	XP_036494110.1	XP_045267530.1
OG0010500	XP_036494932.1	XP_045267502.1
OG0010501	XP_036494718.1	XP_045267498.1
OG0010502	XP_036488142.1	XP_045260891.1
OG0010503	XP_036488607.1	XP_045260853.1
OG0010504	XP_036488052.1	XP_045260848.1
OG0010506	XP_036488555.1	XP_045260829.1
OG0010507	XP_036488715.1	XP_045260828.1
OG0010511	XP_036488378.1	XP_045260807.1
OG0010512	XP_036488833.1	XP_045260799.1
OG0010513	XP_036488162.1	XP_045260785.1
OG0010515	XP_036488712.1	XP_045260776.1
OG0010516	XP_036488277.1	XP_045261083.1
OG0010517	XP_036498693.1	XP_045263431.1
OG0010518	XP_036493897.1	XP_045259084.1
OG0010519	XP_036500425.1	XP_045261696.1
OG0010520	XP_036490880.1	XP_045256768.1
OG0010521	XP_036493954.1	XP_045257540.1
OG0010522	XP_036488335.1	XP_045265995.1
OG0010523	XP_036490241.1	XP_045256351.1
OG0010524	XP_036489978.1	XP_045256957.1
OG0010527	XP_036494922.1	XP_045257813.1
OG0010529	XP_036494617.1	XP_045257835.1
OG0010530	XP_036495226.1	XP_045257842.1
OG0010534	XP_036495187.1	XP_045257858.1
OG0010535	XP_036495189.1	XP_045257862.1
OG0010536	XP_036494453.1	XP_045256080.1
OG0010537	XP_036489963.1	XP_045256936.1
OG0010539	XP_036490111.1	XP_045256940.1
OG0010543	XP_036494301.1	XP_045265661.1
OG0010545	XP_036495037.1	XP_045265674.1
OG0010546	XP_036495034.1	XP_045265679.1
OG0010547	XP_036494348.1	XP_045265687.1
OG0010549	XP_036498157.1	XP_045257634.1
OG0010550	XP_036498149.1	XP_045257636.1
OG0010551	XP_036498150.1	XP_045257637.1
OG0010552	XP_036498825.1	XP_045257642.1
OG0010553	XP_036498826.1	XP_045257644.1
OG0010554	XP_036498829.1	XP_045257645.1
OG0010555	XP_036498828.1	XP_045257646.1
OG0010556	XP_036498011.1	XP_045257647.1
OG0010557	XP_036498010.1	XP_045257648.1
OG0010558	XP_036498182.1	XP_045257649.1
OG0010559	XP_036497867.1	XP_045257651.1
OG0010560	XP_036492166.1	XP_045261970.1
OG0010561	XP_036492164.1	XP_045261969.1
OG0010562	XP_036492434.1	XP_045261976.1
OG0010563	XP_036492158.1	XP_045261973.1
OG0010564	XP_036491704.1	XP_045269472.1
OG0010567	XP_036496672.1	XP_045259463.1
OG0010569	XP_036495746.1	XP_045259494.1
OG0010570	XP_036493166.1	XP_045257774.1
OG0010571	XP_036489149.1	XP_045256979.1
OG0010572	XP_036496505.1	XP_045259514.1
OG0010574	XP_036495306.1	XP_045263202.1
OG0010575	XP_036491996.1	XP_045269722.1
OG0010576	XP_036501839.1	XP_045263900.1
OG0010577	XP_036498649.1	XP_045258495.1
OG0010578	XP_036498646.1	XP_045258496.1
OG0010580	XP_036491994.1	XP_045269720.1
OG0010581	XP_036492229.1	XP_045269801.1
OG0010582	XP_036492232.1	XP_045269797.1
OG0010583	XP_036492595.1	XP_045269766.1
OG0010584	XP_036491333.1	XP_045269767.1
OG0010585	XP_036491334.1	XP_045269768.1
OG0010587	XP_036491915.1	XP_045269763.1
OG0010588	XP_036498927.1	XP_045269013.1
OG0010589	XP_036492558.1	XP_045269749.1
OG0010591	XP_036492140.1	XP_045265116.1
OG0010592	XP_036499710.1	XP_045258700.1
OG0010593	XP_036492253.1	XP_045265134.1
OG0010594	XP_036492257.1	XP_045265136.1
OG0010595	XP_036491922.1	XP_045265137.1
OG0010596	XP_036492141.1	XP_045265117.1
OG0010597	XP_036491806.1	XP_045265049.1
OG0010599	XP_036492477.1	XP_045265021.1
OG0010600	XP_036491853.1	XP_045265024.1
OG0010601	XP_036492428.1	XP_045265035.1
OG0010602	XP_036496494.1	XP_045260463.1
OG0010603	XP_036491895.1	XP_045264380.1
OG0010605	XP_036492180.1	XP_045258241.1
OG0010606	XP_036493593.1	XP_045258984.1
OG0010607	XP_036493592.1	XP_045258985.1
OG0010608	XP_036499643.1	XP_045264638.1
OG0010609	XP_036492679.1	XP_045259042.1
OG0010610	XP_036493346.1	XP_045258990.1
OG0010611	XP_036493705.1	XP_045258969.1
OG0010612	XP_036492869.1	XP_045258968.1
OG0010613	XP_036493708.1	XP_045258966.1
OG0010615	XP_036492607.1	XP_045258947.1
OG0010618	XP_036493852.1	XP_045257776.1
OG0010619	XP_036497346.1	XP_045263380.1
OG0010620	XP_036493129.1	XP_045257768.1
OG0010623	XP_036493729.1	XP_045257741.1
OG0010624	XP_036495106.1	XP_045267493.1
OG0010625	XP_036491183.1	XP_045266510.1
OG0010626	XP_036493241.1	XP_045257734.1
OG0010629	XP_036493444.1	XP_045257722.1
OG0010630	XP_036492851.1	XP_045257727.1
OG0010631	XP_036495079.1	XP_045267572.1
OG0010632	XP_036495917.1	XP_045267353.1
OG0010633	XP_036493867.1	XP_045257714.1
OG0010634	XP_036491641.1	XP_045269485.1
OG0010635	XP_036500181.1	XP_045259830.1
OG0010636	XP_036488751.1	XP_045256878.1
OG0010638	XP_036493425.1	XP_045257307.1
OG0010640	XP_036496141.1	XP_045268858.1
OG0010642	XP_036493039.1	XP_045257329.1
OG0010645	XP_036490624.1	XP_045256085.1
OG0010646	XP_036491646.1	XP_045269480.1
OG0010648	XP_036488501.1	XP_045266268.1
OG0010649	XP_036489989.1	XP_045268179.1
OG0010651	XP_036488591.1	XP_045266225.1
OG0010652	XP_036488918.1	XP_045266219.1
OG0010653	XP_036488915.1	XP_045266220.1
OG0010654	XP_036488920.1	XP_045266213.1
OG0010655	XP_036488599.1	XP_045266212.1
OG0010656	XP_036488612.1	XP_045266211.1
OG0010657	XP_036487930.1	XP_045266210.1
OG0010662	XP_036488287.1	XP_045266175.1
OG0010663	XP_036488298.1	XP_045266173.1
OG0010664	XP_036495459.1	XP_045260534.1
OG0010665	XP_036490817.1	XP_045266611.1
OG0010666	XP_036488416.1	XP_045266160.1
OG0010667	XP_036488711.1	XP_045266087.1
OG0010669	XP_036488477.1	XP_045266118.1
OG0010670	XP_036497776.1	XP_045258527.1
OG0010671	XP_036497775.1	XP_045258528.1
OG0010672	XP_036487986.1	XP_045266080.1
OG0010673	XP_036489826.1	XP_045268511.1
OG0010674	XP_036496301.1	XP_045264797.1
OG0010676	XP_036497204.1	XP_045257608.1
OG0010677	XP_036498228.1	XP_045257609.1
OG0010678	XP_036498229.1	XP_045257610.1
OG0010679	XP_036498227.1	XP_045257612.1
OG0010680	XP_036488953.1	XP_045266001.1
OG0010683	XP_036492512.1	XP_045264388.1
OG0010684	XP_036488619.1	XP_045266020.1
OG0010685	XP_036488620.1	XP_045266021.1
OG0010686	XP_036494649.1	XP_045263171.1
OG0010687	XP_036488622.1	XP_045266023.1
OG0010689	XP_036488344.1	XP_045266055.1
OG0010691	XP_036500932.1	XP_045263742.1
OG0010692	XP_036488514.1	XP_045261088.1
OG0010693	XP_036488507.1	XP_045261125.1
OG0010694	XP_036487996.1	XP_045261100.1
OG0010695	XP_036498304.1	XP_045263521.1
OG0010696	XP_036499276.1	XP_045257141.1
OG0010700	XP_036500738.1	XP_045269309.1
OG0010701	XP_036500214.1	XP_045269282.1
OG0010703	XP_036499768.1	XP_045269296.1
OG0010710	XP_036500707.1	XP_045269392.1
OG0010711	XP_036499280.1	XP_045269263.1
OG0010716	XP_036498436.1	XP_045270474.1
OG0010717	XP_036497436.1	XP_045270467.1
OG0010718	XP_036500753.1	XP_045258737.1
OG0010720	XP_036498811.1	XP_045258341.1
OG0010722	XP_036497953.1	XP_045258346.1
OG0010723	XP_036497585.1	XP_045259587.1
OG0010724	XP_036497058.1	XP_045259590.1
OG0010725	XP_036497580.1	XP_045259591.1
OG0010726	XP_036498745.1	XP_045259592.1
OG0010727	XP_036498293.1	XP_045258398.1
OG0010728	XP_036498106.1	XP_045257564.1
OG0010729	XP_036497361.1	XP_045258390.1
OG0010730	XP_036497806.1	XP_045266341.1
OG0010731	XP_036489345.1	XP_045268152.1
OG0010732	XP_036498212.1	XP_045258434.1
OG0010733	XP_036498373.1	XP_045258430.1
OG0010734	XP_036498098.1	XP_045258429.1
OG0010735	XP_036497644.1	XP_045258423.1
OG0010736	XP_036498374.1	XP_045258424.1
OG0010738	XP_036497471.1	XP_045258415.1
OG0010739	XP_036497472.1	XP_045258414.1
OG0010744	XP_036498090.1	XP_045258466.1
OG0010745	XP_036497630.1	XP_045258481.1
OG0010746	XP_036497629.1	XP_045258482.1
OG0010747	XP_036497634.1	XP_045258485.1
OG0010749	XP_036497626.1	XP_045258479.1
OG0010751	XP_036494867.1	XP_045268794.1
OG0010752	XP_036498654.1	XP_045258519.1
OG0010753	XP_036498749.1	XP_045258521.1
OG0010754	XP_036497783.1	XP_045258523.1
OG0010755	XP_036498482.1	XP_045258535.1
OG0010756	XP_036498552.1	XP_045258534.1
OG0010758	XP_036489475.1	XP_045256187.1
OG0010759	XP_036490927.1	XP_045256346.1
OG0010760	XP_036498799.1	XP_045256682.1
OG0010761	XP_036498358.1	XP_045263369.1
OG0010762	XP_036498355.1	XP_045263372.1
OG0010763	XP_036496209.1	XP_045268880.1
OG0010765	XP_036494383.1	XP_045257556.1
OG0010767	XP_036497039.1	XP_045263493.1
OG0010768	XP_036500316.1	XP_045260336.1
OG0010769	XP_036489394.1	XP_045268175.1
OG0010771	XP_036498462.1	XP_045259623.1
OG0010772	XP_036497918.1	XP_045259621.1
OG0010773	XP_036489811.1	XP_045268287.1
OG0010775	XP_036489205.1	XP_045268272.1
OG0010776	XP_036490115.1	XP_045268266.1
OG0010777	XP_036489788.1	XP_045268258.1
OG0010778	XP_036489350.1	XP_045268248.1
OG0010779	XP_036489955.1	XP_045268191.1
OG0010780	XP_036489076.1	XP_045268193.1
OG0010781	XP_036489948.1	XP_045268161.1
OG0010784	XP_036489347.1	XP_045268148.1
OG0010786	XP_036489276.1	XP_045268103.1
OG0010787	XP_036489253.1	XP_045268083.1
OG0010788	XP_036489803.1	XP_045268057.1
OG0010789	XP_036489837.1	XP_045268094.1
OG0010790	XP_036489801.1	XP_045268051.1
OG0010792	XP_036492970.1	XP_045258999.1
OG0010793	XP_036491513.1	XP_045269577.1
OG0010794	XP_036492680.1	XP_045259043.1
OG0010795	XP_036492681.1	XP_045259050.1
OG0010796	XP_036492677.1	XP_045259046.1
OG0010797	XP_036492686.1	XP_045259053.1
OG0010799	XP_036493797.1	XP_045260243.1
OG0010800	XP_036493118.1	XP_045260228.1
OG0010801	XP_036492881.1	XP_045260220.1
OG0010802	XP_036493017.1	XP_045256154.1
OG0010806	XP_036493701.1	XP_045256166.1
OG0010808	XP_036493615.1	XP_045256170.1
OG0010810	XP_036488720.1	XP_045270833.1
OG0010813	XP_036500232.1	XP_045271172.1
OG0010814	XP_036499046.1	XP_045271145.1
OG0010816	XP_036499163.1	XP_045271125.1
OG0010819	XP_036500227.1	XP_045264589.1
OG0010821	XP_036499306.1	XP_045264604.1
OG0010823	XP_036499348.1	XP_045264619.1
OG0010824	XP_036499478.1	XP_045264620.1
OG0010826	XP_036499347.1	XP_045264626.1
OG0010827	XP_036496532.1	XP_045259231.1
OG0010828	XP_036500585.1	XP_045264667.1
OG0010829	XP_036500463.1	XP_045264653.1
OG0010832	XP_036491498.1	XP_045258870.1
OG0010833	XP_036500027.1	XP_045271150.1
OG0010834	XP_036491501.1	XP_045258871.1
OG0010837	XP_036489466.1	XP_045267933.1
OG0010838	XP_036490089.1	XP_045267936.1
OG0010839	XP_036492891.1	XP_045264949.1
OG0010841	XP_036488681.1	XP_045260662.1
OG0010842	XP_036502079.1	XP_045265806.1
OG0010843	XP_036501243.1	XP_045257090.1
OG0010844	XP_036495467.1	XP_045264808.1
OG0010845	XP_036495886.1	XP_045265168.1
OG0010846	XP_036496776.1	XP_045265160.1
OG0010847	XP_036496773.1	XP_045265159.1
OG0010850	XP_036491414.1	XP_045261908.1
OG0010853	XP_036496835.1	XP_045265233.1
OG0010854	XP_036496334.1	XP_045265242.1
OG0010855	XP_036495732.1	XP_045265274.1
OG0010856	XP_036496627.1	XP_045265270.1
OG0010859	XP_036496692.1	XP_045265290.1
OG0010861	XP_036495598.1	XP_045265313.1
OG0010862	XP_036495667.1	XP_045265320.1
OG0010863	XP_036496558.1	XP_045257024.1
OG0010866	XP_036495655.1	XP_045257034.1
OG0010867	XP_036502773.1	XP_045264125.1
OG0010868	XP_036501785.1	XP_045264116.1
OG0010869	XP_036502122.1	XP_045264111.1
OG0010870	XP_036500968.1	XP_045264109.1
OG0010871	XP_036500963.1	XP_045264101.1
OG0010872	XP_036501429.1	XP_045264099.1
OG0010873	XP_036501983.1	XP_045264097.1
OG0010875	XP_036501424.1	XP_045264092.1
OG0010876	XP_036502917.1	XP_045264084.1
OG0010879	XP_036501065.1	XP_045264019.1
OG0010880	XP_036501069.1	XP_045264021.1
OG0010882	XP_036502492.1	XP_045263999.1
OG0010883	XP_036502171.1	XP_045264064.1
OG0010884	XP_036496139.1	XP_045269865.1
OG0010885	XP_036496797.1	XP_045269840.1
OG0010888	XP_036495832.1	XP_045269812.1
OG0010889	XP_036496638.1	XP_045256112.1
OG0010893	XP_036502843.1	XP_045265625.1
OG0010894	XP_036502845.1	XP_045265623.1
OG0010897	XP_036501658.1	XP_045265613.1
OG0010899	XP_036501604.1	XP_045265588.1
OG0010900	XP_036501607.1	XP_045265585.1
OG0010902	XP_036502653.1	XP_045265575.1
OG0010903	XP_036502652.1	XP_045265574.1
OG0010904	XP_036501354.1	XP_045265572.1
OG0010905	XP_036501430.1	XP_045265548.1
OG0010908	XP_036494519.1	XP_045268764.1
OG0010909	XP_036500940.1	XP_045265477.1
OG0010910	XP_036501102.1	XP_045265351.1
OG0010912	XP_036501978.1	XP_045265365.1
OG0010914	XP_036493738.1	XP_045256610.1
OG0010915	XP_036493739.1	XP_045256609.1
OG0010916	XP_036501762.1	XP_045265432.1
OG0010917	XP_036502808.1	XP_045265441.1
OG0010918	XP_036502233.1	XP_045265411.1
OG0010919	XP_036502195.1	XP_045265399.1
OG0010920	XP_036501008.1	XP_045265391.1
OG0010922	XP_036494169.1	XP_045263043.1
OG0010923	XP_036502885.1	XP_045262956.1
OG0010924	XP_036496047.1	XP_045267005.1
OG0010925	XP_036493737.1	XP_045256611.1
OG0010926	XP_036488793.1	XP_045261164.1
OG0010930	XP_036496851.1	XP_045266843.1
OG0010931	XP_036496009.1	XP_045266839.1
OG0010932	XP_036489244.1	XP_045268044.1
OG0010933	XP_036499647.1	XP_045270082.1
OG0010934	XP_036495548.1	XP_045266930.1
OG0010936	XP_036488211.1	XP_045260641.1
OG0010937	XP_036499964.1	XP_045270043.1
OG0010938	XP_036499060.1	XP_045270035.1
OG0010939	XP_036490939.1	XP_045261412.1
OG0010940	XP_036489125.1	XP_045267884.1
OG0010941	XP_036494909.1	XP_045257484.1
OG0010942	XP_036494806.1	XP_045263147.1
OG0010943	XP_036499588.1	XP_045269153.1
OG0010944	XP_036501459.1	XP_045267733.1
OG0010945	XP_036499861.1	XP_045271093.1
OG0010946	XP_036494041.1	XP_045258031.1
OG0010948	XP_036493610.1	XP_045257795.1
OG0010949	XP_036488870.1	XP_045266250.1
OG0010950	XP_036500718.1	XP_045264715.1
OG0010951	XP_036497600.1	XP_045263434.1
OG0010952	XP_036492072.1	XP_045261877.1
OG0010953	XP_036493578.1	XP_045264331.1
OG0010954	XP_036498751.1	XP_045258513.1
OG0010955	XP_036497762.1	XP_045262406.1
OG0010956	XP_036502593.1	XP_045270192.1
OG0010957	XP_036501701.1	XP_045263716.1
OG0010958	XP_036493560.1	XP_045260144.1
OG0010960	XP_036489611.1	XP_045267962.1
OG0010961	XP_036489043.1	XP_045267981.1
OG0010962	XP_036490058.1	XP_045262280.1
OG0010964	XP_036496329.1	XP_045268928.1
OG0010965	XP_036488207.1	XP_045270827.1
OG0010965	XP_036488657.1	XP_045270817.1
OG0010966	XP_036496708.1	XP_045267314.1
OG0010967	XP_036493971.1	XP_045268688.1
OG0010968	XP_036488520.1	XP_045260716.1
OG0010969	XP_036490839.1	XP_045256746.1
OG0010970	XP_036500727.1	XP_045259660.1
OG0010971	XP_036499180.1	XP_045256091.1
OG0010972	XP_036488024.1	XP_045261072.1
OG0010973	XP_036488404.1	XP_045260997.1
OG0010974	XP_036494731.1	XP_045267254.1
OG0010975	XP_036488374.1	XP_045260909.1
OG0010976	XP_036492792.1	XP_045264848.1
OG0010977	XP_036491374.1	XP_045261846.1
OG0010978	XP_036493840.1	XP_045260257.1
OG0010979	XP_036491622.1	XP_045269646.1
OG0010980	XP_036488666.1	XP_045260896.1
OG0010981	XP_036496224.1	XP_045259424.1
OG0010982	XP_036494925.1	XP_045257820.1
OG0010983	XP_036497620.1	XP_045269081.1
OG0010984	XP_036499302.1	XP_045264600.1
OG0010986	XP_036490904.1	XP_045266467.1
OG0010987	XP_036487998.1	XP_045260734.1
OG0010989	XP_036498895.1	XP_045270591.1
OG0010990	XP_036502529.1	XP_045262519.1
OG0010991	XP_036501865.1	XP_045262742.1
OG0010992	XP_036489287.1	XP_045268310.1
OG0010993	XP_036489851.1	XP_045268309.1
OG0010994	XP_036489232.1	XP_045268292.1
OG0010996	XP_036487796.1, XP_036498213.1	XP_045258436.1
OG0010997	XP_036494509.1, XP_036487791.1	XP_045257987.1
OG0010998	XP_036488457.1	XP_045270913.1, XP_045270914.1
OG0010999	XP_036491631.1	XP_045261941.1
OG0011000	XP_036500868.1	XP_045269989.1
OG0011000	XP_036501394.1	XP_045267713.1
OG0011001	XP_036502328.1	XP_045267708.1
OG0011003	XP_036495720.1	XP_045266967.1
OG0011004	XP_036500908.1	XP_045269436.1
OG0011005	XP_036499332.1	XP_045257162.1
OG0011006	XP_036490065.1	XP_045256919.1
OG0011006	XP_036500407.1	XP_045257176.1
OG0011007	XP_036493513.1	XP_045259009.1
OG0011007	XP_036494321.1	XP_045268608.1
OG0011008	XP_036488045.1	XP_045265955.1
OG0011008	XP_036491447.1	XP_045269221.1
OG0011009	XP_036494937.1	XP_045257933.1
OG0011009	XP_036497081.1	XP_045256703.1
OG0011010	XP_036500883.1	XP_045269383.1
OG0011011	XP_036499304.1	XP_045264598.1
OG0011011	XP_036497229.1	XP_045256672.1
OG0011012	XP_036491898.1	XP_045264374.1
OG0011012	XP_036494898.1, XP_036497417.1	XP_045261786.1
OG0011013	XP_036490249.1	XP_045266603.1
OG0011014	XP_036488775.1	XP_045266228.1
OG0011015	XP_036502401.1	XP_045267727.1
OG0011016	XP_036493052.1	XP_045260070.1
OG0011017	XP_036489835.1	XP_045268099.1
OG0011018	XP_036489321.1	XP_045268088.1
OG0011018	XP_036490945.1	XP_045266414.1, XP_045263971.1
OG0011020	XP_036497623.1	XP_045269088.1
OG0011020	XP_036499243.1	XP_045264583.1
OG0011021	XP_036499246.1	XP_045264584.1
OG0011021	XP_036497624.1	XP_045269086.1
OG0011022	XP_036488709.1	XP_045266089.1
OG0011023	XP_036497185.1	XP_045268986.1
OG0011023	XP_036490129.1	XP_045267910.1
OG0011024	XP_036500497.1	XP_045270150.1
OG0011024	XP_036499639.1	XP_045259542.1
OG0011025	XP_036493807.1	XP_045264847.1
OG0011026	XP_036493588.1	XP_045264132.1
OG0011027	XP_036500937.1	XP_045265480.1
OG0011028	XP_036493505.1	XP_045271253.1
OG0011029	XP_036496676.1	XP_045259459.1
OG0011030	XP_036496724.1	XP_045266911.1
OG0011031	XP_036491412.1	XP_045261906.1
OG0011031	XP_036501938.1	XP_045264475.1
OG0011032	XP_036499932.1	XP_045271040.1
OG0011032	XP_036488794.1	XP_045261165.1
OG0011033	XP_036498720.1	XP_045262396.1
OG0011033	XP_036496226.1	XP_045260590.1
OG0011034	XP_036491217.1	XP_045261267.1, XP_045261269.1
OG0011035	XP_036497684.1	XP_045263308.1
OG0011036	XP_036498782.1	XP_045258377.1
OG0011037	XP_036491911.1	XP_045269757.1
OG0011039	XP_036491959.1	XP_045261990.1
OG0011040	XP_036491550.1	XP_045269556.1
OG0011042	XP_036496170.1	XP_045264750.1
OG0011042	XP_036496176.1	XP_045264748.1
OG0011046	XP_036492422.1	XP_045264451.1
OG0011047	XP_036496274.1	XP_045268899.1
OG0011047	XP_036492542.1	XP_045265912.1
OG0011048	XP_036500016.1	XP_045269187.1
OG0011048	XP_036495730.1	XP_045267358.1
OG0011049	XP_036496337.1	XP_045260655.1, XP_045271176.1, XP_045267062.1
OG0011055	XP_036489383.1	XP_045262276.1
OG0011062	XP_036500197.1	XP_045259363.1
OG0011068	XP_036491178.1	XP_045256284.1
OG0011069	XP_036491188.1	XP_045266517.1
OG0011071	XP_036501903.1	XP_045259118.1
OG0011072	XP_036501904.1	XP_045259119.1
OG0011073	XP_036501898.1	XP_045259121.1
OG0011074	XP_036501899.1	XP_045259122.1
OG0011075	XP_036501900.1	XP_045259123.1
OG0011076	XP_036500997.1	XP_045259124.1
OG0011077	XP_036501003.1	XP_045259125.1
OG0011078	XP_036501006.1	XP_045259126.1
OG0011080	XP_036498152.1	XP_045257628.1
OG0011081	XP_036498153.1	XP_045257629.1
OG0011082	XP_036490330.1	XP_045256317.1
OG0011084	XP_036493754.1	XP_045264328.1
OG0011087	XP_036492218.1	XP_045269570.1
OG0011088	XP_036501991.1	XP_045262779.1
OG0011089	XP_036494817.1	XP_045263067.1
OG0011090	XP_036502247.1	XP_045263930.1
OG0011093	XP_036501246.1	XP_045265811.1
OG0011094	XP_036502690.1	XP_045271213.1
OG0011096	XP_036489750.1	XP_045268011.1
OG0011098	XP_036500920.1	XP_045262635.1
OG0011099	XP_036491630.1	XP_045258230.1
OG0011100	XP_036490534.1	XP_045264551.1
OG0011101	XP_036490580.1	XP_045264573.1
OG0011102	XP_036491910.1	XP_045269792.1
OG0011103	XP_036496999.1	XP_045269926.1
OG0011104	XP_036496819.1	XP_045267448.1
OG0011105	XP_036496487.1	XP_045265201.1
OG0011107	XP_036491004.1	XP_045256299.1
OG0011111	XP_036493973.1	XP_045268690.1
OG0011112	XP_036494934.1	XP_045257874.1
OG0011113	XP_036500606.1	XP_045260344.1
OG0011114	XP_036491244.1	XP_045267646.1
OG0011115	XP_036499323.1	XP_045259388.1
OG0011116	XP_036502335.1	XP_045267674.1
OG0011117	XP_036498750.1	XP_045258512.1
OG0011121	XP_036500276.1	XP_045259381.1
OG0011122	XP_036498475.1	XP_045263350.1
OG0011126	XP_036488679.1	XP_045270987.1
OG0011127	XP_036488678.1	XP_045270986.1
OG0011128	XP_036488427.1	XP_045260705.1
OG0011129	XP_036499033.1	XP_045257110.1
OG0011130	XP_036496085.1	XP_045269933.1
OG0011132	XP_036498924.1	XP_045269020.1
OG0011133	XP_036497190.1	XP_045259554.1
OG0011134	XP_036488916.1	XP_045266105.1
OG0011140	XP_036496393.1	XP_045266917.1
OG0011142	XP_036496877.1	XP_045260417.1
OG0011145	XP_036501316.1	XP_045267695.1
OG0011147	XP_036502361.1	XP_045262572.1
OG0011148	XP_036501660.1	XP_045262728.1
