Orthogroup	Colletotrichum_siamense	Colletotrichum_acutatum
OG0008188	XP_036497540.1	XP_060369986.1
OG0008189	XP_036497541.1	XP_060369988.1
OG0008190	XP_036497542.1	XP_060369989.1
OG0008191	XP_036497535.1	XP_060369990.1
OG0008192	XP_036497536.1	XP_060369991.1
OG0008193	XP_036497538.1	XP_060369993.1
OG0008194	XP_036498607.1	XP_060369995.1
OG0008195	XP_036498606.1	XP_060369998.1
OG0008196	XP_036498602.1	XP_060370004.1
OG0008197	XP_036498601.1	XP_060370005.1
OG0008198	XP_036498744.1	XP_060370006.1
OG0008199	XP_036498747.1	XP_060370007.1
OG0008200	XP_036498507.1	XP_060370008.1
OG0008201	XP_036497598.1	XP_060370010.1
OG0008202	XP_036497599.1	XP_060370011.1
OG0008203	XP_036497603.1	XP_060370012.1
OG0008204	XP_036498514.1	XP_060370015.1
OG0008205	XP_036498721.1	XP_060370016.1
OG0008206	XP_036498723.1	XP_060370017.1
OG0008207	XP_036497029.1	XP_060370019.1
OG0008208	XP_036497030.1	XP_060370021.1
OG0008209	XP_036498250.1	XP_060370022.1
OG0008210	XP_036498251.1	XP_060370024.1
OG0008211	XP_036498539.1	XP_060370025.1
OG0008212	XP_036498540.1	XP_060370026.1
OG0008213	XP_036497709.1	XP_060370028.1
OG0008214	XP_036497431.1	XP_060370029.1
OG0008215	XP_036497430.1	XP_060370030.1
OG0008216	XP_036497328.1	XP_060370032.1
OG0008217	XP_036497329.1	XP_060370033.1
OG0008218	XP_036497330.1	XP_060370034.1
OG0008219	XP_036497331.1	XP_060370035.1
OG0008220	XP_036497332.1	XP_060370036.1
OG0008221	XP_036497333.1	XP_060370037.1
OG0008222	XP_036497334.1	XP_060370038.1
OG0008223	XP_036497335.1	XP_060370039.1
OG0008224	XP_036498434.1	XP_060370040.1
OG0008225	XP_036498433.1	XP_060370041.1
OG0008226	XP_036498435.1	XP_060370043.1
OG0008227	XP_036498438.1	XP_060370044.1
OG0008228	XP_036498440.1	XP_060370046.1
OG0008229	XP_036498439.1	XP_060370047.1
OG0008230	XP_036498442.1	XP_060370049.1
OG0008231	XP_036498441.1	XP_060370050.1
OG0008232	XP_036497437.1	XP_060370052.1
OG0008233	XP_036497434.1	XP_060370053.1
OG0008234	XP_036500758.1	XP_060358196.1
OG0008235	XP_036500759.1	XP_060358197.1
OG0008236	XP_036500760.1	XP_060358198.1
OG0008237	XP_036500754.1	XP_060358200.1
OG0008238	XP_036500755.1	XP_060358201.1
OG0008239	XP_036500756.1	XP_060358202.1
OG0008240	XP_036500761.1	XP_060358204.1
OG0008241	XP_036500153.1	XP_060367197.1
OG0008242	XP_036500154.1	XP_060367198.1
OG0008243	XP_036499202.1	XP_060367199.1
OG0008244	XP_036500270.1	XP_060367200.1
OG0008245	XP_036499196.1	XP_060367201.1
OG0008246	XP_036499197.1	XP_060367202.1
OG0008247	XP_036499194.1	XP_060367204.1
OG0008248	XP_036500269.1	XP_060367205.1
OG0008249	XP_036499201.1	XP_060367209.1
OG0008250	XP_036499198.1	XP_060367210.1
OG0008251	XP_036499199.1	XP_060367212.1
OG0008252	XP_036499714.1	XP_060367214.1
OG0008253	XP_036499713.1	XP_060367215.1
OG0008254	XP_036499712.1	XP_060367216.1
OG0008255	XP_036499719.1	XP_060367217.1
OG0008256	XP_036499718.1	XP_060367218.1
OG0008257	XP_036499717.1	XP_060367219.1
OG0008258	XP_036499716.1	XP_060367220.1
OG0008260	XP_036493864.1	XP_060361335.1
OG0008261	XP_036498810.1	XP_060361340.1
OG0008262	XP_036498809.1	XP_060361341.1
OG0008263	XP_036497952.1	XP_060361344.1
OG0008264	XP_036497828.1	XP_060361346.1
OG0008265	XP_036497829.1	XP_060361348.1
OG0008266	XP_036497951.1	XP_060361349.1
OG0008267	XP_036497948.1	XP_060361350.1
OG0008268	XP_036497947.1	XP_060361351.1
OG0008269	XP_036497827.1	XP_060361352.1
OG0008270	XP_036498197.1	XP_060361354.1
OG0008271	XP_036497756.1	XP_060361355.1
OG0008272	XP_036497761.1	XP_060361360.1
OG0008273	XP_036497760.1	XP_060361362.1
OG0008274	XP_036498555.1	XP_060361363.1
OG0008275	XP_036497057.1	XP_060361365.1
OG0008276	XP_036497758.1	XP_060361369.1
OG0008277	XP_036497274.1	XP_060361371.1
OG0008278	XP_036497759.1	XP_060361372.1
OG0008279	XP_036497273.1	XP_060361373.1
OG0008280	XP_036497278.1	XP_060361374.1
OG0008281	XP_036497282.1	XP_060361378.1
OG0008282	XP_036497280.1	XP_060361379.1
OG0008283	XP_036498781.1	XP_060361381.1
OG0008284	XP_036488752.1	XP_060361384.1
OG0008285	XP_036497399.1	XP_060361388.1
OG0008286	XP_036497400.1	XP_060361389.1
OG0008287	XP_036498790.1	XP_060361857.1
OG0008288	XP_036498789.1	XP_060361858.1
OG0008289	XP_036498788.1	XP_060361859.1
OG0008290	XP_036498787.1	XP_060361860.1
OG0008291	XP_036498786.1	XP_060361861.1
OG0008292	XP_036497926.1	XP_060361869.1
OG0008293	XP_036488232.1	XP_060361872.1
OG0008294	XP_036497566.1	XP_060361875.1
OG0008295	XP_036497469.1	XP_060361879.1
OG0008296	XP_036497468.1	XP_060361880.1
OG0008297	XP_036498376.1	XP_060361881.1
OG0008298	XP_036498377.1	XP_060361882.1
OG0008299	XP_036498296.1	XP_060361893.1
OG0008300	XP_036498295.1	XP_060361896.1
OG0008301	XP_036498298.1	XP_060361897.1
OG0008302	XP_036498297.1	XP_060361898.1
OG0008303	XP_036502516.1	XP_060361899.1
OG0008304	XP_036501584.1	XP_060361902.1
OG0008305	XP_036498209.1	XP_060361907.1
OG0008306	XP_036498495.1	XP_060361908.1
OG0008307	XP_036498496.1	XP_060361909.1
OG0008308	XP_036498023.1	XP_060361910.1
OG0008309	XP_036498022.1	XP_060361911.1
OG0008310	XP_036498026.1	XP_060361913.1
OG0008311	XP_036498024.1	XP_060361914.1
OG0008312	XP_036498497.1	XP_060364223.1
OG0008313	XP_036497160.1	XP_060364213.1
OG0008314	XP_036502897.1	XP_060364210.1
OG0008315	XP_036498564.1	XP_060364209.1
OG0008316	XP_036498563.1	XP_060364208.1
OG0008317	XP_036498091.1	XP_060364206.1
OG0008318	XP_036498088.1	XP_060364205.1
OG0008320	XP_036491033.1, XP_036490871.1	XP_060364199.1
OG0008321	XP_036497064.1	XP_060364198.1
OG0008322	XP_036497063.1	XP_060364197.1
OG0008323	XP_036497726.1	XP_060364195.1
OG0008324	XP_036497722.1	XP_060364194.1
OG0008325	XP_036497628.1	XP_060359464.1
OG0008326	XP_036497633.1	XP_060359469.1
OG0008327	XP_036498650.1	XP_060359471.1
OG0008328	XP_036497035.1	XP_060359472.1
OG0008329	XP_036497631.1	XP_060359473.1
OG0008330	XP_036497632.1	XP_060359474.1
OG0008331	XP_036498663.1	XP_060359484.1
OG0008332	XP_036487974.1	XP_060359486.1
OG0008333	XP_036492593.1	XP_060359487.1
OG0008334	XP_036500244.1	XP_060359491.1
OG0008335	XP_036498652.1	XP_060359494.1
OG0008336	XP_036498667.1	XP_060359495.1
OG0008337	XP_036498794.1	XP_060357569.1
OG0008338	XP_036497832.1	XP_060357568.1
OG0008339	XP_036497831.1	XP_060357567.1
OG0008340	XP_036497838.1	XP_060357566.1
OG0008341	XP_036497837.1	XP_060357565.1
OG0008342	XP_036497840.1	XP_060357564.1
OG0008343	XP_036497839.1	XP_060357563.1
OG0008344	XP_036497834.1	XP_060357562.1
OG0008345	XP_036497833.1	XP_060357561.1
OG0008346	XP_036498551.1	XP_060357171.1
OG0008347	XP_036498404.1	XP_060357172.1
OG0008348	XP_036498793.1	XP_060357174.1
OG0008349	XP_036498792.1	XP_060357175.1
OG0008350	XP_036497688.1	XP_060357552.1
OG0008351	XP_036491651.1	XP_060357551.1
OG0008352	XP_036498701.1	XP_060361919.1
OG0008353	XP_036498703.1	XP_060361916.1
OG0008354	XP_036498705.1	XP_060364225.1
OG0008355	XP_036498707.1	XP_060364227.1
OG0008356	XP_036498286.1	XP_060364232.1
OG0008357	XP_036498288.1	XP_060364234.1
OG0008358	XP_036498287.1	XP_060364235.1
OG0008359	XP_036498289.1	XP_060364236.1
OG0008360	XP_036501164.1	XP_060364237.1
OG0008361	XP_036497263.1	XP_060364238.1
OG0008362	XP_036497264.1	XP_060364239.1
OG0008363	XP_036497271.1	XP_060364240.1
OG0008364	XP_036497272.1	XP_060364241.1
OG0008365	XP_036497269.1	XP_060364242.1
OG0008366	XP_036497267.1	XP_060364245.1
OG0008367	XP_036498223.1	XP_060364255.1
OG0008368	XP_036497193.1	XP_060364252.1
OG0008369	XP_036498659.1	XP_060364248.1
OG0008370	XP_036498660.1	XP_060364247.1
OG0008371	XP_036498657.1	XP_060364257.1
OG0008372	XP_036498662.1	XP_060364258.1
OG0008373	XP_036497444.1	XP_060364261.1
OG0008374	XP_036497447.1	XP_060364263.1
OG0008375	XP_036498398.1	XP_060364266.1
OG0008376	XP_036497450.1	XP_060364268.1
OG0008377	XP_036497265.1	XP_060364269.1
OG0008378	XP_036493176.1	XP_060364271.1
OG0008379	XP_036498444.1	XP_060358498.1
OG0008380	XP_036498446.1	XP_060358497.1
OG0008381	XP_036498939.1	XP_060358492.1
OG0008382	XP_036498936.1	XP_060358491.1
OG0008383	XP_036498935.1	XP_060358490.1
OG0008384	XP_036497665.1	XP_060358489.1
OG0008385	XP_036497666.1	XP_060358487.1
OG0008386	XP_036497158.1	XP_060358486.1
OG0008387	XP_036497157.1	XP_060358485.1
OG0008388	XP_036498690.1	XP_060358484.1
OG0008389	XP_036497159.1	XP_060358482.1
OG0008390	XP_036498691.1	XP_060358477.1
OG0008391	XP_036494698.1	XP_060358828.1
OG0008392	XP_036497428.1	XP_060358829.1
OG0008393	XP_036497716.1	XP_060358832.1
OG0008394	XP_036497345.1	XP_060358833.1
OG0008395	XP_036497338.1	XP_060358834.1
OG0008396	XP_036497339.1	XP_060358835.1
OG0008397	XP_036497340.1	XP_060358836.1
OG0008398	XP_036497438.1	XP_060358837.1
OG0008399	XP_036497439.1	XP_060358839.1
OG0008400	XP_036497713.1	XP_060358840.1
OG0008401	XP_036497714.1	XP_060358842.1
OG0008402	XP_036497715.1	XP_060358843.1
OG0008403	XP_036498452.1	XP_060358848.1
OG0008404	XP_036498451.1	XP_060358849.1
OG0008405	XP_036498511.1	XP_060359329.1
OG0008406	XP_036497508.1	XP_060359327.1
OG0008407	XP_036497507.1	XP_060359326.1
OG0008408	XP_036497506.1	XP_060359324.1
OG0008409	XP_036498757.1	XP_060359320.1
OG0008410	XP_036497841.1	XP_060359319.1
OG0008411	XP_036498839.1	XP_060359318.1
OG0008412	XP_036497800.1	XP_060359317.1
OG0008413	XP_036498554.1	XP_060359312.1
OG0008414	XP_036498832.1	XP_060359311.1
OG0008415	XP_036498833.1	XP_060359310.1
OG0008416	XP_036498830.1	XP_060359309.1
OG0008417	XP_036497396.1	XP_060359308.1
OG0008418	XP_036497397.1	XP_060360010.1
OG0008419	XP_036497741.1	XP_060360009.1
OG0008420	XP_036497742.1	XP_060360008.1
OG0008421	XP_036497641.1	XP_060360007.1
OG0008422	XP_036497639.1	XP_060360006.1
OG0008423	XP_036497637.1	XP_060360004.1
OG0008424	XP_036497636.1	XP_060360003.1
OG0008425	XP_036497350.1	XP_060359999.1
OG0008426	XP_036497571.1	XP_060359998.1
OG0008427	XP_036497042.1	XP_060359995.1
OG0008428	XP_036488809.1	XP_060359994.1
OG0008429	XP_036497041.1	XP_060359991.1
OG0008430	XP_036495463.1	XP_060359987.1
OG0008431	XP_036495464.1	XP_060359986.1
OG0008432	XP_036500169.1	XP_060359983.1
OG0008433	XP_036498739.1	XP_060359980.1
OG0008435	XP_036497764.1	XP_060359977.1
OG0008436	XP_036497765.1	XP_060359975.1
OG0008437	XP_036497100.1	XP_060359974.1
OG0008438	XP_036497101.1	XP_060359973.1
OG0008439	XP_036497997.1	XP_060359972.1
OG0008440	XP_036497998.1	XP_060359971.1
OG0008443	XP_036492443.1	XP_060358798.1
OG0008444	XP_036497553.1	XP_060358799.1
OG0008445	XP_036497549.1	XP_060358802.1
OG0008446	XP_036497548.1	XP_060358803.1
OG0008447	XP_036498458.1	XP_060358255.1
OG0008448	XP_036498459.1	XP_060358254.1
OG0008449	XP_036498466.1	XP_060358250.1
OG0008450	XP_036498461.1	XP_060358248.1
OG0008451	XP_036498463.1	XP_060358246.1
OG0008452	XP_036489285.1	XP_060371109.1
OG0008453	XP_036490039.1	XP_060371108.1
OG0008454	XP_036489683.1	XP_060371107.1
OG0008455	XP_036489456.1	XP_060371105.1
OG0008456	XP_036489509.1	XP_060371104.1
OG0008457	XP_036489508.1	XP_060371103.1
OG0008458	XP_036489511.1	XP_060371102.1
OG0008459	XP_036489567.1	XP_060371099.1
OG0008460	XP_036489568.1	XP_060371097.1
OG0008461	XP_036489570.1	XP_060371094.1
OG0008462	XP_036489571.1	XP_060371093.1
OG0008463	XP_036489994.1	XP_060371092.1
OG0008464	XP_036489563.1	XP_060371091.1
OG0008465	XP_036489564.1	XP_060371090.1
OG0008466	XP_036490096.1	XP_060371088.1
OG0008467	XP_036490095.1	XP_060371087.1
OG0008468	XP_036490094.1	XP_060371086.1
OG0008469	XP_036490100.1	XP_060371081.1
OG0008470	XP_036490099.1	XP_060371080.1
OG0008471	XP_036489257.1	XP_060371079.1
OG0008472	XP_036490098.1	XP_060371078.1
OG0008473	XP_036490093.1	XP_060371077.1
OG0008474	XP_036489617.1	XP_060371075.1
OG0008475	XP_036489618.1	XP_060371074.1
OG0008476	XP_036489616.1	XP_060371073.1
OG0008477	XP_036489150.1	XP_060371071.1
OG0008478	XP_036489621.1	XP_060371069.1
OG0008479	XP_036489622.1	XP_060371068.1
OG0008480	XP_036489620.1	XP_060371067.1
OG0008481	XP_036489623.1	XP_060371066.1
OG0008482	XP_036489624.1	XP_060371065.1
OG0008483	XP_036490143.1	XP_060371064.1
OG0008484	XP_036490142.1	XP_060371063.1
OG0008485	XP_036490144.1	XP_060371062.1
OG0008486	XP_036490101.1	XP_060371061.1
OG0008487	XP_036490139.1	XP_060371060.1
OG0008488	XP_036490138.1	XP_060371059.1
OG0008489	XP_036490141.1	XP_060371058.1
OG0008490	XP_036490140.1	XP_060371056.1
OG0008491	XP_036490146.1	XP_060371055.1
OG0008492	XP_036490145.1	XP_060371054.1
OG0008493	XP_036489292.1	XP_060371051.1
OG0008494	XP_036489294.1	XP_060371049.1
OG0008495	XP_036489288.1	XP_060371048.1
OG0008496	XP_036489289.1	XP_060371047.1
OG0008497	XP_036489290.1	XP_060371046.1
OG0008498	XP_036490091.1	XP_060371045.1
OG0008499	XP_036489238.1	XP_060371044.1
OG0008500	XP_036489815.1	XP_060371043.1
OG0008501	XP_036489814.1	XP_060371042.1
OG0008502	XP_036489816.1	XP_060371040.1
OG0008503	XP_036489101.1	XP_060371039.1
OG0008504	XP_036489812.1	XP_060371037.1
OG0008505	XP_036489126.1	XP_060371036.1
OG0008506	XP_036489127.1	XP_060371035.1
OG0008507	XP_036489231.1	XP_060371034.1
OG0008508	XP_036489128.1	XP_060371032.1
OG0008509	XP_036489736.1	XP_060371031.1
OG0008510	XP_036489130.1	XP_060371027.1
OG0008511	XP_036489233.1	XP_060371026.1
OG0008512	XP_036489234.1	XP_060371025.1
OG0008513	XP_036489843.1	XP_060371024.1
OG0008514	XP_036489844.1	XP_060371023.1
OG0008515	XP_036489845.1	XP_060371022.1
OG0008516	XP_036489848.1	XP_060371020.1
OG0008517	XP_036489849.1	XP_060371019.1
OG0008518	XP_036489850.1	XP_060371018.1
OG0008519	XP_036489286.1	XP_060371014.1
OG0008520	XP_036489847.1	XP_060371013.1
OG0008521	XP_036489846.1	XP_060371012.1
OG0008522	XP_036489202.1	XP_060371008.1
OG0008523	XP_036489201.1	XP_060371005.1
OG0008524	XP_036489200.1	XP_060371003.1
OG0008525	XP_036489207.1	XP_060371002.1
OG0008526	XP_036489206.1	XP_060371001.1
OG0008527	XP_036489209.1	XP_060370998.1
OG0008528	XP_036489208.1	XP_060370997.1
OG0008529	XP_036489783.1	XP_060370995.1
OG0008530	XP_036489784.1	XP_060370992.1
OG0008531	XP_036489785.1	XP_060370991.1
OG0008532	XP_036490116.1	XP_060370990.1
OG0008533	XP_036489787.1	XP_060370989.1
OG0008534	XP_036490117.1	XP_060370988.1
OG0008535	XP_036489468.1	XP_060370987.1
OG0008536	XP_036489124.1	XP_060370986.1
OG0008537	XP_036489123.1	XP_060370985.1
OG0008538	XP_036489122.1	XP_060370984.1
OG0008539	XP_036489148.1	XP_060370982.1
OG0008540	XP_036489120.1	XP_060370981.1
OG0008541	XP_036489118.1	XP_060370980.1
OG0008542	XP_036489116.1	XP_060365465.1
OG0008543	XP_036489712.1	XP_060365463.1
OG0008544	XP_036489713.1	XP_060365462.1
OG0008545	XP_036489714.1	XP_060365460.1
OG0008546	XP_036489715.1	XP_060365459.1
OG0008547	XP_036489519.1	XP_060365458.1
OG0008548	XP_036489709.1	XP_060365457.1
OG0008549	XP_036489710.1	XP_060365456.1
OG0008550	XP_036489711.1	XP_060365455.1
OG0008551	XP_036489707.1	XP_060365454.1
OG0008552	XP_036489467.1	XP_060365453.1
OG0008553	XP_036489167.1	XP_060365441.1
OG0008554	XP_036489899.1	XP_060365439.1
OG0008555	XP_036489166.1	XP_060365438.1
OG0008556	XP_036489792.1	XP_060365437.1
OG0008557	XP_036489789.1	XP_060365436.1
OG0008558	XP_036490037.1	XP_060365434.1
OG0008559	XP_036489351.1	XP_060365433.1
OG0008560	XP_036489165.1	XP_060365432.1
OG0008561	XP_036489164.1	XP_060365430.1
OG0008562	XP_036489744.1	XP_060365429.1
OG0008563	XP_036489742.1	XP_060365427.1
OG0008564	XP_036489743.1	XP_060365426.1
OG0008565	XP_036489455.1	XP_060365423.1
OG0008566	XP_036489348.1	XP_060365414.1
OG0008567	XP_036490035.1	XP_060365415.1
OG0008568	XP_036489349.1	XP_060365417.1
OG0008569	XP_036490038.1	XP_060365418.1
OG0008570	XP_036489352.1	XP_060365419.1
OG0008571	XP_036489953.1	XP_060365420.1
OG0008572	XP_036489954.1	XP_060365421.1
OG0008573	XP_036489951.1	XP_060365422.1
OG0008574	XP_036489952.1	XP_060365413.1
OG0008575	XP_036489251.1	XP_060365408.1
OG0008576	XP_036489981.1	XP_060365405.1
OG0008577	XP_036489984.1	XP_060365404.1
OG0008578	XP_036489983.1	XP_060365403.1
OG0008579	XP_036489396.1	XP_060365401.1
OG0008580	XP_036489949.1	XP_060365398.1
OG0008581	XP_036489947.1	XP_060365395.1
OG0008582	XP_036489946.1	XP_060365394.1
OG0008583	XP_036489945.1	XP_060365393.1
OG0008584	XP_036489058.1	XP_060365392.1
OG0008585	XP_036489490.1	XP_060365387.1
OG0008586	XP_036489346.1	XP_060365386.1
OG0008587	XP_036489885.1	XP_060365378.1
OG0008588	XP_036489886.1	XP_060365377.1
OG0008589	XP_036489716.1	XP_060365376.1
OG0008590	XP_036496914.1	XP_060361675.1
OG0008591	XP_036489912.1	XP_060361676.1
OG0008592	XP_036489913.1	XP_060361677.1
OG0008593	XP_036489911.1	XP_060361680.1
OG0008594	XP_036489916.1	XP_060361681.1
OG0008595	XP_036489917.1	XP_060361682.1
OG0008596	XP_036489818.1	XP_060361683.1
OG0008597	XP_036489310.1	XP_060361684.1
OG0008598	XP_036489312.1	XP_060361685.1
OG0008599	XP_036489311.1	XP_060361686.1
OG0008600	XP_036489919.1	XP_060361687.1
OG0008601	XP_036489918.1	XP_060361688.1
OG0008602	XP_036490020.1	XP_060361689.1
OG0008603	XP_036489098.1	XP_060361691.1
OG0008604	XP_036489100.1	XP_060361692.1
OG0008605	XP_036491421.1	XP_060361694.1
OG0008606	XP_036489274.1	XP_060361696.1
OG0008607	XP_036489587.1	XP_060361702.1
OG0008608	XP_036489584.1	XP_060361704.1
OG0008609	XP_036489431.1	XP_060361708.1
OG0008610	XP_036489432.1	XP_060361709.1
OG0008611	XP_036489252.1	XP_060361714.1
OG0008612	XP_036489802.1	XP_060361717.1
OG0008613	XP_036489426.1	XP_060361718.1
OG0008614	XP_036489838.1	XP_060361723.1
OG0008615	XP_036489245.1	XP_060361725.1
OG0008616	XP_036489239.1	XP_060361727.1
OG0008617	XP_036489799.1	XP_060361729.1
OG0008618	XP_036489798.1	XP_060361731.1
OG0008619	XP_036489220.1	XP_060361735.1
OG0008620	XP_036489588.1	XP_060362291.1
OG0008621	XP_036489059.1	XP_060362292.1
OG0008622	XP_036489057.1	XP_060362293.1
OG0008623	XP_036489056.1	XP_060362294.1
OG0008624	XP_036489553.1	XP_060362295.1
OG0008625	XP_036489558.1	XP_060362300.1
OG0008626	XP_036490840.1	XP_060362302.1
OG0008627	XP_036489556.1	XP_060362304.1
OG0008628	XP_036490136.1	XP_060362305.1
OG0008629	XP_036490135.1	XP_060362306.1
OG0008630	XP_036490132.1	XP_060362309.1
OG0008631	XP_036490134.1	XP_060362311.1
OG0008632	XP_036489779.1	XP_060362313.1
OG0008633	XP_036489502.1	XP_060362314.1
OG0008634	XP_036489506.1	XP_060362315.1
OG0008635	XP_036489870.1	XP_060362319.1
OG0008636	XP_036490086.1	XP_060362320.1
OG0008637	XP_036489505.1	XP_060362321.1
OG0008638	XP_036489504.1	XP_060362322.1
OG0008639	XP_036490362.1	XP_060364323.1
OG0008640	XP_036490359.1	XP_060364322.1
OG0008641	XP_036490261.1	XP_060364320.1
OG0008642	XP_036497721.1	XP_060370479.1
OG0008643	XP_036497402.1	XP_060370478.1
OG0008644	XP_036497401.1	XP_060370477.1
OG0008645	XP_036498860.1	XP_060370475.1
OG0008647	XP_036493491.1	XP_060358221.1
OG0008648	XP_036492684.1	XP_060358212.1
OG0008649	XP_036492683.1	XP_060358211.1
OG0008650	XP_036492637.1	XP_060365575.1
OG0008651	XP_036492697.1	XP_060365581.1
OG0008652	XP_036492912.1	XP_060365582.1
OG0008653	XP_036492702.1	XP_060365583.1
OG0008654	XP_036493324.1	XP_060365587.1
OG0008655	XP_036502266.1	XP_060365588.1
OG0008656	XP_036493568.1	XP_060365589.1
OG0008657	XP_036499363.1	XP_060365595.1
OG0008658	XP_036499365.1	XP_060365597.1
OG0008659	XP_036499367.1	XP_060365599.1
OG0008660	XP_036499366.1	XP_060365600.1
OG0008661	XP_036493286.1	XP_060365601.1
OG0008662	XP_036493285.1	XP_060365602.1
OG0008663	XP_036493899.1	XP_060365605.1
OG0008664	XP_036493900.1	XP_060365606.1
OG0008665	XP_036494439.1	XP_060365612.1
OG0008667	XP_036492814.1	XP_060365615.1
OG0008668	XP_036493843.1	XP_060365621.1
OG0008669	XP_036493844.1	XP_060365622.1
OG0008670	XP_036493839.1	XP_060365625.1
OG0008671	XP_036493838.1	XP_060365626.1
OG0008672	XP_036493846.1	XP_060365628.1
OG0008673	XP_036495153.1	XP_060365630.1
OG0008674	XP_036493181.1	XP_060365631.1
OG0008675	XP_036493182.1	XP_060365632.1
OG0008676	XP_036493184.1	XP_060365633.1
OG0008677	XP_036493466.1	XP_060365634.1
OG0008678	XP_036493185.1	XP_060365635.1
OG0008679	XP_036493186.1	XP_060365636.1
OG0008680	XP_036493847.1	XP_060365637.1
OG0008681	XP_036493180.1	XP_060365638.1
OG0008682	XP_036493188.1	XP_060365639.1
OG0008683	XP_036493187.1	XP_060365640.1
OG0008684	XP_036493796.1	XP_060365641.1
OG0008685	XP_036493794.1	XP_060365643.1
OG0008686	XP_036493800.1	XP_060365646.1
OG0008687	XP_036493798.1	XP_060365648.1
OG0008688	XP_036493799.1	XP_060365649.1
OG0008689	XP_036493792.1	XP_060365650.1
OG0008690	XP_036493124.1	XP_060365651.1
OG0008691	XP_036493123.1	XP_060365652.1
OG0008692	XP_036493126.1	XP_060365653.1
OG0008693	XP_036493125.1	XP_060365654.1
OG0008694	XP_036493120.1	XP_060365655.1
OG0008695	XP_036493119.1	XP_060365656.1
OG0008696	XP_036493122.1	XP_060365658.1
OG0008697	XP_036493121.1	XP_060365659.1
OG0008698	XP_036492882.1	XP_060365662.1
OG0008699	XP_036492885.1	XP_060365663.1
OG0008700	XP_036492884.1	XP_060365664.1
OG0008701	XP_036492879.1	XP_060365667.1
OG0008702	XP_036492878.1	XP_060365668.1
OG0008703	XP_036492880.1	XP_060365670.1
OG0008704	XP_036493093.1	XP_060365671.1
OG0008705	XP_036493092.1	XP_060365672.1
OG0008706	XP_036492848.1	XP_060365673.1
OG0008707	XP_036492849.1	XP_060365674.1
OG0008708	XP_036492846.1	XP_060365675.1
OG0008709	XP_036492847.1	XP_060365676.1
OG0008710	XP_036492852.1	XP_060365677.1
OG0008711	XP_036492853.1	XP_060365678.1
OG0008712	XP_036492850.1	XP_060365679.1
OG0008713	XP_036493044.1	XP_060365888.1
OG0008714	XP_036493045.1	XP_060365887.1
OG0008715	XP_036493042.1	XP_060365885.1
OG0008716	XP_036493612.1	XP_060365884.1
OG0008717	XP_036493611.1	XP_060365883.1
OG0008718	XP_036493627.1	XP_060365882.1
OG0008719	XP_036493616.1	XP_060365879.1
OG0008720	XP_036493068.1	XP_060365878.1
OG0008721	XP_036493067.1	XP_060365877.1
OG0008722	XP_036493702.1	XP_060365873.1
OG0008723	XP_036493703.1	XP_060365872.1
OG0008724	XP_036492922.1	XP_060365869.1
OG0008725	XP_036492929.1	XP_060365868.1
OG0008726	XP_036492932.1	XP_060365867.1
OG0008727	XP_036493009.1	XP_060365866.1
OG0008728	XP_036493008.1	XP_060365865.1
OG0008729	XP_036493011.1	XP_060365864.1
OG0008730	XP_036493010.1	XP_060365863.1
OG0008731	XP_036493013.1	XP_060365861.1
OG0008732	XP_036499351.1	XP_060367843.1
OG0008733	XP_036499359.1	XP_060367841.1
OG0008734	XP_036499358.1	XP_060367840.1
OG0008735	XP_036500134.1	XP_060367838.1
OG0008736	XP_036499174.1	XP_060367820.1
OG0008737	XP_036499175.1	XP_060367819.1
OG0008738	XP_036500022.1	XP_060367816.1
OG0008739	XP_036499256.1	XP_060367815.1
OG0008740	XP_036499252.1	XP_060367811.1
OG0008741	XP_036499249.1	XP_060367810.1
OG0008742	XP_036500233.1	XP_060367808.1
OG0008743	XP_036500230.1	XP_060367807.1
OG0008744	XP_036500231.1	XP_060367806.1
OG0008745	XP_036499248.1	XP_060367805.1
OG0008746	XP_036499247.1	XP_060367804.1
OG0008747	XP_036500138.1	XP_060367802.1
OG0008748	XP_036500139.1	XP_060367801.1
OG0008749	XP_036499177.1	XP_060367799.1
OG0008750	XP_036499176.1	XP_060367798.1
OG0008752	XP_036499050.1	XP_060367790.1
OG0008753	XP_036500087.1	XP_060367785.1
OG0008754	XP_036500086.1	XP_060367784.1
OG0008755	XP_036499166.1	XP_060367780.1
OG0008756	XP_036499165.1	XP_060367779.1
OG0008757	XP_036499164.1	XP_060367778.1
OG0008758	XP_036499162.1	XP_060367776.1
OG0008759	XP_036499161.1	XP_060367775.1
OG0008760	XP_036499160.1	XP_060367774.1
OG0008761	XP_036500128.1	XP_060367772.1
OG0008762	XP_036500129.1	XP_060367768.1
OG0008763	XP_036500124.1	XP_060367767.1
OG0008764	XP_036500125.1	XP_060367765.1
OG0008765	XP_036499811.1	XP_060367761.1
OG0008766	XP_036499238.1	XP_060367756.1
OG0008767	XP_036499237.1	XP_060367755.1
OG0008768	XP_036500226.1	XP_060367754.1
OG0008769	XP_036500225.1	XP_060367749.1
OG0008770	XP_036500224.1	XP_060367748.1
OG0008771	XP_036500781.1	XP_060367747.1
OG0008772	XP_036500222.1	XP_060367746.1
OG0008773	XP_036499303.1	XP_060367743.1
OG0008774	XP_036500301.1	XP_060367741.1
OG0008775	XP_036500299.1	XP_060367738.1
OG0008776	XP_036499309.1	XP_060367736.1
