Orthogroup	Colletotrichum_siamense	Colletotrichum_abscissum
OG0009223	XP_036501967.1	XP_060406239.1
OG0009224	XP_036501965.1	XP_060406240.1
OG0009225	XP_036501244.1	XP_060406242.1
OG0009226	XP_036500990.1	XP_060406243.1
OG0009227	XP_036500989.1	XP_060406246.1
OG0009228	XP_036500996.1	XP_060406247.1
OG0009229	XP_036501480.1	XP_060406249.1
OG0009230	XP_036500992.1	XP_060406251.1
OG0009231	XP_036500991.1	XP_060406252.1
OG0009232	XP_036500994.1	XP_060406253.1
OG0009233	XP_036500993.1	XP_060406254.1
OG0009234	XP_036493249.1	XP_060406255.1
OG0009235	XP_036501891.1	XP_060406258.1
OG0009236	XP_036501892.1	XP_060406261.1
OG0009237	XP_036501894.1	XP_060406264.1
OG0009238	XP_036501887.1	XP_060406265.1
OG0009239	XP_036501888.1	XP_060406266.1
OG0009240	XP_036501889.1	XP_060406267.1
OG0009241	XP_036501890.1	XP_060406268.1
OG0009242	XP_036500945.1	XP_060406269.1
OG0009243	XP_036500944.1	XP_060406270.1
OG0009244	XP_036500943.1	XP_060406271.1
OG0009245	XP_036500942.1	XP_060406272.1
OG0009246	XP_036500941.1	XP_060406273.1
OG0009247	XP_036501045.1	XP_060406277.1
OG0009248	XP_036501044.1	XP_060406278.1
OG0009249	XP_036501043.1	XP_060406279.1
OG0009250	XP_036501047.1	XP_060406281.1
OG0009251	XP_036501048.1	XP_060406286.1
OG0009252	XP_036501049.1	XP_060406287.1
OG0009253	XP_036501046.1	XP_060406288.1
OG0009254	XP_036502003.1	XP_060406289.1
OG0009255	XP_036502004.1	XP_060406290.1
OG0009256	XP_036501998.1	XP_060406291.1
OG0009257	XP_036502001.1	XP_060406294.1
OG0009258	XP_036501587.1	XP_060406299.1
OG0009259	XP_036502147.1	XP_060406301.1
OG0009260	XP_036501100.1	XP_060406302.1
OG0009261	XP_036501101.1	XP_060406304.1
OG0009262	XP_036502148.1	XP_060406305.1
OG0009263	XP_036501103.1	XP_060406309.1
OG0009264	XP_036501105.1	XP_060406311.1
OG0009265	XP_036501104.1	XP_060406314.1
OG0009266	XP_036501107.1	XP_060406317.1
OG0009267	XP_036501106.1	XP_060406320.1
OG0009268	XP_036502051.1	XP_060406321.1
OG0009269	XP_036502052.1	XP_060406323.1
OG0009270	XP_036501980.1	XP_060406324.1
OG0009271	XP_036501979.1	XP_060406326.1
OG0009272	XP_036502049.1	XP_060406327.1
OG0009273	XP_036502047.1	XP_060406328.1
OG0009274	XP_036502048.1	XP_060406329.1
OG0009275	XP_036502046.1	XP_060406331.1
OG0009276	XP_036502621.1	XP_060406334.1
OG0009277	XP_036501184.1	XP_060406335.1
OG0009278	XP_036502625.1	XP_060406336.1
OG0009279	XP_036501183.1	XP_060406337.1
OG0009280	XP_036501824.1	XP_060406353.1
OG0009281	XP_036501821.1	XP_060406355.1
OG0009282	XP_036501822.1	XP_060406356.1
OG0009283	XP_036502883.1	XP_060406358.1
OG0009284	XP_036502876.1	XP_060406359.1
OG0009285	XP_036502875.1	XP_060406363.1
OG0009286	XP_036502878.1	XP_060406364.1
OG0009287	XP_036501823.1	XP_060406369.1
OG0009288	XP_036501277.1	XP_060406372.1
OG0009289	XP_036501757.1	XP_060406373.1
OG0009290	XP_036501758.1	XP_060406374.1
OG0009291	XP_036501759.1	XP_060406375.1
OG0009292	XP_036501996.1	XP_060406376.1
OG0009293	XP_036501761.1	XP_060406378.1
OG0009294	XP_036501763.1	XP_060406380.1
OG0009295	XP_036501764.1	XP_060406381.1
OG0009296	XP_036501997.1	XP_060406383.1
OG0009297	XP_036502807.1	XP_060406385.1
OG0009298	XP_036502811.1	XP_060406387.1
OG0009299	XP_036502810.1	XP_060406389.1
OG0009300	XP_036502809.1	XP_060406390.1
OG0009301	XP_036502815.1	XP_060406393.1
OG0009302	XP_036502814.1	XP_060406394.1
OG0009303	XP_036502813.1	XP_060406395.1
OG0009304	XP_036500808.1	XP_060406398.1
OG0009305	XP_036501283.1	XP_060406402.1
OG0009306	XP_036501284.1	XP_060406403.1
OG0009307	XP_036502232.1	XP_060406405.1
OG0009308	XP_036502235.1	XP_060406406.1
OG0009309	XP_036502229.1	XP_060406409.1
OG0009310	XP_036502228.1	XP_060406411.1
OG0009311	XP_036502231.1	XP_060406412.1
OG0009312	XP_036502230.1	XP_060406413.1
OG0009313	XP_036502236.1	XP_060406414.1
OG0009314	XP_036502196.1	XP_060406415.1
OG0009315	XP_036502836.1	XP_060406419.1
OG0009316	XP_036501007.1	XP_060406422.1
OG0009317	XP_036501010.1	XP_060406423.1
OG0009318	XP_036501009.1	XP_060406424.1
OG0009319	XP_036502200.1	XP_060406430.1
OG0009320	XP_036502837.1	XP_060406433.1
OG0009321	XP_036502115.1	XP_060406441.1
OG0009322	XP_036502116.1	XP_060406442.1
OG0009323	XP_036502117.1	XP_060406443.1
OG0009324	XP_036502118.1	XP_060406444.1
OG0009325	XP_036501021.1	XP_060406446.1
OG0009326	XP_036501704.1	XP_060406448.1
OG0009327	XP_036501703.1	XP_060406449.1
OG0009328	XP_036501234.1	XP_060406450.1
OG0009329	XP_036500987.1	XP_060406462.1
OG0009330	XP_036500982.1	XP_060406463.1
OG0009331	XP_036500981.1	XP_060406464.1
OG0009332	XP_036500984.1	XP_060406465.1
OG0009333	XP_036500983.1	XP_060406466.1
OG0009334	XP_036496472.1	XP_060406468.1
OG0009335	XP_036495957.1	XP_060406470.1
OG0009336	XP_036496045.1	XP_060406483.1
OG0009337	XP_036495893.1	XP_060406492.1
OG0009338	XP_036496423.1	XP_060406494.1
OG0009339	XP_036496520.1	XP_060406499.1
OG0009340	XP_036496522.1	XP_060406500.1
OG0009341	XP_036496511.1	XP_060406502.1
OG0009342	XP_036496515.1	XP_060406503.1
OG0009343	XP_036495639.1	XP_060406504.1
OG0009344	XP_036495640.1	XP_060406505.1
OG0009345	XP_036496319.1	XP_060406506.1
OG0009346	XP_036496332.1	XP_060406507.1
OG0009347	XP_036495264.1	XP_060406509.1
OG0009348	XP_036496428.1	XP_060406512.1
OG0009349	XP_036496426.1	XP_060406520.1
OG0009350	XP_036491229.1	XP_060406524.1
OG0009351	XP_036496747.1	XP_060406526.1
OG0009352	XP_036495767.1	XP_060406527.1
OG0009353	XP_036495768.1	XP_060406529.1
OG0009354	XP_036496742.1	XP_060406532.1
OG0009355	XP_036496950.1	XP_060406534.1
OG0009356	XP_036495557.1	XP_060406535.1
OG0009357	XP_036495558.1	XP_060406536.1
OG0009358	XP_036495562.1	XP_060406538.1
OG0009359	XP_036495564.1	XP_060406540.1
OG0009360	XP_036495565.1	XP_060406541.1
OG0009361	XP_036496568.1	XP_060406542.1
OG0009362	XP_036496569.1	XP_060406543.1
OG0009363	XP_036496072.1	XP_060406544.1
OG0009364	XP_036496073.1	XP_060406546.1
OG0009365	XP_036496067.1	XP_060406547.1
OG0009366	XP_036496068.1	XP_060406549.1
OG0009367	XP_036495850.1	XP_060406553.1
OG0009368	XP_036495851.1	XP_060406554.1
OG0009369	XP_036495859.1	XP_060406561.1
OG0009370	XP_036496843.1	XP_060406564.1
OG0009371	XP_036496844.1	XP_060406566.1
OG0009372	XP_036496845.1	XP_060406567.1
OG0009373	XP_036496846.1	XP_060406568.1
OG0009374	XP_036496847.1	XP_060406569.1
OG0009375	XP_036496848.1	XP_060406570.1
OG0009376	XP_036496849.1	XP_060406571.1
OG0009377	XP_036496005.1	XP_060406574.1
OG0009378	XP_036496850.1	XP_060406578.1
OG0009379	XP_036496010.1	XP_060406579.1
OG0009380	XP_036496346.1	XP_060406581.1
OG0009381	XP_036496350.1	XP_060406584.1
OG0009382	XP_036496013.1	XP_060406586.1
OG0009383	XP_036496987.1	XP_060406588.1
OG0009453	XP_036501526.1	XP_060389512.1
OG0009454	XP_036499756.1	XP_060389523.1
OG0009455	XP_036498127.1	XP_060389537.1
OG0009456	XP_036497219.1	XP_060389546.1
OG0009458	XP_036498581.1	XP_060389560.1
OG0009459	XP_036498187.1	XP_060389563.1
OG0009460	XP_036497324.1	XP_060389576.1
OG0009461	XP_036497323.1	XP_060389578.1
OG0009462	XP_036498258.1	XP_060389585.1
OG0009463	XP_036498265.1	XP_060389587.1
OG0009464	XP_036497418.1	XP_060389614.1
OG0009465	XP_036497651.1	XP_060389616.1
OG0009466	XP_036498331.1	XP_060389618.1
OG0009467	XP_036497409.1	XP_060389620.1
OG0009468	XP_036498494.1	XP_060389632.1
OG0009469	XP_036498912.1	XP_060389638.1
OG0009471	XP_036497989.1	XP_060389650.1
OG0009472	XP_036498683.1	XP_060389683.1
OG0009475	XP_036498736.1	XP_060389732.1
OG0009476	XP_036497754.1	XP_060389756.1
OG0009477	XP_036497730.1	XP_060389761.1
OG0009478	XP_036497170.1	XP_060389765.1
OG0009479	XP_036495805.1	XP_060389770.1
OG0009480	XP_036498943.1	XP_060389801.1
OG0009481	XP_036498729.1	XP_060389805.1
OG0009482	XP_036497763.1	XP_060389812.1
OG0009483	XP_036498801.1	XP_060389841.1
OG0009484	XP_036497217.1	XP_060389850.1
OG0009485	XP_036498616.1	XP_060389857.1
OG0009486	XP_036497127.1	XP_060389872.1
OG0009487	XP_036497126.1	XP_060389873.1
OG0009488	XP_036497931.1	XP_060389881.1
OG0009489	XP_036498863.1	XP_060389906.1
OG0009490	XP_036497897.1	XP_060389930.1
OG0009492	XP_036501901.1	XP_060389942.1
OG0009493	XP_036501902.1	XP_060389943.1
OG0009494	XP_036501897.1	XP_060389946.1
OG0009495	XP_036498948.1	XP_060389968.1
OG0009496	XP_036497249.1	XP_060389982.1
OG0009497	XP_036498156.1	XP_060389991.1
OG0009498	XP_036497130.1	XP_060389992.1
OG0009499	XP_036502822.1	XP_060389994.1
OG0009500	XP_036502823.1	XP_060389995.1
OG0009501	XP_036502824.1	XP_060389998.1
OG0009502	XP_036502818.1	XP_060390000.1
OG0009504	XP_036499204.1	XP_060390022.1
OG0009506	XP_036501091.1	XP_060390043.1
OG0009507	XP_036500473.1	XP_060390053.1
OG0009510	XP_036496098.1	XP_060390080.1
OG0009511	XP_036493753.1	XP_060390106.1
OG0009512	XP_036501218.1	XP_060390107.1
OG0009513	XP_036500256.1	XP_060390108.1
OG0009514	XP_036493007.1	XP_060390114.1
OG0009515	XP_036493006.1	XP_060390116.1
OG0009516	XP_036493752.1	XP_060390117.1
OG0009518	XP_036488216.1	XP_060390175.1
OG0009520	XP_036501502.1	XP_060390203.1
OG0009521	XP_036501533.1	XP_060390223.1
OG0009522	XP_036492154.1	XP_060390224.1, XP_060395506.1
OG0009523	XP_036493431.1	XP_060390225.1
OG0009524	XP_036495141.1	XP_060390233.1
OG0009525	XP_036498673.1	XP_060390238.1
OG0009526	XP_036501302.1	XP_060390342.1
OG0009527	XP_036502318.1	XP_060390351.1
OG0009528	XP_036502324.1	XP_060390353.1
OG0009529	XP_036502323.1	XP_060390354.1
OG0009530	XP_036501148.1	XP_060390407.1
OG0009531	XP_036501245.1	XP_060390419.1
OG0009532	XP_036501249.1	XP_060390422.1
OG0009533	XP_036501251.1	XP_060390432.1
OG0009534	XP_036502078.1	XP_060390435.1
OG0009535	XP_036501144.1	XP_060390444.1
OG0009536	XP_036502283.1	XP_060390447.1
OG0009537	XP_036501641.1	XP_060390452.1
OG0009541	XP_036502514.1	XP_060390488.1
OG0009543	XP_036501578.1	XP_060390498.1
OG0009544	XP_036501689.1	XP_060390543.1
OG0009545	XP_036501668.1	XP_060390549.1
OG0009546	XP_036502675.1	XP_060390560.1
OG0009547	XP_036502676.1	XP_060390561.1
OG0009548	XP_036502748.1	XP_060390570.1
OG0009549	XP_036501745.1	XP_060390594.1
OG0009550	XP_036501744.1	XP_060390597.1
OG0009551	XP_036501619.1	XP_060390639.1
OG0009552	XP_036501625.1	XP_060390644.1
OG0009553	XP_036501952.1	XP_060390661.1
OG0009555	XP_036501190.1	XP_060390685.1
OG0009556	XP_036502727.1	XP_060390690.1
OG0009557	XP_036502212.1	XP_060390699.1
OG0009558	XP_036501123.1	XP_060390712.1
OG0009559	XP_036497175.1	XP_060390729.1
OG0009562	XP_036500452.1	XP_060390770.1
OG0009563	XP_036499424.1	XP_060390779.1
OG0009564	XP_036492442.1	XP_060390789.1
OG0009565	XP_036492444.1	XP_060390794.1
OG0009569	XP_036496588.1	XP_060390854.1
OG0009570	XP_036490420.1	XP_060390885.1
OG0009571	XP_036490531.1	XP_060390887.1
OG0009572	XP_036490532.1	XP_060390888.1
OG0009573	XP_036490587.1	XP_060390901.1
OG0009574	XP_036496125.1	XP_060390925.1
OG0009575	XP_036493978.1	XP_060390948.1
OG0009576	XP_036488653.1	XP_060392096.1, XP_060390950.1
OG0009577	XP_036488144.1	XP_060390952.1
OG0009578	XP_036488150.1	XP_060390967.1
OG0009580	XP_036488064.1	XP_060390974.1
OG0009581	XP_036488977.1	XP_060390976.1
OG0009582	XP_036492632.1	XP_060390986.1
OG0009583	XP_036491005.1	XP_060391001.1
OG0009585	XP_036491304.1	XP_060391026.1
OG0009586	XP_036490634.1	XP_060391029.1
OG0009587	XP_036491231.1	XP_060391037.1
OG0009589	XP_036501756.1	XP_060391096.1
OG0009590	XP_036501112.1	XP_060391102.1
OG0009591	XP_036501115.1	XP_060391105.1
OG0009592	XP_036501116.1	XP_060391106.1
OG0009594	XP_036498349.1	XP_060391129.1
OG0009595	XP_036497262.1	XP_060391133.1, XP_060395990.1
OG0009598	XP_036498515.1	XP_060391156.1
OG0009599	XP_036490749.1	XP_060391165.1
OG0009600	XP_036495175.1	XP_060391190.1
OG0009601	XP_036495396.1	XP_060391203.1
OG0009602	XP_036491218.1	XP_060391213.1
OG0009603	XP_036494371.1	XP_060391215.1
OG0009604	XP_036494441.1	XP_060391233.1
OG0009605	XP_036495102.1	XP_060391238.1
OG0009606	XP_036495101.1	XP_060391240.1
OG0009607	XP_036491702.1	XP_060391242.1
OG0009608	XP_036494872.1	XP_060391264.1
OG0009609	XP_036493467.1	XP_060391285.1
OG0009610	XP_036499316.1	XP_060391297.1
OG0009611	XP_036500607.1	XP_060391322.1
OG0009612	XP_036499335.1	XP_060391325.1
OG0009613	XP_036489724.1	XP_060391330.1
OG0009614	XP_036499070.1	XP_060391341.1
OG0009615	XP_036499067.1	XP_060391342.1
OG0009616	XP_036494313.1	XP_060391370.1
OG0009617	XP_036499338.1	XP_060391377.1
OG0009618	XP_036500248.1	XP_060391380.1
OG0009619	XP_036488755.1	XP_060391393.1
OG0009620	XP_036500696.1	XP_060391395.1
OG0009621	XP_036499595.1	XP_060391410.1
OG0009622	XP_036500829.1	XP_060391445.1
OG0009623	XP_036500826.1	XP_060391450.1
OG0009624	XP_036499801.1	XP_060391457.1
OG0009625	XP_036499685.1	XP_060391482.1
OG0009626	XP_036500108.1	XP_060391514.1
OG0009627	XP_036500101.1	XP_060391524.1
OG0009628	XP_036499217.1	XP_060391527.1
OG0009629	XP_036500694.1	XP_060391548.1
OG0009630	XP_036498977.1	XP_060391571.1
OG0009631	XP_036500038.1	XP_060391600.1
OG0009632	XP_036500037.1	XP_060391605.1
OG0009633	XP_036499900.1	XP_060391618.1
OG0009634	XP_036500032.1	XP_060391631.1
OG0009635	XP_036496234.1	XP_060391658.1
OG0009636	XP_036500499.1	XP_060391664.1
OG0009637	XP_036500495.1	XP_060391667.1
OG0009638	XP_036491042.1	XP_060391705.1
OG0009641	XP_036499034.1	XP_060391746.1
OG0009642	XP_036495229.1	XP_060391748.1
OG0009643	XP_036488473.1	XP_060391751.1
OG0009645	XP_036496082.1	XP_060391772.1
OG0009646	XP_036496077.1	XP_060391774.1
OG0009647	XP_036494033.1	XP_060391781.1
OG0009648	XP_036498371.1	XP_060391795.1
OG0009649	XP_036496022.1	XP_060391816.1
OG0009650	XP_036497241.1	XP_060391843.1
OG0009651	XP_036490128.1	XP_060391851.1
OG0009652	XP_036497314.1	XP_060391854.1
OG0009653	XP_036495898.1	XP_060391859.1
OG0009654	XP_036498085.1	XP_060391872.1
OG0009655	XP_036497112.1	XP_060391883.1
OG0009657	XP_036497120.1	XP_060391886.1
OG0009658	XP_036491487.1	XP_060391904.1
OG0009659	XP_036492518.1	XP_060391906.1
OG0009660	XP_036492392.1	XP_060391910.1
OG0009661	XP_036491716.1	XP_060391914.1
OG0009662	XP_036492377.1	XP_060391915.1
OG0009663	XP_036492317.1	XP_060391920.1
OG0009664	XP_036491400.1	XP_060391930.1
OG0009665	XP_036495858.1	XP_060391945.1
OG0009666	XP_036492028.1	XP_060391946.1
OG0009667	XP_036496284.1	XP_060391952.1
OG0009668	XP_036491359.1	XP_060391955.1
OG0009669	XP_036491993.1	XP_060391965.1
OG0009671	XP_036502113.1	XP_060392015.1
OG0009672	XP_036501937.1	XP_060392033.1
OG0009674	XP_036489629.1	XP_060392043.1
OG0009675	XP_036499510.1	XP_060392101.1
OG0009676	XP_036500399.1	XP_060392107.1
OG0009677	XP_036495368.1	XP_060392118.1
OG0009678	XP_036492066.1	XP_060392121.1
OG0009679	XP_036500325.1	XP_060392123.1
OG0009680	XP_036499461.1	XP_060392139.1
OG0009681	XP_036499374.1	XP_060392149.1
OG0009682	XP_036500486.1	XP_060392158.1
OG0009683	XP_036496471.1	XP_060392172.1
OG0009684	XP_036501317.1	XP_060392181.1
OG0009685	XP_036493468.1	XP_060392183.1
OG0009686	XP_036498306.1	XP_060392188.1
OG0009687	XP_036496420.1	XP_060392193.1
OG0009688	XP_036500314.1	XP_060392211.1
OG0009689	XP_036496243.1	XP_060395309.1, XP_060392227.1
OG0009690	XP_036501261.1	XP_060392254.1
OG0009691	XP_036501351.1	XP_060392279.1
OG0009692	XP_036501356.1	XP_060392287.1
OG0009693	XP_036502647.1	XP_060392291.1
OG0009694	XP_036501861.1	XP_060392309.1
OG0009695	XP_036501866.1	XP_060392311.1
OG0009696	XP_036501867.1	XP_060392313.1
OG0009697	XP_036501789.1	XP_060392331.1
OG0009698	XP_036501794.1	XP_060392335.1
OG0009699	XP_036490533.1	XP_060392369.1
OG0009700	XP_036490538.1	XP_060392371.1
OG0009701	XP_036490805.1	XP_060392396.1
OG0009702	XP_036490227.1	XP_060392403.1
OG0009703	XP_036491054.1	XP_060392432.1
OG0009704	XP_036490663.1	XP_060392456.1
OG0009705	XP_036491011.1	XP_060392499.1
OG0009708	XP_036490239.1	XP_060392521.1
OG0009709	XP_036490237.1	XP_060392528.1
OG0009710	XP_036490925.1	XP_060392540.1
OG0009711	XP_036490874.1	XP_060392567.1
OG0009712	XP_036490508.1	XP_060392569.1
OG0009713	XP_036495481.1	XP_060392590.1
OG0009714	XP_036502082.1	XP_060392595.1
OG0009715	XP_036490595.1	XP_060392598.1
OG0009716	XP_036490593.1	XP_060392601.1
OG0009717	XP_036491028.1	XP_060392655.1
OG0009721	XP_036490899.1	XP_060392756.1
OG0009723	XP_036502262.1	XP_060392793.1
OG0009724	XP_036492117.1	XP_060392806.1
OG0009725	XP_036492119.1	XP_060392808.1
OG0009726	XP_036492111.1	XP_060392812.1
OG0009727	XP_036492485.1	XP_060392819.1
OG0009728	XP_036499536.1	XP_060392837.1
OG0009729	XP_036500294.1	XP_060392841.1
OG0009730	XP_036499386.1	XP_060392852.1
OG0009731	XP_036499916.1	XP_060392888.1
OG0009732	XP_036499910.1	XP_060392890.1
OG0009733	XP_036500881.1	XP_060392903.1
OG0009734	XP_036500877.1	XP_060392906.1
OG0009735	XP_036500814.1	XP_060392922.1
OG0009736	XP_036500816.1	XP_060392924.1
OG0009738	XP_036499791.1	XP_060392934.1
OG0009739	XP_036500157.1	XP_060392950.1
OG0009740	XP_036495863.1	XP_060392968.1
OG0009742	XP_036495457.1	XP_060392974.1
OG0009743	XP_036495864.1	XP_060392975.1
OG0009744	XP_036495458.1	XP_060392976.1
OG0009745	XP_036495867.1	XP_060392980.1
OG0009746	XP_036496679.1	XP_060392981.1
OG0009747	XP_036495903.1	XP_060393000.1
OG0009748	XP_036496896.1	XP_060393013.1
OG0009749	XP_036495968.1	XP_060393015.1
OG0009750	XP_036495964.1	XP_060393019.1
OG0009751	XP_036496510.1	XP_060393035.1
OG0009752	XP_036496062.1	XP_060393040.1
OG0009753	XP_036496377.1	XP_060393041.1
OG0009754	XP_036496899.1	XP_060393042.1
OG0009755	XP_036496903.1	XP_060393045.1
OG0009756	XP_036490413.1	XP_060393058.1
OG0009757	XP_036490150.1	XP_060393059.1
OG0009758	XP_036490656.1	XP_060393060.1
OG0009759	XP_036490655.1	XP_060393061.1
OG0009760	XP_036490305.1	XP_060393066.1
OG0009761	XP_036491653.1	XP_060393067.1
OG0009762	XP_036491169.1	XP_060393083.1
OG0009763	XP_036493691.1	XP_060393086.1
OG0009764	XP_036492900.1	XP_060393089.1
OG0009765	XP_036491059.1	XP_060393090.1
OG0009766	XP_036490641.1	XP_060393091.1
OG0009767	XP_036490640.1	XP_060393093.1
OG0009768	XP_036490795.1	XP_060393134.1
OG0009769	XP_036491095.1	XP_060393136.1
OG0009770	XP_036497103.1	XP_060393159.1
OG0009771	XP_036498708.1	XP_060393163.1
OG0009772	XP_036497689.1	XP_060393178.1
OG0009773	XP_036498624.1	XP_060393187.1
OG0009774	XP_036497697.1	XP_060393188.1
OG0009775	XP_036498626.1	XP_060393194.1
OG0009776	XP_036498543.1	XP_060393218.1
OG0009777	XP_036497555.1	XP_060393222.1
OG0009778	XP_036497561.1	XP_060393230.1
OG0009780	XP_036498487.1	XP_060393236.1
OG0009781	XP_036498488.1	XP_060393237.1
OG0009782	XP_036496633.1	XP_060393251.1
OG0009783	XP_036493960.1	XP_060393273.1
OG0009784	XP_036495076.1	XP_060393285.1
OG0009785	XP_036494742.1	XP_060393313.1
OG0009786	XP_036494812.1	XP_060393317.1
OG0009787	XP_036494357.1	XP_060393338.1
OG0009788	XP_036501911.1	XP_060393359.1
OG0009789	XP_036493417.1	XP_060393379.1
OG0009790	XP_036492641.1	XP_060393395.1
OG0009791	XP_036499484.1	XP_060393399.1
OG0009792	XP_036494055.1	XP_060393401.1
OG0009793	XP_036492704.1	XP_060393415.1
OG0009795	XP_036492954.1	XP_060393442.1
OG0009796	XP_036492956.1	XP_060393444.1
OG0009798	XP_036489666.1	XP_060393471.1
OG0009801	XP_036490056.1	XP_060393535.1
OG0009804	XP_036490662.1	XP_060393601.1, XP_060396286.1
OG0009805	XP_036498060.1	XP_060393617.1
OG0009806	XP_036498061.1	XP_060393618.1
OG0009807	XP_036498500.1	XP_060393619.1
OG0009808	XP_036497489.1	XP_060393621.1
OG0009809	XP_036498382.1	XP_060393657.1
OG0009810	XP_036498388.1	XP_060393658.1
OG0009811	XP_036498387.1	XP_060393659.1
OG0009812	XP_036497375.1	XP_060393667.1
OG0009813	XP_036497373.1	XP_060393669.1
OG0009814	XP_036497371.1	XP_060393670.1
OG0009815	XP_036492389.1	XP_060393680.1
OG0009816	XP_036491887.1	XP_060393683.1
OG0009817	XP_036492155.1	XP_060393698.1
OG0009818	XP_036491607.1	XP_060393699.1
OG0009819	XP_036491609.1	XP_060393701.1
OG0009820	XP_036491608.1	XP_060393702.1
OG0009821	XP_036491938.1	XP_060393738.1
OG0009822	XP_036489424.1	XP_060393781.1
OG0009823	XP_036491830.1	XP_060393787.1
OG0009824	XP_036493824.1	XP_060393848.1
OG0009825	XP_036493875.1	XP_060393857.1
OG0009826	XP_036493871.1	XP_060393862.1
OG0009827	XP_036493870.1	XP_060393863.1
OG0009828	XP_036492624.1	XP_060393882.1
OG0009829	XP_036493430.1	XP_060393901.1
OG0009830	XP_036492254.1	XP_060393930.1
OG0009831	XP_036492234.1	XP_060393933.1
OG0009832	XP_036493679.1	XP_060393938.1
OG0009834	XP_036493133.1	XP_060393970.1
OG0009835	XP_036493497.1	XP_060393999.1
OG0009836	XP_036493858.1	XP_060394007.1
OG0009837	XP_036500931.1	XP_060394032.1
OG0009838	XP_036497233.1	XP_060394035.1
OG0009839	XP_036490638.1	XP_060394046.1
OG0009840	XP_036492734.1	XP_060394086.1
OG0009841	XP_036492651.1	XP_060394088.1
OG0009842	XP_036502098.1, XP_036488173.1	XP_060394100.1
OG0009843	XP_036492735.1	XP_060394105.1
OG0009844	XP_036492736.1	XP_060394106.1
OG0009845	XP_036492691.1	XP_060394117.1
OG0009846	XP_036500852.1, XP_036500851.1	XP_060394129.1
OG0009847	XP_036493391.1	XP_060394147.1
OG0009848	XP_036490488.1	XP_060394161.1
OG0009849	XP_036495456.1	XP_060394171.1
OG0009850	XP_036501273.1	XP_060394180.1
OG0009851	XP_036502227.1	XP_060394190.1
OG0009852	XP_036501062.1	XP_060394237.1
OG0009853	XP_036501060.1	XP_060394240.1
OG0009854	XP_036502006.1	XP_060394268.1
OG0009855	XP_036502065.1	XP_060394281.1
OG0009856	XP_036502072.1	XP_060394285.1
OG0009857	XP_036501930.1	XP_060394294.1
OG0009858	XP_036500975.1	XP_060394305.1
OG0009859	XP_036500970.1	XP_060394306.1
OG0009860	XP_036500978.1	XP_060394318.1
OG0009861	XP_036491485.1	XP_060394369.1
OG0009862	XP_036491973.1	XP_060394376.1
OG0009863	XP_036492871.1	XP_060394423.1
OG0009864	XP_036491713.1	XP_060394428.1
OG0009865	XP_036492456.1	XP_060394432.1
OG0009866	XP_036488208.1	XP_060394481.1
OG0009868	XP_036488579.1	XP_060394484.1
OG0009869	XP_036500330.1	XP_060394489.1
OG0009870	XP_036502896.1	XP_060394520.1
OG0009871	XP_036488819.1	XP_060394545.1
OG0009872	XP_036501036.1	XP_060394583.1
OG0009874	XP_036501803.1	XP_060394612.1
OG0009875	XP_036502561.1	XP_060394616.1
OG0009876	XP_036502554.1	XP_060394627.1
OG0009877	XP_036502467.1	XP_060394641.1
OG0009878	XP_036502559.1	XP_060394645.1
OG0009879	XP_036501448.1	XP_060394649.1
OG0009880	XP_036502395.1	XP_060394650.1
OG0009881	XP_036501440.1	XP_060394656.1
OG0009882	XP_036501816.1	XP_060401437.1, XP_060394657.1
OG0009884	XP_036497347.1	XP_060394748.1
OG0009885	XP_036495524.1	XP_060394755.1
OG0009886	XP_036496436.1	XP_060394765.1
OG0009887	XP_036500812.1	XP_060394772.1
OG0009888	XP_036495566.1	XP_060394774.1
OG0009889	XP_036495575.1	XP_060394778.1
OG0009890	XP_036495570.1	XP_060394779.1
OG0009891	XP_036495415.1	XP_060394796.1
OG0009893	XP_036502541.1	XP_060394838.1
OG0009895	XP_036501596.1	XP_060394871.1
OG0009896	XP_036502720.1	XP_060394874.1
OG0009897	XP_036502719.1	XP_060394875.1
OG0009898	XP_036501727.1	XP_060394891.1
OG0009900	XP_036501809.1	XP_060394908.1
OG0009901	XP_036501813.1	XP_060394915.1
OG0009902	XP_036500933.1	XP_060394917.1
OG0009903	XP_036495377.1	XP_060394954.1
OG0009904	XP_036495613.1	XP_060394978.1
OG0009905	XP_036500630.1, XP_036495379.1	XP_060394980.1
OG0009906	XP_036490360.1	XP_060394982.1
OG0009907	XP_036496459.1	XP_060394995.1
OG0009908	XP_036496458.1	XP_060394996.1
OG0009909	XP_036496457.1	XP_060394997.1
OG0009910	XP_036501399.1	XP_060395005.1
OG0009911	XP_036496327.1	XP_060395028.1
OG0009912	XP_036495438.1	XP_060395034.1
OG0009914	XP_036496768.1	XP_060395064.1
OG0009915	XP_036495628.1	XP_060395068.1
OG0009916	XP_036495627.1	XP_060395069.1
OG0009917	XP_036495625.1	XP_060395070.1
OG0009918	XP_036496726.1	XP_060395079.1
OG0009919	XP_036495819.1	XP_060395086.1
OG0009920	XP_036495818.1	XP_060395087.1
OG0009921	XP_036496310.1	XP_060395088.1
OG0009922	XP_036495820.1	XP_060395089.1
OG0009923	XP_036496906.1	XP_060395093.1
OG0009925	XP_036496808.1	XP_060395103.1
OG0009926	XP_036496806.1	XP_060395110.1
