Orthogroup	Colletotrichum_siamense	Colletotrichum_truncatum
OG0009909	XP_036496457.1	XP_036576215.1
OG0009910	XP_036501399.1	XP_070060186.1
OG0009911	XP_036496327.1	XP_070061845.1
OG0009912	XP_036495438.1	XP_036578159.1
OG0009918	XP_036496726.1	XP_036576266.1
OG0009925	XP_036496808.1	XP_036586861.1
OG0009926	XP_036496806.1	XP_036586857.2
OG0009927	XP_036496699.1	XP_070060367.1
OG0009930	XP_036490564.1	XP_036578086.1
OG0009931	XP_036491458.1	XP_070059878.1
OG0009933	XP_036495453.1	XP_036586886.2
OG0009934	XP_036496155.1	XP_036586898.1
OG0009936	XP_036497205.1	XP_036588681.1
OG0009938	XP_036497605.1	XP_036588697.2
OG0009939	XP_036497038.1	XP_036588698.1
OG0009941	XP_036498580.1	XP_070062642.1
OG0009942	XP_036498190.1	XP_036588721.1
OG0009943	XP_036498577.1	XP_036588720.1
OG0009944	XP_036498186.1	XP_036588724.1
OG0009946	XP_036497425.1	XP_036579317.1
OG0009947	XP_036497664.1	XP_036579333.1
OG0009949	XP_036493808.1	XP_036581690.1
OG0009952	XP_036490791.1	XP_036580874.2
OG0009953	XP_036490592.1	XP_036580896.1
OG0009956	XP_036498484.1	XP_036575770.1
OG0009958	XP_036492069.1	XP_036576730.1
OG0009960	XP_036492524.1	XP_036576714.1
OG0009962	XP_036491534.1	XP_036581585.1
OG0009963	XP_036491378.1	XP_036576701.1
OG0009964	XP_036491380.1	XP_036576699.1
OG0009966	XP_036492248.1	XP_036581590.1
OG0009971	XP_036491661.1	XP_036581561.1
OG0009972	XP_036491625.1	XP_070060893.1
OG0009973	XP_036493887.1	XP_036575033.1
OG0009975	XP_036493688.1	XP_036579879.1
OG0009976	XP_036493690.1	XP_036579878.1
OG0009977	XP_036493692.1	XP_036579876.1
OG0009978	XP_036492991.1	XP_036579875.1
OG0009979	XP_036493355.1	XP_070061187.1
OG0009980	XP_036493364.1	XP_070061186.1
OG0009982	XP_036493533.1	XP_036579813.1
OG0009983	XP_036492817.1	XP_036579812.2
OG0009984	XP_036492818.1	XP_070061178.1
OG0009985	XP_036492669.1	XP_070061176.1
OG0009986	XP_036492695.1	XP_036574552.1
OG0009987	XP_036492696.1	XP_036582107.1
OG0009989	XP_036494647.1	XP_036579712.1
OG0009991	XP_036500551.1	XP_070061541.1
OG0009992	XP_036497187.1	XP_036586707.1
OG0009993	XP_036493606.1	XP_036579781.1
OG0009994	XP_036493058.1	XP_036579775.1
OG0009996	XP_036492609.1	XP_036579782.1
OG0009997	XP_036493367.1	XP_036579771.1
OG0009999	XP_036493567.1	XP_036579763.1
OG0010000	XP_036493508.1	XP_036579757.1
OG0010003	XP_036493501.1	XP_036579749.2
OG0010007	XP_036493043.1	XP_036579693.2
OG0010010	XP_036493653.1	XP_036579686.1
OG0010012	XP_036501368.1	XP_036585467.1
OG0010015	XP_036502820.1	XP_036585444.1
OG0010017	XP_036501412.1	XP_036583903.1
OG0010019	XP_036501405.1	XP_036583901.1
OG0010021	XP_036502354.1	XP_036583909.1
OG0010023	XP_036490550.1	XP_036589131.2
OG0010024	XP_036501002.1	XP_036583863.1
OG0010026	XP_036502090.1	XP_070061592.1
OG0010027	XP_036502091.1	XP_070061593.1
OG0010028	XP_036501636.1	XP_036583954.1
OG0010029	XP_036501631.1	XP_036583955.1
OG0010030	XP_036501630.1	XP_036583956.1
OG0010031	XP_036501568.1	XP_036583946.1
OG0010033	XP_036501231.1	XP_036583989.1
OG0010035	XP_036502105.1	XP_036584007.1
OG0010038	XP_036491363.1	XP_036578996.1
OG0010041	XP_036488967.1	XP_036587904.1
OG0010044	XP_036488182.1	XP_036587921.1
OG0010047	XP_036491917.1	XP_036580155.2
OG0010048	XP_036488111.1	XP_036587959.1
OG0010049	XP_036488108.1	XP_036587963.1
OG0010050	XP_036488652.1	XP_036587965.1
OG0010051	XP_036502833.1	XP_070059974.1
OG0010053	XP_036493167.1	XP_036583542.1
OG0010054	XP_036493203.1	XP_070061198.1
OG0010056	XP_036492827.1	XP_070061202.1
OG0010057	XP_036493226.1	XP_036583508.2
OG0010058	XP_036492928.1	XP_070061209.1
OG0010060	XP_036493812.1	XP_070061214.1
OG0010062	XP_036499557.1	XP_036585823.1
OG0010063	XP_036500437.1	XP_036585827.1
OG0010064	XP_036500541.1	XP_036585835.1
OG0010065	XP_036500540.1	XP_036585836.1
OG0010066	XP_036498094.1	XP_036589832.1
OG0010067	XP_036498095.1	XP_036589833.1
OG0010068	XP_036499096.1	XP_036585841.2
OG0010069	XP_036500005.1	XP_036585850.1
OG0010071	XP_036499843.1	XP_036585887.2
OG0010073	XP_036497973.1	XP_036582995.1
OG0010074	XP_036497965.1	XP_036583000.1
OG0010075	XP_036498218.1	XP_036583007.1
OG0010076	XP_036497856.1	XP_036583035.1
OG0010077	XP_036497479.1	XP_070062544.1
OG0010078	XP_036497301.1	XP_070062545.1
OG0010079	XP_036498241.1	XP_036583062.1
OG0010080	XP_036498890.1	XP_036583065.1
OG0010081	XP_036498891.1	XP_036583069.1
OG0010082	XP_036498431.1	XP_036583080.1
OG0010083	XP_036498178.1	XP_036583082.1
OG0010084	XP_036498272.1	XP_036583086.1
OG0010085	XP_036497355.1	XP_036583091.1
OG0010087	XP_036497357.1	XP_036583100.1
OG0010090	XP_036489941.1	XP_036589857.1
OG0010093	XP_036492590.1	XP_036587374.1
OG0010096	XP_036489874.1	XP_070062325.1
OG0010098	XP_036489355.1	XP_036589848.1
OG0010099	XP_036489939.1	XP_036589854.1
OG0010100	XP_036489756.1	XP_070062300.1
OG0010103	XP_036489041.1	XP_070062307.1
OG0010104	XP_036489068.1	XP_036589689.1
OG0010105	XP_036489651.1	XP_070062311.1
OG0010106	XP_036489644.1	XP_036589721.1
OG0010107	XP_036490087.1	XP_036589722.2
OG0010108	XP_036489820.1	XP_036579922.2
OG0010111	XP_036490971.1	XP_036578879.1
OG0010115	XP_036490982.1	XP_036578877.1
OG0010116	XP_036491187.1	XP_036578875.1
OG0010121	XP_036495280.1	XP_036581715.1
OG0010122	XP_036490153.1	XP_036589906.1
OG0010123	XP_036490859.1	XP_036589204.1
OG0010124	XP_036490684.1	XP_036589225.1
OG0010125	XP_036487862.1	XP_036574941.1
OG0010127	XP_036494318.1	XP_036583734.1
OG0010130	XP_036495603.1	XP_036580117.1
OG0010131	XP_036496296.1	XP_036580134.2
OG0010133	XP_036495700.1	XP_036580100.1
OG0010135	XP_036499218.1	XP_036576335.1
OG0010138	XP_036496663.1	XP_036574826.1
OG0010139	XP_036496660.1	XP_036574825.1
OG0010140	XP_036496666.1	XP_036574823.1
OG0010141	XP_036496665.1	XP_036574820.1
OG0010142	XP_036495594.1	XP_036578067.1
OG0010143	XP_036496489.1	XP_036578064.1
OG0010144	XP_036501960.1	XP_036578061.1
OG0010148	XP_036496980.1	XP_036578112.1
OG0010152	XP_036496090.1	XP_036578108.2
OG0010156	XP_036498166.1	XP_036579186.1
OG0010157	XP_036498760.1	XP_036579179.1
OG0010158	XP_036497978.1	XP_036579174.1
OG0010160	XP_036498237.1	XP_036579138.1
OG0010161	XP_036497285.1	XP_036575720.1
OG0010162	XP_036498394.1	XP_036575693.1
OG0010163	XP_036497503.1	XP_036575678.1
OG0010164	XP_036498429.1	XP_036575703.2
OG0010165	XP_036497499.1	XP_036575682.1
OG0010166	XP_036495905.1	XP_036575531.1
OG0010170	XP_036495951.1	XP_036586863.1
OG0010171	XP_036496632.1	XP_036576668.2
OG0010172	XP_036495489.1	XP_036576678.1
OG0010173	XP_036496475.1	XP_036576679.1
OG0010174	XP_036495284.1	XP_036576662.1
OG0010175	XP_036495826.1	XP_036576652.1
OG0010178	XP_036496191.1	XP_036576628.1
OG0010179	XP_036491072.1	XP_036576180.1
OG0010180	XP_036496712.1	XP_036576611.1
OG0010181	XP_036496711.1	XP_036576604.1
OG0010182	XP_036495793.1	XP_036576590.1
OG0010185	XP_036495131.1	XP_036576475.1
OG0010187	XP_036495385.1	XP_070060415.1
OG0010190	XP_036496650.1	XP_036577406.1
OG0010191	XP_036496331.1	XP_070060402.1
OG0010192	XP_036501471.1	XP_036580048.1
OG0010193	XP_036496610.1	XP_036577389.1
OG0010194	XP_036492252.1	XP_036574763.1
OG0010196	XP_036496466.1	XP_036577370.1
OG0010198	XP_036494093.1	XP_070060559.1
OG0010200	XP_036494179.1	XP_036582847.1
OG0010201	XP_036494181.1	XP_070060570.1
OG0010202	XP_036490068.1	XP_070062201.1
OG0010203	XP_036489094.1	XP_036584925.1
OG0010204	XP_036489727.1	XP_036584935.1
OG0010206	XP_036489072.1	XP_036584992.1
OG0010207	XP_036489765.1	XP_036584993.1
OG0010208	XP_036489864.1	XP_036585018.1
OG0010211	XP_036497903.1	XP_036583846.1
OG0010212	XP_036497900.1	XP_036583847.1
OG0010213	XP_036490122.1	XP_036589883.1
OG0010215	XP_036489825.1	XP_036585115.1
OG0010216	XP_036489684.1	XP_036585124.1
OG0010220	XP_036489488.1	XP_070062240.1
OG0010221	XP_036489299.1	XP_036589254.1
OG0010222	XP_036489296.1	XP_070062243.1
OG0010223	XP_036489332.1	XP_036589278.1
OG0010224	XP_036488459.1	XP_036579438.1
OG0010225	XP_036488458.1	XP_036579439.1
OG0010226	XP_036489004.1	XP_070062668.1
OG0010227	XP_036489363.1	XP_036589294.1
OG0010228	XP_036499298.1	XP_036586096.1
OG0010229	XP_036499293.1	XP_036586114.1
OG0010230	XP_036500204.1	XP_036586120.1
OG0010233	XP_036499891.1	XP_036574588.1
OG0010234	XP_036500836.1	XP_036574600.2
OG0010235	XP_036500845.1	XP_036574605.1
OG0010236	XP_036499657.1	XP_036576380.1
OG0010238	XP_036499531.1	XP_036576422.1
OG0010239	XP_036499529.1	XP_036576426.1
OG0010243	XP_036500342.1	XP_036576450.1
OG0010244	XP_036499474.1	XP_070062090.1
OG0010245	XP_036499471.1	XP_036579901.1
OG0010248	XP_036488318.1	XP_036588224.1
OG0010249	XP_036488339.1	XP_036588217.1
OG0010252	XP_036495959.1	XP_070062693.1
OG0010253	XP_036488674.1	XP_036588180.1
OG0010254	XP_036487934.1	XP_036576102.1
OG0010256	XP_036494759.1	XP_036582728.2
OG0010261	XP_036488526.1	XP_036588107.1
OG0010262	XP_036488189.1	XP_036588063.1
OG0010263	XP_036488184.1	XP_036588066.1
OG0010264	XP_036488731.1	XP_036588056.1
OG0010265	XP_036488071.1	XP_036588011.1
OG0010266	XP_036487923.1	XP_036588008.1
OG0010267	XP_036493945.1	XP_036583185.1
OG0010268	XP_036488962.1	XP_036588033.1
OG0010270	XP_036490700.1	XP_036574482.1
OG0010271	XP_036490228.1	XP_036574477.1
OG0010272	XP_036490779.1	XP_036575179.1
OG0010273	XP_036490201.1	XP_036574464.1
OG0010274	XP_036500039.1	XP_036579979.1
OG0010275	XP_036490316.1	XP_036575163.1
OG0010276	XP_036490317.1	XP_036575162.1
OG0010278	XP_036490315.1	XP_070061518.1
OG0010279	XP_036490810.1	XP_036574475.1
OG0010280	XP_036490339.1	XP_036579328.1
OG0010281	XP_036490959.1	XP_036574885.1
OG0010282	XP_036490716.1	XP_036574882.2
OG0010283	XP_036490713.1	XP_036574881.1
OG0010284	XP_036491262.1	XP_036580725.1
OG0010285	XP_036490711.1	XP_036574871.1
OG0010286	XP_036491264.1	XP_036574869.1
OG0010287	XP_036490673.1	XP_036580729.1
OG0010289	XP_036491177.1	XP_036580749.1
OG0010292	XP_036491172.1	XP_036580773.2
OG0010293	XP_036491105.1	XP_070061483.1
OG0010295	XP_036487954.1	XP_036583704.1
OG0010296	XP_036490985.1	XP_070061473.1
OG0010298	XP_036490987.1	XP_036580827.1
OG0010299	XP_036490406.1	XP_036580864.1
OG0010300	XP_036490997.1	XP_036580862.1
OG0010301	XP_036490992.1	XP_036580858.1
OG0010303	XP_036490821.1	XP_036580851.1
OG0010304	XP_036490448.1	XP_036580891.1
OG0010305	XP_036495015.1	XP_036576511.1
OG0010307	XP_036494694.1	XP_036576467.1
OG0010313	XP_036494323.1	XP_036574210.1
OG0010315	XP_036494840.1	XP_036581162.1
OG0010316	XP_036499971.1	XP_036577011.1
OG0010318	XP_036488391.1	XP_036583656.1
OG0010319	XP_036494322.1	XP_036581183.1
OG0010320	XP_036492866.1	XP_070060222.1
OG0010322	XP_036495608.1	XP_036582521.1
OG0010324	XP_036494416.1	XP_036588163.1
OG0010325	XP_036494507.1	XP_036581245.1
OG0010326	XP_036494526.1	XP_036581249.1
OG0010328	XP_036495315.1	XP_070062356.1
OG0010329	XP_036494424.1	XP_036581262.1
OG0010330	XP_036495160.1	XP_036581252.1
OG0010332	XP_036494935.1	XP_036581266.1
OG0010334	XP_036499636.1	XP_070062165.1
OG0010335	XP_036500012.1	XP_036575646.1
OG0010336	XP_036499757.1	XP_036575640.1
OG0010337	XP_036500846.1	XP_036575641.1
OG0010338	XP_036500018.1	XP_036575632.1
OG0010339	XP_036500015.1	XP_036575631.1
OG0010340	XP_036491145.1	XP_070061324.1
OG0010341	XP_036500089.1	XP_036574382.2
OG0010342	XP_036499822.1	XP_036581122.1
OG0010343	XP_036500848.1	XP_036575630.1
OG0010349	XP_036499591.1	XP_036581138.1
OG0010350	XP_036499980.1	XP_036574370.1
OG0010351	XP_036499434.1	XP_036584093.1
OG0010352	XP_036499872.1	XP_036580929.1
OG0010353	XP_036490725.1	XP_036589100.1
OG0010354	XP_036494478.1	XP_036580459.1
OG0010355	XP_036494477.1	XP_036580458.1
OG0010356	XP_036494609.1	XP_036580447.1
OG0010357	XP_036494007.1	XP_036580444.1
OG0010358	XP_036495206.1	XP_070060067.1
OG0010360	XP_036495199.1	XP_036580423.1
OG0010364	XP_036494402.1	XP_036580363.1
OG0010365	XP_036496270.1	XP_036578153.1
OG0010366	XP_036494083.1	XP_036580319.1
OG0010367	XP_036494005.1	XP_036580314.1
OG0010369	XP_036494051.1	XP_036580302.2
OG0010370	XP_036494140.1	XP_036580305.1
OG0010371	XP_036495253.1	XP_036577902.1
OG0010372	XP_036500092.1	XP_036584109.1
OG0010373	XP_036500095.1	XP_070061958.1
OG0010375	XP_036499135.1	XP_036584139.2
OG0010377	XP_036499074.1	XP_036584152.1
OG0010378	XP_036499989.1	XP_036584156.1
OG0010379	XP_036499985.1	XP_036584159.1
OG0010381	XP_036500784.1	XP_036584206.1
OG0010382	XP_036499823.1	XP_036584231.1
OG0010383	XP_036499499.1	XP_036584264.2
OG0010384	XP_036500662.1	XP_070061983.1
OG0010385	XP_036499879.1	XP_036575007.1
OG0010386	XP_036499415.1	XP_036584286.1
OG0010387	XP_036499412.1	XP_036584285.2
OG0010388	XP_036499411.1	XP_036584284.1
OG0010389	XP_036499583.1	XP_036584281.1
OG0010391	XP_036492577.1	XP_036587500.1
OG0010392	XP_036492579.1	XP_036587502.1
OG0010394	XP_036491786.1	XP_070061003.1
OG0010397	XP_036491726.1	XP_036587571.1
OG0010398	XP_036491669.1	XP_036587595.1
OG0010399	XP_036492270.1	XP_036587604.1
OG0010400	XP_036492197.1	XP_036587612.1
OG0010401	XP_036492194.1	XP_070061018.1
OG0010404	XP_036491842.1	XP_036587676.1
OG0010405	XP_036492967.1	XP_036576077.1
OG0010406	XP_036501235.1	XP_036578776.1
OG0010407	XP_036502019.1	XP_036583640.1
OG0010408	XP_036501015.1	XP_036583621.1
OG0010411	XP_036501162.1	XP_070060170.1
OG0010412	XP_036502332.1	XP_036583581.2
OG0010414	XP_036501326.1	XP_036576010.1
OG0010415	XP_036502725.1	XP_036583681.1
OG0010416	XP_036502698.1	XP_036583684.1
OG0010417	XP_036502707.1	XP_036583685.1
OG0010418	XP_036501908.1	XP_036583690.1
OG0010419	XP_036501844.1	XP_070060202.1
OG0010420	XP_036501847.1	XP_036583722.1
OG0010421	XP_036501848.1	XP_036583723.1
OG0010422	XP_036501842.1	XP_036583718.1
OG0010423	XP_036497586.1	XP_036583716.1
OG0010424	XP_036501916.1	XP_036583710.1
OG0010426	XP_036502436.1	XP_036583753.1
OG0010427	XP_036501493.1	XP_036583747.1
OG0010428	XP_036502373.1	XP_036583761.1
OG0010429	XP_036489521.1	XP_036574178.1
OG0010430	XP_036498916.1	XP_036578459.1
OG0010433	XP_036498961.1	XP_036582854.2
OG0010434	XP_036498960.1	XP_036582853.1
OG0010435	XP_036497999.1	XP_070062501.1
OG0010436	XP_036498047.1	XP_036578455.1
OG0010437	XP_036497912.1	XP_070062480.1
OG0010438	XP_036497915.1	XP_036579267.1
OG0010440	XP_036498317.1	XP_036579259.1
OG0010441	XP_036497791.1	XP_036579242.1
OG0010442	XP_036497717.1	XP_036578371.2
OG0010443	XP_036497738.1	XP_036579295.1
OG0010444	XP_036497846.1	XP_070062487.1
OG0010446	XP_036496173.1	XP_036580194.1
OG0010447	XP_036496171.1	XP_036580196.1
OG0010449	XP_036495170.1	XP_036588621.1
OG0010454	XP_036494205.1	XP_070060480.1
OG0010460	XP_036494560.1	XP_036575380.1
OG0010461	XP_036494556.1	XP_036575390.1
OG0010462	XP_036494382.1	XP_070060493.1
OG0010463	XP_036494381.1	XP_036575391.2
OG0010464	XP_036494388.1	XP_036575397.1
OG0010467	XP_036495127.1	XP_036575415.2
OG0010470	XP_036494332.1	XP_036574529.1
OG0010471	XP_036495024.1	XP_036574544.2
OG0010472	XP_036494586.1	XP_036575293.1
OG0010475	XP_036495220.1	XP_036582629.1
OG0010476	XP_036494192.1	XP_036582631.1
OG0010477	XP_036494189.1	XP_036582632.1
OG0010478	XP_036494187.1	XP_036582638.2
OG0010479	XP_036494188.1	XP_036582637.1
OG0010480	XP_036494404.1	XP_036582636.1
OG0010481	XP_036494186.1	XP_036582635.1
OG0010482	XP_036494191.1	XP_070060528.1
OG0010483	XP_036495789.1	XP_036577360.1
OG0010484	XP_036494291.1	XP_036582681.1
OG0010485	XP_036494290.1	XP_070060536.1
OG0010486	XP_036495209.1	XP_036582670.1
OG0010488	XP_036492110.1	XP_036581706.1
OG0010492	XP_036494391.1	XP_070060545.1
OG0010493	XP_036494137.1	XP_036582734.1
OG0010494	XP_036497648.1	XP_036578954.1
OG0010495	XP_036497452.1	XP_036578952.1
OG0010496	XP_036494344.1	XP_036582754.1
OG0010497	XP_036494116.1	XP_036582774.2
OG0010498	XP_036494113.1	XP_036582769.1
OG0010499	XP_036494110.1	XP_036582768.1
OG0010500	XP_036494932.1	XP_036582796.1
OG0010501	XP_036494718.1	XP_036582800.1
OG0010503	XP_036488607.1	XP_036586135.1
OG0010504	XP_036488052.1	XP_036586130.1
OG0010505	XP_036487985.1	XP_036587786.1
OG0010506	XP_036488555.1	XP_036587795.1
OG0010507	XP_036488715.1	XP_070060809.1
OG0010510	XP_036488892.1	XP_036587808.1
OG0010511	XP_036488378.1	XP_036587816.1
OG0010512	XP_036488833.1	XP_070060812.1
OG0010513	XP_036488162.1	XP_036587841.1
OG0010515	XP_036488712.1	XP_036587850.1
OG0010517	XP_036498693.1	XP_036588213.1
OG0010519	XP_036500425.1	XP_036586891.1
OG0010520	XP_036490880.1	XP_036575149.2
OG0010524	XP_036489978.1	XP_036581656.1
OG0010525	XP_036489385.1	XP_036581653.1
OG0010526	XP_036489962.1	XP_036581636.1
OG0010527	XP_036494922.1	XP_070060586.1
OG0010529	XP_036494617.1	XP_036583295.1
OG0010530	XP_036495226.1	XP_036583302.1
OG0010531	XP_036495241.1	XP_036583305.1
OG0010533	XP_036494370.1	XP_036583316.1
OG0010534	XP_036495187.1	XP_036583321.1
OG0010535	XP_036495189.1	XP_036583325.1
OG0010536	XP_036494453.1	XP_070060572.1
OG0010537	XP_036489963.1	XP_036581631.2
OG0010538	XP_036489961.1	XP_070059994.1
OG0010540	XP_036494255.1	XP_036583253.1
OG0010541	XP_036494979.1	XP_036583250.1
OG0010542	XP_036494298.1	XP_036583238.1
OG0010543	XP_036494301.1	XP_036583237.1
OG0010546	XP_036495034.1	XP_070060593.1
OG0010547	XP_036494348.1	XP_036583211.2
OG0010548	XP_036495147.1	XP_036583200.1
OG0010560	XP_036492166.1	XP_036587714.2
OG0010561	XP_036492164.1	XP_036587715.1
OG0010562	XP_036492434.1	XP_036587713.1
OG0010563	XP_036492158.1	XP_070061032.1
OG0010564	XP_036491704.1	XP_036574447.1
OG0010565	XP_036491822.1	XP_036578476.2
OG0010566	XP_036491821.1	XP_036578475.1
OG0010567	XP_036496672.1	XP_070060328.1
OG0010571	XP_036489149.1	XP_036581718.1
OG0010573	XP_036496784.1	XP_070060340.1
OG0010574	XP_036495306.1	XP_036586589.1
OG0010579	XP_036491845.1	XP_036578955.1
OG0010580	XP_036491994.1	XP_036581476.2
OG0010581	XP_036492229.1	XP_036581392.1
OG0010582	XP_036492232.1	XP_036581405.1
OG0010583	XP_036492595.1	XP_036581423.1
OG0010584	XP_036491333.1	XP_070060916.1
OG0010585	XP_036491334.1	XP_036581421.1
OG0010587	XP_036491915.1	XP_036581425.1
OG0010588	XP_036498927.1	XP_036574727.1
OG0010589	XP_036492558.1	XP_036581434.2
OG0010590	XP_036492603.1	XP_036581448.1
OG0010591	XP_036492140.1	XP_036574764.1
OG0010592	XP_036499710.1	XP_036588067.1
OG0010593	XP_036492253.1	XP_070060929.1
OG0010594	XP_036492257.1	XP_070060925.1
OG0010595	XP_036491922.1	XP_036581376.1
OG0010596	XP_036492141.1	XP_036574770.1
OG0010597	XP_036491806.1	XP_036575586.1
OG0010601	XP_036492428.1	XP_036578028.2
OG0010603	XP_036491895.1	XP_036577996.1
OG0010604	XP_036491893.1	XP_070060961.1
OG0010605	XP_036492180.1	XP_036578639.2
OG0010606	XP_036493593.1	XP_036582212.1
OG0010607	XP_036493592.1	XP_070061267.1
OG0010609	XP_036492679.1	XP_036582246.1
OG0010610	XP_036493346.1	XP_036582204.1
OG0010611	XP_036493705.1	XP_036582185.1
OG0010612	XP_036492869.1	XP_036582184.1
OG0010614	XP_036492807.1	XP_036582196.1
OG0010615	XP_036492607.1	XP_036582170.1
OG0010617	XP_036492738.1	XP_070061279.1
OG0010618	XP_036493852.1	XP_070061276.1
OG0010619	XP_036497346.1	XP_070061359.1
OG0010620	XP_036493129.1	XP_036582142.1
OG0010622	XP_036493115.1	XP_070061286.1
OG0010623	XP_036493729.1	XP_036575532.1
OG0010624	XP_036495106.1	XP_036577746.1
OG0010625	XP_036491183.1	XP_036580789.1
OG0010626	XP_036493241.1	XP_036575529.1
OG0010630	XP_036492851.1	XP_036575501.1
OG0010632	XP_036495917.1	XP_070060413.1
OG0010634	XP_036491641.1	XP_036575250.1
OG0010637	XP_036492899.1	XP_070061298.1
OG0010638	XP_036493425.1	XP_036583132.1
OG0010641	XP_036493609.1	XP_036575463.1
OG0010643	XP_036493365.1	XP_036575469.1
OG0010644	XP_036490268.1	XP_036575143.1
OG0010645	XP_036490624.1	XP_070061524.1
OG0010646	XP_036491646.1	XP_036578797.1
OG0010648	XP_036488501.1	XP_070060680.1
OG0010652	XP_036488918.1	XP_036576112.1
OG0010656	XP_036488612.1	XP_036576106.1
OG0010659	XP_036488168.1	XP_036577247.1
OG0010660	XP_036488167.1	XP_036577249.1
OG0010661	XP_036488281.1	XP_036577253.2
OG0010664	XP_036495459.1	XP_070062337.1
OG0010665	XP_036490817.1	XP_036578963.1
OG0010668	XP_036489015.1	XP_036577301.1
OG0010673	XP_036489826.1	XP_070060771.1
OG0010681	XP_036488898.1	XP_036586451.1
OG0010688	XP_036488503.1	XP_036586488.1
OG0010689	XP_036488344.1	XP_036586482.1
OG0010690	XP_036488263.1	XP_036586429.1
OG0010691	XP_036500932.1	XP_036588817.1
OG0010692	XP_036488514.1	XP_070060751.1
OG0010693	XP_036488507.1	XP_036586392.1
OG0010694	XP_036487996.1	XP_036586383.1
OG0010695	XP_036498304.1	XP_070062180.1
OG0010696	XP_036499276.1	XP_036587185.1
OG0010698	XP_036500042.1	XP_036587153.1
OG0010699	XP_036499706.1	XP_036587082.1
OG0010701	XP_036500214.1	XP_036587115.1
OG0010703	XP_036499768.1	XP_070062171.1
OG0010704	XP_036499146.1	XP_036587137.1
OG0010705	XP_036499550.1	XP_036587044.1
OG0010706	XP_036499556.1	XP_036587042.1
OG0010707	XP_036499554.1	XP_070062161.1
OG0010709	XP_036499670.1	XP_036587016.1
OG0010710	XP_036500707.1	XP_036586994.1
OG0010711	XP_036499280.1	XP_036586968.1
OG0010712	XP_036497537.1	XP_036582957.1
OG0010713	XP_036497700.1	XP_036582961.1
OG0010714	XP_036498603.1	XP_036586227.2
OG0010715	XP_036498756.1	XP_070062530.1
OG0010716	XP_036498436.1	XP_036582923.1
OG0010717	XP_036497436.1	XP_036582915.1
OG0010718	XP_036500753.1	XP_036585963.1
OG0010720	XP_036498811.1	XP_036577603.1
OG0010722	XP_036497953.1	XP_036577608.1
OG0010729	XP_036497361.1	XP_070062374.1
OG0010734	XP_036498098.1	XP_070062379.1
OG0010735	XP_036497644.1	XP_070062382.1
OG0010736	XP_036498374.1	XP_036577684.1
OG0010742	XP_036496240.1, XP_036498765.1	XP_036575234.1
OG0010743	XP_036501080.1	XP_036577322.1
OG0010744	XP_036498090.1	XP_036581878.1
OG0010745	XP_036497630.1	XP_036581893.1
OG0010746	XP_036497629.1	XP_036581895.1
OG0010747	XP_036497634.1	XP_036581898.1
OG0010752	XP_036498654.1	XP_036581916.1
OG0010753	XP_036498749.1	XP_036581907.1
OG0010754	XP_036497783.1	XP_070062393.1
OG0010755	XP_036498482.1	XP_036581939.1
OG0010756	XP_036498552.1	XP_036581940.1
OG0010760	XP_036498799.1	XP_036588727.1
OG0010761	XP_036498358.1	XP_036582007.2
OG0010763	XP_036496209.1	XP_036577668.1
OG0010767	XP_036497039.1	XP_036582096.1
OG0010773	XP_036489811.1	XP_036589445.1
OG0010775	XP_036489205.1	XP_036589461.1
OG0010776	XP_036490115.1	XP_070062277.1
OG0010777	XP_036489788.1	XP_036589485.2
OG0010778	XP_036489350.1	XP_036589474.1
OG0010779	XP_036489955.1	XP_036589529.2
OG0010780	XP_036489076.1	XP_036589527.1
OG0010781	XP_036489948.1	XP_036589549.1
OG0010783	XP_036490021.1	XP_036589572.1
OG0010784	XP_036489347.1	XP_036589575.1
OG0010785	XP_036491420.1	XP_036587777.1
OG0010786	XP_036489276.1	XP_036589589.1
OG0010788	XP_036489803.1	XP_036589624.1
OG0010789	XP_036489837.1	XP_036589597.1
OG0010792	XP_036492970.1	XP_036582218.1
OG0010793	XP_036491513.1	XP_036587748.1
OG0010794	XP_036492680.1	XP_036582247.1
OG0010795	XP_036492681.1	XP_036582251.2
OG0010796	XP_036492677.1	XP_070061260.1
OG0010797	XP_036492686.1	XP_070061258.1
OG0010799	XP_036493797.1	XP_036582324.1
OG0010800	XP_036493118.1	XP_036582345.1
OG0010801	XP_036492881.1	XP_036582353.1
OG0010802	XP_036493017.1	XP_070061235.1
OG0010803	XP_036493621.1	XP_036583345.2
OG0010804	XP_036493059.1	XP_036583346.1
OG0010805	XP_036493700.1	XP_036583351.2
OG0010806	XP_036493701.1	XP_036583352.1
OG0010807	XP_036492921.1	XP_036583355.1
OG0010808	XP_036493615.1	XP_036583356.1
OG0010809	XP_036500135.1	XP_036581069.1
OG0010812	XP_036499173.1	XP_036581058.1
OG0010815	XP_036499167.1	XP_036581009.1
OG0010816	XP_036499163.1	XP_070061910.1
OG0010817	XP_036500350.1	XP_070061908.1
OG0010819	XP_036500227.1	XP_070061905.1
OG0010822	XP_036499349.1	XP_036580952.1
OG0010823	XP_036499348.1	XP_036580951.1
OG0010824	XP_036499478.1	XP_036580950.1
OG0010826	XP_036499347.1	XP_036580948.2
OG0010828	XP_036500585.1	XP_070061893.1
OG0010829	XP_036500463.1	XP_036576805.1
OG0010831	XP_036491755.1	XP_070061060.1
