Orthogroup	Colletotrichum_karsti	Colletotrichum_abscissum
OG0008271	XP_038746701.1	XP_060404080.1
OG0008272	XP_038746696.1	XP_060404086.1
OG0008273	XP_038746695.1	XP_060404090.1
OG0008274	XP_038746703.1	XP_060404091.1
OG0008276	XP_038746704.1	XP_060404097.1
OG0008277	XP_038746706.1	XP_060404101.1
OG0008278	XP_038746705.1	XP_060404102.1
OG0008279	XP_038746707.1	XP_060404103.1
OG0008280	XP_038746708.1	XP_060404104.1
OG0008281	XP_038746693.1	XP_060404110.1
OG0008282	XP_038746691.1	XP_060404111.1
OG0008283	XP_038746689.1	XP_060404113.1
OG0008284	XP_038747766.1	XP_060404115.1
OG0008285	XP_038746670.1	XP_060404118.1
OG0008286	XP_038746669.1	XP_060404120.1
OG0008287	XP_038746678.1	XP_060404127.1
OG0008288	XP_038746680.1	XP_060404128.1
OG0008289	XP_038746681.1	XP_060404129.1
OG0008290	XP_038746682.1	XP_060404130.1
OG0008291	XP_038746683.1	XP_060404131.1
OG0008292	XP_038749724.1	XP_060404136.1
OG0008293	XP_038746754.1	XP_060404138.1
OG0008294	XP_038746664.1	XP_060404141.1
OG0008295	XP_038746661.1	XP_060404145.1
OG0008296	XP_038746660.1	XP_060404147.1
OG0008297	XP_038746659.1	XP_060404148.1
OG0008298	XP_038746658.1	XP_060404149.1
OG0008299	XP_038746649.1	XP_060404160.1
OG0008300	XP_038746647.1	XP_060404162.1
OG0008301	XP_038746646.1	XP_060404163.1
OG0008302	XP_038746645.1	XP_060404164.1
OG0008303	XP_038748766.1	XP_060404165.1
OG0008304	XP_038748763.1	XP_060404168.1
OG0008305	XP_038746638.1	XP_060404172.1
OG0008306	XP_038746637.1	XP_060404173.1
OG0008307	XP_038746636.1	XP_060404174.1
OG0008308	XP_038746635.1	XP_060404175.1
OG0008309	XP_038746624.1	XP_060404176.1
OG0008310	XP_038746629.1	XP_060404178.1
OG0008311	XP_038746630.1	XP_060404179.1
OG0008312	XP_038746631.1	XP_060404181.1
OG0008313	XP_038744436.1	XP_060404190.1
OG0008314	XP_038747314.1	XP_060404192.1
OG0008315	XP_038746617.1	XP_060404195.1
OG0008316	XP_038746614.1	XP_060404196.1
OG0008317	XP_038746613.1	XP_060404198.1
OG0008318	XP_038746612.1	XP_060404199.1
OG0008321	XP_038746621.1	XP_060404205.1
OG0008322	XP_038746622.1	XP_060404206.1
OG0008323	XP_038744437.1	XP_060404208.1
OG0008324	XP_038744438.1	XP_060404210.1
OG0008325	XP_038746602.1	XP_060404213.1
OG0008326	XP_038746600.1	XP_060404217.1
OG0008327	XP_038746594.1	XP_060404219.1
OG0008328	XP_038746595.1	XP_060404220.1
OG0008329	XP_038746598.1	XP_060404221.1
OG0008330	XP_038746599.1	XP_060404222.1
OG0008331	XP_038744426.1	XP_060404230.1
OG0008332	XP_038749837.1	XP_060404231.1
OG0008333	XP_038746203.1	XP_060404232.1
OG0008335	XP_038744422.1	XP_060404241.1
OG0008336	XP_038744421.1	XP_060404242.1
OG0008338	XP_038744406.1	XP_060404250.1
OG0008339	XP_038744407.1	XP_060404251.1
OG0008340	XP_038744408.1	XP_060404254.1
OG0008341	XP_038744409.1	XP_060404255.1
OG0008342	XP_038744410.1	XP_060404256.1
OG0008343	XP_038744411.1	XP_060404257.1
OG0008344	XP_038744412.1	XP_060404259.1
OG0008345	XP_038744413.1	XP_060404260.1
OG0008346	XP_038744401.1	XP_060404264.1
OG0008347	XP_038744400.1	XP_060404265.1
OG0008348	XP_038746553.1	XP_060404267.1
OG0008349	XP_038746554.1	XP_060404268.1
OG0008350	XP_038746570.1	XP_060404273.1
OG0008351	XP_038742014.1	XP_060404274.1
OG0008352	XP_038746566.1	XP_060404286.1
OG0008353	XP_038746564.1	XP_060404289.1
OG0008354	XP_038746562.1	XP_060404291.1
OG0008355	XP_038746560.1	XP_060404294.1
OG0008356	XP_038746574.1	XP_060404299.1
OG0008357	XP_038746576.1	XP_060404301.1
OG0008358	XP_038746577.1	XP_060404302.1
OG0008359	XP_038746579.1	XP_060404303.1
OG0008360	XP_038746888.1	XP_060404304.1
OG0008361	XP_038746580.1	XP_060404305.1
OG0008362	XP_038746581.1	XP_060404306.1
OG0008363	XP_038746582.1	XP_060404307.1
OG0008364	XP_038746583.1	XP_060404308.1
OG0008365	XP_038746584.1	XP_060404309.1
OG0008366	XP_038744440.1	XP_060404312.1
OG0008367	XP_038744461.1	XP_060404313.1
OG0008368	XP_038744454.1	XP_060404316.1
OG0008369	XP_038744455.1	XP_060404320.1
OG0008370	XP_038744456.1	XP_060404322.1
OG0008371	XP_038744460.1	XP_060404325.1
OG0008372	XP_038744457.1	XP_060404326.1
OG0008373	XP_038744445.1	XP_060404328.1
OG0008374	XP_038744444.1	XP_060404329.1
OG0008375	XP_038744453.1	XP_060404334.1
OG0008376	XP_038744447.1	XP_060404336.1
OG0008377	XP_038744465.1	XP_060404337.1
OG0008378	XP_038741288.1	XP_060404339.1
OG0008379	XP_038746466.1	XP_060404354.1
OG0008380	XP_038746465.1	XP_060404355.1
OG0008381	XP_038746471.1	XP_060404360.1
OG0008382	XP_038746472.1	XP_060404361.1
OG0008383	XP_038746473.1	XP_060404362.1
OG0008384	XP_038746474.1	XP_060404363.1
OG0008385	XP_038746475.1	XP_060404365.1
OG0008386	XP_038746476.1	XP_060404366.1
OG0008387	XP_038746477.1	XP_060404367.1
OG0008388	XP_038746478.1	XP_060404368.1
OG0008389	XP_038746480.1	XP_060404370.1
OG0008390	XP_038746482.1	XP_060404375.1
OG0008391	XP_038741861.1	XP_060404382.1
OG0008392	XP_038744479.1	XP_060404383.1
OG0008393	XP_038744480.1	XP_060404385.1
OG0008394	XP_038746451.1	XP_060404386.1
OG0008395	XP_038746450.1	XP_060404387.1
OG0008396	XP_038746449.1	XP_060404388.1
OG0008397	XP_038746448.1	XP_060404389.1
OG0008398	XP_038746447.1	XP_060404390.1
OG0008399	XP_038746446.1	XP_060404392.1
OG0008400	XP_038746445.1	XP_060404393.1
OG0008401	XP_038746444.1	XP_060404394.1
OG0008402	XP_038746443.1	XP_060404395.1
OG0008403	XP_038746461.1	XP_060404400.1
OG0008404	XP_038746462.1	XP_060404401.1
OG0008405	XP_038749528.1, XP_038746486.1	XP_060404404.1
OG0008406	XP_038746493.1	XP_060404406.1
OG0008407	XP_038746492.1	XP_060404407.1
OG0008408	XP_038746491.1	XP_060404409.1
OG0008409	XP_038746490.1	XP_060404413.1
OG0008410	XP_038746489.1	XP_060404414.1
OG0008411	XP_038746495.1	XP_060404415.1
OG0008413	XP_038746507.1	XP_060404425.1
OG0008414	XP_038746506.1	XP_060404426.1
OG0008415	XP_038746505.1	XP_060404427.1
OG0008416	XP_038746504.1	XP_060404428.1
OG0008417	XP_038746508.1	XP_060404429.1
OG0008418	XP_038746523.1	XP_060404435.1
OG0008419	XP_038746522.1	XP_060404436.1
OG0008420	XP_038746521.1	XP_060404438.1
OG0008421	XP_038746520.1	XP_060404439.1
OG0008422	XP_038746519.1	XP_060404440.1
OG0008423	XP_038746517.1	XP_060404442.1
OG0008424	XP_038746516.1	XP_060404443.1
OG0008425	XP_038746527.1	XP_060404448.1
OG0008426	XP_038746526.1	XP_060404450.1
OG0008427	XP_038746528.1	XP_060404453.1
OG0008428	XP_038742541.1	XP_060404454.1
OG0008429	XP_038746529.1	XP_060404457.1
OG0008430	XP_038744895.1	XP_060404461.1
OG0008431	XP_038744896.1	XP_060404462.1
OG0008432	XP_038747893.1	XP_060404464.1
OG0008433	XP_038744379.1	XP_060404467.1
OG0008434	XP_038748215.1	XP_060404468.1
OG0008435	XP_038744377.1	XP_060404472.1
OG0008436	XP_038744376.1	XP_060404473.1
OG0008437	XP_038744375.1	XP_060404474.1
OG0008438	XP_038744374.1	XP_060404476.1
OG0008439	XP_038744373.1	XP_060404477.1
OG0008440	XP_038744372.1	XP_060404478.1
OG0008442	XP_038744396.1	XP_060404532.1
OG0008444	XP_038750869.1	XP_060404548.1
OG0008445	XP_038750867.1	XP_060404551.1
OG0008446	XP_038749511.1	XP_060404552.1
OG0008447	XP_038749513.1	XP_060404558.1
OG0008448	XP_038749514.1	XP_060404559.1
OG0008449	XP_038749517.1	XP_060404564.1
OG0008450	XP_038749519.1	XP_060404566.1
OG0008451	XP_038749521.1	XP_060404568.1
OG0008452	XP_038751479.1	XP_060404571.1
OG0008453	XP_038751478.1	XP_060404572.1
OG0008454	XP_038751477.1	XP_060404573.1
OG0008455	XP_038751494.1	XP_060404574.1
OG0008456	XP_038751476.1	XP_060404575.1
OG0008457	XP_038751475.1	XP_060404576.1
OG0008458	XP_038751474.1	XP_060404577.1
OG0008459	XP_038751489.1	XP_060404580.1
OG0008460	XP_038751490.1	XP_060404581.1
OG0008461	XP_038751493.1	XP_060404584.1
OG0008462	XP_038751495.1	XP_060404585.1
OG0008463	XP_038751496.1	XP_060404586.1
OG0008464	XP_038751497.1	XP_060404587.1
OG0008465	XP_038751498.1	XP_060404588.1
OG0008466	XP_038751500.1	XP_060404591.1
OG0008467	XP_038751501.1	XP_060404592.1
OG0008468	XP_038751502.1	XP_060404593.1
OG0008469	XP_038751503.1	XP_060404601.1
OG0008470	XP_038751504.1	XP_060404602.1
OG0008471	XP_038751505.1	XP_060404604.1
OG0008472	XP_038751506.1	XP_060404605.1
OG0008473	XP_038751507.1	XP_060404606.1
OG0008474	XP_038751509.1	XP_060404608.1
OG0008475	XP_038751510.1	XP_060404609.1
OG0008476	XP_038751511.1	XP_060404611.1
OG0008477	XP_038751512.1	XP_060404613.1
OG0008478	XP_038751514.1	XP_060404615.1
OG0008479	XP_038751515.1	XP_060404616.1
OG0008480	XP_038751516.1	XP_060404619.1
OG0008481	XP_038751517.1	XP_060404620.1
OG0008482	XP_038751518.1	XP_060404621.1
OG0008483	XP_038751519.1	XP_060404622.1
OG0008484	XP_038751520.1	XP_060404623.1
OG0008485	XP_038751521.1	XP_060404624.1
OG0008486	XP_038751522.1	XP_060404625.1
OG0008487	XP_038751523.1	XP_060404626.1
OG0008488	XP_038751524.1	XP_060404627.1
OG0008489	XP_038751525.1	XP_060404628.1
OG0008490	XP_038751526.1	XP_060404630.1
OG0008491	XP_038751527.1	XP_060404631.1
OG0008492	XP_038751528.1	XP_060404632.1
OG0008493	XP_038751530.1	XP_060404634.1
OG0008494	XP_038751532.1	XP_060404635.1
OG0008495	XP_038751542.1	XP_060404636.1
OG0008496	XP_038751541.1	XP_060404638.1
OG0008497	XP_038751540.1	XP_060404639.1
OG0008498	XP_038751539.1	XP_060404640.1
OG0008499	XP_038751568.1	XP_060404641.1
OG0008500	XP_038751567.1	XP_060404642.1
OG0008501	XP_038751566.1	XP_060404643.1
OG0008502	XP_038751564.1	XP_060404645.1
OG0008503	XP_038751563.1	XP_060404646.1
OG0008504	XP_038751561.1	XP_060404649.1
OG0008505	XP_038751560.1	XP_060404650.1
OG0008506	XP_038751559.1	XP_060404651.1
OG0008507	XP_038751558.1	XP_060404652.1
OG0008508	XP_038751556.1	XP_060404653.1
OG0008509	XP_038751555.1	XP_060404654.1
OG0008510	XP_038751553.1	XP_060404657.1
OG0008511	XP_038751552.1	XP_060404658.1
OG0008512	XP_038751551.1	XP_060404659.1
OG0008513	XP_038751550.1	XP_060404660.1
OG0008514	XP_038751549.1	XP_060404661.1
OG0008515	XP_038751548.1	XP_060404664.1
OG0008516	XP_038751533.1	XP_060404665.1
OG0008517	XP_038751534.1	XP_060404666.1
OG0008518	XP_038751535.1	XP_060404667.1
OG0008519	XP_038751538.1	XP_060404673.1
OG0008520	XP_038751545.1	XP_060404674.1
OG0008521	XP_038751546.1	XP_060404675.1
OG0008522	XP_038751572.1	XP_060404680.1
OG0008523	XP_038751457.1	XP_060404683.1
OG0008524	XP_038751458.1	XP_060404684.1
OG0008525	XP_038751460.1	XP_060404685.1
OG0008526	XP_038751459.1	XP_060404686.1
OG0008527	XP_038751462.1	XP_060404690.1
OG0008528	XP_038751463.1	XP_060404691.1
OG0008529	XP_038751464.1	XP_060404693.1
OG0008530	XP_038751465.1	XP_060404695.1
OG0008531	XP_038751466.1	XP_060404696.1
OG0008532	XP_038751468.1	XP_060404697.1
OG0008533	XP_038751469.1	XP_060404698.1
OG0008534	XP_038751470.1	XP_060404699.1
OG0008535	XP_038751437.1	XP_060404700.1
OG0008536	XP_038751438.1	XP_060404701.1
OG0008537	XP_038751439.1	XP_060404702.1
OG0008538	XP_038751440.1	XP_060404703.1
OG0008539	XP_038751441.1	XP_060404706.1
OG0008540	XP_038751442.1	XP_060404707.1
OG0008541	XP_038751443.1	XP_060404708.1
OG0008542	XP_038751445.1	XP_060404714.1
OG0008544	XP_038751446.1	XP_060404716.1
OG0008545	XP_038751447.1	XP_060404718.1
OG0008546	XP_038751448.1	XP_060404719.1
OG0008547	XP_038751449.1	XP_060404720.1
OG0008548	XP_038751451.1	XP_060404721.1
OG0008549	XP_038751452.1	XP_060404722.1
OG0008550	XP_038751453.1	XP_060404723.1
OG0008551	XP_038751436.1	XP_060404724.1
OG0008552	XP_038751427.1	XP_060404725.1
OG0008553	XP_038750402.1	XP_060404738.1
OG0008554	XP_038750400.1	XP_060404739.1
OG0008555	XP_038750399.1	XP_060404740.1
OG0008556	XP_038750398.1	XP_060404741.1
OG0008557	XP_038750397.1	XP_060404742.1
OG0008558	XP_038750395.1	XP_060404745.1
OG0008559	XP_038750396.1	XP_060404746.1
OG0008560	XP_038751455.1	XP_060404747.1
OG0008561	XP_038751456.1	XP_060404749.1
OG0008562	XP_038751428.1	XP_060404750.1
OG0008563	XP_038751430.1	XP_060404751.1
OG0008564	XP_038751431.1	XP_060404752.1
OG0008565	XP_038751433.1	XP_060404755.1
OG0008566	XP_038750394.1	XP_060404756.1
OG0008567	XP_038750390.1	XP_060404757.1
OG0008568	XP_038750391.1	XP_060404758.1
OG0008569	XP_038750392.1	XP_060404759.1
OG0008570	XP_038750393.1	XP_060404760.1
OG0008571	XP_038750389.1	XP_060404761.1
OG0008572	XP_038750387.1	XP_060404762.1
OG0008573	XP_038750386.1	XP_060404763.1
OG0008574	XP_038750385.1	XP_060404764.1
OG0008575	XP_038750382.1	XP_060404771.1
OG0008576	XP_038750374.1	XP_060404774.1
OG0008577	XP_038750375.1	XP_060404775.1
OG0008578	XP_038750376.1	XP_060404776.1
OG0008579	XP_038750371.1	XP_060404778.1
OG0008580	XP_038750364.1	XP_060404781.1
OG0008581	XP_038750367.1	XP_060404783.1
OG0008582	XP_038750368.1	XP_060404785.1
OG0008583	XP_038750369.1	XP_060404786.1
OG0008584	XP_038750360.1	XP_060404787.1
OG0008585	XP_038750361.1	XP_060404793.1
OG0008586	XP_038750362.1	XP_060404794.1
OG0008587	XP_038750337.1	XP_060404801.1
OG0008588	XP_038750336.1	XP_060404802.1
OG0008589	XP_038750335.1	XP_060404803.1
OG0008590	XP_038742500.1	XP_060404806.1
OG0008591	XP_038750341.1	XP_060404807.1
OG0008592	XP_038750342.1	XP_060404808.1
OG0008593	XP_038750344.1	XP_060404810.1
OG0008594	XP_038750345.1	XP_060404811.1
OG0008595	XP_038750346.1	XP_060404812.1
OG0008596	XP_038750347.1	XP_060404813.1
OG0008597	XP_038750348.1	XP_060404814.1
OG0008598	XP_038750349.1	XP_060404815.1
OG0008599	XP_038750350.1	XP_060404816.1
OG0008600	XP_038750351.1	XP_060404817.1
OG0008601	XP_038750352.1	XP_060404818.1
OG0008602	XP_038750353.1	XP_060404819.1
OG0008603	XP_038750355.1	XP_060404821.1
OG0008604	XP_038750356.1	XP_060404822.1
OG0008605	XP_038739696.1	XP_060404824.1
OG0008606	XP_038750359.1	XP_060404826.1
OG0008607	XP_038750328.1	XP_060404836.1
OG0008608	XP_038750326.1	XP_060404838.1
OG0008609	XP_038750323.1	XP_060404842.1
OG0008610	XP_038750322.1	XP_060404843.1
OG0008611	XP_038750314.1	XP_060404847.1
OG0008612	XP_038750295.1	XP_060404849.1
OG0008614	XP_038750316.1	XP_060404856.1
OG0008615	XP_038750303.1	XP_060404860.1
OG0008616	XP_038750305.1	XP_060404862.1
OG0008617	XP_038750286.1	XP_060404865.1
OG0008618	XP_038750287.1	XP_060404866.1
OG0008619	XP_038750301.1	XP_060404870.1
OG0008620	XP_038750168.1	XP_060404874.1
OG0008621	XP_038750169.1	XP_060404875.1
OG0008622	XP_038750170.1	XP_060404876.1
OG0008623	XP_038750171.1	XP_060404877.1
OG0008624	XP_038750172.1	XP_060404879.1
OG0008625	XP_038750178.1	XP_060404884.1
OG0008626	XP_038738871.1	XP_060404886.1
OG0008627	XP_038750180.1	XP_060404887.1
OG0008628	XP_038750181.1	XP_060404888.1
OG0008629	XP_038750182.1	XP_060404889.1
OG0008630	XP_038750185.1	XP_060404892.1
OG0008631	XP_038750187.1	XP_060404894.1
OG0008632	XP_038750189.1	XP_060404896.1
OG0008633	XP_038750190.1	XP_060404898.1
OG0008634	XP_038750196.1	XP_060404899.1
OG0008635	XP_038750198.1	XP_060404906.1
OG0008636	XP_038750199.1	XP_060404907.1
OG0008637	XP_038750195.1	XP_060404908.1
OG0008638	XP_038750194.1	XP_060404909.1
OG0008639	XP_038744658.1	XP_060404910.1
OG0008640	XP_038744657.1	XP_060404911.1
OG0008641	XP_038744655.1	XP_060404914.1
OG0008642	XP_038750478.1	XP_060404938.1
OG0008643	XP_038750479.1	XP_060404939.1
OG0008644	XP_038750480.1	XP_060404940.1
OG0008645	XP_038750481.1	XP_060404942.1
OG0008646	XP_038742922.1	XP_060405556.1
OG0008646	XP_038746905.1	XP_060404973.1
OG0008647	XP_038740802.1	XP_060404996.1
OG0008648	XP_038739935.1	XP_060405008.1
OG0008649	XP_038739936.1	XP_060405009.1
OG0008650	XP_038739922.1	XP_060405016.1
OG0008651	XP_038739924.1	XP_060405022.1
OG0008652	XP_038739925.1	XP_060405023.1
OG0008653	XP_038739926.1	XP_060405024.1
OG0008654	XP_038739932.1	XP_060405030.1
OG0008655	XP_038746894.1	XP_060405032.1
OG0008656	XP_038739908.1	XP_060405033.1
OG0008657	XP_038746726.1	XP_060405038.1
OG0008658	XP_038746724.1	XP_060405040.1
OG0008659	XP_038746722.1	XP_060405042.1
OG0008660	XP_038746721.1	XP_060405043.1
OG0008661	XP_038739913.1	XP_060405044.1
OG0008662	XP_038739914.1	XP_060405045.1
OG0008663	XP_038739917.1	XP_060405048.1
OG0008664	XP_038739918.1	XP_060405049.1
OG0008665	XP_038749562.1	XP_060405055.1
OG0008666	XP_038739899.1	XP_060405056.1
OG0008667	XP_038739898.1	XP_060405057.1
OG0008668	XP_038739894.1	XP_060405064.1
OG0008669	XP_038739893.1	XP_060405065.1
OG0008670	XP_038739890.1	XP_060405067.1
OG0008671	XP_038739891.1	XP_060405068.1
OG0008672	XP_038739883.1	XP_060405070.1
OG0008674	XP_038739876.1	XP_060405072.1
OG0008675	XP_038739877.1	XP_060405073.1
OG0008676	XP_038739878.1	XP_060405074.1
OG0008677	XP_038739879.1	XP_060405075.1
OG0008678	XP_038739880.1	XP_060405076.1
OG0008679	XP_038739881.1	XP_060405077.1
OG0008680	XP_038739882.1	XP_060405078.1
OG0008681	XP_038739875.1	XP_060405079.1
OG0008682	XP_038739874.1	XP_060405082.1
OG0008683	XP_038739873.1	XP_060405084.1
OG0008684	XP_038739872.1	XP_060405085.1
OG0008685	XP_038739870.1	XP_060405087.1
OG0008686	XP_038739868.1	XP_060405091.1
OG0008687	XP_038739867.1	XP_060405092.1
OG0008688	XP_038739866.1	XP_060405093.1
OG0008689	XP_038739865.1	XP_060405094.1
OG0008690	XP_038739864.1	XP_060405095.1
OG0008691	XP_038739863.1	XP_060405096.1
OG0008692	XP_038739862.1	XP_060405097.1
OG0008693	XP_038739861.1	XP_060405098.1
OG0008694	XP_038739860.1	XP_060405099.1
OG0008695	XP_038739859.1	XP_060405100.1
OG0008696	XP_038739858.1	XP_060405101.1
OG0008697	XP_038739857.1	XP_060405102.1
OG0008698	XP_038739855.1	XP_060405106.1
OG0008699	XP_038739854.1	XP_060405107.1
OG0008700	XP_038739853.1	XP_060405108.1
OG0008701	XP_038739851.1	XP_060405110.1
OG0008702	XP_038739850.1	XP_060405111.1
OG0008703	XP_038739849.1	XP_060405113.1
OG0008704	XP_038739848.1	XP_060405114.1
OG0008705	XP_038739847.1	XP_060405115.1
OG0008706	XP_038739846.1	XP_060405116.1
OG0008707	XP_038739845.1	XP_060405117.1
OG0008708	XP_038739844.1	XP_060405118.1
OG0008709	XP_038739843.1	XP_060405119.1
OG0008710	XP_038739842.1	XP_060405120.1
OG0008711	XP_038739841.1	XP_060405121.1
OG0008712	XP_038739840.1	XP_060405123.1
OG0008713	XP_038739290.1	XP_060405125.1
OG0008714	XP_038739289.1	XP_060405126.1
OG0008715	XP_038739287.1	XP_060405128.1
OG0008716	XP_038739286.1	XP_060405129.1
OG0008717	XP_038739285.1	XP_060405130.1
OG0008718	XP_038739284.1	XP_060405131.1
OG0008719	XP_038739281.1	XP_060405134.1
OG0008720	XP_038739280.1	XP_060405135.1
OG0008721	XP_038739279.1	XP_060405136.1
OG0008722	XP_038739277.1	XP_060405140.1
OG0008724	XP_038739275.1	XP_060405144.1
OG0008725	XP_038739274.1	XP_060405146.1
OG0008726	XP_038739273.1	XP_060405147.1
OG0008727	XP_038739272.1	XP_060405149.1
OG0008728	XP_038739271.1	XP_060405150.1
OG0008729	XP_038739270.1	XP_060405151.1
OG0008730	XP_038739269.1	XP_060405153.1
OG0008731	XP_038739268.1	XP_060405154.1
OG0008732	XP_038744022.1	XP_060405157.1
OG0008733	XP_038744027.1	XP_060405159.1
OG0008734	XP_038744028.1	XP_060405160.1
OG0008735	XP_038744029.1	XP_060405161.1
OG0008736	XP_038744016.1	XP_060405176.1
OG0008737	XP_038744015.1	XP_060405177.1
OG0008738	XP_038743997.1	XP_060405180.1
OG0008739	XP_038743998.1	XP_060405181.1
OG0008740	XP_038744001.1	XP_060405184.1
OG0008741	XP_038744002.1	XP_060405185.1
OG0008742	XP_038744005.1	XP_060405187.1
OG0008743	XP_038744006.1	XP_060405188.1
OG0008744	XP_038744007.1	XP_060405189.1
OG0008745	XP_038744008.1	XP_060405190.1
OG0008746	XP_038744009.1	XP_060405192.1
OG0008747	XP_038744010.1	XP_060405195.1
OG0008748	XP_038744011.1	XP_060405196.1
OG0008749	XP_038744012.1	XP_060405199.1
OG0008750	XP_038744013.1	XP_060405200.1
OG0008751	XP_038743994.1	XP_060405205.1
OG0008752	XP_038743984.1	XP_060405211.1
OG0008753	XP_038743979.1	XP_060405216.1
OG0008754	XP_038743978.1	XP_060405217.1
OG0008755	XP_038743976.1	XP_060405219.1
OG0008756	XP_038743975.1	XP_060405221.1
OG0008757	XP_038743951.1	XP_060405222.1
OG0008758	XP_038743952.1	XP_060405225.1
OG0008759	XP_038743953.1	XP_060405226.1
OG0008760	XP_038743954.1	XP_060405227.1
OG0008761	XP_038743955.1	XP_060405228.1
OG0008762	XP_038743958.1	XP_060405231.1
OG0008763	XP_038743959.1	XP_060405232.1
OG0008764	XP_038743961.1	XP_060405236.1
OG0008765	XP_038743962.1	XP_060405239.1
OG0008766	XP_038743966.1	XP_060405242.1
OG0008767	XP_038743967.1	XP_060405243.1
OG0008768	XP_038743968.1	XP_060405244.1
OG0008769	XP_038743971.1	XP_060405250.1
OG0008770	XP_038743972.1	XP_060405251.1
OG0008771	XP_038743973.1	XP_060405252.1
OG0008772	XP_038743974.1	XP_060405253.1
OG0008773	XP_038743948.1	XP_060405256.1
OG0008774	XP_038743934.1	XP_060405257.1
OG0008775	XP_038743937.1	XP_060405260.1
OG0008776	XP_038743939.1	XP_060405263.1
OG0008777	XP_038743940.1	XP_060405264.1
OG0008778	XP_038743941.1	XP_060405265.1
OG0008779	XP_038743943.1	XP_060405270.1
OG0008780	XP_038743944.1	XP_060405271.1
OG0008781	XP_038743931.1	XP_060405276.1
OG0008782	XP_038743930.1	XP_060405277.1
OG0008783	XP_038743929.1	XP_060405278.1
OG0008784	XP_038743928.1	XP_060405279.1
OG0008785	XP_038743927.1	XP_060405280.1
OG0008786	XP_038743926.1	XP_060405282.1
OG0008787	XP_038748966.1	XP_060405286.1
OG0008788	XP_038743921.1	XP_060405290.1
OG0008789	XP_038743922.1	XP_060405293.1
OG0008790	XP_038743923.1	XP_060405296.1
OG0008791	XP_038743920.1	XP_060405301.1
OG0008792	XP_038743911.1	XP_060405305.1
OG0008794	XP_038743915.1	XP_060405310.1
OG0008795	XP_038743916.1	XP_060405311.1
OG0008796	XP_038743917.1	XP_060405312.1
OG0008797	XP_038743906.1	XP_060405314.1
OG0008798	XP_038743905.1	XP_060405315.1
OG0008799	XP_038743904.1	XP_060405316.1
OG0008800	XP_038743902.1	XP_060405321.1
OG0008801	XP_038743901.1	XP_060405322.1
OG0008802	XP_038743890.1	XP_060405327.1
OG0008803	XP_038743891.1	XP_060405329.1
OG0008804	XP_038743892.1	XP_060405330.1
OG0008805	XP_038743894.1	XP_060405331.1
OG0008806	XP_038743895.1	XP_060405333.1
OG0008807	XP_038743896.1	XP_060405334.1
OG0008808	XP_038743885.1	XP_060405348.1
OG0008809	XP_038743884.1	XP_060405351.1
OG0008810	XP_038743865.1	XP_060405356.1
OG0008811	XP_038743866.1	XP_060405357.1
OG0008812	XP_038743867.1	XP_060405358.1
OG0008813	XP_038743868.1	XP_060405359.1
OG0008814	XP_038743869.1	XP_060405360.1
OG0008815	XP_038743870.1	XP_060405361.1
OG0008816	XP_038743871.1	XP_060405362.1
OG0008817	XP_038743873.1	XP_060405366.1
OG0008818	XP_038743874.1	XP_060405367.1
OG0008819	XP_038743875.1	XP_060405368.1
OG0008820	XP_038743876.1	XP_060405370.1
OG0008821	XP_038743877.1	XP_060405371.1
OG0008822	XP_038743882.1	XP_060405378.1
OG0008823	XP_038743860.1	XP_060405379.1
OG0008824	XP_038743859.1	XP_060405380.1
OG0008825	XP_038741973.1	XP_060405381.1
OG0008826	XP_038741972.1	XP_060405383.1
OG0008827	XP_038741971.1	XP_060405384.1
OG0008828	XP_038741970.1	XP_060405386.1
OG0008829	XP_038741969.1	XP_060405387.1
OG0008830	XP_038741968.1	XP_060405388.1
OG0008831	XP_038741967.1	XP_060405389.1
OG0008832	XP_038741964.1	XP_060405393.1
OG0008833	XP_038741962.1	XP_060405395.1
OG0008834	XP_038741963.1	XP_060405396.1
OG0008835	XP_038741941.1	XP_060405410.1
OG0008836	XP_038741942.1	XP_060405411.1
OG0008837	XP_038750192.1	XP_060405480.1
OG0008838	XP_038750191.1	XP_060405481.1
OG0008839	XP_038750206.1	XP_060405483.1
OG0008840	XP_038750203.1	XP_060405486.1
OG0008841	XP_038747555.1	XP_060405503.1
OG0008842	XP_038747552.1	XP_060405504.1
OG0008843	XP_038747551.1	XP_060405505.1
OG0008844	XP_038747550.1	XP_060405506.1
OG0008845	XP_038747549.1	XP_060405507.1
OG0008846	XP_038747547.1	XP_060405510.1
OG0008847	XP_038742219.1	XP_060405514.1
OG0008848	XP_038742222.1	XP_060405521.1
OG0008849	XP_038742225.1	XP_060405523.1
OG0008850	XP_038742224.1	XP_060405524.1
OG0008851	XP_038749751.1	XP_060405526.1
OG0008852	XP_038741782.1	XP_060405529.1
OG0008853	XP_038738697.1	XP_060405530.1
OG0008854	XP_038738696.1	XP_060405533.1
OG0008855	XP_038742919.1	XP_060405535.1
OG0008856	XP_038742917.1	XP_060405538.1
OG0008857	XP_038742914.1	XP_060405539.1
OG0008858	XP_038742913.1	XP_060405540.1
OG0008859	XP_038742912.1	XP_060405541.1
OG0008860	XP_038738692.1	XP_060405546.1
OG0008861	XP_038738693.1	XP_060405547.1
OG0008862	XP_038738694.1	XP_060405551.1
OG0008863	XP_038742920.1	XP_060405553.1
