Orthogroup	Colletotrichum_karsti	Colletotrichum_gloeosporioides
OG0007954	XP_038749807.1	XP_045266176.1
OG0007955	XP_038749802.1	XP_045266164.1
OG0007957	XP_038744039.1	XP_045260535.1
OG0007958	XP_038741233.1	XP_045268693.1
OG0007959	XP_038749794.1	XP_045266152.1
OG0007960	XP_038749792.1	XP_045266155.1
OG0007961	XP_038749791.1	XP_045266156.1
OG0007962	XP_038749790.1	XP_045266157.1
OG0007963	XP_038749789.1	XP_045266158.1
OG0007964	XP_038749890.1	XP_045266161.1
OG0007965	XP_038749889.1	XP_045266162.1
OG0007966	XP_038749882.1	XP_045266098.1
OG0007967	XP_038749881.1	XP_045266101.1
OG0007968	XP_038749880.1	XP_045266102.1
OG0007969	XP_038749878.1	XP_045266104.1
OG0007970	XP_038749883.1	XP_045266097.1
OG0007971	XP_038746643.1	XP_045258401.1
OG0007972	XP_038749885.1	XP_045266095.1
OG0007973	XP_038749810.1	XP_045256740.1
OG0007974	XP_038749877.1	XP_045266108.1
OG0007975	XP_038749876.1	XP_045266109.1
OG0007976	XP_038749864.1	XP_045266113.1
OG0007977	XP_038749865.1	XP_045266114.1
OG0007978	XP_038749867.1	XP_045266116.1
OG0007979	XP_038749869.1	XP_045266117.1
OG0007980	XP_038749873.1	XP_045266121.1
OG0007981	XP_038749853.1	XP_045266135.1
OG0007982	XP_038749850.1	XP_045266138.1
OG0007983	XP_038749847.1	XP_045266141.1
OG0007984	XP_038749848.1	XP_045266140.1
OG0007985	XP_038749844.1	XP_045266128.1
OG0007986	XP_038749842.1	XP_045266130.1
OG0007987	XP_038749841.1	XP_045266132.1
OG0007988	XP_038749839.1	XP_045266133.1
OG0007989	XP_038749838.1	XP_045266142.1
OG0007990	XP_038749893.1	XP_045257523.1
OG0007991	XP_038749894.1	XP_045266146.1
OG0007992	XP_038749896.1	XP_045266085.1
OG0007993	XP_038751222.1	XP_045266350.1
OG0007994	XP_038749900.1	XP_045266083.1
OG0007995	XP_038742854.1	XP_045266082.1
OG0007996	XP_038742860.1	XP_045266076.1
OG0007997	XP_038742861.1	XP_045266075.1
OG0007998	XP_038742862.1	XP_045266073.1
OG0007999	XP_038742863.1	XP_045266072.1
OG0008000	XP_038742864.1	XP_045266071.1
OG0008001	XP_038745592.1	XP_045257567.1
OG0008002	XP_038742871.1	XP_045266062.1
OG0008003	XP_038742872.1	XP_045266066.1
OG0008004	XP_038742873.1	XP_045266037.1
OG0008005	XP_038742875.1	XP_045266033.1
OG0008006	XP_038749805.1	XP_045266174.1
OG0008007	XP_038742878.1	XP_045266041.1
OG0008008	XP_038742898.1	XP_045266056.1
OG0008009	XP_038749965.1	XP_045266013.1
OG0008010	XP_038749915.1	XP_045265944.1
OG0008011	XP_038749948.1	XP_045265988.1
OG0008012	XP_038749946.1	XP_045265989.1
OG0008013	XP_038749945.1	XP_045265990.1
OG0008014	XP_038749944.1	XP_045265991.1
OG0008015	XP_038749909.1	XP_045265969.1
OG0008016	XP_038749910.1	XP_045265968.1
OG0008017	XP_038749911.1	XP_045265967.1
OG0008018	XP_038749912.1	XP_045265966.1
OG0008019	XP_038749914.1	XP_045265962.1
OG0008020	XP_038749959.1	XP_045266002.1
OG0008021	XP_038749960.1	XP_045266003.1
OG0008022	XP_038748288.1	XP_045270098.1
OG0008023	XP_038749971.1	XP_045266018.1
OG0008024	XP_038742903.1	XP_045266031.1
OG0008025	XP_038742904.1	XP_045266030.1
OG0008026	XP_038742907.1	XP_045266029.1
OG0008028	XP_038742908.1	XP_045266026.1
OG0008030	XP_038742884.1	XP_045266059.1
OG0008031	XP_038742887.1	XP_045266052.1
OG0008032	XP_038742888.1	XP_045266051.1
OG0008033	XP_038742890.1	XP_045266049.1
OG0008034	XP_038742891.1	XP_045266048.1
OG0008035	XP_038742892.1	XP_045266047.1
OG0008036	XP_038742893.1	XP_045266046.1
OG0008037	XP_038749967.1	XP_045266015.1
OG0008038	XP_038749921.1	XP_045265949.1
OG0008039	XP_038749925.1	XP_045261169.1
OG0008040	XP_038749926.1	XP_045261168.1
OG0008041	XP_038749927.1	XP_045261167.1
OG0008042	XP_038749928.1	XP_045261159.1
OG0008043	XP_038749929.1	XP_045261160.1
OG0008044	XP_038749931.1	XP_045261158.1
OG0008045	XP_038746694.1	XP_045258371.1
OG0008046	XP_038749772.1	XP_045258480.1
OG0008047	XP_038742830.1	XP_045261073.1
OG0008048	XP_038742832.1	XP_045261075.1
OG0008049	XP_038742834.1	XP_045261085.1
OG0008050	XP_038742835.1	XP_045261087.1
OG0008052	XP_038742838.1	XP_045261089.1
OG0008053	XP_038742849.1	XP_045261128.1
OG0008054	XP_038742850.1	XP_045261127.1
OG0008055	XP_038742851.1	XP_045261126.1
OG0008056	XP_038742853.1	XP_045261099.1
OG0008057	XP_038747561.1	XP_045257107.1
OG0008059	XP_038749292.1	XP_045262529.1
OG0008060	XP_038749293.1	XP_045262530.1
OG0008061	XP_038749294.1	XP_045262531.1
OG0008064	XP_038740431.1	XP_045257149.1
OG0008065	XP_038740432.1	XP_045257157.1
OG0008066	XP_038740434.1	XP_045257159.1
OG0008067	XP_038740423.1	XP_045257136.1
OG0008068	XP_038740425.1	XP_045257140.1
OG0008069	XP_038739437.1	XP_045256122.1
OG0008070	XP_038740160.1	XP_045257341.1
OG0008071	XP_038740401.1	XP_045269464.1
OG0008072	XP_038740403.1	XP_045269462.1
OG0008073	XP_038740395.1	XP_045269437.1
OG0008074	XP_038740398.1	XP_045269444.1
OG0008075	XP_038745750.1	XP_045269317.1
OG0008076	XP_038745751.1	XP_045269316.1
OG0008077	XP_038745755.1	XP_045269314.1
OG0008078	XP_038745758.1	XP_045269313.1
OG0008079	XP_038745759.1	XP_045269312.1
OG0008080	XP_038745760.1	XP_045269311.1
OG0008081	XP_038745761.1	XP_045269310.1
OG0008082	XP_038745763.1	XP_045269308.1
OG0008083	XP_038745681.1	XP_045269281.1
OG0008084	XP_038745680.1	XP_045269283.1
OG0008085	XP_038745679.1	XP_045269284.1
OG0008086	XP_038745678.1	XP_045269285.1
OG0008087	XP_038745677.1	XP_045269286.1
OG0008088	XP_038745675.1	XP_045269288.1
OG0008089	XP_038745674.1	XP_045269289.1
OG0008090	XP_038745673.1	XP_045269291.1
OG0008091	XP_038745672.1	XP_045269292.1
OG0008092	XP_038745671.1	XP_045269293.1
OG0008093	XP_038745670.1	XP_045269294.1
OG0008094	XP_038745669.1	XP_045269295.1
OG0008095	XP_038745668.1	XP_045269297.1
OG0008096	XP_038745666.1	XP_045269302.1
OG0008097	XP_038745665.1	XP_045269303.1
OG0008098	XP_038745664.1	XP_045269304.1
OG0008099	XP_038745663.1	XP_045269305.1
OG0008100	XP_038745765.1	XP_045269307.1
OG0008101	XP_038745764.1	XP_045269306.1
OG0008102	XP_038745656.1	XP_045269401.1
OG0008103	XP_038745657.1	XP_045269402.1
OG0008104	XP_038745658.1	XP_045269403.1
OG0008105	XP_038745659.1	XP_045269404.1
OG0008106	XP_038745660.1	XP_045269405.1
OG0008107	XP_038745654.1	XP_045269415.1
OG0008108	XP_038745653.1	XP_045269414.1
OG0008109	XP_038745652.1	XP_045269413.1
OG0008110	XP_038745650.1	XP_045269411.1
OG0008111	XP_038745649.1	XP_045269410.1
OG0008112	XP_038745648.1	XP_045269409.1
OG0008113	XP_038745647.1	XP_045269408.1
OG0008114	XP_038745645.1	XP_045269416.1
OG0008115	XP_038745644.1	XP_045269417.1
OG0008116	XP_038745643.1	XP_045269418.1
OG0008117	XP_038745642.1	XP_045269419.1
OG0008118	XP_038745641.1	XP_045269420.1
OG0008119	XP_038745640.1	XP_045269421.1
OG0008120	XP_038745639.1	XP_045269422.1
OG0008121	XP_038745637.1	XP_045269425.1
OG0008122	XP_038745636.1	XP_045269426.1
OG0008123	XP_038745635.1	XP_045269427.1
OG0008124	XP_038745634.1	XP_045269428.1
OG0008125	XP_038745633.1	XP_045269429.1
OG0008126	XP_038745718.1	XP_045269348.1
OG0008127	XP_038745717.1	XP_045269349.1
OG0008128	XP_038745716.1	XP_045269350.1
OG0008129	XP_038745715.1	XP_045269351.1
OG0008130	XP_038745714.1	XP_045269352.1
OG0008131	XP_038745710.1	XP_045269353.1
OG0008132	XP_038745708.1	XP_045269354.1
OG0008133	XP_038745704.1	XP_045269358.1
OG0008134	XP_038745702.1	XP_045269360.1
OG0008135	XP_038745701.1	XP_045269361.1
OG0008136	XP_038745700.1	XP_045269362.1
OG0008137	XP_038745699.1	XP_045269363.1
OG0008138	XP_038745696.1	XP_045269365.1
OG0008139	XP_038745695.1	XP_045269366.1
OG0008140	XP_038745694.1	XP_045269367.1
OG0008141	XP_038745693.1	XP_045269368.1
OG0008142	XP_038745691.1	XP_045269370.1
OG0008143	XP_038745689.1	XP_045269372.1
OG0008144	XP_038745688.1	XP_045269373.1
OG0008145	XP_038745686.1	XP_045269374.1
OG0008146	XP_038745685.1	XP_045269375.1
OG0008147	XP_038745684.1	XP_045269376.1
OG0008148	XP_038745683.1	XP_045269377.1
OG0008149	XP_038745682.1	XP_045269378.1
OG0008150	XP_038745770.1	XP_045269380.1
OG0008151	XP_038745771.1	XP_045269381.1
OG0008152	XP_038745772.1	XP_045269382.1
OG0008153	XP_038745784.1	XP_045269384.1
OG0008154	XP_038745783.1	XP_045269385.1
OG0008155	XP_038745782.1	XP_045269386.1
OG0008156	XP_038745781.1	XP_045269387.1
OG0008157	XP_038745780.1	XP_045269388.1
OG0008158	XP_038745779.1	XP_045269389.1
OG0008160	XP_038745775.1	XP_045269393.1
OG0008161	XP_038745810.1	XP_045269261.1
OG0008163	XP_038745807.1	XP_045269264.1
OG0008164	XP_038745806.1	XP_045269266.1
OG0008165	XP_038745804.1	XP_045269268.1
OG0008166	XP_038745803.1	XP_045269269.1
OG0008167	XP_038745802.1	XP_045269270.1
OG0008168	XP_038745799.1	XP_045269272.1
OG0008169	XP_038745800.1	XP_045269273.1
OG0008170	XP_038745794.1	XP_045269278.1
OG0008171	XP_038745795.1	XP_045269277.1
OG0008172	XP_038745796.1	XP_045269276.1
OG0008173	XP_038745798.1	XP_045269274.1
OG0008174	XP_038745792.1	XP_045269279.1
OG0008175	XP_038745790.1	XP_045269399.1
OG0008176	XP_038745789.1	XP_045269398.1
OG0008177	XP_038745788.1	XP_045269397.1
OG0008178	XP_038745787.1	XP_045269396.1
OG0008179	XP_038745786.1	XP_045269395.1
OG0008180	XP_038745813.1	XP_045269260.1
OG0008181	XP_038750737.1	XP_045270497.1
OG0008182	XP_038750736.1	XP_045270498.1
OG0008183	XP_038750735.1	XP_045270499.1
OG0008184	XP_038750734.1	XP_045270500.1
OG0008185	XP_038750733.1	XP_045270501.1
OG0008186	XP_038750732.1	XP_045270502.1
OG0008187	XP_038750731.1	XP_045270503.1
OG0008188	XP_038750730.1	XP_045270504.1
OG0008189	XP_038750729.1	XP_045270505.1
OG0008190	XP_038750728.1	XP_045270506.1
OG0008191	XP_038750727.1	XP_045270507.1
OG0008192	XP_038750726.1	XP_045270508.1
OG0008193	XP_038750724.1	XP_045270509.1
OG0008194	XP_038750723.1	XP_045270510.1
OG0008195	XP_038750719.1	XP_045270511.1
OG0008196	XP_038750717.1	XP_045270512.1
OG0008197	XP_038750743.1	XP_045270513.1
OG0008198	XP_038750744.1	XP_045270514.1
OG0008199	XP_038750745.1	XP_045270515.1
OG0008200	XP_038750746.1	XP_045270516.1
OG0008201	XP_038750747.1	XP_045270517.1
OG0008202	XP_038750748.1	XP_045270518.1
OG0008203	XP_038750749.1	XP_045270519.1
OG0008204	XP_038750750.1	XP_045270520.1
OG0008205	XP_038750751.1	XP_045270521.1
OG0008206	XP_038750752.1	XP_045270522.1
OG0008207	XP_038750753.1	XP_045270524.1
OG0008208	XP_038750754.1	XP_045270523.1
OG0008209	XP_038750738.1	XP_045270495.1
OG0008210	XP_038750740.1	XP_045270492.1
OG0008211	XP_038750741.1	XP_045270491.1
OG0008212	XP_038750716.1	XP_045270490.1
OG0008213	XP_038750715.1	XP_045270488.1
OG0008214	XP_038750714.1	XP_045270487.1
OG0008215	XP_038750713.1	XP_045270486.1
OG0008216	XP_038750711.1	XP_045270484.1
OG0008217	XP_038750710.1	XP_045270483.1
OG0008218	XP_038750709.1	XP_045270482.1
OG0008219	XP_038750708.1	XP_045270481.1
OG0008220	XP_038750707.1	XP_045270480.1
OG0008221	XP_038750706.1	XP_045270479.1
OG0008222	XP_038750705.1	XP_045270478.1
OG0008223	XP_038750704.1	XP_045270477.1
OG0008224	XP_038750703.1	XP_045270476.1
OG0008225	XP_038750702.1	XP_045270475.1
OG0008226	XP_038750701.1	XP_045270473.1
OG0008227	XP_038750700.1	XP_045270472.1
OG0008228	XP_038750699.1	XP_045270471.1
OG0008229	XP_038750698.1	XP_045270470.1
OG0008230	XP_038750691.1	XP_045270469.1
OG0008231	XP_038750692.1	XP_045270468.1
OG0008232	XP_038750693.1	XP_045270466.1
OG0008233	XP_038750694.1	XP_045270465.1
OG0008234	XP_038747181.1	XP_045258734.1
OG0008235	XP_038747180.1	XP_045258735.1
OG0008236	XP_038747179.1	XP_045258736.1
OG0008237	XP_038747177.1	XP_045258738.1
OG0008238	XP_038747176.1	XP_045258739.1
OG0008239	XP_038747175.1	XP_045258740.1
OG0008240	XP_038747174.1	XP_045258741.1
OG0008241	XP_038747199.1	XP_045258715.1
OG0008242	XP_038747198.1	XP_045258716.1
OG0008243	XP_038747203.1	XP_045258712.1
OG0008244	XP_038747204.1	XP_045258711.1
OG0008245	XP_038747205.1	XP_045258710.1
OG0008246	XP_038747206.1	XP_045258709.1
OG0008247	XP_038747208.1	XP_045258707.1
OG0008248	XP_038747209.1	XP_045258706.1
OG0008249	XP_038747210.1	XP_045258704.1
OG0008250	XP_038747211.1	XP_045258703.1
OG0008251	XP_038747212.1	XP_045258702.1
OG0008252	XP_038747219.1	XP_045258698.1
OG0008253	XP_038747220.1	XP_045258697.1
OG0008254	XP_038747221.1	XP_045258696.1
OG0008255	XP_038747222.1	XP_045258695.1
OG0008256	XP_038747223.1	XP_045258694.1
OG0008257	XP_038747224.1	XP_045258693.1
OG0008258	XP_038747225.1	XP_045258692.1
OG0008259	XP_038747028.1	XP_045261605.1
OG0008260	XP_038742513.1	XP_045260168.1
OG0008261	XP_038746731.1	XP_045258343.1
OG0008262	XP_038746732.1	XP_045258344.1
OG0008263	XP_038746719.1	XP_045258347.1
OG0008264	XP_038746717.1	XP_045258349.1
OG0008265	XP_038746715.1	XP_045258351.1
OG0008266	XP_038746714.1	XP_045258352.1
OG0008267	XP_038746713.1	XP_045258353.1
OG0008268	XP_038746712.1	XP_045258354.1
OG0008269	XP_038746711.1	XP_045258355.1
OG0008270	XP_038746702.1	XP_045258363.1
OG0008271	XP_038746701.1	XP_045258362.1
OG0008272	XP_038746696.1	XP_045258358.1
OG0008273	XP_038746695.1	XP_045258357.1
OG0008274	XP_038746703.1	XP_045258364.1
OG0008276	XP_038746704.1	XP_045258365.1
OG0008277	XP_038746706.1	XP_045258367.1
OG0008278	XP_038746705.1	XP_045258366.1
OG0008279	XP_038746707.1	XP_045258368.1
OG0008280	XP_038746708.1	XP_045258369.1
OG0008281	XP_038746693.1	XP_045258372.1
OG0008282	XP_038746691.1	XP_045258374.1
OG0008283	XP_038746689.1	XP_045258375.1
OG0008284	XP_038747766.1	XP_045256880.1
OG0008285	XP_038746670.1	XP_045258395.1
OG0008286	XP_038746669.1	XP_045258394.1
OG0008287	XP_038746678.1	XP_045258385.1
OG0008288	XP_038746680.1	XP_045258384.1
OG0008289	XP_038746681.1	XP_045258383.1
OG0008290	XP_038746682.1	XP_045258382.1
OG0008291	XP_038746683.1	XP_045258381.1
OG0008292	XP_038749724.1	XP_045257664.1
OG0008293	XP_038746754.1	XP_045270867.1
OG0008294	XP_038746664.1	XP_045258431.1
OG0008295	XP_038746661.1	XP_045258417.1
OG0008296	XP_038746660.1	XP_045258419.1
OG0008297	XP_038746659.1	XP_045258420.1
OG0008298	XP_038746658.1	XP_045258421.1
OG0008299	XP_038746649.1	XP_045258407.1
OG0008300	XP_038746647.1	XP_045258405.1
OG0008301	XP_038746646.1	XP_045258404.1
OG0008302	XP_038746645.1	XP_045258403.1
OG0008303	XP_038748766.1	XP_045262505.1
OG0008304	XP_038748763.1	XP_045262509.1
OG0008305	XP_038746638.1	XP_045258440.1
OG0008306	XP_038746637.1	XP_045258441.1
OG0008307	XP_038746636.1	XP_045258442.1
OG0008308	XP_038746635.1	XP_045258443.1
OG0008309	XP_038746624.1	XP_045258446.1
OG0008310	XP_038746629.1	XP_045258448.1
OG0008311	XP_038746630.1	XP_045258449.1
OG0008312	XP_038746631.1	XP_045258450.1
OG0008313	XP_038744436.1	XP_045258504.1
OG0008314	XP_038747314.1	XP_045263909.1
OG0008315	XP_038746617.1	XP_045258468.1
OG0008316	XP_038746614.1	XP_045258467.1
OG0008317	XP_038746613.1	XP_045258465.1
OG0008318	XP_038746612.1	XP_045258464.1
OG0008321	XP_038746621.1	XP_045258458.1
OG0008322	XP_038746622.1	XP_045258457.1
OG0008323	XP_038744437.1	XP_045258500.1
OG0008324	XP_038744438.1	XP_045258499.1
OG0008325	XP_038746602.1	XP_045258483.1
OG0008326	XP_038746600.1	XP_045258486.1
OG0008327	XP_038746594.1	XP_045258492.1
OG0008328	XP_038746595.1	XP_045258491.1
OG0008329	XP_038746598.1	XP_045258488.1
OG0008330	XP_038746599.1	XP_045258487.1
OG0008331	XP_038744426.1	XP_045258514.1
OG0008332	XP_038749837.1	XP_045266126.1
OG0008333	XP_038746203.1	XP_045265041.1
OG0008335	XP_038744422.1	XP_045258518.1
OG0008336	XP_038744421.1	XP_045258517.1
OG0008338	XP_038744406.1	XP_045258541.1
OG0008339	XP_038744407.1	XP_045258542.1
OG0008340	XP_038744408.1	XP_045258543.1
OG0008341	XP_038744409.1	XP_045258544.1
OG0008342	XP_038744410.1	XP_045258545.1
OG0008343	XP_038744411.1	XP_045258546.1
OG0008344	XP_038744412.1	XP_045258547.1
OG0008345	XP_038744413.1	XP_045258548.1
OG0008346	XP_038744401.1	XP_045258533.1
OG0008347	XP_038744400.1	XP_045258532.1
OG0008348	XP_038746553.1	XP_045258530.1
OG0008349	XP_038746554.1	XP_045258529.1
OG0008350	XP_038746570.1	XP_045263302.1
OG0008351	XP_038742014.1	XP_045258191.1
OG0008352	XP_038746566.1	XP_045263294.1
OG0008353	XP_038746564.1	XP_045263292.1
OG0008354	XP_038746562.1	XP_045263289.1
OG0008355	XP_038746560.1	XP_045263287.1
OG0008356	XP_038746574.1	XP_045263313.1
OG0008357	XP_038746576.1	XP_045263315.1
OG0008358	XP_038746577.1	XP_045263316.1
OG0008359	XP_038746579.1	XP_045263318.1
OG0008360	XP_038746888.1	XP_045267642.1
OG0008361	XP_038746580.1	XP_045263320.1
OG0008362	XP_038746581.1	XP_045263321.1
OG0008363	XP_038746582.1	XP_045263322.1
OG0008364	XP_038746583.1	XP_045263323.1
OG0008365	XP_038746584.1	XP_045263324.1
OG0008366	XP_038744440.1	XP_045263327.1
OG0008367	XP_038744461.1	XP_045263332.1
OG0008368	XP_038744454.1	XP_045263341.1
OG0008369	XP_038744455.1	XP_045263340.1
OG0008370	XP_038744456.1	XP_045263339.1
OG0008371	XP_038744460.1	XP_045263333.1
OG0008372	XP_038744457.1	XP_045263337.1
OG0008373	XP_038744445.1	XP_045263361.1
OG0008374	XP_038744444.1	XP_045263360.1
OG0008375	XP_038744453.1	XP_045263342.1
OG0008376	XP_038744447.1	XP_045263363.1
OG0008377	XP_038744465.1	XP_045263329.1
OG0008378	XP_038741288.1	XP_045260086.1
OG0008379	XP_038746466.1	XP_045263411.1
OG0008380	XP_038746465.1	XP_045263409.1
OG0008381	XP_038746471.1	XP_045263415.1
OG0008382	XP_038746472.1	XP_045263416.1
OG0008383	XP_038746473.1	XP_045263419.1
OG0008384	XP_038746474.1	XP_045263420.1
OG0008385	XP_038746475.1	XP_045263421.1
OG0008386	XP_038746476.1	XP_045263422.1
OG0008387	XP_038746477.1	XP_045263423.1
OG0008388	XP_038746478.1	XP_045263424.1
OG0008389	XP_038746480.1	XP_045263426.1
OG0008390	XP_038746482.1	XP_045263429.1
OG0008391	XP_038741861.1	XP_045257471.1
OG0008392	XP_038744479.1	XP_045263396.1
OG0008393	XP_038744480.1	XP_045263395.1
OG0008394	XP_038746451.1	XP_045263386.1
OG0008395	XP_038746450.1	XP_045263387.1
OG0008396	XP_038746449.1	XP_045263388.1
OG0008397	XP_038746448.1	XP_045263389.1
OG0008398	XP_038746447.1	XP_045263390.1
OG0008399	XP_038746446.1	XP_045263391.1
OG0008400	XP_038746445.1	XP_045263392.1
OG0008401	XP_038746444.1	XP_045263393.1
OG0008402	XP_038746443.1	XP_045263394.1
OG0008403	XP_038746461.1	XP_045263403.1
OG0008404	XP_038746462.1	XP_045263404.1
OG0008405	XP_038749528.1, XP_038746486.1	XP_045263436.1
OG0008406	XP_038746493.1	XP_045263442.1
OG0008407	XP_038746492.1	XP_045263443.1
OG0008408	XP_038746491.1	XP_045263444.1
OG0008409	XP_038746490.1	XP_045263445.1
OG0008410	XP_038746489.1	XP_045263451.1
OG0008411	XP_038746495.1	XP_045263457.1
OG0008413	XP_038746507.1	XP_045263465.1
OG0008414	XP_038746506.1	XP_045263464.1
OG0008415	XP_038746505.1	XP_045263463.1
OG0008416	XP_038746504.1	XP_045263462.1
OG0008417	XP_038746508.1	XP_045263466.1
OG0008418	XP_038746523.1	XP_045263472.1
OG0008419	XP_038746522.1	XP_045263473.1
OG0008420	XP_038746521.1	XP_045263474.1
OG0008421	XP_038746520.1	XP_045263476.1
OG0008422	XP_038746519.1	XP_045263477.1
OG0008423	XP_038746517.1	XP_045263479.1
OG0008424	XP_038746516.1	XP_045263480.1
OG0008425	XP_038746527.1	XP_045263483.1
OG0008426	XP_038746526.1	XP_045263482.1
OG0008427	XP_038746528.1	XP_045263484.1
OG0008428	XP_038742541.1	XP_045260623.1
OG0008429	XP_038746529.1	XP_045263485.1
OG0008430	XP_038744895.1	XP_045267097.1
OG0008431	XP_038744896.1	XP_045267096.1
OG0008432	XP_038747893.1	XP_045257015.1
OG0008433	XP_038744379.1	XP_045263488.1
OG0008434	XP_038748215.1	XP_045257004.1, XP_045257001.1
OG0008435	XP_038744377.1	XP_045263497.1
OG0008436	XP_038744376.1	XP_045263498.1
OG0008437	XP_038744375.1	XP_045263499.1
OG0008438	XP_038744374.1	XP_045263500.1
OG0008439	XP_038744373.1	XP_045263501.1
OG0008440	XP_038744372.1	XP_045263502.1
OG0008444	XP_038750869.1	XP_045261733.1
OG0008445	XP_038750867.1	XP_045261729.1
OG0008446	XP_038749511.1	XP_045261728.1
OG0008447	XP_038749513.1	XP_045261724.1
OG0008448	XP_038749514.1	XP_045259630.1
OG0008449	XP_038749517.1	XP_045259626.1
OG0008450	XP_038749519.1	XP_045259624.1
OG0008451	XP_038749521.1	XP_045259622.1
OG0008452	XP_038751479.1	XP_045268366.1
OG0008453	XP_038751478.1	XP_045268367.1
OG0008454	XP_038751477.1	XP_045268368.1
OG0008455	XP_038751494.1	XP_045268396.1
OG0008456	XP_038751476.1	XP_045268369.1
OG0008457	XP_038751475.1	XP_045268370.1
OG0008458	XP_038751474.1	XP_045268371.1
OG0008459	XP_038751489.1	XP_045268356.1
OG0008460	XP_038751490.1	XP_045268355.1
OG0008461	XP_038751493.1	XP_045268353.1
OG0008462	XP_038751495.1	XP_045268352.1
OG0008463	XP_038751496.1	XP_045268351.1
OG0008464	XP_038751497.1	XP_045268350.1
OG0008465	XP_038751498.1	XP_045268349.1
OG0008466	XP_038751500.1	XP_045268347.1
OG0008467	XP_038751501.1	XP_045268346.1
OG0008468	XP_038751502.1	XP_045268345.1
OG0008469	XP_038751503.1	XP_045268344.1
OG0008470	XP_038751504.1	XP_045268343.1
OG0008471	XP_038751505.1	XP_045268342.1
OG0008472	XP_038751506.1	XP_045268341.1
OG0008473	XP_038751507.1	XP_045268340.1
OG0008474	XP_038751509.1	XP_045268338.1
OG0008475	XP_038751510.1	XP_045268337.1
OG0008476	XP_038751511.1	XP_045268336.1
OG0008477	XP_038751512.1	XP_045268335.1
OG0008478	XP_038751514.1	XP_045268333.1
OG0008479	XP_038751515.1	XP_045268332.1
OG0008480	XP_038751516.1	XP_045268331.1
OG0008481	XP_038751517.1	XP_045268330.1
OG0008482	XP_038751518.1	XP_045268329.1
OG0008483	XP_038751519.1	XP_045268328.1
OG0008484	XP_038751520.1	XP_045268327.1
OG0008485	XP_038751521.1	XP_045268326.1
OG0008486	XP_038751522.1	XP_045268325.1
OG0008487	XP_038751523.1	XP_045268324.1
OG0008488	XP_038751524.1	XP_045268323.1
OG0008489	XP_038751525.1	XP_045268322.1
OG0008490	XP_038751526.1	XP_045268321.1
OG0008491	XP_038751527.1	XP_045268320.1
OG0008492	XP_038751528.1	XP_045268319.1
OG0008493	XP_038751530.1	XP_045268317.1
OG0008494	XP_038751532.1	XP_045268316.1
OG0008495	XP_038751542.1	XP_045268315.1
OG0008496	XP_038751541.1	XP_045268314.1
OG0008497	XP_038751540.1	XP_045268313.1
OG0008498	XP_038751539.1	XP_045268312.1
OG0008499	XP_038751568.1	XP_045268281.1
OG0008500	XP_038751567.1	XP_045268282.1
OG0008501	XP_038751566.1	XP_045268283.1
OG0008502	XP_038751564.1	XP_045268285.1
OG0008503	XP_038751563.1	XP_045268286.1
OG0008504	XP_038751561.1	XP_045268288.1
OG0008505	XP_038751560.1	XP_045268289.1
OG0008506	XP_038751559.1	XP_045268290.1
OG0008507	XP_038751558.1	XP_045268291.1
OG0008508	XP_038751556.1	XP_045268293.1
OG0008509	XP_038751555.1	XP_045268294.1
OG0008510	XP_038751553.1	XP_045268297.1
OG0008511	XP_038751552.1	XP_045268298.1
OG0008512	XP_038751551.1	XP_045268299.1
OG0008513	XP_038751550.1	XP_045268300.1
OG0008514	XP_038751549.1	XP_045268301.1
OG0008515	XP_038751548.1	XP_045268303.1
OG0008516	XP_038751533.1	XP_045268306.1
OG0008517	XP_038751534.1	XP_045268307.1
OG0008518	XP_038751535.1	XP_045268308.1
OG0008519	XP_038751538.1	XP_045268311.1
OG0008520	XP_038751545.1	XP_045268305.1
OG0008521	XP_038751546.1	XP_045268304.1
OG0008522	XP_038751572.1	XP_045268277.1
OG0008523	XP_038751457.1	XP_045268276.1
OG0008524	XP_038751458.1	XP_045268275.1
OG0008525	XP_038751460.1	XP_045268274.1
OG0008526	XP_038751459.1	XP_045268273.1
OG0008527	XP_038751462.1	XP_045268270.1
OG0008528	XP_038751463.1	XP_045268268.1
OG0008529	XP_038751464.1	XP_045268267.1
OG0008530	XP_038751465.1	XP_045268265.1
OG0008531	XP_038751466.1	XP_045268264.1
OG0008532	XP_038751468.1	XP_045268261.1
OG0008533	XP_038751469.1	XP_045268260.1
OG0008534	XP_038751470.1	XP_045268259.1
OG0008535	XP_038751437.1	XP_045268226.1
OG0008536	XP_038751438.1	XP_045268227.1
OG0008537	XP_038751439.1	XP_045268228.1
OG0008538	XP_038751440.1	XP_045268229.1
OG0008539	XP_038751441.1	XP_045268231.1
OG0008540	XP_038751442.1	XP_045268232.1
OG0008541	XP_038751443.1	XP_045268233.1
OG0008542	XP_038751445.1	XP_045268235.1
OG0008544	XP_038751446.1	XP_045268237.1
OG0008545	XP_038751447.1	XP_045268238.1
OG0008546	XP_038751448.1	XP_045268239.1
OG0008547	XP_038751449.1	XP_045268240.1
OG0008548	XP_038751451.1	XP_045268242.1
OG0008549	XP_038751452.1	XP_045268243.1
OG0008550	XP_038751453.1	XP_045268244.1
OG0008551	XP_038751436.1	XP_045268245.1
OG0008552	XP_038751427.1	XP_045268225.1
OG0008553	XP_038750402.1	XP_045268253.1
