Orthogroup	Colletotrichum_karsti	Colletotrichum_acutatum
OG0008781	XP_038743931.1	XP_060367728.1
OG0008782	XP_038743930.1	XP_060367727.1
OG0008783	XP_038743929.1	XP_060367726.1
OG0008784	XP_038743928.1	XP_060367725.1
OG0008785	XP_038743927.1	XP_060367724.1
OG0008786	XP_038743926.1	XP_060367723.1
OG0008787	XP_038748966.1	XP_060367720.1
OG0008788	XP_038743921.1	XP_060367715.1
OG0008789	XP_038743922.1	XP_060367713.1
OG0008790	XP_038743923.1	XP_060367711.1
OG0008791	XP_038743920.1	XP_060357101.1
OG0008792	XP_038743911.1	XP_060362880.1
OG0008794	XP_038743915.1	XP_060362888.1
OG0008795	XP_038743916.1	XP_060362889.1
OG0008796	XP_038743917.1	XP_060362890.1
OG0008797	XP_038743906.1	XP_060362892.1
OG0008798	XP_038743905.1	XP_060362893.1
OG0008799	XP_038743904.1	XP_060362895.1
OG0008800	XP_038743902.1	XP_060362899.1
OG0008801	XP_038743901.1	XP_060362900.1
OG0008802	XP_038743890.1	XP_060362905.1
OG0008803	XP_038743891.1	XP_060362906.1
OG0008804	XP_038743892.1	XP_060362908.1
OG0008805	XP_038743894.1	XP_060362909.1
OG0008806	XP_038743895.1	XP_060362910.1
OG0008807	XP_038743896.1	XP_060362911.1
OG0008808	XP_038743885.1	XP_060362926.1
OG0008809	XP_038743884.1	XP_060362930.1
OG0008810	XP_038743865.1	XP_060362934.1
OG0008811	XP_038743866.1	XP_060362935.1
OG0008812	XP_038743867.1	XP_060362936.1
OG0008813	XP_038743868.1	XP_060362937.1
OG0008814	XP_038743869.1	XP_060362938.1
OG0008815	XP_038743870.1	XP_060362939.1
OG0008816	XP_038743871.1	XP_060362940.1
OG0008817	XP_038743873.1	XP_060362942.1
OG0008818	XP_038743874.1	XP_060362943.1
OG0008819	XP_038743875.1	XP_060362944.1
OG0008820	XP_038743876.1	XP_060362945.1
OG0008821	XP_038743877.1	XP_060362946.1
OG0008822	XP_038743882.1	XP_060359194.1
OG0008823	XP_038743860.1	XP_060359193.1
OG0008824	XP_038743859.1	XP_060359190.1
OG0008825	XP_038741973.1	XP_060366471.1
OG0008826	XP_038741972.1	XP_060366470.1
OG0008827	XP_038741971.1	XP_060366469.1
OG0008828	XP_038741970.1	XP_060366468.1
OG0008829	XP_038741969.1	XP_060366467.1
OG0008830	XP_038741968.1	XP_060366466.1
OG0008831	XP_038741967.1	XP_060366465.1
OG0008832	XP_038741964.1	XP_060366461.1
OG0008833	XP_038741962.1	XP_060357514.1
OG0008834	XP_038741963.1	XP_060357513.1
OG0008835	XP_038741941.1	XP_060359048.1
OG0008836	XP_038741942.1	XP_060359049.1
OG0008837	XP_038750192.1	XP_060362325.1
OG0008838	XP_038750191.1	XP_060362326.1
OG0008839	XP_038750206.1	XP_060362328.1
OG0008840	XP_038750203.1	XP_060362331.1
OG0008841	XP_038747555.1	XP_060366342.1
OG0008842	XP_038747552.1	XP_060366343.1
OG0008843	XP_038747551.1	XP_060366344.1
OG0008844	XP_038747550.1	XP_060366345.1
OG0008845	XP_038747549.1	XP_060366346.1
OG0008846	XP_038747547.1	XP_060366348.1
OG0008847	XP_038742219.1	XP_060361639.1
OG0008848	XP_038742222.1	XP_060361642.1
OG0008849	XP_038742225.1	XP_060361643.1
OG0008850	XP_038742224.1	XP_060361644.1
OG0008851	XP_038749751.1	XP_060361646.1
OG0008852	XP_038741782.1	XP_060361649.1
OG0008853	XP_038738697.1	XP_060361650.1
OG0008854	XP_038738696.1	XP_060361651.1
OG0008855	XP_038742919.1	XP_060361653.1
OG0008856	XP_038742917.1	XP_060361657.1
OG0008857	XP_038742914.1	XP_060361658.1
OG0008858	XP_038742913.1	XP_060361659.1
OG0008859	XP_038742912.1	XP_060361660.1
OG0008860	XP_038738692.1	XP_060361663.1
OG0008861	XP_038738693.1	XP_060361664.1
OG0008862	XP_038738694.1	XP_060361668.1
OG0008863	XP_038742920.1	XP_060361670.1
OG0008864	XP_038742923.1	XP_060361673.1
OG0008865	XP_038742924.1	XP_060361674.1
OG0008866	XP_038742925.1	XP_060357077.1
OG0008867	XP_038742940.1	XP_060361957.1
OG0008868	XP_038742941.1	XP_060361954.1
OG0008869	XP_038742952.1	XP_060361952.1
OG0008870	XP_038742958.1	XP_060361948.1
OG0008871	XP_038742959.1	XP_060361946.1
OG0008872	XP_038742960.1	XP_060361945.1
OG0008873	XP_038742961.1	XP_060361944.1
OG0008874	XP_038742973.1	XP_060361941.1
OG0008875	XP_038742971.1	XP_060361940.1
OG0008876	XP_038742970.1	XP_060361939.1
OG0008877	XP_038742968.1, XP_038746180.1	XP_060361937.1
OG0008878	XP_038742966.1	XP_060361936.1
OG0008879	XP_038742965.1	XP_060361934.1
OG0008880	XP_038742963.1	XP_060361931.1
OG0008881	XP_038742975.1	XP_060361929.1
OG0008882	XP_038748230.1	XP_060359630.1
OG0008883	XP_038742985.1	XP_060359635.1
OG0008884	XP_038742984.1	XP_060359637.1
OG0008885	XP_038742987.1	XP_060359640.1
OG0008886	XP_038742986.1	XP_060359642.1
OG0008887	XP_038743018.1	XP_060359644.1
OG0008888	XP_038743017.1	XP_060359645.1
OG0008889	XP_038743016.1	XP_060359646.1
OG0008890	XP_038743015.1	XP_060359648.1
OG0008891	XP_038743014.1	XP_060359649.1
OG0008892	XP_038743013.1	XP_060359651.1
OG0008893	XP_038743012.1	XP_060359652.1
OG0008894	XP_038743011.1	XP_060359653.1
OG0008896	XP_038742354.1	XP_060359661.1
OG0008897	XP_038743004.1	XP_060364856.1
OG0008898	XP_038743005.1	XP_060364855.1
OG0008899	XP_038743006.1	XP_060364854.1
OG0008900	XP_038743007.1	XP_060364852.1
OG0008901	XP_038743008.1	XP_060364851.1
OG0008902	XP_038743009.1	XP_060364850.1
OG0008903	XP_038742995.1	XP_060364846.1
OG0008904	XP_038742994.1	XP_060364845.1
OG0008905	XP_038742993.1	XP_060364844.1
OG0008906	XP_038742991.1	XP_060364840.1
OG0008907	XP_038742990.1	XP_060364839.1
OG0008908	XP_038742989.1	XP_060364838.1
OG0008909	XP_038742988.1	XP_060364837.1
OG0008910	XP_038743025.1	XP_060364834.1
OG0008911	XP_038743024.1	XP_060364833.1
OG0008912	XP_038743023.1	XP_060364832.1
OG0008913	XP_038743022.1	XP_060364831.1
OG0008914	XP_038743027.1	XP_060364828.1
OG0008915	XP_038743028.1	XP_060364827.1
OG0008916	XP_038743029.1	XP_060364826.1
OG0008917	XP_038743030.1	XP_060364825.1
OG0008918	XP_038743031.1	XP_060364824.1
OG0008919	XP_038743033.1	XP_060364822.1
OG0008920	XP_038743035.1	XP_060364820.1
OG0008921	XP_038743036.1	XP_060364819.1
OG0008922	XP_038743037.1	XP_060364818.1
OG0008923	XP_038743038.1	XP_060364816.1
OG0008924	XP_038743039.1	XP_060364814.1
OG0008925	XP_038743040.1	XP_060364812.1
OG0008926	XP_038743042.1	XP_060364811.1
OG0008927	XP_038743045.1	XP_060364805.1
OG0008928	XP_038743046.1	XP_060364804.1
OG0008929	XP_038743047.1	XP_060364803.1
OG0008930	XP_038743048.1	XP_060364802.1
OG0008931	XP_038743049.1	XP_060364801.1
OG0008932	XP_038743050.1	XP_060364800.1
OG0008933	XP_038743051.1	XP_060364799.1
OG0008934	XP_038743053.1	XP_060364797.1
OG0008935	XP_038743054.1	XP_060364796.1
OG0008936	XP_038743055.1	XP_060364795.1
OG0008937	XP_038743056.1	XP_060364794.1
OG0008938	XP_038743060.1	XP_060364790.1
OG0008939	XP_038743061.1	XP_060364789.1
OG0008940	XP_038743062.1	XP_060364788.1
OG0008941	XP_038743063.1	XP_060364787.1
OG0008942	XP_038743064.1	XP_060364786.1
OG0008943	XP_038743065.1	XP_060364785.1
OG0008944	XP_038743067.1	XP_060364783.1
OG0008945	XP_038743068.1	XP_060364782.1
OG0008946	XP_038743069.1	XP_060364781.1
OG0008947	XP_038743070.1	XP_060364780.1
OG0008948	XP_038743071.1	XP_060364778.1
OG0008949	XP_038743073.1	XP_060364775.1
OG0008950	XP_038743075.1	XP_060364773.1
OG0008951	XP_038738721.1	XP_060364772.1
OG0008952	XP_038738720.1	XP_060364771.1
OG0008953	XP_038738719.1	XP_060364770.1
OG0008954	XP_038738718.1	XP_060364768.1
OG0008955	XP_038738715.1	XP_060364764.1
OG0008956	XP_038738714.1	XP_060364763.1
OG0008958	XP_038738711.1	XP_060357557.1
OG0008959	XP_038738710.1	XP_060357560.1
OG0008960	XP_038738894.1	XP_060364597.1
OG0008961	XP_038738893.1	XP_060364598.1
OG0008962	XP_038738892.1	XP_060364599.1
OG0008963	XP_038738890.1	XP_060364602.1
OG0008964	XP_038738888.1	XP_060364604.1
OG0008965	XP_038738886.1	XP_060364608.1
OG0008966	XP_038738885.1	XP_060364610.1
OG0008967	XP_038738884.1	XP_060364612.1
OG0008968	XP_038738883.1	XP_060364614.1
OG0008969	XP_038738896.1	XP_060364619.1
OG0008970	XP_038738897.1	XP_060364620.1
OG0008971	XP_038738899.1	XP_060364622.1
OG0008972	XP_038738900.1	XP_060364623.1
OG0008973	XP_038738902.1	XP_060364624.1
OG0008974	XP_038738904.1	XP_060364627.1
OG0008975	XP_038748428.1	XP_060364630.1
OG0008976	XP_038748430.1	XP_060364631.1
OG0008977	XP_038748431.1	XP_060364633.1
OG0008978	XP_038748432.1	XP_060364634.1
OG0008979	XP_038748433.1	XP_060364635.1
OG0008980	XP_038748434.1	XP_060364636.1
OG0008981	XP_038748436.1	XP_060364638.1
OG0008982	XP_038748437.1	XP_060364639.1
OG0008983	XP_038748439.1	XP_060364641.1
OG0008984	XP_038748440.1	XP_060364644.1
OG0008985	XP_038748445.1	XP_060364646.1
OG0008986	XP_038748444.1	XP_060364647.1
OG0008987	XP_038748443.1	XP_060364649.1
OG0008988	XP_038748442.1	XP_060364650.1
OG0008989	XP_038748447.1	XP_060364652.1
OG0008990	XP_038748448.1	XP_060364653.1
OG0008991	XP_038748449.1	XP_060364656.1
OG0008992	XP_038748505.1	XP_060364658.1
OG0008993	XP_038748506.1	XP_060364659.1
OG0008994	XP_038748509.1	XP_060364660.1
OG0008995	XP_038748510.1	XP_060364661.1
OG0008996	XP_038748512.1	XP_060364665.1
OG0008997	XP_038748513.1	XP_060364666.1
OG0008998	XP_038748483.1	XP_060364669.1
OG0008999	XP_038748484.1	XP_060364670.1
OG0009000	XP_038748486.1	XP_060364671.1
OG0009001	XP_038743041.1	XP_060364672.1
OG0009002	XP_038748487.1	XP_060364674.1
OG0009003	XP_038748488.1	XP_060364675.1
OG0009004	XP_038748490.1	XP_060364676.1
OG0009005	XP_038748491.1	XP_060364677.1
OG0009006	XP_038748492.1	XP_060364678.1
OG0009007	XP_038748493.1	XP_060364679.1
OG0009008	XP_038748495.1	XP_060364681.1
OG0009009	XP_038748496.1	XP_060364682.1
OG0009010	XP_038748497.1	XP_060364685.1
OG0009011	XP_038748498.1	XP_060366817.1
OG0009012	XP_038748517.1	XP_060366814.1
OG0009013	XP_038748516.1	XP_060366813.1
OG0009014	XP_038748515.1	XP_060366811.1
OG0009015	XP_038748455.1	XP_060366802.1
OG0009016	XP_038748454.1	XP_060366800.1
OG0009017	XP_038748453.1	XP_060366799.1
OG0009018	XP_038748452.1	XP_060366798.1
OG0009019	XP_038748521.1	XP_060366797.1
OG0009020	XP_038748503.1	XP_060366796.1
OG0009021	XP_038748477.1	XP_060366792.1
OG0009022	XP_038748478.1	XP_060366791.1
OG0009023	XP_038748479.1	XP_060366790.1
OG0009024	XP_038748480.1	XP_060366788.1
OG0009025	XP_038748481.1	XP_060366787.1
OG0009026	XP_038748464.1	XP_060366786.1
OG0009027	XP_038748475.1	XP_060366783.1
OG0009028	XP_038748476.1	XP_060366780.1
OG0009029	XP_038743471.1	XP_060362462.1
OG0009030	XP_038743470.1	XP_060362463.1
OG0009031	XP_038743469.1	XP_060362464.1
OG0009032	XP_038743479.1	XP_060362465.1
OG0009033	XP_038743478.1	XP_060362466.1
OG0009034	XP_038743477.1	XP_060359410.1
OG0009035	XP_038743493.1	XP_060359413.1
OG0009036	XP_038743491.1	XP_060359415.1
OG0009037	XP_038743490.1	XP_060359416.1
OG0009038	XP_038743489.1	XP_060359418.1
OG0009039	XP_038743488.1	XP_060359419.1
OG0009040	XP_038743487.1	XP_060359420.1
OG0009041	XP_038743486.1	XP_060359421.1
OG0009042	XP_038743485.1	XP_060359423.1
OG0009043	XP_038743484.1	XP_060359425.1
OG0009044	XP_038743483.1	XP_060359426.1
OG0009045	XP_038743481.1	XP_060359428.1
OG0009046	XP_038743480.1	XP_060359430.1
OG0009047	XP_038743496.1	XP_060359431.1
OG0009048	XP_038743498.1	XP_060359432.1
OG0009049	XP_038743499.1	XP_060359433.1
OG0009050	XP_038743500.1	XP_060359434.1
OG0009051	XP_038741143.1	XP_060359435.1
OG0009052	XP_038741144.1	XP_060359436.1
OG0009053	XP_038741145.1	XP_060359437.1
OG0009054	XP_038741146.1	XP_060359438.1
OG0009055	XP_038741147.1	XP_060357537.1
OG0009056	XP_038741148.1	XP_060357538.1
OG0009057	XP_038741150.1	XP_060357540.1
OG0009058	XP_038741117.1	XP_060357542.1
OG0009059	XP_038741116.1	XP_060357543.1
OG0009060	XP_038741115.1	XP_060357544.1
OG0009061	XP_038741114.1	XP_060357545.1
OG0009062	XP_038741112.1	XP_060359842.1
OG0009063	XP_038741111.1	XP_060359841.1
OG0009064	XP_038741107.1	XP_060359840.1
OG0009065	XP_038741108.1	XP_060359838.1
OG0009066	XP_038741109.1	XP_060359837.1
OG0009067	XP_038741110.1	XP_060359836.1
OG0009068	XP_038741106.1	XP_060359835.1
OG0009069	XP_038741105.1	XP_060359834.1
OG0009070	XP_038741103.1	XP_060359831.1
OG0009071	XP_038741102.1	XP_060359830.1
OG0009072	XP_038741101.1	XP_060359829.1
OG0009073	XP_038741100.1	XP_060359828.1
OG0009074	XP_038741099.1, XP_038748967.1	XP_060359827.1
OG0009075	XP_038741097.1	XP_060359825.1
OG0009076	XP_038741096.1	XP_060359824.1
OG0009077	XP_038741094.1	XP_060359823.1
OG0009078	XP_038741093.1	XP_060359821.1
OG0009079	XP_038741092.1	XP_060359818.1
OG0009080	XP_038741091.1	XP_060359817.1
OG0009081	XP_038741084.1	XP_060359813.1
OG0009082	XP_038741085.1	XP_060359811.1
OG0009083	XP_038741087.1	XP_060362351.1
OG0009084	XP_038741088.1	XP_060362353.1
OG0009085	XP_038741090.1	XP_060362356.1
OG0009086	XP_038741082.1	XP_060362357.1
OG0009087	XP_038741081.1	XP_060362358.1
OG0009088	XP_038741080.1	XP_060362359.1
OG0009089	XP_038741079.1	XP_060362360.1
OG0009090	XP_038741078.1	XP_060362361.1
OG0009091	XP_038741077.1	XP_060362362.1
OG0009092	XP_038741076.1	XP_060362363.1
OG0009093	XP_038741075.1	XP_060362364.1
OG0009094	XP_038741074.1	XP_060362365.1
OG0009095	XP_038741073.1	XP_060362366.1
OG0009096	XP_038741072.1	XP_060362368.1
OG0009097	XP_038741071.1	XP_060362369.1
OG0009098	XP_038741070.1	XP_060362370.1
OG0009099	XP_038741069.1	XP_060362371.1
OG0009100	XP_038741068.1	XP_060362373.1
OG0009101	XP_038741067.1	XP_060362374.1
OG0009102	XP_038741066.1	XP_060362375.1
OG0009103	XP_038741064.1	XP_060362377.1
OG0009104	XP_038738664.1	XP_060362378.1
OG0009105	XP_038738665.1	XP_060362379.1
OG0009106	XP_038738666.1	XP_060362380.1
OG0009107	XP_038738667.1	XP_060362381.1
OG0009108	XP_038738808.1	XP_060362385.1
OG0009109	XP_038738812.1	XP_060362389.1
OG0009110	XP_038738813.1	XP_060362390.1
OG0009111	XP_038738814.1	XP_060362394.1
OG0009112	XP_038738815.1	XP_060362395.1
OG0009113	XP_038738663.1	XP_060371275.1
OG0009114	XP_038738817.1	XP_060362397.1
OG0009115	XP_038738818.1	XP_060362398.1
OG0009116	XP_038738819.1	XP_060362399.1
OG0009117	XP_038738820.1	XP_060362402.1
OG0009118	XP_038738821.1	XP_060362403.1
OG0009119	XP_038738824.1	XP_060362406.1
OG0009120	XP_038738825.1	XP_060362407.1
OG0009121	XP_038738826.1	XP_060362408.1
OG0009122	XP_038738827.1	XP_060362409.1
OG0009123	XP_038738828.1	XP_060362410.1
OG0009124	XP_038745132.1	XP_060371213.1
OG0009125	XP_038745129.1	XP_060371216.1
OG0009126	XP_038745128.1	XP_060371218.1
OG0009127	XP_038745127.1	XP_060371219.1
OG0009128	XP_038745125.1	XP_060371223.1
OG0009129	XP_038745124.1	XP_060371224.1
OG0009130	XP_038745123.1	XP_060371225.1
OG0009131	XP_038745122.1	XP_060371226.1
OG0009132	XP_038745121.1	XP_060371227.1
OG0009133	XP_038745120.1	XP_060371228.1
OG0009134	XP_038745119.1	XP_060371229.1
OG0009135	XP_038745118.1	XP_060371230.1
OG0009136	XP_038745117.1	XP_060371231.1
OG0009137	XP_038745115.1	XP_060371233.1
OG0009138	XP_038745114.1	XP_060371234.1
OG0009139	XP_038745113.1	XP_060371236.1
OG0009140	XP_038745110.1	XP_060371241.1
OG0009141	XP_038745109.1	XP_060371244.1
OG0009142	XP_038745108.1	XP_060371245.1
OG0009143	XP_038745107.1	XP_060371246.1
OG0009144	XP_038745105.1	XP_060371248.1
OG0009145	XP_038745104.1	XP_060371249.1
OG0009146	XP_038745103.1	XP_060371250.1
OG0009147	XP_038745102.1	XP_060371251.1
OG0009148	XP_038745101.1	XP_060371252.1
OG0009149	XP_038745099.1	XP_060371255.1
OG0009150	XP_038745098.1	XP_060371256.1
OG0009151	XP_038745097.1	XP_060371257.1
OG0009152	XP_038745096.1	XP_060371258.1
OG0009153	XP_038745095.1	XP_060371259.1
OG0009154	XP_038745094.1	XP_060371260.1
OG0009155	XP_038745093.1	XP_060371261.1
OG0009156	XP_038745092.1	XP_060371262.1
OG0009158	XP_038745091.1	XP_060371264.1
OG0009159	XP_038745090.1	XP_060371265.1
OG0009160	XP_038745089.1	XP_060371266.1
OG0009161	XP_038745088.1	XP_060371267.1
OG0009162	XP_038745087.1	XP_060371269.1
OG0009163	XP_038745086.1	XP_060371270.1
OG0009164	XP_038745085.1	XP_060371271.1
OG0009165	XP_038745084.1	XP_060371272.1
OG0009166	XP_038745083.1	XP_060371274.1
OG0009167	XP_038745082.1	XP_060371276.1
OG0009168	XP_038745081.1	XP_060371277.1
OG0009169	XP_038745080.1	XP_060371278.1
OG0009170	XP_038745078.1	XP_060371280.1
OG0009171	XP_038745077.1	XP_060371281.1
OG0009172	XP_038745074.1	XP_060371284.1
OG0009173	XP_038745072.1	XP_060371288.1
OG0009174	XP_038745070.1	XP_060371290.1
OG0009175	XP_038745069.1	XP_060371292.1
OG0009176	XP_038745068.1	XP_060371293.1
OG0009177	XP_038745067.1	XP_060371297.1
OG0009178	XP_038745066.1	XP_060371301.1
OG0009179	XP_038745065.1	XP_060371302.1
OG0009180	XP_038745064.1	XP_060371304.1
OG0009181	XP_038745059.1	XP_060371306.1
OG0009182	XP_038745061.1	XP_060371308.1
OG0009183	XP_038745063.1	XP_060371311.1
OG0009184	XP_038745058.1	XP_060371312.1
OG0009185	XP_038745057.1	XP_060371313.1
OG0009186	XP_038745056.1	XP_060371314.1
OG0009187	XP_038745055.1	XP_060371315.1
OG0009188	XP_038745054.1	XP_060371316.1
OG0009189	XP_038745053.1	XP_060371317.1
OG0009190	XP_038745052.1	XP_060371318.1
OG0009191	XP_038745051.1	XP_060371319.1
OG0009192	XP_038745049.1	XP_060371321.1
OG0009193	XP_038745048.1	XP_060371322.1
OG0009194	XP_038745047.1	XP_060371323.1
OG0009195	XP_038745046.1	XP_060371325.1
OG0009196	XP_038745045.1	XP_060371327.1
OG0009197	XP_038745041.1	XP_060371335.1
OG0009198	XP_038745040.1	XP_060371336.1
OG0009199	XP_038745038.1	XP_060371338.1
OG0009200	XP_038745037.1	XP_060371339.1
OG0009201	XP_038745035.1	XP_060371341.1
OG0009202	XP_038745034.1	XP_060371342.1
OG0009203	XP_038746777.1	XP_060371344.1
OG0009204	XP_038746776.1	XP_060371345.1
OG0009205	XP_038746775.1	XP_060371346.1
OG0009206	XP_038746773.1	XP_060371348.1
OG0009207	XP_038746772.1	XP_060371349.1
OG0009208	XP_038746771.1	XP_060371350.1
OG0009209	XP_038746770.1	XP_060371353.1
OG0009210	XP_038746769.1	XP_060371354.1
OG0009211	XP_038746768.1	XP_060371355.1
OG0009212	XP_038746767.1	XP_060371356.1
OG0009213	XP_038746756.1	XP_060371359.1
OG0009214	XP_038746757.1	XP_060371360.1
OG0009215	XP_038746758.1	XP_060371362.1
OG0009216	XP_038746759.1	XP_060371366.1
OG0009217	XP_038746760.1	XP_060371367.1
OG0009218	XP_038746763.1	XP_060371372.1
OG0009219	XP_038746764.1	XP_060371374.1
OG0009220	XP_038746765.1	XP_060371376.1
OG0009221	XP_038746766.1	XP_060371377.1
OG0009222	XP_038746779.1	XP_060371382.1
OG0009223	XP_038746780.1	XP_060371386.1
OG0009224	XP_038746781.1	XP_060371387.1
OG0009225	XP_038746782.1	XP_060371389.1
OG0009226	XP_038746783.1	XP_060371390.1
OG0009227	XP_038746784.1	XP_060371392.1
OG0009228	XP_038744943.1	XP_060371393.1
OG0009229	XP_038744942.1	XP_060371396.1
OG0009230	XP_038744941.1	XP_060371397.1
OG0009231	XP_038744940.1	XP_060371398.1
OG0009232	XP_038744939.1	XP_060371399.1
OG0009233	XP_038744938.1	XP_060371400.1
OG0009234	XP_038744932.1, XP_038744933.1	XP_060371401.1
OG0009235	XP_038744949.1	XP_060371407.1
OG0009236	XP_038744950.1	XP_060371408.1
OG0009237	XP_038744951.1	XP_060371411.1
OG0009238	XP_038744952.1	XP_060371412.1
OG0009239	XP_038744953.1	XP_060371413.1
OG0009240	XP_038744954.1	XP_060371414.1
OG0009241	XP_038744955.1	XP_060371415.1
OG0009242	XP_038744956.1	XP_060371416.1
OG0009243	XP_038744957.1	XP_060371417.1
OG0009244	XP_038744958.1	XP_060371418.1
OG0009245	XP_038744959.1	XP_060371419.1
OG0009246	XP_038744960.1	XP_060371420.1
OG0009247	XP_038746824.1	XP_060371424.1
OG0009248	XP_038746821.1	XP_060371425.1
OG0009249	XP_038746820.1	XP_060371426.1
OG0009250	XP_038746816.1	XP_060371428.1
OG0009251	XP_038746817.1	XP_060371430.1
OG0009252	XP_038746818.1	XP_060371431.1
OG0009253	XP_038746815.1	XP_060371432.1
OG0009254	XP_038746814.1	XP_060371433.1
OG0009255	XP_038746813.1	XP_060371434.1
OG0009256	XP_038746812.1	XP_060371435.1
OG0009257	XP_038746811.1	XP_060371436.1
OG0009258	XP_038746809.1	XP_060371439.1
OG0009259	XP_038746807.1	XP_060371440.1
OG0009260	XP_038746806.1	XP_060371441.1
OG0009261	XP_038746805.1	XP_060371442.1
OG0009262	XP_038746804.1	XP_060371443.1
OG0009263	XP_038746803.1	XP_060371444.1
OG0009264	XP_038746801.1	XP_060371447.1
OG0009265	XP_038746799.1	XP_060371449.1
OG0009266	XP_038746798.1	XP_060371451.1
OG0009267	XP_038746797.1	XP_060371453.1
OG0009268	XP_038746796.1	XP_060371454.1
OG0009269	XP_038746795.1	XP_060371455.1
OG0009270	XP_038746794.1	XP_060371456.1
OG0009271	XP_038746793.1	XP_060371457.1
OG0009272	XP_038746792.1	XP_060371458.1
OG0009273	XP_038746791.1	XP_060371459.1
OG0009274	XP_038746790.1	XP_060371460.1
OG0009275	XP_038746789.1	XP_060371462.1
OG0009276	XP_038746787.1	XP_060371464.1
OG0009277	XP_038746786.1	XP_060371465.1
OG0009278	XP_038744931.1	XP_060371466.1
OG0009279	XP_038744930.1	XP_060359904.1
OG0009280	XP_038746747.1	XP_060359914.1
OG0009281	XP_038746746.1	XP_060359915.1
OG0009282	XP_038746745.1	XP_060359916.1
OG0009283	XP_038746743.1	XP_060359918.1
OG0009284	XP_038746742.1	XP_060359919.1
OG0009285	XP_038746741.1	XP_060359920.1
OG0009286	XP_038746740.1	XP_060359921.1
OG0009287	XP_038746748.1	XP_060359923.1
OG0009288	XP_038745030.1	XP_060367985.1
OG0009289	XP_038745029.1	XP_060367986.1
OG0009290	XP_038745028.1	XP_060367987.1
OG0009291	XP_038745027.1	XP_060367988.1
OG0009292	XP_038745026.1	XP_060367990.1
OG0009293	XP_038745024.1	XP_060367992.1
OG0009294	XP_038745023.1	XP_060367995.1
OG0009295	XP_038745022.1	XP_060367996.1
OG0009296	XP_038745021.1	XP_060367998.1
OG0009297	XP_038745020.1	XP_060367999.1
OG0009298	XP_038745019.1	XP_060368001.1
OG0009299	XP_038745018.1	XP_060368003.1
OG0009300	XP_038745017.1	XP_060368004.1
OG0009301	XP_038745014.1	XP_060368007.1
OG0009302	XP_038745013.1	XP_060368008.1
OG0009303	XP_038745012.1	XP_060368009.1
OG0009304	XP_038741661.1	XP_060368015.1
OG0009305	XP_038745007.1	XP_060368017.1
OG0009306	XP_038745006.1	XP_060368019.1
OG0009307	XP_038745005.1	XP_060368021.1
OG0009308	XP_038745004.1	XP_060368022.1
OG0009309	XP_038745003.1	XP_060368024.1
OG0009310	XP_038745002.1	XP_060368026.1
OG0009311	XP_038745001.1	XP_060368027.1
OG0009312	XP_038745000.1	XP_060368028.1
OG0009313	XP_038744999.1	XP_060368029.1
OG0009314	XP_038744998.1	XP_060368030.1
OG0009315	XP_038744989.1	XP_060368034.1
OG0009316	XP_038744984.1	XP_060368037.1
OG0009317	XP_038744985.1	XP_060368038.1
OG0009318	XP_038744986.1	XP_060368039.1
OG0009319	XP_038744987.1	XP_060368041.1
OG0009320	XP_038744988.1	XP_060368044.1
OG0009321	XP_038744974.1	XP_060368052.1
OG0009322	XP_038744975.1	XP_060368053.1
OG0009323	XP_038744976.1	XP_060368054.1
OG0009324	XP_038744977.1	XP_060368055.1
OG0009325	XP_038744979.1	XP_060368057.1
OG0009326	XP_038744980.1	XP_060368058.1
OG0009327	XP_038744981.1	XP_060368059.1
OG0009328	XP_038744982.1	XP_060368061.1
OG0009329	XP_038746836.1	XP_060368073.1
OG0009330	XP_038746835.1	XP_060368074.1
OG0009331	XP_038746834.1	XP_060368075.1
OG0009332	XP_038746833.1	XP_060368076.1
OG0009333	XP_038746832.1	XP_060368077.1
OG0009334	XP_038742338.1	XP_060368078.1
OG0009335	XP_038742557.1	XP_060361056.1
OG0009336	XP_038744910.1	XP_060357496.1
OG0009337	XP_038742470.1	XP_060357272.1
OG0009338	XP_038742468.1	XP_060369854.1
OG0009339	XP_038742458.1	XP_060369844.1
OG0009340	XP_038742459.1	XP_060369845.1
OG0009341	XP_038742460.1	XP_060369846.1
OG0009342	XP_038742461.1	XP_060369847.1
OG0009343	XP_038742462.1	XP_060369848.1
OG0009344	XP_038742463.1	XP_060369849.1
OG0009345	XP_038742464.1	XP_060369850.1
OG0009346	XP_038742465.1	XP_060369851.1
OG0009347	XP_038742466.1	XP_060369852.1
OG0009348	XP_038742453.1	XP_060369835.1
OG0009349	XP_038742451.1	XP_060369827.1
OG0009350	XP_038749001.1	XP_060369825.1
OG0009351	XP_038742419.1	XP_060369823.1
OG0009352	XP_038742422.1	XP_060369822.1
OG0009353	XP_038742423.1	XP_060369820.1
OG0009354	XP_038742425.1	XP_060369818.1
OG0009355	XP_038742427.1	XP_060369816.1
OG0009356	XP_038742448.1	XP_060369815.1
OG0009357	XP_038742447.1	XP_060369814.1
OG0009358	XP_038742444.1	XP_060369813.1
OG0009359	XP_038742440.1	XP_060369810.1
OG0009360	XP_038742439.1	XP_060369809.1
OG0009361	XP_038742438.1	XP_060369808.1
OG0009362	XP_038742437.1	XP_060369807.1
OG0009363	XP_038742436.1	XP_060369806.1
OG0009364	XP_038742434.1	XP_060369804.1
