Orthogroup	Colletotrichum_karsti	Colletotrichum_siamense
OG0008588	XP_038750336.1	XP_036489886.1
OG0008589	XP_038750335.1	XP_036489716.1
OG0008590	XP_038742500.1	XP_036496914.1
OG0008591	XP_038750341.1	XP_036489912.1
OG0008592	XP_038750342.1	XP_036489913.1
OG0008593	XP_038750344.1	XP_036489911.1
OG0008594	XP_038750345.1	XP_036489916.1
OG0008595	XP_038750346.1	XP_036489917.1
OG0008596	XP_038750347.1	XP_036489818.1
OG0008597	XP_038750348.1	XP_036489310.1
OG0008598	XP_038750349.1	XP_036489312.1
OG0008599	XP_038750350.1	XP_036489311.1
OG0008600	XP_038750351.1	XP_036489919.1
OG0008601	XP_038750352.1	XP_036489918.1
OG0008602	XP_038750353.1	XP_036490020.1
OG0008603	XP_038750355.1	XP_036489098.1
OG0008604	XP_038750356.1	XP_036489100.1
OG0008605	XP_038739696.1	XP_036491421.1
OG0008606	XP_038750359.1	XP_036489274.1
OG0008607	XP_038750328.1	XP_036489587.1
OG0008608	XP_038750326.1	XP_036489584.1
OG0008609	XP_038750323.1	XP_036489431.1
OG0008610	XP_038750322.1	XP_036489432.1
OG0008611	XP_038750314.1	XP_036489252.1
OG0008612	XP_038750295.1	XP_036489802.1
OG0008614	XP_038750316.1	XP_036489838.1
OG0008615	XP_038750303.1	XP_036489245.1
OG0008616	XP_038750305.1	XP_036489239.1
OG0008617	XP_038750286.1	XP_036489799.1
OG0008618	XP_038750287.1	XP_036489798.1
OG0008619	XP_038750301.1	XP_036489220.1
OG0008620	XP_038750168.1	XP_036489588.1
OG0008621	XP_038750169.1	XP_036489059.1
OG0008622	XP_038750170.1	XP_036489057.1
OG0008623	XP_038750171.1	XP_036489056.1
OG0008624	XP_038750172.1	XP_036489553.1
OG0008625	XP_038750178.1	XP_036489558.1
OG0008626	XP_038738871.1	XP_036490840.1
OG0008627	XP_038750180.1	XP_036489556.1
OG0008628	XP_038750181.1	XP_036490136.1
OG0008629	XP_038750182.1	XP_036490135.1
OG0008630	XP_038750185.1	XP_036490132.1
OG0008631	XP_038750187.1	XP_036490134.1
OG0008632	XP_038750189.1	XP_036489779.1
OG0008633	XP_038750190.1	XP_036489502.1
OG0008634	XP_038750196.1	XP_036489506.1
OG0008635	XP_038750198.1	XP_036489870.1
OG0008636	XP_038750199.1	XP_036490086.1
OG0008637	XP_038750195.1	XP_036489505.1
OG0008638	XP_038750194.1	XP_036489504.1
OG0008639	XP_038744658.1	XP_036490362.1
OG0008640	XP_038744657.1	XP_036490359.1
OG0008641	XP_038744655.1	XP_036490261.1
OG0008642	XP_038750478.1	XP_036497721.1
OG0008643	XP_038750479.1	XP_036497402.1
OG0008644	XP_038750480.1	XP_036497401.1
OG0008645	XP_038750481.1	XP_036498860.1
OG0008646	XP_038746905.1	XP_036498816.1
OG0008647	XP_038740802.1	XP_036493491.1
OG0008648	XP_038739935.1	XP_036492684.1
OG0008649	XP_038739936.1	XP_036492683.1
OG0008650	XP_038739922.1	XP_036492637.1
OG0008651	XP_038739924.1	XP_036492697.1
OG0008652	XP_038739925.1	XP_036492912.1
OG0008653	XP_038739926.1	XP_036492702.1
OG0008654	XP_038739932.1	XP_036493324.1
OG0008655	XP_038746894.1	XP_036502266.1
OG0008656	XP_038739908.1	XP_036493568.1
OG0008657	XP_038746726.1	XP_036499363.1
OG0008658	XP_038746724.1	XP_036499365.1
OG0008659	XP_038746722.1	XP_036499367.1
OG0008660	XP_038746721.1	XP_036499366.1
OG0008661	XP_038739913.1	XP_036493286.1
OG0008662	XP_038739914.1	XP_036493285.1
OG0008663	XP_038739917.1	XP_036493899.1
OG0008664	XP_038739918.1	XP_036493900.1
OG0008665	XP_038749562.1	XP_036494439.1
OG0008667	XP_038739898.1	XP_036492814.1
OG0008668	XP_038739894.1	XP_036493843.1
OG0008669	XP_038739893.1	XP_036493844.1
OG0008670	XP_038739890.1	XP_036493839.1
OG0008671	XP_038739891.1	XP_036493838.1
OG0008672	XP_038739883.1	XP_036493846.1
OG0008674	XP_038739876.1	XP_036493181.1
OG0008675	XP_038739877.1	XP_036493182.1
OG0008676	XP_038739878.1	XP_036493184.1
OG0008677	XP_038739879.1	XP_036493466.1
OG0008678	XP_038739880.1	XP_036493185.1
OG0008679	XP_038739881.1	XP_036493186.1
OG0008680	XP_038739882.1	XP_036493847.1
OG0008681	XP_038739875.1	XP_036493180.1
OG0008682	XP_038739874.1	XP_036493188.1
OG0008683	XP_038739873.1	XP_036493187.1
OG0008684	XP_038739872.1	XP_036493796.1
OG0008685	XP_038739870.1	XP_036493794.1
OG0008686	XP_038739868.1	XP_036493800.1
OG0008687	XP_038739867.1	XP_036493798.1
OG0008688	XP_038739866.1	XP_036493799.1
OG0008689	XP_038739865.1	XP_036493792.1
OG0008690	XP_038739864.1	XP_036493124.1
OG0008691	XP_038739863.1	XP_036493123.1
OG0008692	XP_038739862.1	XP_036493126.1
OG0008693	XP_038739861.1	XP_036493125.1
OG0008694	XP_038739860.1	XP_036493120.1
OG0008695	XP_038739859.1	XP_036493119.1
OG0008696	XP_038739858.1	XP_036493122.1
OG0008697	XP_038739857.1	XP_036493121.1
OG0008698	XP_038739855.1	XP_036492882.1
OG0008699	XP_038739854.1	XP_036492885.1
OG0008700	XP_038739853.1	XP_036492884.1
OG0008701	XP_038739851.1	XP_036492879.1
OG0008702	XP_038739850.1	XP_036492878.1
OG0008703	XP_038739849.1	XP_036492880.1
OG0008704	XP_038739848.1	XP_036493093.1
OG0008705	XP_038739847.1	XP_036493092.1
OG0008706	XP_038739846.1	XP_036492848.1
OG0008707	XP_038739845.1	XP_036492849.1
OG0008708	XP_038739844.1	XP_036492846.1
OG0008709	XP_038739843.1	XP_036492847.1
OG0008710	XP_038739842.1	XP_036492852.1
OG0008711	XP_038739841.1	XP_036492853.1
OG0008712	XP_038739840.1	XP_036492850.1
OG0008713	XP_038739290.1	XP_036493044.1
OG0008714	XP_038739289.1	XP_036493045.1
OG0008715	XP_038739287.1	XP_036493042.1
OG0008716	XP_038739286.1	XP_036493612.1
OG0008717	XP_038739285.1	XP_036493611.1
OG0008718	XP_038739284.1	XP_036493627.1
OG0008719	XP_038739281.1	XP_036493616.1
OG0008720	XP_038739280.1	XP_036493068.1
OG0008721	XP_038739279.1	XP_036493067.1
OG0008722	XP_038739277.1	XP_036493702.1
OG0008724	XP_038739275.1	XP_036492922.1
OG0008725	XP_038739274.1	XP_036492929.1
OG0008726	XP_038739273.1	XP_036492932.1
OG0008727	XP_038739272.1	XP_036493009.1
OG0008728	XP_038739271.1	XP_036493008.1
OG0008729	XP_038739270.1	XP_036493011.1
OG0008730	XP_038739269.1	XP_036493010.1
OG0008731	XP_038739268.1	XP_036493013.1
OG0008732	XP_038744022.1	XP_036499351.1
OG0008733	XP_038744027.1	XP_036499359.1
OG0008734	XP_038744028.1	XP_036499358.1
OG0008735	XP_038744029.1	XP_036500134.1
OG0008736	XP_038744016.1	XP_036499174.1
OG0008737	XP_038744015.1	XP_036499175.1
OG0008738	XP_038743997.1	XP_036500022.1
OG0008739	XP_038743998.1	XP_036499256.1
OG0008740	XP_038744001.1	XP_036499252.1
OG0008741	XP_038744002.1	XP_036499249.1
OG0008742	XP_038744005.1	XP_036500233.1
OG0008743	XP_038744006.1	XP_036500230.1
OG0008744	XP_038744007.1	XP_036500231.1
OG0008745	XP_038744008.1	XP_036499248.1
OG0008746	XP_038744009.1	XP_036499247.1
OG0008747	XP_038744010.1	XP_036500138.1
OG0008748	XP_038744011.1	XP_036500139.1
OG0008749	XP_038744012.1	XP_036499177.1
OG0008750	XP_038744013.1	XP_036499176.1
OG0008752	XP_038743984.1	XP_036499050.1
OG0008753	XP_038743979.1	XP_036500087.1
OG0008754	XP_038743978.1	XP_036500086.1
OG0008755	XP_038743976.1	XP_036499166.1
OG0008756	XP_038743975.1	XP_036499165.1
OG0008757	XP_038743951.1	XP_036499164.1
OG0008758	XP_038743952.1	XP_036499162.1
OG0008759	XP_038743953.1	XP_036499161.1
OG0008760	XP_038743954.1	XP_036499160.1
OG0008761	XP_038743955.1	XP_036500128.1
OG0008762	XP_038743958.1	XP_036500129.1
OG0008763	XP_038743959.1	XP_036500124.1
OG0008764	XP_038743961.1	XP_036500125.1
OG0008765	XP_038743962.1	XP_036499811.1
OG0008766	XP_038743966.1	XP_036499238.1
OG0008767	XP_038743967.1	XP_036499237.1
OG0008768	XP_038743968.1	XP_036500226.1
OG0008769	XP_038743971.1	XP_036500225.1
OG0008770	XP_038743972.1	XP_036500224.1
OG0008771	XP_038743973.1	XP_036500781.1
OG0008772	XP_038743974.1	XP_036500222.1
OG0008773	XP_038743948.1	XP_036499303.1
OG0008774	XP_038743934.1	XP_036500301.1
OG0008775	XP_038743937.1	XP_036500299.1
OG0008776	XP_038743939.1	XP_036499309.1
OG0008777	XP_038743940.1	XP_036499310.1
OG0008778	XP_038743941.1	XP_036499305.1
OG0008779	XP_038743943.1	XP_036499307.1
OG0008780	XP_038743944.1	XP_036499308.1
OG0008781	XP_038743931.1	XP_036500302.1
OG0008782	XP_038743930.1	XP_036500303.1
OG0008783	XP_038743929.1	XP_036500304.1
OG0008784	XP_038743928.1	XP_036500305.1
OG0008785	XP_038743927.1	XP_036500306.1
OG0008786	XP_038743926.1	XP_036500307.1
OG0008787	XP_038748966.1	XP_036499477.1
OG0008788	XP_038743921.1	XP_036499465.1
OG0008789	XP_038743922.1	XP_036499466.1
OG0008790	XP_038743923.1	XP_036499464.1
OG0008791	XP_038743920.1	XP_036499346.1
OG0008792	XP_038743911.1	XP_036499875.1
OG0008794	XP_038743915.1	XP_036500372.1
OG0008795	XP_038743916.1	XP_036500371.1
OG0008796	XP_038743917.1	XP_036500368.1
OG0008797	XP_038743906.1	XP_036499871.1
OG0008798	XP_038743905.1	XP_036499870.1
OG0008799	XP_038743904.1	XP_036499869.1
OG0008800	XP_038743902.1	XP_036500465.1
OG0008801	XP_038743901.1	XP_036500466.1
OG0008802	XP_038743890.1	XP_036500904.1
OG0008803	XP_038743891.1	XP_036500449.1
OG0008804	XP_038743892.1	XP_036499611.1
OG0008805	XP_038743894.1	XP_036499613.1
OG0008806	XP_038743895.1	XP_036499615.1
OG0008807	XP_038743896.1	XP_036499614.1
OG0008808	XP_038743885.1	XP_036500588.1
OG0008809	XP_038743884.1	XP_036500587.1
OG0008810	XP_038743865.1	XP_036500519.1
OG0008811	XP_038743866.1	XP_036500520.1
OG0008812	XP_038743867.1	XP_036500521.1
OG0008813	XP_038743868.1	XP_036500492.1
OG0008814	XP_038743869.1	XP_036499537.1
OG0008815	XP_038743870.1	XP_036499541.1
OG0008816	XP_038743871.1	XP_036499540.1
OG0008817	XP_038743873.1	XP_036499539.1
OG0008818	XP_038743874.1	XP_036499538.1
OG0008819	XP_038743875.1	XP_036499545.1
OG0008820	XP_038743876.1	XP_036499544.1
OG0008821	XP_038743877.1	XP_036499543.1
OG0008822	XP_038743882.1	XP_036500590.1
OG0008823	XP_038743860.1	XP_036500514.1
OG0008824	XP_038743859.1	XP_036500513.1
OG0008825	XP_038741973.1	XP_036491650.1
OG0008826	XP_038741972.1	XP_036491636.1
OG0008827	XP_038741971.1	XP_036492078.1
OG0008828	XP_038741970.1	XP_036491693.1
OG0008829	XP_038741969.1	XP_036491747.1
OG0008830	XP_038741968.1	XP_036491746.1
OG0008831	XP_038741967.1	XP_036491756.1
OG0008832	XP_038741964.1	XP_036491754.1
OG0008833	XP_038741962.1	XP_036491752.1
OG0008834	XP_038741963.1	XP_036491753.1
OG0008835	XP_038741941.1	XP_036492063.1
OG0008836	XP_038741942.1	XP_036492062.1
OG0008837	XP_038750192.1	XP_036489782.1
OG0008838	XP_038750191.1	XP_036489780.1
OG0008839	XP_038750206.1	XP_036489210.1
OG0008840	XP_038750203.1	XP_036490088.1
OG0008841	XP_038747555.1	XP_036501242.1
OG0008842	XP_038747552.1	XP_036502053.1
OG0008843	XP_038747551.1	XP_036502054.1
OG0008844	XP_038747550.1	XP_036502059.1
OG0008845	XP_038747549.1	XP_036502060.1
OG0008846	XP_038747547.1	XP_036502062.1
OG0008847	XP_038742219.1	XP_036496368.1
OG0008848	XP_038742222.1	XP_036496374.1
OG0008849	XP_038742225.1	XP_036495472.1
OG0008850	XP_038742224.1	XP_036495473.1
OG0008851	XP_038749751.1	XP_036488365.1
OG0008852	XP_038741782.1	XP_036494341.1
OG0008853	XP_038738697.1	XP_036495679.1
OG0008854	XP_038738696.1	XP_036496218.1
OG0008855	XP_038742919.1	XP_036495887.1
OG0008856	XP_038742917.1	XP_036495883.1
OG0008857	XP_038742914.1	XP_036496777.1
OG0008858	XP_038742913.1	XP_036496778.1
OG0008859	XP_038742912.1	XP_036496775.1
OG0008860	XP_038738692.1	XP_036496771.1
OG0008861	XP_038738693.1	XP_036496772.1
OG0008862	XP_038738694.1	XP_036496769.1
OG0008863	XP_038742920.1	XP_036495888.1
OG0008864	XP_038742923.1	XP_036496719.1
OG0008865	XP_038742924.1	XP_036496718.1
OG0008866	XP_038742925.1	XP_036495413.1
OG0008867	XP_038742940.1	XP_036496932.1
OG0008868	XP_038742941.1	XP_036496928.1
OG0008869	XP_038742952.1	XP_036496931.1
OG0008870	XP_038742958.1	XP_036496926.1
OG0008871	XP_038742959.1	XP_036495997.1
OG0008872	XP_038742960.1	XP_036495990.1
OG0008873	XP_038742961.1	XP_036495991.1
OG0008874	XP_038742973.1	XP_036496837.1
OG0008875	XP_038742971.1	XP_036496838.1
OG0008876	XP_038742970.1	XP_036496839.1
OG0008878	XP_038742966.1	XP_036496834.1
OG0008879	XP_038742965.1	XP_036495993.1
OG0008880	XP_038742963.1	XP_036495995.1
OG0008881	XP_038742975.1	XP_036495919.1
OG0008882	XP_038748230.1	XP_036499947.1
OG0008883	XP_038742985.1	XP_036495924.1
OG0008884	XP_038742984.1	XP_036496333.1
OG0008885	XP_038742987.1	XP_036496502.1
OG0008886	XP_038742986.1	XP_036496789.1
OG0008887	XP_038743018.1	XP_036495731.1
OG0008888	XP_038743017.1	XP_036496621.1
OG0008889	XP_038743016.1	XP_036496626.1
OG0008890	XP_038743015.1	XP_036496622.1
OG0008891	XP_038743014.1	XP_036496623.1
OG0008892	XP_038743013.1	XP_036496624.1
OG0008893	XP_038743012.1	XP_036496625.1
OG0008894	XP_038743011.1	XP_036496628.1
OG0008896	XP_038742354.1	XP_036492612.1
OG0008897	XP_038743004.1	XP_036495450.1
OG0008898	XP_038743005.1	XP_036495447.1
OG0008899	XP_038743006.1	XP_036495448.1
OG0008900	XP_038743007.1	XP_036495445.1
OG0008901	XP_038743008.1	XP_036495446.1
OG0008902	XP_038743009.1	XP_036496620.1
OG0008903	XP_038742995.1	XP_036496352.1
OG0008904	XP_038742994.1	XP_036496348.1
OG0008905	XP_038742993.1	XP_036496347.1
OG0008906	XP_038742991.1	XP_036496504.1
OG0008907	XP_038742990.1	XP_036496506.1
OG0008908	XP_038742989.1	XP_036496378.1
OG0008909	XP_038742988.1	XP_036496503.1
OG0008910	XP_038743025.1	XP_036495734.1
OG0008911	XP_038743024.1	XP_036495741.1
OG0008912	XP_038743023.1	XP_036495740.1
OG0008913	XP_038743022.1	XP_036495739.1
OG0008914	XP_038743027.1	XP_036495735.1
OG0008915	XP_038743028.1	XP_036495736.1
OG0008916	XP_038743029.1	XP_036496474.1
OG0008917	XP_038743030.1	XP_036496697.1
OG0008918	XP_038743031.1	XP_036496696.1
OG0008919	XP_038743033.1	XP_036496534.1
OG0008920	XP_038743035.1	XP_036496694.1
OG0008921	XP_038743036.1	XP_036496690.1
OG0008922	XP_038743037.1	XP_036496689.1
OG0008923	XP_038743038.1	XP_036496691.1
OG0008924	XP_038743039.1	XP_036495783.1
OG0008925	XP_038743040.1	XP_036495784.1
OG0008926	XP_038743042.1	XP_036495777.1
OG0008927	XP_038743045.1	XP_036495781.1
OG0008928	XP_038743046.1	XP_036495782.1
OG0008929	XP_038743047.1	XP_036495779.1
OG0008930	XP_038743048.1	XP_036495780.1
OG0008931	XP_038743049.1	XP_036496501.1
OG0008932	XP_038743050.1	XP_036496500.1
OG0008933	XP_038743051.1	XP_036496554.1
OG0008934	XP_038743053.1	XP_036495876.1
OG0008935	XP_038743054.1	XP_036495875.1
OG0008936	XP_038743055.1	XP_036495881.1
OG0008937	XP_038743056.1	XP_036495880.1
OG0008938	XP_038743060.1	XP_036495599.1
OG0008939	XP_038743061.1	XP_036495662.1
OG0008940	XP_038743062.1	XP_036495663.1
OG0008941	XP_038743063.1	XP_036495664.1
OG0008942	XP_038743064.1	XP_036495665.1
OG0008943	XP_038743065.1	XP_036495666.1
OG0008944	XP_038743067.1	XP_036495724.1
OG0008945	XP_038743068.1	XP_036495668.1
OG0008946	XP_038743069.1	XP_036496557.1
OG0008947	XP_038743070.1	XP_036496556.1
OG0008948	XP_038743071.1	XP_036496559.1
OG0008949	XP_038743073.1	XP_036496561.1
OG0008950	XP_038743075.1	XP_036496563.1
OG0008951	XP_038738721.1	XP_036496562.1
OG0008952	XP_038738720.1	XP_036496565.1
OG0008953	XP_038738719.1	XP_036496564.1
OG0008954	XP_038738718.1	XP_036495658.1
OG0008955	XP_038738715.1	XP_036496076.1
OG0008956	XP_038738714.1	XP_036495657.1
OG0008957	XP_038738712.1	XP_036495656.1
OG0008958	XP_038738711.1	XP_036495653.1
OG0008959	XP_038738710.1	XP_036495651.1
OG0008960	XP_038738894.1	XP_036502774.1
OG0008961	XP_038738893.1	XP_036502775.1
OG0008962	XP_038738892.1	XP_036502125.1
OG0008963	XP_038738890.1	XP_036501345.1
OG0008964	XP_038738888.1	XP_036502121.1
OG0008965	XP_038738886.1	XP_036502124.1
OG0008966	XP_038738885.1	XP_036501375.1
OG0008967	XP_038738884.1	XP_036502123.1
OG0008968	XP_038738883.1	XP_036500967.1
OG0008969	XP_038738896.1	XP_036500962.1
OG0008970	XP_038738897.1	XP_036500959.1
OG0008971	XP_038738899.1	XP_036500965.1
OG0008972	XP_038738900.1	XP_036500966.1
OG0008973	XP_038738902.1	XP_036500964.1
OG0008974	XP_038738904.1	XP_036501984.1
OG0008975	XP_038748428.1	XP_036501426.1
OG0008976	XP_038748430.1	XP_036501427.1
OG0008977	XP_038748431.1	XP_036501425.1
OG0008978	XP_038748432.1	XP_036501982.1
OG0008979	XP_038748433.1	XP_036502915.1
OG0008980	XP_038748434.1	XP_036502916.1
OG0008981	XP_038748436.1	XP_036502921.1
OG0008982	XP_038748437.1	XP_036501804.1
OG0008983	XP_038748439.1	XP_036502922.1
OG0008984	XP_038748440.1	XP_036502918.1
OG0008985	XP_038748445.1	XP_036502919.1
OG0008986	XP_038748444.1	XP_036501918.1
OG0008987	XP_038748443.1	XP_036501917.1
OG0008988	XP_038748442.1	XP_036501926.1
OG0008989	XP_038748447.1	XP_036501924.1
OG0008990	XP_038748448.1	XP_036501923.1
OG0008991	XP_038748449.1	XP_036501922.1
OG0008992	XP_038748505.1	XP_036502412.1
OG0008993	XP_038748506.1	XP_036502411.1
OG0008994	XP_038748509.1	XP_036501378.1
OG0008995	XP_038748510.1	XP_036501818.1
OG0008996	XP_038748512.1	XP_036502415.1
OG0008997	XP_038748513.1	XP_036502416.1
OG0008998	XP_038748483.1	XP_036502420.1
OG0008999	XP_038748484.1	XP_036501066.1
OG0009000	XP_038748486.1	XP_036501629.1
OG0009001	XP_038743041.1	XP_036502772.1
OG0009002	XP_038748487.1	XP_036501627.1
OG0009003	XP_038748488.1	XP_036501063.1
OG0009004	XP_038748490.1	XP_036501064.1
OG0009005	XP_038748491.1	XP_036501628.1
OG0009006	XP_038748492.1	XP_036501068.1
OG0009007	XP_038748493.1	XP_036501067.1
OG0009008	XP_038748495.1	XP_036501295.1
OG0009009	XP_038748496.1	XP_036501296.1
OG0009010	XP_038748497.1	XP_036501299.1
OG0009011	XP_038748498.1	XP_036501300.1
OG0009012	XP_038748517.1	XP_036502493.1
OG0009013	XP_038748516.1	XP_036501381.1
OG0009014	XP_038748515.1	XP_036501817.1
OG0009015	XP_038748455.1	XP_036501919.1
OG0009016	XP_038748454.1	XP_036502174.1
OG0009017	XP_038748453.1	XP_036502173.1
OG0009018	XP_038748452.1	XP_036502166.1
OG0009019	XP_038748521.1	XP_036502499.1
OG0009020	XP_038748503.1	XP_036501563.1
OG0009021	XP_038748477.1	XP_036502712.1
OG0009022	XP_038748478.1	XP_036501562.1
OG0009023	XP_038748479.1	XP_036501561.1
OG0009024	XP_038748480.1	XP_036502584.1
OG0009025	XP_038748481.1	XP_036502585.1
OG0009026	XP_038748464.1	XP_036501150.1
OG0009027	XP_038748475.1	XP_036502586.1
OG0009028	XP_038748476.1	XP_036502587.1
OG0009029	XP_038743471.1	XP_036496024.1
OG0009030	XP_038743470.1	XP_036496023.1
OG0009031	XP_038743469.1	XP_036496026.1
OG0009032	XP_038743479.1	XP_036496025.1
OG0009033	XP_038743478.1	XP_036496177.1
OG0009034	XP_038743477.1	XP_036496178.1
OG0009035	XP_038743493.1	XP_036496817.1
OG0009036	XP_038743491.1	XP_036496183.1
OG0009037	XP_038743490.1	XP_036496854.1
OG0009038	XP_038743489.1	XP_036495974.1
OG0009039	XP_038743488.1	XP_036495973.1
OG0009040	XP_038743487.1	XP_036495984.1
OG0009041	XP_038743486.1	XP_036495982.1
OG0009042	XP_038743485.1	XP_036495980.1
OG0009043	XP_038743484.1	XP_036495978.1
OG0009044	XP_038743483.1	XP_036495972.1
OG0009045	XP_038743481.1	XP_036495961.1
OG0009046	XP_038743480.1	XP_036495960.1
OG0009047	XP_038743496.1	XP_036496790.1
OG0009048	XP_038743498.1	XP_036496891.1
OG0009049	XP_038743499.1	XP_036496892.1
OG0009050	XP_038743500.1	XP_036496893.1
OG0009051	XP_038741143.1	XP_036496194.1
OG0009052	XP_038741144.1	XP_036496201.1
OG0009053	XP_038741145.1	XP_036496200.1
OG0009054	XP_038741146.1	XP_036496199.1
OG0009055	XP_038741147.1	XP_036496198.1
OG0009056	XP_038741148.1	XP_036495302.1
OG0009057	XP_038741150.1	XP_036495296.1
OG0009058	XP_038741117.1	XP_036496135.1
OG0009059	XP_038741116.1	XP_036496132.1
OG0009060	XP_038741115.1	XP_036496133.1
OG0009061	XP_038741114.1	XP_036496138.1
OG0009062	XP_038741112.1	XP_036496136.1
OG0009063	XP_038741111.1	XP_036496137.1
OG0009064	XP_038741107.1	XP_036497008.1
OG0009065	XP_038741108.1	XP_036497009.1
OG0009066	XP_038741109.1	XP_036496143.1
OG0009067	XP_038741110.1	XP_036496142.1
OG0009068	XP_038741106.1	XP_036497011.1
OG0009069	XP_038741105.1	XP_036497010.1
OG0009070	XP_038741103.1	XP_036497004.1
OG0009071	XP_038741102.1	XP_036497007.1
OG0009072	XP_038741101.1	XP_036497006.1
OG0009073	XP_038741100.1	XP_036497017.1
OG0009074	XP_038741099.1, XP_038748967.1	XP_036497016.1
OG0009075	XP_038741097.1	XP_036495934.1
OG0009076	XP_038741096.1	XP_036495935.1
OG0009077	XP_038741094.1	XP_036495929.1
OG0009078	XP_038741093.1	XP_036495930.1
OG0009079	XP_038741092.1	XP_036495931.1
OG0009080	XP_038741091.1	XP_036495932.1
OG0009081	XP_038741084.1	XP_036495938.1
OG0009082	XP_038741085.1	XP_036496798.1
OG0009083	XP_038741087.1	XP_036496795.1
OG0009084	XP_038741088.1	XP_036496794.1
OG0009085	XP_038741090.1	XP_036496792.1
OG0009086	XP_038741082.1	XP_036496801.1
OG0009087	XP_038741081.1	XP_036496800.1
OG0009088	XP_038741080.1	XP_036496037.1
OG0009089	XP_038741079.1	XP_036496038.1
OG0009090	XP_038741078.1	XP_036496035.1
OG0009091	XP_038741077.1	XP_036496036.1
OG0009092	XP_038741076.1	XP_036496033.1
OG0009093	XP_038741075.1	XP_036496034.1
OG0009094	XP_038741074.1	XP_036496031.1
OG0009095	XP_038741073.1	XP_036496032.1
OG0009096	XP_038741072.1	XP_036496029.1
OG0009097	XP_038741071.1	XP_036496030.1
OG0009098	XP_038741070.1	XP_036496861.1
OG0009099	XP_038741069.1	XP_036496860.1
OG0009100	XP_038741068.1	XP_036496863.1
OG0009101	XP_038741067.1	XP_036496862.1
OG0009102	XP_038741066.1	XP_036496184.1
OG0009103	XP_038741064.1	XP_036496867.1
OG0009104	XP_038738664.1	XP_036496866.1
OG0009105	XP_038738665.1	XP_036496869.1
OG0009106	XP_038738666.1	XP_036496868.1
OG0009107	XP_038738667.1	XP_036495830.1
OG0009108	XP_038738808.1	XP_036495831.1
OG0009109	XP_038738812.1	XP_036495834.1
OG0009110	XP_038738813.1	XP_036495835.1
OG0009111	XP_038738814.1	XP_036495836.1
OG0009112	XP_038738815.1	XP_036495837.1
OG0009113	XP_038738663.1	XP_036501609.1
OG0009114	XP_038738817.1	XP_036495839.1
OG0009115	XP_038738818.1	XP_036496640.1
OG0009116	XP_038738819.1	XP_036496639.1
OG0009117	XP_038738820.1	XP_036496637.1
OG0009118	XP_038738821.1	XP_036496644.1
OG0009119	XP_038738824.1	XP_036496642.1
OG0009120	XP_038738825.1	XP_036496641.1
OG0009121	XP_038738826.1	XP_036496646.1
OG0009122	XP_038738827.1	XP_036496645.1
OG0009123	XP_038738828.1	XP_036495652.1
OG0009124	XP_038745132.1	XP_036502771.1
OG0009125	XP_038745129.1	XP_036502768.1
OG0009126	XP_038745128.1	XP_036501958.1
OG0009127	XP_038745127.1	XP_036501957.1
OG0009128	XP_038745125.1	XP_036502607.1
OG0009129	XP_038745124.1	XP_036502608.1
OG0009130	XP_038745123.1	XP_036502605.1
OG0009131	XP_038745122.1	XP_036502606.1
OG0009132	XP_038745121.1	XP_036502603.1
OG0009133	XP_038745120.1	XP_036502604.1
OG0009134	XP_038745119.1	XP_036502601.1
OG0009135	XP_038745118.1	XP_036502602.1
OG0009136	XP_038745117.1	XP_036502356.1
OG0009137	XP_038745115.1	XP_036502355.1
OG0009138	XP_038745114.1	XP_036502841.1
OG0009139	XP_038745113.1	XP_036502842.1
OG0009140	XP_038745110.1	XP_036502847.1
OG0009141	XP_038745109.1	XP_036502846.1
OG0009142	XP_038745108.1	XP_036501650.1
OG0009143	XP_038745107.1	XP_036501651.1
OG0009144	XP_038745105.1	XP_036501653.1
OG0009145	XP_038745104.1	XP_036501654.1
OG0009146	XP_038745103.1	XP_036501655.1
OG0009147	XP_038745102.1	XP_036501656.1
OG0009148	XP_038745101.1	XP_036501657.1
OG0009149	XP_038745099.1	XP_036501659.1
OG0009150	XP_038745098.1	XP_036502631.1
OG0009151	XP_038745097.1	XP_036502630.1
OG0009152	XP_038745096.1	XP_036502629.1
OG0009153	XP_038745095.1	XP_036502628.1
OG0009154	XP_038745094.1	XP_036502635.1
OG0009155	XP_038745093.1	XP_036502634.1
OG0009156	XP_038745092.1	XP_036502633.1
OG0009158	XP_038745091.1	XP_036502637.1
OG0009159	XP_038745090.1	XP_036502636.1
OG0009160	XP_038745089.1	XP_036502545.1
OG0009161	XP_038745088.1	XP_036502544.1
OG0009162	XP_038745087.1	XP_036502543.1
OG0009163	XP_038745086.1	XP_036502542.1
OG0009164	XP_038745085.1	XP_036502549.1
OG0009165	XP_038745084.1	XP_036502548.1
OG0009166	XP_038745083.1	XP_036502547.1
OG0009167	XP_038745082.1	XP_036502546.1
OG0009168	XP_038745081.1	XP_036502551.1
OG0009169	XP_038745080.1	XP_036501600.1
OG0009170	XP_038745078.1	XP_036501602.1
OG0009171	XP_038745077.1	XP_036501603.1
OG0009172	XP_038745074.1	XP_036501606.1
OG0009173	XP_038745072.1	XP_036502654.1
OG0009174	XP_038745070.1	XP_036501121.1
OG0009175	XP_038745069.1	XP_036502655.1
OG0009176	XP_038745068.1	XP_036502650.1
OG0009177	XP_038745067.1	XP_036502649.1
