Orthogroup	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
OG0000011			XP_031875650.2, XP_031876226.2, XP_031876250.1, XP_031877552.2, XP_031879293.2, XP_031879601.2, XP_031880428.2, XP_031880858.2, XP_031881133.2, XP_031881496.2, XP_031881877.2, XP_031881878.2, XP_031882061.2, XP_031883897.2, XP_031884948.2, XP_031890814.2, XP_031891608.2, XP_031892536.2, XP_066006722.1, XP_066006731.1, XP_066006766.1, XP_066006911.1, XP_066006913.1, XP_066006941.1, XP_066006943.1, XP_066007054.1, XP_066007080.1, XP_066007115.1, XP_066007256.1, XP_066007349.1, XP_066007532.1, XP_066007628.1, XP_066007673.1, XP_066007695.1, XP_066007712.1, XP_066007768.1, XP_066007776.1, XP_066007926.1, XP_066007958.1, XP_066008011.1, XP_066008112.1, XP_066008246.1, XP_066008270.1, XP_066008529.1, XP_066008573.1, XP_066008668.1, XP_066008688.1, XP_066008836.1, XP_066008861.1, XP_066008905.1, XP_066008916.1, XP_066008965.1, XP_066008992.1, XP_066009005.1, XP_066009104.1, XP_066009324.1, XP_066009363.1, XP_066009424.1, XP_066009651.1, XP_066009804.1, XP_066009877.1, XP_066009976.1, XP_066010003.1					
OG0000012	XP_060391397.1, XP_060391505.1, XP_060395547.1, XP_060399397.1, XP_060400763.1, XP_060401099.1, XP_060401340.1, XP_060403373.1, XP_060404556.1	XP_060358257.1, XP_060358924.1, XP_060360164.1, XP_060360787.1, XP_060361151.1, XP_060361768.1, XP_060362674.1, XP_060365541.1, XP_060367702.1	XP_031876679.1, XP_031879010.1, XP_031880076.2, XP_031881977.2, XP_031882357.1, XP_031883699.1, XP_031889787.2, XP_031893580.1	XP_045258025.1, XP_045259368.1, XP_045261078.1, XP_045265200.1, XP_045268575.1, XP_045268671.1	XP_060424388.1, XP_060425599.1, XP_060425735.1, XP_060427607.1, XP_060427932.1, XP_060428118.1, XP_060428910.1, XP_060429755.1, XP_060430634.1, XP_060433606.1	XP_038738849.1, XP_038741434.1, XP_038741592.1, XP_038741849.1, XP_038746590.1, XP_038748114.1	XP_036488022.1, XP_036490033.1, XP_036491536.1, XP_036494044.1, XP_036494573.1, XP_036496930.1, XP_036500192.1	XP_036576927.1, XP_036577726.1, XP_036578387.1, XP_036581583.2, XP_036589873.1, XP_070060447.1, XP_070060757.1
OG0000013								XP_036574352.2, XP_036574699.2, XP_036575568.2, XP_036576081.1, XP_036576260.1, XP_036576993.1, XP_036577351.1, XP_036577713.1, XP_036578165.2, XP_036578166.2, XP_036581078.2, XP_036581274.1, XP_036581328.1, XP_036581458.1, XP_036581912.1, XP_036585420.1, XP_036586920.1, XP_036587197.2, XP_036588090.2, XP_036588100.1, XP_036588572.1, XP_036589250.1, XP_036589745.1, XP_070059768.1, XP_070059772.1, XP_070059784.1, XP_070059951.1, XP_070060008.1, XP_070060076.1, XP_070060421.1, XP_070060422.1, XP_070060427.1, XP_070060428.1, XP_070060509.1, XP_070060511.1, XP_070060836.1, XP_070060849.1, XP_070060899.1, XP_070060972.1, XP_070061080.1, XP_070061082.1, XP_070061115.1, XP_070061155.1, XP_070061307.1, XP_070061360.1, XP_070061532.1, XP_070061533.1, XP_070061716.1, XP_070061823.1, XP_070061824.1, XP_070062115.1, XP_070062144.1, XP_070062198.1, XP_070062199.1, XP_070062422.1, XP_070062426.1, XP_070062428.1, XP_070062438.1, XP_070062645.1, XP_070062670.1
OG0000014	XP_060390329.1, XP_060392120.1, XP_060396017.1, XP_060396195.1, XP_060398696.1, XP_060403552.1	XP_060360057.1, XP_060360753.1, XP_060363263.1, XP_060364441.1, XP_060368461.1, XP_060369282.1	XP_031876680.1, XP_031877046.1, XP_031878291.1, XP_031887509.1, XP_031890603.1, XP_031890843.2, XP_066007834.1, XP_066008557.1	XP_045257268.1, XP_045260775.1, XP_045261063.1, XP_045261682.1, XP_045263961.1, XP_045265112.1, XP_045266342.1, XP_045270236.1	XP_060422444.1, XP_060426412.1, XP_060426988.1, XP_060429479.1, XP_060431445.1, XP_060433247.1	XP_038740332.1, XP_038742823.1, XP_038743338.1, XP_038745510.1, XP_038746259.1, XP_038748341.1, XP_038748556.1	XP_036488372.1, XP_036488993.1, XP_036491525.1, XP_036492143.1, XP_036497809.1, XP_036499532.1, XP_036500328.1, XP_036501333.1, XP_036501856.1	XP_036574781.1, XP_036576421.1, XP_036583875.1, XP_036586349.1, XP_036587323.2, XP_036587851.1, XP_070059808.1, XP_070061736.1
OG0000015	XP_060400724.1	XP_060359195.1, XP_060365374.1	XP_031876459.2, XP_031882141.1, XP_031885778.1, XP_031886805.1, XP_031893512.1, XP_066007320.1, XP_066008106.1, XP_066008121.1, XP_066008914.1, XP_066009789.1	XP_045257154.1, XP_045257913.1, XP_045261256.1, XP_045261345.1, XP_045263481.1, XP_045264778.1, XP_045266642.1, XP_045268064.1, XP_045268066.1, XP_045268750.1, XP_045269300.1	XP_060421624.1, XP_060422502.1, XP_060424864.1, XP_060430301.1	XP_038739225.1, XP_038741283.1, XP_038741459.1, XP_038742957.1, XP_038743321.1, XP_038744200.1, XP_038745173.1, XP_038746282.1, XP_038747728.1, XP_038748640.1, XP_038749821.1	XP_036488062.1, XP_036491514.1, XP_036492495.1, XP_036497572.1, XP_036499956.1, XP_036500333.1, XP_036500741.1, XP_036502390.1	XP_036574932.1, XP_036575290.1, XP_036581744.1, XP_036582095.1, XP_036589778.1, XP_070059922.1, XP_070060524.1, XP_070060909.1, XP_070062364.1
OG0000016	XP_060391300.1, XP_060396140.1, XP_060398585.1, XP_060401860.1, XP_060404839.1	XP_060357468.1, XP_060359899.1, XP_060361705.1, XP_060368408.1, XP_060370564.1	XP_031876331.1, XP_031877054.1, XP_031877246.1, XP_031879498.1, XP_031880285.1, XP_031883261.1, XP_031885199.1, XP_031891541.1	XP_045260904.1, XP_045261571.1, XP_045263857.1, XP_045265956.1, XP_045266826.1, XP_045268108.1, XP_045270259.1, XP_045271029.1	XP_060423652.1, XP_060427843.1, XP_060433359.1, XP_060433378.1, XP_060436401.1	XP_038740607.1, XP_038741691.1, XP_038742120.1, XP_038743399.1, XP_038743429.1, XP_038747060.1, XP_038750325.1, XP_038751211.1	XP_036488671.1, XP_036488839.1, XP_036489583.1, XP_036496985.1, XP_036499009.1, XP_036499112.1, XP_036501233.1, XP_036501416.1	XP_036581107.1, XP_036583987.1, XP_036586092.1, XP_036586731.2, XP_036589588.1
OG0000017	XP_060389623.1, XP_060389867.1, XP_060395056.1, XP_060397678.1, XP_060399441.1, XP_060402306.1	XP_060357608.1, XP_060362115.1, XP_060362467.1, XP_060366707.1, XP_060369615.1	XP_031876845.1, XP_031877837.2, XP_031881014.1, XP_031882331.1, XP_031885060.2, XP_031887534.1, XP_066009939.1	XP_045257135.1, XP_045262462.1, XP_045263525.1, XP_045265779.1, XP_045266928.1, XP_045267817.1, XP_045269008.1	XP_060427398.1, XP_060428176.1, XP_060430370.1, XP_060431154.1, XP_060435607.1, XP_060435846.1	XP_038738728.1, XP_038739796.1, XP_038740421.1, XP_038746538.1, XP_038748198.1, XP_038748604.1, XP_038749597.1, XP_038751093.1	XP_036495546.1, XP_036497675.1, XP_036497906.1, XP_036498309.1, XP_036500254.1, XP_036501719.1, XP_036502161.1	XP_036581693.1, XP_036585183.1, XP_036588586.1, XP_036589870.1, XP_070062442.1
OG0000018	XP_060391830.1, XP_060393721.1, XP_060402315.1, XP_060402913.1	XP_060357754.1, XP_060358662.1, XP_060360494.1, XP_060363688.1, XP_060365204.1, XP_060369068.1	XP_031878172.1, XP_031878868.1, XP_031881758.1, XP_031881787.1, XP_031883195.1, XP_031884569.1, XP_031891833.1, XP_066007794.1	XP_045258981.1, XP_045259861.1, XP_045260978.1, XP_045261206.1, XP_045261750.1, XP_045263914.1, XP_045267420.1, XP_045268940.1, XP_045269504.1	XP_060427203.1, XP_060427534.1, XP_060428697.1, XP_060430376.1, XP_060433811.1	XP_038740721.1, XP_038740797.1, XP_038743594.1, XP_038743665.1, XP_038743680.1, XP_038744839.1, XP_038746235.1, XP_038750098.1, XP_038751342.1	XP_036488781.1, XP_036491241.1, XP_036491986.1, XP_036493287.1, XP_036495845.1, XP_036496484.1, XP_036498532.1, XP_036500175.1, XP_036502903.1	
OG0000019	XP_060389929.1, XP_060392153.1, XP_060405401.1, XP_060406513.1, XP_060406514.1	XP_060363470.1, XP_060369833.1, XP_060369834.1	XP_031878451.1, XP_031881790.1, XP_031885119.1, XP_031885121.1, XP_031885122.1, XP_031892157.1, XP_066007478.1, XP_066009012.1	XP_045257775.1, XP_045259856.1, XP_045260527.1, XP_045266134.1, XP_045266922.1, XP_045268713.1	XP_060430406.1, XP_060430814.1, XP_060430815.1, XP_060435896.1	XP_038742254.1, XP_038742358.1, XP_038742526.1, XP_038742527.1, XP_038742528.1, XP_038746014.1, XP_038746348.1, XP_038747916.1, XP_038748189.1	XP_036488105.1, XP_036493165.1, XP_036494036.1, XP_036495462.1, XP_036495979.1, XP_036495981.1, XP_036495983.1, XP_036500388.1	XP_036580709.1, XP_036582157.2, XP_036586795.2, XP_036589060.2, XP_070062107.1
OG0000020	XP_060390045.1, XP_060390397.1, XP_060390480.1, XP_060390481.1, XP_060390501.1, XP_060390577.1, XP_060390578.1, XP_060390585.1, XP_060390586.1, XP_060390587.1, XP_060390588.1, XP_060390589.1, XP_060390590.1, XP_060390905.1, XP_060393078.1, XP_060393594.1, XP_060393595.1, XP_060393630.1, XP_060394021.1, XP_060394887.1, XP_060395242.1, XP_060396463.1, XP_060396464.1, XP_060396583.1, XP_060396584.1, XP_060396585.1, XP_060396672.1, XP_060397512.1, XP_060397942.1, XP_060399069.1, XP_060399124.1, XP_060399137.1, XP_060399307.1, XP_060399426.1, XP_060399447.1, XP_060400360.1, XP_060401138.1, XP_060401492.1, XP_060401555.1, XP_060401556.1, XP_060404332.1, XP_060404333.1				XP_060428182.1		XP_036494998.1, XP_036497248.1	XP_036581264.1, XP_070062175.1, XP_070062504.1
OG0000021	XP_060397416.1, XP_060404248.1, XP_060405662.1	XP_060357570.1, XP_060364842.1	XP_031877003.2, XP_031878896.1, XP_031881524.2, XP_031884356.1, XP_031889741.1, XP_031893167.1, XP_066006783.1, XP_066006846.1, XP_066007121.1, XP_066007123.1, XP_066007387.1, XP_066008820.1, XP_066008886.1, XP_066009279.1	XP_045259100.1, XP_045264872.1, XP_045265250.1, XP_045267277.1	XP_060421691.1, XP_060421692.1, XP_060423578.1, XP_060430212.1, XP_060430879.1, XP_060430880.1, XP_060431281.1, XP_060433851.1	XP_038742714.1, XP_038743443.1, XP_038747639.1, XP_038748220.1	XP_036493440.1, XP_036494659.1, XP_036496508.1, XP_036500955.1	XP_036574644.1, XP_036574746.1, XP_036577755.1, XP_036577797.1, XP_036579366.2, XP_036579505.1, XP_036586246.1, XP_070061773.1, XP_070062637.1
OG0000022		XP_060357037.1, XP_060357060.1, XP_060357269.1, XP_060357677.1, XP_060359511.1, XP_060360039.1, XP_060360974.1, XP_060361621.1, XP_060362654.1, XP_060362656.1, XP_060362785.1, XP_060363033.1, XP_060363347.1, XP_060363348.1, XP_060363349.1, XP_060363746.1, XP_060363816.1, XP_060363900.1, XP_060363901.1, XP_060363994.1, XP_060363995.1, XP_060363996.1, XP_060364265.1, XP_060364288.1, XP_060364358.1, XP_060366266.1, XP_060366267.1, XP_060366268.1, XP_060366269.1, XP_060366270.1, XP_060366271.1, XP_060366272.1, XP_060366278.1, XP_060366279.1, XP_060366453.1, XP_060367295.1, XP_060367296.1, XP_060367297.1, XP_060369340.1, XP_060369412.1, XP_060369413.1, XP_060369437.1, XP_060370069.1, XP_060370118.1, XP_060370132.1, XP_060371857.1			XP_060426850.1			XP_036583470.2
OG0000023	XP_060390983.1, XP_060394492.1, XP_060396269.1, XP_060398582.1, XP_060404753.1	XP_060358681.1, XP_060363120.1, XP_060365025.1, XP_060365425.1, XP_060368532.1, XP_060370568.1	XP_031878091.1, XP_031879411.1, XP_031885599.1, XP_031885872.1, XP_031890882.1, XP_031892238.1, XP_031892487.1	XP_045260319.1, XP_045260488.1, XP_045260626.1, XP_045261010.1, XP_045261585.1, XP_045268220.1	XP_060424910.1, XP_060425815.1, XP_060428030.1, XP_060429564.1, XP_060433414.1, XP_060436329.1	XP_038742786.1, XP_038744036.1, XP_038747041.1, XP_038747724.1, XP_038747906.1, XP_038751432.1	XP_036488063.1, XP_036488348.1, XP_036489741.1, XP_036495698.1, XP_036499297.1, XP_036499311.1, XP_036499951.1	XP_036586304.1, XP_036587982.1, XP_036589513.1, XP_070062046.1
OG0000024	XP_060397413.1, XP_060403396.1, XP_060403453.1, XP_060404550.1, XP_060404873.1	XP_060358801.1, XP_060358991.1, XP_060359663.1, XP_060361172.1, XP_060362290.1, XP_060364880.1	XP_031876143.1, XP_031877260.1, XP_031878865.1, XP_031880891.1, XP_031884867.1, XP_031889216.1	XP_045261730.1, XP_045266000.1, XP_045267895.1, XP_045269445.1, XP_045271336.1	XP_060425577.1, XP_060427612.1, XP_060429383.1, XP_060430976.1, XP_060436445.1	XP_038746030.1, XP_038749840.1, XP_038749957.1, XP_038750167.1, XP_038750868.1	XP_036488107.1, XP_036488952.1, XP_036489226.1, XP_036492988.1, XP_036497550.1, XP_036499948.1	XP_036577193.1, XP_036577317.1, XP_036578134.1, XP_036579870.1, XP_036586456.1, XP_036589767.1, XP_070062176.1, XP_070062657.1
OG0000025						XP_038739501.1, XP_038739776.1, XP_038739919.1, XP_038740161.1, XP_038740480.1, XP_038740535.1, XP_038740616.1, XP_038740976.1, XP_038741355.1, XP_038741501.1, XP_038741665.1, XP_038741752.1, XP_038742214.1, XP_038742215.1, XP_038742617.1, XP_038742633.1, XP_038743010.1, XP_038743580.1, XP_038743629.1, XP_038744168.1, XP_038744181.1, XP_038744306.1, XP_038744466.1, XP_038744633.1, XP_038745566.1, XP_038746242.1, XP_038746753.1, XP_038746890.1, XP_038747218.1, XP_038747265.1, XP_038747293.1, XP_038747315.1, XP_038747603.1, XP_038747826.1, XP_038748151.1, XP_038748603.1, XP_038748666.1, XP_038749654.1, XP_038749655.1, XP_038749942.1, XP_038750425.1, XP_038750688.1		XP_036576372.1, XP_070060718.1, XP_070061788.1
OG0000026	XP_060402121.1, XP_060403455.1, XP_060406170.1	XP_060358993.1, XP_060368992.1, XP_060368993.1, XP_060371329.1	XP_031882657.2, XP_031884203.1, XP_031885312.1, XP_066007451.1, XP_066007866.1, XP_066008324.1, XP_066008338.1, XP_066009777.1	XP_045261707.1, XP_045263044.1, XP_045265549.1, XP_045265695.1, XP_045265987.1, XP_045266356.1, XP_045269525.1, XP_045270172.1	XP_060428763.1, XP_060429386.1, XP_060429661.1	XP_038739803.1, XP_038743309.1, XP_038745044.1, XP_038749949.1	XP_036488905.1, XP_036490179.1, XP_036492306.1, XP_036494910.1, XP_036495148.1, XP_036499147.1, XP_036501435.1, XP_036501569.1, XP_036502260.1	XP_036577471.2, XP_036577767.1, XP_036580498.1, XP_036583201.2, XP_036586453.1
OG0000027								XP_036574318.1, XP_036574353.1, XP_036574463.1, XP_036574757.1, XP_036574840.1, XP_036574910.1, XP_036575128.1, XP_036575370.2, XP_036575565.1, XP_036575655.2, XP_036576321.1, XP_036576522.1, XP_036576687.1, XP_036576992.1, XP_036577214.1, XP_036577342.2, XP_036578167.2, XP_036579051.2, XP_036579099.1, XP_036579271.1, XP_036581216.1, XP_036581411.1, XP_036581517.1, XP_036581910.1, XP_036582182.1, XP_036582286.1, XP_036583701.1, XP_036585080.1, XP_036585416.1, XP_036585417.1, XP_036585421.1, XP_036586919.2, XP_036586967.1, XP_036587360.1, XP_036588017.1, XP_036588091.1, XP_036588735.1, XP_036590005.1, XP_070060491.1, XP_070061049.1, XP_070061325.1, XP_070061497.1, XP_070061827.1, XP_070062429.1
OG0000028	XP_060389510.1, XP_060395232.1, XP_060399353.1, XP_060399361.1, XP_060400602.1, XP_060400686.1	XP_060357627.1, XP_060357803.1, XP_060357808.1, XP_060359227.1, XP_060360583.1	XP_031877448.1, XP_031878662.2, XP_031879121.1, XP_031883762.1, XP_031892844.1	XP_045256637.1, XP_045257443.1, XP_045257477.1, XP_045257481.1, XP_045266376.1, XP_045267627.1, XP_045268210.1	XP_060422176.1, XP_060424829.1, XP_060428081.1, XP_060428084.1, XP_060428085.1, XP_060430971.1, XP_060430972.1, XP_060436891.1	XP_038741868.1, XP_038741883.1, XP_038746879.1, XP_038749042.1	XP_036490429.1, XP_036493585.1, XP_036494856.1, XP_036494902.1, XP_036502180.1	XP_036581182.1, XP_070060257.1
OG0000029			XP_031876271.1, XP_031883646.2, XP_031886350.2, XP_031887659.2, XP_031887844.1, XP_031887930.2, XP_031891453.2, XP_031891511.2, XP_031892500.2, XP_066007449.1, XP_066007452.1, XP_066007614.1, XP_066007720.1, XP_066008039.1, XP_066008072.1, XP_066008104.1, XP_066008117.1, XP_066008357.1, XP_066008379.1, XP_066008380.1, XP_066008392.1, XP_066008865.1, XP_066008867.1, XP_066008868.1, XP_066008985.1, XP_066009220.1, XP_066009411.1, XP_066009423.1, XP_066009498.1, XP_066009499.1, XP_066009558.1, XP_066009619.1, XP_066009648.1, XP_066009808.1, XP_066009833.1					XP_036588619.2, XP_070060732.1, XP_070061698.1, XP_070061700.1, XP_070061713.1, XP_070062139.1, XP_070062477.1
OG0000030								XP_036574351.1, XP_036574439.1, XP_036574808.2, XP_036575038.1, XP_036575227.1, XP_036575228.2, XP_036575371.1, XP_036575654.2, XP_036575832.2, XP_036576082.1, XP_036576583.2, XP_036578164.2, XP_036579075.2, XP_036579299.1, XP_036579673.1, XP_036581077.1, XP_036581326.1, XP_036581327.1, XP_036581911.2, XP_036586921.2, XP_036588020.2, XP_036588088.1, XP_070060385.1, XP_070060387.1, XP_070060388.1, XP_070060426.1, XP_070060506.1, XP_070060507.1, XP_070060512.1, XP_070060838.1, XP_070060853.1, XP_070060854.1, XP_070060938.1, XP_070060973.1, XP_070061534.1, XP_070061857.1, XP_070061873.1, XP_070062116.1, XP_070062145.1, XP_070062318.1, XP_070062423.1
OG0000031	XP_060398830.1, XP_060399269.1, XP_060403404.1, XP_060403535.1	XP_060361185.1, XP_060362254.1, XP_060363004.1, XP_060364458.1, XP_060369360.1	XP_031876132.1, XP_031877294.1, XP_031880080.2, XP_031888596.1, XP_031889964.1, XP_066007137.1	XP_045256974.1, XP_045261170.1, XP_045263142.1, XP_045269450.1, XP_045269569.1, XP_045270959.1	XP_060423022.1, XP_060425378.1, XP_060425379.1, XP_060425569.1, XP_060429462.1, XP_060431363.1	XP_038739213.1, XP_038739645.1, XP_038747655.1, XP_038749924.1	XP_036487965.1, XP_036488790.1, XP_036490014.1, XP_036492221.1, XP_036495246.1, XP_036499944.1	XP_036586424.1, XP_036588147.1
OG0000032	XP_060389385.1, XP_060391688.1, XP_060396192.1, XP_060396193.1, XP_060399730.1, XP_060403186.1, XP_060404524.1, XP_060404934.1	XP_060359704.1, XP_060359844.1, XP_060359845.1, XP_060359846.1, XP_060364280.1, XP_060364281.1, XP_060365574.1	XP_031876210.2, XP_031892476.1, XP_066006938.1, XP_066007267.1, XP_066008145.1, XP_066008146.1, XP_066009773.1	XP_045266470.1, XP_045266811.1	XP_060422825.1, XP_060422826.1, XP_060423317.1, XP_060423318.1, XP_060423399.1, XP_060423400.1, XP_060436851.1	XP_038749055.1	XP_036490373.1, XP_036490828.1, XP_036491022.1	XP_036578818.1, XP_036584347.2, XP_036584361.1
OG0000033	XP_060391326.1, XP_060391545.1, XP_060391547.1, XP_060397257.1	XP_060357198.1, XP_060359875.1	XP_031893615.1, XP_066006930.1, XP_066009686.1	XP_045257179.1, XP_045259978.1, XP_045262109.1, XP_045264174.1, XP_045270857.1	XP_060425685.1, XP_060428895.1, XP_060428896.1, XP_060432069.1	XP_038743001.1, XP_038745613.1, XP_038748989.1, XP_038750920.1	XP_036493005.1, XP_036494215.1, XP_036499378.1	XP_036574549.2, XP_036574875.1, XP_036576910.1, XP_036577699.1, XP_036577796.1, XP_036578581.1, XP_036581681.1, XP_036581751.1, XP_070059783.1, XP_070061928.1, XP_070062092.1, XP_070062358.1
OG0000034	XP_060391662.1, XP_060393334.1, XP_060393666.1, XP_060404226.1	XP_060358573.1, XP_060359479.1, XP_060363708.1, XP_060365976.1	XP_031881139.1, XP_031881193.1, XP_031882598.1, XP_031888869.1, XP_066009786.1	XP_045263085.1, XP_045267725.1, XP_045268535.1, XP_045269028.1, XP_045270159.1	XP_060425010.1, XP_060425434.1, XP_060426368.1, XP_060427517.1	XP_038741734.1, XP_038746609.1, XP_038748332.1, XP_038749610.1, XP_038751740.1	XP_036494491.1, XP_036497376.1, XP_036498572.1, XP_036499396.1, XP_036502403.1	XP_036576453.1, XP_036579478.1, XP_036589643.1, XP_070060023.1, XP_070062330.1
OG0000035	XP_060392385.1, XP_060399036.1, XP_060405054.1, XP_060406211.1	XP_060357053.1, XP_060365611.1, XP_060366162.1, XP_060371363.1	XP_031877314.1, XP_031887969.1, XP_031891597.1	XP_045256568.1, XP_045256775.1, XP_045259085.1, XP_045260563.1, XP_045264968.1, XP_045268765.1, XP_045270861.1	XP_060426759.1, XP_060427104.1, XP_060429699.1, XP_060437284.1	XP_038738852.1, XP_038739905.1, XP_038741043.1, XP_038747431.1	XP_036488737.1, XP_036490320.1, XP_036490914.1, XP_036493895.1, XP_036496362.1	XP_036588818.1, XP_036589606.1, XP_070060609.1, XP_070060833.1, XP_070061252.1, XP_070061519.1
OG0000036			XP_031887382.1	XP_045264890.1				XP_036575799.1, XP_036576149.1, XP_036578886.1, XP_036578887.1, XP_036587364.1, XP_036587365.1, XP_036589914.2, XP_070059915.1, XP_070059932.1, XP_070059982.1, XP_070060024.1, XP_070060038.1, XP_070060254.1, XP_070060270.1, XP_070060396.1, XP_070060592.1, XP_070060604.1, XP_070060612.1, XP_070060785.1, XP_070060871.1, XP_070061093.1, XP_070061117.1, XP_070061217.1, XP_070061389.1, XP_070061396.1, XP_070061553.1, XP_070061586.1, XP_070061618.1, XP_070061918.1, XP_070061980.1, XP_070062062.1, XP_070062224.1, XP_070062446.1, XP_070062447.1, XP_070062594.1
OG0000037	XP_060394145.1, XP_060399323.1, XP_060401095.1, XP_060403586.1	XP_060357014.1, XP_060359498.1, XP_060363205.1, XP_060364411.1, XP_060366444.1	XP_031875551.1, XP_031876440.1, XP_031878699.1, XP_031881416.2	XP_045257505.1, XP_045261096.1, XP_045264881.1, XP_045267710.1, XP_045270941.1	XP_060422163.1, XP_060427933.1, XP_060429509.1, XP_060433748.1, XP_060434737.1	XP_038739204.1, XP_038741825.1, XP_038742844.1, XP_038747472.1	XP_036487993.1, XP_036493393.1, XP_036494326.1, XP_036501392.1	XP_036574206.1, XP_036586339.1, XP_036586380.1, XP_070060826.1, XP_070061137.1
OG0000038	XP_060394471.1, XP_060397114.1, XP_060401530.1	XP_060363923.1, XP_060365001.1, XP_060367929.1	XP_031878131.1, XP_031878512.1, XP_031884139.2, XP_031884826.1, XP_066007520.1, XP_066008632.1, XP_066008711.1	XP_045258960.1, XP_045260204.1, XP_045261040.1	XP_060426876.1, XP_060429544.1, XP_060436774.1	XP_038739671.1, XP_038739686.1, XP_038740552.1, XP_038740761.1, XP_038741539.1, XP_038742808.1, XP_038745707.1, XP_038746120.1, XP_038747471.1, XP_038749765.1, XP_038750143.1	XP_036488911.1, XP_036492752.1, XP_036492782.1	XP_036579768.1, XP_036582162.1, XP_036583624.1
OG0000039	XP_060399314.1, XP_060402283.1, XP_060404844.1, XP_060405429.1	XP_060360015.1, XP_060361710.1, XP_060362489.1, XP_060368365.1	XP_031882338.2, XP_031883634.1, XP_031889719.2, XP_031889720.2, XP_031893535.2, XP_066009404.1, XP_066009428.1	XP_045257600.1, XP_045259398.1, XP_045263406.1, XP_045263475.1, XP_045265097.1, XP_045267266.1, XP_045267267.1	XP_060422156.1, XP_060422300.1, XP_060424742.1, XP_060428827.1, XP_060430347.1, XP_060436406.1	XP_038742949.1	XP_036492170.1, XP_036492553.1, XP_036494942.1, XP_036497200.1, XP_036498767.1	XP_036577785.2, XP_036581474.2
OG0000040	XP_060389871.1, XP_060396507.1, XP_060396829.1, XP_060397367.1, XP_060397495.1, XP_060398598.1, XP_060405471.1	XP_060357081.1, XP_060357327.1, XP_060362111.1, XP_060370548.1	XP_031875855.2, XP_031876848.1, XP_031877598.2, XP_031878971.1, XP_031880555.1, XP_066006980.1, XP_066007201.1, XP_066009255.1	XP_045257150.1, XP_045267145.1	XP_060421289.1, XP_060421340.1, XP_060421359.1, XP_060421402.1, XP_060421796.1, XP_060421811.1, XP_060426497.1, XP_060432609.1, XP_060435849.1		XP_036495255.1, XP_036499274.1	XP_036584610.1, XP_070060005.1, XP_070061799.1
OG0000041	XP_060391743.1, XP_060405425.1	XP_060369032.1	XP_031878639.1, XP_031878989.2, XP_031884351.2, XP_066007124.1, XP_066007225.1, XP_066007260.1, XP_066008368.1, XP_066008809.1, XP_066008958.1, XP_066009239.1	XP_045259104.1, XP_045261784.1, XP_045264990.1, XP_045267024.1, XP_045268471.1		XP_038750340.1	XP_036489301.1, XP_036494328.1, XP_036496630.1, XP_036496965.1, XP_036497924.1, XP_036499966.1, XP_036500952.1, XP_036502479.1	XP_036575299.1, XP_036580708.2, XP_036587725.1, XP_070059875.1, XP_070060711.1, XP_070060773.1, XP_070061327.1, XP_070062181.1
OG0000042						XP_038747447.1		XP_036574319.1, XP_036574320.2, XP_036574405.2, XP_036574810.1, XP_036575238.2, XP_036575373.1, XP_036575375.2, XP_036575893.2, XP_036576137.1, XP_036576340.1, XP_036576461.1, XP_036579493.2, XP_036581412.1, XP_036581512.2, XP_036588236.2, XP_070059730.1, XP_070059731.1, XP_070059732.1, XP_070059779.1, XP_070059957.1, XP_070060873.1, XP_070060874.1, XP_070061045.1, XP_070061046.1, XP_070061091.1, XP_070061152.1, XP_070061153.1, XP_070061159.1, XP_070061508.1, XP_070061514.1, XP_070061781.1, XP_070061875.1, XP_070062103.1, XP_070062160.1
OG0000043	XP_060389987.1, XP_060391787.1, XP_060391983.1, XP_060402897.1, XP_060405167.1	XP_060359591.1, XP_060359592.1, XP_060367831.1	XP_031875476.2, XP_031886183.2, XP_031887649.1, XP_066007011.1, XP_066009814.1, XP_066009815.1	XP_045259172.1, XP_045259173.1, XP_045260283.1, XP_045262503.1	XP_060423691.1	XP_038742058.1, XP_038742339.1, XP_038744021.1, XP_038744244.1, XP_038748991.1	XP_036491406.1, XP_036494701.1, XP_036498172.1, XP_036498173.1, XP_036499171.1, XP_036499408.1, XP_036499564.1, XP_036501635.1, XP_036502684.1	XP_036581061.2
OG0000044	XP_060391535.1, XP_060393902.1, XP_060395508.1	XP_060357062.1, XP_060358684.1, XP_060360761.1, XP_060361230.1	XP_031883135.1, XP_031883461.1, XP_031883763.1, XP_066007975.1	XP_045256116.1, XP_045259382.1, XP_045259917.1, XP_045264199.1	XP_060424363.1, XP_060425820.1, XP_060430013.1, XP_060430675.1	XP_038741919.1, XP_038743185.1, XP_038746929.1, XP_038747739.1, XP_038748130.1	XP_036489400.1, XP_036491424.1, XP_036492780.1, XP_036495490.1, XP_036500277.1	XP_036576677.1, XP_036580093.1, XP_036582618.1, XP_036584145.1, XP_036588037.1
