Orthogroup	Colletotrichum_acutatum	Colletotrichum_abscissum
OG0009606	XP_060363085.1	XP_060391240.1
OG0009607	XP_060363083.1	XP_060391242.1
OG0009608	XP_060363064.1	XP_060391264.1
OG0009609	XP_060357604.1	XP_060391285.1
OG0009610	XP_060357595.1	XP_060391297.1
OG0009611	XP_060359879.1	XP_060391322.1
OG0009612	XP_060359876.1	XP_060391325.1
OG0009614	XP_060358052.1	XP_060391341.1
OG0009615	XP_060358051.1	XP_060391342.1
OG0009616	XP_060361754.1	XP_060391370.1
OG0009617	XP_060361758.1	XP_060391377.1
OG0009618	XP_060361761.1	XP_060391380.1
OG0009620	XP_060361766.1	XP_060391395.1
OG0009621	XP_060361778.1	XP_060391410.1
OG0009622	XP_060360450.1	XP_060391445.1
OG0009623	XP_060360455.1	XP_060391450.1
OG0009624	XP_060360462.1	XP_060391457.1
OG0009625	XP_060358912.1	XP_060391482.1
OG0009626	XP_060360779.1	XP_060391514.1
OG0009627	XP_060360772.1	XP_060391524.1
OG0009628	XP_060360771.1	XP_060391527.1
OG0009629	XP_060371718.1, XP_060357197.1	XP_060391548.1
OG0009632	XP_060363627.1	XP_060391605.1
OG0009633	XP_060363614.1	XP_060391618.1
OG0009635	XP_060358568.1	XP_060391658.1
OG0009636	XP_060358575.1	XP_060391664.1
OG0009637	XP_060358578.1	XP_060391667.1
OG0009638	XP_060359861.1	XP_060391705.1
OG0009639	XP_060368999.1	XP_060391711.1
OG0009640	XP_060369030.1	XP_060391742.1
OG0009641	XP_060369036.1	XP_060391746.1
OG0009642	XP_060369039.1	XP_060391748.1
OG0009643	XP_060369042.1	XP_060391751.1
OG0009644	XP_060359361.1	XP_060398512.1
OG0009645	XP_060362418.1	XP_060391772.1
OG0009646	XP_060362420.1	XP_060391774.1
OG0009647	XP_060362427.1	XP_060391781.1
OG0009648	XP_060362442.1	XP_060391795.1
OG0009649	XP_060362460.1	XP_060391816.1
OG0009650	XP_060363677.1	XP_060391843.1
OG0009655	XP_060358239.1	XP_060391883.1
OG0009656	XP_060358241.1	XP_060391885.1
OG0009657	XP_060358242.1	XP_060391886.1
OG0009658	XP_060359688.1	XP_060391904.1
OG0009659	XP_060359686.1	XP_060391906.1
OG0009660	XP_060359682.1	XP_060391910.1
OG0009661	XP_060359678.1	XP_060391914.1
OG0009662	XP_060359677.1	XP_060391915.1
OG0009663	XP_060359673.1	XP_060391920.1
OG0009664	XP_060359664.1	XP_060391930.1
OG0009665	XP_060361835.1	XP_060391945.1
OG0009666	XP_060361834.1	XP_060391946.1
OG0009667	XP_060361829.1	XP_060391952.1
OG0009668	XP_060361823.1	XP_060391955.1
OG0009669	XP_060361812.1	XP_060391965.1
OG0009670	XP_060368111.1	XP_060391997.1
OG0009671	XP_060368093.1	XP_060392015.1
OG0009672	XP_060368079.1	XP_060392033.1
OG0009673	XP_060362583.1	XP_060392042.1, XP_060392041.1
OG0009674	XP_060362582.1	XP_060392043.1
OG0009675	XP_060360079.1	XP_060392101.1
OG0009676	XP_060360073.1	XP_060392107.1
OG0009677	XP_060360058.1	XP_060392118.1
OG0009678	XP_060360056.1	XP_060392121.1
OG0009679	XP_060360054.1	XP_060392123.1
OG0009680	XP_060362798.1	XP_060392139.1
OG0009681	XP_060362789.1	XP_060392149.1
OG0009682	XP_060362779.1	XP_060392158.1
OG0009683	XP_060363148.1	XP_060392172.1
OG0009684	XP_060363155.1	XP_060392181.1
OG0009685	XP_060363158.1	XP_060392183.1
OG0009686	XP_060363163.1	XP_060392188.1
OG0009687	XP_060357670.1	XP_060392193.1
OG0009688	XP_060360907.1	XP_060392211.1
OG0009689	XP_060360921.1	XP_060395309.1, XP_060392227.1
OG0009690	XP_060370901.1	XP_060392254.1
OG0009691	XP_060370881.1	XP_060392279.1
OG0009692	XP_060370874.1	XP_060392287.1
OG0009693	XP_060370872.1	XP_060392291.1
OG0009694	XP_060370859.1	XP_060392309.1
OG0009695	XP_060370856.1	XP_060392311.1
OG0009696	XP_060370853.1	XP_060392313.1
OG0009698	XP_060370836.1	XP_060392335.1
OG0009699	XP_060366177.1	XP_060392369.1
OG0009700	XP_060366175.1	XP_060392371.1
OG0009701	XP_060366151.1	XP_060392396.1
OG0009702	XP_060366143.1	XP_060392403.1
OG0009703	XP_060366120.1	XP_060392432.1
OG0009704	XP_060361145.1	XP_060392456.1
OG0009705	XP_060371475.1	XP_060392499.1
OG0009706	XP_060371487.1	XP_060392508.1
OG0009707	XP_060371494.1	XP_060392516.1
OG0009708	XP_060371497.1	XP_060392521.1
OG0009709	XP_060371506.1	XP_060392528.1
OG0009710	XP_060371514.1	XP_060392540.1
OG0009711	XP_060371538.1	XP_060392567.1
OG0009712	XP_060371540.1	XP_060392569.1
OG0009713	XP_060371560.1	XP_060392590.1
OG0009714	XP_060371565.1, XP_060371564.1	XP_060392595.1
OG0009715	XP_060371568.1	XP_060392598.1
OG0009716	XP_060371571.1	XP_060392601.1
OG0009717	XP_060371607.1	XP_060392655.1
OG0009718	XP_060371622.1	XP_060392675.1
OG0009719	XP_060371642.1	XP_060392698.1
OG0009720	XP_060371656.1	XP_060392712.1
OG0009721	XP_060366535.1	XP_060392756.1
OG0009722	XP_060366515.1	XP_060392781.1
OG0009723	XP_060366504.1	XP_060392793.1
OG0009724	XP_060366491.1	XP_060392806.1
OG0009725	XP_060366489.1	XP_060392808.1
OG0009726	XP_060366485.1	XP_060392812.1
OG0009727	XP_060366475.1	XP_060392819.1
OG0009728	XP_060363871.1	XP_060392837.1
OG0009729	XP_060363875.1	XP_060392841.1
OG0009730	XP_060363886.1	XP_060392852.1
OG0009731	XP_060370665.1	XP_060392888.1
OG0009732	XP_060370667.1	XP_060392890.1
OG0009733	XP_060370680.1	XP_060392903.1
OG0009734	XP_060370683.1	XP_060392906.1
OG0009735	XP_060370696.1	XP_060392922.1
OG0009736	XP_060370698.1	XP_060392924.1
OG0009737	XP_060370701.1	XP_060392927.1
OG0009738	XP_060370708.1	XP_060392934.1
OG0009739	XP_060370724.1	XP_060392950.1
OG0009745	XP_060359248.1	XP_060392980.1
OG0009746	XP_060359249.1	XP_060392981.1
OG0009747	XP_060359268.1	XP_060393000.1
OG0009749	XP_060360682.1	XP_060393015.1
OG0009750	XP_060360686.1	XP_060393019.1
OG0009751	XP_060360703.1	XP_060393035.1
OG0009752	XP_060360708.1	XP_060393040.1
OG0009753	XP_060360710.1	XP_060393041.1
OG0009754	XP_060360711.1	XP_060393042.1
OG0009755	XP_060360714.1	XP_060393045.1
OG0009756	XP_060364309.1	XP_060393058.1
OG0009757	XP_060364308.1	XP_060393059.1
OG0009758	XP_060364307.1	XP_060393060.1
OG0009759	XP_060364306.1	XP_060393061.1
OG0009760	XP_060364300.1	XP_060393066.1
OG0009761	XP_060364299.1	XP_060393067.1
OG0009764	XP_060362036.1	XP_060393089.1
OG0009765	XP_060362037.1	XP_060393090.1
OG0009766	XP_060362038.1	XP_060393091.1
OG0009767	XP_060362040.1	XP_060393093.1
OG0009768	XP_060362077.1	XP_060393134.1
OG0009769	XP_060362079.1	XP_060393136.1
OG0009770	XP_060369197.1	XP_060393159.1
OG0009771	XP_060369194.1	XP_060393163.1
OG0009772	XP_060369181.1	XP_060393178.1
OG0009773	XP_060369173.1	XP_060393187.1
OG0009774	XP_060369172.1	XP_060393188.1
OG0009775	XP_060369167.1	XP_060393194.1
OG0009776	XP_060369140.1	XP_060393218.1
OG0009777	XP_060369136.1	XP_060393222.1
OG0009778	XP_060369127.1	XP_060393230.1
OG0009779	XP_060369126.1	XP_060393231.1
OG0009780	XP_060369122.1	XP_060393236.1
OG0009781	XP_060369121.1	XP_060393237.1
OG0009782	XP_060365898.1	XP_060393251.1
OG0009783	XP_060365920.1	XP_060393273.1
OG0009784	XP_060365932.1	XP_060393285.1
OG0009785	XP_060365954.1	XP_060393313.1
OG0009786	XP_060365960.1	XP_060393317.1
OG0009787	XP_060365980.1	XP_060393338.1
OG0009788	XP_060361261.1	XP_060393359.1
OG0009789	XP_060361280.1	XP_060393379.1
OG0009790	XP_060365790.1	XP_060393395.1
OG0009791	XP_060365792.1	XP_060393399.1
OG0009792	XP_060365794.1	XP_060393401.1
OG0009793	XP_060365807.1	XP_060393415.1
OG0009794	XP_060365828.1	XP_060393437.1
OG0009795	XP_060365833.1	XP_060393442.1
OG0009796	XP_060365836.1	XP_060393444.1
OG0009798	XP_060360155.1	XP_060393471.1
OG0009799	XP_060361485.1	XP_060393529.1
OG0009800	XP_060361482.1	XP_060393532.1
OG0009801	XP_060361478.1	XP_060393535.1
OG0009802	XP_060363331.1	XP_060393580.1
OG0009803	XP_060363350.1	XP_060393596.1
OG0009804	XP_060363355.1	XP_060393601.1
OG0009806	XP_060363372.1	XP_060393618.1
OG0009807	XP_060363373.1	XP_060393619.1
OG0009808	XP_060363375.1	XP_060393621.1
OG0009809	XP_060363720.1	XP_060393657.1
OG0009810	XP_060363719.1	XP_060393658.1
OG0009811	XP_060363718.1	XP_060393659.1
OG0009812	XP_060363706.1	XP_060393667.1
OG0009813	XP_060363704.1	XP_060393669.1
OG0009814	XP_060363703.1	XP_060393670.1
OG0009815	XP_060366930.1	XP_060393680.1
OG0009816	XP_060366933.1	XP_060393683.1
OG0009817	XP_060360475.1	XP_060393698.1
OG0009818	XP_060360477.1	XP_060393699.1
OG0009819	XP_060360479.1	XP_060393701.1
OG0009820	XP_060360480.1	XP_060393702.1
OG0009821	XP_060360316.1	XP_060393738.1
OG0009822	XP_060372033.1	XP_060393781.1
OG0009823	XP_060372029.1	XP_060393787.1
OG0009824	XP_060359161.1	XP_060393848.1
OG0009825	XP_060359148.1	XP_060393857.1
OG0009826	XP_060359144.1	XP_060393862.1
OG0009827	XP_060359143.1	XP_060393863.1
OG0009828	XP_060361210.1	XP_060393882.1
OG0009829	XP_060361229.1	XP_060393901.1
OG0009830	XP_060359777.1	XP_060393930.1
OG0009831	XP_060359780.1	XP_060393933.1
OG0009832	XP_060359785.1	XP_060393938.1
OG0009833	XP_060359802.1	XP_060393954.1
OG0009834	XP_060362605.1	XP_060393970.1
OG0009835	XP_060362631.1	XP_060393999.1
OG0009836	XP_060362638.1	XP_060394007.1
OG0009837	XP_060362663.1	XP_060394032.1
OG0009838	XP_060362666.1	XP_060394035.1
OG0009839	XP_060362027.1	XP_060394046.1
OG0009840	XP_060361980.1	XP_060394086.1
OG0009841	XP_060361979.1	XP_060394088.1
OG0009843	XP_060363168.1	XP_060394105.1
OG0009844	XP_060363169.1	XP_060394106.1
OG0009845	XP_060363181.1	XP_060394117.1
OG0009846	XP_060363193.1	XP_060394129.1
OG0009847	XP_060363207.1	XP_060394147.1
OG0009848	XP_060363220.1	XP_060394161.1
OG0009849	XP_060363229.1	XP_060394171.1
OG0009850	XP_060364029.1	XP_060394180.1
OG0009851	XP_060364040.1	XP_060394190.1
OG0009853	XP_060364085.1	XP_060394240.1
OG0009854	XP_060362012.1, XP_060370972.1	XP_060394268.1
OG0009855	XP_060370959.1	XP_060394281.1
OG0009856	XP_060370955.1	XP_060394285.1
OG0009857	XP_060370947.1	XP_060394294.1
OG0009858	XP_060370934.1	XP_060394305.1
OG0009859	XP_060370932.1	XP_060394306.1
OG0009860	XP_060370920.1	XP_060394318.1
OG0009862	XP_060371962.1	XP_060394376.1
OG0009863	XP_060372007.1	XP_060394423.1
OG0009864	XP_060372011.1	XP_060394428.1
OG0009865	XP_060372016.1	XP_060394432.1
OG0009866	XP_060365012.1	XP_060394481.1
OG0009867	XP_060365013.1	XP_060394482.1
OG0009868	XP_060365016.1	XP_060394484.1
OG0009869	XP_060365020.1	XP_060394489.1
OG0009870	XP_060365048.1	XP_060394520.1
OG0009871	XP_060358966.1	XP_060394545.1
OG0009872	XP_060368358.1	XP_060394583.1
OG0009873	XP_060368340.1	XP_060394603.1
OG0009874	XP_060368332.1	XP_060394612.1
OG0009875	XP_060368326.1	XP_060394616.1
OG0009876	XP_060368316.1	XP_060394627.1
OG0009877	XP_060368306.1	XP_060394641.1
OG0009878	XP_060368303.1	XP_060394645.1
OG0009879	XP_060368298.1	XP_060394649.1
OG0009880	XP_060368297.1	XP_060394650.1
OG0009881	XP_060368291.1	XP_060394656.1
OG0009882	XP_060368290.1	XP_060401437.1, XP_060394657.1
OG0009883	XP_060367412.1	XP_060394730.1
OG0009884	XP_060367427.1	XP_060394748.1
OG0009885	XP_060367435.1	XP_060394755.1
OG0009887	XP_060357783.1	XP_060394772.1
OG0009888	XP_060357781.1	XP_060394774.1
OG0009891	XP_060366954.1	XP_060394796.1
OG0009892	XP_060367617.1	XP_060394835.1
OG0009893	XP_060367613.1	XP_060394838.1
OG0009894	XP_060367612.1	XP_060394839.1
OG0009895	XP_060367580.1	XP_060394871.1
OG0009896	XP_060367577.1	XP_060394874.1
OG0009897	XP_060367576.1	XP_060394875.1
OG0009898	XP_060366450.1	XP_060394891.1
OG0009899	XP_060366443.1	XP_060394897.1
OG0009900	XP_060366433.1	XP_060394908.1
OG0009901	XP_060366425.1	XP_060394915.1
OG0009902	XP_060366424.1	XP_060394917.1
OG0009903	XP_060364960.1	XP_060394954.1
OG0009905	XP_060370513.1	XP_060394980.1
OG0009906	XP_060357371.1	XP_060394982.1
OG0009907	XP_060357131.1	XP_060394995.1
OG0009910	XP_060361567.1	XP_060395005.1
OG0009911	XP_060361592.1	XP_060395028.1
OG0009912	XP_060361598.1	XP_060395034.1
OG0009913	XP_060357613.1, XP_060357614.1	XP_060395061.1
OG0009914	XP_060357618.1	XP_060395064.1
OG0009915	XP_060357624.1	XP_060395068.1
OG0009916	XP_060357625.1	XP_060395069.1
OG0009917	XP_060357178.1	XP_060395070.1
OG0009918	XP_060357928.1	XP_060395079.1
OG0009919	XP_060357920.1	XP_060395086.1
OG0009920	XP_060357919.1	XP_060395087.1
OG0009921	XP_060357918.1	XP_060395088.1
OG0009922	XP_060357008.1	XP_060395089.1
OG0009923	XP_060359902.1, XP_060360716.1	XP_060395093.1
OG0009924	XP_060358861.1, XP_060358862.1	XP_060395097.1, XP_060402853.1
OG0009925	XP_060361062.1	XP_060395103.1
OG0009926	XP_060361069.1	XP_060395110.1
OG0009927	XP_060361080.1	XP_060395125.1
OG0009928	XP_060361090.1	XP_060395136.1
OG0009929	XP_060361099.1	XP_060395145.1
OG0009930	XP_060359457.1	XP_060395173.1
OG0009932	XP_060360547.1	XP_060397345.1, XP_060395195.1
OG0009933	XP_060360564.1	XP_060395214.1
OG0009934	XP_060360566.1	XP_060395217.1
OG0009935	XP_060360585.1	XP_060395235.1
OG0009936	XP_060360040.1	XP_060395241.1
OG0009937	XP_060360037.1	XP_060395243.1
OG0009938	XP_060360028.1	XP_060395252.1
OG0009939	XP_060360027.1	XP_060395253.1
OG0009945	XP_060357855.1	XP_060395299.1
OG0009946	XP_060358155.1	XP_060395323.1
OG0009947	XP_060358406.1	XP_060395336.1
OG0009948	XP_060358405.1	XP_060395337.1
OG0009949	XP_060358404.1	XP_060395338.1
OG0009950	XP_060358788.1	XP_060395367.1
OG0009951	XP_060358789.1	XP_060395368.1
OG0009952	XP_060370220.1	XP_060395411.1
OG0009953	XP_060370237.1	XP_060395434.1
OG0009954	XP_060369092.1	XP_060395464.1
OG0009955	XP_060369112.1	XP_060395483.1
OG0009956	XP_060369116.1	XP_060395487.1
OG0009957	XP_060359373.1	XP_060395511.1
OG0009958	XP_060359375.1	XP_060395513.1
OG0009959	XP_060359376.1	XP_060395514.1
OG0009960	XP_060365560.1	XP_060395530.1
OG0009961	XP_060365552.1	XP_060395536.1
OG0009962	XP_060365543.1	XP_060395544.1
OG0009964	XP_060365521.1	XP_060395567.1
OG0009965	XP_060365520.1	XP_060395568.1
OG0009966	XP_060365511.1	XP_060395578.1
OG0009967	XP_060365507.1	XP_060395584.1
OG0009968	XP_060365498.1	XP_060395594.1
OG0009969	XP_060365486.1	XP_060395606.1
OG0009970	XP_060365482.1	XP_060395609.1
OG0009971	XP_060365481.1	XP_060395610.1
OG0009973	XP_060365754.1	XP_060395627.1
OG0009974	XP_060365758.1	XP_060395631.1
OG0009979	XP_060357903.1	XP_060395678.1
OG0009980	XP_060357909.1	XP_060395683.1
OG0009981	XP_060364190.1	XP_060395694.1
OG0009982	XP_060364157.1	XP_060395718.1
OG0009983	XP_060364158.1	XP_060395719.1
OG0009984	XP_060364160.1	XP_060395720.1
OG0009985	XP_060364164.1	XP_060395724.1
OG0009986	XP_060364156.1	XP_060395728.1
OG0009987	XP_060364155.1	XP_060395729.1
OG0009988	XP_060364151.1	XP_060395731.1
OG0009989	XP_060364133.1	XP_060395749.1
OG0009990	XP_060364130.1	XP_060395753.1
OG0009991	XP_060364129.1	XP_060395755.1
OG0009992	XP_060364120.1	XP_060395762.1
OG0009994	XP_060364110.1	XP_060395773.1
OG0009995	XP_060364109.1	XP_060395774.1
OG0009996	XP_060364106.1	XP_060395778.1
OG0009998	XP_060364102.1	XP_060395783.1
OG0010000	XP_060357589.1	XP_060395796.1
OG0010001	XP_060369656.1	XP_060401611.1, XP_060395798.1, XP_060402444.1
OG0010002	XP_060357582.1	XP_060395809.1
OG0010003	XP_060357312.1	XP_060395819.1
OG0010004	XP_060365169.1	XP_060395860.1
OG0010005	XP_060365156.1	XP_060395872.1
OG0010006	XP_060365155.1	XP_060395873.1
OG0010007	XP_060365147.1	XP_060395883.1
OG0010008	XP_060365144.1	XP_060395886.1
OG0010009	XP_060365142.1	XP_060395888.1
OG0010010	XP_060365137.1	XP_060395893.1
OG0010011	XP_060365129.1	XP_060395901.1
OG0010012	XP_060365102.1	XP_060395932.1
OG0010013	XP_060365084.1	XP_060395951.1
OG0010014	XP_060365078.1, XP_060365079.1	XP_060395957.1
OG0010015	XP_060365075.1	XP_060395961.1
OG0010016	XP_060365072.1	XP_060395964.1
OG0010018	XP_060357848.1	XP_060395970.1
OG0010019	XP_060357845.1	XP_060395972.1
OG0010020	XP_060357836.1	XP_060395982.1
OG0010021	XP_060358072.1	XP_060395992.1
OG0010022	XP_060358069.1	XP_060395996.1
OG0010023	XP_060357825.1	XP_060395999.1
OG0010024	XP_060358064.1	XP_060396007.1
OG0010025	XP_060360737.1	XP_060396033.1
OG0010031	XP_060360240.1	XP_060396068.1
OG0010032	XP_060358025.1	XP_060396119.1
OG0010033	XP_060368406.1	XP_060396142.1
OG0010034	XP_060368392.1	XP_060396155.1
OG0010035	XP_060368388.1	XP_060396160.1
OG0010036	XP_060368387.1	XP_060396161.1
OG0010037	XP_060368386.1	XP_060396162.1
OG0010038	XP_060368381.1	XP_060396167.1
OG0010040	XP_060368470.1	XP_060396204.1
OG0010041	XP_060368522.1	XP_060396256.1
OG0010042	XP_060368527.1	XP_060396263.1
OG0010043	XP_060368540.1, XP_060368539.1	XP_060396276.1
OG0010044	XP_060368541.1	XP_060396277.1
OG0010045	XP_060368548.1	XP_060396289.1
OG0010046	XP_060368564.1	XP_060396306.1
OG0010047	XP_060368571.1	XP_060396317.1
OG0010052	XP_060365742.1	XP_060396355.1
OG0010053	XP_060365734.1	XP_060396364.1
OG0010054	XP_060365714.1	XP_060396384.1
OG0010055	XP_060365685.1	XP_060396412.1
OG0010056	XP_060365681.1	XP_060396416.1
OG0010057	XP_060363957.1	XP_060396420.1
OG0010058	XP_060363971.1	XP_060396438.1
OG0010059	XP_060363974.1	XP_060396443.1
OG0010060	XP_060363986.1	XP_060396455.1
OG0010061	XP_060363851.1	XP_060396524.1
OG0010062	XP_060363830.1	XP_060396549.1
OG0010063	XP_060367328.1	XP_060396553.1
OG0010064	XP_060367319.1	XP_060396560.1
OG0010065	XP_060367318.1	XP_060396561.1
OG0010066	XP_060367314.1	XP_060396565.1
OG0010067	XP_060367313.1	XP_060396567.1
OG0010068	XP_060367309.1	XP_060396572.1
OG0010069	XP_060367298.1	XP_060396582.1
OG0010070	XP_060367276.1	XP_060396607.1
OG0010071	XP_060367258.1	XP_060396624.1
OG0010072	XP_060369967.1	XP_060396683.1
OG0010073	XP_060369964.1	XP_060396685.1
OG0010074	XP_060369959.1	XP_060396692.1
OG0010075	XP_060369951.1	XP_060396700.1
OG0010076	XP_060369926.1	XP_060396728.1
OG0010077	XP_060369925.1	XP_060396729.1
OG0010078	XP_060369912.1	XP_060396743.1
OG0010079	XP_060369898.1	XP_060396756.1
OG0010080	XP_060369895.1	XP_060396759.1
OG0010081	XP_060369891.1	XP_060396763.1
OG0010082	XP_060369879.1	XP_060396778.1
OG0010083	XP_060369876.1	XP_060396782.1
OG0010084	XP_060369872.1	XP_060396786.1
OG0010085	XP_060369867.1	XP_060396792.1
OG0010086	XP_060369865.1	XP_060396794.1
OG0010087	XP_060369858.1	XP_060396801.1
OG0010088	XP_060366206.1	XP_060396819.1
OG0010089	XP_060366203.1	XP_060396822.1
OG0010090	XP_060361466.1	XP_060396834.1
OG0010091	XP_060361465.1	XP_060401854.1, XP_060396835.1
OG0010092	XP_060361463.1	XP_060396838.1
OG0010093	XP_060357715.1	XP_060396849.1
OG0010094	XP_060357718.1	XP_060396851.1
OG0010095	XP_060360850.1	XP_060396861.1
OG0010096	XP_060360827.1	XP_060396887.1
OG0010097	XP_060360820.1	XP_060396892.1
OG0010099	XP_060358588.1	XP_060396916.1
OG0010100	XP_060358591.1	XP_060396920.1
OG0010101	XP_060358600.1	XP_060396931.1
OG0010102	XP_060361452.1	XP_060396935.1
OG0010103	XP_060361424.1	XP_060396963.1
OG0010104	XP_060361409.1	XP_060396979.1
OG0010106	XP_060362334.1	XP_060397014.1
OG0010107	XP_060362332.1	XP_060397017.1
OG0010108	XP_060362096.1	XP_060397034.1
OG0010109	XP_060357386.1	XP_060397045.1
OG0010110	XP_060357390.1	XP_060397050.1
OG0010111	XP_060357391.1	XP_060397051.1
OG0010112	XP_060357392.1	XP_060397052.1
OG0010113	XP_060357399.1	XP_060397058.1
OG0010114	XP_060367983.1	XP_060397060.1
OG0010115	XP_060367981.1	XP_060397062.1
OG0010116	XP_060367980.1	XP_060397063.1
OG0010117	XP_060367977.1	XP_060397066.1
OG0010118	XP_060367972.1	XP_060397069.1
OG0010119	XP_060367965.1	XP_060397077.1
OG0010120	XP_060359134.1, XP_060367940.1	XP_060397103.1
OG0010121	XP_060367938.1	XP_060397105.1
OG0010122	XP_060367933.1	XP_060397110.1
OG0010123	XP_060367918.1	XP_060397125.1
OG0010124	XP_060367891.1	XP_060397154.1
OG0010126	XP_060357438.1	XP_060397250.1
OG0010129	XP_060358856.1	XP_060397285.1
OG0010130	XP_060363133.1	XP_060397298.1
OG0010131	XP_060363126.1	XP_060397311.1
OG0010132	XP_060363125.1	XP_060397312.1
OG0010133	XP_060363116.1	XP_060397319.1
OG0010134	XP_060363091.1	XP_060399287.1, XP_060397343.1
OG0010135	XP_060365206.1	XP_060401250.1
OG0010136	XP_060357325.1	XP_060397369.1
OG0010137	XP_060357323.1	XP_060397371.1
OG0010144	XP_060364865.1	XP_060397393.1
OG0010145	XP_060364869.1	XP_060397397.1
OG0010146	XP_060364879.1	XP_060397412.1
OG0010147	XP_060364882.1	XP_060397415.1
OG0010148	XP_060364886.1	XP_060397420.1
OG0010149	XP_060364888.1	XP_060397422.1
OG0010151	XP_060364917.1	XP_060397454.1
OG0010152	XP_060364921.1	XP_060397458.1
OG0010155	XP_060364949.1	XP_060397488.1
OG0010156	XP_060358806.1	XP_060397535.1
OG0010157	XP_060358815.1	XP_060397544.1
OG0010158	XP_060366591.1	XP_060397556.1
OG0010159	XP_060366610.1	XP_060397574.1
OG0010160	XP_060366627.1	XP_060397593.1
OG0010161	XP_060366649.1	XP_060397619.1
OG0010162	XP_060366664.1	XP_060397636.1
OG0010163	XP_060366671.1	XP_060397643.1
OG0010164	XP_060366674.1	XP_060397646.1
OG0010165	XP_060366692.1	XP_060397663.1
OG0010166	XP_060366696.1	XP_060397667.1
OG0010167	XP_060366701.1	XP_060397671.1
OG0010168	XP_060357217.1	XP_060397709.1
OG0010169	XP_060357216.1	XP_060397710.1
OG0010170	XP_060362233.1	XP_060397712.1
OG0010171	XP_060362228.1	XP_060397716.1
OG0010172	XP_060362227.1	XP_060397717.1
OG0010173	XP_060362226.1	XP_060397718.1
OG0010174	XP_060362223.1	XP_060397721.1
OG0010175	XP_060362210.1	XP_060397736.1
OG0010176	XP_060362204.1	XP_060397743.1
OG0010177	XP_060362195.1	XP_060397753.1
OG0010178	XP_060362186.1	XP_060397761.1
OG0010180	XP_060362173.1	XP_060397774.1
OG0010181	XP_060362165.1	XP_060397780.1
OG0010183	XP_060367180.1	XP_060397797.1
OG0010184	XP_060367176.1	XP_060397801.1
OG0010186	XP_060367167.1	XP_060397811.1
OG0010188	XP_060367146.1	XP_060397836.1
OG0010189	XP_060367134.1	XP_060397849.1
OG0010190	XP_060367132.1	XP_060397852.1
OG0010191	XP_060367103.1	XP_060397880.1
OG0010192	XP_060367090.1	XP_060397896.1
OG0010193	XP_060367086.1	XP_060397900.1
OG0010194	XP_060367078.1	XP_060397913.1
OG0010195	XP_060367076.1	XP_060397915.1
OG0010196	XP_060367070.1	XP_060397920.1
OG0010197	XP_060363801.1	XP_060397961.1
OG0010198	XP_060363795.1	XP_060397968.1
OG0010199	XP_060363780.1	XP_060397985.1
OG0010200	XP_060358359.1	XP_060398019.1
OG0010201	XP_060358367.1	XP_060398031.1
OG0010202	XP_060360230.1	XP_060398037.1
OG0010203	XP_060360217.1	XP_060398053.1
OG0010204	XP_060360204.1	XP_060398071.1
OG0010205	XP_060368858.1	XP_060398124.1
OG0010206	XP_060368839.1	XP_060398143.1
OG0010207	XP_060368838.1	XP_060398144.1
OG0010208	XP_060368817.1	XP_060398166.1
OG0010209	XP_060368795.1	XP_060398199.1
OG0010210	XP_060368767.1	XP_060398234.1
OG0010211	XP_060364752.1	XP_060398268.1
OG0010212	XP_060364751.1	XP_060398269.1
OG0010213	XP_060364744.1	XP_060398277.1
OG0010214	XP_060364727.1	XP_060398302.1
OG0010215	XP_060364720.1	XP_060398310.1
OG0010216	XP_060364716.1	XP_060398317.1
OG0010217	XP_060364706.1	XP_060398327.1
OG0010218	XP_060364704.1	XP_060398329.1
OG0010219	XP_060364695.1	XP_060398338.1
OG0010220	XP_060357297.1	XP_060398358.1
OG0010221	XP_060358550.1	XP_060398370.1
OG0010222	XP_060358545.1	XP_060398376.1
OG0010223	XP_060371209.1	XP_060398387.1
OG0010224	XP_060371208.1	XP_060398388.1
OG0010225	XP_060371207.1	XP_060398389.1
OG0010226	XP_060371206.1	XP_060398390.1
OG0010227	XP_060371182.1	XP_060398423.1
OG0010228	XP_060370572.1	XP_060398578.1
OG0010229	XP_060370563.1	XP_060398586.1
OG0010230	XP_060370558.1	XP_060398590.1
OG0010231	XP_060370556.1	XP_060398592.1
OG0010232	XP_060370547.1	XP_060398599.1
OG0010233	XP_060370539.1	XP_060398608.1
OG0010234	XP_060370525.1	XP_060398622.1
OG0010235	XP_060370521.1	XP_060398626.1
OG0010236	XP_060370502.1	XP_060398643.1
OG0010237	XP_060363239.1	XP_060398668.1
OG0010238	XP_060363264.1	XP_060398697.1
OG0010239	XP_060363267.1	XP_060398700.1
OG0010240	XP_060363282.1	XP_060398717.1
OG0010241	XP_060363287.1	XP_060398721.1
OG0010242	XP_060363290.1	XP_060398723.1
OG0010243	XP_060363291.1	XP_060398724.1
OG0010244	XP_060358580.1	XP_060398726.1
OG0010245	XP_060363296.1	XP_060398730.1
OG0010246	XP_060363294.1	XP_060398732.1
OG0010247	XP_060357233.1	XP_060398746.1
OG0010248	XP_060357104.1	XP_060398749.1
OG0010249	XP_060361512.1	XP_060398755.1
OG0010250	XP_060361521.1	XP_060398767.1
OG0010251	XP_060361532.1	XP_060398780.1
OG0010252	XP_060361547.1	XP_060398796.1
OG0010253	XP_060361559.1	XP_060398808.1
