Orthogroup	Colletotrichum_acutatum	Colletotrichum_fructicola
OG0008300	XP_060361896.1	XP_031888681.1
OG0008301	XP_060361897.1	XP_031888988.2
OG0008302	XP_060361898.1	XP_031888989.1
OG0008303	XP_060361899.1	XP_031882833.1
OG0008304	XP_060361902.1	XP_066009900.1
OG0008305	XP_060361907.1	XP_031889070.1
OG0008306	XP_060361908.1	XP_031888684.1
OG0008307	XP_060361909.1	XP_031889071.1
OG0008308	XP_060361910.1	XP_031888685.1
OG0008309	XP_060361911.1	XP_031888683.1
OG0008310	XP_060361913.1	XP_031888991.1
OG0008311	XP_060361914.1	XP_031888742.1
OG0008312	XP_060364223.1	XP_031888690.1
OG0008313	XP_060364213.1	XP_031888621.1
OG0008314	XP_060364210.1	XP_066009699.1
OG0008315	XP_060364209.1	XP_031888670.1
OG0008316	XP_060364208.1	XP_031888669.1
OG0008317	XP_060364206.1	XP_066009513.1
OG0008318	XP_060364205.1	XP_066009514.1
OG0008319	XP_060364204.1	XP_031893373.1
OG0008320	XP_060364199.1	XP_031880416.1, XP_031888680.1
OG0008321	XP_060364198.1	XP_031888942.1
OG0008322	XP_060364197.1	XP_031888912.1
OG0008323	XP_060364195.1	XP_031888846.1
OG0008324	XP_060364194.1	XP_031888849.1
OG0008325	XP_060359464.1	XP_031888652.1
OG0008326	XP_060359469.1	XP_031888648.1
OG0008327	XP_060359471.1	XP_031888852.1
OG0008328	XP_060359472.1	XP_031888645.2
OG0008329	XP_060359473.1	XP_031888646.1
OG0008330	XP_060359474.1	XP_031888649.1
OG0008331	XP_060359484.1	XP_031888830.1
OG0008332	XP_060359486.1	XP_031880840.1
OG0008333	XP_060359487.1	XP_031889803.1
OG0008334	XP_060359491.1	XP_031883476.2
OG0008335	XP_060359494.1	XP_031888835.1
OG0008336	XP_060359495.1	XP_031888836.1
OG0008337	XP_060357569.1	XP_031888796.1
OG0008338	XP_060357568.1	XP_031888797.1
OG0008339	XP_060357567.1	XP_031889016.1
OG0008340	XP_060357566.1	XP_031889017.1
OG0008341	XP_060357565.1	XP_031888791.1
OG0008342	XP_060357564.1	XP_066009415.1
OG0008343	XP_060357563.1	XP_031888981.2
OG0008344	XP_060357562.1	XP_031888980.1
OG0008345	XP_060357561.1	XP_031888983.1
OG0008346	XP_060357171.1	XP_031889049.1
OG0008347	XP_060357172.1	XP_066009554.1
OG0008348	XP_060357174.1	XP_031889052.1
OG0008349	XP_060357175.1	XP_031889053.1
OG0008350	XP_060357552.1	XP_031889003.1
OG0008351	XP_060357551.1	XP_031884641.1
OG0008352	XP_060361919.1	XP_031888729.2
OG0008353	XP_060361916.1	XP_031888731.1
OG0008354	XP_060364225.1	XP_031888732.1
OG0008355	XP_060364227.1	XP_031888734.1
OG0008356	XP_060364232.1	XP_031888755.2
OG0008357	XP_060364234.1	XP_031888749.1
OG0008358	XP_060364235.1	XP_031888750.1
OG0008359	XP_060364236.1	XP_031888756.1
OG0008360	XP_060364237.1	XP_031878180.1
OG0008361	XP_060364238.1	XP_031888757.1
OG0008362	XP_060364239.1	XP_031888947.1
OG0008363	XP_060364240.1	XP_031888946.1
OG0008364	XP_060364241.1	XP_031888949.1
OG0008365	XP_060364242.1	XP_031888948.1
OG0008366	XP_060364245.1	XP_031888950.1
OG0008367	XP_060364255.1	XP_031888711.1
OG0008368	XP_060364252.1	XP_031888800.1
OG0008369	XP_060364248.1	XP_031888708.1
OG0008370	XP_060364247.1	XP_031888707.1
OG0008371	XP_060364257.1	XP_031888709.1
OG0008372	XP_060364258.1	XP_031888713.1
OG0008373	XP_060364261.1	XP_031888910.1
OG0008374	XP_060364263.1	XP_031888909.1
OG0008375	XP_060364266.1	XP_031888790.1
OG0008376	XP_060364268.1	XP_031888904.1
OG0008377	XP_060364269.1	XP_031888952.1
OG0008378	XP_060364271.1	XP_031881441.1
OG0008379	XP_060358498.1	XP_031888610.1
OG0008380	XP_060358497.1	XP_066009464.1
OG0008381	XP_060358492.1	XP_031888864.1
OG0008382	XP_060358491.1	XP_031888861.1
OG0008383	XP_060358490.1	XP_031888855.1
OG0008384	XP_060358489.1	XP_031888856.1
OG0008385	XP_060358487.1	XP_031888639.1
OG0008386	XP_060358486.1	XP_031888638.1
OG0008387	XP_060358485.1	XP_031888641.1
OG0008388	XP_060358484.1	XP_031888640.1
OG0008389	XP_060358482.1	XP_031888634.1
OG0008390	XP_060358477.1	XP_031888633.1
OG0008391	XP_060358828.1	XP_031879093.1
OG0008392	XP_060358829.1	XP_031889061.1
OG0008393	XP_060358832.1	XP_031889060.1
OG0008394	XP_060358833.1	XP_066009592.1
OG0008395	XP_060358834.1	XP_031888837.1
OG0008396	XP_060358835.1	XP_031889056.1
OG0008397	XP_060358836.1	XP_031889057.1
OG0008398	XP_060358837.1	XP_031889067.1
OG0008399	XP_060358839.1	XP_031889068.1
OG0008400	XP_060358840.1	XP_031889065.2
OG0008401	XP_060358842.1	XP_031889062.2
OG0008402	XP_060358843.1	XP_031889063.1
OG0008403	XP_060358848.1	XP_031888677.1
OG0008404	XP_060358849.1	XP_031888842.1
OG0008405	XP_060359329.1	XP_031888933.1
OG0008406	XP_060359327.1	XP_031888877.1
OG0008407	XP_060359326.1	XP_031888878.1
OG0008408	XP_060359324.1	XP_031888879.1
OG0008409	XP_060359320.1	XP_031888703.1
OG0008410	XP_060359319.1	XP_031888919.1
OG0008411	XP_060359318.1	XP_031888746.1
OG0008412	XP_060359317.1	XP_031888788.1, XP_031888789.1
OG0008413	XP_060359312.1	XP_031888659.1
OG0008414	XP_060359311.1	XP_031888660.1
OG0008415	XP_060359310.1	XP_031888661.1
OG0008416	XP_060359309.1	XP_031888662.1
OG0008417	XP_060359308.1	XP_031888654.1
OG0008418	XP_060360010.1	XP_031882257.1
OG0008419	XP_060360009.1	XP_031882260.1
OG0008420	XP_060360008.1	XP_031882253.1
OG0008421	XP_060360007.1	XP_031882258.1
OG0008422	XP_060360006.1	XP_031882271.1
OG0008423	XP_060360004.1	XP_066009429.1
OG0008424	XP_060360003.1	XP_031882129.1
OG0008425	XP_060359999.1	XP_031882146.1
OG0008426	XP_060359998.1	XP_031882130.1
OG0008427	XP_060359995.1	XP_031882145.1
OG0008428	XP_060359994.1	XP_066007460.1
OG0008429	XP_060359991.1	XP_031882144.1
OG0008430	XP_060359987.1	XP_031892598.1
OG0008431	XP_060359986.1	XP_031892597.1
OG0008432	XP_060359983.1	XP_031881813.1
OG0008433	XP_060359980.1	XP_031882245.1
OG0008435	XP_060359977.1	XP_031882287.2
OG0008436	XP_060359975.1	XP_066009350.1
OG0008437	XP_060359974.1	XP_031882134.1
OG0008438	XP_060359973.1	XP_066009348.1
OG0008439	XP_060359972.1	XP_031882136.1
OG0008440	XP_060359971.1	XP_031882135.1
OG0008441	XP_060359711.1	XP_066006773.1
OG0008442	XP_060359065.1	XP_031875418.1
OG0008443	XP_060358798.1	XP_031884669.1
OG0008444	XP_060358799.1	XP_031878811.1
OG0008445	XP_060358802.1	XP_031880994.1
OG0008446	XP_060358803.1	XP_031880973.1
OG0008447	XP_060358255.1	XP_031880993.1
OG0008448	XP_060358254.1	XP_031881074.1
OG0008449	XP_060358250.1	XP_031880998.1
OG0008450	XP_060358248.1	XP_031881145.1
OG0008451	XP_060358246.1	XP_066009322.1
OG0008452	XP_060371109.1	XP_031887158.1
OG0008453	XP_060371108.1	XP_031887146.1
OG0008454	XP_060371107.1	XP_031887145.1
OG0008455	XP_060371105.1	XP_031887202.1
OG0008456	XP_060371104.1	XP_031887171.1
OG0008457	XP_060371103.1	XP_031887144.1
OG0008458	XP_060371102.1	XP_031887295.2
OG0008459	XP_060371099.1	XP_031887279.1
OG0008460	XP_060371097.1	XP_031887278.1
OG0008461	XP_060371094.1	XP_031887447.1
OG0008462	XP_060371093.1	XP_031887448.1
OG0008463	XP_060371092.1	XP_031887445.1
OG0008464	XP_060371091.1	XP_031887446.1
OG0008465	XP_060371090.1	XP_031887443.1
OG0008466	XP_060371088.1	XP_031887441.1
OG0008467	XP_060371087.1	XP_031887442.1
OG0008468	XP_060371086.1	XP_031887439.1
OG0008469	XP_060371081.1	XP_066008954.1
OG0008470	XP_060371080.1	XP_031887310.1
OG0008471	XP_060371079.1	XP_031887268.1
OG0008472	XP_060371078.1	XP_031887267.1
OG0008473	XP_060371077.1	XP_031887266.1
OG0008474	XP_060371075.1	XP_031887273.1
OG0008475	XP_060371074.1	XP_031887272.1
OG0008476	XP_060371073.1	XP_031887419.1
OG0008477	XP_060371071.1	XP_031887420.1
OG0008478	XP_060371069.1	XP_031887423.1
OG0008479	XP_060371068.1	XP_031887424.1
OG0008480	XP_060371067.1	XP_031887426.1
OG0008481	XP_060371066.1	XP_066009126.1
OG0008482	XP_060371065.1	XP_066009125.1
OG0008483	XP_060371064.1	XP_031892667.1
OG0008484	XP_060371063.1	XP_031892863.1
OG0008485	XP_060371062.1	XP_031892864.2
OG0008486	XP_060371061.1	XP_031892703.1
OG0008487	XP_060371060.1	XP_031892712.1
OG0008488	XP_060371059.1	XP_031892711.1
OG0008489	XP_060371058.1	XP_031892714.1
OG0008490	XP_060371056.1	XP_031892713.1
OG0008491	XP_060371055.1	XP_031892709.1
OG0008492	XP_060371054.1	XP_031892708.1
OG0008493	XP_060371051.1	XP_031892710.1
OG0008494	XP_060371049.1	XP_031892573.1
OG0008495	XP_060371048.1	XP_031892572.1
OG0008496	XP_060371047.1	XP_031892568.1
OG0008497	XP_060371046.1	XP_031892569.1
OG0008498	XP_060371045.1	XP_031892570.1
OG0008499	XP_060371044.1	XP_031892669.1
OG0008500	XP_060371043.1	XP_031892679.1
OG0008501	XP_060371042.1	XP_031892680.1
OG0008502	XP_060371040.1	XP_031892678.1
OG0008503	XP_060371039.1	XP_031892865.1
OG0008504	XP_060371037.1	XP_031892313.1
OG0008505	XP_060371036.1	XP_031892858.1
OG0008506	XP_060371035.1	XP_031892593.1
OG0008507	XP_060371034.1	XP_066009032.1
OG0008508	XP_060371032.1	XP_031892860.1
OG0008509	XP_060371031.1	XP_031892379.1
OG0008510	XP_060371027.1	XP_031892384.1
OG0008511	XP_060371026.1	XP_031892383.1
OG0008512	XP_060371025.1	XP_031892421.1
OG0008513	XP_060371024.1	XP_031892556.2
OG0008514	XP_060371023.1	XP_031892557.1
OG0008515	XP_060371022.1	XP_031892559.1
OG0008516	XP_060371020.1	XP_031892560.1
OG0008517	XP_060371019.1	XP_031892640.1
OG0008518	XP_060371018.1	XP_031892843.1
OG0008519	XP_060371014.1	XP_031892564.1
OG0008520	XP_060371013.1	XP_066009183.1
OG0008521	XP_060371012.1	XP_031892638.1
OG0008522	XP_060371008.1	XP_031892551.1
OG0008523	XP_060371005.1	XP_031892550.1
OG0008524	XP_060371003.1	XP_031892552.1
OG0008525	XP_060371002.1	XP_031892555.2
OG0008526	XP_060371001.1	XP_031892554.1
OG0008527	XP_060370998.1	XP_031892835.2
OG0008528	XP_060370997.1	XP_031892836.1
OG0008529	XP_060370995.1	XP_031892833.1
OG0008530	XP_060370992.1	XP_066008927.1
OG0008531	XP_060370991.1	XP_031892832.1
OG0008532	XP_060370990.1	XP_031892515.1
OG0008533	XP_060370989.1	XP_031892514.1
OG0008534	XP_060370988.1	XP_031892513.1
OG0008535	XP_060370987.1	XP_031892342.1
OG0008536	XP_060370986.1	XP_031892483.1
OG0008537	XP_060370985.1	XP_031892482.1
OG0008538	XP_060370984.1	XP_031892746.1
OG0008539	XP_060370982.1	XP_031892745.1
OG0008540	XP_060370981.1	XP_031892748.1
OG0008541	XP_060370980.1	XP_031892749.2
OG0008542	XP_060365465.1	XP_031880206.1
OG0008543	XP_060365463.1	XP_066009091.1
OG0008544	XP_060365462.1	XP_031880208.1
OG0008545	XP_060365460.1	XP_066009090.1
OG0008546	XP_060365459.1	XP_031880273.1
OG0008547	XP_060365458.1	XP_031880272.1
OG0008548	XP_060365457.1	XP_031880271.1
OG0008549	XP_060365456.1	XP_031880270.1
OG0008550	XP_060365455.1	XP_031880277.1
OG0008551	XP_060365454.1	XP_031880276.1
OG0008552	XP_060365453.1	XP_031892486.1
OG0008553	XP_060365441.1	XP_066008951.1
OG0008554	XP_060365439.1	XP_031892516.1
OG0008555	XP_060365438.1	XP_066008953.1
OG0008556	XP_060365437.1	XP_031892518.1
OG0008557	XP_060365436.1	XP_031892519.1
OG0008558	XP_060365434.1	XP_031880191.1
OG0008559	XP_060365433.1	XP_031880192.1
OG0008560	XP_060365432.1	XP_066008891.1
OG0008561	XP_060365430.1	XP_031892788.1
OG0008562	XP_060365429.1	XP_066008950.1
OG0008563	XP_060365427.1	XP_031892783.1
OG0008564	XP_060365426.1	XP_031892488.1
OG0008565	XP_060365423.1	XP_066009181.1, XP_031892489.1
OG0008566	XP_060365414.1	XP_031880190.1
OG0008567	XP_060365415.1	XP_031880187.1
OG0008568	XP_060365417.1	XP_031880188.1
OG0008569	XP_060365418.1	XP_031880185.2
OG0008570	XP_060365419.1	XP_031880193.1
OG0008571	XP_060365420.1	XP_066009194.1
OG0008572	XP_060365421.1	XP_031880196.1
OG0008573	XP_060365422.1	XP_031880195.1
OG0008574	XP_060365413.1	XP_031880261.1
OG0008575	XP_060365408.1	XP_031880184.1
OG0008576	XP_060365405.1	XP_031880198.1
OG0008577	XP_060365404.1	XP_031880250.1
OG0008578	XP_060365403.1	XP_031880197.1
OG0008579	XP_060365401.1	XP_031880263.1
OG0008580	XP_060365398.1	XP_031880303.1
OG0008581	XP_060365395.1	XP_031880228.1
OG0008582	XP_060365394.1	XP_031880221.1
OG0008583	XP_060365393.1	XP_031880220.1
OG0008584	XP_060365392.1	XP_031880306.1
OG0008585	XP_060365387.1	XP_031880311.1
OG0008586	XP_060365386.1	XP_031880313.1
OG0008587	XP_060365378.1	XP_031880247.1
OG0008588	XP_060365377.1	XP_031880238.1
OG0008589	XP_060365376.1	XP_031880241.1
OG0008590	XP_060361675.1	XP_031885132.1
OG0008591	XP_060361676.1	XP_031880235.1
OG0008592	XP_060361677.1	XP_031880236.1
OG0008593	XP_060361680.1	XP_031880234.1
OG0008594	XP_060361681.1	XP_031880237.1
OG0008595	XP_060361682.1	XP_031880249.1
OG0008596	XP_060361683.1	XP_031880328.1
OG0008597	XP_060361684.1	XP_031880327.1
OG0008598	XP_060361685.1	XP_031880326.1
OG0008599	XP_060361686.1	XP_031880325.1
OG0008600	XP_060361687.1	XP_031880232.1
OG0008601	XP_060361688.1	XP_031880321.1
OG0008602	XP_060361689.1	XP_031880320.1
OG0008603	XP_060361691.1	XP_031880319.1
OG0008604	XP_060361692.1	XP_031880316.1
OG0008605	XP_060361694.1	XP_031890090.1
OG0008606	XP_060361696.1	XP_031880314.1
OG0008607	XP_060361702.1	XP_066009195.1
OG0008608	XP_060361704.1	XP_031880282.2
OG0008609	XP_060361708.1	XP_031880216.1
OG0008610	XP_060361709.1	XP_031880217.1
OG0008611	XP_060361714.1	XP_031880322.1
OG0008612	XP_060361717.1	XP_031889101.1
OG0008613	XP_060361718.1	XP_031880296.1
OG0008614	XP_060361723.1	XP_031880251.2
OG0008615	XP_060361725.1	XP_031889282.1
OG0008616	XP_060361727.1	XP_031889284.1
OG0008617	XP_060361729.1	XP_031889316.1
OG0008618	XP_060361731.1	XP_031889098.1
OG0008619	XP_060361735.1	XP_031889312.1
OG0008620	XP_060362291.1	XP_031889215.1
OG0008621	XP_060362292.1	XP_031889218.1
OG0008622	XP_060362293.1	XP_031889217.1
OG0008623	XP_060362294.1	XP_031889428.1
OG0008624	XP_060362295.1	XP_031889429.2
OG0008625	XP_060362300.1	XP_031889185.1
OG0008626	XP_060362302.1	XP_031875798.2
OG0008627	XP_060362304.1	XP_031889196.1
OG0008628	XP_060362305.1	XP_031889410.1
OG0008629	XP_060362306.1	XP_031889230.1
OG0008630	XP_060362309.1	XP_031889379.1
OG0008631	XP_060362311.1	XP_031889394.1
OG0008632	XP_060362313.1	XP_031889388.1
OG0008633	XP_060362314.1	XP_066009052.1
OG0008634	XP_060362315.1	XP_031889187.1
OG0008635	XP_060362319.1	XP_031889188.1
OG0008636	XP_060362320.1	XP_031889191.1
OG0008637	XP_060362321.1	XP_031889194.1
OG0008638	XP_060362322.1	XP_031889195.1
OG0008639	XP_060364323.1	XP_031881680.1
OG0008640	XP_060364322.1	XP_066008120.1
OG0008641	XP_060364320.1	XP_066008274.1
OG0008642	XP_060370479.1	XP_031880724.1
OG0008643	XP_060370478.1	XP_031880725.1
OG0008644	XP_060370477.1	XP_031880726.1
OG0008645	XP_060370475.1	XP_031880732.1
OG0008647	XP_060358221.1	XP_031876896.2
OG0008648	XP_060358212.1	XP_031877337.1
OG0008649	XP_060358211.1	XP_031877349.1
OG0008650	XP_060365575.1	XP_031877316.1
OG0008651	XP_060365581.1	XP_031877377.1
OG0008652	XP_060365582.1	XP_031877378.1
OG0008653	XP_060365583.1	XP_031877317.1
OG0008654	XP_060365587.1	XP_066007825.1
OG0008655	XP_060365588.1	XP_031878237.1
OG0008656	XP_060365589.1	XP_031877345.1
OG0008657	XP_060365595.1	XP_066009999.1
OG0008658	XP_060365597.1	XP_031875699.1
OG0008659	XP_060365599.1	XP_031875697.2
OG0008660	XP_060365600.1	XP_031875702.1
OG0008661	XP_060365601.1	XP_031877336.1
OG0008662	XP_060365602.1	XP_031877360.1
OG0008663	XP_060365605.1	XP_031877305.1
OG0008664	XP_060365606.1	XP_066007753.1, XP_031877335.2
OG0008665	XP_060365612.1	XP_031893390.2
OG0008666	XP_060365613.1, XP_060365614.1	XP_031877656.1
OG0008667	XP_060365615.1	XP_031877657.1
OG0008668	XP_060365621.1	XP_031877625.1
OG0008669	XP_060365622.1	XP_031877623.1
OG0008670	XP_060365625.1	XP_031877622.1
OG0008671	XP_060365626.1	XP_031877627.1
OG0008672	XP_060365628.1	XP_031877619.1
OG0008673	XP_060365630.1	XP_031879076.1
OG0008674	XP_060365631.1	XP_031877674.1
OG0008675	XP_060365632.1	XP_031877626.2
OG0008676	XP_060365633.1	XP_031877662.1
OG0008677	XP_060365634.1	XP_031877617.1
OG0008678	XP_060365635.1	XP_031877660.1
OG0008679	XP_060365636.1	XP_031877675.1
OG0008680	XP_060365637.1	XP_031877616.1
OG0008681	XP_060365638.1	XP_031877638.1
OG0008682	XP_060365639.1	XP_031877640.1
OG0008683	XP_060365640.1	XP_031877641.1
OG0008684	XP_060365641.1	XP_031877642.1
OG0008685	XP_060365643.1	XP_031877618.1
OG0008686	XP_060365646.1	XP_066007808.1
OG0008687	XP_060365648.1	XP_031877614.2
OG0008688	XP_060365649.1	XP_031877615.1
OG0008689	XP_060365650.1	XP_031877613.1
OG0008690	XP_060365651.1	XP_031877611.1
OG0008691	XP_060365652.1	XP_031877610.2
OG0008692	XP_060365653.1	XP_066007666.1
OG0008693	XP_060365654.1	XP_031877608.1
OG0008694	XP_060365655.1	XP_031877607.1
OG0008695	XP_060365656.1	XP_031877606.1
OG0008696	XP_060365658.1	XP_031877636.1
OG0008697	XP_060365659.1	XP_031877637.1
OG0008698	XP_060365662.1	XP_031877628.2
OG0008699	XP_060365663.1	XP_031877629.1
OG0008700	XP_060365664.1	XP_031877634.1
OG0008701	XP_060365667.1	XP_031877633.1
OG0008702	XP_060365668.1	XP_031877673.1
OG0008703	XP_060365670.1	XP_031877664.2
OG0008704	XP_060365671.1	XP_031877653.1
OG0008705	XP_060365672.1	XP_031877666.1
OG0008706	XP_060365673.1	XP_066007669.1
OG0008707	XP_060365674.1	XP_031877668.2
OG0008708	XP_060365675.1	XP_031877667.1
OG0008709	XP_060365676.1	XP_031877670.2
OG0008710	XP_060365677.1	XP_031877669.1
OG0008711	XP_060365678.1	XP_031877649.1
OG0008712	XP_060365679.1	XP_031877650.1
OG0008713	XP_060365888.1	XP_031876490.1
OG0008714	XP_060365887.1	XP_031876486.1
OG0008715	XP_060365885.1	XP_031876487.1
OG0008716	XP_060365884.1	XP_066007787.1
OG0008717	XP_060365883.1	XP_031876514.1
OG0008718	XP_060365882.1	XP_031876489.2
OG0008719	XP_060365879.1	XP_031876510.1
OG0008720	XP_060365878.1	XP_031876511.2
OG0008721	XP_060365877.1	XP_031876505.1
OG0008722	XP_060365873.1	XP_031876508.1
OG0008723	XP_060365872.1	XP_066007648.1
OG0008724	XP_060365869.1	XP_031876497.2
OG0008725	XP_060365868.1	XP_066007802.1
OG0008726	XP_060365867.1	XP_031876495.1
OG0008727	XP_060365866.1	XP_031876494.1
OG0008728	XP_060365865.1	XP_031876502.1
OG0008729	XP_060365864.1	XP_066007804.1
OG0008730	XP_060365863.1	XP_031876518.1
OG0008731	XP_060365861.1	XP_031876517.1
OG0008732	XP_060367843.1	XP_031886156.2
OG0008733	XP_060367841.1	XP_031886151.1
OG0008734	XP_060367840.1	XP_031886152.1
OG0008735	XP_060367838.1	XP_031886212.2
OG0008736	XP_060367820.1	XP_031886186.1
OG0008737	XP_060367819.1	XP_066008424.1
OG0008738	XP_060367816.1	XP_066008569.1
OG0008739	XP_060367815.1	XP_031886024.1
OG0008740	XP_060367811.1	XP_031886164.1
OG0008741	XP_060367810.1	XP_031886165.1
OG0008742	XP_060367808.1	XP_031885999.1
OG0008743	XP_060367807.1	XP_031886000.1
OG0008744	XP_060367806.1	XP_031886001.1
OG0008745	XP_060367805.1	XP_031886003.1
OG0008746	XP_060367804.1	XP_031886167.1
OG0008747	XP_060367802.1	XP_031886029.1
OG0008748	XP_060367801.1	XP_031886026.1
OG0008749	XP_060367799.1	XP_031886027.1
OG0008750	XP_060367798.1	XP_031886025.1
OG0008751	XP_060367796.1	XP_031893260.1, XP_031886098.1
OG0008752	XP_060367790.1	XP_031885982.1
OG0008753	XP_060367785.1	XP_031885975.1
OG0008754	XP_060367784.1	XP_031885976.1
OG0008755	XP_060367780.1	XP_031885979.1
OG0008756	XP_060367779.1	XP_031885973.1
OG0008757	XP_060367778.1	XP_031885974.1
OG0008758	XP_060367776.1	XP_066008342.1
OG0008759	XP_060367775.1	XP_031886133.2
OG0008760	XP_060367774.1	XP_031886132.1
OG0008761	XP_060367772.1	XP_031886139.1
OG0008762	XP_060367768.1	XP_031886141.1
OG0008763	XP_060367767.1	XP_031886140.1
OG0008764	XP_060367765.1	XP_031885969.1
OG0008765	XP_060367761.1	XP_031886180.1
OG0008766	XP_060367756.1	XP_031886127.1
OG0008767	XP_060367755.1	XP_031886123.1
OG0008768	XP_060367754.1	XP_066008331.1
OG0008769	XP_060367749.1	XP_031886130.1
OG0008770	XP_060367748.1	XP_031886129.1
OG0008771	XP_060367747.1	XP_031885949.1
OG0008772	XP_060367746.1	XP_031885950.1
OG0008773	XP_060367743.1	XP_031885943.1
OG0008774	XP_060367741.1	XP_031885937.1
OG0008775	XP_060367738.1	XP_031885889.1
OG0008776	XP_060367736.1	XP_031885882.1
OG0008777	XP_060367735.1	XP_031886086.1
OG0008778	XP_060367734.1	XP_031885891.1
OG0008779	XP_060367731.1	XP_031885883.1
OG0008780	XP_060367730.1	XP_031885884.1
OG0008781	XP_060367728.1	XP_031885939.1
OG0008782	XP_060367727.1	XP_031885940.1
OG0008783	XP_060367726.1	XP_031885941.1
OG0008784	XP_060367725.1	XP_031885942.1
OG0008785	XP_060367724.1	XP_031886065.1
OG0008786	XP_060367723.1	XP_031886066.1
OG0008787	XP_060367720.1	XP_031886082.1
OG0008788	XP_060367715.1	XP_031885887.1
OG0008789	XP_060367713.1	XP_031886078.1
OG0008790	XP_060367711.1	XP_031886080.1
OG0008791	XP_060357101.1	XP_031886070.1
OG0008792	XP_060362880.1	XP_031885902.1
OG0008793	XP_060362882.1	XP_031885901.1
OG0008794	XP_060362888.1	XP_031886055.1
OG0008795	XP_060362889.1	XP_031886067.1
OG0008796	XP_060362890.1	XP_031886068.1
OG0008797	XP_060362892.1	XP_031885897.1
OG0008798	XP_060362893.1	XP_031885898.1
OG0008799	XP_060362895.1	XP_031885899.1
OG0008800	XP_060362899.1	XP_031886114.2
OG0008802	XP_060362905.1	XP_031886095.1
OG0008803	XP_060362906.1	XP_031886097.1
OG0008804	XP_060362908.1	XP_031886131.1
OG0008805	XP_060362909.1	XP_031886091.1
OG0008806	XP_060362910.1	XP_031886093.1
OG0008807	XP_060362911.1	XP_031886073.1
OG0008808	XP_060362926.1	XP_031885931.2
OG0008809	XP_060362930.1	XP_031886090.2
OG0008810	XP_060362934.1	XP_031885921.1
OG0008811	XP_060362935.1	XP_031885907.1
OG0008812	XP_060362936.1	XP_031886107.1
OG0008813	XP_060362937.1	XP_031885923.1
OG0008814	XP_060362938.1	XP_031885924.1
OG0008815	XP_060362939.1	XP_031885925.1
OG0008816	XP_060362940.1	XP_031886108.1
OG0008817	XP_060362942.1	XP_031886109.1
OG0008818	XP_060362943.1	XP_031885928.1
OG0008819	XP_060362944.1	XP_031885934.1
OG0008820	XP_060362945.1	XP_066008498.1
OG0008821	XP_060362946.1	XP_066008499.1
OG0008822	XP_060359194.1	XP_031886076.1
OG0008823	XP_060359193.1	XP_031886194.1
OG0008824	XP_060359190.1	XP_031886189.1
OG0008825	XP_060366471.1	XP_031884508.1
OG0008826	XP_060366470.1	XP_031884511.1
OG0008827	XP_060366469.1	XP_031884510.1
OG0008828	XP_060366468.1	XP_031884664.1
OG0008829	XP_060366467.1	XP_031884663.1
OG0008830	XP_060366466.1	XP_031884521.1
OG0008831	XP_060366465.1	XP_031884661.1
OG0008832	XP_060366461.1	XP_031884520.1
OG0008833	XP_060357514.1	XP_031884644.1
OG0008834	XP_060357513.1	XP_031884646.1
OG0008835	XP_060359048.1	XP_031884633.2
OG0008836	XP_060359049.1	XP_031884458.1
OG0008837	XP_060362325.1	XP_031889389.1
OG0008838	XP_060362326.1	XP_031889391.1
OG0008839	XP_060362328.1	XP_031889192.1
OG0008840	XP_060362331.1	XP_066009079.1
OG0008841	XP_060366342.1	XP_031891622.1
OG0008842	XP_060366343.1	XP_031891621.1
OG0008843	XP_060366344.1	XP_031891368.1
OG0008844	XP_060366345.1	XP_031891367.1
OG0008845	XP_060366346.1	XP_031891360.1
OG0008846	XP_060366348.1	XP_031891362.1
OG0008847	XP_060361639.1	XP_031876263.1
OG0008848	XP_060361642.1	XP_031891687.2
OG0008849	XP_060361643.1	XP_031891690.1
OG0008850	XP_060361644.1	XP_031891691.1
OG0008851	XP_060361646.1	XP_031879184.1
OG0008852	XP_060361649.1	XP_031882689.1
OG0008853	XP_060361650.1	XP_031876279.1
OG0008854	XP_060361651.1	XP_031876278.1
OG0008855	XP_060361653.1	XP_031881951.1
OG0008856	XP_060361657.1	XP_066008583.1
OG0008857	XP_060361658.1	XP_031882074.1
OG0008858	XP_060361659.1	XP_031882073.1
OG0008859	XP_060361660.1	XP_031882072.1
OG0008860	XP_060361663.1	XP_031876261.2
OG0008861	XP_060361664.1	XP_031876260.1
OG0008862	XP_060361668.1	XP_031876281.1
OG0008863	XP_060361670.1	XP_031881953.1
OG0008864	XP_060361673.1	XP_031881946.1
OG0008865	XP_060361674.1	XP_031881945.1
OG0008866	XP_060357077.1	XP_031882077.1
OG0008867	XP_060361957.1	XP_031881964.1
OG0008868	XP_060361954.1	XP_031882025.1
OG0008869	XP_060361952.1	XP_031882027.1
OG0008870	XP_060361948.1	XP_031882092.1
OG0008871	XP_060361946.1	XP_031882087.1
OG0008872	XP_060361945.1	XP_031882094.1
OG0008873	XP_060361944.1	XP_031881988.1
OG0008874	XP_060361941.1	XP_031882047.1
OG0008875	XP_060361940.1	XP_031881927.1
OG0008876	XP_060361939.1	XP_031881928.1
OG0008877	XP_060361937.1	XP_031881930.2
OG0008878	XP_060361936.1	XP_031881922.1
OG0008879	XP_060361934.1	XP_031881985.1
OG0008880	XP_060361931.1	XP_031881981.1
OG0008881	XP_060361929.1	XP_066008676.1
