Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_godetiae
OG0008691	XP_045260235.1	XP_060427061.1
OG0008692	XP_045260234.1	XP_060427060.1
OG0008693	XP_045260233.1	XP_060427059.1
OG0008694	XP_045260232.1	XP_060427058.1
OG0008695	XP_045260231.1	XP_060427057.1
OG0008696	XP_045260230.1	XP_060427056.1
OG0008697	XP_045260229.1	XP_060427055.1
OG0008698	XP_045260226.1	XP_060427050.1
OG0008699	XP_045260225.1	XP_060427049.1
OG0008700	XP_045260224.1	XP_060427048.1
OG0008701	XP_045260223.1	XP_060427044.1
OG0008702	XP_045260221.1	XP_060427043.1
OG0008703	XP_045260219.1	XP_060427041.1
OG0008704	XP_045256145.1	XP_060427040.1
OG0008705	XP_045256146.1	XP_060427039.1
OG0008706	XP_045256147.1	XP_060427038.1
OG0008707	XP_045256148.1	XP_060427037.1
OG0008708	XP_045256149.1	XP_060427035.1
OG0008709	XP_045256150.1	XP_060427034.1
OG0008710	XP_045256151.1	XP_060427033.1
OG0008711	XP_045256152.1	XP_060427032.1
OG0008712	XP_045256153.1	XP_060427031.1
OG0008713	XP_045256155.1	XP_060431831.1
OG0008714	XP_045256156.1	XP_060431832.1
OG0008715	XP_045256158.1	XP_060431834.1
OG0008716	XP_045256160.1	XP_060431835.1
OG0008717	XP_045256161.1	XP_060431836.1
OG0008718	XP_045256162.1	XP_060431838.1
OG0008719	XP_045256163.1	XP_060431841.1
OG0008720	XP_045256164.1	XP_060431842.1
OG0008721	XP_045256165.1	XP_060431843.1
OG0008722	XP_045256167.1	XP_060431847.1
OG0008723	XP_045256168.1, XP_045256169.1	XP_060431848.1
OG0008724	XP_045256171.1	XP_060431851.1
OG0008725	XP_045256172.1	XP_060431852.1
OG0008726	XP_045256173.1	XP_060431853.1
OG0008727	XP_045256175.1	XP_060431855.1
OG0008728	XP_045256176.1	XP_060431856.1
OG0008729	XP_045256177.1	XP_060431857.1
OG0008730	XP_045256178.1	XP_060431858.1
OG0008731	XP_045256179.1	XP_060431859.1
OG0008732	XP_045260302.1	XP_060423677.1
OG0008733	XP_045260304.1	XP_060423680.1
OG0008734	XP_045260305.1	XP_060423681.1
OG0008735	XP_045260306.1	XP_060423685.1
OG0008736	XP_045260286.1	XP_060423698.1
OG0008737	XP_045260287.1	XP_060423700.1
OG0008738	XP_045271157.1	XP_060423703.1
OG0008739	XP_045271159.1	XP_060423704.1
OG0008740	XP_045271163.1	XP_060423707.1
OG0008741	XP_045271164.1	XP_060423708.1
OG0008742	XP_045271171.1	XP_060423710.1
OG0008743	XP_045271170.1	XP_060423711.1
OG0008744	XP_045271169.1	XP_060423712.1
OG0008745	XP_045271168.1	XP_060423714.1
OG0008746	XP_045271167.1	XP_060423715.1
OG0008747	XP_045260291.1	XP_060425997.1
OG0008748	XP_045260290.1	XP_060425998.1
OG0008749	XP_045260289.1	XP_060426001.1
OG0008750	XP_045260288.1	XP_060426002.1
OG0008751	XP_045271151.1	XP_060426005.1
OG0008752	XP_045271141.1	XP_060426011.1
OG0008753	XP_045271130.1	XP_060426016.1
OG0008754	XP_045271129.1	XP_060426017.1
OG0008755	XP_045271128.1	XP_060426020.1
OG0008756	XP_045271127.1	XP_060426021.1
OG0008757	XP_045271126.1	XP_060426022.1
OG0008758	XP_045271124.1	XP_060426024.1
OG0008759	XP_045271123.1	XP_060426025.1
OG0008760	XP_045271122.1	XP_060426026.1
OG0008761	XP_045271121.1	XP_060426028.1
OG0008762	XP_045271119.1	XP_060426032.1
OG0008763	XP_045271118.1	XP_060426033.1
OG0008764	XP_045264578.1	XP_060426035.1
OG0008765	XP_045264579.1	XP_060426037.1
OG0008766	XP_045264586.1	XP_060426041.1
OG0008767	XP_045264587.1	XP_060426042.1
OG0008768	XP_045264588.1	XP_060426043.1
OG0008769	XP_045264591.1	XP_060426048.1
OG0008770	XP_045264592.1	XP_060426049.1
OG0008771	XP_045264593.1	XP_060426050.1
OG0008772	XP_045264594.1	XP_060426051.1
OG0008773	XP_045264599.1	XP_060426053.1
OG0008774	XP_045264612.1	XP_060426055.1
OG0008775	XP_045264609.1	XP_060426058.1
OG0008776	XP_045264607.1	XP_060426060.1
OG0008777	XP_045264606.1	XP_060426061.1
OG0008778	XP_045264605.1	XP_060426062.1
OG0008779	XP_045264603.1	XP_060426065.1
OG0008780	XP_045264602.1	XP_060426066.1
OG0008781	XP_045264613.1	XP_060426069.1
OG0008782	XP_045264614.1	XP_060426070.1
OG0008783	XP_045264615.1	XP_060426071.1
OG0008784	XP_045264616.1	XP_060426072.1
OG0008785	XP_045264617.1	XP_060426073.1
OG0008786	XP_045264618.1	XP_060426074.1
OG0008787	XP_045264621.1	XP_060426079.1
OG0008788	XP_045264625.1	XP_060426083.1
OG0008789	XP_045264624.1	XP_060426086.1
OG0008790	XP_045264622.1	XP_060426088.1
OG0008791	XP_045264627.1	XP_060426092.1
OG0008792	XP_045264640.1	XP_060426096.1
OG0008793	XP_045269078.1, XP_045264639.1	XP_060426098.1
OG0008794	XP_045264633.1	XP_060426102.1
OG0008795	XP_045264632.1	XP_060426103.1
OG0008796	XP_045264631.1	XP_060426104.1
OG0008797	XP_045264643.1	XP_060426106.1
OG0008798	XP_045264644.1	XP_060426107.1
OG0008799	XP_045264645.1	XP_060426108.1
OG0008800	XP_045264649.1	XP_060426113.1
OG0008801	XP_045264650.1	XP_060426114.1
OG0008802	XP_045264664.1	XP_060426118.1
OG0008803	XP_045264663.1	XP_060426119.1
OG0008804	XP_045264662.1	XP_060426121.1
OG0008805	XP_045264660.1	XP_060426122.1
OG0008806	XP_045264658.1	XP_060426124.1
OG0008807	XP_045264657.1	XP_060426125.1
OG0008808	XP_045264671.1	XP_060422879.1
OG0008809	XP_045264672.1	XP_060422883.1
OG0008810	XP_045264691.1	XP_060422887.1
OG0008811	XP_045264690.1	XP_060422888.1
OG0008812	XP_045264689.1	XP_060422889.1
OG0008813	XP_045264688.1	XP_060422890.1
OG0008814	XP_045264687.1	XP_060422891.1
OG0008815	XP_045264686.1	XP_060422892.1
OG0008816	XP_045264685.1	XP_060422894.1
OG0008817	XP_045264683.1	XP_060422896.1
OG0008818	XP_045264682.1	XP_060422897.1
OG0008819	XP_045264681.1	XP_060422898.1
OG0008820	XP_045264680.1	XP_060422899.1
OG0008821	XP_045264679.1	XP_060422900.1
OG0008822	XP_045264674.1	XP_060422906.1
OG0008823	XP_045264695.1	XP_060422907.1
OG0008824	XP_045264696.1	XP_060422908.1
OG0008825	XP_045258839.1	XP_060422091.1
OG0008826	XP_045258840.1	XP_060422089.1
OG0008827	XP_045258841.1	XP_060422088.1
OG0008828	XP_045258842.1	XP_060422087.1
OG0008829	XP_045258844.1	XP_060422086.1
OG0008830	XP_045258845.1	XP_060422085.1
OG0008831	XP_045258846.1	XP_060422084.1
OG0008832	XP_045258849.1	XP_060422080.1
OG0008833	XP_045258851.1	XP_060422078.1
OG0008834	XP_045258850.1	XP_060422077.1
OG0008835	XP_045258898.1	XP_060430399.1
OG0008836	XP_045258897.1	XP_060430398.1
OG0008837	XP_045267923.1	XP_060436469.1
OG0008838	XP_045267921.1	XP_060436470.1
OG0008839	XP_045267934.1	XP_060436472.1
OG0008840	XP_045267937.1	XP_060436474.1
OG0008841	XP_045257089.1	XP_060422648.1
OG0008842	XP_045257086.1	XP_060422647.1
OG0008843	XP_045257085.1	XP_060422646.1
OG0008844	XP_045257084.1	XP_060422645.1
OG0008845	XP_045257083.1	XP_060422642.1
OG0008846	XP_045257081.1	XP_060422640.1
OG0008847	XP_045264819.1	XP_060427877.1
OG0008848	XP_045264814.1	XP_060427872.1
OG0008849	XP_045264809.1	XP_060427870.1
OG0008850	XP_045264810.1	XP_060427869.1
OG0008851	XP_045266241.1	XP_060427867.1
OG0008852	XP_045263023.1	XP_060427864.1
OG0008853	XP_045265153.1	XP_060427863.1
OG0008854	XP_045265154.1	XP_060427860.1
OG0008855	XP_045265169.1	XP_060427858.1
OG0008856	XP_045265172.1	XP_060427853.1
OG0008857	XP_045265163.1	XP_060427852.1
OG0008858	XP_045265162.1	XP_060427851.1
OG0008859	XP_045265161.1	XP_060427850.1
OG0008860	XP_045265158.1	XP_060421688.1
OG0008861	XP_045265157.1	XP_060421687.1
OG0008862	XP_045265156.1	XP_060421686.1
OG0008863	XP_045265167.1	XP_060421684.1
OG0008864	XP_045265175.1	XP_060421679.1
OG0008865	XP_045265176.1	XP_060421682.1
OG0008866	XP_045265178.1	XP_060421677.1
OG0008867	XP_045265195.1	XP_060424451.1
OG0008868	XP_045265196.1	XP_060424453.1
OG0008869	XP_045265198.1	XP_060424456.1
OG0008870	XP_045265213.1	XP_060424460.1
OG0008871	XP_045265214.1	XP_060424462.1
OG0008872	XP_045265215.1	XP_060424463.1
OG0008873	XP_045265216.1	XP_060424464.1
OG0008874	XP_045265230.1	XP_060424467.1
OG0008875	XP_045265229.1	XP_060424469.1
OG0008876	XP_045265228.1	XP_060424470.1
OG0008877	XP_045265226.1	XP_060424472.1
OG0008878	XP_045265221.1	XP_060424473.1
OG0008879	XP_045265220.1	XP_060424475.1
OG0008880	XP_045265218.1	XP_060424478.1
OG0008881	XP_045265234.1	XP_060424481.1
OG0008882	XP_045269448.1	XP_060424485.1
OG0008883	XP_045265241.1	XP_060424488.1
OG0008884	XP_045265243.1	XP_060424490.1
OG0008885	XP_045265244.1	XP_060424505.1
OG0008886	XP_045265245.1	XP_060424504.1
OG0008887	XP_045265273.1	XP_060424502.1
OG0008888	XP_045265272.1	XP_060424501.1
OG0008889	XP_045265271.1	XP_060424500.1
OG0008890	XP_045265269.1	XP_060424498.1
OG0008891	XP_045265268.1	XP_060424497.1
OG0008892	XP_045265266.1	XP_060424495.1
OG0008893	XP_045265265.1	XP_060424494.1
OG0008894	XP_045265264.1	XP_060424493.1
OG0008895	XP_045263489.1	XP_060424507.1
OG0008896	XP_045260190.1	XP_060424513.1
OG0008897	XP_045265257.1	XP_060423563.1
OG0008898	XP_045265258.1	XP_060423564.1
OG0008899	XP_045265259.1	XP_060423565.1
OG0008900	XP_045265260.1	XP_060423566.1
OG0008901	XP_045265261.1	XP_060423567.1
OG0008902	XP_045265262.1	XP_060423568.1
OG0008903	XP_045265254.1	XP_060423574.1
OG0008904	XP_045265253.1	XP_060423575.1
OG0008905	XP_045265252.1	XP_060423576.1
OG0008906	XP_045265249.1	XP_060423579.1
OG0008907	XP_045265248.1	XP_060423580.1
OG0008908	XP_045265247.1	XP_060423581.1
OG0008909	XP_045265246.1	XP_060423582.1
OG0008910	XP_045265279.1	XP_060423585.1
OG0008911	XP_045265278.1	XP_060423587.1
OG0008912	XP_045265277.1	XP_060423588.1
OG0008913	XP_045265276.1	XP_060423589.1
OG0008914	XP_045265280.1	XP_060423592.1
OG0008915	XP_045265281.1	XP_060423593.1
OG0008916	XP_045265282.1	XP_060423594.1
OG0008917	XP_045265283.1	XP_060423595.1
OG0008918	XP_045265284.1	XP_060423596.1
OG0008919	XP_045265285.1	XP_060423598.1
OG0008920	XP_045265287.1	XP_060423600.1
OG0008921	XP_045265288.1	XP_060423601.1
OG0008922	XP_045265289.1	XP_060423602.1
OG0008923	XP_045265291.1	XP_060423604.1
OG0008924	XP_045265292.1	XP_060423606.1
OG0008925	XP_045265293.1	XP_060423609.1
OG0008926	XP_045265294.1	XP_060423610.1
OG0008927	XP_045265297.1	XP_060423615.1
OG0008928	XP_045265298.1	XP_060423616.1
OG0008929	XP_045265299.1	XP_060423617.1
OG0008930	XP_045265300.1	XP_060423618.1
OG0008931	XP_045265301.1	XP_060423619.1
OG0008932	XP_045265302.1	XP_060423620.1
OG0008933	XP_045265304.1	XP_060423621.1
OG0008934	XP_045265306.1	XP_060423624.1
OG0008935	XP_045265307.1	XP_060423625.1
OG0008936	XP_045265308.1	XP_060423626.1
OG0008937	XP_045265309.1	XP_060423627.1
OG0008938	XP_045265314.1	XP_060423632.1
OG0008939	XP_045265315.1	XP_060423633.1
OG0008940	XP_045265316.1	XP_060423635.1
OG0008941	XP_045265317.1	XP_060423637.1
OG0008942	XP_045265318.1	XP_060423638.1
OG0008943	XP_045265319.1	XP_060423640.1
OG0008944	XP_045265321.1	XP_060421332.1
OG0008945	XP_045265322.1	XP_060421333.1
OG0008946	XP_045265323.1	XP_060421334.1
OG0008947	XP_045257021.1	XP_060421335.1
OG0008948	XP_045257022.1	XP_060422373.1
OG0008949	XP_045257025.1	XP_060422376.1
OG0008950	XP_045257026.1	XP_060422378.1
OG0008951	XP_045257027.1	XP_060422380.1
OG0008952	XP_045257028.1	XP_060422381.1
OG0008953	XP_045257029.1	XP_060422382.1
OG0008954	XP_045257030.1	XP_060422383.1
OG0008955	XP_045257032.1	XP_060422388.1
OG0008956	XP_045257033.1	XP_060422389.1
OG0008957	XP_045257035.1	XP_060422391.1
OG0008958	XP_045257037.1	XP_060422393.1
OG0008959	XP_045257039.1	XP_060422395.1
OG0008960	XP_045264124.1	XP_060423332.1
OG0008961	XP_045264122.1	XP_060423333.1
OG0008962	XP_045264121.1	XP_060423334.1
OG0008963	XP_045264119.1	XP_060423337.1
OG0008964	XP_045264117.1	XP_060423339.1
OG0008965	XP_045264114.1	XP_060423342.1
OG0008966	XP_045264113.1	XP_060423344.1
OG0008967	XP_045264112.1	XP_060423345.1
OG0008968	XP_045264110.1	XP_060423347.1
OG0008969	XP_045264106.1	XP_060423354.1
OG0008970	XP_045264105.1	XP_060423356.1
OG0008971	XP_045264103.1	XP_060423358.1
OG0008972	XP_045264102.1	XP_060423359.1
OG0008973	XP_045264100.1	XP_060423361.1
OG0008974	XP_045264098.1	XP_060423366.1
OG0008975	XP_045264095.1	XP_060423369.1
OG0008976	XP_045264093.1	XP_060423370.1
OG0008977	XP_045264091.1	XP_060423372.1
OG0008978	XP_045264090.1	XP_060423373.1
OG0008979	XP_045264089.1	XP_060423374.1
OG0008980	XP_045264088.1	XP_060423376.1
OG0008981	XP_045264087.1	XP_060423378.1
OG0008982	XP_045264086.1	XP_060423379.1
OG0008983	XP_045264085.1	XP_060423381.1
OG0008984	XP_045264083.1	XP_060423383.1
OG0008985	XP_045264082.1	XP_060423385.1
OG0008986	XP_045264081.1	XP_060423386.1
OG0008987	XP_045264080.1	XP_060423387.1
OG0008988	XP_045264079.1	XP_060423388.1
OG0008989	XP_045264078.1	XP_060423390.1
OG0008990	XP_045264077.1	XP_060423392.1
OG0008991	XP_045264076.1	XP_060423393.1
OG0008992	XP_045264015.1	XP_060423396.1
OG0008993	XP_045264014.1	XP_060423397.1
OG0008994	XP_045264011.1	XP_060435336.1
OG0008995	XP_045264010.1	XP_060435338.1
OG0008996	XP_045264008.1	XP_060435344.1
OG0008997	XP_045264007.1	XP_060435345.1
OG0008998	XP_045264017.1	XP_060435348.1
OG0008999	XP_045264018.1	XP_060435349.1
OG0009000	XP_045264020.1	XP_060435351.1
OG0009001	XP_045264126.1	XP_060422396.1
OG0009002	XP_045264022.1	XP_060435353.1
OG0009003	XP_045264023.1	XP_060435354.1
OG0009004	XP_045264024.1	XP_060435356.1
OG0009005	XP_045264025.1	XP_060435357.1
OG0009006	XP_045264026.1	XP_060435358.1
OG0009007	XP_045264027.1	XP_060435359.1
OG0009008	XP_045264029.1	XP_060435361.1
OG0009009	XP_045264030.1	XP_060435363.1
OG0009010	XP_045264031.1	XP_060435365.1
OG0009011	XP_045264032.1	XP_060435366.1
OG0009012	XP_045264000.1	XP_060435372.1
OG0009013	XP_045264001.1	XP_060435373.1
OG0009014	XP_045264003.1	XP_060435376.1
OG0009015	XP_045264073.1	XP_060435383.1
OG0009016	XP_045264072.1	XP_060431539.1
OG0009017	XP_045264071.1	XP_060431538.1
OG0009018	XP_045264070.1	XP_060431537.1
OG0009019	XP_045263995.1	XP_060423353.1
OG0009020	XP_045264040.1	XP_060431535.1
OG0009021	XP_045264042.1	XP_060431533.1
OG0009022	XP_045264043.1	XP_060431532.1
OG0009023	XP_045264044.1	XP_060431530.1
OG0009024	XP_045264045.1	XP_060431527.1
OG0009025	XP_045264046.1	XP_060431526.1
OG0009026	XP_045264063.1	XP_060431525.1
OG0009027	XP_045264047.1	XP_060431521.1
OG0009028	XP_045264048.1	XP_060431517.1
OG0009029	XP_045261805.1	XP_060434949.1
OG0009030	XP_045261806.1	XP_060434948.1
OG0009031	XP_045261807.1	XP_060434947.1
OG0009032	XP_045261808.1	XP_060434945.1
OG0009033	XP_045261809.1	XP_060434944.1
OG0009034	XP_045261810.1	XP_060434940.1
OG0009035	XP_045260353.1	XP_060434938.1
OG0009036	XP_045260355.1	XP_060434937.1
OG0009037	XP_045260356.1	XP_060434936.1
OG0009038	XP_045260357.1	XP_060434934.1
OG0009039	XP_045260358.1	XP_060434933.1
OG0009040	XP_045260359.1	XP_060434932.1
OG0009041	XP_045260360.1	XP_060434931.1
OG0009042	XP_045260361.1	XP_060434929.1
OG0009043	XP_045260362.1	XP_060434927.1
OG0009044	XP_045260363.1	XP_060434926.1
OG0009045	XP_045260365.1	XP_060434924.1
OG0009046	XP_045260366.1	XP_060434923.1
OG0009047	XP_045260367.1	XP_060434922.1
OG0009048	XP_045260369.1	XP_060434920.1
OG0009049	XP_045260370.1	XP_060434919.1
OG0009050	XP_045260371.1	XP_060434918.1
OG0009051	XP_045269895.1	XP_060434917.1
OG0009052	XP_045269896.1	XP_060434916.1
OG0009053	XP_045269897.1	XP_060434915.1
OG0009054	XP_045269898.1	XP_060434914.1
OG0009055	XP_045269899.1	XP_060434913.1
OG0009056	XP_045269900.1	XP_060434912.1
OG0009057	XP_045269905.1	XP_060434910.1
OG0009058	XP_045269869.1	XP_060434909.1
OG0009059	XP_045269868.1	XP_060434908.1
OG0009060	XP_045269867.1	XP_060434907.1
OG0009061	XP_045269866.1	XP_060434906.1
OG0009062	XP_045269864.1	XP_060434904.1
OG0009063	XP_045269863.1	XP_060434903.1
OG0009064	XP_045269859.1	XP_060434902.1
OG0009065	XP_045269860.1	XP_060434901.1
OG0009066	XP_045269861.1	XP_060434900.1
OG0009067	XP_045269862.1	XP_060434899.1
OG0009068	XP_045269858.1	XP_060434898.1
OG0009069	XP_045269857.1	XP_060434897.1
OG0009070	XP_045269855.1	XP_060434895.1
OG0009071	XP_045269854.1	XP_060434894.1
OG0009072	XP_045269853.1	XP_060434893.1
OG0009073	XP_045269852.1	XP_060434892.1
OG0009075	XP_045269850.1	XP_060434889.1
OG0009076	XP_045269849.1	XP_060434888.1
OG0009077	XP_045269847.1	XP_060434887.1
OG0009078	XP_045269846.1	XP_060434885.1
OG0009079	XP_045269845.1	XP_060434883.1
OG0009080	XP_045269844.1	XP_060434882.1
OG0009081	XP_045269842.1	XP_060434879.1
OG0009082	XP_045269841.1	XP_060434877.1
OG0009083	XP_045269839.1	XP_060434875.1
OG0009084	XP_045269838.1	XP_060434874.1
OG0009085	XP_045269836.1	XP_060434870.1
OG0009086	XP_045269835.1	XP_060434869.1
OG0009087	XP_045269834.1	XP_060434868.1
OG0009088	XP_045269833.1	XP_060434867.1
OG0009089	XP_045269832.1	XP_060434866.1
OG0009090	XP_045269831.1	XP_060434865.1
OG0009091	XP_045269830.1	XP_060434864.1
OG0009092	XP_045269829.1	XP_060434863.1
OG0009093	XP_045269828.1	XP_060434862.1
OG0009094	XP_045269827.1	XP_060434861.1
OG0009095	XP_045269826.1	XP_060434860.1
OG0009096	XP_045269825.1	XP_060434858.1
OG0009097	XP_045269824.1	XP_060434857.1
OG0009098	XP_045269823.1	XP_060434856.1
OG0009099	XP_045269822.1	XP_060434855.1
OG0009100	XP_045269821.1	XP_060434852.1
OG0009101	XP_045269820.1	XP_060434850.1
OG0009102	XP_045269819.1	XP_060434849.1
OG0009103	XP_045269818.1	XP_060434847.1
OG0009104	XP_045269817.1	XP_060434846.1
OG0009105	XP_045269816.1	XP_060434845.1
OG0009106	XP_045269815.1	XP_060434844.1
OG0009107	XP_045269814.1	XP_060434843.1
OG0009108	XP_045269813.1	XP_060421846.1
OG0009109	XP_045269810.1	XP_060421849.1
OG0009110	XP_045269809.1	XP_060421850.1
OG0009111	XP_045269808.1	XP_060421851.1
OG0009112	XP_045269807.1	XP_060421852.1
OG0009113	XP_045265583.1	XP_060424178.1
OG0009114	XP_045256115.1	XP_060421854.1
OG0009115	XP_045256114.1	XP_060421855.1
OG0009116	XP_045256113.1	XP_060421856.1
OG0009117	XP_045256111.1	XP_060421859.1
OG0009118	XP_045256110.1	XP_060421860.1
OG0009119	XP_045256109.1	XP_060421863.1
OG0009120	XP_045256108.1	XP_060421864.1
OG0009121	XP_045256107.1	XP_060421865.1
OG0009122	XP_045256106.1	XP_060421866.1
OG0009123	XP_045256105.1	XP_060421867.1
OG0009124	XP_045265646.1	XP_060424112.1
OG0009125	XP_045265644.1	XP_060424115.1
OG0009126	XP_045265643.1	XP_060424117.1
OG0009127	XP_045265642.1	XP_060424118.1
OG0009128	XP_045265637.1	XP_060424122.1
OG0009129	XP_045265636.1	XP_060424123.1
OG0009130	XP_045265635.1	XP_060424124.1
OG0009131	XP_045265634.1	XP_060424125.1
OG0009132	XP_045265633.1	XP_060424126.1
OG0009133	XP_045265632.1	XP_060424127.1
OG0009134	XP_045265631.1	XP_060424128.1
OG0009135	XP_045265630.1	XP_060424129.1
OG0009136	XP_045265629.1	XP_060424130.1
OG0009137	XP_045265627.1	XP_060424132.1
OG0009138	XP_045265626.1	XP_060424133.1
OG0009139	XP_045265624.1	XP_060424135.1
OG0009140	XP_045265622.1	XP_060424141.1
OG0009141	XP_045265621.1	XP_060424144.1
OG0009142	XP_045265620.1	XP_060424145.1
OG0009143	XP_045265619.1	XP_060424146.1
OG0009144	XP_045265618.1	XP_060424148.1
OG0009145	XP_045265617.1	XP_060424149.1
OG0009146	XP_045265616.1	XP_060424150.1
OG0009147	XP_045265615.1	XP_060424151.1
OG0009148	XP_045265614.1	XP_060424152.1
OG0009149	XP_045265612.1	XP_060424154.1
OG0009150	XP_045265611.1	XP_060424155.1
OG0009151	XP_045265610.1	XP_060424156.1
OG0009152	XP_045265609.1	XP_060424158.1
OG0009153	XP_045265608.1	XP_060424159.1
OG0009154	XP_045265607.1	XP_060424160.1
OG0009155	XP_045265606.1	XP_060424161.1
OG0009156	XP_045265605.1	XP_060424162.1
OG0009157	XP_045265604.1	XP_060424163.1
OG0009158	XP_045265603.1	XP_060424167.1
OG0009159	XP_045265602.1	XP_060424169.1
OG0009160	XP_045265601.1	XP_060424170.1
OG0009161	XP_045265600.1	XP_060424171.1
OG0009162	XP_045265599.1	XP_060424172.1
OG0009163	XP_045265598.1	XP_060424173.1
OG0009164	XP_045265597.1	XP_060424174.1
OG0009165	XP_045265596.1	XP_060424175.1
OG0009166	XP_045265595.1	XP_060424177.1
OG0009167	XP_045265594.1	XP_060424179.1
OG0009168	XP_045265593.1	XP_060424180.1
OG0009169	XP_045265591.1	XP_060424181.1
OG0009170	XP_045265590.1	XP_060424183.1
OG0009171	XP_045265589.1	XP_060424184.1
OG0009172	XP_045265586.1	XP_060429615.1
OG0009173	XP_045265582.1	XP_060429620.1
OG0009174	XP_045265580.1	XP_060429622.1
OG0009175	XP_045265578.1	XP_060429624.1
OG0009176	XP_045265576.1	XP_060429626.1
OG0009177	XP_045265573.1	XP_060429629.1
OG0009178	XP_045265571.1	XP_060429632.1
OG0009179	XP_045265570.1	XP_060429633.1
OG0009180	XP_045265569.1	XP_060429634.1
OG0009181	XP_045265566.1	XP_060429637.1
OG0009182	XP_045265567.1	XP_060429639.1
OG0009183	XP_045265568.1	XP_060429642.1
OG0009184	XP_045265563.1	XP_060429643.1
OG0009185	XP_045265562.1	XP_060429644.1
OG0009186	XP_045265561.1	XP_060429645.1
OG0009187	XP_045265560.1	XP_060429646.1
OG0009188	XP_045265559.1	XP_060429648.1
OG0009189	XP_045265558.1	XP_060429649.1
OG0009190	XP_045265557.1	XP_060429650.1
OG0009191	XP_045265556.1	XP_060429651.1
OG0009192	XP_045265554.1	XP_060429653.1
OG0009193	XP_045265553.1	XP_060429654.1
OG0009194	XP_045265552.1	XP_060429655.1
OG0009195	XP_045265551.1	XP_060429657.1
OG0009196	XP_045265550.1	XP_060429659.1
OG0009197	XP_045265542.1	XP_060429668.1
OG0009198	XP_045265541.1	XP_060429669.1
OG0009199	XP_045265537.1	XP_060429671.1
OG0009200	XP_045265536.1	XP_060429672.1
OG0009201	XP_045265535.1	XP_060429674.1
OG0009202	XP_045265534.1	XP_060429675.1
OG0009203	XP_045265508.1	XP_060429677.1
OG0009204	XP_045265509.1	XP_060429678.1
OG0009205	XP_045265510.1	XP_060429679.1
OG0009206	XP_045265511.1	XP_060429681.1
OG0009207	XP_045265512.1	XP_060429682.1
OG0009208	XP_045265513.1	XP_060429683.1
OG0009209	XP_045265514.1	XP_060429687.1
OG0009210	XP_045265515.1	XP_060429688.1
OG0009211	XP_045265516.1	XP_060429689.1
OG0009212	XP_045265517.1	XP_060429690.1
OG0009213	XP_045265531.1	XP_060429693.1
OG0009214	XP_045265530.1	XP_060429694.1
OG0009215	XP_045265529.1	XP_060429696.1
OG0009216	XP_045265528.1	XP_060425497.1
OG0009217	XP_045265527.1	XP_060425496.1
OG0009218	XP_045265522.1	XP_060425491.1
OG0009219	XP_045265520.1	XP_060425489.1
OG0009220	XP_045265519.1	XP_060425487.1
OG0009221	XP_045265518.1	XP_060425486.1
OG0009222	XP_045265490.1	XP_060425504.1
OG0009223	XP_045265491.1	XP_060425506.1
OG0009224	XP_045265492.1	XP_060425507.1
OG0009225	XP_045265493.1	XP_060425509.1
OG0009226	XP_045265494.1	XP_060425510.1
OG0009227	XP_045265495.1	XP_060425512.1
OG0009228	XP_045265496.1	XP_060425513.1
OG0009229	XP_045265499.1	XP_060425515.1
OG0009230	XP_045265500.1	XP_060425517.1
OG0009231	XP_045265501.1	XP_060425518.1
OG0009232	XP_045265502.1	XP_060425519.1
OG0009233	XP_045265503.1	XP_060425520.1
OG0009234	XP_045260167.1	XP_060425521.1
OG0009235	XP_045265465.1	XP_060425523.1
OG0009236	XP_045265466.1	XP_060425525.1
OG0009237	XP_045265467.1	XP_060425526.1
OG0009238	XP_045265468.1	XP_060425527.1
OG0009239	XP_045265469.1	XP_060425528.1
OG0009240	XP_045265470.1	XP_060425529.1
OG0009241	XP_045265471.1	XP_060425530.1
OG0009242	XP_045265472.1	XP_060425531.1
OG0009243	XP_045265473.1	XP_060425532.1
OG0009244	XP_045265474.1	XP_060425533.1
OG0009245	XP_045265475.1	XP_060425534.1
OG0009246	XP_045265476.1	XP_060425535.1
OG0009247	XP_045265328.1	XP_060425538.1
OG0009248	XP_045265329.1	XP_060425539.1
OG0009249	XP_045265330.1	XP_060425540.1
OG0009250	XP_045265334.1	XP_060425542.1
OG0009251	XP_045265333.1	XP_060425545.1
OG0009252	XP_045265332.1	XP_060425548.1
OG0009253	XP_045265335.1	XP_060425549.1
OG0009254	XP_045265336.1	XP_060425550.1
OG0009255	XP_045265337.1	XP_060425551.1
OG0009256	XP_045265338.1	XP_060425552.1
OG0009257	XP_045265341.1	XP_060425554.1
OG0009258	XP_045265343.1	XP_060425556.1
OG0009259	XP_045265346.1	XP_060425557.1
OG0009260	XP_045265347.1	XP_060425558.1
OG0009261	XP_045265348.1	XP_060425560.1
OG0009262	XP_045265349.1	XP_060425561.1
OG0009263	XP_045265350.1	XP_060425564.1
OG0009264	XP_045265352.1	XP_060428462.1
OG0009265	XP_045265355.1	XP_060428464.1
OG0009266	XP_045265356.1	XP_060428466.1
OG0009267	XP_045265357.1	XP_060428468.1
OG0009268	XP_045265358.1	XP_060428469.1
OG0009269	XP_045265359.1	XP_060428470.1
OG0009270	XP_045265360.1	XP_060428472.1
OG0009271	XP_045265361.1	XP_060428473.1
OG0009272	XP_045265362.1	XP_060428474.1
