Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_truncatum
OG0008040	XP_045261168.1	XP_036586422.1
OG0008041	XP_045261167.1	XP_036586421.1
OG0008042	XP_045261159.1	XP_036586420.1
OG0008043	XP_045261160.1	XP_036586419.1
OG0008044	XP_045261158.1	XP_070060738.1
OG0008045	XP_045258371.1	XP_036577635.1
OG0008046	XP_045258480.1	XP_036576118.1
OG0008047	XP_045261073.1	XP_036586360.1
OG0008048	XP_045261075.1	XP_036586362.1
OG0008049	XP_045261085.1	XP_036586365.1
OG0008050	XP_045261087.1	XP_036586367.1
OG0008052	XP_045261089.1	XP_070060750.1
OG0008053	XP_045261128.1	XP_036586395.1
OG0008054	XP_045261127.1	XP_070060745.1
OG0008055	XP_045261126.1	XP_036586393.1
OG0008056	XP_045261099.1	XP_036586382.1
OG0008057	XP_045257107.1	XP_036578788.1
OG0008059	XP_045262529.1	XP_036585716.1
OG0008060	XP_045262530.1	XP_036585717.1
OG0008061	XP_045262531.1	XP_036585718.1
OG0008063	XP_045261326.1	XP_036580736.1
OG0008064	XP_045257149.1	XP_036587205.1
OG0008065	XP_045257157.1	XP_036587206.1
OG0008066	XP_045257159.1	XP_036587208.1
OG0008067	XP_045257136.1	XP_036587189.1
OG0008068	XP_045257140.1	XP_036587186.1
OG0008069	XP_045256122.1	XP_036582216.1
OG0008070	XP_045257341.1	XP_070061302.1
OG0008071	XP_045269464.1	XP_036587169.1
OG0008072	XP_045269462.1	XP_036587167.1
OG0008073	XP_045269437.1	XP_036587159.1
OG0008074	XP_045269444.1	XP_036587163.1
OG0008075	XP_045269317.1	XP_036587079.1
OG0008076	XP_045269316.1	XP_036587080.1
OG0008077	XP_045269314.1	XP_036587083.1
OG0008078	XP_045269313.1	XP_036587084.1
OG0008079	XP_045269312.1	XP_036587087.1
OG0008080	XP_045269311.1	XP_036587088.1
OG0008081	XP_045269310.1	XP_036587089.1
OG0008082	XP_045269308.1	XP_036587090.2
OG0008083	XP_045269281.1	XP_036587116.1
OG0008084	XP_045269283.1	XP_036587114.2
OG0008085	XP_045269284.1	XP_036587113.1
OG0008086	XP_045269285.1	XP_036587112.1
OG0008087	XP_045269286.1	XP_036587111.1
OG0008088	XP_045269288.1	XP_036587109.1
OG0008089	XP_045269289.1	XP_036587108.1
OG0008090	XP_045269291.1	XP_036587107.1
OG0008091	XP_045269292.1	XP_036587106.2
OG0008092	XP_045269293.1	XP_036587105.1
OG0008093	XP_045269294.1	XP_036587104.1
OG0008094	XP_045269295.1	XP_070062172.1
OG0008095	XP_045269297.1	XP_036587101.1
OG0008096	XP_045269302.1	XP_036587099.1
OG0008097	XP_045269303.1	XP_036587098.1
OG0008098	XP_045269304.1	XP_036587097.2
OG0008099	XP_045269305.1	XP_036587096.2
OG0008100	XP_045269307.1	XP_070062170.1
OG0008101	XP_045269306.1	XP_036587093.1
OG0008102	XP_045269401.1	XP_036587117.1
OG0008103	XP_045269402.1	XP_036587119.2
OG0008104	XP_045269403.1	XP_036587121.1
OG0008105	XP_045269404.1	XP_036587123.2
OG0008106	XP_045269405.1	XP_036587124.1
OG0008107	XP_045269415.1	XP_036587126.1
OG0008108	XP_045269414.1	XP_036587127.1
OG0008109	XP_045269413.1	XP_036587128.1
OG0008110	XP_045269411.1	XP_036587130.1
OG0008111	XP_045269410.1	XP_036587131.1
OG0008112	XP_045269409.1	XP_036587132.1
OG0008113	XP_045269408.1	XP_070062174.1
OG0008114	XP_045269416.1	XP_036587138.1
OG0008115	XP_045269417.1	XP_036587139.1
OG0008116	XP_045269418.1	XP_036587140.1
OG0008117	XP_045269419.1	XP_036587141.1
OG0008118	XP_045269420.1	XP_036587142.2
OG0008119	XP_045269421.1	XP_036587143.1
OG0008120	XP_045269422.1	XP_036587144.1
OG0008121	XP_045269425.1	XP_036587146.1
OG0008122	XP_045269426.1	XP_036587147.1
OG0008123	XP_045269427.1	XP_036587148.1
OG0008124	XP_045269428.1	XP_036587149.1
OG0008125	XP_045269429.1	XP_036587150.1
OG0008126	XP_045269348.1	XP_036587049.1
OG0008127	XP_045269349.1	XP_036587048.1
OG0008128	XP_045269350.1	XP_036587047.1
OG0008129	XP_045269351.1	XP_036587046.1
OG0008130	XP_045269352.1	XP_036587045.2
OG0008131	XP_045269353.1	XP_036587041.2
OG0008132	XP_045269354.1	XP_036587038.1
OG0008133	XP_045269358.1	XP_036587032.1
OG0008134	XP_045269360.1	XP_036587031.1
OG0008135	XP_045269361.1	XP_036587030.1
OG0008136	XP_045269362.1	XP_036587029.1
OG0008137	XP_045269363.1	XP_036587028.1
OG0008138	XP_045269365.1	XP_036587025.2
OG0008139	XP_045269366.1	XP_036587024.1
OG0008140	XP_045269367.1	XP_036587023.1
OG0008141	XP_045269368.1	XP_036587022.1
OG0008142	XP_045269370.1	XP_036587020.1
OG0008143	XP_045269372.1	XP_036587018.1
OG0008144	XP_045269373.1	XP_036587017.1
OG0008145	XP_045269374.1	XP_036587015.1
OG0008146	XP_045269375.1	XP_036587014.1
OG0008147	XP_045269376.1	XP_036587013.1
OG0008148	XP_045269377.1	XP_036587012.1
OG0008149	XP_045269378.1	XP_036587011.1
OG0008150	XP_045269380.1	XP_036587007.1
OG0008151	XP_045269381.1	XP_070062158.1
OG0008152	XP_045269382.1	XP_036587005.1
OG0008153	XP_045269384.1	XP_036587002.1
OG0008154	XP_045269385.1	XP_036587001.1
OG0008155	XP_045269386.1	XP_036587000.1
OG0008156	XP_045269387.1	XP_036586999.1
OG0008157	XP_045269388.1	XP_036586998.1
OG0008158	XP_045269389.1	XP_036586997.1
OG0008160	XP_045269393.1	XP_036586993.1
OG0008161	XP_045269261.1	XP_036586964.1
OG0008163	XP_045269264.1	XP_036586969.2
OG0008164	XP_045269266.1	XP_036586971.2
OG0008165	XP_045269268.1	XP_070062154.1
OG0008166	XP_045269269.1	XP_036586974.1
OG0008167	XP_045269270.1	XP_070062155.1
OG0008168	XP_045269272.1	XP_036586977.1
OG0008169	XP_045269273.1	XP_036586978.1
OG0008170	XP_045269278.1	XP_036586983.1
OG0008171	XP_045269277.1	XP_070062156.1
OG0008172	XP_045269276.1	XP_036586981.1
OG0008173	XP_045269274.1	XP_036586979.1
OG0008174	XP_045269279.1	XP_036586985.1
OG0008175	XP_045269399.1	XP_036586987.2
OG0008176	XP_045269398.1	XP_036586988.1
OG0008177	XP_045269397.1	XP_036586989.2
OG0008178	XP_045269396.1	XP_036586990.1
OG0008179	XP_045269395.1	XP_036586992.1
OG0008180	XP_045269260.1	XP_036586963.1
OG0008181	XP_045270497.1	XP_036582943.1
OG0008182	XP_045270498.1	XP_036582944.1
OG0008183	XP_045270499.1	XP_036582946.1
OG0008184	XP_045270500.1	XP_036582947.1
OG0008185	XP_045270501.1	XP_036582949.1
OG0008186	XP_045270502.1	XP_036582950.1
OG0008187	XP_045270503.1	XP_036582951.1
OG0008188	XP_045270504.1	XP_036582952.1
OG0008189	XP_045270505.1	XP_036582953.1
OG0008190	XP_045270506.1	XP_036582954.1
OG0008191	XP_045270507.1	XP_036582955.1
OG0008192	XP_045270508.1	XP_070062529.1
OG0008193	XP_045270509.1	XP_036582958.1
OG0008194	XP_045270510.1	XP_036582959.1
OG0008195	XP_045270511.1	XP_036582963.1
OG0008196	XP_045270512.1	XP_036582968.1
OG0008197	XP_045270513.1	XP_036582970.1
OG0008198	XP_045270514.1	XP_036582971.1
OG0008199	XP_045270515.1	XP_036582972.1
OG0008200	XP_045270516.1	XP_036582973.1
OG0008201	XP_045270517.1	XP_070062532.1
OG0008202	XP_045270518.1	XP_036582975.1
OG0008203	XP_045270519.1	XP_036582976.1
OG0008204	XP_045270520.1	XP_036582978.1
OG0008205	XP_045270521.1	XP_036582979.1
OG0008206	XP_045270522.1	XP_036582980.1
OG0008207	XP_045270524.1	XP_036582984.1
OG0008208	XP_045270523.1	XP_036582985.1
OG0008209	XP_045270495.1	XP_036582941.1
OG0008210	XP_045270492.1	XP_036582939.1
OG0008211	XP_045270491.1	XP_036582938.1
OG0008212	XP_045270490.1	XP_036582937.1
OG0008213	XP_045270488.1	XP_036582936.1
OG0008214	XP_045270487.1	XP_036582934.1
OG0008215	XP_045270486.1	XP_070062528.1
OG0008216	XP_045270484.1	XP_036582932.2
OG0008217	XP_045270483.1	XP_036582931.1
OG0008218	XP_045270482.1	XP_036582930.1
OG0008219	XP_045270481.1	XP_036582929.2
OG0008220	XP_045270480.1	XP_036582928.1
OG0008221	XP_045270479.1	XP_036582927.1
OG0008222	XP_045270478.1	XP_036582926.1
OG0008223	XP_045270477.1	XP_070062527.1
OG0008224	XP_045270476.1	XP_036582925.2
OG0008225	XP_045270475.1	XP_036582924.1
OG0008226	XP_045270473.1	XP_036582922.2
OG0008227	XP_045270472.1	XP_036582921.1
OG0008228	XP_045270471.1	XP_036582919.1
OG0008229	XP_045270470.1	XP_036582918.1
OG0008230	XP_045270469.1	XP_036582917.1
OG0008231	XP_045270468.1	XP_036582916.1
OG0008232	XP_045270466.1	XP_036582914.1
OG0008233	XP_045270465.1	XP_070062526.1
OG0008234	XP_045258734.1	XP_036585959.1
OG0008235	XP_045258735.1	XP_036585960.1
OG0008236	XP_045258736.1	XP_036585961.2
OG0008237	XP_045258738.1	XP_036585964.1
OG0008238	XP_045258739.1	XP_036585965.1
OG0008239	XP_045258740.1	XP_036585966.1
OG0008240	XP_045258741.1	XP_070062024.1
OG0008241	XP_045258715.1	XP_036585938.1
OG0008242	XP_045258716.1	XP_036585940.1
OG0008243	XP_045258712.1	XP_036585936.1
OG0008244	XP_045258711.1	XP_036585935.1
OG0008245	XP_045258710.1	XP_036585934.1
OG0008246	XP_045258709.1	XP_036585933.1
OG0008247	XP_045258707.1	XP_036585931.1
OG0008248	XP_045258706.1	XP_036585930.1
OG0008249	XP_045258704.1	XP_036585928.1
OG0008250	XP_045258703.1	XP_036585927.1
OG0008251	XP_045258702.1	XP_036585926.1
OG0008252	XP_045258698.1	XP_036585925.1
OG0008253	XP_045258697.1	XP_036585924.1
OG0008254	XP_045258696.1	XP_036585923.1
OG0008255	XP_045258695.1	XP_036585922.2
OG0008256	XP_045258694.1	XP_070062020.1
OG0008257	XP_045258693.1	XP_036585921.1
OG0008258	XP_045258692.1	XP_036585920.1
OG0008259	XP_045261605.1	XP_036574579.1
OG0008259	XP_045270070.1	XP_036575484.1
OG0008260	XP_045260168.1	XP_036579766.1
OG0008261	XP_045258343.1	XP_036577605.1
OG0008262	XP_045258344.1	XP_070062367.1
OG0008263	XP_045258347.1	XP_036577609.1
OG0008264	XP_045258349.1	XP_036577611.1
OG0008265	XP_045258351.1	XP_070062368.1
OG0008266	XP_045258352.1	XP_036577614.1
OG0008267	XP_045258353.1	XP_036577615.1
OG0008268	XP_045258354.1	XP_036577616.1
OG0008269	XP_045258355.1	XP_036577617.1
OG0008270	XP_045258363.1	XP_036577625.2
OG0008271	XP_045258362.1	XP_036577624.1
OG0008272	XP_045258358.1	XP_036577620.1
OG0008273	XP_045258357.1	XP_036577619.1
OG0008274	XP_045258364.1	XP_070062369.1
OG0008275	XP_045259588.1, XP_045259589.1	XP_036574688.1
OG0008276	XP_045258365.1	XP_036577626.1
OG0008277	XP_045258367.1	XP_036577629.1
OG0008278	XP_045258366.1	XP_036577628.1
OG0008279	XP_045258368.1	XP_036577630.1
OG0008280	XP_045258369.1	XP_036577631.2
OG0008281	XP_045258372.1	XP_036577636.1
OG0008282	XP_045258374.1	XP_070062370.1
OG0008283	XP_045258375.1	XP_036577640.1
OG0008284	XP_045256880.1	XP_036576085.1
OG0008285	XP_045258395.1	XP_036577660.1
OG0008286	XP_045258394.1	XP_036577659.1
OG0008287	XP_045258385.1	XP_036577654.1
OG0008288	XP_045258384.1	XP_036577653.1
OG0008289	XP_045258383.1	XP_036577652.1
OG0008290	XP_045258382.1	XP_036577651.1
OG0008291	XP_045258381.1	XP_036577650.1
OG0008292	XP_045257664.1	XP_036581736.1
OG0008293	XP_045270867.1	XP_036581764.1
OG0008294	XP_045258431.1	XP_036577673.1
OG0008295	XP_045258417.1	XP_036577677.1
OG0008296	XP_045258419.1	XP_036577679.1
OG0008297	XP_045258420.1	XP_036577680.1
OG0008298	XP_045258421.1	XP_036577681.1
OG0008299	XP_045258407.1	XP_036577691.1
OG0008300	XP_045258405.1	XP_036577693.1
OG0008301	XP_045258404.1	XP_036577694.1
OG0008302	XP_045258403.1	XP_036577695.1
OG0008303	XP_045262505.1	XP_036581797.1
OG0008304	XP_045262509.1	XP_070059969.1
OG0008305	XP_045258440.1	XP_036581852.1
OG0008306	XP_045258441.1	XP_036581853.1
OG0008307	XP_045258442.1	XP_036581854.1
OG0008308	XP_045258443.1	XP_036581855.1
OG0008309	XP_045258446.1	XP_036581859.1
OG0008310	XP_045258448.1	XP_036581862.1
OG0008311	XP_045258449.1	XP_036581863.1
OG0008312	XP_045258450.1	XP_036581866.1
OG0008313	XP_045258504.1	XP_036581903.1
OG0008314	XP_045263909.1	XP_036576018.1
OG0008315	XP_045258468.1	XP_036581883.1
OG0008316	XP_045258467.1	XP_036581879.1
OG0008317	XP_045258465.1	XP_036581877.1
OG0008318	XP_045258464.1	XP_036581875.1
OG0008321	XP_045258458.1	XP_036581870.1
OG0008322	XP_045258457.1	XP_070062387.1
OG0008323	XP_045258500.1	XP_036581890.2
OG0008324	XP_045258499.1	XP_036581891.1
OG0008325	XP_045258483.1	XP_036581896.1
OG0008326	XP_045258486.1	XP_070062392.1
OG0008327	XP_045258492.1	XP_036581888.1
OG0008328	XP_045258491.1	XP_036575233.1
OG0008329	XP_045258488.1	XP_036581901.1
OG0008330	XP_045258487.1	XP_036581900.1
OG0008331	XP_045258514.1	XP_036581920.1
OG0008332	XP_045266126.1	XP_036576362.1
OG0008333	XP_045265041.1	XP_036578035.1
OG0008334	XP_045267309.1, XP_045269959.1	XP_036574917.1
OG0008335	XP_045258518.1	XP_036581915.1
OG0008336	XP_045258517.1	XP_070062394.1
OG0008337	XP_045258283.1, XP_045258540.1	XP_036581937.1
OG0008338	XP_045258541.1	XP_036581936.1
OG0008339	XP_045258542.1	XP_036581934.1
OG0008340	XP_045258543.1	XP_070062396.1
OG0008341	XP_045258544.1	XP_036581932.1
OG0008342	XP_045258545.1	XP_036581931.1
OG0008343	XP_045258546.1	XP_036581930.1
OG0008344	XP_045258547.1	XP_036581929.1
OG0008345	XP_045258548.1	XP_036581928.1
OG0008346	XP_045258533.1	XP_036581941.1
OG0008347	XP_045258532.1	XP_036581942.1
OG0008348	XP_045258530.1	XP_070062397.1
OG0008349	XP_045258529.1	XP_036581945.1
OG0008350	XP_045263302.1	XP_036581967.1
OG0008351	XP_045258191.1	XP_036578548.1
OG0008352	XP_045263294.1	XP_036581960.1
OG0008353	XP_045263292.1	XP_036581956.2
OG0008354	XP_045263289.1	XP_036581953.1
OG0008355	XP_045263287.1	XP_036581951.1
OG0008356	XP_045263313.1	XP_070062400.1
OG0008357	XP_045263315.1	XP_036581981.1
OG0008358	XP_045263316.1	XP_036581980.1
OG0008359	XP_045263318.1	XP_036581979.1
OG0008360	XP_045267642.1	XP_036577196.1
OG0008361	XP_045263320.1	XP_036581977.1
OG0008362	XP_045263321.1	XP_036581976.1
OG0008363	XP_045263322.1	XP_036581975.2
OG0008364	XP_045263323.1	XP_036581974.1
OG0008365	XP_045263324.1	XP_036581973.1
OG0008366	XP_045263327.1	XP_070062398.1
OG0008367	XP_045263332.1	XP_036582001.1
OG0008368	XP_045263341.1	XP_036581993.1
OG0008369	XP_045263340.1	XP_036581994.1
OG0008370	XP_045263339.1	XP_070062403.1
OG0008371	XP_045263333.1	XP_036581999.1
OG0008372	XP_045263337.1	XP_036581996.1
OG0008373	XP_045263361.1	XP_036581987.1
OG0008374	XP_045263360.1	XP_036581988.1
OG0008375	XP_045263342.1	XP_036581991.1
OG0008376	XP_045263363.1	XP_036581985.1
OG0008377	XP_045263329.1	XP_070062405.1
OG0008378	XP_045260086.1	XP_036582498.1
OG0008379	XP_045263411.1	XP_036582043.1
OG0008380	XP_045263409.1	XP_036582042.1
OG0008381	XP_045263415.1	XP_036582058.1
OG0008382	XP_045263416.1	XP_036582057.1
OG0008383	XP_045263419.1	XP_036582055.1
OG0008384	XP_045263420.1	XP_036582054.1
OG0008385	XP_045263421.1	XP_070062412.1
OG0008386	XP_045263422.1	XP_070062411.1
OG0008387	XP_045263423.1	XP_036582051.1
OG0008388	XP_045263424.1	XP_036582050.1
OG0008389	XP_045263426.1	XP_036582048.1
OG0008390	XP_045263429.1	XP_070062410.1
OG0008391	XP_045257471.1	XP_036581187.2
OG0008392	XP_045263396.1	XP_036582019.1
OG0008393	XP_045263395.1	XP_036582020.1
OG0008394	XP_045263386.1	XP_036582029.1
OG0008395	XP_045263387.1	XP_036582028.1
OG0008396	XP_045263388.1	XP_036582027.1
OG0008397	XP_045263389.1	XP_036582026.1
OG0008398	XP_045263390.1	XP_036582025.1
OG0008399	XP_045263391.1	XP_036582024.2
OG0008400	XP_045263392.1	XP_036582023.1
OG0008401	XP_045263393.1	XP_036582022.1
OG0008402	XP_045263394.1	XP_036582021.1
OG0008403	XP_045263403.1	XP_036582037.1
OG0008404	XP_045263404.1	XP_070062409.1
OG0008406	XP_045263442.1	XP_036582066.1
OG0008407	XP_045263443.1	XP_036582067.1
OG0008408	XP_045263444.1	XP_036582068.1
OG0008409	XP_045263445.1	XP_036582069.1
OG0008410	XP_045263451.1	XP_070062416.1
OG0008411	XP_045263457.1	XP_036582072.1
OG0008412	XP_045263456.1	XP_036582073.1
OG0008413	XP_045263465.1	XP_036582080.1
OG0008414	XP_045263464.1	XP_036582079.1
OG0008415	XP_045263463.1	XP_036582078.1
OG0008416	XP_045263462.1	XP_036582077.2
OG0008417	XP_045263466.1	XP_036582081.2
OG0008418	XP_045263472.1	XP_036582087.1
OG0008419	XP_045263473.1	XP_036582088.1
OG0008420	XP_045263474.1	XP_036582089.1
OG0008421	XP_045263476.1	XP_036582090.1
OG0008422	XP_045263477.1	XP_036582091.1
OG0008423	XP_045263479.1	XP_036582093.2
OG0008424	XP_045263480.1	XP_036582094.1
OG0008425	XP_045263483.1	XP_070062418.1
OG0008426	XP_045263482.1	XP_036582098.1
OG0008427	XP_045263484.1	XP_036582101.1
OG0008428	XP_045260623.1	XP_070061551.1
OG0008429	XP_045263485.1	XP_036582102.1
OG0008430	XP_045267097.1	XP_036586916.1
OG0008431	XP_045267096.1	XP_070060384.1
OG0008432	XP_045257015.1	XP_036574170.1
OG0008433	XP_045263488.1	XP_070062434.1
OG0008435	XP_045263497.1	XP_070062435.1
OG0008436	XP_045263498.1	XP_036574562.1
OG0008437	XP_045263499.1	XP_036574563.1
OG0008438	XP_045263500.1	XP_036574564.1
OG0008439	XP_045263501.1	XP_036574565.1
OG0008440	XP_045263502.1	XP_036574566.1
OG0008443	XP_045261740.1, XP_045258237.1	XP_036578634.1
OG0008444	XP_045261733.1	XP_036579371.1
OG0008445	XP_045261729.1	XP_036579373.2
OG0008446	XP_045261728.1	XP_036579375.1
OG0008447	XP_045261724.1	XP_036579378.1
OG0008448	XP_045259630.1	XP_070062659.1
OG0008449	XP_045259626.1	XP_036579382.1
OG0008450	XP_045259624.1	XP_036579385.1
OG0008451	XP_045259622.1	XP_036579386.1
OG0008452	XP_045268366.1	XP_036589359.1
OG0008453	XP_045268367.1	XP_036589357.1
OG0008454	XP_045268368.1	XP_070062258.1
OG0008455	XP_045268396.1	XP_070062257.1
OG0008456	XP_045268369.1	XP_070062256.1
OG0008457	XP_045268370.1	XP_070062255.1
OG0008458	XP_045268371.1	XP_036589353.1
OG0008459	XP_045268356.1	XP_036589369.1
OG0008460	XP_045268355.1	XP_036589370.1
OG0008461	XP_045268353.1	XP_070062261.1
OG0008462	XP_045268352.1	XP_036589374.1
OG0008463	XP_045268351.1	XP_036589375.1
OG0008464	XP_045268350.1	XP_036589376.1
OG0008465	XP_045268349.1	XP_070062262.1
OG0008466	XP_045268347.1	XP_036589379.1
OG0008467	XP_045268346.1	XP_036589380.1
OG0008468	XP_045268345.1	XP_036589381.1
OG0008469	XP_045268344.1	XP_036589383.2
OG0008470	XP_045268343.1	XP_036589384.1
OG0008471	XP_045268342.1	XP_036589387.1
OG0008472	XP_045268341.1	XP_036589388.1
OG0008473	XP_045268340.1	XP_036589389.1
OG0008474	XP_045268338.1	XP_036589391.1
OG0008475	XP_045268337.1	XP_036589392.1
OG0008476	XP_045268336.1	XP_036589395.1
OG0008477	XP_045268335.1	XP_036589396.2
OG0008478	XP_045268333.1	XP_070062265.1
OG0008479	XP_045268332.1	XP_036589399.2
OG0008480	XP_045268331.1	XP_036589401.1
OG0008481	XP_045268330.1	XP_036589403.1
OG0008482	XP_045268329.1	XP_036589404.1
OG0008483	XP_045268328.1	XP_070062266.1
OG0008484	XP_045268327.1	XP_036589406.1
OG0008485	XP_045268326.1	XP_036589407.1
OG0008486	XP_045268325.1	XP_036589409.1
OG0008487	XP_045268324.1	XP_036589410.1
OG0008488	XP_045268323.1	XP_036589411.2
OG0008489	XP_045268322.1	XP_036589412.1
OG0008490	XP_045268321.1	XP_036589413.1
OG0008491	XP_045268320.1	XP_036589414.1
OG0008492	XP_045268319.1	XP_036589415.1
OG0008493	XP_045268317.1	XP_070062267.1
OG0008494	XP_045268316.1	XP_036589418.2
OG0008495	XP_045268315.1	XP_036589419.1
OG0008496	XP_045268314.1	XP_036589420.1
OG0008497	XP_045268313.1	XP_036589421.1
OG0008498	XP_045268312.1	XP_036589422.1
OG0008499	XP_045268281.1	XP_036589451.1
OG0008500	XP_045268282.1	XP_036589450.1
OG0008501	XP_045268283.1	XP_036589449.1
OG0008502	XP_045268285.1	XP_036589447.1
OG0008503	XP_045268286.1	XP_036589446.1
OG0008504	XP_045268288.1	XP_036589444.1
OG0008505	XP_045268289.1	XP_036589443.1
OG0008506	XP_045268290.1	XP_036589442.1
OG0008507	XP_045268291.1	XP_070062272.1
OG0008508	XP_045268293.1	XP_036589440.2
OG0008509	XP_045268294.1	XP_036589439.1
OG0008510	XP_045268297.1	XP_036589437.1
OG0008511	XP_045268298.1	XP_036589436.2
OG0008512	XP_045268299.1	XP_070062270.1
OG0008513	XP_045268300.1	XP_036589435.1
OG0008514	XP_045268301.1	XP_036589434.1
OG0008515	XP_045268303.1	XP_036589432.1
OG0008516	XP_045268306.1	XP_036589423.1
OG0008517	XP_045268307.1	XP_036589424.2
OG0008518	XP_045268308.1	XP_036589425.2
OG0008519	XP_045268311.1	XP_036589429.1
OG0008520	XP_045268305.1	XP_070062269.1
OG0008521	XP_045268304.1	XP_036589431.1
OG0008522	XP_045268277.1	XP_036589455.1
OG0008523	XP_045268276.1	XP_070062275.1
OG0008524	XP_045268275.1	XP_036589458.1
OG0008525	XP_045268274.1	XP_036589459.1
OG0008526	XP_045268273.1	XP_036589460.1
OG0008527	XP_045268270.1	XP_036589463.1
OG0008528	XP_045268268.1	XP_036589464.2
OG0008529	XP_045268267.1	XP_036589465.1
OG0008530	XP_045268265.1	XP_036589468.1
OG0008531	XP_045268264.1	XP_036589469.1
OG0008532	XP_045268261.1	XP_070062278.1
OG0008533	XP_045268260.1	XP_036589471.1
OG0008534	XP_045268259.1	XP_036589473.1
OG0008535	XP_045268226.1	XP_036589508.1
OG0008536	XP_045268227.1	XP_036589507.1
OG0008537	XP_045268228.1	XP_070062282.1
OG0008538	XP_045268229.1	XP_036589505.1
OG0008539	XP_045268231.1	XP_036589502.2
OG0008540	XP_045268232.1	XP_036589501.1
OG0008541	XP_045268233.1	XP_036589500.1
OG0008542	XP_045268235.1	XP_036589497.2
OG0008543	XP_045268236.1	XP_036589496.1, XP_036582158.1
OG0008544	XP_045268237.1	XP_036589495.1
OG0008545	XP_045268238.1	XP_036589494.1
OG0008546	XP_045268239.1	XP_070062281.1
OG0008547	XP_045268240.1	XP_036589492.1
OG0008548	XP_045268242.1	XP_036589490.1
OG0008549	XP_045268243.1	XP_036589489.1
OG0008550	XP_045268244.1	XP_036589488.1
OG0008551	XP_045268245.1	XP_036589509.2
OG0008552	XP_045268225.1	XP_036589487.1
OG0008553	XP_045268253.1	XP_036589481.1
OG0008554	XP_045268254.1	XP_036589480.2
OG0008555	XP_045268255.1	XP_070062279.1
OG0008556	XP_045268256.1	XP_036589478.1
OG0008557	XP_045268257.1	XP_036589477.1
OG0008558	XP_045268249.1	XP_036589475.1
OG0008559	XP_045268250.1	XP_036589476.1
OG0008560	XP_045268213.1	XP_036589518.2
OG0008561	XP_045268215.1	XP_036589517.1
OG0008562	XP_045268216.1	XP_036589516.2
OG0008563	XP_045268218.1	XP_036589515.1
OG0008564	XP_045268219.1	XP_070062284.1
OG0008566	XP_045268203.1	XP_036589519.1
OG0008567	XP_045268202.1	XP_036589520.1
OG0008568	XP_045268201.1	XP_036589521.1
OG0008569	XP_045268200.1	XP_036589522.1
OG0008570	XP_045268199.1	XP_036589523.1
OG0008571	XP_045268198.1	XP_036589524.1
OG0008572	XP_045268187.1	XP_036589533.1
OG0008573	XP_045268188.1	XP_036589532.1
OG0008574	XP_045268189.1	XP_036589531.1
OG0008575	XP_045268192.1	XP_036589528.1
OG0008577	XP_045268185.1	XP_036589535.1
OG0008578	XP_045268186.1	XP_036574691.1
OG0008579	XP_045268174.1	XP_036589544.1
OG0008580	XP_045268160.1	XP_036589548.1
OG0008581	XP_045268162.1	XP_036589550.1
OG0008582	XP_045268170.1	XP_036589551.1
OG0008583	XP_045268171.1	XP_070062290.1
OG0008584	XP_045268157.1	XP_036589553.1
OG0008585	XP_045268155.1	XP_036589557.2
OG0008586	XP_045268154.1	XP_036589558.1
OG0008587	XP_045268121.1	XP_036589579.1
OG0008588	XP_045268120.1	XP_036589580.1
OG0008589	XP_045268119.1	XP_036589581.1
OG0008590	XP_045266943.1	XP_036586834.1
OG0008591	XP_045268137.1	XP_036589560.1
OG0008592	XP_045268136.1	XP_036589561.1
OG0008593	XP_045268134.1	XP_036589562.2
OG0008594	XP_045268133.1	XP_036589563.1
OG0008595	XP_045268132.1	XP_036589564.1
OG0008596	XP_045268131.1	XP_036589565.1
OG0008597	XP_045268130.1	XP_036589566.1
OG0008598	XP_045268129.1	XP_036589567.1
OG0008599	XP_045268128.1	XP_036589568.2
OG0008600	XP_045268143.1	XP_070062292.1
OG0008601	XP_045268144.1	XP_036589570.1
OG0008602	XP_045268145.1	XP_070062293.1
OG0008603	XP_045268146.1	XP_036589573.1
OG0008604	XP_045268147.1	XP_036589574.1
OG0008605	XP_045269533.1	XP_036587776.1
OG0008606	XP_045268150.1	XP_036589578.1
OG0008607	XP_045268111.1	XP_036589586.1
OG0008608	XP_045268109.1	XP_070062296.1
OG0008609	XP_045268101.1	XP_036589592.1
OG0008610	XP_045268100.1	XP_036589593.1
OG0008611	XP_045268084.1	XP_036589594.1
OG0008612	XP_045268058.1	XP_036589621.1
OG0008613	XP_045268092.1	XP_070061462.1
OG0008614	XP_045268097.1	XP_036589600.1
OG0008615	XP_045268063.1	XP_036589612.1
OG0008616	XP_045268061.1	XP_036589610.1
OG0008617	XP_045268049.1	XP_036589629.1
OG0008618	XP_045268050.1	XP_036589628.1
OG0008619	XP_045268069.1	XP_036589615.1
OG0008620	XP_045267896.1	XP_036589766.1
OG0008621	XP_045267897.1	XP_036589765.1
OG0008622	XP_045267898.1	XP_036589764.1
OG0008623	XP_045267899.1	XP_036589763.1
OG0008624	XP_045267900.1	XP_036589762.1
OG0008625	XP_045267905.1	XP_036589759.1
OG0008626	XP_045256747.1	XP_036579107.1
OG0008627	XP_045267906.1	XP_070062321.1
OG0008628	XP_045267907.1	XP_036589756.1
OG0008629	XP_045267908.1	XP_036574877.1
OG0008630	XP_045267915.1	XP_036589748.1
