Orthogroup	Colletotrichum_gloeosporioides	Colletotrichum_acutatum
OG0009774	XP_045270699.1	XP_060369172.1
OG0009775	XP_045270696.1	XP_060369167.1
OG0009776	XP_045270671.1	XP_060369140.1
OG0009779	XP_045270660.1	XP_060369126.1
OG0009781	XP_045270656.1	XP_060369121.1
OG0009782	XP_045259924.1	XP_060365898.1
OG0009783	XP_045263114.1	XP_060365920.1
OG0009784	XP_045263125.1	XP_060365932.1
OG0009785	XP_045263087.1	XP_060365954.1
OG0009786	XP_045263091.1	XP_060365960.1
OG0009787	XP_045263076.1	XP_060365980.1
OG0009788	XP_045267834.1	XP_060361261.1
OG0009789	XP_045262167.1	XP_060361280.1
OG0009790	XP_045262160.1	XP_060365790.1
OG0009791	XP_045261697.1	XP_060365792.1
OG0009792	XP_045259941.1	XP_060365794.1
OG0009794	XP_045262132.1	XP_060365828.1
OG0009795	XP_045262127.1	XP_060365833.1
OG0009796	XP_045262125.1	XP_060365836.1
OG0009799	XP_045258244.1	XP_060361485.1
OG0009800	XP_045262281.1	XP_060361482.1
OG0009801	XP_045262279.1	XP_060361478.1
OG0009802	XP_045269094.1	XP_060363331.1
OG0009803	XP_045269070.1	XP_060363350.1
OG0009804	XP_045264511.1	XP_060363355.1
OG0009806	XP_045269047.1	XP_060363372.1
OG0009809	XP_045269034.1	XP_060363720.1
OG0009810	XP_045269035.1	XP_060363719.1
OG0009811	XP_045269036.1	XP_060363718.1
OG0009813	XP_045269026.1	XP_060363704.1
OG0009814	XP_045269024.1	XP_060363703.1
OG0009815	XP_045264407.1	XP_060366930.1
OG0009816	XP_045264411.1	XP_060366933.1
OG0009817	XP_045264422.1	XP_060360475.1
OG0009818	XP_045264423.1	XP_060360477.1
OG0009819	XP_045264424.1	XP_060360479.1
OG0009820	XP_045264425.1	XP_060360480.1
OG0009821	XP_045265923.1	XP_060360316.1
OG0009822	XP_045256981.1	XP_060372033.1
OG0009823	XP_045266653.1	XP_060372029.1
OG0009824	XP_045264261.1	XP_060359161.1
OG0009825	XP_045264249.1	XP_060359148.1
OG0009826	XP_045264245.1	XP_060359144.1
OG0009827	XP_045264244.1	XP_060359143.1
OG0009828	XP_045264231.1	XP_060361210.1
OG0009829	XP_045264200.1	XP_060361229.1
OG0009830	XP_045265131.1	XP_060359777.1
OG0009831	XP_045265127.1	XP_060359780.1
OG0009832	XP_045264169.1	XP_060359785.1
OG0009833	XP_045264148.1	XP_060359802.1
OG0009835	XP_045264837.1	XP_060362631.1
OG0009836	XP_045260173.1	XP_060362638.1
OG0009837	XP_045263748.1	XP_060362663.1
OG0009838	XP_045256678.1	XP_060362666.1
OG0009839	XP_045261304.1	XP_060362027.1
OG0009840	XP_045264930.1	XP_060361980.1
OG0009841	XP_045264910.1	XP_060361979.1
OG0009843	XP_045264929.1	XP_060363168.1
OG0009844	XP_045264928.1	XP_060363169.1
OG0009846	XP_045269196.1	XP_060363193.1
OG0009848	XP_045256208.1	XP_060363220.1
OG0009849	XP_045267079.1	XP_060363229.1
OG0009851	XP_045262872.1	XP_060364040.1
OG0009853	XP_045262823.1	XP_060364085.1
OG0009854	XP_045262812.1	XP_060362012.1, XP_060370972.1
OG0009856	XP_045262831.1	XP_060370955.1
OG0009857	XP_045262798.1	XP_060370947.1
OG0009863	XP_045271277.1	XP_060372007.1
OG0009864	XP_045265905.1	XP_060372011.1
OG0009865	XP_045266663.1	XP_060372016.1
OG0009866	XP_045261023.1	XP_060365012.1
OG0009867	XP_045261025.1	XP_060365013.1
OG0009868	XP_045261027.1	XP_060365016.1
OG0009869	XP_045257151.1	XP_060365020.1
OG0009870	XP_045263916.1	XP_060365048.1
OG0009872	XP_045258183.1	XP_060368358.1
OG0009873	XP_045258169.1	XP_060368340.1
OG0009874	XP_045258155.1	XP_060368332.1
OG0009875	XP_045258152.1	XP_060368326.1
OG0009876	XP_045258145.1	XP_060368316.1
OG0009877	XP_045258085.1	XP_060368306.1
OG0009878	XP_045258148.1	XP_060368303.1
OG0009879	XP_045258098.1	XP_060368298.1
OG0009880	XP_045258109.1	XP_060368297.1
OG0009881	XP_045258103.1	XP_060368291.1
OG0009883	XP_045260396.1	XP_060367412.1
OG0009884	XP_045263382.1	XP_060367427.1
OG0009885	XP_045263267.1	XP_060367435.1
OG0009887	XP_045258654.1	XP_060357783.1
OG0009888	XP_045263253.1	XP_060357781.1
OG0009892	XP_045263832.1	XP_060367617.1
OG0009893	XP_045263829.1	XP_060367613.1
OG0009894	XP_045263828.1	XP_060367612.1
OG0009895	XP_045263812.1	XP_060367580.1
OG0009896	XP_045263786.1	XP_060367577.1
OG0009898	XP_045263771.1	XP_060366450.1
OG0009899	XP_045263022.1	XP_060366443.1
OG0009900	XP_045263753.1	XP_060366433.1
OG0009901	XP_045263750.1	XP_060366425.1
OG0009902	XP_045263741.1	XP_060366424.1
OG0009903	XP_045268896.1	XP_060364960.1
OG0009905	XP_045261621.1	XP_060370513.1
OG0009906	XP_045264532.1	XP_060357371.1
OG0009907	XP_045268967.1	XP_060357131.1
OG0009910	XP_045267716.1	XP_060361567.1
OG0009911	XP_045268921.1	XP_060361592.1
OG0009912	XP_045268914.1	XP_060361598.1
OG0009913	XP_045267427.1	XP_060357613.1, XP_060357614.1
OG0009914	XP_045259233.1	XP_060357618.1
OG0009915	XP_045259239.1	XP_060357624.1
OG0009916	XP_045259240.1	XP_060357625.1
OG0009917	XP_045259241.1	XP_060357178.1
OG0009918	XP_045259250.1	XP_060357928.1
OG0009919	XP_045259258.1	XP_060357920.1
OG0009920	XP_045259259.1	XP_060357919.1
OG0009921	XP_045259260.1	XP_060357918.1
OG0009922	XP_045259261.1	XP_060357008.1
OG0009923	XP_045259267.1	XP_060359902.1, XP_060360716.1
OG0009925	XP_045266975.1	XP_060361062.1
OG0009926	XP_045266981.1	XP_060361069.1
OG0009927	XP_045266953.1	XP_060361080.1
OG0009928	XP_045256877.1	XP_060361090.1
OG0009929	XP_045266936.1	XP_060361099.1
OG0009930	XP_045261303.1	XP_060359457.1
OG0009932	XP_045267053.1	XP_060360547.1
OG0009933	XP_045267080.1	XP_060360564.1
OG0009934	XP_045267050.1	XP_060360566.1
OG0009935	XP_045267105.1	XP_060360585.1
OG0009936	XP_045257607.1	XP_060360040.1
OG0009937	XP_045264180.1	XP_060360037.1
OG0009938	XP_045257586.1	XP_060360028.1
OG0009939	XP_045257587.1	XP_060360027.1
OG0009945	XP_045266602.1	XP_060357855.1
OG0009946	XP_045261788.1	XP_060358155.1
OG0009947	XP_045261767.1	XP_060358406.1
OG0009948	XP_045261766.1	XP_060358405.1
OG0009949	XP_045264334.1	XP_060358404.1
OG0009950	XP_045271368.1	XP_060358788.1
OG0009951	XP_045271367.1	XP_060358789.1
OG0009952	XP_045261448.1	XP_060370220.1
OG0009953	XP_045261464.1	XP_060370237.1
OG0009954	XP_045270630.1	XP_060369092.1
OG0009955	XP_045270649.1	XP_060369112.1
OG0009956	XP_045270652.1	XP_060369116.1
OG0009957	XP_045261878.1	XP_060359373.1
OG0009958	XP_045261876.1	XP_060359375.1
OG0009959	XP_045261875.1	XP_060359376.1
OG0009960	XP_045261858.1	XP_060365560.1
OG0009961	XP_045261847.1	XP_060365552.1
OG0009962	XP_045269609.1	XP_060365543.1
OG0009965	XP_045261841.1	XP_060365520.1
OG0009966	XP_045269604.1	XP_060365511.1
OG0009967	XP_045269598.1	XP_060365507.1
OG0009968	XP_045269590.1	XP_060365498.1
OG0009969	XP_045269628.1	XP_060365486.1
OG0009970	XP_045269632.1	XP_060365482.1
OG0009973	XP_045271382.1	XP_060365754.1
OG0009974	XP_045265911.1	XP_060365758.1
OG0009979	XP_045271329.1	XP_060357903.1
OG0009980	XP_045271325.1	XP_060357909.1
OG0009981	XP_045265997.1	XP_060364190.1
OG0009982	XP_045271269.1	XP_060364157.1
OG0009983	XP_045271268.1	XP_060364158.1
OG0009984	XP_045271267.1	XP_060364160.1
OG0009985	XP_045271263.1	XP_060364164.1
OG0009986	XP_045271112.1, XP_045264889.1	XP_060364156.1
OG0009987	XP_045264891.1	XP_060364155.1
OG0009988	XP_045259056.1	XP_060364151.1
OG0009989	XP_045263168.1	XP_060364133.1
OG0009990	XP_045257216.1	XP_060364130.1
OG0009991	XP_045257217.1	XP_060364129.1
OG0009992	XP_045268984.1	XP_060364120.1
OG0009994	XP_045260193.1	XP_060364110.1
OG0009995	XP_045267075.1	XP_060364109.1
OG0009998	XP_045260202.1	XP_060364102.1
OG0010001	XP_045258282.1	XP_060369656.1
OG0010002	XP_045264900.1	XP_060357582.1
OG0010003	XP_045271257.1	XP_060357312.1
OG0010004	XP_045269433.1	XP_060365169.1
OG0010005	XP_045259113.1	XP_060365156.1
OG0010006	XP_045260108.1	XP_060365155.1
OG0010008	XP_045260090.1	XP_060365144.1
OG0010009	XP_045260088.1	XP_060365142.1
OG0010010	XP_045260079.1	XP_060365137.1
OG0010011	XP_045262883.1, XP_045264393.1	XP_060365129.1
OG0010012	XP_045262903.1	XP_060365102.1
OG0010013	XP_045262920.1	XP_060365084.1
OG0010014	XP_045262925.1	XP_060365078.1, XP_060365079.1
OG0010015	XP_045262932.1	XP_060365075.1
OG0010016	XP_045262948.1	XP_060365072.1
OG0010018	XP_045270211.1	XP_060357848.1
OG0010020	XP_045270213.1	XP_060357836.1
OG0010021	XP_045270221.1	XP_060358072.1
OG0010022	XP_045257962.1	XP_060358069.1
OG0010023	XP_045256242.1	XP_060357825.1
OG0010025	XP_045259101.1	XP_060360737.1
OG0010031	XP_045270171.1	XP_060360240.1
OG0010032	XP_045270932.1, XP_045258453.1	XP_060358025.1
OG0010033	XP_045270261.1	XP_060368406.1
OG0010034	XP_045264360.1	XP_060368392.1
OG0010035	XP_045264358.1	XP_060368388.1
OG0010036	XP_045264354.1, XP_045264355.1	XP_060368387.1
OG0010037	XP_045264349.1	XP_060368386.1
OG0010038	XP_045269711.1	XP_060368381.1
OG0010040	XP_045260764.1	XP_060368470.1
OG0010042	XP_045256772.1	XP_060368527.1
OG0010043	XP_045267370.1	XP_060368540.1, XP_060368539.1
OG0010044	XP_045260714.1	XP_060368541.1
OG0010045	XP_045258004.1	XP_060368548.1
OG0010046	XP_045260704.1	XP_060368564.1
OG0010047	XP_045269751.1	XP_060368571.1
OG0010052	XP_045271410.1	XP_060365742.1
OG0010053	XP_045271415.1	XP_060365734.1
OG0010055	XP_045271444.1	XP_060365685.1
OG0010057	XP_045271446.1	XP_060363957.1
OG0010059	XP_045262226.1	XP_060363974.1
OG0010060	XP_045262214.1	XP_060363986.1
OG0010061	XP_045259672.1	XP_060363851.1
OG0010062	XP_045258595.1	XP_060363830.1
OG0010063	XP_045258599.1	XP_060367328.1
OG0010066	XP_045258462.1	XP_060367314.1
OG0010067	XP_045258461.1	XP_060367313.1
OG0010068	XP_045258612.1	XP_060367309.1
OG0010069	XP_045258622.1	XP_060367298.1
OG0010070	XP_045258639.1	XP_060367276.1
OG0010072	XP_045270532.1	XP_060369967.1
OG0010073	XP_045270534.1	XP_060369964.1
OG0010074	XP_045270540.1	XP_060369959.1
OG0010078	XP_045270580.1	XP_060369912.1
OG0010079	XP_045270592.1	XP_060369898.1
OG0010080	XP_045270595.1	XP_060369895.1
OG0010081	XP_045270599.1	XP_060369891.1
OG0010082	XP_045270610.1	XP_060369879.1
OG0010083	XP_045270612.1	XP_060369876.1
OG0010086	XP_045270621.1	XP_060369865.1
OG0010087	XP_045270626.1	XP_060369858.1
OG0010088	XP_045256796.1	XP_060366206.1
OG0010089	XP_045256793.1	XP_060366203.1
OG0010090	XP_045262269.1	XP_060361466.1
OG0010091	XP_045262268.1	XP_060361465.1
OG0010092	XP_045261827.1	XP_060361463.1
OG0010093	XP_045265927.1	XP_060357715.1
OG0010094	XP_045257112.1	XP_060357718.1
OG0010095	XP_045260559.1	XP_060360850.1
OG0010097	XP_045267869.1	XP_060360820.1
OG0010099	XP_045262264.1	XP_060358588.1
OG0010100	XP_045268081.1	XP_060358591.1
OG0010101	XP_045256977.1	XP_060358600.1
OG0010102	XP_045268013.1	XP_060361452.1
OG0010103	XP_045267983.1	XP_060361424.1
OG0010104	XP_045267970.1	XP_060361409.1
OG0010106	XP_045267939.1	XP_060362334.1
OG0010107	XP_045267938.1	XP_060362332.1
OG0010108	XP_045268597.1	XP_060362096.1
OG0010109	XP_045266528.1	XP_060357386.1
OG0010110	XP_045260322.1, XP_045257561.1	XP_060357390.1
OG0010111	XP_045266532.1	XP_060357391.1
OG0010112	XP_045266536.1	XP_060357392.1
OG0010113	XP_045266534.1	XP_060357399.1
OG0010114	XP_045266533.1	XP_060367983.1
OG0010115	XP_045266540.1	XP_060367981.1
OG0010116	XP_045266518.1	XP_060367980.1
OG0010117	XP_045266521.1	XP_060367977.1
OG0010118	XP_045258910.1	XP_060367972.1
OG0010119	XP_045261991.1	XP_060367965.1
OG0010120	XP_045268863.1	XP_060359134.1, XP_060367940.1
OG0010121	XP_045267102.1	XP_060367938.1
OG0010122	XP_045266402.1	XP_060367933.1
OG0010123	XP_045266411.1	XP_060367918.1
OG0010124	XP_045266436.1	XP_060367891.1
OG0010126	XP_045259183.1, XP_045262972.1	XP_060357438.1
OG0010130	XP_045260501.1	XP_060363133.1
OG0010131	XP_045260536.1	XP_060363126.1
OG0010132	XP_045260513.1	XP_060363125.1
OG0010133	XP_045260489.1	XP_060363116.1
OG0010134	XP_045270828.1	XP_060363091.1
OG0010135	XP_045259352.1	XP_060365206.1
OG0010136	XP_045258917.1	XP_060357325.1
OG0010137	XP_045268770.1	XP_060357323.1
OG0010144	XP_045265483.1	XP_060364865.1
OG0010145	XP_045260457.1	XP_060364869.1
OG0010146	XP_045271239.1	XP_060364879.1
OG0010147	XP_045256264.1	XP_060364882.1
OG0010149	XP_045268855.1	XP_060364888.1
OG0010151	XP_045260441.1	XP_060364917.1
OG0010152	XP_045268851.1	XP_060364921.1
OG0010155	XP_045259244.1	XP_060364949.1
OG0010158	XP_045263606.1	XP_060366591.1
OG0010159	XP_045263591.1	XP_060366610.1
OG0010165	XP_045263533.1	XP_060366692.1
OG0010166	XP_045267357.1	XP_060366696.1
OG0010167	XP_045263518.1	XP_060366701.1
OG0010168	XP_045269999.1	XP_060357217.1
OG0010170	XP_045266987.1	XP_060362233.1
OG0010171	XP_045259923.1	XP_060362228.1
OG0010172	XP_045259916.1	XP_060362227.1
OG0010173	XP_045259915.1	XP_060362226.1
OG0010174	XP_045259910.1	XP_060362223.1
OG0010175	XP_045259898.1	XP_060362210.1
OG0010176	XP_045259893.1	XP_060362204.1
OG0010177	XP_045259882.1	XP_060362195.1
OG0010181	XP_045267316.1	XP_060362165.1
OG0010183	XP_045267333.1	XP_060367180.1
OG0010184	XP_045267335.1	XP_060367176.1
OG0010186	XP_045267343.1	XP_060367167.1
OG0010188	XP_045270816.1, XP_045266258.1	XP_060367146.1
OG0010190	XP_045267430.1	XP_060367132.1
OG0010191	XP_045267411.1	XP_060367103.1
OG0010192	XP_045270181.1	XP_060367090.1
OG0010194	XP_045265133.1	XP_060367078.1
OG0010195	XP_045266403.1, XP_045263412.1	XP_060367076.1
OG0010197	XP_045256641.1	XP_060363801.1
OG0010199	XP_045267163.1	XP_060363780.1
OG0010200	XP_045258269.1	XP_060358359.1
OG0010201	XP_045258264.1	XP_060358367.1
OG0010202	XP_045266678.1	XP_060360230.1
OG0010203	XP_045266691.1	XP_060360217.1
OG0010204	XP_045266699.1	XP_060360204.1
OG0010205	XP_045266739.1	XP_060368858.1
OG0010206	XP_045266757.1	XP_060368839.1
OG0010207	XP_045266758.1	XP_060368838.1
OG0010209	XP_045266793.1	XP_060368795.1
OG0010210	XP_045268582.1	XP_060368767.1
OG0010211	XP_045269005.1	XP_060364752.1
OG0010212	XP_045269006.1	XP_060364751.1
OG0010213	XP_045268537.1	XP_060364744.1
OG0010214	XP_045268519.1	XP_060364727.1
OG0010215	XP_045268512.1	XP_060364720.1
OG0010216	XP_045268509.1	XP_060364716.1
OG0010217	XP_045263291.1	XP_060364706.1
OG0010218	XP_045268494.1	XP_060364704.1
OG0010219	XP_045268492.1	XP_060364695.1
OG0010221	XP_045268469.1	XP_060358550.1
OG0010222	XP_045268464.1	XP_060358545.1
OG0010223	XP_045268444.1	XP_060371209.1
OG0010224	XP_045270920.1	XP_060371208.1
OG0010225	XP_045270921.1	XP_060371207.1
OG0010226	XP_045270922.1	XP_060371206.1
OG0010227	XP_045268429.1	XP_060371182.1
OG0010230	XP_045261596.1	XP_060370558.1
OG0010231	XP_045266932.1	XP_060370556.1
OG0010232	XP_045261606.1	XP_060370547.1
OG0010234	XP_045261631.1	XP_060370525.1
OG0010235	XP_045261628.1	XP_060370521.1
OG0010237	XP_045261656.1	XP_060363239.1
OG0010238	XP_045261681.1	XP_060363264.1
OG0010240	XP_045261702.1	XP_060363282.1
OG0010241	XP_045261717.1	XP_060363287.1
OG0010242	XP_045261714.1	XP_060363290.1
OG0010243	XP_045261713.1	XP_060363291.1
OG0010244	XP_045270144.1	XP_060358580.1
OG0010245	XP_045270141.1	XP_060363296.1
OG0010246	XP_045259359.1, XP_045266380.1	XP_060363294.1
OG0010247	XP_045270995.1	XP_060357233.1
OG0010248	XP_045270998.1	XP_060357104.1
OG0010249	XP_045271005.1	XP_060361512.1
OG0010250	XP_045271013.1	XP_060361521.1
OG0010251	XP_045270963.1	XP_060361532.1
OG0010252	XP_045266984.1	XP_060361547.1
OG0010253	XP_045270981.1	XP_060361559.1
OG0010255	XP_045270928.1	XP_060362241.1
OG0010256	XP_045260006.1	XP_060362244.1
OG0010257	XP_045270933.1	XP_060362247.1
OG0010259	XP_045267081.1	XP_060359966.1
OG0010260	XP_045270899.1	XP_060359964.1
OG0010261	XP_045270874.1	XP_060359951.1
OG0010264	XP_045270858.1	XP_060359933.1
OG0010268	XP_045260605.1	XP_060358669.1
OG0010269	XP_045261222.1	XP_060358685.1
OG0010270	XP_045261199.1	XP_060358702.1
OG0010271	XP_045261203.1	XP_060358706.1
OG0010272	XP_045261175.1	XP_060358707.1
OG0010273	XP_045261187.1	XP_060358710.1
OG0010287	XP_045261258.1	XP_060370065.1
OG0010288	XP_045261266.1	XP_060370067.1
OG0010289	XP_045261285.1	XP_060370076.1
OG0010290	XP_045261281.1	XP_060370080.1
OG0010291	XP_045261290.1	XP_060370091.1
OG0010292	XP_045261294.1	XP_060370106.1
OG0010294	XP_045263827.1	XP_060370142.1
OG0010295	XP_045261115.1	XP_060370149.1
OG0010297	XP_045261393.1	XP_060370159.1
OG0010300	XP_045261436.1	XP_060370175.1
OG0010301	XP_045261434.1	XP_060370181.1
OG0010303	XP_045261427.1	XP_060370189.1
OG0010305	XP_045257527.1	XP_060365988.1
OG0010306	XP_045263005.1	XP_060363017.1
OG0010307	XP_045263008.1	XP_060363013.1
OG0010308	XP_045266068.1	XP_060363000.1
OG0010309	XP_045260572.1	XP_060359073.1, XP_060358132.1
OG0010310	XP_045259400.1	XP_060359506.1
OG0010311	XP_045259399.1	XP_060359505.1
OG0010312	XP_045257495.1	XP_060359503.1
OG0010314	XP_045257509.1	XP_060357281.1
OG0010315	XP_045257510.1	XP_060357273.1
OG0010317	XP_045257482.1	XP_060357809.1
OG0010318	XP_045266009.1	XP_060357804.1
OG0010319	XP_045257476.1	XP_060357802.1
OG0010320	XP_045271271.1	XP_060357799.1
OG0010321	XP_045258020.1	XP_060358039.1
OG0010322	XP_045260503.1	XP_060358028.1
OG0010323	XP_045257996.1	XP_060358930.1
OG0010324	XP_045263041.1	XP_060358932.1
OG0010327	XP_045257990.1	XP_060357201.1
OG0010328	XP_045268871.1	XP_060357735.1
OG0010332	XP_045257930.1	XP_060363032.1
OG0010333	XP_045257890.1	XP_060363048.1
OG0010334	XP_045269338.1	XP_060366058.1
OG0010340	XP_045264540.1	XP_060357065.1
OG0010343	XP_045269193.1	XP_060360606.1
OG0010344	XP_045268033.1	XP_060360624.1
OG0010345	XP_045268031.1	XP_060360625.1
OG0010346	XP_045268030.1	XP_060360626.1
OG0010347	XP_045268029.1	XP_060360627.1
OG0010348	XP_045269140.1	XP_060360628.1
OG0010350	XP_045256989.1	XP_060364581.1
OG0010353	XP_045256287.1	XP_060357169.1
OG0010357	XP_045260052.1	XP_060363569.1
OG0010359	XP_045260042.1	XP_060363548.1
OG0010360	XP_045260040.1	XP_060363547.1
OG0010361	XP_045257133.1	XP_060363542.1
OG0010362	XP_045259995.1	XP_060357017.1
OG0010363	XP_045257137.1	XP_060361003.1
OG0010364	XP_045259993.1	XP_060361007.1
OG0010365	XP_045268905.1	XP_060361051.1
OG0010366	XP_045263182.1	XP_060357032.1
OG0010368	XP_045269226.1	XP_060358423.1
OG0010370	XP_045263162.1	XP_060358412.1
OG0010372	XP_045259810.1	XP_060364540.1
OG0010373	XP_045259808.1	XP_060364538.1
OG0010374	XP_045259793.1	XP_060364510.1
OG0010376	XP_045259775.1	XP_060368246.1
OG0010378	XP_045259768.1	XP_060368238.1
OG0010380	XP_045259757.1	XP_060368227.1
OG0010382	XP_045259703.1	XP_060368159.1
OG0010383	XP_045258574.1	XP_060368136.1
OG0010385	XP_045269430.1	XP_060359293.1
OG0010393	XP_045264462.1	XP_060371906.1
OG0010394	XP_045266673.1	XP_060371876.1
OG0010395	XP_045258074.1	XP_060371873.1
OG0010396	XP_045258070.1	XP_060371869.1
OG0010399	XP_045262091.1	XP_060371810.1
OG0010400	XP_045262082.1	XP_060371802.1
OG0010401	XP_045262077.1	XP_060371796.1
OG0010402	XP_045262071.1	XP_060371788.1
OG0010403	XP_045262065.1	XP_060371783.1
OG0010405	XP_045258992.1	XP_060371717.1
OG0010406	XP_045257095.1	XP_060357485.1
OG0010407	XP_045267784.1	XP_060359237.1
OG0010409	XP_045256900.1	XP_060358474.1
OG0010410	XP_045256899.1	XP_060358475.1
OG0010413	XP_045267738.1	XP_060357406.1
OG0010414	XP_045267685.1	XP_060359205.1
OG0010425	XP_045268868.1	XP_060367693.1
OG0010431	XP_045270410.1	XP_060370276.1
OG0010432	XP_045256658.1	XP_060370285.1
OG0010435	XP_045270379.1	XP_060370316.1
OG0010436	XP_045270354.1	XP_060370349.1
OG0010439	XP_045263692.1	XP_060370403.1
OG0010440	XP_045263688.1	XP_060370406.1
OG0010441	XP_045263672.1	XP_060370422.1
OG0010447	XP_045264755.1	XP_060360193.1
OG0010448	XP_045264815.1	XP_060361635.1
OG0010449	XP_045263099.1	XP_060358077.1, XP_060358078.1
OG0010450	XP_045258996.1	XP_060358741.1
OG0010451	XP_045267255.1	XP_060365277.1
OG0010452	XP_045267252.1	XP_060365274.1
OG0010453	XP_045267248.1	XP_060365267.1
OG0010454	XP_045267224.1	XP_060365237.1
OG0010455	XP_045267221.1	XP_060365233.1
OG0010456	XP_045267216.1	XP_060365228.1
OG0010457	XP_045268127.1	XP_060365225.1, XP_060359490.1
OG0010458	XP_045267229.1	XP_060365221.1
OG0010459	XP_045267206.1	XP_060365213.1
OG0010460	XP_045257548.1	XP_060365195.1
OG0010461	XP_045257553.1	XP_060365189.1
OG0010462	XP_045257557.1	XP_060365187.1
OG0010463	XP_045257558.1	XP_060365186.1
OG0010465	XP_045268624.1	XP_060365173.1
OG0010466	XP_045268625.1	XP_060365172.1
OG0010467	XP_045268636.1	XP_060358271.1
OG0010468	XP_045270536.1	XP_060358273.1
OG0010469	XP_045268653.1	XP_060357956.1
OG0010472	XP_045268748.1	XP_060362732.1
OG0010474	XP_045268769.1	XP_060362740.1
OG0010487	XP_045268788.1	XP_060358104.1
OG0010488	XP_045261823.1	XP_060358109.1
OG0010489	XP_045268842.1	XP_060363944.1
OG0010490	XP_045268843.1	XP_060363943.1
OG0010491	XP_045271066.1	XP_060363941.1, XP_060363940.1
OG0010492	XP_045267565.1	XP_060363927.1
OG0010494	XP_045261782.1	XP_060363893.1
OG0010495	XP_045261781.1	XP_060363892.1
OG0010499	XP_045267530.1	XP_060360359.1
OG0010500	XP_045267502.1	XP_060358774.1
OG0010501	XP_045267498.1	XP_060358780.1
OG0010502	XP_045260891.1	XP_060365332.1
OG0010503	XP_045260853.1	XP_060365301.1
OG0010504	XP_045260848.1	XP_060365285.1
OG0010506	XP_045260829.1	XP_060360092.1
OG0010507	XP_045260828.1	XP_060360093.1
OG0010509	XP_045260819.1	XP_060360106.1
OG0010512	XP_045260799.1	XP_060368431.1
OG0010513	XP_045260785.1	XP_060368445.1
OG0010514	XP_045260780.1	XP_060368456.1
OG0010515	XP_045260776.1	XP_060368460.1
OG0010516	XP_045261083.1	XP_060362486.1
OG0010518	XP_045259084.1	XP_060357045.1
OG0010520	XP_045256768.1	XP_060358113.1
OG0010521	XP_045257540.1	XP_060358119.1
OG0010522	XP_045265995.1	XP_060358122.1
OG0010523	XP_045256351.1	XP_060358123.1
OG0010524	XP_045256957.1	XP_060367559.1
OG0010527	XP_045257813.1	XP_060367522.1
OG0010528	XP_045257823.1	XP_060367509.1
OG0010530	XP_045257842.1	XP_060367487.1
OG0010532	XP_045257845.1	XP_060367483.1
OG0010534	XP_045257858.1	XP_060367461.1
OG0010535	XP_045257862.1	XP_060367457.1
OG0010536	XP_045256080.1	XP_060367445.1
OG0010537	XP_045256936.1	XP_060368917.1
OG0010539	XP_045256940.1	XP_060368922.1
OG0010543	XP_045265661.1	XP_060368952.1
OG0010544	XP_045265665.1	XP_060368958.1
OG0010545	XP_045265674.1	XP_060368967.1, XP_060368968.1
OG0010546	XP_045265679.1	XP_060368973.1
OG0010547	XP_045265687.1	XP_060368982.1
OG0010549	XP_045257634.1	XP_060358889.1
OG0010550	XP_045257636.1	XP_060358892.1
OG0010551	XP_045257637.1	XP_060358893.1
OG0010552	XP_045257642.1	XP_060358620.1
OG0010553	XP_045257644.1	XP_060358618.1
OG0010554	XP_045257645.1	XP_060358617.1
OG0010555	XP_045257646.1	XP_060358616.1
OG0010556	XP_045257647.1	XP_060358615.1
OG0010557	XP_045257648.1	XP_060358614.1
OG0010558	XP_045257649.1	XP_060358613.1
OG0010559	XP_045257651.1	XP_060358611.1
OG0010562	XP_045261976.1	XP_060357343.1
OG0010563	XP_045261973.1	XP_060357344.1
OG0010564	XP_045269472.1	XP_060362487.1
OG0010567	XP_045259463.1	XP_060369693.1
OG0010568	XP_045259468.1	XP_060369684.1
OG0010569	XP_045259494.1	XP_060369674.1
OG0010570	XP_045257774.1	XP_060369687.1, XP_060369653.1
OG0010572	XP_045259514.1	XP_060367044.1
OG0010574	XP_045263202.1	XP_060366976.1
OG0010575	XP_045269722.1	XP_060361805.1
OG0010576	XP_045263900.1	XP_060361799.1
OG0010577	XP_045258495.1	XP_060361795.1
OG0010578	XP_045258496.1	XP_060361794.1
OG0010582	XP_045269797.1	XP_060357572.1
OG0010587	XP_045269763.1	XP_060358318.1
OG0010588	XP_045269013.1	XP_060358321.1
OG0010597	XP_045265049.1	XP_060366835.1
OG0010598	XP_045264370.1	XP_060366850.1
OG0010599	XP_045265021.1	XP_060366859.1
OG0010600	XP_045265024.1	XP_060366866.1
OG0010601	XP_045265035.1	XP_060366874.1
OG0010602	XP_045260463.1	XP_060366892.1
OG0010603	XP_045264380.1	XP_060366910.1
OG0010605	XP_045258241.1	XP_060366583.1
OG0010610	XP_045258990.1	XP_060357711.1
OG0010611	XP_045258969.1	XP_060357702.1
OG0010612	XP_045258968.1	XP_060357688.1
OG0010613	XP_045258966.1	XP_060357691.1
OG0010615	XP_045258947.1	XP_060359084.1
OG0010616	XP_045258958.1	XP_060359089.1
OG0010618	XP_045257776.1	XP_060359107.1
OG0010619	XP_045263380.1	XP_060357255.1
OG0010620	XP_045257768.1	XP_060357257.1
OG0010621	XP_045264777.1	XP_060359595.1, XP_060358643.1
OG0010623	XP_045257741.1	XP_060359615.1
