Orthogroup	Colletotrichum_abscissum	Colletotrichum_gloeosporioides
OG0008722	XP_060405140.1	XP_045256167.1
OG0008723	XP_060405141.1	XP_045256168.1, XP_045256169.1
OG0008724	XP_060405144.1	XP_045256171.1
OG0008725	XP_060405146.1	XP_045256172.1
OG0008726	XP_060405147.1	XP_045256173.1
OG0008727	XP_060405149.1	XP_045256175.1
OG0008728	XP_060405150.1	XP_045256176.1
OG0008729	XP_060405151.1	XP_045256177.1
OG0008730	XP_060405153.1	XP_045256178.1
OG0008731	XP_060405154.1	XP_045256179.1
OG0008732	XP_060405157.1	XP_045260302.1
OG0008733	XP_060405159.1	XP_045260304.1
OG0008734	XP_060405160.1	XP_045260305.1
OG0008735	XP_060405161.1	XP_045260306.1
OG0008736	XP_060405176.1	XP_045260286.1
OG0008737	XP_060405177.1	XP_045260287.1
OG0008738	XP_060405180.1	XP_045271157.1
OG0008739	XP_060405181.1	XP_045271159.1
OG0008740	XP_060405184.1	XP_045271163.1
OG0008741	XP_060405185.1	XP_045271164.1
OG0008742	XP_060405187.1	XP_045271171.1
OG0008743	XP_060405188.1	XP_045271170.1
OG0008744	XP_060405189.1	XP_045271169.1
OG0008745	XP_060405190.1	XP_045271168.1
OG0008746	XP_060405192.1	XP_045271167.1
OG0008747	XP_060405195.1	XP_045260291.1
OG0008748	XP_060405196.1	XP_045260290.1
OG0008749	XP_060405199.1	XP_045260289.1
OG0008750	XP_060405200.1	XP_045260288.1
OG0008751	XP_060405205.1	XP_045271151.1
OG0008752	XP_060405211.1	XP_045271141.1
OG0008753	XP_060405216.1	XP_045271130.1
OG0008754	XP_060405217.1	XP_045271129.1
OG0008755	XP_060405219.1	XP_045271128.1
OG0008756	XP_060405221.1	XP_045271127.1
OG0008757	XP_060405222.1	XP_045271126.1
OG0008758	XP_060405225.1	XP_045271124.1
OG0008759	XP_060405226.1	XP_045271123.1
OG0008760	XP_060405227.1	XP_045271122.1
OG0008761	XP_060405228.1	XP_045271121.1
OG0008762	XP_060405231.1	XP_045271119.1
OG0008763	XP_060405232.1	XP_045271118.1
OG0008764	XP_060405236.1	XP_045264578.1
OG0008765	XP_060405239.1	XP_045264579.1
OG0008766	XP_060405242.1	XP_045264586.1
OG0008767	XP_060405243.1	XP_045264587.1
OG0008768	XP_060405244.1	XP_045264588.1
OG0008769	XP_060405250.1	XP_045264591.1
OG0008770	XP_060405251.1	XP_045264592.1
OG0008771	XP_060405252.1	XP_045264593.1
OG0008772	XP_060405253.1	XP_045264594.1
OG0008773	XP_060405256.1	XP_045264599.1
OG0008774	XP_060405257.1	XP_045264612.1
OG0008775	XP_060405260.1	XP_045264609.1
OG0008776	XP_060405263.1	XP_045264607.1
OG0008777	XP_060405264.1	XP_045264606.1
OG0008778	XP_060405265.1	XP_045264605.1
OG0008779	XP_060405270.1	XP_045264603.1
OG0008780	XP_060405271.1	XP_045264602.1
OG0008781	XP_060405276.1	XP_045264613.1
OG0008782	XP_060405277.1	XP_045264614.1
OG0008783	XP_060405278.1	XP_045264615.1
OG0008784	XP_060405279.1	XP_045264616.1
OG0008785	XP_060405280.1	XP_045264617.1
OG0008786	XP_060405282.1	XP_045264618.1
OG0008787	XP_060405286.1	XP_045264621.1
OG0008788	XP_060405290.1	XP_045264625.1
OG0008789	XP_060405293.1	XP_045264624.1
OG0008790	XP_060405296.1	XP_045264622.1
OG0008791	XP_060405301.1	XP_045264627.1
OG0008792	XP_060405305.1	XP_045264640.1
OG0008793	XP_060405307.1	XP_045269078.1, XP_045264639.1
OG0008794	XP_060405310.1	XP_045264633.1
OG0008795	XP_060405311.1	XP_045264632.1
OG0008796	XP_060405312.1	XP_045264631.1
OG0008797	XP_060405314.1	XP_045264643.1
OG0008798	XP_060405315.1	XP_045264644.1
OG0008799	XP_060405316.1	XP_045264645.1
OG0008800	XP_060405321.1	XP_045264649.1
OG0008801	XP_060405322.1	XP_045264650.1
OG0008802	XP_060405327.1	XP_045264664.1
OG0008803	XP_060405329.1	XP_045264663.1
OG0008804	XP_060405330.1	XP_045264662.1
OG0008805	XP_060405331.1	XP_045264660.1
OG0008806	XP_060405333.1	XP_045264658.1
OG0008807	XP_060405334.1	XP_045264657.1
OG0008808	XP_060405348.1	XP_045264671.1
OG0008809	XP_060405351.1	XP_045264672.1
OG0008810	XP_060405356.1	XP_045264691.1
OG0008811	XP_060405357.1	XP_045264690.1
OG0008812	XP_060405358.1	XP_045264689.1
OG0008813	XP_060405359.1	XP_045264688.1
OG0008814	XP_060405360.1	XP_045264687.1
OG0008815	XP_060405361.1	XP_045264686.1
OG0008816	XP_060405362.1	XP_045264685.1
OG0008817	XP_060405366.1	XP_045264683.1
OG0008818	XP_060405367.1	XP_045264682.1
OG0008819	XP_060405368.1	XP_045264681.1
OG0008820	XP_060405370.1	XP_045264680.1
OG0008821	XP_060405371.1	XP_045264679.1
OG0008822	XP_060405378.1	XP_045264674.1
OG0008823	XP_060405379.1	XP_045264695.1
OG0008824	XP_060405380.1	XP_045264696.1
OG0008825	XP_060405381.1	XP_045258839.1
OG0008826	XP_060405383.1	XP_045258840.1
OG0008827	XP_060405384.1	XP_045258841.1
OG0008828	XP_060405386.1	XP_045258842.1
OG0008829	XP_060405387.1	XP_045258844.1
OG0008830	XP_060405388.1	XP_045258845.1
OG0008831	XP_060405389.1	XP_045258846.1
OG0008832	XP_060405393.1	XP_045258849.1
OG0008833	XP_060405395.1	XP_045258851.1
OG0008834	XP_060405396.1	XP_045258850.1
OG0008835	XP_060405410.1	XP_045258898.1
OG0008836	XP_060405411.1	XP_045258897.1
OG0008837	XP_060405480.1	XP_045267923.1
OG0008838	XP_060405481.1	XP_045267921.1
OG0008839	XP_060405483.1	XP_045267934.1
OG0008840	XP_060405486.1	XP_045267937.1
OG0008841	XP_060405503.1	XP_045257089.1
OG0008842	XP_060405504.1	XP_045257086.1
OG0008843	XP_060405505.1	XP_045257085.1
OG0008844	XP_060405506.1	XP_045257084.1
OG0008845	XP_060405507.1	XP_045257083.1
OG0008846	XP_060405510.1	XP_045257081.1
OG0008847	XP_060405514.1	XP_045264819.1
OG0008848	XP_060405521.1	XP_045264814.1
OG0008849	XP_060405523.1	XP_045264809.1
OG0008850	XP_060405524.1	XP_045264810.1
OG0008851	XP_060405526.1	XP_045266241.1
OG0008852	XP_060405529.1	XP_045263023.1
OG0008853	XP_060405530.1	XP_045265153.1
OG0008854	XP_060405533.1	XP_045265154.1
OG0008855	XP_060405535.1	XP_045265169.1
OG0008856	XP_060405538.1	XP_045265172.1
OG0008857	XP_060405539.1	XP_045265163.1
OG0008858	XP_060405540.1	XP_045265162.1
OG0008859	XP_060405541.1	XP_045265161.1
OG0008860	XP_060405546.1	XP_045265158.1
OG0008861	XP_060405547.1	XP_045265157.1
OG0008862	XP_060405551.1	XP_045265156.1
OG0008863	XP_060405553.1	XP_045265167.1
OG0008864	XP_060405557.1	XP_045265175.1
OG0008865	XP_060405558.1	XP_045265176.1
OG0008866	XP_060405560.1	XP_045265178.1
OG0008867	XP_060405574.1	XP_045265195.1
OG0008868	XP_060405576.1	XP_045265196.1
OG0008869	XP_060405580.1	XP_045265198.1
OG0008870	XP_060405584.1	XP_045265213.1
OG0008871	XP_060405586.1	XP_045265214.1
OG0008872	XP_060405587.1	XP_045265215.1
OG0008873	XP_060405588.1	XP_045265216.1
OG0008874	XP_060405590.1	XP_045265230.1
OG0008875	XP_060405592.1	XP_045265229.1
OG0008876	XP_060405593.1	XP_045265228.1
OG0008877	XP_060405595.1	XP_045265226.1
OG0008878	XP_060405596.1	XP_045265221.1
OG0008879	XP_060405598.1	XP_045265220.1
OG0008880	XP_060405602.1	XP_045265218.1
OG0008881	XP_060405604.1	XP_045265234.1
OG0008882	XP_060405611.1	XP_045269448.1
OG0008883	XP_060405613.1	XP_045265241.1
OG0008884	XP_060405615.1	XP_045265243.1
OG0008885	XP_060405618.1	XP_045265244.1
OG0008886	XP_060405623.1	XP_045265245.1
OG0008887	XP_060405625.1	XP_045265273.1
OG0008888	XP_060405626.1	XP_045265272.1
OG0008889	XP_060405627.1	XP_045265271.1
OG0008890	XP_060405629.1	XP_045265269.1
OG0008891	XP_060405630.1	XP_045265268.1
OG0008892	XP_060405634.1	XP_045265266.1
OG0008893	XP_060405635.1	XP_045265265.1
OG0008894	XP_060405636.1	XP_045265264.1
OG0008895	XP_060405638.1	XP_045263489.1
OG0008896	XP_060405643.1	XP_045260190.1
OG0008897	XP_060405647.1	XP_045265257.1
OG0008898	XP_060405648.1	XP_045265258.1
OG0008899	XP_060405649.1	XP_045265259.1
OG0008900	XP_060405650.1	XP_045265260.1
OG0008901	XP_060405651.1	XP_045265261.1
OG0008902	XP_060405652.1	XP_045265262.1
OG0008903	XP_060405658.1	XP_045265254.1
OG0008904	XP_060405659.1	XP_045265253.1
OG0008905	XP_060405660.1	XP_045265252.1
OG0008906	XP_060405663.1	XP_045265249.1
OG0008907	XP_060405664.1	XP_045265248.1
OG0008908	XP_060405666.1	XP_045265247.1
OG0008909	XP_060405667.1	XP_045265246.1
OG0008910	XP_060405670.1	XP_045265279.1
OG0008911	XP_060405671.1	XP_045265278.1
OG0008912	XP_060405672.1	XP_045265277.1
OG0008913	XP_060405673.1	XP_045265276.1
OG0008914	XP_060405676.1	XP_045265280.1
OG0008915	XP_060405677.1	XP_045265281.1
OG0008916	XP_060405678.1	XP_045265282.1
OG0008917	XP_060405679.1	XP_045265283.1
OG0008918	XP_060405680.1	XP_045265284.1
OG0008919	XP_060405682.1	XP_045265285.1
OG0008920	XP_060405684.1	XP_045265287.1
OG0008921	XP_060405685.1	XP_045265288.1
OG0008922	XP_060405686.1	XP_045265289.1
OG0008923	XP_060405688.1	XP_045265291.1
OG0008924	XP_060405690.1	XP_045265292.1
OG0008925	XP_060405692.1	XP_045265293.1
OG0008926	XP_060405693.1	XP_045265294.1
OG0008927	XP_060405700.1	XP_045265297.1
OG0008928	XP_060405701.1	XP_045265298.1
OG0008929	XP_060405702.1	XP_045265299.1
OG0008930	XP_060405703.1	XP_045265300.1
OG0008931	XP_060405704.1	XP_045265301.1
OG0008932	XP_060405705.1	XP_045265302.1
OG0008933	XP_060405706.1	XP_045265304.1
OG0008934	XP_060405709.1	XP_045265306.1
OG0008935	XP_060405710.1	XP_045265307.1
OG0008936	XP_060405711.1	XP_045265308.1
OG0008937	XP_060405712.1	XP_045265309.1
OG0008938	XP_060405721.1	XP_045265314.1
OG0008939	XP_060405722.1	XP_045265315.1
OG0008940	XP_060405724.1	XP_045265316.1
OG0008941	XP_060405725.1	XP_045265317.1
OG0008942	XP_060405726.1	XP_045265318.1
OG0008943	XP_060405727.1	XP_045265319.1
OG0008944	XP_060405729.1	XP_045265321.1
OG0008945	XP_060405730.1	XP_045265322.1
OG0008946	XP_060405731.1	XP_045265323.1
OG0008947	XP_060405732.1	XP_045257021.1
OG0008948	XP_060405733.1	XP_045257022.1
OG0008949	XP_060405736.1	XP_045257025.1
OG0008950	XP_060405738.1	XP_045257026.1
OG0008951	XP_060405739.1	XP_045257027.1
OG0008952	XP_060405740.1	XP_045257028.1
OG0008953	XP_060405741.1	XP_045257029.1
OG0008954	XP_060405742.1	XP_045257030.1
OG0008955	XP_060405747.1	XP_045257032.1
OG0008956	XP_060405748.1	XP_045257033.1
OG0008957	XP_060405750.1	XP_045257035.1
OG0008958	XP_060405752.1	XP_045257037.1
OG0008959	XP_060405755.1	XP_045257039.1
OG0008960	XP_060405757.1	XP_045264124.1
OG0008961	XP_060405758.1	XP_045264122.1
OG0008962	XP_060405759.1	XP_045264121.1
OG0008963	XP_060405763.1	XP_045264119.1
OG0008964	XP_060405765.1	XP_045264117.1
OG0008965	XP_060405769.1	XP_045264114.1
OG0008966	XP_060405771.1	XP_045264113.1
OG0008967	XP_060405772.1	XP_045264112.1
OG0008968	XP_060405774.1	XP_045264110.1
OG0008969	XP_060405778.1	XP_045264106.1
OG0008970	XP_060405779.1	XP_045264105.1
OG0008971	XP_060405783.1	XP_045264103.1
OG0008972	XP_060405784.1	XP_045264102.1
OG0008973	XP_060405786.1	XP_045264100.1
OG0008974	XP_060405790.1	XP_045264098.1
OG0008975	XP_060405793.1	XP_045264095.1
OG0008976	XP_060405794.1	XP_045264093.1
OG0008977	XP_060405796.1	XP_045264091.1
OG0008978	XP_060405797.1	XP_045264090.1
OG0008979	XP_060405799.1	XP_045264089.1
OG0008980	XP_060405801.1	XP_045264088.1
OG0008981	XP_060405802.1	XP_045264087.1
OG0008982	XP_060405803.1	XP_045264086.1
OG0008983	XP_060405804.1	XP_045264085.1
OG0008984	XP_060405806.1	XP_045264083.1
OG0008985	XP_060405808.1	XP_045264082.1
OG0008986	XP_060405809.1	XP_045264081.1
OG0008987	XP_060405810.1	XP_045264080.1
OG0008988	XP_060405812.1	XP_045264079.1
OG0008989	XP_060405814.1	XP_045264078.1
OG0008990	XP_060405816.1	XP_045264077.1
OG0008991	XP_060405818.1	XP_045264076.1
OG0008992	XP_060405820.1	XP_045264015.1
OG0008993	XP_060405822.1	XP_045264014.1
OG0008994	XP_060405823.1	XP_045264011.1
OG0008995	XP_060405826.1	XP_045264010.1
OG0008996	XP_060405830.1	XP_045264008.1
OG0008997	XP_060405831.1	XP_045264007.1
OG0008998	XP_060405835.1	XP_045264017.1
OG0008999	XP_060405836.1	XP_045264018.1
OG0009000	XP_060405838.1	XP_045264020.1
OG0009001	XP_060405839.1	XP_045264126.1
OG0009002	XP_060405841.1	XP_045264022.1
OG0009003	XP_060405842.1	XP_045264023.1
OG0009004	XP_060405844.1	XP_045264024.1
OG0009005	XP_060405845.1	XP_045264025.1
OG0009006	XP_060405846.1	XP_045264026.1
OG0009007	XP_060405847.1	XP_045264027.1
OG0009008	XP_060405850.1	XP_045264029.1
OG0009009	XP_060405851.1	XP_045264030.1
OG0009010	XP_060405854.1	XP_045264031.1
OG0009011	XP_060405855.1	XP_045264032.1
OG0009012	XP_060405861.1	XP_045264000.1
OG0009013	XP_060405862.1	XP_045264001.1
OG0009014	XP_060405863.1	XP_045264003.1
OG0009015	XP_060405871.1	XP_045264073.1
OG0009016	XP_060405873.1	XP_045264072.1
OG0009017	XP_060405874.1	XP_045264071.1
OG0009018	XP_060405875.1	XP_045264070.1
OG0009019	XP_060405877.1	XP_045263995.1
OG0009020	XP_060405879.1	XP_045264040.1
OG0009021	XP_060405883.1	XP_045264042.1
OG0009022	XP_060405884.1	XP_045264043.1
OG0009023	XP_060405885.1	XP_045264044.1
OG0009024	XP_060405887.1	XP_045264045.1
OG0009025	XP_060405888.1	XP_045264046.1
OG0009026	XP_060405889.1	XP_045264063.1
OG0009027	XP_060405894.1	XP_045264047.1
OG0009028	XP_060405896.1	XP_045264048.1
OG0009029	XP_060405899.1	XP_045261805.1
OG0009030	XP_060405900.1	XP_045261806.1
OG0009031	XP_060405901.1	XP_045261807.1
OG0009032	XP_060405903.1	XP_045261808.1
OG0009033	XP_060405904.1	XP_045261809.1
OG0009034	XP_060405907.1	XP_045261810.1
OG0009035	XP_060405909.1	XP_045260353.1
OG0009036	XP_060405911.1	XP_045260355.1
OG0009037	XP_060405912.1	XP_045260356.1
OG0009038	XP_060405914.1	XP_045260357.1
OG0009039	XP_060405915.1	XP_045260358.1
OG0009040	XP_060405916.1	XP_045260359.1
OG0009041	XP_060405917.1	XP_045260360.1
OG0009042	XP_060405919.1	XP_045260361.1
OG0009043	XP_060405920.1	XP_045260362.1
OG0009044	XP_060405922.1	XP_045260363.1
OG0009045	XP_060405924.1	XP_045260365.1
OG0009046	XP_060405925.1	XP_045260366.1
OG0009047	XP_060405926.1	XP_045260367.1
OG0009048	XP_060405928.1	XP_045260369.1
OG0009049	XP_060405929.1	XP_045260370.1
OG0009050	XP_060405930.1	XP_045260371.1
OG0009051	XP_060405931.1	XP_045269895.1
OG0009052	XP_060405932.1	XP_045269896.1
OG0009053	XP_060405933.1	XP_045269897.1
OG0009054	XP_060405934.1	XP_045269898.1
OG0009055	XP_060405935.1	XP_045269899.1
OG0009056	XP_060405936.1	XP_045269900.1
OG0009057	XP_060405938.1	XP_045269905.1
OG0009058	XP_060405939.1	XP_045269869.1
OG0009059	XP_060405941.1	XP_045269868.1
OG0009060	XP_060405942.1	XP_045269867.1
OG0009061	XP_060405943.1	XP_045269866.1
OG0009062	XP_060405945.1	XP_045269864.1
OG0009063	XP_060405946.1	XP_045269863.1
OG0009064	XP_060405947.1	XP_045269859.1
OG0009065	XP_060405948.1	XP_045269860.1
OG0009066	XP_060405949.1	XP_045269861.1
OG0009067	XP_060405950.1	XP_045269862.1
OG0009068	XP_060405951.1	XP_045269858.1
OG0009069	XP_060405952.1	XP_045269857.1
OG0009070	XP_060405954.1	XP_045269855.1
OG0009071	XP_060405955.1	XP_045269854.1
OG0009072	XP_060405956.1	XP_045269853.1
OG0009073	XP_060405957.1	XP_045269852.1
OG0009075	XP_060405960.1	XP_045269850.1
OG0009076	XP_060405961.1	XP_045269849.1
OG0009077	XP_060405962.1	XP_045269847.1
OG0009078	XP_060405964.1	XP_045269846.1
OG0009079	XP_060405967.1	XP_045269845.1
OG0009080	XP_060405968.1	XP_045269844.1
OG0009081	XP_060405972.1	XP_045269842.1
OG0009082	XP_060405974.1	XP_045269841.1
OG0009083	XP_060405977.1	XP_045269839.1
OG0009084	XP_060405978.1	XP_045269838.1
OG0009085	XP_060405983.1	XP_045269836.1
OG0009086	XP_060405984.1	XP_045269835.1
OG0009087	XP_060405985.1	XP_045269834.1
OG0009088	XP_060405986.1	XP_045269833.1
OG0009089	XP_060405987.1	XP_045269832.1
OG0009090	XP_060405988.1	XP_045269831.1
OG0009091	XP_060405989.1	XP_045269830.1
OG0009092	XP_060405990.1	XP_045269829.1
OG0009093	XP_060405991.1	XP_045269828.1
OG0009094	XP_060405992.1	XP_045269827.1
OG0009095	XP_060405993.1	XP_045269826.1
OG0009096	XP_060405995.1	XP_045269825.1
OG0009097	XP_060405996.1	XP_045269824.1
OG0009098	XP_060405997.1	XP_045269823.1
OG0009099	XP_060405998.1	XP_045269822.1
OG0009100	XP_060406000.1	XP_045269821.1
OG0009101	XP_060406001.1	XP_045269820.1
OG0009102	XP_060406002.1	XP_045269819.1
OG0009103	XP_060406004.1	XP_045269818.1
OG0009104	XP_060406005.1	XP_045269817.1
OG0009105	XP_060406006.1	XP_045269816.1
OG0009106	XP_060406007.1	XP_045269815.1
OG0009107	XP_060406008.1	XP_045269814.1
OG0009108	XP_060406015.1	XP_045269813.1
OG0009109	XP_060406019.1	XP_045269810.1
OG0009110	XP_060406020.1	XP_045269809.1
OG0009111	XP_060406023.1	XP_045269808.1
OG0009112	XP_060406024.1	XP_045269807.1
OG0009113	XP_060406026.1	XP_045265583.1
OG0009114	XP_060406027.1	XP_045256115.1
OG0009115	XP_060406028.1	XP_045256114.1
OG0009116	XP_060406029.1	XP_045256113.1
OG0009117	XP_060406032.1	XP_045256111.1
OG0009118	XP_060406033.1	XP_045256110.1
OG0009119	XP_060406035.1	XP_045256109.1
OG0009120	XP_060406036.1	XP_045256108.1
OG0009121	XP_060406037.1	XP_045256107.1
OG0009122	XP_060406038.1	XP_045256106.1
OG0009123	XP_060406039.1	XP_045256105.1
OG0009124	XP_060406040.1	XP_045265646.1
OG0009125	XP_060406043.1	XP_045265644.1
OG0009126	XP_060406046.1	XP_045265643.1
OG0009127	XP_060406048.1	XP_045265642.1
OG0009128	XP_060406053.1	XP_045265637.1
OG0009129	XP_060406054.1	XP_045265636.1
OG0009130	XP_060406055.1	XP_045265635.1
OG0009131	XP_060406056.1	XP_045265634.1
OG0009132	XP_060406058.1	XP_045265633.1
OG0009133	XP_060406059.1	XP_045265632.1
OG0009134	XP_060406060.1	XP_045265631.1
OG0009135	XP_060406061.1	XP_045265630.1
OG0009136	XP_060406062.1	XP_045265629.1
OG0009137	XP_060406064.1	XP_045265627.1
OG0009138	XP_060406065.1	XP_045265626.1
OG0009139	XP_060406067.1	XP_045265624.1
OG0009140	XP_060406072.1	XP_045265622.1
OG0009141	XP_060406077.1	XP_045265621.1
OG0009142	XP_060406079.1	XP_045265620.1
OG0009143	XP_060406080.1	XP_045265619.1
OG0009144	XP_060406082.1	XP_045265618.1
OG0009145	XP_060406083.1	XP_045265617.1
OG0009146	XP_060406084.1	XP_045265616.1
OG0009147	XP_060406085.1	XP_045265615.1
OG0009148	XP_060406086.1	XP_045265614.1
OG0009149	XP_060406088.1	XP_045265612.1
OG0009150	XP_060406089.1	XP_045265611.1
OG0009151	XP_060406090.1	XP_045265610.1
OG0009152	XP_060406092.1	XP_045265609.1
OG0009153	XP_060406093.1	XP_045265608.1
OG0009154	XP_060406094.1	XP_045265607.1
OG0009155	XP_060406095.1	XP_045265606.1
OG0009156	XP_060406096.1	XP_045265605.1
OG0009157	XP_060406097.1	XP_045265604.1
OG0009158	XP_060406100.1	XP_045265603.1
OG0009159	XP_060406101.1	XP_045265602.1
OG0009160	XP_060406102.1	XP_045265601.1
OG0009161	XP_060406103.1	XP_045265600.1
OG0009162	XP_060406105.1	XP_045265599.1
OG0009163	XP_060406106.1	XP_045265598.1
OG0009164	XP_060406107.1	XP_045265597.1
OG0009165	XP_060406108.1	XP_045265596.1
OG0009166	XP_060406110.1	XP_045265595.1
OG0009167	XP_060406112.1	XP_045265594.1
OG0009168	XP_060406113.1	XP_045265593.1
OG0009169	XP_060406114.1	XP_045265591.1
OG0009170	XP_060406116.1	XP_045265590.1
OG0009171	XP_060406117.1	XP_045265589.1
OG0009172	XP_060406120.1	XP_045265586.1
OG0009173	XP_060406124.1	XP_045265582.1
OG0009174	XP_060406126.1	XP_045265580.1
OG0009175	XP_060406127.1	XP_045265578.1
OG0009176	XP_060406129.1	XP_045265576.1
OG0009177	XP_060406132.1	XP_045265573.1
OG0009178	XP_060406135.1	XP_045265571.1
OG0009179	XP_060406136.1	XP_045265570.1
OG0009180	XP_060406137.1	XP_045265569.1
OG0009181	XP_060406141.1	XP_045265566.1
OG0009182	XP_060406143.1	XP_045265567.1
OG0009183	XP_060406148.1	XP_045265568.1
OG0009184	XP_060406149.1	XP_045265563.1
OG0009185	XP_060406150.1	XP_045265562.1
OG0009186	XP_060406151.1	XP_045265561.1
OG0009187	XP_060406153.1	XP_045265560.1
OG0009188	XP_060406154.1	XP_045265559.1
OG0009189	XP_060406155.1	XP_045265558.1
OG0009190	XP_060406156.1	XP_045265557.1
OG0009191	XP_060406157.1	XP_045265556.1
OG0009192	XP_060406160.1	XP_045265554.1
OG0009193	XP_060406161.1	XP_045265553.1
OG0009194	XP_060406162.1	XP_045265552.1
OG0009195	XP_060406164.1	XP_045265551.1
OG0009196	XP_060406165.1	XP_045265550.1
OG0009197	XP_060406177.1	XP_045265542.1
OG0009198	XP_060406178.1	XP_045265541.1
OG0009199	XP_060406182.1	XP_045265537.1
OG0009200	XP_060406186.1	XP_045265536.1
OG0009201	XP_060406188.1	XP_045265535.1
OG0009202	XP_060406189.1	XP_045265534.1
OG0009203	XP_060406191.1	XP_045265508.1
OG0009204	XP_060406192.1	XP_045265509.1
OG0009205	XP_060406193.1	XP_045265510.1
OG0009206	XP_060406195.1	XP_045265511.1
OG0009207	XP_060406196.1	XP_045265512.1
OG0009208	XP_060406197.1	XP_045265513.1
OG0009209	XP_060406201.1	XP_045265514.1
OG0009210	XP_060406202.1	XP_045265515.1
OG0009211	XP_060406203.1	XP_045265516.1
OG0009212	XP_060406204.1	XP_045265517.1
OG0009213	XP_060406207.1	XP_045265531.1
OG0009214	XP_060406208.1	XP_045265530.1
OG0009215	XP_060406210.1	XP_045265529.1
OG0009216	XP_060406214.1	XP_045265528.1
OG0009217	XP_060406215.1	XP_045265527.1
OG0009218	XP_060406222.1	XP_045265522.1
OG0009219	XP_060406224.1	XP_045265520.1
OG0009220	XP_060406225.1	XP_045265519.1
OG0009221	XP_060406226.1	XP_045265518.1
OG0009222	XP_060406235.1	XP_045265490.1
OG0009223	XP_060406239.1	XP_045265491.1
OG0009224	XP_060406240.1	XP_045265492.1
OG0009225	XP_060406242.1	XP_045265493.1
OG0009226	XP_060406243.1	XP_045265494.1
OG0009227	XP_060406246.1	XP_045265495.1
OG0009228	XP_060406247.1	XP_045265496.1
OG0009229	XP_060406249.1	XP_045265499.1
OG0009230	XP_060406251.1	XP_045265500.1
OG0009231	XP_060406252.1	XP_045265501.1
OG0009232	XP_060406253.1	XP_045265502.1
OG0009233	XP_060406254.1	XP_045265503.1
OG0009234	XP_060406255.1	XP_045260167.1
OG0009235	XP_060406258.1	XP_045265465.1
OG0009236	XP_060406261.1	XP_045265466.1
OG0009237	XP_060406264.1	XP_045265467.1
OG0009238	XP_060406265.1	XP_045265468.1
OG0009239	XP_060406266.1	XP_045265469.1
OG0009240	XP_060406267.1	XP_045265470.1
OG0009241	XP_060406268.1	XP_045265471.1
OG0009242	XP_060406269.1	XP_045265472.1
OG0009243	XP_060406270.1	XP_045265473.1
OG0009244	XP_060406271.1	XP_045265474.1
OG0009245	XP_060406272.1	XP_045265475.1
OG0009246	XP_060406273.1	XP_045265476.1
OG0009247	XP_060406277.1	XP_045265328.1
OG0009248	XP_060406278.1	XP_045265329.1
OG0009249	XP_060406279.1	XP_045265330.1
OG0009250	XP_060406281.1	XP_045265334.1
OG0009251	XP_060406286.1	XP_045265333.1
OG0009252	XP_060406287.1	XP_045265332.1
OG0009253	XP_060406288.1	XP_045265335.1
OG0009254	XP_060406289.1	XP_045265336.1
OG0009255	XP_060406290.1	XP_045265337.1
OG0009256	XP_060406291.1	XP_045265338.1
OG0009257	XP_060406294.1	XP_045265341.1
OG0009258	XP_060406299.1	XP_045265343.1
OG0009259	XP_060406301.1	XP_045265346.1
OG0009260	XP_060406302.1	XP_045265347.1
OG0009261	XP_060406304.1	XP_045265348.1
OG0009262	XP_060406305.1	XP_045265349.1
OG0009263	XP_060406309.1	XP_045265350.1
OG0009264	XP_060406311.1	XP_045265352.1
OG0009265	XP_060406314.1	XP_045265355.1
OG0009266	XP_060406317.1	XP_045265356.1
OG0009267	XP_060406320.1	XP_045265357.1
OG0009268	XP_060406321.1	XP_045265358.1
OG0009269	XP_060406323.1	XP_045265359.1
OG0009270	XP_060406324.1	XP_045265360.1
OG0009271	XP_060406326.1	XP_045265361.1
OG0009272	XP_060406327.1	XP_045265362.1
OG0009273	XP_060406328.1	XP_045265363.1
OG0009274	XP_060406329.1	XP_045265364.1
OG0009275	XP_060406331.1	XP_045265366.1
OG0009276	XP_060406334.1	XP_045265367.1
OG0009277	XP_060406335.1	XP_045265368.1
OG0009278	XP_060406336.1	XP_045265369.1
OG0009279	XP_060406337.1	XP_045265370.1
OG0009280	XP_060406353.1	XP_045265452.1
OG0009281	XP_060406355.1	XP_045265453.1
OG0009282	XP_060406356.1	XP_045265454.1
OG0009283	XP_060406358.1	XP_045265456.1
OG0009284	XP_060406359.1	XP_045265457.1
OG0009285	XP_060406363.1	XP_045265458.1
OG0009286	XP_060406364.1	XP_045265459.1
OG0009287	XP_060406369.1	XP_045265451.1
OG0009288	XP_060406372.1	XP_045265425.1
OG0009289	XP_060406373.1	XP_045265426.1
OG0009290	XP_060406374.1	XP_045265427.1
OG0009291	XP_060406375.1	XP_045265428.1
OG0009292	XP_060406376.1	XP_045265429.1
OG0009293	XP_060406378.1	XP_045265431.1
OG0009294	XP_060406380.1	XP_045265433.1
OG0009295	XP_060406381.1	XP_045265434.1
OG0009296	XP_060406383.1	XP_045265435.1
OG0009297	XP_060406385.1	XP_045265436.1
OG0009298	XP_060406387.1	XP_045265437.1
OG0009299	XP_060406389.1	XP_045265438.1
OG0009300	XP_060406390.1	XP_045265439.1
OG0009301	XP_060406393.1	XP_045265442.1
OG0009302	XP_060406394.1	XP_045265443.1
OG0009303	XP_060406395.1	XP_045265444.1
