Orthogroup	Colletotrichum_abscissum	Colletotrichum_godetiae
OG0010409	XP_060400636.1	XP_060421837.1
OG0010410	XP_060400637.1	XP_060421838.1
OG0010411	XP_060400639.1	XP_060421839.1
OG0010412	XP_060400664.1	XP_060424807.1
OG0010413	XP_060400679.1	XP_060424824.1
OG0010414	XP_060400711.1	XP_060424853.1
OG0010415	XP_060400725.1	XP_060424865.1
OG0010416	XP_060400732.1	XP_060424872.1
OG0010417	XP_060400733.1	XP_060424873.1
OG0010418	XP_060400737.1	XP_060424877.1
OG0010419	XP_060400745.1	XP_060433587.1
OG0010420	XP_060400748.1	XP_060433590.1
OG0010421	XP_060400749.1	XP_060433592.1
OG0010422	XP_060400752.1	XP_060433594.1
OG0010423	XP_060400756.1	XP_060433599.1
OG0010424	XP_060400761.1	XP_060433604.1
OG0010425	XP_060400775.1	XP_060433611.1
OG0010426	XP_060400782.1	XP_060433624.1
OG0010427	XP_060400787.1	XP_060433630.1
OG0010428	XP_060400801.1	XP_060433641.1
OG0010430	XP_060400860.1	XP_060426598.1
OG0010431	XP_060400871.1	XP_060426609.1
OG0010432	XP_060400881.1	XP_060431828.1
OG0010433	XP_060400883.1	XP_060431826.1
OG0010434	XP_060400884.1	XP_060431825.1
OG0010436	XP_060400955.1	XP_060431761.1
OG0010437	XP_060401005.1	XP_060431713.1
OG0010438	XP_060401007.1	XP_060431711.1
OG0010439	XP_060401012.1	XP_060431706.1
OG0010440	XP_060401017.1	XP_060431702.1
OG0010441	XP_060401032.1	XP_060431686.1
OG0010442	XP_060401039.1	XP_060431679.1
OG0010443	XP_060401057.1	XP_060431663.1
OG0010444	XP_060401067.1	XP_060431652.1
OG0010445	XP_060401093.1	XP_060427934.1
OG0010446	XP_060401124.1	XP_060427910.1
OG0010447	XP_060401129.1	XP_060427908.1
OG0010448	XP_060401153.1	XP_060427880.1
OG0010449	XP_060401157.1	XP_060429099.1
OG0010450	XP_060401173.1	XP_060429087.1
OG0010451	XP_060401180.1	XP_060429078.1
OG0010452	XP_060401184.1	XP_060429074.1
OG0010453	XP_060401191.1	XP_060429069.1
OG0010454	XP_060401219.1	XP_060429041.1
OG0010455	XP_060401222.1	XP_060429037.1
OG0010456	XP_060401228.1	XP_060429032.1
OG0010457	XP_060401231.1	XP_060429027.1
OG0010458	XP_060401235.1	XP_060429022.1
OG0010459	XP_060401242.1	XP_060429013.1
OG0010461	XP_060401266.1	XP_060428989.1
OG0010462	XP_060401268.1	XP_060428987.1
OG0010463	XP_060401269.1	XP_060428986.1
OG0010464	XP_060401272.1	XP_060428983.1
OG0010465	XP_060401284.1	XP_060428970.1
OG0010466	XP_060401285.1	XP_060428969.1
OG0010467	XP_060401298.1	XP_060428954.1
OG0010468	XP_060401300.1	XP_060428952.1
OG0010469	XP_060401311.1	XP_060428941.1
OG0010470	XP_060401313.1	XP_060428939.1
OG0010471	XP_060401336.1	XP_060428914.1
OG0010472	XP_060401399.1	XP_060421610.1
OG0010473	XP_060401402.1	XP_060421613.1
OG0010473	XP_060403662.1	XP_060423418.1
OG0010474	XP_060401408.1	XP_060423485.1
OG0010475	XP_060401411.1	XP_060423488.1
OG0010476	XP_060401419.1	XP_060423492.1
OG0010477	XP_060401420.1	XP_060423493.1
OG0010478	XP_060401425.1	XP_060423498.1
OG0010479	XP_060401426.1	XP_060423499.1
OG0010480	XP_060401427.1	XP_060423500.1
OG0010481	XP_060401428.1	XP_060423501.1
OG0010482	XP_060401431.1	XP_060423503.1
OG0010483	XP_060401449.1	XP_060423516.1
OG0010484	XP_060401452.1	XP_060423519.1
OG0010485	XP_060401454.1	XP_060423521.1
OG0010486	XP_060401466.1	XP_060423536.1
OG0010487	XP_060401477.1	XP_060423545.1
OG0010488	XP_060401482.1	XP_060423549.1
OG0010489	XP_060401511.1	XP_060426894.1
OG0010490	XP_060401512.1	XP_060426893.1
OG0010492	XP_060401527.1	XP_060426879.1
OG0010493	XP_060401548.1	XP_060426857.1
OG0010494	XP_060401563.1	XP_060426843.1
OG0010495	XP_060401564.1	XP_060426842.1
OG0010496	XP_060401567.1	XP_060426839.1
OG0010497	XP_060401588.1	XP_060426818.1
OG0010498	XP_060401594.1	XP_060426812.1
OG0010499	XP_060401595.1	XP_060426811.1
OG0010500	XP_060401628.1	XP_060426797.1
OG0010501	XP_060401634.1	XP_060426792.1
OG0010502	XP_060401654.1	XP_060429745.1
OG0010503	XP_060401696.1	XP_060429708.1
OG0010504	XP_060401713.1	XP_060425478.1
OG0010505	XP_060401730.1	XP_060426907.1
OG0010506	XP_060401739.1	XP_060426915.1
OG0010508	XP_060401744.1	XP_060430025.1, XP_060428461.1
OG0010509	XP_060401752.1	XP_060426928.1
OG0010510	XP_060401760.1	XP_060426936.1
OG0010511	XP_060401775.1	XP_060426950.1
OG0010512	XP_060401783.1	XP_060426958.1
OG0010513	XP_060401797.1	XP_060426975.1
OG0010514	XP_060401811.1	XP_060426982.1
OG0010515	XP_060401815.1	XP_060426986.1
OG0010516	XP_060401842.1, XP_060402288.1	XP_060430351.1
OG0010517	XP_060401856.1	XP_060427847.1
OG0010518	XP_060401869.1	XP_060427837.1
OG0010519	XP_060401870.1	XP_060427836.1
OG0010520	XP_060401872.1	XP_060427834.1
OG0010521	XP_060401878.1	XP_060427830.1
OG0010522	XP_060401881.1	XP_060427827.1
OG0010523	XP_060401882.1	XP_060427826.1
OG0010524	XP_060401903.1	XP_060427783.1
OG0010525	XP_060401906.1	XP_060427780.1
OG0010526	XP_060401911.1	XP_060427810.1
OG0010527	XP_060401940.1	XP_060427776.1
OG0010528	XP_060401955.1	XP_060427761.1
OG0010529	XP_060401970.1	XP_060427743.1
OG0010530	XP_060401976.1	XP_060427737.1
OG0010531	XP_060401979.1	XP_060427733.1
OG0010532	XP_060401980.1	XP_060427732.1
OG0010533	XP_060401990.1	XP_060427721.1
OG0010534	XP_060401998.1	XP_060427714.1
OG0010535	XP_060402002.1	XP_060427710.1
OG0010536	XP_060402018.1	XP_060427694.1
OG0010538	XP_060402048.1	XP_060428830.1
OG0010539	XP_060402049.1	XP_060428829.1
OG0010540	XP_060402058.1	XP_060428820.1
OG0010541	XP_060402061.1	XP_060428817.1
OG0010542	XP_060402077.1	XP_060428802.1
OG0010543	XP_060402078.1	XP_060428801.1
OG0010544	XP_060402089.1	XP_060428797.1
OG0010545	XP_060402099.1	XP_060428788.1
OG0010546	XP_060402104.1	XP_060428783.1
OG0010548	XP_060402122.1	XP_060428762.1
OG0010549	XP_060402159.1	XP_060434236.1
OG0010550	XP_060402166.1	XP_060434242.1
OG0010551	XP_060402167.1	XP_060434243.1
OG0010552	XP_060402171.1	XP_060434247.1
OG0010553	XP_060402173.1	XP_060434249.1
OG0010554	XP_060402174.1	XP_060434250.1
OG0010555	XP_060402175.1	XP_060434251.1
OG0010556	XP_060402176.1	XP_060434252.1
OG0010557	XP_060402177.1	XP_060434253.1
OG0010558	XP_060402178.1	XP_060434254.1
OG0010559	XP_060402180.1	XP_060434256.1
OG0010560	XP_060402194.1	XP_060434267.1
OG0010561	XP_060402195.1	XP_060434268.1
OG0010564	XP_060402287.1	XP_060430350.1
OG0010565	XP_060402317.1	XP_060430378.1
OG0010566	XP_060402318.1	XP_060430379.1
OG0010567	XP_060402404.1	XP_060435252.1
OG0010568	XP_060402413.1	XP_060435261.1
OG0010569	XP_060402425.1	XP_060435272.1
OG0010570	XP_060402447.1	XP_060428252.1
OG0010571	XP_060402448.1	XP_060422664.1, XP_060428251.1
OG0010572	XP_060402464.1	XP_060430689.1
OG0010573	XP_060402477.1	XP_060430704.1
OG0010574	XP_060402522.1	XP_060435173.1
OG0010575	XP_060402581.1	XP_060430469.1
OG0010576	XP_060402586.1	XP_060430467.1
OG0010577	XP_060402590.1	XP_060430463.1
OG0010578	XP_060402591.1	XP_060430462.1
OG0010579	XP_060402592.1	XP_060430461.1
OG0010580	XP_060402598.1	XP_060430454.1
OG0010581	XP_060402600.1	XP_060430452.1
OG0010582	XP_060402611.1	XP_060430441.1
OG0010583	XP_060402613.1	XP_060430437.1
OG0010584	XP_060402614.1	XP_060430436.1
OG0010585	XP_060402615.1	XP_060430435.1
OG0010586	XP_060402618.1	XP_060436790.1, XP_060430433.1
OG0010587	XP_060402628.1	XP_060430424.1
OG0010588	XP_060402631.1	XP_060430420.1
OG0010589	XP_060402653.1	XP_060424615.1
OG0010590	XP_060402671.1	XP_060424661.1
OG0010591	XP_060402706.1	XP_060424696.1
OG0010592	XP_060402707.1	XP_060424697.1
OG0010593	XP_060402710.1	XP_060424699.1
OG0010594	XP_060402711.1	XP_060424700.1
OG0010595	XP_060402714.1	XP_060424703.1
OG0010596	XP_060402717.1	XP_060426364.1
OG0010597	XP_060402758.1	XP_060426334.1
OG0010598	XP_060402772.1	XP_060426321.1
OG0010599	XP_060402780.1	XP_060426313.1
OG0010600	XP_060402788.1	XP_060426305.1
OG0010601	XP_060402796.1	XP_060426297.1
OG0010602	XP_060402809.1	XP_060426283.1
OG0010603	XP_060402829.1	XP_060426264.1
OG0010604	XP_060402831.1	XP_060426262.1
OG0010605	XP_060402867.1	XP_060425061.1
OG0010606	XP_060402880.1	XP_060427175.1
OG0010607	XP_060402881.1	XP_060427177.1
OG0010608	XP_060402883.1	XP_060427179.1
OG0010609	XP_060402894.1	XP_060427189.1
OG0010610	XP_060402917.1	XP_060427204.1
OG0010611	XP_060402924.1	XP_060427210.1
OG0010612	XP_060402928.1	XP_060427213.1
OG0010613	XP_060402931.1	XP_060427216.1
OG0010614	XP_060402942.1	XP_060427226.1
OG0010615	XP_060402955.1	XP_060427241.1
OG0010616	XP_060402959.1	XP_060427244.1
OG0010617	XP_060402972.1	XP_060427257.1
OG0010618	XP_060402977.1	XP_060427263.1
OG0010619	XP_060402982.1	XP_060427268.1
OG0010620	XP_060402984.1	XP_060427270.1
OG0010621	XP_060403009.1	XP_060427290.1, XP_060427291.1
OG0010622	XP_060403010.1	XP_060427292.1
OG0010623	XP_060403031.1	XP_060427315.1
OG0010624	XP_060403033.1	XP_060427317.1
OG0010625	XP_060403034.1	XP_060427318.1
OG0010626	XP_060403039.1	XP_060427322.1
OG0010627	XP_060403040.1	XP_060427323.1
OG0010628	XP_060403041.1	XP_060427324.1
OG0010629	XP_060403050.1	XP_060427333.1
OG0010631	XP_060403059.1	XP_060426129.1
OG0010632	XP_060403060.1	XP_060426130.1
OG0010633	XP_060403067.1	XP_060426136.1
OG0010634	XP_060403082.1	XP_060426151.1
OG0010635	XP_060403089.1	XP_060426158.1
OG0010636	XP_060403103.1	XP_060426172.1
OG0010637	XP_060403105.1	XP_060426173.1
OG0010638	XP_060403116.1	XP_060426184.1
OG0010639	XP_060403117.1	XP_060426185.1
OG0010640	XP_060403122.1	XP_060426191.1
OG0010641	XP_060403140.1	XP_060426206.1
OG0010642	XP_060403144.1	XP_060426210.1
OG0010643	XP_060403152.1	XP_060426219.1
OG0010644	XP_060403158.1	XP_060426225.1
OG0010647	XP_060403196.1	XP_060428273.1
OG0010647	XP_060404950.1	XP_060424641.1
OG0010649	XP_060403222.1	XP_060423895.1
OG0010650	XP_060403225.1	XP_060423898.1
OG0010651	XP_060403256.1	XP_060423930.1
OG0010652	XP_060403264.1	XP_060423938.1
OG0010653	XP_060403265.1	XP_060423939.1
OG0010654	XP_060403267.1	XP_060423941.1
OG0010655	XP_060403268.1	XP_060423942.1
OG0010656	XP_060403269.1	XP_060423943.1
OG0010657	XP_060403270.1	XP_060423944.1
OG0010658	XP_060403280.1	XP_060423956.1
OG0010659	XP_060403294.1	XP_060425669.1
OG0010660	XP_060403296.1	XP_060425667.1
OG0010661	XP_060403298.1	XP_060425665.1
OG0010662	XP_060403301.1	XP_060425663.1
OG0010663	XP_060403302.1	XP_060425662.1
OG0010664	XP_060403312.1	XP_060425656.1
OG0010665	XP_060403323.1	XP_060425646.1
OG0010666	XP_060403328.1	XP_060425641.1
OG0010668	XP_060403365.1	XP_060425607.1
OG0010669	XP_060403367.1	XP_060425605.1
OG0010670	XP_060403370.1	XP_060425602.1
OG0010671	XP_060403371.1	XP_060425601.1
OG0010672	XP_060403409.1	XP_060425565.1
OG0010674	XP_060403418.1	XP_060425596.1
OG0010675	XP_060403421.1	XP_060429354.1
OG0010676	XP_060403442.1	XP_060429373.1
OG0010677	XP_060403443.1	XP_060429374.1
OG0010678	XP_060403444.1	XP_060429375.1
OG0010679	XP_060403445.1	XP_060429376.1
OG0010680	XP_060403452.1	XP_060429382.1
OG0010681	XP_060403458.1	XP_060429388.1
OG0010682	XP_060403471.1	XP_060429401.1
OG0010683	XP_060403481.1	XP_060429408.1
OG0010684	XP_060403487.1	XP_060429414.1
OG0010685	XP_060403488.1	XP_060429415.1
OG0010686	XP_060403491.1	XP_060429418.1
OG0010687	XP_060403504.1	XP_060429431.1
OG0010688	XP_060403514.1	XP_060429441.1
OG0010689	XP_060403522.1	XP_060429449.1
OG0010690	XP_060403533.1	XP_060429460.1
OG0010691	XP_060403560.1	XP_060429485.1
OG0010692	XP_060403569.1	XP_060429493.1
OG0010693	XP_060403578.1	XP_060429501.1
OG0010694	XP_060403582.1	XP_060429505.1
OG0010695	XP_060403649.1	XP_060423434.1
OG0010696	XP_060403650.1	XP_060423432.1
OG0010697	XP_060403660.1	XP_060423420.1
OG0010698	XP_060403676.1	XP_060423406.1
OG0010699	XP_060403694.1	XP_060432976.1
OG0010700	XP_060403702.1	XP_060432968.1
OG0010701	XP_060403706.1	XP_060432963.1
OG0010702	XP_060403712.1	XP_060432957.1
OG0010702	XP_060404430.1	XP_060421985.1
OG0010703	XP_060403722.1	XP_060432948.1
OG0010704	XP_060403753.1	XP_060432915.1
OG0010705	XP_060403774.1	XP_060432893.1
OG0010706	XP_060403775.1	XP_060432892.1
OG0010707	XP_060403777.1	XP_060432890.1
OG0010708	XP_060403798.1	XP_060432872.1
OG0010709	XP_060403803.1	XP_060432866.1
OG0010710	XP_060403840.1	XP_060432835.1
OG0010711	XP_060403847.1	XP_060432829.1
OG0010712	XP_060403896.1	XP_060421971.1
OG0010713	XP_060403901.1	XP_060421974.1
OG0010714	XP_060403902.1	XP_060421975.1
OG0010716	XP_060403959.1	XP_060426543.1
OG0010717	XP_060403968.1	XP_060426551.1
OG0010718	XP_060403977.1	XP_060433556.1
OG0010719	XP_060403995.1	XP_060433572.1
OG0010721	XP_060404063.1	XP_060425364.1
OG0010722	XP_060404068.1	XP_060425359.1
OG0010723	XP_060404092.1	XP_060425331.1
OG0010724	XP_060404094.1	XP_060425333.1
OG0010725	XP_060404095.1	XP_060425334.1
OG0010726	XP_060404096.1	XP_060425335.1
OG0010727	XP_060404114.1	XP_060425317.1
OG0010728	XP_060404116.1	XP_060425315.1
OG0010729	XP_060404122.1	XP_060425310.1
OG0010730	XP_060404132.1	XP_060425300.1
OG0010731	XP_060404134.1	XP_060425299.1
OG0010732	XP_060404140.1	XP_060425292.1
OG0010733	XP_060404142.1	XP_060425290.1
OG0010734	XP_060404143.1	XP_060425289.1
OG0010735	XP_060404152.1	XP_060425280.1
OG0010736	XP_060404153.1	XP_060425279.1
OG0010737	XP_060404154.1	XP_060425278.1
OG0010738	XP_060404156.1	XP_060425276.1
OG0010739	XP_060404157.1	XP_060425275.1
OG0010740	XP_060404161.1	XP_060425271.1
OG0010741	XP_060404166.1	XP_060425266.1
OG0010742	XP_060404184.1	XP_060421464.1, XP_060425052.1
OG0010743	XP_060404185.1	XP_060425051.1
OG0010744	XP_060404197.1	XP_060425039.1
OG0010745	XP_060404211.1	XP_060425024.1
OG0010746	XP_060404212.1	XP_060425023.1
OG0010747	XP_060404216.1	XP_060425020.1
OG0010748	XP_060404225.1	XP_060425011.1
OG0010749	XP_060404227.1	XP_060425009.1
OG0010750	XP_060404228.1	XP_060425008.1
OG0010751	XP_060404233.1	XP_060425001.1
OG0010752	XP_060404235.1	XP_060424999.1
OG0010753	XP_060404244.1	XP_060424989.1
OG0010754	XP_060404246.1	XP_060424988.1
OG0010755	XP_060404262.1	XP_060424976.1
OG0010756	XP_060404263.1	XP_060424975.1
OG0010757	XP_060404277.1	XP_060423194.1
OG0010758	XP_060404288.1	XP_060423202.1
OG0010759	XP_060404296.1	XP_060423211.1
OG0010760	XP_060404323.1	XP_060423229.1
OG0010762	XP_060404347.1	XP_060423257.1
OG0010763	XP_060404351.1	XP_060423258.1
OG0010764	XP_060404399.1	XP_060422669.1
OG0010765	XP_060404410.1	XP_060421998.1
OG0010766	XP_060404411.1	XP_060421995.1
OG0010767	XP_060404445.1	XP_060427360.1
OG0010768	XP_060404451.1	XP_060427366.1
OG0010769	XP_060404465.1	XP_060427378.1
OG0010770	XP_060404505.1	XP_060432664.1, XP_060427338.1, XP_060421655.1
OG0010771	XP_060404567.1	XP_060427597.1
OG0010772	XP_060404569.1	XP_060427594.1
OG0010774	XP_060404655.1	XP_060436040.1
OG0010775	XP_060404687.1	XP_060436261.1
OG0010776	XP_060404694.1	XP_060436269.1
OG0010777	XP_060404735.1	XP_060436311.1
OG0010778	XP_060404743.1	XP_060436320.1
OG0010782	XP_060404796.1	XP_060436364.1
OG0010783	XP_060404820.1	XP_060436371.1
OG0010784	XP_060404823.1	XP_060436368.1
OG0010785	XP_060404825.1	XP_060436366.1
OG0010786	XP_060404840.1	XP_060436402.1
OG0010787	XP_060404846.1	XP_060436408.1
OG0010788	XP_060404848.1	XP_060436410.1
OG0010789	XP_060404852.1	XP_060436414.1
OG0010790	XP_060404868.1	XP_060436425.1
OG0010791	XP_060404948.1	XP_060424646.1, XP_060421905.1
OG0010792	XP_060404992.1	XP_060427155.1
OG0010793	XP_060404995.1	XP_060427153.1
OG0010794	XP_060405004.1	XP_060427147.1
OG0010795	XP_060405007.1	XP_060427145.1
OG0010796	XP_060405011.1	XP_060427142.1
OG0010797	XP_060405029.1	XP_060427126.1
OG0010798	XP_060405058.1	XP_060427100.1
OG0010800	XP_060405103.1	XP_060427054.1
OG0010801	XP_060405112.1	XP_060427042.1
OG0010802	XP_060405124.1	XP_060427030.1
OG0010803	XP_060405132.1	XP_060431839.1
OG0010804	XP_060405133.1	XP_060431840.1
OG0010805	XP_060405138.1	XP_060431845.1
OG0010806	XP_060405139.1	XP_060431846.1
OG0010807	XP_060405142.1	XP_060431849.1
OG0010808	XP_060405143.1	XP_060431850.1
OG0010809	XP_060405162.1	XP_060423686.1
OG0010810	XP_060405164.1	XP_060423689.1
OG0010811	XP_060405168.1	XP_060423692.1
OG0010812	XP_060405170.1	XP_060423694.1
OG0010813	XP_060405186.1	XP_060423709.1
OG0010814	XP_060405206.1	XP_060426006.1
OG0010815	XP_060405218.1	XP_060426018.1
OG0010816	XP_060405224.1	XP_060426023.1
OG0010817	XP_060405230.1	XP_060426031.1
OG0010818	XP_060405235.1	XP_060426034.1
OG0010819	XP_060405245.1	XP_060426044.1
OG0010820	XP_060405258.1	XP_060426056.1
OG0010821	XP_060405266.1	XP_060426063.1
OG0010822	XP_060405283.1	XP_060426075.1
OG0010823	XP_060405284.1	XP_060426076.1
OG0010824	XP_060405285.1	XP_060426078.1
OG0010825	XP_060405288.1	XP_060426081.1
OG0010826	XP_060405291.1	XP_060426084.1
OG0010827	XP_060405313.1	XP_060426105.1
OG0010828	XP_060405324.1	XP_060426116.1
OG0010829	XP_060405338.1	XP_060422869.1
OG0010830	XP_060405363.1	XP_060422895.1
OG0010831	XP_060405390.1	XP_060422083.1
OG0010832	XP_060405403.1	XP_060430405.1
OG0010833	XP_060405404.1	XP_060430404.1
OG0010834	XP_060405405.1	XP_060430403.1
OG0010835	XP_060405439.1	XP_060422397.1
OG0010836	XP_060405461.1	XP_060427688.1, XP_060424638.1, XP_060434131.1
OG0010837	XP_060405482.1	XP_060436471.1
OG0010839	XP_060405489.1	XP_060431273.1
OG0010840	XP_060405491.1	XP_060431275.1
OG0010840	XP_060405656.1	XP_060423572.1
OG0010843	XP_060405502.1	XP_060422649.1
OG0010844	XP_060405525.1	XP_060427868.1
OG0010845	XP_060405534.1	XP_060427859.1
OG0010848	XP_060405552.1	XP_060421685.1
OG0010849	XP_060405566.1	XP_060421670.1
OG0010850	XP_060405567.1	XP_060421669.1
OG0010851	XP_060405589.1	XP_060424466.1
OG0010852	XP_060405594.1	XP_060424471.1
OG0010853	XP_060405603.1	XP_060424480.1
OG0010854	XP_060405614.1	XP_060424489.1
OG0010855	XP_060405624.1	XP_060424503.1
OG0010856	XP_060405628.1	XP_060424499.1
OG0010857	XP_060405674.1	XP_060423590.1
OG0010858	XP_060405681.1	XP_060423597.1
OG0010859	XP_060405687.1	XP_060423603.1
OG0010860	XP_060405716.1	XP_060423629.1
OG0010861	XP_060405720.1	XP_060423631.1
OG0010862	XP_060405728.1	XP_060421331.1
OG0010863	XP_060405735.1	XP_060422375.1
OG0010864	XP_060405737.1	XP_060422377.1
OG0010865	XP_060405743.1	XP_060422384.1
OG0010866	XP_060405749.1	XP_060422390.1
OG0010867	XP_060405756.1	XP_060423331.1
OG0010868	XP_060405766.1	XP_060423340.1
OG0010869	XP_060405773.1	XP_060423346.1
OG0010870	XP_060405775.1	XP_060423348.1
OG0010871	XP_060405785.1	XP_060423360.1
OG0010872	XP_060405789.1	XP_060423365.1
OG0010873	XP_060405791.1	XP_060423367.1
OG0010874	XP_060405792.1	XP_060423368.1
OG0010875	XP_060405795.1	XP_060423371.1
OG0010876	XP_060405805.1	XP_060423382.1
OG0010877	XP_060405807.1	XP_060423384.1
OG0010878	XP_060405813.1	XP_060423389.1
OG0010879	XP_060405837.1	XP_060435350.1
OG0010880	XP_060405840.1	XP_060435352.1
OG0010881	XP_060405848.1	XP_060435360.1
OG0010882	XP_060405860.1	XP_060435370.1
OG0010883	XP_060405890.1	XP_060431523.1
OG0010884	XP_060405944.1	XP_060434905.1
OG0010885	XP_060405975.1	XP_060434876.1
OG0010886	XP_060405982.1	XP_060434871.1
OG0010887	XP_060406003.1	XP_060434848.1
OG0010888	XP_060406016.1	XP_060421847.1
OG0010889	XP_060406030.1	XP_060421857.1
OG0010890	XP_060406034.1	XP_060421861.1
OG0010891	XP_060406042.1	XP_060424114.1
OG0010892	XP_060406063.1	XP_060424131.1
OG0010893	XP_060406066.1	XP_060424134.1
OG0010894	XP_060406069.1	XP_060424137.1
OG0010895	XP_060406071.1	XP_060424140.1
OG0010896	XP_060406081.1	XP_060424147.1
OG0010897	XP_060406087.1	XP_060424153.1
OG0010898	XP_060406115.1	XP_060424182.1
OG0010900	XP_060406121.1	XP_060429616.1
OG0010901	XP_060406125.1	XP_060429621.1
OG0010902	XP_060406130.1	XP_060429627.1
OG0010903	XP_060406131.1	XP_060429628.1
OG0010904	XP_060406134.1	XP_060429631.1
OG0010905	XP_060406172.1	XP_060429662.1
OG0010906	XP_060406187.1	XP_060429673.1
OG0010907	XP_060406194.1	XP_060429680.1
OG0010908	XP_060406213.1	XP_060429697.1
OG0010909	XP_060406274.1	XP_060425536.1
OG0010911	XP_060406313.1	XP_060428463.1
OG0010912	XP_060406330.1	XP_060428477.1
OG0010913	XP_060406333.1	XP_060428479.1
OG0010914	XP_060406338.1	XP_060428485.1
OG0010915	XP_060406339.1	XP_060428484.1
OG0010916	XP_060406379.1	XP_060428518.1
OG0010917	XP_060406392.1	XP_060428528.1
OG0010918	XP_060406404.1	XP_060428540.1
OG0010919	XP_060406418.1	XP_060428553.1
OG0010920	XP_060406420.1	XP_060428555.1
OG0010921	XP_060406469.1	XP_060430847.1
OG0010923	XP_060406480.1	XP_060430842.1
OG0010924	XP_060406486.1	XP_060430839.1
OG0010925	XP_060406488.1	XP_060430837.1
OG0010926	XP_060406528.1	XP_060430802.1
OG0010927	XP_060406531.1	XP_060430800.1
OG0010928	XP_060406557.1	XP_060430775.1
OG0010929	XP_060406562.1	XP_060430771.1
OG0010930	XP_060406577.1	XP_060430761.1
OG0010931	XP_060406580.1	XP_060430755.1
OG0011053	XP_060389401.1	XP_060421924.1, XP_060422405.1
OG0011053	XP_060394814.1, XP_060393145.1	XP_060421509.1
OG0011054	XP_060394704.1, XP_060389406.1, XP_060399229.1	XP_060422410.1, XP_060424524.1, XP_060424553.1
OG0011056	XP_060389539.1	XP_060435529.1
OG0011057	XP_060389545.1	XP_060435535.1
OG0011058	XP_060396021.1	XP_060433252.1
OG0011059	XP_060389621.1	XP_060435605.1
OG0011060	XP_060389643.1	XP_060435626.1
OG0011061	XP_060389659.1	XP_060435641.1
OG0011062	XP_060389680.1	XP_060435660.1
OG0011063	XP_060389773.1	XP_060435754.1
OG0011064	XP_060389785.1	XP_060435766.1
OG0011065	XP_060389804.1	XP_060435783.1
OG0011066	XP_060389817.1	XP_060435797.1
OG0011068	XP_060389876.1	XP_060435854.1
OG0011070	XP_060389941.1	XP_060435907.1
OG0011071	XP_060389944.1	XP_060435910.1
OG0011072	XP_060389945.1	XP_060435911.1
OG0011073	XP_060389947.1	XP_060435913.1
OG0011074	XP_060389948.1	XP_060435914.1
OG0011075	XP_060389949.1	XP_060435915.1
OG0011076	XP_060389951.1	XP_060435917.1
OG0011077	XP_060389953.1	XP_060435919.1
OG0011078	XP_060389954.1	XP_060435920.1
OG0011079	XP_060389975.1	XP_060422245.1
OG0011080	XP_060389985.1	XP_060422234.1
OG0011081	XP_060389986.1	XP_060422233.1
OG0011082	XP_060390011.1	XP_060436962.1
OG0011083	XP_060390103.1	XP_060429878.1
OG0011084	XP_060390105.1	XP_060429876.1
OG0011085	XP_060390115.1	XP_060431864.1
OG0011086	XP_060390139.1	XP_060429106.1
OG0011088	XP_060390206.1	XP_060434475.1
OG0011090	XP_060390362.1	XP_060431414.1
OG0011091	XP_060402237.1, XP_060390376.1, XP_060393484.1, XP_060393485.1	XP_060433870.1
OG0011092	XP_060390416.1	XP_060431364.1
OG0011093	XP_060390420.1	XP_060431358.1
OG0011094	XP_060390459.1	XP_060431328.1
OG0011095	XP_060390517.1	XP_060421944.1
OG0011096	XP_060390529.1	XP_060421933.1
OG0011097	XP_060390550.1	XP_060422057.1
OG0011098	XP_060390668.1	XP_060434405.1
OG0011101	XP_060390902.1	XP_060421712.1
OG0011103	XP_060390927.1	XP_060435007.1
OG0011105	XP_060390973.1	XP_060425800.1
OG0011107	XP_060391000.1	XP_060436946.1
OG0011108	XP_060391193.1	XP_060428696.1
OG0011109	XP_060391197.1	XP_060428692.1
OG0011111	XP_060391249.1	XP_060428230.1
OG0011112	XP_060391259.1	XP_060428212.1
OG0011113	XP_060391321.1	XP_060425680.1
OG0011115	XP_060391374.1	XP_060425719.1
OG0011116	XP_060391394.1	XP_060436824.1
OG0011117	XP_060391409.1	XP_060425725.1
OG0011118	XP_060391463.1	XP_060424426.1
OG0011119	XP_060391528.1	XP_060424370.1
OG0011120	XP_060391536.1	XP_060424362.1
OG0011121	XP_060391539.1	XP_060424359.1
OG0011122	XP_060391540.1	XP_060424358.1
OG0011123	XP_060391553.1	XP_060429579.1
OG0011124	XP_060391572.1	XP_060429600.1
OG0011125	XP_060401609.1, XP_060391622.1	XP_060423696.1
OG0011126	XP_060391693.1	XP_060436855.1
OG0011127	XP_060391694.1	XP_060436856.1
OG0011128	XP_060391723.1	XP_060428747.1
OG0011131	XP_060391794.1	XP_060434973.1
OG0011133	XP_060391822.1	XP_060427526.1
OG0011134	XP_060391832.1	XP_060427535.1
OG0011135	XP_060391923.1	XP_060430526.1
OG0011136	XP_060391942.1	XP_060430504.1
OG0011137	XP_060391989.1, XP_060391988.1	XP_060428644.1
OG0011138	XP_060392035.1	XP_060429293.1
OG0011139	XP_060392039.1	XP_060429297.1
OG0011141	XP_060392113.1	XP_060422455.1
OG0011142	XP_060392124.1	XP_060422440.1
OG0011143	XP_060392141.1	XP_060423482.1
OG0011144	XP_060392155.1	XP_060423470.1
