Orthogroup	Colletotrichum_abscissum	Colletotrichum_fructicola
OG0010564	XP_060402287.1	XP_031884499.2
OG0010565	XP_060402317.1	XP_031884686.1
OG0010566	XP_060402318.1	XP_031884685.1
OG0010567	XP_060402404.1	XP_031885149.1
OG0010568	XP_060402413.1	XP_031885014.2
OG0010569	XP_060402425.1	XP_031885192.1
OG0010570	XP_060402447.1	XP_031878513.1
OG0010571	XP_060402448.1	XP_031888459.1
OG0010572	XP_060402464.1	XP_066008843.1
OG0010573	XP_060402477.1	XP_031885031.1
OG0010574	XP_060402522.1	XP_031886731.1
OG0010575	XP_060402581.1	XP_031889833.1
OG0010576	XP_060402586.1	XP_031891182.1
OG0010577	XP_060402590.1	XP_031888853.1
OG0010578	XP_060402591.1	XP_031888848.1
OG0010579	XP_060402592.1	XP_031890294.1
OG0010580	XP_060402598.1	XP_031889831.1
OG0010581	XP_060402600.1	XP_031889644.1
OG0010582	XP_060402611.1	XP_031889895.1
OG0010583	XP_060402613.1	XP_031889682.1
OG0010584	XP_060402614.1	XP_031889681.1
OG0010585	XP_060402615.1	XP_031889680.1
OG0010586	XP_060402618.1	XP_031876597.1
OG0010587	XP_060402628.1	XP_031889691.2
OG0010588	XP_060402631.1	XP_031881077.1
OG0010589	XP_060402653.1	XP_031889521.1
OG0010590	XP_060402671.1	XP_031889597.1
OG0010591	XP_060402706.1	XP_031889700.1
OG0010592	XP_060402707.1	XP_031891186.1, XP_031885456.1
OG0010593	XP_060402710.1	XP_031889674.1
OG0010594	XP_060402711.1	XP_031889880.1
OG0010595	XP_060402714.1	XP_031889879.1
OG0010596	XP_060402717.1	XP_031889890.1
OG0010597	XP_060402758.1	XP_031889540.1
OG0010598	XP_060402772.1	XP_031889587.1
OG0010599	XP_060402780.1	XP_031889820.1
OG0010600	XP_060402788.1	XP_066007839.1
OG0010601	XP_060402796.1	XP_031889794.1
OG0010602	XP_060402809.1	XP_031891873.1
OG0010603	XP_060402829.1	XP_031889793.1
OG0010604	XP_060402831.1	XP_031889769.1
OG0010605	XP_060402867.1	XP_031884543.1
OG0010606	XP_060402880.1	XP_031876872.1
OG0010607	XP_060402881.1	XP_031876883.1
OG0010608	XP_060402883.1	XP_031885900.1
OG0010609	XP_060402894.1	XP_031877354.1
OG0010610	XP_060402917.1	XP_031876884.1
OG0010611	XP_060402924.1	XP_031878476.1
OG0010612	XP_060402928.1	XP_031878523.1
OG0010613	XP_060402931.1	XP_031878519.1
OG0010614	XP_060402942.1	XP_031876908.1
OG0010615	XP_060402955.1	XP_031878510.1
OG0010616	XP_060402959.1	XP_066007601.1
OG0010617	XP_060402972.1	XP_031878466.1
OG0010618	XP_060402977.1	XP_031878514.1
OG0010619	XP_060402982.1	XP_031888812.1
OG0010620	XP_060402984.1	XP_031878535.1
OG0010621	XP_060403009.1	XP_066008704.1
OG0010622	XP_060403010.1	XP_031879766.1
OG0010623	XP_060403031.1	XP_031879652.1
OG0010624	XP_060403033.1	XP_031890311.1
OG0010625	XP_060403034.1	XP_031875531.1
OG0010626	XP_060403039.1	XP_031879709.1
OG0010627	XP_060403040.1	XP_031879711.2
OG0010628	XP_060403041.1	XP_031879716.2
OG0010629	XP_060403050.1	XP_031879667.1
OG0010630	XP_060403055.1	XP_031879669.1
OG0010631	XP_060403059.1	XP_031893393.1
OG0010632	XP_060403060.1	XP_031883172.1
OG0010633	XP_060403067.1	XP_066007723.1
OG0010634	XP_060403082.1	XP_066008024.1
OG0010635	XP_060403089.1	XP_031881799.1
OG0010636	XP_060403103.1	XP_031875374.1
OG0010637	XP_060403105.1	XP_031879703.1
OG0010638	XP_060403116.1	XP_031875714.1
OG0010639	XP_060403117.1	XP_031882313.1
OG0010640	XP_060403122.1	XP_031892233.1
OG0010641	XP_060403140.1	XP_031879688.1
OG0010642	XP_060403144.1	XP_031879678.1
OG0010643	XP_060403152.1	XP_031879682.1
OG0010644	XP_060403158.1	XP_031888150.1
OG0010645	XP_060403168.1	XP_031875782.1
OG0010646	XP_060403185.1	XP_031884622.1
OG0010648	XP_060403212.1	XP_066007486.1
OG0010649	XP_060403222.1	XP_031880203.1
OG0010650	XP_060403225.1	XP_031879187.2
OG0010651	XP_060403256.1	XP_031879179.1
OG0010652	XP_060403264.1	XP_031879143.1
OG0010653	XP_060403265.1	XP_031879146.1
OG0010654	XP_060403267.1	XP_031879229.2
OG0010655	XP_060403268.1	XP_031879230.1
OG0010656	XP_060403269.1	XP_031879264.2
OG0010657	XP_060403270.1	XP_031879265.1
OG0010658	XP_060403280.1	XP_031879234.1
OG0010659	XP_060403294.1	XP_031879254.1
OG0010660	XP_060403296.1	XP_031879207.1
OG0010661	XP_060403298.1	XP_031879218.1
OG0010662	XP_060403301.1	XP_066007492.1
OG0010663	XP_060403302.1	XP_031879205.1
OG0010664	XP_060403312.1	XP_066008756.1
OG0010665	XP_060403323.1	XP_066008171.1
OG0010666	XP_060403328.1	XP_066007397.1
OG0010667	XP_060403351.1	XP_031880863.1
OG0010668	XP_060403365.1	XP_031880921.1
OG0010669	XP_060403367.1	XP_031880926.1
OG0010670	XP_060403370.1	XP_031889055.1
OG0010671	XP_060403371.1	XP_031889054.1
OG0010672	XP_060403409.1	XP_031880830.1
OG0010673	XP_060403410.1	XP_031887356.1
OG0010674	XP_060403418.1	XP_031891711.1
OG0010676	XP_060403442.1	XP_031878560.1
OG0010677	XP_060403443.1	XP_031878559.1
OG0010678	XP_060403444.1	XP_066009349.1
OG0010679	XP_060403445.1	XP_031878561.1
OG0010680	XP_060403452.1	XP_031877240.1
OG0010681	XP_060403458.1	XP_066007450.1
OG0010682	XP_060403471.1	XP_031877270.1
OG0010683	XP_060403481.1	XP_031889716.1
OG0010684	XP_060403487.1	XP_031880952.1
OG0010685	XP_060403488.1	XP_031880950.1, XP_031880949.1
OG0010686	XP_060403491.1	XP_031877099.1
OG0010687	XP_060403504.1	XP_031880954.1
OG0010688	XP_060403514.1	XP_031880877.1
OG0010689	XP_060403522.1	XP_031880928.1
OG0010690	XP_060403533.1	XP_031877302.1
OG0010691	XP_060403560.1	XP_031891191.1
OG0010692	XP_060403569.1	XP_066007467.1
OG0010693	XP_060403578.1	XP_031876421.1
OG0010694	XP_060403582.1	XP_066007522.1
OG0010695	XP_060403649.1	XP_066009413.1
OG0010696	XP_060403650.1	XP_031876813.1
OG0010698	XP_060403676.1	XP_031876138.2
OG0010699	XP_060403694.1	XP_031885559.1
OG0010700	XP_060403702.1	XP_031885712.1
OG0010701	XP_060403706.1	XP_031885655.1
OG0010703	XP_060403722.1	XP_031885830.1
OG0010704	XP_060403753.1	XP_031885577.1
OG0010705	XP_060403774.1	XP_066009848.1
OG0010706	XP_060403775.1	XP_031885729.1
OG0010707	XP_060403777.1	XP_031885731.1
OG0010708	XP_060403798.1	XP_031885700.1
OG0010709	XP_060403803.1	XP_031885677.1
OG0010710	XP_060403840.1	XP_031885696.1
OG0010711	XP_060403847.1	XP_031885658.1
OG0010712	XP_060403896.1	XP_066009342.1
OG0010713	XP_060403901.1	XP_031886846.2
OG0010714	XP_060403902.1	XP_031886844.1
OG0010715	XP_060403907.1	XP_066009502.1
OG0010716	XP_060403959.1	XP_031887018.1
OG0010717	XP_060403968.1	XP_031887117.1
OG0010718	XP_060403977.1	XP_031878034.1
OG0010719	XP_060403995.1	XP_031885373.1
OG0010720	XP_060404061.1	XP_031888902.1
OG0010721	XP_060404063.1	XP_031889040.1
OG0010722	XP_060404068.1	XP_031889044.1
OG0010723	XP_060404092.1	XP_031881094.1
OG0010724	XP_060404094.1	XP_031881048.1
OG0010725	XP_060404095.1	XP_031881013.1
OG0010726	XP_060404096.1	XP_031881049.1
OG0010727	XP_060404114.1	XP_066009392.1
OG0010728	XP_060404116.1	XP_031877467.1
OG0010729	XP_060404122.1	XP_066009532.1
OG0010730	XP_060404132.1	XP_031887501.1
OG0010731	XP_060404134.1	XP_031880312.1
OG0010732	XP_060404140.1	XP_031888802.1
OG0010733	XP_060404142.1	XP_031888806.1
OG0010734	XP_060404143.1	XP_031888805.2
OG0010735	XP_060404152.1	XP_031888961.2
OG0010736	XP_060404153.1	XP_031888960.1
OG0010737	XP_060404154.1	XP_031888803.1
OG0010738	XP_060404156.1	XP_031888702.1
OG0010739	XP_060404157.1	XP_031888739.1
OG0010740	XP_060404161.1	XP_031888984.1
OG0010741	XP_060404166.1	XP_031882869.1
OG0010743	XP_060404185.1	XP_031877425.1
OG0010744	XP_060404197.1	XP_031888668.1
OG0010745	XP_060404211.1	XP_031888867.1
OG0010746	XP_060404212.1	XP_031888866.2
OG0010747	XP_060404216.1	XP_031888650.1
OG0010749	XP_060404227.1	XP_031888868.1
OG0010750	XP_060404228.1	XP_031888625.1
OG0010751	XP_060404233.1	XP_031893181.1
OG0010752	XP_060404235.1	XP_031889021.1
OG0010753	XP_060404244.1	XP_031889027.1
OG0010754	XP_060404246.1	XP_031889029.2
OG0010755	XP_060404262.1	XP_031889047.1
OG0010756	XP_060404263.1	XP_031889048.1
OG0010758	XP_060404288.1	XP_031888281.1
OG0010759	XP_060404296.1	XP_031892300.1
OG0010760	XP_060404323.1	XP_031877523.1
OG0010761	XP_060404340.1	XP_066009296.1
OG0010762	XP_060404347.1	XP_031889031.2
OG0010763	XP_060404351.1	XP_031892216.1
OG0010764	XP_060404399.1	XP_031888843.2
OG0010765	XP_060404410.1	XP_031893331.1
OG0010766	XP_060404411.1	XP_031891949.1, XP_031892235.1
OG0010767	XP_060404445.1	XP_031882247.1
OG0010768	XP_060404451.1	XP_031885958.1
OG0010769	XP_060404465.1	XP_031880265.2
OG0010771	XP_060404567.1	XP_031881084.1
OG0010772	XP_060404569.1	XP_031881080.1
OG0010773	XP_060404647.1	XP_031892676.2
OG0010774	XP_060404655.1	XP_031892381.1
OG0010775	XP_060404687.1	XP_031892837.1
OG0010776	XP_060404694.1	XP_031892834.1
OG0010777	XP_060404735.1	XP_031892512.1
OG0010778	XP_060404743.1	XP_031880278.1
OG0010779	XP_060404768.1	XP_066009197.1
OG0010780	XP_060404772.1	XP_031880254.2
OG0010781	XP_060404782.1	XP_031880229.1
OG0010783	XP_060404820.1	XP_031880318.1
OG0010785	XP_060404825.1	XP_031890263.1
OG0010786	XP_060404840.1	XP_031880218.1
OG0010787	XP_060404846.1	XP_031880219.1
OG0010788	XP_060404848.1	XP_031889102.1
OG0010789	XP_060404852.1	XP_031880297.1
OG0010790	XP_060404868.1	XP_031889097.1
OG0010792	XP_060404992.1	XP_031876895.1
OG0010793	XP_060404995.1	XP_031890142.1
OG0010794	XP_060405004.1	XP_031877353.1
OG0010795	XP_060405007.1	XP_031877330.1
OG0010796	XP_060405011.1	XP_031877351.1
OG0010797	XP_060405029.1	XP_066007824.1
OG0010798	XP_060405058.1	XP_031877651.1
OG0010799	XP_060405086.1	XP_031877643.1
OG0010800	XP_060405103.1	XP_031877630.1
OG0010801	XP_060405112.1	XP_031877672.1
OG0010802	XP_060405124.1	XP_031877648.1
OG0010803	XP_060405132.1	XP_031876509.1
OG0010804	XP_060405133.1	XP_031876503.1
OG0010805	XP_060405138.1	XP_031876504.1
OG0010806	XP_060405139.1	XP_066007646.1
OG0010807	XP_060405142.1	XP_066007647.1
OG0010808	XP_060405143.1	XP_031876498.1
OG0010809	XP_060405162.1	XP_031886049.1
OG0010810	XP_060405164.1	XP_031890858.1
OG0010811	XP_060405168.1	XP_031886187.1
OG0010812	XP_060405170.1	XP_066008579.1
OG0010813	XP_060405186.1	XP_031885998.1
OG0010814	XP_060405206.1	XP_031886106.1
OG0010815	XP_060405218.1	XP_031885981.1
OG0010816	XP_060405224.1	XP_031886135.2
OG0010817	XP_060405230.1	XP_031886136.1
OG0010818	XP_060405235.1	XP_031885968.1
OG0010820	XP_060405258.1	XP_031885936.1
OG0010821	XP_060405266.1	XP_031885892.1
OG0010822	XP_060405283.1	XP_031886087.1
OG0010823	XP_060405284.1	XP_031886083.2
OG0010824	XP_060405285.1	XP_031886081.1
OG0010826	XP_060405291.1	XP_031885888.1
OG0010827	XP_060405313.1	XP_031891824.1
OG0010828	XP_060405324.1	XP_031885922.2
OG0010829	XP_060405338.1	XP_066008555.1
OG0010830	XP_060405363.1	XP_031885927.2
OG0010831	XP_060405390.1	XP_031884662.1
OG0010832	XP_060405403.1	XP_031884577.1
OG0010833	XP_060405404.1	XP_031886159.1
OG0010834	XP_060405405.1	XP_031884477.1
OG0010835	XP_060405439.1	XP_031877564.1
OG0010837	XP_060405482.1	XP_031889193.1
OG0010838	XP_060405485.1	XP_031889406.1, XP_031892201.1
OG0010839	XP_060405489.1	XP_066007679.1
OG0010840	XP_060405491.1, XP_060405656.1	XP_031881467.1
OG0010841	XP_060405495.1	XP_031890912.1
OG0010842	XP_060405499.1	XP_031882932.1, XP_066009994.1
OG0010843	XP_060405502.1	XP_031891617.1
OG0010844	XP_060405525.1	XP_031891693.1
OG0010845	XP_060405534.1	XP_031881952.1
OG0010846	XP_060405542.1	XP_031882070.1
OG0010847	XP_060405544.1	XP_031882069.2
OG0010848	XP_060405552.1	XP_031876280.1
OG0010849	XP_060405566.1	XP_066009963.1, XP_031884039.2, XP_066008806.1
OG0010850	XP_060405567.1	XP_031879635.1
OG0010851	XP_060405589.1	XP_031881982.1
OG0010852	XP_060405594.1	XP_066008639.1
OG0010853	XP_060405603.1	XP_031882052.1
OG0010854	XP_060405614.1	XP_066008651.1
OG0010855	XP_060405624.1	XP_031882057.1
OG0010856	XP_060405628.1	XP_031882017.1
OG0010857	XP_060405674.1	XP_031882022.1
OG0010858	XP_060405681.1	XP_031882111.1
OG0010859	XP_060405687.1	XP_031882011.1
OG0010860	XP_060405716.1	XP_031882040.1
OG0010861	XP_060405720.1	XP_066008585.1
OG0010863	XP_060405735.1	XP_031882066.1
OG0010864	XP_060405737.1	XP_031882064.1
OG0010865	XP_060405743.1	XP_066008880.1
OG0010866	XP_060405749.1	XP_066008725.1
OG0010868	XP_060405766.1	XP_031890407.2
OG0010869	XP_060405773.1	XP_031890405.1
OG0010870	XP_060405775.1	XP_031890352.2
OG0010871	XP_060405785.1	XP_031890456.1
OG0010872	XP_060405789.1	XP_031890666.1
OG0010873	XP_060405791.1	XP_031890662.1
OG0010874	XP_060405792.1	XP_066009594.1, XP_031890663.1
OG0010875	XP_060405795.1	XP_031890687.2
OG0010876	XP_060405805.1	XP_031890470.1
OG0010877	XP_060405807.1	XP_031890642.1
OG0010878	XP_060405813.1	XP_031890640.1
OG0010879	XP_060405837.1	XP_031890533.1
OG0010880	XP_060405840.1	XP_031890535.1
OG0010881	XP_060405848.1	XP_066009978.1
OG0010882	XP_060405860.1	XP_031890677.1
OG0010883	XP_060405890.1	XP_031890492.1
OG0010884	XP_060405944.1	XP_031876949.2
OG0010885	XP_060405975.1	XP_031877778.1
OG0010886	XP_060405982.1	XP_031877803.2
OG0010887	XP_060406003.1	XP_031877799.1
OG0010888	XP_060406016.1	XP_066008717.1
OG0010889	XP_060406030.1	XP_031877791.1
OG0010890	XP_060406034.1	XP_031877808.1
OG0010891	XP_060406042.1	XP_066009983.1
OG0010892	XP_060406063.1	XP_066009944.1
OG0010893	XP_060406066.1	XP_031884336.1
OG0010894	XP_060406069.1	XP_031884331.1
OG0010895	XP_060406071.1	XP_031884329.1
OG0010896	XP_060406081.1	XP_031877221.1
OG0010897	XP_060406087.1	XP_031877201.1
OG0010898	XP_060406115.1	XP_031877212.2
OG0010899	XP_060406118.1	XP_031877199.2
OG0010900	XP_060406121.1	XP_031877196.1
OG0010901	XP_060406125.1	XP_066009956.1
OG0010902	XP_060406130.1	XP_031877183.1
OG0010903	XP_060406131.1	XP_031877174.1
OG0010904	XP_060406134.1	XP_031877172.1
OG0010905	XP_060406172.1	XP_031886233.2
OG0010906	XP_060406187.1	XP_031886487.1
OG0010907	XP_060406194.1	XP_031886436.2
OG0010908	XP_060406213.1	XP_031893139.1
OG0010909	XP_060406274.1	XP_031886459.1
OG0010910	XP_060406310.1	XP_031886270.1
OG0010911	XP_060406313.1	XP_031886275.1
OG0010912	XP_060406330.1	XP_031886307.2
OG0010913	XP_060406333.1	XP_031886324.1
OG0010914	XP_060406338.1	XP_066007059.1
OG0010915	XP_060406339.1	XP_031883766.1
OG0010916	XP_060406379.1	XP_031886261.1
OG0010917	XP_060406392.1	XP_066009927.1
OG0010918	XP_060406404.1	XP_031886232.2
OG0010919	XP_060406418.1	XP_031886371.1
OG0010920	XP_060406420.1	XP_031886298.1
OG0010921	XP_060406469.1	XP_031879001.1
OG0010922	XP_060406479.1	XP_031882656.1
OG0010923	XP_060406480.1	XP_031884134.1
OG0010924	XP_060406486.1	XP_031878994.1
OG0010925	XP_060406488.1	XP_031883922.1
OG0010926	XP_060406528.1	XP_031877283.1
OG0010927	XP_060406531.1	XP_031885005.1
OG0010928	XP_060406557.1	XP_031885224.1
OG0010929	XP_060406562.1	XP_031890801.1
OG0010930	XP_060406577.1	XP_031885261.1
OG0010931	XP_060406580.1	XP_031885046.1
OG0011055	XP_060398977.1, XP_060389483.1, XP_060389484.1	XP_031889345.1
OG0011056	XP_060389539.1	XP_031880547.1
OG0011057	XP_060389545.1	XP_031887690.1
OG0011059	XP_060389621.1	XP_031888786.2
OG0011061	XP_060389659.1	XP_031887737.1
OG0011062	XP_060389680.1	XP_031883668.2
OG0011063	XP_060389773.1	XP_031887674.1
OG0011064	XP_060389785.1	XP_031887490.1
OG0011065	XP_060389804.1	XP_031893311.1
OG0011066	XP_060389817.1	XP_031887599.1
OG0011067	XP_060389866.1	XP_066009382.1
OG0011068	XP_060389876.1	XP_031892882.1
OG0011069	XP_060394694.1, XP_060389933.1	XP_031876097.1
OG0011070	XP_060389941.1	XP_031884275.2
OG0011071	XP_060389944.1	XP_031884270.1
OG0011072	XP_060389945.1	XP_031884271.1
OG0011073	XP_060389947.1	XP_066009713.1
OG0011074	XP_060389948.1	XP_031884302.1
OG0011075	XP_060389949.1	XP_031884301.1
OG0011076	XP_060389951.1	XP_031884303.1
OG0011077	XP_060389953.1	XP_031884092.1
OG0011078	XP_060389954.1	XP_031884094.1
OG0011079	XP_060389975.1	XP_031887463.2
OG0011080	XP_060389985.1	XP_031878615.1
OG0011081	XP_060389986.1	XP_031878599.1
OG0011082	XP_060390011.1	XP_031892332.1
OG0011083	XP_060390103.1	XP_031883844.2
OG0011084	XP_060390105.1	XP_031883806.2
OG0011085	XP_060390115.1	XP_066007746.1
OG0011086	XP_060390139.1	XP_031878578.1
OG0011087	XP_060390148.1	XP_031889937.1
OG0011088	XP_060390206.1	XP_031888356.2
OG0011089	XP_060390227.1	XP_031882536.1
OG0011090	XP_060390362.1	XP_031877822.1
OG0011092	XP_060390416.1	XP_031891697.2
OG0011093	XP_060390420.1	XP_031882764.1
OG0011094	XP_060390459.1	XP_066009853.1
OG0011095	XP_060390517.1	XP_031882851.1
OG0011096	XP_060390529.1	XP_031889484.1
OG0011097	XP_060390550.1	XP_031888337.1
OG0011099	XP_060390797.1	XP_031884440.1
OG0011100	XP_060390886.1	XP_031881603.2
OG0011101	XP_060390902.1	XP_031881581.2
OG0011102	XP_060390904.1	XP_031889901.1
OG0011103	XP_060390927.1	XP_031878403.1
OG0011104	XP_060390954.1	XP_031883228.1, XP_066008767.1
OG0011105	XP_060390973.1	XP_066008780.1
OG0011106	XP_060390984.1	XP_031883829.1
OG0011107	XP_060391000.1	XP_031892311.1
OG0011108	XP_060391193.1	XP_066008667.1
OG0011109	XP_060391197.1	XP_031885864.1
OG0011110	XP_060391224.1	XP_066009213.1
OG0011111	XP_060391249.1	XP_031893561.1
OG0011112	XP_060391259.1	XP_031890253.1
OG0011113	XP_060391321.1	XP_031876336.1
OG0011114	XP_060391349.1	XP_031878182.1, XP_031875790.1
OG0011115	XP_060391374.1	XP_031883674.1
OG0011116	XP_060391394.1	XP_031878219.1
OG0011117	XP_060391409.1	XP_031888832.1
OG0011118	XP_060391463.1	XP_031877444.1
OG0011119	XP_060391528.1	XP_031883753.1
OG0011120	XP_060391536.1	XP_031883464.1
OG0011121	XP_060391539.1	XP_031883462.1
OG0011122	XP_060391540.1	XP_066009486.1
OG0011124	XP_060391572.1	XP_031877976.1
OG0011126	XP_060391693.1	XP_031880164.1
OG0011127	XP_060391694.1	XP_031880166.1
OG0011128	XP_060391723.1	XP_031890946.1
OG0011129	XP_060391745.1	XP_031876832.1
OG0011130	XP_060391767.1	XP_066008680.1
OG0011131	XP_060391794.1	XP_031879971.1
OG0011132	XP_060391820.1	XP_031881043.1
OG0011133	XP_060391822.1	XP_031880966.1
OG0011134	XP_060391832.1	XP_031880824.1
OG0011135	XP_060391923.1	XP_066008766.1
OG0011137	XP_060391989.1	XP_031876423.1
OG0011137	XP_060391988.1	XP_031876449.1
OG0011138	XP_060392035.1	XP_031889488.1
OG0011140	XP_060392097.1, XP_060402320.1	XP_031885246.1
OG0011141	XP_060392113.1	XP_031878289.1
OG0011142	XP_060392124.1	XP_031892265.1
OG0011143	XP_060392141.1	XP_031879029.1
OG0011144	XP_060392155.1	XP_031878316.1
OG0011145	XP_060392179.1	XP_031878196.2
OG0011146	XP_060392184.1	XP_031884788.1
OG0011147	XP_060392272.1	XP_031882736.1
OG0011148	XP_060392289.1	XP_031888528.1
OG0011149	XP_060392438.1	XP_066007574.1
OG0011150	XP_060392454.1	XP_031877729.1
OG0011151	XP_060392510.1	XP_031892729.2
OG0011152	XP_060392534.1	XP_031879690.1
OG0011153	XP_060392544.1	XP_031892761.1
OG0011154	XP_060392570.1	XP_031876000.1
OG0011155	XP_060392587.1	XP_031886705.1
OG0011156	XP_060392606.1	XP_031892375.1
OG0011157	XP_060392642.1	XP_066008321.1
OG0011159	XP_060392755.1	XP_031878713.1
OG0011160	XP_060392776.1	XP_031879608.1
OG0011162	XP_060392800.1	XP_066008017.1
OG0011164	XP_060393004.1	XP_031876353.1
OG0011165	XP_060393020.1	XP_066007241.1
OG0011166	XP_060393085.1	XP_031884652.2
OG0011167	XP_060393092.1	XP_031881670.1
OG0011168	XP_060393107.1	XP_066008915.1
OG0011169	XP_060393172.1	XP_066009520.1
OG0011171	XP_060393267.1	XP_066007220.1, XP_031882605.1
OG0011172	XP_060393280.1	XP_031877109.1
OG0011173	XP_060393322.1	XP_066007829.1
OG0011174	XP_060393339.1	XP_031882566.1
OG0011176	XP_060393402.1	XP_066007339.1
OG0011177	XP_060393406.1	XP_031877612.1
OG0011178	XP_060393476.1	XP_031889305.1
OG0011179	XP_060393489.1	XP_031889233.1
OG0011180	XP_060393534.1	XP_031889338.1
OG0011182	XP_060393577.1	XP_031880704.1
OG0011183	XP_060393591.1	XP_066007425.1
OG0011184	XP_060393627.1	XP_031881033.1
OG0011185	XP_060393700.1	XP_031890612.1
OG0011186	XP_060393740.1	XP_031886745.1
OG0011188	XP_060393766.1	XP_031891252.1
OG0011189	XP_060393783.1	XP_031886682.1
OG0011190	XP_060393792.1	XP_031883999.1
OG0011191	XP_060393841.1	XP_031878212.1
OG0011192	XP_060393850.1	XP_031883874.1
OG0011193	XP_060393855.1	XP_066009439.1
OG0011194	XP_060393875.1	XP_031889220.1
OG0011195	XP_060393895.1	XP_031884017.1
OG0011196	XP_060393897.1	XP_031883911.1
OG0011197	XP_060393926.1	XP_031883898.1
OG0011198	XP_060393932.1	XP_066008005.1
OG0011199	XP_060393965.1	XP_031876034.2
OG0011200	XP_060393971.1	XP_031883914.1
OG0011201	XP_060394003.1	XP_031883817.1
OG0011202	XP_060394013.1	XP_031891145.1
OG0011203	XP_060394048.1	XP_031875691.1
OG0011204	XP_060394052.1	XP_031880962.1
OG0011205	XP_060394064.1	XP_031881497.1
OG0011207	XP_060394102.1	XP_031877405.1
OG0011208	XP_060394108.1	XP_066007671.1
OG0011210	XP_060394141.1	XP_066007805.1
OG0011211	XP_060394154.1	XP_031879062.1
OG0011212	XP_060394157.1	XP_031893477.1
OG0011213	XP_060394168.1	XP_031875672.1
OG0011214	XP_060394183.1	XP_031888494.1
OG0011215	XP_060394232.1	XP_066009672.1
OG0011216	XP_060394236.1	XP_066009675.1
OG0011217	XP_060394336.1, XP_060397186.1	XP_031877580.1
OG0011218	XP_060394363.1	XP_031890545.1
OG0011219	XP_060394436.1	XP_066008022.1
OG0011221	XP_060394465.1	XP_031888034.1
OG0011222	XP_060394470.1	XP_031888834.1
OG0011223	XP_060394501.1, XP_060402652.1	XP_066007944.1
OG0011224	XP_060394507.1	XP_031878114.1
OG0011225	XP_060394529.1	XP_031878137.1
OG0011226	XP_060394532.1	XP_066008863.1
OG0011227	XP_060394542.1	XP_066007444.1
OG0011229	XP_060394613.1	XP_031891820.1
OG0011231	XP_060394672.1	XP_031879894.1
OG0011232	XP_060394763.1	XP_066008785.1
OG0011233	XP_060396184.1, XP_060394820.1	XP_031880616.1, XP_066009259.1
OG0011234	XP_060394831.1	XP_031891233.1
OG0011236	XP_060394884.1	XP_031884522.1
OG0011237	XP_060394888.1	XP_031891406.1
OG0011238	XP_060394890.1	XP_031883785.1, XP_066009817.1
OG0011240	XP_060394912.1	XP_031891394.1
OG0011241	XP_060394913.1	XP_031891653.1
OG0011242	XP_060394923.1	XP_031891442.1
OG0011243	XP_060394942.1	XP_031877595.2
OG0011244	XP_060394971.1	XP_066006945.1, XP_031875375.2, XP_066007751.1
OG0011245	XP_060394974.1	XP_031886100.2
OG0011246	XP_060394977.1	XP_066008593.1
OG0011247	XP_060394986.1	XP_031892189.1
OG0011248	XP_060395002.1	XP_031892169.1
OG0011249	XP_060395067.1	XP_066008763.1
OG0011250	XP_060395112.1	XP_031881892.1
OG0011251	XP_060395148.1	XP_031885275.1
OG0011252	XP_060395166.1	XP_031891141.2
OG0011254	XP_060395177.1	XP_031880031.1
OG0011255	XP_060395200.1	XP_031878961.1
OG0011257	XP_060395267.1	XP_031888103.1
OG0011258	XP_060395271.1	XP_031877483.1
OG0011259	XP_060395272.1	XP_031877473.1
OG0011260	XP_060395283.1	XP_031877529.1
OG0011261	XP_060395284.1	XP_031877521.1
OG0011262	XP_060395363.1	XP_031881264.1
OG0011265	XP_060395597.1	XP_066007999.1
OG0011267	XP_060395635.1	XP_031884729.2
OG0011268	XP_060395636.1	XP_031884741.2
OG0011269	XP_060395653.1	XP_031884912.1
OG0011270	XP_060395657.1	XP_031879587.1
OG0011271	XP_060405413.1, XP_060395661.1	XP_066007573.1
OG0011272	XP_060395667.1	XP_031884937.1
OG0011273	XP_060395721.1	XP_031884762.1
OG0011274	XP_060395730.1	XP_031881501.1
OG0011275	XP_060395750.1	XP_031880115.1
OG0011276	XP_060395760.1	XP_031888183.1
OG0011279	XP_060395849.1	XP_031884960.1
OG0011280	XP_060395865.1	XP_031883635.1
OG0011281	XP_060395870.1	XP_031889915.1
OG0011282	XP_060395871.1	XP_066009753.1
OG0011283	XP_060395878.1	XP_066009794.1
OG0011284	XP_060395885.1	XP_031881656.1
OG0011285	XP_060395902.1	XP_031876037.1
OG0011286	XP_060395916.1	XP_031888328.1
OG0011287	XP_060395979.1	XP_031881814.1
OG0011288	XP_060395994.1	XP_031884498.1
OG0011290	XP_060396075.1	XP_031885597.2
OG0011291	XP_060396129.1	XP_031889094.1
OG0011292	XP_060396153.1	XP_031877090.1
OG0011293	XP_060396163.1	XP_031879891.1
OG0011296	XP_060396231.1	XP_031890709.1
OG0011297	XP_060396235.1	XP_031889873.1
OG0011298	XP_060396258.1	XP_031890719.1
OG0011299	XP_060396330.1	XP_031890988.1
OG0011301	XP_060396399.1	XP_031892325.1
OG0011302	XP_060396415.1	XP_031892686.1
OG0011303	XP_060396454.1	XP_031892707.1
OG0011304	XP_060396465.1	XP_031892360.1
OG0011308	XP_060396608.1	XP_031885473.1
OG0011310	XP_060396646.1	XP_031885491.1
