Orthogroup	Colletotrichum_abscissum	Colletotrichum_truncatum
OG0008707	XP_060405117.1	XP_070061242.1
OG0008708	XP_060405118.1	XP_070061240.1
OG0008709	XP_060405119.1	XP_070061239.1
OG0008710	XP_060405120.1	XP_070061238.1
OG0008711	XP_060405121.1	XP_070061237.1
OG0008712	XP_060405123.1	XP_070061236.1
OG0008713	XP_060405125.1	XP_036583339.2
OG0008714	XP_060405126.1	XP_036583340.1
OG0008715	XP_060405128.1	XP_036583342.1
OG0008716	XP_060405129.1	XP_070061232.1
OG0008717	XP_060405130.1	XP_070061231.1
OG0008718	XP_060405131.1	XP_036583344.1
OG0008719	XP_060405134.1	XP_036583347.1
OG0008720	XP_060405135.1	XP_036583348.1
OG0008721	XP_060405136.1	XP_036583349.2
OG0008722	XP_060405140.1	XP_036583353.1
OG0008723	XP_060405141.1	XP_070061230.1
OG0008724	XP_060405144.1	XP_070061229.1
OG0008725	XP_060405146.1	XP_036583358.2
OG0008726	XP_060405147.1	XP_036583359.1
OG0008727	XP_060405149.1	XP_036583361.1
OG0008728	XP_060405150.1	XP_036583362.1
OG0008729	XP_060405151.1	XP_036583363.1
OG0008730	XP_060405153.1	XP_036583364.1
OG0008731	XP_060405154.1	XP_036583366.1
OG0008732	XP_060405157.1	XP_036581064.1
OG0008733	XP_060405159.1	XP_036581066.1
OG0008734	XP_060405160.1	XP_070061920.1
OG0008735	XP_060405161.1	XP_036581068.1
OG0008736	XP_060405176.1	XP_036581056.1
OG0008737	XP_060405177.1	XP_036581055.2
OG0008738	XP_060405180.1	XP_036581037.1
OG0008739	XP_060405181.1	XP_036581040.1
OG0008740	XP_060405184.1	XP_036581042.2
OG0008741	XP_060405185.1	XP_036581043.1
OG0008742	XP_060405187.1	XP_036581046.1
OG0008743	XP_060405188.1	XP_036581047.1
OG0008744	XP_060405189.1	XP_036581048.1
OG0008745	XP_060405190.1	XP_036581049.1
OG0008746	XP_060405192.1	XP_036581050.1
OG0008747	XP_060405195.1	XP_036581051.1
OG0008748	XP_060405196.1	XP_036581052.2
OG0008749	XP_060405199.1	XP_036581053.1
OG0008750	XP_060405200.1	XP_036581054.2
OG0008751	XP_060405205.1	XP_036581032.1
OG0008752	XP_060405211.1	XP_036581014.1
OG0008753	XP_060405216.1	XP_070061912.1
OG0008754	XP_060405217.1	XP_036581010.1
OG0008755	XP_060405219.1	XP_036581006.1
OG0008756	XP_060405221.1	XP_036581005.1
OG0008757	XP_060405222.1	XP_070061911.1
OG0008758	XP_060405225.1	XP_070061909.1
OG0008759	XP_060405226.1	XP_036581001.1
OG0008760	XP_060405227.1	XP_036581000.1
OG0008761	XP_060405228.1	XP_036580999.1
OG0008762	XP_060405231.1	XP_036580995.1
OG0008763	XP_060405232.1	XP_070061907.1
OG0008764	XP_060405236.1	XP_036580992.1
OG0008765	XP_060405239.1	XP_036580991.1
OG0008766	XP_060405242.1	XP_036580986.1
OG0008767	XP_060405243.1	XP_036580985.1
OG0008768	XP_060405244.1	XP_036580984.1
OG0008769	XP_060405250.1	XP_036580981.2
OG0008770	XP_060405251.1	XP_036580980.1
OG0008771	XP_060405252.1	XP_036580979.1
OG0008772	XP_060405253.1	XP_036580978.1
OG0008773	XP_060405256.1	XP_036580975.1
OG0008774	XP_060405257.1	XP_036580959.1
OG0008775	XP_060405260.1	XP_036580962.1
OG0008776	XP_060405263.1	XP_036580964.1
OG0008777	XP_060405264.1	XP_036580967.1
OG0008778	XP_060405265.1	XP_036580968.1
OG0008779	XP_060405270.1	XP_036580971.1
OG0008780	XP_060405271.1	XP_036580972.1
OG0008781	XP_060405276.1	XP_036580958.1
OG0008782	XP_060405277.1	XP_036580957.1
OG0008783	XP_060405278.1	XP_036580956.1
OG0008784	XP_060405279.1	XP_070061902.1
OG0008785	XP_060405280.1	XP_036580954.1
OG0008786	XP_060405282.1	XP_036580953.1
OG0008787	XP_060405286.1	XP_070061901.1
OG0008788	XP_060405290.1	XP_036580947.1
OG0008789	XP_060405293.1	XP_036580946.1
OG0008790	XP_060405296.1	XP_036580944.1
OG0008791	XP_060405301.1	XP_036580942.2
OG0008792	XP_060405305.1	XP_036580931.1
OG0008793	XP_060405307.1	XP_036580932.1
OG0008794	XP_060405310.1	XP_036580936.1
OG0008795	XP_060405311.1	XP_036580937.1
OG0008796	XP_060405312.1	XP_036580938.1
OG0008797	XP_060405314.1	XP_070061899.1
OG0008798	XP_060405315.1	XP_036580927.1
OG0008799	XP_060405316.1	XP_036580926.1
OG0008800	XP_060405321.1	XP_036580924.1
OG0008801	XP_060405322.1	XP_036576900.1, XP_070061897.1
OG0008802	XP_060405327.1	XP_036576815.1
OG0008803	XP_060405329.1	XP_036576814.1
OG0008804	XP_060405330.1	XP_036576813.1
OG0008805	XP_060405331.1	XP_070061894.1
OG0008806	XP_060405333.1	XP_070061895.1
OG0008807	XP_060405334.1	XP_036576808.1
OG0008808	XP_060405348.1	XP_070061892.1
OG0008809	XP_060405351.1	XP_036576823.1
OG0008810	XP_060405356.1	XP_036576844.1
OG0008811	XP_060405357.1	XP_070061889.1
OG0008812	XP_060405358.1	XP_070061890.1
OG0008813	XP_060405359.1	XP_036576841.2
OG0008814	XP_060405360.1	XP_036576840.1
OG0008815	XP_060405361.1	XP_036576839.1
OG0008816	XP_060405362.1	XP_036576838.1
OG0008817	XP_060405366.1	XP_036576836.1
OG0008818	XP_060405367.1	XP_036576835.1
OG0008819	XP_060405368.1	XP_036576834.1
OG0008820	XP_060405370.1	XP_036576833.2
OG0008821	XP_060405371.1	XP_036576832.1
OG0008822	XP_060405378.1	XP_036576825.2
OG0008823	XP_060405379.1	XP_036576849.1
OG0008824	XP_060405380.1	XP_036576851.1
OG0008825	XP_060405381.1	XP_036578504.1
OG0008826	XP_060405383.1	XP_036578506.1
OG0008827	XP_060405384.1	XP_036578507.1
OG0008828	XP_060405386.1	XP_070061057.1
OG0008829	XP_060405387.1	XP_070061059.1
OG0008830	XP_060405388.1	XP_036578513.1
OG0008831	XP_060405389.1	XP_036578514.1
OG0008832	XP_060405393.1	XP_070061061.1
OG0008833	XP_060405395.1	XP_036578518.1
OG0008834	XP_060405396.1	XP_036578517.1
OG0008835	XP_060405410.1	XP_036578491.1
OG0008836	XP_060405411.1	XP_036578490.1
OG0008837	XP_060405480.1	XP_036589738.1
OG0008838	XP_060405481.1	XP_036589739.1
OG0008839	XP_060405483.1	XP_036589725.1
OG0008840	XP_060405486.1	XP_036589723.1
OG0008841	XP_060405503.1	XP_070060253.1
OG0008842	XP_060405504.1	XP_070060252.1
OG0008843	XP_060405505.1	XP_036574163.2
OG0008844	XP_060405506.1	XP_036574164.1
OG0008845	XP_060405507.1	XP_036574165.1
OG0008846	XP_060405510.1	XP_036578761.1
OG0008847	XP_060405514.1	XP_036580264.1
OG0008848	XP_060405521.1	XP_036580252.1
OG0008849	XP_060405523.1	XP_036580242.1
OG0008850	XP_060405524.1	XP_036580243.1
OG0008851	XP_060405526.1	XP_036576136.1
OG0008852	XP_060405529.1	XP_036577810.1
OG0008853	XP_060405530.1	XP_036580279.1
OG0008854	XP_060405533.1	XP_036580280.1
OG0008855	XP_060405535.1	XP_036580291.1
OG0008856	XP_060405538.1	XP_036580290.2
OG0008857	XP_060405539.1	XP_036580289.1
OG0008858	XP_060405540.1	XP_036580288.1
OG0008859	XP_060405541.1	XP_036580287.1
OG0008860	XP_060405546.1	XP_036580284.1
OG0008861	XP_060405547.1	XP_036580283.1
OG0008862	XP_060405551.1	XP_036580282.1
OG0008863	XP_060405553.1	XP_036579496.1
OG0008864	XP_060405557.1	XP_036579498.1
OG0008865	XP_060405558.1	XP_036579499.1
OG0008866	XP_060405560.1	XP_036579502.1
OG0008867	XP_060405574.1	XP_036579521.1
OG0008868	XP_060405576.1	XP_036579520.1
OG0008869	XP_060405580.1	XP_036579524.1
OG0008870	XP_060405584.1	XP_036579525.1
OG0008871	XP_060405586.1	XP_036579527.2
OG0008872	XP_060405587.1	XP_036579528.1
OG0008873	XP_060405588.1	XP_036579529.1
OG0008874	XP_060405590.1	XP_036579541.1
OG0008875	XP_060405592.1	XP_036579539.1
OG0008876	XP_060405593.1	XP_036579538.1
OG0008877	XP_060405595.1	XP_036579536.1
OG0008878	XP_060405596.1	XP_036579535.1
OG0008879	XP_060405598.1	XP_036579534.1
OG0008880	XP_060405602.1	XP_036579532.2
OG0008881	XP_060405604.1	XP_036579544.1
OG0008882	XP_060405611.1	XP_036574435.1
OG0008883	XP_060405613.1	XP_036579555.1
OG0008884	XP_060405615.1	XP_036579558.1
OG0008885	XP_060405618.1	XP_036579559.1
OG0008886	XP_060405623.1	XP_036579562.1
OG0008887	XP_060405625.1	XP_036579599.1
OG0008888	XP_060405626.1	XP_036579598.1
OG0008889	XP_060405627.1	XP_070061770.1
OG0008890	XP_060405629.1	XP_036579594.1
OG0008891	XP_060405630.1	XP_036579592.1
OG0008892	XP_060405634.1	XP_036579590.1
OG0008893	XP_060405635.1	XP_036579589.1
OG0008894	XP_060405636.1	XP_036579588.1
OG0008895	XP_060405638.1	XP_036581777.1, XP_036578585.1
OG0008896	XP_060405643.1	XP_036574160.1
OG0008897	XP_060405647.1	XP_036579580.1
OG0008898	XP_060405648.1	XP_070061771.1
OG0008899	XP_060405649.1	XP_036579582.1
OG0008900	XP_060405650.1	XP_036579583.1
OG0008901	XP_060405651.1	XP_036579584.1
OG0008902	XP_060405652.1	XP_036579585.1
OG0008903	XP_060405658.1	XP_036579576.1
OG0008904	XP_060405659.1	XP_036579575.1
OG0008905	XP_060405660.1	XP_036579574.1
OG0008906	XP_060405663.1	XP_036579569.1
OG0008907	XP_060405664.1	XP_036579568.1
OG0008908	XP_060405666.1	XP_036579567.1
OG0008909	XP_060405667.1	XP_036579566.1
OG0008910	XP_060405670.1	XP_036579606.1
OG0008911	XP_060405671.1	XP_036579605.1
OG0008912	XP_060405672.1	XP_070061768.1
OG0008913	XP_060405673.1	XP_070061769.1
OG0008914	XP_060405676.1	XP_036579607.1
OG0008915	XP_060405677.1	XP_036579608.1
OG0008916	XP_060405678.1	XP_036579609.1
OG0008917	XP_060405679.1	XP_036579610.1
OG0008918	XP_060405680.1	XP_036579611.1
OG0008919	XP_060405682.1	XP_036579613.1
OG0008920	XP_060405684.1	XP_036579615.1
OG0008921	XP_060405685.1	XP_036579616.1
OG0008922	XP_060405686.1	XP_036579617.1
OG0008923	XP_060405688.1	XP_036579620.1
OG0008924	XP_060405690.1	XP_036579621.1
OG0008925	XP_060405692.1	XP_036579622.1
OG0008926	XP_060405693.1	XP_036579623.1
OG0008927	XP_060405700.1	XP_036579626.1
OG0008928	XP_060405701.1	XP_036579627.1
OG0008929	XP_060405702.1	XP_036579628.1
OG0008930	XP_060405703.1	XP_070061767.1
OG0008931	XP_060405704.1	XP_036579630.1
OG0008932	XP_060405705.1	XP_036579631.1
OG0008933	XP_060405706.1	XP_036579632.1
OG0008934	XP_060405709.1	XP_036579634.1
OG0008935	XP_060405710.1	XP_036579635.1
OG0008936	XP_060405711.1	XP_036579636.1
OG0008937	XP_060405712.1	XP_036579637.1
OG0008938	XP_060405721.1	XP_036579643.1
OG0008939	XP_060405722.1	XP_070061765.1
OG0008940	XP_060405724.1	XP_036579645.1
OG0008941	XP_060405725.1	XP_036579646.1
OG0008942	XP_060405726.1	XP_036579647.1
OG0008943	XP_060405727.1	XP_036579648.1
OG0008944	XP_060405729.1	XP_036579650.1
OG0008945	XP_060405730.1	XP_036579651.1
OG0008946	XP_060405731.1	XP_070061764.1
OG0008947	XP_060405732.1	XP_036579652.2
OG0008948	XP_060405733.1	XP_036579653.1
OG0008949	XP_060405736.1	XP_070061762.1
OG0008950	XP_060405738.1	XP_036579658.1
OG0008951	XP_060405739.1	XP_036579659.1
OG0008952	XP_060405740.1	XP_070061761.1
OG0008953	XP_060405741.1	XP_036579661.1
OG0008954	XP_060405742.1	XP_036579662.1
OG0008955	XP_060405747.1	XP_036579665.1
OG0008956	XP_060405748.1	XP_036579666.1
OG0008957	XP_060405750.1	XP_070061759.1, XP_036579668.2
OG0008958	XP_060405752.1	XP_036579670.1
OG0008959	XP_060405755.1	XP_070061758.1
OG0008960	XP_060405757.1	XP_070061753.1
OG0008961	XP_060405758.1	XP_070061752.1
OG0008962	XP_060405759.1	XP_036585411.1
OG0008963	XP_060405763.1	XP_036585407.1
OG0008964	XP_060405765.1	XP_036585405.1
OG0008965	XP_060405769.1	XP_036585403.1
OG0008966	XP_060405771.1	XP_036585402.1
OG0008967	XP_060405772.1	XP_036585401.1
OG0008968	XP_060405774.1	XP_036585399.1
OG0008969	XP_060405778.1	XP_070061748.1
OG0008970	XP_060405779.1	XP_036585396.1
OG0008971	XP_060405783.1	XP_036585394.1
OG0008972	XP_060405784.1	XP_036585393.1
OG0008973	XP_060405786.1	XP_036585391.1
OG0008974	XP_060405790.1	XP_070061747.1
OG0008975	XP_060405793.1	XP_036585384.2
OG0008976	XP_060405794.1	XP_036585382.2
OG0008977	XP_060405796.1	XP_036585380.1
OG0008978	XP_060405797.1	XP_036585379.2
OG0008979	XP_060405799.1	XP_036585378.1
OG0008980	XP_060405801.1	XP_070061746.1
OG0008981	XP_060405802.1	XP_036585375.1
OG0008982	XP_060405803.1	XP_036585374.1
OG0008983	XP_060405804.1	XP_070061745.1
OG0008984	XP_060405806.1	XP_036585370.1
OG0008985	XP_060405808.1	XP_036585368.1
OG0008986	XP_060405809.1	XP_070061744.1
OG0008987	XP_060405810.1	XP_036585366.1
OG0008988	XP_060405812.1	XP_036585365.1
OG0008989	XP_060405814.1	XP_036585363.1
OG0008990	XP_060405816.1	XP_036585362.2
OG0008991	XP_060405818.1	XP_070061743.1
OG0008992	XP_060405820.1	XP_036585297.1
OG0008993	XP_060405822.1	XP_036585296.1
OG0008994	XP_060405823.1	XP_036585291.2
OG0008995	XP_060405826.1	XP_036585292.1
OG0008996	XP_060405830.1	XP_036585294.1
OG0008997	XP_060405831.1	XP_036585295.1
OG0008998	XP_060405835.1	XP_036585314.2
OG0008999	XP_060405836.1	XP_036585313.1
OG0009000	XP_060405838.1	XP_036585311.1
OG0009001	XP_060405839.1	XP_036585415.1
OG0009002	XP_060405841.1	XP_036585309.1
OG0009003	XP_060405842.1	XP_070061740.1
OG0009004	XP_060405844.1	XP_036585307.1
OG0009005	XP_060405845.1	XP_036585306.1
OG0009006	XP_060405846.1	XP_036585305.1
OG0009007	XP_060405847.1	XP_036585304.1
OG0009008	XP_060405850.1	XP_036585302.1
OG0009009	XP_060405851.1	XP_070061739.1
OG0009010	XP_060405854.1	XP_036585299.1
OG0009011	XP_060405855.1	XP_036585298.2
OG0009012	XP_060405861.1	XP_036585284.1
OG0009013	XP_060405862.1	XP_036585285.1
OG0009014	XP_060405863.1	XP_036585287.1
OG0009015	XP_060405871.1	XP_036585357.1
OG0009016	XP_060405873.1	XP_036585356.1
OG0009017	XP_060405874.1	XP_036585355.1
OG0009018	XP_060405875.1	XP_036585354.1
OG0009019	XP_060405877.1	XP_036585279.1
OG0009020	XP_060405879.1	XP_070061741.1
OG0009021	XP_060405883.1	XP_036585328.2
OG0009022	XP_060405884.1	XP_036585327.1
OG0009023	XP_060405885.1	XP_036585326.1
OG0009024	XP_060405887.1	XP_036585323.1
OG0009025	XP_060405888.1	XP_036585322.1
OG0009026	XP_060405889.1	XP_036585348.1
OG0009027	XP_060405894.1	XP_036585346.1
OG0009028	XP_060405896.1	XP_036585343.2
OG0009029	XP_060405899.1	XP_036584735.1
OG0009030	XP_060405900.1	XP_036584734.1
OG0009031	XP_060405901.1	XP_070060289.1
OG0009032	XP_060405903.1	XP_036584731.1
OG0009033	XP_060405904.1	XP_036584730.1
OG0009034	XP_060405907.1	XP_036584726.1
OG0009035	XP_060405909.1	XP_036584723.2
OG0009036	XP_060405911.1	XP_036584721.1
OG0009037	XP_060405912.1	XP_036584720.2
OG0009038	XP_060405914.1	XP_036584718.1
OG0009039	XP_060405915.1	XP_036584717.1
OG0009040	XP_060405916.1	XP_070060290.1
OG0009041	XP_060405917.1	XP_036584715.1
OG0009042	XP_060405919.1	XP_036584714.1
OG0009043	XP_060405920.1	XP_036584713.2
OG0009044	XP_060405922.1	XP_070060291.1
OG0009045	XP_060405924.1	XP_070060292.1
OG0009046	XP_060405925.1	XP_036584709.1
OG0009047	XP_060405926.1	XP_036584708.1
OG0009048	XP_060405928.1	XP_036584705.1
OG0009049	XP_060405929.1	XP_036584704.1
OG0009050	XP_060405930.1	XP_036584703.1
OG0009051	XP_060405931.1	XP_036584793.1
OG0009052	XP_060405932.1	XP_036584792.2
OG0009053	XP_060405933.1	XP_036584791.1
OG0009054	XP_060405934.1	XP_036584790.1
OG0009055	XP_060405935.1	XP_036584789.1
OG0009056	XP_060405936.1	XP_036584788.2
OG0009057	XP_060405938.1	XP_036584786.1
OG0009058	XP_060405939.1	XP_036584822.1
OG0009059	XP_060405941.1	XP_036584823.1
OG0009060	XP_060405942.1	XP_036584824.1
OG0009061	XP_060405943.1	XP_036584825.2
OG0009062	XP_060405945.1	XP_070060275.1
OG0009063	XP_060405946.1	XP_036584828.1
OG0009064	XP_060405947.1	XP_036584832.1
OG0009065	XP_060405948.1	XP_036584831.1
OG0009066	XP_060405949.1	XP_036584830.1
OG0009067	XP_060405950.1	XP_036584829.1
OG0009068	XP_060405951.1	XP_036584833.1
OG0009069	XP_060405952.1	XP_070060274.1
OG0009070	XP_060405954.1	XP_036584836.1
OG0009071	XP_060405955.1	XP_036584837.2
OG0009072	XP_060405956.1	XP_036584838.2
OG0009073	XP_060405957.1	XP_036584839.1
OG0009074	XP_060405958.1	XP_036584840.1
OG0009075	XP_060405960.1	XP_036584842.1
OG0009076	XP_060405961.1	XP_036584843.1
OG0009077	XP_060405962.1	XP_070060273.1
OG0009078	XP_060405964.1	XP_036584846.1
OG0009079	XP_060405967.1	XP_036584847.1
OG0009080	XP_060405968.1	XP_070060272.1
OG0009081	XP_060405972.1	XP_036584850.1
OG0009082	XP_060405974.1	XP_036584852.1
OG0009083	XP_060405977.1	XP_036584854.1
OG0009084	XP_060405978.1	XP_036584855.1
OG0009085	XP_060405983.1	XP_036584859.1
OG0009086	XP_060405984.1	XP_036584860.1
OG0009087	XP_060405985.1	XP_036584861.1
OG0009088	XP_060405986.1	XP_070060269.1
OG0009089	XP_060405987.1	XP_070060268.1
OG0009090	XP_060405988.1	XP_036584865.2
OG0009091	XP_060405989.1	XP_036584866.1
OG0009092	XP_060405990.1	XP_070060267.1
OG0009093	XP_060405991.1	XP_036584868.1
OG0009094	XP_060405992.1	XP_036584869.1
OG0009095	XP_060405993.1	XP_036584870.1
OG0009096	XP_060405995.1	XP_036584871.2
OG0009097	XP_060405996.1	XP_036584872.1
OG0009098	XP_060405997.1	XP_070060266.1
OG0009099	XP_060405998.1	XP_036584874.1
OG0009100	XP_060406000.1	XP_036584875.1
OG0009101	XP_060406001.1	XP_036584876.1
OG0009102	XP_060406002.1	XP_036584877.1
OG0009103	XP_060406004.1	XP_036584879.1
OG0009104	XP_060406005.1	XP_036584880.1
OG0009105	XP_060406006.1	XP_036584881.1
OG0009106	XP_060406007.1	XP_036584882.1
OG0009107	XP_060406008.1	XP_070060264.1
OG0009108	XP_060406015.1	XP_070060263.1
OG0009109	XP_060406019.1	XP_036584888.1
OG0009110	XP_060406020.1	XP_036584889.1
OG0009111	XP_060406023.1	XP_036584890.1
OG0009112	XP_060406024.1	XP_070060261.1
OG0009113	XP_060406026.1	XP_036577520.1
OG0009114	XP_060406027.1	XP_036584893.1
OG0009115	XP_060406028.1	XP_036584894.1
OG0009116	XP_060406029.1	XP_036584895.1
OG0009117	XP_060406032.1	XP_036584898.1
OG0009118	XP_060406033.1	XP_036584899.2
OG0009119	XP_060406035.1	XP_036584901.2
OG0009120	XP_060406036.1	XP_036584902.1
OG0009121	XP_060406037.1	XP_036584903.1
OG0009122	XP_060406038.1	XP_036584904.1
OG0009123	XP_060406039.1	XP_036584905.1
OG0009124	XP_060406040.1	XP_070060089.1
OG0009125	XP_060406043.1	XP_036577579.2
OG0009126	XP_060406046.1	XP_036577577.2
OG0009127	XP_060406048.1	XP_070060092.1
OG0009128	XP_060406053.1	XP_036577572.1
OG0009129	XP_060406054.1	XP_036577571.1
OG0009130	XP_060406055.1	XP_036577570.1
OG0009131	XP_060406056.1	XP_070060094.1
OG0009132	XP_060406058.1	XP_036577567.2
OG0009133	XP_060406059.1	XP_036577566.1
OG0009134	XP_060406060.1	XP_036577565.1
OG0009135	XP_060406061.1	XP_036577564.1
OG0009136	XP_060406062.1	XP_070060095.1
OG0009137	XP_060406064.1	XP_036577560.1
OG0009138	XP_060406065.1	XP_070060096.1
OG0009139	XP_060406067.1	XP_036577557.1
OG0009140	XP_060406072.1	XP_036577552.2
OG0009141	XP_060406077.1	XP_036577551.1
OG0009142	XP_060406079.1	XP_036577549.1
OG0009143	XP_060406080.1	XP_036577547.1
OG0009144	XP_060406082.1	XP_036577545.1
OG0009145	XP_060406083.1	XP_036577544.1
OG0009146	XP_060406084.1	XP_036577543.1
OG0009147	XP_060406085.1	XP_036577542.1
OG0009148	XP_060406086.1	XP_036577541.1
OG0009149	XP_060406088.1	XP_070060101.1
OG0009150	XP_060406089.1	XP_036577538.1
OG0009151	XP_060406090.1	XP_036577537.1
OG0009152	XP_060406092.1	XP_036577536.1
OG0009153	XP_060406093.1	XP_036577535.1
OG0009154	XP_060406094.1	XP_036577534.1
OG0009155	XP_060406095.1	XP_036577533.2
OG0009156	XP_060406096.1	XP_070060102.1
OG0009157	XP_060406097.1	XP_036586425.1, XP_070060103.1
OG0009158	XP_060406100.1	XP_036577531.1
OG0009159	XP_060406101.1	XP_036577530.1
OG0009160	XP_060406102.1	XP_036577529.1
OG0009161	XP_060406103.1	XP_036577528.1
OG0009162	XP_060406105.1	XP_036577527.1
OG0009163	XP_060406106.1	XP_036577526.1
OG0009164	XP_060406107.1	XP_036577525.1
OG0009165	XP_060406108.1	XP_070060104.1
OG0009166	XP_060406110.1	XP_070060106.1
OG0009167	XP_060406112.1	XP_036577519.1
OG0009168	XP_060406113.1	XP_036577518.1
OG0009169	XP_060406114.1	XP_036577516.1
OG0009170	XP_060406116.1	XP_036577514.1
OG0009171	XP_060406117.1	XP_036577513.1
OG0009172	XP_060406120.1	XP_036577509.1
OG0009173	XP_060406124.1	XP_036577506.1
OG0009174	XP_060406126.1	XP_070060109.1
OG0009175	XP_060406127.1	XP_070060110.1
OG0009176	XP_060406129.1	XP_036577501.1
OG0009177	XP_060406132.1	XP_036577497.1
OG0009178	XP_060406135.1	XP_036577495.1
OG0009179	XP_060406136.1	XP_036577493.2
OG0009180	XP_060406137.1	XP_036577492.1
OG0009181	XP_060406141.1	XP_036577487.1
OG0009182	XP_060406143.1	XP_036577488.1
OG0009183	XP_060406148.1	XP_070060116.1
OG0009184	XP_060406149.1	XP_036577486.1
OG0009185	XP_060406150.1	XP_036577485.2
OG0009186	XP_060406151.1	XP_036577484.1
OG0009187	XP_060406153.1	XP_036577483.1
OG0009188	XP_060406154.1	XP_036577482.1
OG0009189	XP_060406155.1	XP_036577481.1
OG0009190	XP_060406156.1	XP_070060117.1
OG0009191	XP_060406157.1	XP_036577479.1
OG0009192	XP_060406160.1	XP_036577477.1
OG0009193	XP_060406161.1	XP_036577476.2
OG0009194	XP_060406162.1	XP_036577474.2
OG0009195	XP_060406164.1	XP_036577473.1
OG0009196	XP_060406165.1	XP_036577472.1
OG0009197	XP_060406177.1	XP_070060121.1
OG0009198	XP_060406178.1	XP_036574345.1
OG0009199	XP_060406182.1	XP_036574344.1
OG0009200	XP_060406186.1	XP_036574342.1
OG0009201	XP_060406188.1	XP_036578331.1
OG0009202	XP_060406189.1	XP_036578330.1
OG0009203	XP_060406191.1	XP_036578305.1
OG0009204	XP_060406192.1	XP_036578306.1
OG0009205	XP_060406193.1	XP_036578307.1
OG0009206	XP_060406195.1	XP_036578309.1
OG0009207	XP_060406196.1	XP_036578310.1
OG0009208	XP_060406197.1	XP_036578311.1
OG0009209	XP_060406201.1	XP_036578312.1
OG0009210	XP_060406202.1	XP_036578313.1
OG0009211	XP_060406203.1	XP_036578314.1
OG0009212	XP_060406204.1	XP_036578315.1
OG0009213	XP_060406207.1	XP_036578329.2
OG0009214	XP_060406208.1	XP_036578328.1
OG0009215	XP_060406210.1	XP_036578327.2
OG0009216	XP_060406214.1	XP_036578326.1
OG0009217	XP_060406215.1	XP_036578325.2
OG0009218	XP_060406222.1	XP_036578321.1
OG0009219	XP_060406224.1	XP_036578318.1
OG0009220	XP_060406225.1	XP_036578317.1
OG0009221	XP_060406226.1	XP_036578316.1
OG0009222	XP_060406235.1	XP_036578303.1
OG0009223	XP_060406239.1	XP_036578302.1
OG0009224	XP_060406240.1	XP_036578301.1
OG0009225	XP_060406242.1	XP_036578300.1
OG0009226	XP_060406243.1	XP_036578299.1
OG0009227	XP_060406246.1	XP_036578298.1
OG0009228	XP_060406247.1	XP_036578297.1
OG0009229	XP_060406249.1	XP_036578292.1
OG0009230	XP_060406251.1	XP_036578291.1
OG0009231	XP_060406252.1	XP_036578290.1
OG0009232	XP_060406253.1	XP_036578289.1
OG0009233	XP_060406254.1	XP_036578288.1
OG0009235	XP_060406258.1	XP_036578281.1
OG0009236	XP_060406261.1	XP_036578279.1
OG0009237	XP_060406264.1	XP_036578278.1
OG0009238	XP_060406265.1	XP_036578277.2
OG0009239	XP_060406266.1	XP_036578276.1
OG0009240	XP_060406267.1	XP_036578275.2
OG0009241	XP_060406268.1	XP_036578274.1
OG0009242	XP_060406269.1	XP_036578273.1
OG0009243	XP_060406270.1	XP_036578272.1
OG0009244	XP_060406271.1	XP_036578271.1
OG0009245	XP_060406272.1	XP_036578270.1
OG0009246	XP_060406273.1	XP_070060127.1
OG0009247	XP_060406277.1	XP_070060159.1
OG0009248	XP_060406278.1	XP_036575360.1
OG0009249	XP_060406279.1	XP_036575359.1
OG0009250	XP_060406281.1	XP_036575355.1
OG0009251	XP_060406286.1	XP_036575356.1
OG0009252	XP_060406287.1	XP_036575357.1
OG0009253	XP_060406288.1	XP_036575354.1
OG0009254	XP_060406289.1	XP_070060158.1
OG0009255	XP_060406290.1	XP_036575352.1
OG0009256	XP_060406291.1	XP_036575351.1
OG0009257	XP_060406294.1	XP_036575348.1
OG0009258	XP_060406299.1	XP_070060157.1
OG0009259	XP_060406301.1	XP_036575346.1
OG0009260	XP_060406302.1	XP_070060156.1
OG0009261	XP_060406304.1	XP_070060155.1
OG0009262	XP_060406305.1	XP_036575343.1
OG0009263	XP_060406309.1	XP_036575342.2
OG0009264	XP_060406311.1	XP_036575340.1
OG0009265	XP_060406314.1	XP_036575338.1
OG0009266	XP_060406317.1	XP_070060154.1
OG0009267	XP_060406320.1	XP_036575334.1
OG0009268	XP_060406321.1	XP_036575333.1
OG0009269	XP_060406323.1	XP_070060153.1
OG0009270	XP_060406324.1	XP_036575331.1
OG0009271	XP_060406326.1	XP_036574995.1
OG0009272	XP_060406327.1	XP_036574994.1
OG0009273	XP_060406328.1	XP_036574993.1
OG0009274	XP_060406329.1	XP_036574992.1
OG0009275	XP_060406331.1	XP_036574990.1
OG0009276	XP_060406334.1	XP_036574988.1
OG0009277	XP_060406335.1	XP_036574987.1
OG0009278	XP_060406336.1	XP_036574986.1
OG0009279	XP_060406337.1	XP_036574984.2
OG0009280	XP_060406353.1	XP_036574972.1
OG0009281	XP_060406355.1	XP_036574973.1
OG0009282	XP_060406356.1	XP_036574974.1
OG0009283	XP_060406358.1	XP_070060148.1
OG0009284	XP_060406359.1	XP_070060149.1
OG0009285	XP_060406363.1	XP_070060150.1
OG0009286	XP_060406364.1	XP_036574979.1
OG0009287	XP_060406369.1	XP_036578202.1
