Orthogroup	Colletotrichum_truncatum	Colletotrichum_karsti
OG0008187	XP_036582951.1	XP_038750731.1
OG0008188	XP_036582952.1	XP_038750730.1
OG0008189	XP_036582953.1	XP_038750729.1
OG0008190	XP_036582954.1	XP_038750728.1
OG0008191	XP_036582955.1	XP_038750727.1
OG0008192	XP_070062529.1	XP_038750726.1
OG0008193	XP_036582958.1	XP_038750724.1
OG0008194	XP_036582959.1	XP_038750723.1
OG0008195	XP_036582963.1	XP_038750719.1
OG0008196	XP_036582968.1	XP_038750717.1
OG0008197	XP_036582970.1	XP_038750743.1
OG0008198	XP_036582971.1	XP_038750744.1
OG0008199	XP_036582972.1	XP_038750745.1
OG0008200	XP_036582973.1	XP_038750746.1
OG0008201	XP_070062532.1	XP_038750747.1
OG0008202	XP_036582975.1	XP_038750748.1
OG0008203	XP_036582976.1	XP_038750749.1
OG0008204	XP_036582978.1	XP_038750750.1
OG0008205	XP_036582979.1	XP_038750751.1
OG0008206	XP_036582980.1	XP_038750752.1
OG0008207	XP_036582984.1	XP_038750753.1
OG0008208	XP_036582985.1	XP_038750754.1
OG0008209	XP_036582941.1	XP_038750738.1
OG0008210	XP_036582939.1	XP_038750740.1
OG0008211	XP_036582938.1	XP_038750741.1
OG0008212	XP_036582937.1	XP_038750716.1
OG0008213	XP_036582936.1	XP_038750715.1
OG0008214	XP_036582934.1	XP_038750714.1
OG0008215	XP_070062528.1	XP_038750713.1
OG0008216	XP_036582932.2	XP_038750711.1
OG0008217	XP_036582931.1	XP_038750710.1
OG0008218	XP_036582930.1	XP_038750709.1
OG0008219	XP_036582929.2	XP_038750708.1
OG0008220	XP_036582928.1	XP_038750707.1
OG0008221	XP_036582927.1	XP_038750706.1
OG0008222	XP_036582926.1	XP_038750705.1
OG0008223	XP_070062527.1	XP_038750704.1
OG0008224	XP_036582925.2	XP_038750703.1
OG0008225	XP_036582924.1	XP_038750702.1
OG0008226	XP_036582922.2	XP_038750701.1
OG0008227	XP_036582921.1	XP_038750700.1
OG0008228	XP_036582919.1	XP_038750699.1
OG0008229	XP_036582918.1	XP_038750698.1
OG0008230	XP_036582917.1	XP_038750691.1
OG0008231	XP_036582916.1	XP_038750692.1
OG0008232	XP_036582914.1	XP_038750693.1
OG0008233	XP_070062526.1	XP_038750694.1
OG0008234	XP_036585959.1	XP_038747181.1
OG0008235	XP_036585960.1	XP_038747180.1
OG0008236	XP_036585961.2	XP_038747179.1
OG0008237	XP_036585964.1	XP_038747177.1
OG0008238	XP_036585965.1	XP_038747176.1
OG0008239	XP_036585966.1	XP_038747175.1
OG0008240	XP_070062024.1	XP_038747174.1
OG0008241	XP_036585938.1	XP_038747199.1
OG0008242	XP_036585940.1	XP_038747198.1
OG0008243	XP_036585936.1	XP_038747203.1
OG0008244	XP_036585935.1	XP_038747204.1
OG0008245	XP_036585934.1	XP_038747205.1
OG0008246	XP_036585933.1	XP_038747206.1
OG0008247	XP_036585931.1	XP_038747208.1
OG0008248	XP_036585930.1	XP_038747209.1
OG0008249	XP_036585928.1	XP_038747210.1
OG0008250	XP_036585927.1	XP_038747211.1
OG0008251	XP_036585926.1	XP_038747212.1
OG0008252	XP_036585925.1	XP_038747219.1
OG0008253	XP_036585924.1	XP_038747220.1
OG0008254	XP_036585923.1	XP_038747221.1
OG0008255	XP_036585922.2	XP_038747222.1
OG0008256	XP_070062020.1	XP_038747223.1
OG0008257	XP_036585921.1	XP_038747224.1
OG0008258	XP_036585920.1	XP_038747225.1
OG0008259	XP_036574579.1	XP_038747028.1
OG0008260	XP_036579766.1	XP_038742513.1
OG0008261	XP_036577605.1	XP_038746731.1
OG0008262	XP_070062367.1	XP_038746732.1
OG0008263	XP_036577609.1	XP_038746719.1
OG0008264	XP_036577611.1	XP_038746717.1
OG0008265	XP_070062368.1	XP_038746715.1
OG0008266	XP_036577614.1	XP_038746714.1
OG0008267	XP_036577615.1	XP_038746713.1
OG0008268	XP_036577616.1	XP_038746712.1
OG0008269	XP_036577617.1	XP_038746711.1
OG0008270	XP_036577625.2	XP_038746702.1
OG0008271	XP_036577624.1	XP_038746701.1
OG0008272	XP_036577620.1	XP_038746696.1
OG0008273	XP_036577619.1	XP_038746695.1
OG0008274	XP_070062369.1	XP_038746703.1
OG0008276	XP_036577626.1	XP_038746704.1
OG0008277	XP_036577629.1	XP_038746706.1
OG0008278	XP_036577628.1	XP_038746705.1
OG0008279	XP_036577630.1	XP_038746707.1
OG0008280	XP_036577631.2	XP_038746708.1
OG0008281	XP_036577636.1	XP_038746693.1
OG0008282	XP_070062370.1	XP_038746691.1
OG0008283	XP_036577640.1	XP_038746689.1
OG0008284	XP_036576085.1	XP_038747766.1
OG0008285	XP_036577660.1	XP_038746670.1
OG0008286	XP_036577659.1	XP_038746669.1
OG0008287	XP_036577654.1	XP_038746678.1
OG0008288	XP_036577653.1	XP_038746680.1
OG0008289	XP_036577652.1	XP_038746681.1
OG0008290	XP_036577651.1	XP_038746682.1
OG0008291	XP_036577650.1	XP_038746683.1
OG0008292	XP_036581736.1	XP_038749724.1
OG0008293	XP_036581764.1	XP_038746754.1
OG0008294	XP_036577673.1	XP_038746664.1
OG0008295	XP_036577677.1	XP_038746661.1
OG0008296	XP_036577679.1	XP_038746660.1
OG0008297	XP_036577680.1	XP_038746659.1
OG0008298	XP_036577681.1	XP_038746658.1
OG0008299	XP_036577691.1	XP_038746649.1
OG0008300	XP_036577693.1	XP_038746647.1
OG0008301	XP_036577694.1	XP_038746646.1
OG0008302	XP_036577695.1	XP_038746645.1
OG0008303	XP_036581797.1	XP_038748766.1
OG0008304	XP_070059969.1	XP_038748763.1
OG0008305	XP_036581852.1	XP_038746638.1
OG0008306	XP_036581853.1	XP_038746637.1
OG0008307	XP_036581854.1	XP_038746636.1
OG0008308	XP_036581855.1	XP_038746635.1
OG0008309	XP_036581859.1	XP_038746624.1
OG0008310	XP_036581862.1	XP_038746629.1
OG0008311	XP_036581863.1	XP_038746630.1
OG0008312	XP_036581866.1	XP_038746631.1
OG0008313	XP_036581903.1	XP_038744436.1
OG0008314	XP_036576018.1	XP_038747314.1
OG0008315	XP_036581883.1	XP_038746617.1
OG0008316	XP_036581879.1	XP_038746614.1
OG0008317	XP_036581877.1	XP_038746613.1
OG0008318	XP_036581875.1	XP_038746612.1
OG0008321	XP_036581870.1	XP_038746621.1
OG0008322	XP_070062387.1	XP_038746622.1
OG0008323	XP_036581890.2	XP_038744437.1
OG0008324	XP_036581891.1	XP_038744438.1
OG0008325	XP_036581896.1	XP_038746602.1
OG0008326	XP_070062392.1	XP_038746600.1
OG0008327	XP_036581888.1	XP_038746594.1
OG0008328	XP_036575233.1	XP_038746595.1
OG0008329	XP_036581901.1	XP_038746598.1
OG0008330	XP_036581900.1	XP_038746599.1
OG0008331	XP_036581920.1	XP_038744426.1
OG0008332	XP_036576362.1	XP_038749837.1
OG0008333	XP_036578035.1	XP_038746203.1
OG0008335	XP_036581915.1	XP_038744422.1
OG0008336	XP_070062394.1	XP_038744421.1
OG0008338	XP_036581936.1	XP_038744406.1
OG0008339	XP_036581934.1	XP_038744407.1
OG0008340	XP_070062396.1	XP_038744408.1
OG0008341	XP_036581932.1	XP_038744409.1
OG0008342	XP_036581931.1	XP_038744410.1
OG0008343	XP_036581930.1	XP_038744411.1
OG0008344	XP_036581929.1	XP_038744412.1
OG0008345	XP_036581928.1	XP_038744413.1
OG0008346	XP_036581941.1	XP_038744401.1
OG0008347	XP_036581942.1	XP_038744400.1
OG0008348	XP_070062397.1	XP_038746553.1
OG0008349	XP_036581945.1	XP_038746554.1
OG0008350	XP_036581967.1	XP_038746570.1
OG0008351	XP_036578548.1	XP_038742014.1
OG0008352	XP_036581960.1	XP_038746566.1
OG0008353	XP_036581956.2	XP_038746564.1
OG0008354	XP_036581953.1	XP_038746562.1
OG0008355	XP_036581951.1	XP_038746560.1
OG0008356	XP_070062400.1	XP_038746574.1
OG0008357	XP_036581981.1	XP_038746576.1
OG0008358	XP_036581980.1	XP_038746577.1
OG0008359	XP_036581979.1	XP_038746579.1
OG0008360	XP_036577196.1	XP_038746888.1
OG0008361	XP_036581977.1	XP_038746580.1
OG0008362	XP_036581976.1	XP_038746581.1
OG0008363	XP_036581975.2	XP_038746582.1
OG0008364	XP_036581974.1	XP_038746583.1
OG0008365	XP_036581973.1	XP_038746584.1
OG0008366	XP_070062398.1	XP_038744440.1
OG0008367	XP_036582001.1	XP_038744461.1
OG0008368	XP_036581993.1	XP_038744454.1
OG0008369	XP_036581994.1	XP_038744455.1
OG0008370	XP_070062403.1	XP_038744456.1
OG0008371	XP_036581999.1	XP_038744460.1
OG0008372	XP_036581996.1	XP_038744457.1
OG0008373	XP_036581987.1	XP_038744445.1
OG0008374	XP_036581988.1	XP_038744444.1
OG0008375	XP_036581991.1	XP_038744453.1
OG0008376	XP_036581985.1	XP_038744447.1
OG0008377	XP_070062405.1	XP_038744465.1
OG0008378	XP_036582498.1	XP_038741288.1
OG0008379	XP_036582043.1	XP_038746466.1
OG0008380	XP_036582042.1	XP_038746465.1
OG0008381	XP_036582058.1	XP_038746471.1
OG0008382	XP_036582057.1	XP_038746472.1
OG0008383	XP_036582055.1	XP_038746473.1
OG0008384	XP_036582054.1	XP_038746474.1
OG0008385	XP_070062412.1	XP_038746475.1
OG0008386	XP_070062411.1	XP_038746476.1
OG0008387	XP_036582051.1	XP_038746477.1
OG0008388	XP_036582050.1	XP_038746478.1
OG0008389	XP_036582048.1	XP_038746480.1
OG0008390	XP_070062410.1	XP_038746482.1
OG0008391	XP_036581187.2	XP_038741861.1
OG0008392	XP_036582019.1	XP_038744479.1
OG0008393	XP_036582020.1	XP_038744480.1
OG0008394	XP_036582029.1	XP_038746451.1
OG0008395	XP_036582028.1	XP_038746450.1
OG0008396	XP_036582027.1	XP_038746449.1
OG0008397	XP_036582026.1	XP_038746448.1
OG0008398	XP_036582025.1	XP_038746447.1
OG0008399	XP_036582024.2	XP_038746446.1
OG0008400	XP_036582023.1	XP_038746445.1
OG0008401	XP_036582022.1	XP_038746444.1
OG0008402	XP_036582021.1	XP_038746443.1
OG0008403	XP_036582037.1	XP_038746461.1
OG0008404	XP_070062409.1	XP_038746462.1
OG0008406	XP_036582066.1	XP_038746493.1
OG0008407	XP_036582067.1	XP_038746492.1
OG0008408	XP_036582068.1	XP_038746491.1
OG0008409	XP_036582069.1	XP_038746490.1
OG0008410	XP_070062416.1	XP_038746489.1
OG0008411	XP_036582072.1	XP_038746495.1
OG0008413	XP_036582080.1	XP_038746507.1
OG0008414	XP_036582079.1	XP_038746506.1
OG0008415	XP_036582078.1	XP_038746505.1
OG0008416	XP_036582077.2	XP_038746504.1
OG0008417	XP_036582081.2	XP_038746508.1
OG0008418	XP_036582087.1	XP_038746523.1
OG0008419	XP_036582088.1	XP_038746522.1
OG0008420	XP_036582089.1	XP_038746521.1
OG0008421	XP_036582090.1	XP_038746520.1
OG0008422	XP_036582091.1	XP_038746519.1
OG0008423	XP_036582093.2	XP_038746517.1
OG0008424	XP_036582094.1	XP_038746516.1
OG0008425	XP_070062418.1	XP_038746527.1
OG0008426	XP_036582098.1	XP_038746526.1
OG0008427	XP_036582101.1	XP_038746528.1
OG0008428	XP_070061551.1	XP_038742541.1
OG0008429	XP_036582102.1	XP_038746529.1
OG0008430	XP_036586916.1	XP_038744895.1
OG0008431	XP_070060384.1	XP_038744896.1
OG0008432	XP_036574170.1	XP_038747893.1
OG0008433	XP_070062434.1	XP_038744379.1
OG0008435	XP_070062435.1	XP_038744377.1
OG0008436	XP_036574562.1	XP_038744376.1
OG0008437	XP_036574563.1	XP_038744375.1
OG0008438	XP_036574564.1	XP_038744374.1
OG0008439	XP_036574565.1	XP_038744373.1
OG0008440	XP_036574566.1	XP_038744372.1
OG0008442	XP_036575212.1	XP_038744396.1
OG0008444	XP_036579371.1	XP_038750869.1
OG0008445	XP_036579373.2	XP_038750867.1
OG0008446	XP_036579375.1	XP_038749511.1
OG0008447	XP_036579378.1	XP_038749513.1
OG0008448	XP_070062659.1	XP_038749514.1
OG0008449	XP_036579382.1	XP_038749517.1
OG0008450	XP_036579385.1	XP_038749519.1
OG0008451	XP_036579386.1	XP_038749521.1
OG0008452	XP_036589359.1	XP_038751479.1
OG0008453	XP_036589357.1	XP_038751478.1
OG0008454	XP_070062258.1	XP_038751477.1
OG0008455	XP_070062257.1	XP_038751494.1
OG0008456	XP_070062256.1	XP_038751476.1
OG0008457	XP_070062255.1	XP_038751475.1
OG0008458	XP_036589353.1	XP_038751474.1
OG0008459	XP_036589369.1	XP_038751489.1
OG0008460	XP_036589370.1	XP_038751490.1
OG0008461	XP_070062261.1	XP_038751493.1
OG0008462	XP_036589374.1	XP_038751495.1
OG0008463	XP_036589375.1	XP_038751496.1
OG0008464	XP_036589376.1	XP_038751497.1
OG0008465	XP_070062262.1	XP_038751498.1
OG0008466	XP_036589379.1	XP_038751500.1
OG0008467	XP_036589380.1	XP_038751501.1
OG0008468	XP_036589381.1	XP_038751502.1
OG0008469	XP_036589383.2	XP_038751503.1
OG0008470	XP_036589384.1	XP_038751504.1
OG0008471	XP_036589387.1	XP_038751505.1
OG0008472	XP_036589388.1	XP_038751506.1
OG0008473	XP_036589389.1	XP_038751507.1
OG0008474	XP_036589391.1	XP_038751509.1
OG0008475	XP_036589392.1	XP_038751510.1
OG0008476	XP_036589395.1	XP_038751511.1
OG0008477	XP_036589396.2	XP_038751512.1
OG0008478	XP_070062265.1	XP_038751514.1
OG0008479	XP_036589399.2	XP_038751515.1
OG0008480	XP_036589401.1	XP_038751516.1
OG0008481	XP_036589403.1	XP_038751517.1
OG0008482	XP_036589404.1	XP_038751518.1
OG0008483	XP_070062266.1	XP_038751519.1
OG0008484	XP_036589406.1	XP_038751520.1
OG0008485	XP_036589407.1	XP_038751521.1
OG0008486	XP_036589409.1	XP_038751522.1
OG0008487	XP_036589410.1	XP_038751523.1
OG0008488	XP_036589411.2	XP_038751524.1
OG0008489	XP_036589412.1	XP_038751525.1
OG0008490	XP_036589413.1	XP_038751526.1
OG0008491	XP_036589414.1	XP_038751527.1
OG0008492	XP_036589415.1	XP_038751528.1
OG0008493	XP_070062267.1	XP_038751530.1
OG0008494	XP_036589418.2	XP_038751532.1
OG0008495	XP_036589419.1	XP_038751542.1
OG0008496	XP_036589420.1	XP_038751541.1
OG0008497	XP_036589421.1	XP_038751540.1
OG0008498	XP_036589422.1	XP_038751539.1
OG0008499	XP_036589451.1	XP_038751568.1
OG0008500	XP_036589450.1	XP_038751567.1
OG0008501	XP_036589449.1	XP_038751566.1
OG0008502	XP_036589447.1	XP_038751564.1
OG0008503	XP_036589446.1	XP_038751563.1
OG0008504	XP_036589444.1	XP_038751561.1
OG0008505	XP_036589443.1	XP_038751560.1
OG0008506	XP_036589442.1	XP_038751559.1
OG0008507	XP_070062272.1	XP_038751558.1
OG0008508	XP_036589440.2	XP_038751556.1
OG0008509	XP_036589439.1	XP_038751555.1
OG0008510	XP_036589437.1	XP_038751553.1
OG0008511	XP_036589436.2	XP_038751552.1
OG0008512	XP_070062270.1	XP_038751551.1
OG0008513	XP_036589435.1	XP_038751550.1
OG0008514	XP_036589434.1	XP_038751549.1
OG0008515	XP_036589432.1	XP_038751548.1
OG0008516	XP_036589423.1	XP_038751533.1
OG0008517	XP_036589424.2	XP_038751534.1
OG0008518	XP_036589425.2	XP_038751535.1
OG0008519	XP_036589429.1	XP_038751538.1
OG0008520	XP_070062269.1	XP_038751545.1
OG0008521	XP_036589431.1	XP_038751546.1
OG0008522	XP_036589455.1	XP_038751572.1
OG0008523	XP_070062275.1	XP_038751457.1
OG0008524	XP_036589458.1	XP_038751458.1
OG0008525	XP_036589459.1	XP_038751460.1
OG0008526	XP_036589460.1	XP_038751459.1
OG0008527	XP_036589463.1	XP_038751462.1
OG0008528	XP_036589464.2	XP_038751463.1
OG0008529	XP_036589465.1	XP_038751464.1
OG0008530	XP_036589468.1	XP_038751465.1
OG0008531	XP_036589469.1	XP_038751466.1
OG0008532	XP_070062278.1	XP_038751468.1
OG0008533	XP_036589471.1	XP_038751469.1
OG0008534	XP_036589473.1	XP_038751470.1
OG0008535	XP_036589508.1	XP_038751437.1
OG0008536	XP_036589507.1	XP_038751438.1
OG0008537	XP_070062282.1	XP_038751439.1
OG0008538	XP_036589505.1	XP_038751440.1
OG0008539	XP_036589502.2	XP_038751441.1
OG0008540	XP_036589501.1	XP_038751442.1
OG0008541	XP_036589500.1	XP_038751443.1
OG0008542	XP_036589497.2	XP_038751445.1
OG0008544	XP_036589495.1	XP_038751446.1
OG0008545	XP_036589494.1	XP_038751447.1
OG0008546	XP_070062281.1	XP_038751448.1
OG0008547	XP_036589492.1	XP_038751449.1
OG0008548	XP_036589490.1	XP_038751451.1
OG0008549	XP_036589489.1	XP_038751452.1
OG0008550	XP_036589488.1	XP_038751453.1
OG0008551	XP_036589509.2	XP_038751436.1
OG0008552	XP_036589487.1	XP_038751427.1
OG0008553	XP_036589481.1	XP_038750402.1
OG0008554	XP_036589480.2	XP_038750400.1
OG0008555	XP_070062279.1	XP_038750399.1
OG0008556	XP_036589478.1	XP_038750398.1
OG0008557	XP_036589477.1	XP_038750397.1
OG0008558	XP_036589475.1	XP_038750395.1
OG0008559	XP_036589476.1	XP_038750396.1
OG0008560	XP_036589518.2	XP_038751455.1
OG0008561	XP_036589517.1	XP_038751456.1
OG0008562	XP_036589516.2	XP_038751428.1
OG0008563	XP_036589515.1	XP_038751430.1
OG0008564	XP_070062284.1	XP_038751431.1
OG0008566	XP_036589519.1	XP_038750394.1
OG0008567	XP_036589520.1	XP_038750390.1
OG0008568	XP_036589521.1	XP_038750391.1
OG0008569	XP_036589522.1	XP_038750392.1
OG0008570	XP_036589523.1	XP_038750393.1
OG0008571	XP_036589524.1	XP_038750389.1
OG0008572	XP_036589533.1	XP_038750387.1
OG0008573	XP_036589532.1	XP_038750386.1
OG0008574	XP_036589531.1	XP_038750385.1
OG0008575	XP_036589528.1	XP_038750382.1
OG0008576	XP_036575525.1, XP_036589534.1	XP_038750374.1
OG0008577	XP_036589535.1	XP_038750375.1
OG0008578	XP_036574691.1	XP_038750376.1
OG0008579	XP_036589544.1	XP_038750371.1
OG0008580	XP_036589548.1	XP_038750364.1
OG0008581	XP_036589550.1	XP_038750367.1
OG0008582	XP_036589551.1	XP_038750368.1
OG0008583	XP_070062290.1	XP_038750369.1
OG0008584	XP_036589553.1	XP_038750360.1
OG0008585	XP_036589557.2	XP_038750361.1
OG0008586	XP_036589558.1	XP_038750362.1
OG0008587	XP_036589579.1	XP_038750337.1
OG0008588	XP_036589580.1	XP_038750336.1
OG0008589	XP_036589581.1	XP_038750335.1
OG0008590	XP_036586834.1	XP_038742500.1
OG0008591	XP_036589560.1	XP_038750341.1
OG0008592	XP_036589561.1	XP_038750342.1
OG0008593	XP_036589562.2	XP_038750344.1
OG0008594	XP_036589563.1	XP_038750345.1
OG0008595	XP_036589564.1	XP_038750346.1
OG0008596	XP_036589565.1	XP_038750347.1
OG0008597	XP_036589566.1	XP_038750348.1
OG0008598	XP_036589567.1	XP_038750349.1
OG0008599	XP_036589568.2	XP_038750350.1
OG0008600	XP_070062292.1	XP_038750351.1
OG0008601	XP_036589570.1	XP_038750352.1
OG0008602	XP_070062293.1	XP_038750353.1
OG0008603	XP_036589573.1	XP_038750355.1
OG0008604	XP_036589574.1	XP_038750356.1
OG0008605	XP_036587776.1	XP_038739696.1
OG0008606	XP_036589578.1	XP_038750359.1
OG0008607	XP_036589586.1	XP_038750328.1
OG0008608	XP_070062296.1	XP_038750326.1
OG0008609	XP_036589592.1	XP_038750323.1
OG0008610	XP_036589593.1	XP_038750322.1
OG0008611	XP_036589594.1	XP_038750314.1
OG0008612	XP_036589621.1	XP_038750295.1
OG0008614	XP_036589600.1	XP_038750316.1
OG0008615	XP_036589612.1	XP_038750303.1
OG0008616	XP_036589610.1	XP_038750305.1
OG0008617	XP_036589629.1	XP_038750286.1
OG0008618	XP_036589628.1	XP_038750287.1
OG0008619	XP_036589615.1	XP_038750301.1
OG0008620	XP_036589766.1	XP_038750168.1
OG0008621	XP_036589765.1	XP_038750169.1
OG0008622	XP_036589764.1	XP_038750170.1
OG0008623	XP_036589763.1	XP_038750171.1
OG0008624	XP_036589762.1	XP_038750172.1
OG0008625	XP_036589759.1	XP_038750178.1
OG0008626	XP_036579107.1	XP_038738871.1
OG0008627	XP_070062321.1	XP_038750180.1
OG0008628	XP_036589756.1	XP_038750181.1
OG0008629	XP_036574877.1	XP_038750182.1
OG0008630	XP_036589748.1	XP_038750185.1
OG0008631	XP_036589746.1	XP_038750187.1
OG0008632	XP_036589741.1	XP_038750189.1
OG0008633	XP_036589740.1	XP_038750190.1
OG0008634	XP_036589733.1	XP_038750196.1
OG0008635	XP_070062317.1	XP_038750198.1
OG0008636	XP_036589729.1	XP_038750199.1
OG0008637	XP_036589734.1	XP_038750195.1
OG0008638	XP_036589736.1	XP_038750194.1
OG0008639	XP_036575194.1	XP_038744658.1
OG0008640	XP_036575195.1	XP_038744657.1
OG0008641	XP_036575198.1	XP_038744655.1
OG0008642	XP_070062489.1	XP_038750478.1
OG0008643	XP_070062488.1	XP_038750479.1
OG0008644	XP_036578363.1	XP_038750480.1
OG0008645	XP_036578361.1	XP_038750481.1
OG0008647	XP_036582220.1	XP_038740802.1
OG0008648	XP_070061259.1	XP_038739935.1
OG0008649	XP_036582250.2	XP_038739936.1
OG0008650	XP_036582265.1	XP_038739922.1
OG0008651	XP_036582262.1	XP_038739924.1
OG0008652	XP_036582261.1	XP_038739925.1
OG0008653	XP_036582260.1	XP_038739926.1
OG0008654	XP_036582255.1	XP_038739932.1
OG0008655	XP_036577208.1	XP_038746894.1
OG0008656	XP_036582268.1	XP_038739908.1
OG0008657	XP_036576913.1	XP_038746726.1
OG0008658	XP_036576326.1	XP_038746724.1
OG0008659	XP_036576328.1	XP_038746722.1
OG0008660	XP_036576329.2	XP_038746721.1
OG0008661	XP_036582282.1	XP_038739913.1
OG0008662	XP_036582283.1	XP_038739914.1
OG0008663	XP_036582294.1	XP_038739917.1
OG0008664	XP_036582295.1	XP_038739918.1
OG0008665	XP_070061408.1	XP_038749562.1
OG0008666	XP_036582299.1	XP_038739899.1
OG0008667	XP_036582300.1	XP_038739898.1
OG0008668	XP_036582304.1	XP_038739894.1
OG0008669	XP_036582305.1	XP_038739893.1
OG0008670	XP_036582308.1	XP_038739890.1
OG0008671	XP_036582307.1	XP_038739891.1
OG0008672	XP_036582312.1	XP_038739883.1
OG0008674	XP_036582319.1	XP_038739876.1
OG0008675	XP_070061248.1	XP_038739877.1
OG0008676	XP_036582317.1	XP_038739878.1
OG0008677	XP_070061249.1	XP_038739879.1
OG0008678	XP_070061250.1	XP_038739880.1
OG0008679	XP_036582314.1	XP_038739881.1
OG0008680	XP_036582313.1	XP_038739882.1
OG0008681	XP_036582320.1	XP_038739875.1
OG0008682	XP_036582321.1	XP_038739874.1
OG0008683	XP_036582322.1	XP_038739873.1
OG0008684	XP_036582325.1	XP_038739872.1
OG0008685	XP_070061247.1	XP_038739870.1
OG0008686	XP_036582329.1	XP_038739868.1
OG0008687	XP_070061246.1	XP_038739867.1
OG0008688	XP_036582331.1	XP_038739866.1
OG0008689	XP_036582332.1	XP_038739865.1
OG0008690	XP_036582336.1	XP_038739864.1
OG0008691	XP_070061245.1	XP_038739863.1
OG0008692	XP_036582338.1	XP_038739862.1
OG0008693	XP_036582339.1	XP_038739861.1
OG0008694	XP_036582340.1	XP_038739860.1
OG0008695	XP_036582341.1	XP_038739859.1
OG0008696	XP_036582343.1	XP_038739858.1
OG0008697	XP_070061244.1	XP_038739857.1
OG0008698	XP_070061243.1	XP_038739855.1
OG0008699	XP_036582348.1	XP_038739854.1
OG0008700	XP_036582349.2	XP_038739853.1
OG0008701	XP_036582351.1	XP_038739851.1
OG0008702	XP_036582352.1	XP_038739850.1
OG0008703	XP_036582354.1	XP_038739849.1
OG0008704	XP_036582355.1	XP_038739848.1
OG0008705	XP_036582356.1	XP_038739847.1
OG0008706	XP_036582357.1	XP_038739846.1
OG0008707	XP_070061242.1	XP_038739845.1
OG0008708	XP_070061240.1	XP_038739844.1
OG0008709	XP_070061239.1	XP_038739843.1
OG0008710	XP_070061238.1	XP_038739842.1
OG0008711	XP_070061237.1	XP_038739841.1
OG0008712	XP_070061236.1	XP_038739840.1
OG0008713	XP_036583339.2	XP_038739290.1
OG0008714	XP_036583340.1	XP_038739289.1
OG0008715	XP_036583342.1	XP_038739287.1
OG0008716	XP_070061232.1	XP_038739286.1
OG0008717	XP_070061231.1	XP_038739285.1
OG0008718	XP_036583344.1	XP_038739284.1
OG0008719	XP_036583347.1	XP_038739281.1
OG0008720	XP_036583348.1	XP_038739280.1
OG0008721	XP_036583349.2	XP_038739279.1
OG0008722	XP_036583353.1	XP_038739277.1
OG0008724	XP_070061229.1	XP_038739275.1
OG0008725	XP_036583358.2	XP_038739274.1
OG0008726	XP_036583359.1	XP_038739273.1
OG0008727	XP_036583361.1	XP_038739272.1
OG0008728	XP_036583362.1	XP_038739271.1
OG0008729	XP_036583363.1	XP_038739270.1
OG0008730	XP_036583364.1	XP_038739269.1
OG0008731	XP_036583366.1	XP_038739268.1
OG0008732	XP_036581064.1	XP_038744022.1
OG0008733	XP_036581066.1	XP_038744027.1
OG0008734	XP_070061920.1	XP_038744028.1
OG0008735	XP_036581068.1	XP_038744029.1
OG0008736	XP_036581056.1	XP_038744016.1
OG0008737	XP_036581055.2	XP_038744015.1
OG0008738	XP_036581037.1	XP_038743997.1
OG0008739	XP_036581040.1	XP_038743998.1
OG0008740	XP_036581042.2	XP_038744001.1
OG0008741	XP_036581043.1	XP_038744002.1
OG0008742	XP_036581046.1	XP_038744005.1
OG0008743	XP_036581047.1	XP_038744006.1
OG0008744	XP_036581048.1	XP_038744007.1
OG0008745	XP_036581049.1	XP_038744008.1
OG0008746	XP_036581050.1	XP_038744009.1
OG0008747	XP_036581051.1	XP_038744010.1
OG0008748	XP_036581052.2	XP_038744011.1
OG0008749	XP_036581053.1	XP_038744012.1
OG0008750	XP_036581054.2	XP_038744013.1
OG0008751	XP_036581032.1	XP_038743994.1
OG0008752	XP_036581014.1	XP_038743984.1
OG0008753	XP_070061912.1	XP_038743979.1
OG0008754	XP_036581010.1	XP_038743978.1
OG0008755	XP_036581006.1	XP_038743976.1
OG0008756	XP_036581005.1	XP_038743975.1
OG0008757	XP_070061911.1	XP_038743951.1
OG0008758	XP_070061909.1	XP_038743952.1
OG0008759	XP_036581001.1	XP_038743953.1
OG0008760	XP_036581000.1	XP_038743954.1
OG0008761	XP_036580999.1	XP_038743955.1
OG0008762	XP_036580995.1	XP_038743958.1
OG0008763	XP_070061907.1	XP_038743959.1
OG0008764	XP_036580992.1	XP_038743961.1
OG0008765	XP_036580991.1	XP_038743962.1
OG0008766	XP_036580986.1	XP_038743966.1
OG0008767	XP_036580985.1	XP_038743967.1
OG0008768	XP_036580984.1	XP_038743968.1
OG0008769	XP_036580981.2	XP_038743971.1
OG0008770	XP_036580980.1	XP_038743972.1
OG0008771	XP_036580979.1	XP_038743973.1
OG0008772	XP_036580978.1	XP_038743974.1
OG0008773	XP_036580975.1	XP_038743948.1
OG0008774	XP_036580959.1	XP_038743934.1
OG0008775	XP_036580962.1	XP_038743937.1
OG0008776	XP_036580964.1	XP_038743939.1
OG0008777	XP_036580967.1	XP_038743940.1
OG0008778	XP_036580968.1	XP_038743941.1
OG0008779	XP_036580971.1	XP_038743943.1
OG0008780	XP_036580972.1	XP_038743944.1
OG0008781	XP_036580958.1	XP_038743931.1
OG0008782	XP_036580957.1	XP_038743930.1
OG0008783	XP_036580956.1	XP_038743929.1
