Orthogroup	Colletotrichum_truncatum	Colletotrichum_fructicola
OG0009720	XP_036589020.1	XP_031877705.1
OG0009722	XP_036586660.1	XP_066008622.1
OG0009724	XP_036578529.1	XP_031884628.1
OG0009725	XP_036578527.1	XP_066007856.1
OG0009726	XP_036578525.1	XP_031884614.1
OG0009727	XP_036578499.1	XP_031884512.1
OG0009729	XP_070061988.1	XP_031882550.1
OG0009730	XP_070061992.1	XP_066008405.1
OG0009731	XP_036586014.1	XP_031877991.1
OG0009732	XP_070062033.1	XP_031878041.1
OG0009733	XP_036586003.1	XP_031878036.1
OG0009734	XP_036585999.1	XP_031877986.1
OG0009735	XP_036585988.2	XP_066008509.1
OG0009736	XP_036585985.1	XP_031878056.1
OG0009737	XP_036585982.1	XP_031878008.2
OG0009738	XP_036585975.1	XP_031878026.1
OG0009739	XP_036585944.1	XP_031878031.1
OG0009740	XP_036577718.1, XP_036575890.1	XP_031891896.1
OG0009741	XP_070061871.1	XP_066008858.1
OG0009742	XP_036575886.1	XP_066008857.1
OG0009743	XP_036575885.1	XP_031892212.1
OG0009744	XP_036575884.1	XP_031892213.1
OG0009747	XP_036575870.1	XP_031892097.1
OG0009748	XP_036575857.1	XP_031891934.1
OG0009749	XP_036575852.1	XP_031892014.1
OG0009750	XP_070061864.1	XP_031892022.1
OG0009753	XP_070061859.1	XP_066008846.1
OG0009756	XP_036575209.2	XP_066008128.1
OG0009758	XP_036575219.1	XP_031881657.1
OG0009759	XP_036574643.1	XP_031881654.1
OG0009761	XP_036578580.1	XP_031884376.1
OG0009762	XP_036578978.1	XP_031881532.1
OG0009763	XP_036579853.1	XP_031884849.1
OG0009764	XP_036587745.1	XP_031883972.1
OG0009765	XP_036584038.1	XP_066008176.1
OG0009766	XP_036578959.1	XP_031881682.1
OG0009767	XP_070061330.1	XP_066008172.1
OG0009768	XP_036578928.1	XP_031881596.1
OG0009769	XP_036578926.1	XP_031881577.1
OG0009770	XP_036588271.1	XP_031880579.1
OG0009771	XP_036588268.2	XP_031880564.2
OG0009772	XP_036588254.1	XP_031880519.1
OG0009773	XP_036588249.1	XP_031880604.1
OG0009776	XP_070062568.1	XP_031880597.1
OG0009777	XP_036575756.1	XP_031880522.1
OG0009778	XP_070062564.1	XP_066009479.1
OG0009779	XP_070062563.1	XP_031876530.1
OG0009780	XP_036575765.2	XP_031876553.1
OG0009783	XP_036577882.2	XP_031882636.1
OG0009784	XP_036577895.2	XP_031877113.1
OG0009785	XP_036577855.2	XP_031882534.1
OG0009786	XP_036577859.1	XP_031882527.1
OG0009787	XP_036577842.1	XP_031882540.1
OG0009788	XP_036574684.1	XP_031875594.1
OG0009789	XP_070061221.1	XP_031879794.1
OG0009790	XP_036583421.1	XP_031879833.1
OG0009793	XP_036583410.2	XP_066007631.1
OG0009794	XP_036583394.1	XP_066007660.1
OG0009796	XP_036583387.2	XP_066007797.1
OG0009798	XP_036589918.1	XP_031889486.1
OG0009800	XP_070062338.1	XP_031889139.1
OG0009801	XP_036589875.1	XP_031889337.2
OG0009802	XP_036577065.1	XP_031880621.1
OG0009803	XP_036577054.1	XP_031881082.1
OG0009805	XP_036577028.1	XP_031881130.1
OG0009806	XP_036577027.1	XP_066009556.1
OG0009807	XP_036577026.1	XP_031881128.1
OG0009808	XP_036577023.1	XP_031880958.1
OG0009809	XP_036579472.1	XP_031881011.1
OG0009810	XP_036579471.1	XP_031881010.1
OG0009811	XP_036579470.2	XP_031881009.1
OG0009812	XP_036579479.2	XP_031881040.1
OG0009813	XP_070062675.1	XP_031881042.1
OG0009814	XP_070062677.1	XP_031881041.1
OG0009816	XP_036577975.1	XP_031876048.1
OG0009817	XP_036577964.1	XP_031890606.1
OG0009818	XP_036577963.1	XP_031890605.2
OG0009819	XP_036577961.1	XP_031890611.1
OG0009820	XP_070060967.1	XP_031890614.2
OG0009821	XP_036587370.1	XP_031890516.1
OG0009823	XP_036587410.1	XP_031886679.1
OG0009825	XP_070061108.1	XP_031884051.1
OG0009826	XP_036575067.1	XP_031883888.1
OG0009827	XP_036575066.1	XP_031883891.1
OG0009828	XP_070061111.1	XP_031883840.1
OG0009829	XP_036582620.1	XP_031883797.1
OG0009832	XP_036582585.1	XP_066006767.1
OG0009833	XP_036582568.1	XP_031884057.1
OG0009834	XP_036582551.2	XP_031883942.1
OG0009835	XP_036582535.1	XP_031884047.1
OG0009837	XP_036578688.1	XP_031891196.1
OG0009838	XP_036575496.1	XP_031877527.1
OG0009840	XP_070062476.1	XP_031881512.1
OG0009842	XP_036588094.1	XP_031877441.1, XP_031890701.1
OG0009845	XP_036582475.1	XP_031881506.1
OG0009847	XP_036582489.1	XP_031881418.1
OG0009850	XP_036585487.1	XP_066010000.1
OG0009852	XP_036585563.1	XP_031888414.1
OG0009853	XP_036585560.1	XP_066009890.1
OG0009855	XP_036585537.2	XP_031888601.1
OG0009857	XP_036585574.1	XP_031888226.1
OG0009858	XP_036585586.1	XP_031888383.1
OG0009859	XP_070061653.1	XP_031888384.1
OG0009860	XP_036585591.1	XP_031888589.1
OG0009861	XP_036587471.1	XP_031890338.1
OG0009862	XP_036587465.1	XP_031890336.1
OG0009864	XP_036587429.1	XP_031890688.2
OG0009865	XP_036587424.1	XP_031886824.1
OG0009866	XP_070060758.1	XP_031878106.1
OG0009867	XP_036586319.1	XP_031878084.2
OG0009868	XP_036586321.1	XP_031878104.1
OG0009869	XP_036581857.1	XP_031876799.1
OG0009870	XP_036590003.1	XP_031875598.1
OG0009871	XP_036586229.2	XP_031878161.1
OG0009872	XP_036584051.1	XP_031879924.1
OG0009873	XP_036584069.1	XP_031879916.1
OG0009875	XP_036575994.1	XP_031879979.1
OG0009876	XP_036576005.1	XP_031879935.1
OG0009878	XP_036576000.1	XP_031879938.1
OG0009879	XP_036576024.2	XP_031879885.1
OG0009881	XP_036576031.2	XP_031879879.1
OG0009883	XP_036584680.1	XP_066008665.1
OG0009884	XP_036579343.1	XP_066009466.1
OG0009885	XP_036584664.1	XP_066008633.1
OG0009886	XP_070060304.1	XP_031886590.1
OG0009888	XP_036586539.1	XP_031886756.1
OG0009889	XP_036586543.1	XP_031886749.1
OG0009890	XP_036586544.2	XP_031886754.1
OG0009891	XP_036586560.1	XP_066008840.1
OG0009892	XP_070060218.1	XP_031891231.1
OG0009894	XP_036583798.1	XP_031891465.2
OG0009895	XP_036578648.1	XP_031891251.1
OG0009896	XP_036578651.1	XP_066010005.1
OG0009897	XP_070061269.1	XP_031891144.1
OG0009899	XP_036574431.1	XP_031882688.1
OG0009900	XP_036581314.1	XP_031891391.2
OG0009901	XP_036578687.1	XP_031891398.1
OG0009903	XP_036578144.1	XP_031892098.1
OG0009904	XP_036577356.1	XP_031882975.2
OG0009907	XP_036576217.2	XP_031891854.1
OG0009908	XP_036576216.1	XP_031891855.1
OG0009909	XP_036576215.1	XP_031891856.1
OG0009910	XP_070060186.1	XP_031875550.1
OG0009911	XP_070061845.1	XP_031891801.1
OG0009912	XP_036578159.1	XP_031892121.1
OG0009913	XP_070060398.1	XP_066008791.1
OG0009918	XP_036576266.1	XP_031891989.1
OG0009925	XP_036586861.1	XP_031875911.1
OG0009926	XP_036586857.2	XP_031875896.1
OG0009927	XP_070060367.1	XP_031885143.1
OG0009930	XP_036578086.1	XP_031888128.1
OG0009931	XP_070059878.1	XP_031879547.1
OG0009933	XP_036586886.2	XP_031878970.1
OG0009934	XP_036586898.1	XP_031878901.1
OG0009935	XP_036577341.1	XP_031892869.2
OG0009938	XP_036588697.2	XP_031877463.1
OG0009939	XP_036588698.1	XP_031877452.1
OG0009941	XP_070062642.1	XP_031877478.1
OG0009942	XP_036588721.1	XP_031877475.1
OG0009943	XP_036588720.1	XP_031877476.1
OG0009944	XP_036588724.1	XP_031877481.2
OG0009946	XP_036579317.1	XP_031878870.1
OG0009947	XP_036579333.1	XP_031878873.2
OG0009949	XP_036581690.1	XP_031884006.1
OG0009952	XP_036580874.2	XP_031888093.1
OG0009953	XP_036580896.1	XP_031888121.1
OG0009954	XP_036575792.1	XP_031876526.1
OG0009955	XP_036575774.1	XP_031876537.2
OG0009956	XP_036575770.1	XP_031876551.1
OG0009957	XP_036576732.1	XP_031879624.1
OG0009958	XP_036576730.1	XP_031879560.1
OG0009959	XP_070059876.1	XP_031879556.1
OG0009961	XP_036576704.1	XP_031879584.2
OG0009962	XP_036581585.1	XP_066008010.1
OG0009963	XP_036576701.1	XP_031879515.1
OG0009964	XP_036576699.1	XP_031879517.1
OG0009966	XP_036581590.1	XP_031889554.2
OG0009970	XP_036581562.1	XP_031889751.1
OG0009971	XP_036581561.1	XP_066007899.1
OG0009972	XP_070060893.1	XP_031889892.1
OG0009973	XP_036575033.1	XP_031884703.1
OG0009975	XP_036579879.1	XP_031884940.1
OG0009976	XP_036579878.1	XP_031884845.1
OG0009977	XP_036579876.1	XP_031884850.1
OG0009978	XP_036579875.1	XP_031884916.1
OG0009979	XP_070061187.1	XP_031884872.1
OG0009980	XP_070061186.1	XP_066007609.1
OG0009982	XP_036579813.1	XP_031884767.1
OG0009983	XP_036579812.2	XP_031884768.1
OG0009984	XP_070061178.1	XP_031884761.1
OG0009985	XP_070061176.1	XP_031884906.1
OG0009986	XP_036574552.1	XP_031881423.1
OG0009987	XP_036582107.1	XP_066007634.1
OG0009989	XP_036579712.1	XP_031877156.1
OG0009991	XP_070061541.1	XP_066009708.1
OG0009992	XP_036586707.1	XP_031881023.1
OG0009993	XP_036579781.1	XP_031884864.1
OG0009994	XP_036579775.1	XP_031884861.1
OG0009996	XP_036579782.1	XP_031884859.1
OG0009997	XP_036579771.1	XP_031884831.1
OG0009998	XP_036579772.1	XP_031884828.1
OG0009999	XP_036579763.1	XP_031884965.1
OG0010000	XP_036579757.1	XP_031884803.1
OG0010003	XP_036579749.2	XP_066007807.1
OG0010006	XP_036579701.1	XP_031881455.1
OG0010007	XP_036579693.2	XP_031881337.1
OG0010010	XP_036579686.1	XP_031881430.1
OG0010013	XP_036585452.1	XP_031884177.1
OG0010015	XP_036585444.1	XP_031884181.1
OG0010017	XP_036583903.1	XP_031884221.1
OG0010019	XP_036583901.1	XP_031884223.1
OG0010021	XP_036583909.1	XP_031884233.1
OG0010023	XP_036589131.2	XP_031892765.1
OG0010024	XP_036583863.1	XP_031884290.1
OG0010025	XP_036583852.1	XP_031884355.1
OG0010026	XP_070061592.1	XP_031884324.1
OG0010027	XP_070061593.1	XP_031884325.1
OG0010028	XP_036583954.1	XP_031884310.1
OG0010029	XP_036583955.1	XP_031884309.1
OG0010030	XP_036583956.1	XP_031884308.1
OG0010031	XP_036583946.1	XP_031884114.2
OG0010033	XP_036583989.1	XP_031877028.1
OG0010035	XP_036584007.1	XP_031877053.1
OG0010038	XP_036578996.1	XP_031889617.1
OG0010040	XP_036587862.1	XP_031890826.2
OG0010041	XP_036587904.1	XP_031890715.1
OG0010044	XP_036587921.1	XP_031890729.1
OG0010046	XP_036587930.1	XP_031890947.1
OG0010047	XP_036580155.2	XP_031889708.1
OG0010048	XP_036587959.1	XP_031890994.1
OG0010049	XP_036587963.1	XP_031890991.1
OG0010050	XP_036587965.1	XP_031890989.1
OG0010051	XP_070059974.1	XP_031891432.1
OG0010053	XP_036583542.1	XP_031892723.1
OG0010054	XP_070061198.1	XP_031892644.2
OG0010056	XP_070061202.1	XP_031892386.1
OG0010057	XP_036583508.2	XP_066007801.1
OG0010058	XP_070061209.1	XP_031892405.1
OG0010059	XP_036583489.1	XP_031892401.2
OG0010060	XP_070061214.1	XP_031892705.1
OG0010061	XP_036585802.1	XP_066008452.1
OG0010062	XP_036585823.1	XP_031885393.1
OG0010063	XP_036585827.1	XP_031885389.1
OG0010064	XP_036585835.1	XP_031885529.1
OG0010065	XP_036585836.1	XP_031885523.1
OG0010066	XP_036589832.1	XP_031888881.1
OG0010067	XP_036589833.1	XP_031888882.1
OG0010068	XP_036585841.2	XP_031885349.1
OG0010069	XP_036585850.1	XP_031885294.2
OG0010071	XP_036585887.2	XP_031885510.2
OG0010073	XP_036582995.1	XP_031886974.1
OG0010074	XP_036583000.1	XP_031886926.1
OG0010075	XP_036583007.1	XP_031886933.1
OG0010076	XP_036583035.1	XP_066009551.1
OG0010077	XP_070062544.1	XP_066009552.1
OG0010078	XP_070062545.1	XP_031886868.1
OG0010079	XP_036583062.1	XP_031886892.1
OG0010080	XP_036583065.1	XP_031887087.1
OG0010082	XP_036583080.1	XP_031887041.2
OG0010083	XP_036583082.1	XP_031886911.1
OG0010084	XP_036583086.1	XP_031887088.1
OG0010085	XP_036583091.1	XP_031887058.1
OG0010086	XP_036583093.2	XP_066009456.1
OG0010087	XP_036583100.1	XP_031887107.2
OG0010088	XP_036588748.1	XP_066008218.1
OG0010089	XP_036588751.1	XP_031891576.1
OG0010090	XP_036589857.1	XP_031889123.1
OG0010093	XP_036587374.1	XP_031886740.1
OG0010096	XP_070062325.1	XP_031889075.1
OG0010097	XP_036589795.1	XP_066009219.1
OG0010098	XP_036589848.1	XP_031889320.1
OG0010099	XP_036589854.1	XP_066008929.1
OG0010100	XP_070062300.1	XP_031889438.1
OG0010103	XP_070062307.1	XP_031889241.1
OG0010104	XP_036589689.1	XP_031889354.1
OG0010105	XP_070062311.1	XP_031889204.1
OG0010106	XP_036589721.1	XP_066009078.1
OG0010107	XP_036589722.2	XP_031889402.1
OG0010108	XP_036579922.2	XP_031882508.1
OG0010110	XP_070060494.1	XP_031893324.2
OG0010111	XP_036578879.1	XP_031876114.1
OG0010115	XP_036578877.1	XP_031876107.1
OG0010121	XP_036581715.1	XP_066008874.1
OG0010122	XP_036589906.1	XP_031880399.2
OG0010123	XP_036589204.1	XP_031880466.1
OG0010124	XP_036589225.1	XP_031880377.1
OG0010125	XP_036574941.1	XP_031875481.2
OG0010125	XP_036575804.2	XP_066007153.1
OG0010127	XP_036583734.1	XP_031890066.1
OG0010130	XP_036580117.1	XP_031892131.1
OG0010131	XP_036580134.2	XP_066008757.1
OG0010133	XP_036580100.1	XP_031892204.1
OG0010135	XP_036576335.1	XP_031883625.1
OG0010138	XP_036574826.1	XP_031892173.1
OG0010139	XP_036574825.1	XP_031892172.1
OG0010140	XP_036574823.1	XP_031891890.1
OG0010141	XP_036574820.1	XP_031892180.1
OG0010142	XP_036578067.1	XP_031891722.1
OG0010143	XP_036578064.1	XP_031892064.1
OG0010144	XP_036578061.1	XP_031886513.2
OG0010145	XP_036578057.1	XP_031892067.1
OG0010147	XP_036589113.1	XP_031892701.2
OG0010148	XP_036578112.1	XP_031891839.1
OG0010152	XP_036578108.2	XP_066008860.1
OG0010156	XP_036579186.1	XP_031882153.1
OG0010157	XP_036579179.1	XP_031882269.1
OG0010158	XP_036579174.1	XP_066009588.1
OG0010160	XP_036579138.1	XP_031882337.1
OG0010161	XP_036575720.1	XP_031882122.1
OG0010162	XP_036575693.1	XP_031882317.1
OG0010163	XP_036575678.1	XP_031882173.1
OG0010164	XP_036575703.2	XP_031882128.2
OG0010166	XP_036575531.1	XP_031883131.1
OG0010169	XP_036576203.1	XP_066008641.1, XP_066009730.1, XP_031875791.2
OG0010170	XP_036586863.1	XP_031878981.1
OG0010171	XP_036576668.2	XP_031882993.1
OG0010172	XP_036576678.1	XP_031883077.1
OG0010173	XP_036576679.1	XP_031883137.1
OG0010174	XP_036576662.1	XP_031883141.1
OG0010175	XP_036576652.1	XP_031883007.1
OG0010176	XP_070060441.1	XP_031883155.1
OG0010178	XP_036576628.1	XP_031883189.1
OG0010179	XP_036576180.1	XP_031887982.1
OG0010180	XP_036576611.1	XP_031883085.1
OG0010181	XP_036576604.1	XP_031883197.1
OG0010182	XP_036576590.1	XP_031882980.1
OG0010185	XP_036576475.1	XP_031878703.1
OG0010187	XP_070060415.1	XP_031883028.1
OG0010190	XP_036577406.1	XP_031883073.1
OG0010191	XP_070060402.1	XP_066008747.1
OG0010192	XP_036580048.1	XP_031884366.1
OG0010193	XP_036577389.1	XP_031883161.1
OG0010194	XP_036574763.1	XP_031889671.2
OG0010196	XP_036577370.1	XP_031883130.1
OG0010197	XP_036582804.1	XP_031892973.2
OG0010198	XP_070060559.1	XP_031892981.1
OG0010200	XP_036582847.1	XP_031892896.1
OG0010201	XP_070060570.1	XP_031893294.1
OG0010202	XP_070062201.1	XP_066007101.1
OG0010203	XP_036584925.1	XP_031882348.2
OG0010204	XP_036584935.1	XP_031882438.1
OG0010206	XP_036584992.1	XP_066007219.1
OG0010207	XP_036584993.1	XP_031882467.1
OG0010208	XP_036585018.1	XP_031882385.1
OG0010209	XP_036585030.1	XP_031882460.2
OG0010210	XP_070062225.1	XP_066007243.1
OG0010211	XP_036583846.1	XP_031881123.1
OG0010212	XP_036583847.1	XP_031881122.1
OG0010213	XP_036589883.1	XP_031887404.1
OG0010215	XP_036585115.1	XP_031887355.1
OG0010216	XP_036585124.1	XP_031887213.1
OG0010217	XP_036581955.2	XP_031888730.1
OG0010218	XP_036585141.1	XP_031887376.1
OG0010219	XP_070062238.1	XP_066007290.1
OG0010220	XP_070062240.1	XP_031887284.1
OG0010221	XP_036589254.1	XP_031887364.1
OG0010222	XP_070062243.1	XP_031887359.2
OG0010223	XP_036589278.1	XP_031887251.1
OG0010224	XP_036579438.1	XP_066007489.1
OG0010225	XP_036579439.1	XP_031890901.1
OG0010226	XP_070062668.1	XP_031890896.1
OG0010227	XP_036589294.1	XP_031887260.1
OG0010228	XP_036586096.1	XP_031879504.1
OG0010229	XP_036586114.1	XP_031879475.1
OG0010230	XP_036586120.1	XP_031879495.1
OG0010232	XP_070062059.1	XP_031881280.1
OG0010233	XP_036574588.1	XP_031881256.1
OG0010234	XP_036574600.2	XP_031881298.1
OG0010235	XP_036574605.1	XP_031881296.1
OG0010236	XP_036576380.1	XP_031881303.1
OG0010237	XP_036576397.1	XP_031881244.1
OG0010238	XP_036576422.1	XP_031881163.1
OG0010239	XP_036576426.1	XP_031881161.1
OG0010243	XP_036576450.1	XP_031881268.1
OG0010244	XP_070062090.1	XP_066008438.1
OG0010245	XP_036579901.1	XP_066008466.1
OG0010248	XP_036588224.1	XP_031880132.1
OG0010249	XP_036588217.1	XP_031880134.2
OG0010250	XP_036588209.1	XP_031880063.1
OG0010252	XP_070062693.1	XP_031878892.1
OG0010253	XP_036588180.1	XP_031880092.1
OG0010254	XP_036576102.1	XP_031879224.1
OG0010256	XP_036582728.2	XP_031893381.1
OG0010258	XP_070060862.1	XP_031880037.1
OG0010261	XP_036588107.1	XP_031890775.1
OG0010262	XP_036588063.1	XP_031891020.1
OG0010263	XP_036588066.1	XP_031891049.1
OG0010264	XP_036588056.1	XP_031890999.1
OG0010265	XP_036588011.1	XP_031891065.1
OG0010266	XP_036588008.1	XP_031891063.1
OG0010267	XP_036583185.1	XP_031886004.1
OG0010268	XP_036588033.1	XP_066007466.1
OG0010269	XP_036574894.1	XP_031887829.2
OG0010270	XP_036574482.1	XP_031888036.1
OG0010271	XP_036574477.1	XP_031888037.1
OG0010272	XP_036575179.1	XP_031888157.1
OG0010273	XP_036574464.1	XP_031888075.2
OG0010274	XP_036579979.1	XP_031883706.1
OG0010275	XP_036575163.1	XP_031888164.1
OG0010276	XP_036575162.1	XP_031888165.1
OG0010278	XP_070061518.1	XP_031887970.1
OG0010279	XP_036574475.1	XP_031888080.1
OG0010280	XP_036579328.1	XP_031887827.1
OG0010281	XP_036574885.1	XP_031887828.1
OG0010282	XP_036574882.2	XP_031887994.2
OG0010283	XP_036574881.1	XP_031887992.1
OG0010284	XP_036580725.1	XP_031888016.1
OG0010285	XP_036574871.1	XP_031888199.1
OG0010286	XP_036574869.1	XP_066008247.1
OG0010287	XP_036580729.1	XP_031888019.1
OG0010289	XP_036580749.1	XP_031888168.1
OG0010291	XP_036580752.1	XP_031888142.1
OG0010292	XP_036580773.2	XP_031887927.1
OG0010293	XP_070061483.1	XP_066008220.1
OG0010295	XP_036583704.1	XP_031876414.1
OG0010296	XP_070061473.1	XP_031888178.2
OG0010298	XP_036580827.1	XP_031888027.1
OG0010299	XP_036580864.1	XP_031888030.1
OG0010300	XP_036580862.1	XP_031887842.2
OG0010301	XP_036580858.1	XP_031887840.1
OG0010303	XP_036580851.1	XP_031888053.1
OG0010304	XP_036580891.1	XP_066008201.1
OG0010305	XP_036576511.1	XP_031878745.2
OG0010307	XP_036576467.1	XP_031878740.1
OG0010312	XP_036576518.1	XP_031878765.2
OG0010313	XP_036574210.1	XP_031878657.2
OG0010315	XP_036581162.1	XP_031878744.1
OG0010316	XP_036577011.1	XP_031883732.1
OG0010318	XP_036583656.1	XP_031880856.1
OG0010319	XP_036581183.1	XP_031879134.1
OG0010320	XP_070060222.1	XP_031884977.1
OG0010322	XP_036582521.1	XP_031892137.2
OG0010324	XP_036588163.1	XP_031882651.1
OG0010325	XP_036581245.1	XP_031879064.1
OG0010326	XP_036581249.1	XP_031879112.1
OG0010328	XP_070062356.1	XP_031891929.1
OG0010329	XP_036581262.1	XP_031879082.1
OG0010330	XP_036581252.1	XP_031879110.1
OG0010331	XP_070060631.1	XP_031879085.1
OG0010332	XP_036581266.1	XP_031879024.1
OG0010334	XP_070062165.1	XP_031885707.1
OG0010335	XP_036575646.1	XP_031885747.1
OG0010336	XP_036575640.1	XP_031885566.1
OG0010337	XP_036575641.1	XP_031885643.1
OG0010338	XP_036575632.1	XP_031885568.1
OG0010339	XP_036575631.1	XP_031885571.1
OG0010340	XP_070061324.1	XP_031881695.1
OG0010341	XP_036574382.2	XP_031881809.1
OG0010342	XP_036581122.1	XP_031881870.1
OG0010343	XP_036575630.1	XP_066008415.1
OG0010349	XP_036581138.1	XP_031881860.1
OG0010350	XP_036574370.1	XP_066008565.1
OG0010351	XP_036584093.1	XP_031881807.1
OG0010352	XP_036580929.1	XP_031885896.1
OG0010353	XP_036589100.1	XP_031892340.2
OG0010354	XP_036580459.1	XP_031876590.1
OG0010355	XP_036580458.1	XP_066007205.1
OG0010356	XP_036580447.1	XP_031876570.1
OG0010357	XP_036580444.1	XP_031876600.1
OG0010358	XP_070060067.1	XP_031876577.1
OG0010359	XP_036580431.1	XP_031876565.2
OG0010360	XP_036580423.1	XP_066007163.1
OG0010364	XP_036580363.1	XP_031893029.1
OG0010365	XP_036578153.1	XP_031891767.1
OG0010366	XP_036580319.1	XP_031893193.1
OG0010367	XP_036580314.1	XP_031893195.1
OG0010368	XP_036586940.1	XP_031885639.1
OG0010369	XP_036580302.2	XP_031877103.1
OG0010370	XP_036580305.1	XP_031877114.1
OG0010371	XP_036577902.1	XP_066007167.1
OG0010372	XP_036584109.1	XP_066008479.1
OG0010373	XP_070061958.1	XP_031881884.1
OG0010374	XP_036584133.1	XP_031881827.1
OG0010375	XP_036584139.2	XP_031881768.1
OG0010376	XP_036584148.1	XP_031881841.2
OG0010377	XP_036584152.1	XP_031883321.1
OG0010378	XP_036584156.1	XP_031883322.1
OG0010379	XP_036584159.1	XP_031883442.2
OG0010380	XP_036584166.1	XP_066008523.1
OG0010381	XP_036584206.1	XP_031883343.1
OG0010382	XP_036584231.1	XP_031883254.1
OG0010384	XP_070061983.1	XP_066008551.1
OG0010385	XP_036575007.1	XP_031885679.1
OG0010386	XP_036584286.1	XP_031882642.1
OG0010387	XP_036584285.2	XP_066008549.1
OG0010388	XP_036584284.1	XP_031882705.1
OG0010389	XP_036584281.1	XP_031877781.1
OG0010391	XP_036587500.1	XP_031890558.1
OG0010392	XP_036587502.1	XP_031890554.1
OG0010393	XP_036587520.1	XP_031890620.1
OG0010394	XP_070061003.1	XP_066007989.1
OG0010395	XP_036587561.2	XP_031886578.1
OG0010396	XP_070061006.1	XP_066007928.1
OG0010397	XP_036587571.1	XP_031886629.1
OG0010398	XP_036587595.1	XP_031890236.1
OG0010399	XP_036587604.1	XP_031889983.1
OG0010400	XP_036587612.1	XP_031890199.1
OG0010401	XP_070061018.1	XP_031889998.2
OG0010402	XP_036587621.1	XP_031889991.1
OG0010403	XP_036587626.1	XP_031889946.2
OG0010404	XP_036587676.1	XP_031889978.1
OG0010405	XP_036576077.1	XP_031876885.1
OG0010406	XP_036578776.1	XP_031891625.1
OG0010407	XP_036583640.1	XP_031879349.1
OG0010408	XP_036583621.1	XP_031879314.1
OG0010411	XP_070060170.1	XP_031878213.1
OG0010412	XP_036583581.2	XP_031878203.2
OG0010414	XP_036576010.1	XP_066009820.1
OG0010415	XP_036583681.1	XP_031891419.1
OG0010416	XP_036583684.1	XP_031879301.1
OG0010417	XP_036583685.1	XP_031879300.1
OG0010418	XP_036583690.1	XP_031879306.1
OG0010419	XP_070060202.1	XP_031891412.1
OG0010420	XP_036583722.1	XP_066009907.1
OG0010421	XP_036583723.1	XP_031891183.1
OG0010422	XP_036583718.1	XP_031891414.1
OG0010423	XP_036583716.1	XP_031888940.1
OG0010424	XP_036583710.1	XP_031875600.1
OG0010425	XP_070061262.1	XP_031891897.1
OG0010426	XP_036583753.1	XP_031891386.1
OG0010427	XP_036583747.1	XP_031891644.1
OG0010428	XP_036583761.1	XP_031891289.2
OG0010429	XP_036574178.1	XP_031889236.1
OG0010430	XP_036578459.1	XP_031887049.1
OG0010433	XP_036582854.2	XP_031886991.1
OG0010434	XP_036582853.1	XP_031886992.1
OG0010435	XP_070062501.1	XP_031886837.1
OG0010436	XP_036578455.1	XP_031880639.1
OG0010437	XP_070062480.1	XP_031891498.1
OG0010438	XP_036579267.1	XP_031891496.1
OG0010439	XP_036579262.1	XP_066009395.1
OG0010440	XP_036579259.1	XP_031891201.2
OG0010441	XP_036579242.1	XP_031891221.1
OG0010442	XP_036578371.2	XP_031880727.1
OG0010443	XP_036579295.1	XP_031891277.2
OG0010444	XP_070062487.1	XP_031880646.1
OG0010446	XP_036580194.1	XP_031891663.1
OG0010447	XP_036580196.1	XP_031891669.1
OG0010452	XP_036575922.2	XP_031893564.2
OG0010454	XP_070060480.1	XP_031893353.1
OG0010456	XP_036575964.1	XP_031892962.2
OG0010460	XP_036575380.1	XP_031892888.1
OG0010461	XP_036575390.1	XP_031893330.1
OG0010462	XP_070060493.1	XP_066009051.1
OG0010463	XP_036575391.2	XP_031893325.1
OG0010464	XP_036575397.1	XP_031892928.1
OG0010467	XP_036575415.2	XP_031893132.1
OG0010469	XP_036574531.2	XP_031893216.1
OG0010470	XP_036574529.1	XP_031893521.1
OG0010471	XP_036574544.2	XP_066009077.1
OG0010472	XP_036575293.1	XP_031893510.1
OG0010475	XP_036582629.1	XP_031893103.1
OG0010476	XP_036582631.1	XP_031893227.1
OG0010477	XP_036582632.1	XP_031893226.1
OG0010478	XP_036582638.2	XP_031893317.1
OG0010479	XP_036582637.1	XP_031893316.1
OG0010480	XP_036582636.1	XP_031893180.1
OG0010481	XP_036582635.1	XP_031893179.1
OG0010482	XP_070060528.1	XP_031893185.1
OG0010483	XP_036577360.1	XP_031883162.1
OG0010484	XP_036582681.1	XP_031893351.1
OG0010485	XP_070060536.1	XP_031892998.1
OG0010486	XP_036582670.1	XP_031892945.1
OG0010488	XP_036581706.1	XP_066007977.1
OG0010492	XP_070060545.1	XP_031893038.2
OG0010493	XP_036582734.1	XP_031893407.1
OG0010494	XP_036578954.1	XP_031878846.1
OG0010495	XP_036578952.1	XP_066009603.1
OG0010496	XP_036582754.1	XP_031893051.1
OG0010497	XP_036582774.2	XP_031893420.1
OG0010498	XP_036582769.1	XP_031893423.1
OG0010499	XP_036582768.1	XP_066009207.1
OG0010504	XP_036586130.1	XP_031883290.1
OG0010505	XP_036587786.1	XP_031890961.1
OG0010506	XP_036587795.1	XP_031890757.2
OG0010507	XP_070060809.1	XP_031890756.1
OG0010509	XP_036587804.1	XP_031890979.1
OG0010510	XP_036587808.1	XP_031890783.2
OG0010511	XP_036587816.1	XP_031891009.1
OG0010512	XP_070060812.1	XP_031891011.2
