HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N5.HOG0011010	OG0009605	n0			XP_066009264.1	XP_045256083.1			XP_036495102.1	
N5.HOG0011011	OG0009606	n0			XP_066009263.1	XP_045256082.1			XP_036495101.1	
N5.HOG0011012	OG0009607	n0			XP_031890381.2	XP_045265899.1			XP_036491702.1	
N5.HOG0011013	OG0009608	n0			XP_066009035.1	XP_045257882.1			XP_036494872.1	
N5.HOG0011014	OG0009609	n0			XP_031884731.1	XP_045271302.1			XP_036493467.1	
N5.HOG0011015	OG0009610	n0			XP_031886058.1	XP_045260329.1			XP_036499316.1	
N5.HOG0011016	OG0009611	n0			XP_031876335.1	XP_045260343.1			XP_036500607.1	
N5.HOG0011017	OG0009612	n0			XP_031883640.1	XP_045259396.1			XP_036499335.1	
N5.HOG0011018	OG0009613	n0			XP_031889481.2	XP_045268010.1			XP_036489724.1	
N5.HOG0011019	OG0009614	n0				XP_045271044.1			XP_036499070.1	
N5.HOG0011020	OG0009615	n0				XP_045271043.1			XP_036499067.1	
N5.HOG0011021	OG0009616	n0			XP_066009177.1	XP_045257914.1			XP_036494313.1	
N5.HOG0011022	OG0009617	n0			XP_031883672.1	XP_045259390.1			XP_036499338.1	
N5.HOG0011023	OG0009618	n0			XP_031883568.1				XP_036500248.1	
N5.HOG0011024	OG0009619	n0			XP_031882098.1, XP_066007481.1	XP_045256882.1			XP_036488755.1	
N5.HOG0011025	OG0009620	n0			XP_031877890.1	XP_045270093.1			XP_036500696.1	
N5.HOG0011026	OG0009621	n0			XP_031877981.1	XP_045270107.1			XP_036499595.1	
N5.HOG0011027	OG0009622	n0			XP_031883615.1				XP_036500829.1	
N5.HOG0011028	OG0009623	n0			XP_031883505.1				XP_036500826.1	
N5.HOG0011029	OG0009624	n0			XP_031883680.1	XP_045271070.1			XP_036499801.1	
N5.HOG0011030	OG0009625	n0			XP_031883484.1	XP_045271096.1			XP_036499685.1	
N5.HOG0011031	OG0009626	n0				XP_045259348.1			XP_036500108.1	
N5.HOG0011032	OG0009627	n0			XP_031883595.1	XP_045259341.1			XP_036500101.1	
N5.HOG0011033	OG0009628	n0			XP_031883754.1	XP_045259353.1			XP_036499217.1	
N5.HOG0011034	OG0009629	n0			XP_066008571.1	XP_045270087.1			XP_036500694.1	
N5.HOG0011035	OG0009630	n0			XP_031877885.2	XP_045270050.1			XP_036498977.1	
N5.HOG0011036	OG0009631	n0			XP_031883709.1	XP_045270021.1			XP_036500038.1	
N5.HOG0011037	OG0009632	n0			XP_031883715.1				XP_036500037.1	
N5.HOG0011038	OG0009633	n0			XP_031883470.1				XP_036499900.1	
N5.HOG0011039	OG0009634	n0			XP_031883541.1	XP_045270019.1			XP_036500032.1	
N5.HOG0011040	OG0009635	n0			XP_031892026.2	XP_045260593.1			XP_036496234.1	
N5.HOG0011041	OG0009636	n0			XP_031881231.1	XP_045270155.1			XP_036500499.1	
N5.HOG0011042	OG0009637	n0			XP_031881227.1	XP_045270152.1			XP_036500495.1	
N5.HOG0011043	OG0009638	n0			XP_031892506.1	XP_045256200.1			XP_036491042.1	
N5.HOG0011044	OG0009639	n0			XP_031886010.1	XP_045265706.1				
N5.HOG0011045	OG0009640	n0			XP_031886174.1	XP_045265724.1				
N5.HOG0011046	OG0009641	n0			XP_066009868.1	XP_045257109.1			XP_036499034.1	
N5.HOG0011047	OG0009642	n0			XP_031886017.1				XP_036495229.1	
N5.HOG0011048	OG0009643	n0			XP_031880838.2	XP_045266123.1			XP_036488473.1	
N5.HOG0011049	OG0009644	n0			XP_031877559.1					
N5.HOG0011050	OG0009645	n0			XP_066008682.1	XP_045269936.1			XP_036496082.1	
N5.HOG0011051	OG0009646	n0			XP_031878424.1	XP_045269941.1			XP_036496077.1	
N5.HOG0011052	OG0009647	n0			XP_031893464.1	XP_045268716.1			XP_036494033.1	
N5.HOG0011053	OG0009648	n0			XP_031889058.1	XP_045258426.1			XP_036498371.1	
N5.HOG0011054	OG0009649	n0			XP_031878388.1				XP_036496022.1	
N5.HOG0011055	OG0009650	n0			XP_031881069.1	XP_045259566.1			XP_036497241.1	
N5.HOG0011056	OG0009651	n0			XP_031889382.2	XP_045267912.1			XP_036490128.1	
N5.HOG0011057	OG0009652	n0			XP_031880999.1	XP_045259578.1			XP_036497314.1	
N5.HOG0011058	OG0009653	n0			XP_031875906.1	XP_045266968.1			XP_036495898.1	
N5.HOG0011059	OG0009654	n0			XP_066009575.1	XP_045259605.1			XP_036498085.1	
N5.HOG0011060	OG0009655	n0			XP_031880987.1	XP_045259616.1			XP_036497112.1	
N5.HOG0011061	OG0009656	n0			XP_031880989.1	XP_045259617.1				
N5.HOG0011062	OG0009657	n0			XP_031880991.1	XP_045259619.1			XP_036497120.1	
N5.HOG0011063	OG0009658	n0			XP_031889807.1	XP_045269660.1			XP_036491487.1	
N5.HOG0011064	OG0009659	n0			XP_031889805.1				XP_036492518.1	
N5.HOG0011065	OG0009660	n0			XP_031889808.1	XP_045269665.1			XP_036492392.1	
N5.HOG0011066	OG0009661	n0			XP_031889626.1	XP_045269674.1			XP_036491716.1	
N5.HOG0011067	OG0009662	n0			XP_031889627.1	XP_045269673.1			XP_036492377.1	
N5.HOG0011068	OG0009663	n0			XP_031889590.1	XP_045269670.1			XP_036492317.1	
N5.HOG0011069	OG0009664	n0			XP_031889863.1	XP_045269685.1			XP_036491400.1	
N5.HOG0011070	OG0009665	n0			XP_031885222.1	XP_045266854.1			XP_036495858.1	
N5.HOG0011071	OG0009666	n0			XP_031889853.1	XP_045269700.1			XP_036492028.1	
N5.HOG0011072	OG0009667	n0			XP_031883039.1	XP_045267461.1			XP_036496284.1	
N5.HOG0011073	OG0009668	n0			XP_031889847.1	XP_045269705.1			XP_036491359.1	
N5.HOG0011074	OG0009669	n0			XP_031889826.1				XP_036491993.1	
N5.HOG0011075	OG0009670	n0			XP_066009935.1	XP_045264491.1				
N5.HOG0011076	OG0009671	n0			XP_066009851.1	XP_045265375.1			XP_036502113.1	
N5.HOG0011077	OG0009672	n0			XP_066009750.1				XP_036501937.1	
N5.HOG0011078	OG0009673	n0			XP_031892285.1	XP_045260434.1				
N5.HOG0011079	OG0009674	n0			XP_031889497.1				XP_036489629.1	
N5.HOG0011080	OG0009675	n0			XP_031878343.1	XP_045257248.1			XP_036499510.1	
N5.HOG0011081	OG0009676	n0			XP_031878307.2	XP_045257255.1			XP_036500399.1	
N5.HOG0011082	OG0009677	n0				XP_045266935.1			XP_036495368.1	
N5.HOG0011083	OG0009678	n0			XP_031884482.1	XP_045258903.1			XP_036492066.1	
N5.HOG0011084	OG0009679	n0			XP_031878296.1	XP_045257270.1			XP_036500325.1	
N5.HOG0011085	OG0009680	n0			XP_031878269.1	XP_045257200.1			XP_036499461.1	
N5.HOG0011086	OG0009681	n0			XP_031878334.1	XP_045257183.1			XP_036499374.1	
N5.HOG0011087	OG0009682	n0			XP_031878322.1				XP_036500486.1	
N5.HOG0011088	OG0009683	n0				XP_045260520.1			XP_036496471.1	
N5.HOG0011089	OG0009684	n0			XP_031878199.2	XP_045267693.1			XP_036501317.1	
N5.HOG0011090	OG0009685	n0			XP_031884786.1	XP_045271307.1			XP_036493468.1	
N5.HOG0011091	OG0009686	n0			XP_031882169.1	XP_045263519.1			XP_036498306.1	
N5.HOG0011092	OG0009687	n0			XP_031892153.1	XP_045260523.1			XP_036496420.1	
N5.HOG0011093	OG0009688	n0			XP_031885960.1	XP_045260337.1			XP_036500314.1	
N5.HOG0011094	OG0009689	n0			XP_031892220.1	XP_045264769.1			XP_036496243.1	
N5.HOG0011095	OG0009690	n0			XP_031882715.1	XP_045262558.1			XP_036501261.1	
N5.HOG0011096	OG0009691	n0			XP_066009727.1	XP_045262579.1			XP_036501351.1	
N5.HOG0011097	OG0009692	n0			XP_031882841.1	XP_045262584.1			XP_036501356.1	
N5.HOG0011098	OG0009693	n0			XP_031888526.1				XP_036502647.1	
N5.HOG0011099	OG0009694	n0			XP_031888319.1				XP_036501861.1	
N5.HOG0011100	OG0009695	n0			XP_031888564.1				XP_036501866.1	
N5.HOG0011101	OG0009696	n0			XP_031888567.1				XP_036501867.1	
N5.HOG0011102	OG0009697	n0			XP_066009822.1	XP_045262756.1			XP_036501789.1	
N5.HOG0011103	OG0009698	n0				XP_045262759.1			XP_036501794.1	
N5.HOG0011104	OG0009699	n0			XP_031891551.1				XP_036490533.1	
N5.HOG0011105	OG0009700	n0			XP_066008237.1	XP_045256608.1			XP_036490538.1	
N5.HOG0011106	OG0009701	n0			XP_031891338.1	XP_045256577.1			XP_036490805.1	
N5.HOG0011107	OG0009702	n0			XP_031891521.1				XP_036490227.1	
N5.HOG0011108	OG0009703	n0			XP_031891337.1				XP_036491054.1	
N5.HOG0011109	OG0009704	n0			XP_031877727.1	XP_045256481.1			XP_036490663.1	
N5.HOG0011110	OG0009705	n0			XP_031892448.1	XP_045256374.1			XP_036491011.1	
N5.HOG0011111	OG0009706	n0			XP_031892731.1	XP_045256380.1				
N5.HOG0011112	OG0009707	n0				XP_045256386.1				
N5.HOG0011113	OG0009708	n0			XP_066008214.1	XP_045256357.1			XP_036490239.1	
N5.HOG0011114	OG0009709	n0			XP_031892495.1	XP_045256355.1			XP_036490237.1	
N5.HOG0011115	OG0009710	n0			XP_031892302.1				XP_036490925.1	
N5.HOG0011116	OG0009711	n0			XP_031891587.1				XP_036490874.1	
N5.HOG0011117	OG0009712	n0			XP_031891585.1	XP_045256557.1			XP_036490508.1	
N5.HOG0011118	OG0009713	n0			XP_031886704.1	XP_045263207.1			XP_036495481.1	
N5.HOG0011119	OG0009714	n0			XP_031882807.1	XP_045265798.1			XP_036502082.1	
N5.HOG0011120	OG0009715	n0			XP_031892659.2	XP_045256457.1			XP_036490595.1	
N5.HOG0011121	OG0009716	n0			XP_031892743.1				XP_036490593.1	
N5.HOG0011122	OG0009717	n0			XP_031892778.1	XP_045256423.1			XP_036491028.1	
N5.HOG0011123	OG0009718	n0			XP_031892312.2	XP_045256435.1				
N5.HOG0011124	OG0009719	n0			XP_031877686.2	XP_045256512.1, XP_045256511.1				
N5.HOG0011125	OG0009720	n0			XP_031877705.1	XP_045256526.1				
N5.HOG0011126	OG0009721	n0			XP_031888050.1	XP_045261214.1			XP_036490899.1	
N5.HOG0011127	OG0009722	n0			XP_066008622.1	XP_045259466.1				
N5.HOG0011128	OG0009723	n0			XP_031878181.1	XP_045267645.1			XP_036502262.1	
N5.HOG0011129	OG0009724	n0			XP_031884628.1	XP_045258880.1			XP_036492117.1	
N5.HOG0011130	OG0009725	n0			XP_066007856.1	XP_045258878.1			XP_036492119.1	
N5.HOG0011131	OG0009726	n0			XP_031884614.1	XP_045258876.1			XP_036492111.1	
N5.HOG0011132	OG0009727	n0			XP_031884512.1	XP_045258836.1			XP_036492485.1	
N5.HOG0011133	OG0009728	n0				XP_045259653.1			XP_036499536.1	
N5.HOG0011134	OG0009729	n0			XP_031882550.1				XP_036500294.1	
N5.HOG0011135	OG0009730	n0			XP_066008405.1	XP_045256104.1			XP_036499386.1	
N5.HOG0011136	OG0009731	n0			XP_031877991.1				XP_036499916.1	
N5.HOG0011137	OG0009732	n0			XP_031878041.1	XP_045258786.1			XP_036499910.1	
N5.HOG0011138	OG0009733	n0			XP_031878036.1	XP_045258777.1			XP_036500881.1	
N5.HOG0011139	OG0009734	n0			XP_031877986.1	XP_045258773.1			XP_036500877.1	
N5.HOG0011140	OG0009735	n0			XP_066008509.1	XP_045258762.1			XP_036500814.1	
N5.HOG0011141	OG0009736	n0			XP_031878056.1	XP_045258760.1			XP_036500816.1	
N5.HOG0011142	OG0009737	n0			XP_031878008.2	XP_045258757.1				
N5.HOG0011143	OG0009738	n0			XP_031878026.1	XP_045258750.1			XP_036499791.1	
N5.HOG0011144	OG0009739	n0			XP_031878031.1				XP_036500157.1	
N5.HOG0011145	OG0009740	n0			XP_031891896.1	XP_045259339.1			XP_036495863.1	
N5.HOG0011146	OG0009741	n0			XP_066008858.1	XP_045259336.1			XP_036495865.1	
N5.HOG0011147	OG0009742	n0			XP_066008857.1	XP_045259335.1			XP_036495457.1	
N5.HOG0011148	OG0009743	n0			XP_031892212.1	XP_045259334.1			XP_036495864.1	
N5.HOG0011149	OG0009744	n0			XP_031892213.1	XP_045259333.1			XP_036495458.1	
N5.HOG0011150	OG0009745	n0			XP_031892208.1	XP_045259331.1			XP_036495867.1	
N5.HOG0011151	OG0009746	n0			XP_031892209.2	XP_045259330.1			XP_036496679.1	
N5.HOG0011152	OG0009747	n0			XP_031892097.1				XP_036495903.1	
N5.HOG0011153	OG0009748	n0			XP_031891934.1	XP_045259305.1			XP_036496896.1	
N5.HOG0011154	OG0009749	n0			XP_031892014.1				XP_036495968.1	
N5.HOG0011155	OG0009750	n0			XP_031892022.1				XP_036495964.1	
N5.HOG0011156	OG0009751	n0			XP_031892096.1	XP_045259283.1			XP_036496510.1	
N5.HOG0011157	OG0009752	n0			XP_031892094.1	XP_045259275.1			XP_036496062.1	
N5.HOG0011158	OG0009753	n0			XP_066008846.1	XP_045259273.1			XP_036496377.1	
N5.HOG0011159	OG0009754	n0			XP_031892092.1	XP_045259272.1			XP_036496899.1	
N5.HOG0011160	OG0009755	n0			XP_031891750.1	XP_045259270.1			XP_036496903.1	
N5.HOG0011161	OG0009756	n0			XP_066008128.1	XP_045264520.1			XP_036490413.1	
N5.HOG0011162	OG0009757	n0			XP_031881649.1	XP_045264519.1			XP_036490150.1	
N5.HOG0011163	OG0009758	n0			XP_031881657.1				XP_036490656.1	
N5.HOG0011164	OG0009759	n0			XP_031881654.1	XP_045264517.1			XP_036490655.1	
N5.HOG0011165	OG0009760	n0			XP_031881536.1	XP_045264510.1			XP_036490305.1	
N5.HOG0011166	OG0009761	n0			XP_031884376.1	XP_045258192.1			XP_036491653.1	
N5.HOG0011167	OG0009762	n0			XP_031881532.1	XP_045266618.1			XP_036491169.1	
N5.HOG0011168	OG0009763	n0			XP_031884849.1	XP_045271324.1			XP_036493691.1	
N5.HOG0011169	OG0009764	n0			XP_031883972.1	XP_045264137.1			XP_036492900.1	
N5.HOG0011170	OG0009765	n0			XP_066008176.1	XP_045266617.1			XP_036491059.1	
N5.HOG0011171	OG0009766	n0			XP_031881682.1	XP_045266614.1			XP_036490641.1	
N5.HOG0011172	OG0009767	n0			XP_066008172.1	XP_045266615.1			XP_036490640.1	
N5.HOG0011173	OG0009768	n0			XP_031881596.1	XP_045266570.1			XP_036490795.1	
N5.HOG0011174	OG0009769	n0			XP_031881577.1				XP_036491095.1	
N5.HOG0011175	OG0009770	n0			XP_031880579.1	XP_045270718.1			XP_036497103.1	
N5.HOG0011176	OG0009771	n0			XP_031880564.2	XP_045270715.1			XP_036498708.1	
N5.HOG0011177	OG0009772	n0			XP_031880519.1	XP_045270702.1			XP_036497689.1	
N5.HOG0011178	OG0009773	n0			XP_031880604.1				XP_036498624.1	
N5.HOG0011179	OG0009774	n0			XP_066009549.1	XP_045270699.1			XP_036497697.1	
N5.HOG0011180	OG0009775	n0				XP_045270696.1			XP_036498626.1	
N5.HOG0011181	OG0009776	n0			XP_031880597.1	XP_045270671.1			XP_036498543.1	
N5.HOG0011182	OG0009777	n0			XP_031880522.1				XP_036497555.1	
N5.HOG0011183	OG0009778	n0			XP_066009479.1				XP_036497561.1	
N5.HOG0011184	OG0009779	n0			XP_031876530.1	XP_045270660.1				
N5.HOG0011185	OG0009780	n0			XP_031876553.1				XP_036498487.1	
N5.HOG0011186	OG0009781	n0			XP_031876552.1	XP_045270656.1			XP_036498488.1	
N5.HOG0011187	OG0009782	n0			XP_031882992.1	XP_045259924.1			XP_036496633.1	
N5.HOG0011188	OG0009783	n0			XP_031882636.1	XP_045263114.1			XP_036493960.1	
N5.HOG0011189	OG0009784	n0			XP_031877113.1	XP_045263125.1			XP_036495076.1	
N5.HOG0011190	OG0009785	n0			XP_031882534.1	XP_045263087.1			XP_036494742.1	
N5.HOG0011191	OG0009786	n0			XP_031882527.1	XP_045263091.1			XP_036494812.1	
N5.HOG0011192	OG0009787	n0			XP_031882540.1	XP_045263076.1			XP_036494357.1	
N5.HOG0011193	OG0009788	n0			XP_031875594.1	XP_045267834.1			XP_036501911.1	
N5.HOG0011194	OG0009789	n0			XP_031879794.1	XP_045262167.1			XP_036493417.1	
N5.HOG0011195	OG0009790	n0			XP_031879833.1	XP_045262160.1			XP_036492641.1	
N5.HOG0011196	OG0009791	n0			XP_031883939.1, XP_031881170.1	XP_045261697.1			XP_036499484.1	
N5.HOG0011197	OG0009792	n0			XP_031892938.1	XP_045259941.1			XP_036494055.1	
N5.HOG0011198	OG0009793	n0			XP_066007631.1				XP_036492704.1	
N5.HOG0011199	OG0009794	n0			XP_066007660.1	XP_045262132.1				
N5.HOG0011200	OG0009795	n0			XP_031879869.1	XP_045262127.1			XP_036492954.1	
N5.HOG0011201	OG0009796	n0			XP_066007797.1	XP_045262125.1			XP_036492956.1	
N5.HOG0011202	OG0009797	n0			XP_066006978.1					
N5.HOG0011203	OG0009798	n0			XP_031889486.1				XP_036489666.1	
N5.HOG0011204	OG0009799	n0				XP_045258244.1				
N5.HOG0011205	OG0009800	n0			XP_031889139.1	XP_045262281.1				
N5.HOG0011206	OG0009801	n0			XP_031889337.2	XP_045262279.1			XP_036490056.1	
N5.HOG0011207	OG0009802	n0			XP_031880621.1	XP_045269094.1				
N5.HOG0011208	OG0009803	n0			XP_031881082.1	XP_045269070.1				
N5.HOG0011209	OG0009804	n0			XP_031881535.2	XP_045264511.1			XP_036490662.1	
N5.HOG0011210	OG0009805	n0			XP_031881130.1	XP_045269048.1			XP_036498060.1	
N5.HOG0011211	OG0009806	n0			XP_066009556.1	XP_045269047.1			XP_036498061.1	
N5.HOG0011212	OG0009807	n0			XP_031881128.1				XP_036498500.1	
N5.HOG0011213	OG0009808	n0			XP_031880958.1				XP_036497489.1	
N5.HOG0011214	OG0009809	n0			XP_031881011.1	XP_045269034.1			XP_036498382.1	
N5.HOG0011215	OG0009810	n0			XP_031881010.1	XP_045269035.1			XP_036498388.1	
N5.HOG0011216	OG0009811	n0			XP_031881009.1	XP_045269036.1			XP_036498387.1	
N5.HOG0011217	OG0009812	n0			XP_031881040.1				XP_036497375.1	
N5.HOG0011218	OG0009813	n0			XP_031881042.1	XP_045269026.1			XP_036497373.1	
N5.HOG0011219	OG0009814	n0			XP_031881041.1	XP_045269024.1			XP_036497371.1	
N5.HOG0011220	OG0009815	n0				XP_045264407.1			XP_036492389.1	
N5.HOG0011221	OG0009816	n0			XP_031876048.1	XP_045264411.1			XP_036491887.1	
N5.HOG0011222	OG0009817	n0			XP_031890606.1	XP_045264422.1			XP_036492155.1	
N5.HOG0011223	OG0009818	n0			XP_031890605.2	XP_045264423.1			XP_036491607.1	
N5.HOG0011224	OG0009819	n0			XP_031890611.1	XP_045264424.1			XP_036491609.1	
N5.HOG0011225	OG0009820	n0			XP_031890614.2	XP_045264425.1			XP_036491608.1	
N5.HOG0011226	OG0009821	n0			XP_031890516.1	XP_045265923.1			XP_036491938.1	
N5.HOG0011227	OG0009822	n0			XP_031888462.1	XP_045256981.1			XP_036489424.1	
N5.HOG0011228	OG0009823	n0			XP_031886679.1	XP_045266653.1			XP_036491830.1	
N5.HOG0011229	OG0009824	n0			XP_031883798.1	XP_045264261.1			XP_036493824.1	
N5.HOG0011230	OG0009825	n0			XP_031884051.1	XP_045264249.1			XP_036493875.1	
N5.HOG0011231	OG0009826	n0			XP_031883888.1	XP_045264245.1			XP_036493871.1	
N5.HOG0011232	OG0009827	n0			XP_031883891.1	XP_045264244.1			XP_036493870.1	
N5.HOG0011233	OG0009828	n0			XP_031883840.1	XP_045264231.1			XP_036492624.1	
N5.HOG0011234	OG0009829	n0			XP_031883797.1	XP_045264200.1			XP_036493430.1	
N5.HOG0011235	OG0009830	n0			XP_066008003.1	XP_045265131.1			XP_036492254.1	
N5.HOG0011236	OG0009831	n0			XP_031889675.1	XP_045265127.1			XP_036492234.1	
N5.HOG0011237	OG0009832	n0			XP_066006767.1	XP_045264169.1			XP_036493679.1	
N5.HOG0011238	OG0009833	n0			XP_031884057.1	XP_045264148.1				
N5.HOG0011239	OG0009834	n0			XP_031883942.1				XP_036493133.1	
N5.HOG0011240	OG0009835	n0			XP_031884047.1	XP_045264837.1			XP_036493497.1	
N5.HOG0011241	OG0009836	n0			XP_031884866.2	XP_045260173.1			XP_036493858.1	
N5.HOG0011242	OG0009837	n0			XP_031891196.1	XP_045263748.1			XP_036500931.1	
N5.HOG0011243	OG0009838	n0			XP_031877527.1	XP_045256678.1			XP_036497233.1	
N5.HOG0011244	OG0009839	n0			XP_066008204.1	XP_045261304.1			XP_036490638.1	
N5.HOG0011245	OG0009840	n0			XP_031881512.1	XP_045264930.1			XP_036492734.1	
N5.HOG0011246	OG0009841	n0			XP_031881468.1	XP_045264910.1			XP_036492651.1	
N5.HOG0011247	OG0009842	n0			XP_031877441.1, XP_031890701.1	XP_045270893.1			XP_036502098.1, XP_036488173.1	
N5.HOG0011248	OG0009843	n0			XP_031881511.1	XP_045264929.1			XP_036492735.1	
N5.HOG0011249	OG0009844	n0			XP_031881516.1	XP_045264928.1			XP_036492736.1	
N5.HOG0011250	OG0009845	n0			XP_031881506.1				XP_036492691.1	
N5.HOG0011251	OG0009846	n0			XP_066008525.1	XP_045269196.1			XP_036500852.1, XP_036500851.1	
N5.HOG0011252	OG0009847	n0			XP_031881418.1				XP_036493391.1	
N5.HOG0011253	OG0009848	n0			XP_031892848.1	XP_045256208.1			XP_036490488.1	
N5.HOG0011254	OG0009849	n0			XP_031878945.1	XP_045267079.1			XP_036495456.1	
N5.HOG0011255	OG0009850	n0			XP_066010000.1				XP_036501273.1	
N5.HOG0011256	OG0009851	n0			XP_031888288.1	XP_045262872.1			XP_036502227.1	
N5.HOG0011257	OG0009852	n0			XP_031888414.1	XP_045262825.1			XP_036501062.1	
N5.HOG0011258	OG0009853	n0			XP_066009890.1	XP_045262823.1			XP_036501060.1	
N5.HOG0011259	OG0009854	n0			XP_031888425.1	XP_045262812.1			XP_036502006.1	
N5.HOG0011260	OG0009855	n0			XP_031888601.1				XP_036502065.1	
N5.HOG0011261	OG0009856	n0				XP_045262831.1			XP_036502072.1	
N5.HOG0011262	OG0009857	n0			XP_031888226.1	XP_045262798.1			XP_036501930.1	
N5.HOG0011263	OG0009858	n0			XP_031888383.1				XP_036500975.1	
N5.HOG0011264	OG0009859	n0			XP_031888384.1				XP_036500970.1	
N5.HOG0011265	OG0009860	n0			XP_031888589.1				XP_036500978.1	
N5.HOG0011266	OG0009861	n0			XP_031890338.1	XP_045265856.1			XP_036491485.1	
N5.HOG0011267	OG0009862	n0			XP_031890336.1				XP_036491973.1	
N5.HOG0011268	OG0009863	n0			XP_031884780.1, XP_031884779.2	XP_045271277.1			XP_036492871.1	
N5.HOG0011269	OG0009864	n0			XP_031890688.2	XP_045265905.1			XP_036491713.1	
N5.HOG0011270	OG0009865	n0			XP_031886824.1	XP_045266663.1			XP_036492456.1	
N5.HOG0011271	OG0009866	n0			XP_031878106.1	XP_045261023.1			XP_036488208.1	
N5.HOG0011272	OG0009867	n0			XP_031878084.2	XP_045261025.1				
N5.HOG0011273	OG0009868	n0			XP_031878104.1	XP_045261027.1			XP_036488579.1	
N5.HOG0011274	OG0009869	n0			XP_031876799.1	XP_045257151.1			XP_036500330.1	
N5.HOG0011275	OG0009870	n0			XP_031875598.1	XP_045263916.1			XP_036502896.1	
N5.HOG0011276	OG0009871	n0			XP_031878161.1				XP_036488819.1	
N5.HOG0011277	OG0009872	n0			XP_031879924.1	XP_045258183.1			XP_036501036.1	
N5.HOG0011278	OG0009873	n0			XP_031879916.1	XP_045258169.1				
N5.HOG0011279	OG0009874	n0			XP_031880002.1	XP_045258155.1			XP_036501803.1	
N5.HOG0011280	OG0009875	n0			XP_031879979.1	XP_045258152.1			XP_036502561.1	
N5.HOG0011281	OG0009876	n0			XP_031879935.1	XP_045258145.1			XP_036502554.1	
N5.HOG0011282	OG0009877	n0			XP_031879881.2	XP_045258085.1			XP_036502467.1	
N5.HOG0011283	OG0009878	n0			XP_031879938.1	XP_045258148.1			XP_036502559.1	
N5.HOG0011284	OG0009879	n0			XP_031879885.1	XP_045258098.1			XP_036501448.1	
N5.HOG0011285	OG0009880	n0			XP_031879890.1	XP_045258109.1			XP_036502395.1	
N5.HOG0011286	OG0009881	n0			XP_031879879.1	XP_045258103.1			XP_036501440.1	
N5.HOG0011287	OG0009882	n0			XP_031890675.1				XP_036501816.1	
N5.HOG0011288	OG0009883	n0			XP_066008665.1	XP_045260396.1				
N5.HOG0011289	OG0009884	n0			XP_066009466.1	XP_045263382.1			XP_036497347.1	
N5.HOG0011290	OG0009885	n0			XP_066008633.1	XP_045263267.1			XP_036495524.1	
N5.HOG0011291	OG0009886	n0			XP_031886590.1	XP_045263259.1			XP_036496436.1	
N5.HOG0011292	OG0009887	n0			XP_031885386.1	XP_045258654.1			XP_036500812.1	
N5.HOG0011293	OG0009888	n0			XP_031886756.1	XP_045263253.1			XP_036495566.1	
N5.HOG0011294	OG0009889	n0			XP_031886749.1	XP_045263249.1			XP_036495575.1	
N5.HOG0011295	OG0009890	n0			XP_031886754.1	XP_045263248.1			XP_036495570.1	
N5.HOG0011296	OG0009891	n0			XP_066008840.1				XP_036495415.1	
N5.HOG0011297	OG0009892	n0			XP_031891231.1	XP_045263832.1				
N5.HOG0011298	OG0009893	n0				XP_045263829.1			XP_036502541.1	
N5.HOG0011299	OG0009894	n0			XP_031891465.2	XP_045263828.1				
N5.HOG0011300	OG0009895	n0			XP_031891251.1	XP_045263812.1			XP_036501596.1	
N5.HOG0011301	OG0009896	n0			XP_066010005.1	XP_045263786.1			XP_036502720.1	
N5.HOG0011302	OG0009897	n0			XP_031891144.1				XP_036502719.1	
N5.HOG0011303	OG0009898	n0			XP_066009818.1	XP_045263771.1			XP_036501727.1	
N5.HOG0011304	OG0009899	n0			XP_031882688.1	XP_045263022.1				
N5.HOG0011305	OG0009900	n0			XP_031891391.2	XP_045263753.1			XP_036501809.1	
N5.HOG0011306	OG0009901	n0			XP_031891398.1	XP_045263750.1			XP_036501813.1	
N5.HOG0011307	OG0009902	n0			XP_066009974.1	XP_045263741.1			XP_036500933.1	
N5.HOG0011308	OG0009903	n0			XP_031892098.1	XP_045268896.1			XP_036495377.1	
N5.HOG0011309	OG0009904	n0			XP_031882975.2				XP_036495613.1	
N5.HOG0011310	OG0009905	n0			XP_066008371.1	XP_045261621.1			XP_036500630.1, XP_036495379.1	
N5.HOG0011311	OG0009906	n0			XP_031881633.1	XP_045264532.1			XP_036490360.1	
N5.HOG0011312	OG0009907	n0			XP_031891854.1	XP_045268967.1			XP_036496459.1	
N5.HOG0011313	OG0009908	n0			XP_031891855.1	XP_045268966.1			XP_036496458.1	
N5.HOG0011314	OG0009909	n0			XP_031891856.1	XP_045268965.1			XP_036496457.1	
N5.HOG0011315	OG0009910	n0			XP_031875550.1	XP_045267716.1			XP_036501399.1	
N5.HOG0011316	OG0009911	n0			XP_031891801.1	XP_045268921.1			XP_036496327.1	
N5.HOG0011317	OG0009912	n0			XP_031892121.1	XP_045268914.1			XP_036495438.1	
N5.HOG0011318	OG0009913	n0			XP_066008791.1	XP_045267427.1				
N5.HOG0011319	OG0009914	n0			XP_031891822.1	XP_045259233.1			XP_036496768.1	
N5.HOG0011320	OG0009915	n0			XP_031891865.1	XP_045259239.1			XP_036495628.1	
N5.HOG0011321	OG0009916	n0			XP_031891844.1	XP_045259240.1			XP_036495627.1	
