HOG	OG	Gene Tree Parent Clade	Colletotrichum_abscissum	Colletotrichum_acutatum	Colletotrichum_fructicola	Colletotrichum_gloeosporioides	Colletotrichum_godetiae	Colletotrichum_karsti	Colletotrichum_siamense	Colletotrichum_truncatum
N3.HOG0009687	OG0008775	n0	XP_060405260.1	XP_060367738.1						
N3.HOG0009688	OG0008776	n0	XP_060405263.1	XP_060367736.1						
N3.HOG0009689	OG0008777	n0	XP_060405264.1	XP_060367735.1						
N3.HOG0009690	OG0008778	n0	XP_060405265.1	XP_060367734.1						
N3.HOG0009691	OG0008779	n0	XP_060405270.1	XP_060367731.1						
N3.HOG0009692	OG0008780	n0	XP_060405271.1	XP_060367730.1						
N3.HOG0009693	OG0008781	n0	XP_060405276.1	XP_060367728.1						
N3.HOG0009694	OG0008782	n0	XP_060405277.1	XP_060367727.1						
N3.HOG0009695	OG0008783	n0	XP_060405278.1	XP_060367726.1						
N3.HOG0009696	OG0008784	n0	XP_060405279.1	XP_060367725.1						
N3.HOG0009697	OG0008785	n0	XP_060405280.1	XP_060367724.1						
N3.HOG0009698	OG0008786	n0	XP_060405282.1	XP_060367723.1						
N3.HOG0009699	OG0008787	n0	XP_060405286.1	XP_060367720.1						
N3.HOG0009700	OG0008788	n0	XP_060405290.1	XP_060367715.1						
N3.HOG0009701	OG0008789	n0	XP_060405293.1	XP_060367713.1						
N3.HOG0009702	OG0008790	n0	XP_060405296.1	XP_060367711.1						
N3.HOG0009703	OG0008791	n0	XP_060405301.1	XP_060357101.1						
N3.HOG0009704	OG0008792	n0	XP_060405305.1	XP_060362880.1						
N3.HOG0009705	OG0008793	n0	XP_060405307.1	XP_060362882.1						
N3.HOG0009706	OG0008794	n0	XP_060405310.1	XP_060362888.1						
N3.HOG0009707	OG0008795	n0	XP_060405311.1	XP_060362889.1						
N3.HOG0009708	OG0008796	n0	XP_060405312.1	XP_060362890.1						
N3.HOG0009709	OG0008797	n0	XP_060405314.1	XP_060362892.1						
N3.HOG0009710	OG0008798	n0	XP_060405315.1	XP_060362893.1						
N3.HOG0009711	OG0008799	n0	XP_060405316.1	XP_060362895.1						
N3.HOG0009712	OG0008800	n0	XP_060405321.1	XP_060362899.1						
N3.HOG0009713	OG0008801	n0	XP_060405322.1	XP_060362900.1						
N3.HOG0009714	OG0008802	n0	XP_060405327.1	XP_060362905.1						
N3.HOG0009715	OG0008803	n0	XP_060405329.1	XP_060362906.1						
N3.HOG0009716	OG0008804	n0	XP_060405330.1	XP_060362908.1						
N3.HOG0009717	OG0008805	n0	XP_060405331.1	XP_060362909.1						
N3.HOG0009718	OG0008806	n0	XP_060405333.1	XP_060362910.1						
N3.HOG0009719	OG0008807	n0	XP_060405334.1	XP_060362911.1						
N3.HOG0009720	OG0008808	n0	XP_060405348.1	XP_060362926.1						
N3.HOG0009721	OG0008809	n0	XP_060405351.1	XP_060362930.1						
N3.HOG0009722	OG0008810	n0	XP_060405356.1	XP_060362934.1						
N3.HOG0009723	OG0008811	n0	XP_060405357.1	XP_060362935.1						
N3.HOG0009724	OG0008812	n0	XP_060405358.1	XP_060362936.1						
N3.HOG0009725	OG0008813	n0	XP_060405359.1	XP_060362937.1						
N3.HOG0009726	OG0008814	n0	XP_060405360.1	XP_060362938.1						
N3.HOG0009727	OG0008815	n0	XP_060405361.1	XP_060362939.1						
N3.HOG0009728	OG0008816	n0	XP_060405362.1	XP_060362940.1						
N3.HOG0009729	OG0008817	n0	XP_060405366.1	XP_060362942.1						
N3.HOG0009730	OG0008818	n0	XP_060405367.1	XP_060362943.1						
N3.HOG0009731	OG0008819	n0	XP_060405368.1	XP_060362944.1						
N3.HOG0009732	OG0008820	n0	XP_060405370.1	XP_060362945.1						
N3.HOG0009733	OG0008821	n0	XP_060405371.1	XP_060362946.1						
N3.HOG0009734	OG0008822	n0	XP_060405378.1	XP_060359194.1						
N3.HOG0009735	OG0008823	n0	XP_060405379.1	XP_060359193.1						
N3.HOG0009736	OG0008824	n0	XP_060405380.1	XP_060359190.1						
N3.HOG0009737	OG0008825	n0	XP_060405381.1	XP_060366471.1						
N3.HOG0009738	OG0008826	n0	XP_060405383.1	XP_060366470.1						
N3.HOG0009739	OG0008827	n0	XP_060405384.1	XP_060366469.1						
N3.HOG0009740	OG0008828	n0	XP_060405386.1	XP_060366468.1						
N3.HOG0009741	OG0008829	n0	XP_060405387.1	XP_060366467.1						
N3.HOG0009742	OG0008830	n0	XP_060405388.1	XP_060366466.1						
N3.HOG0009743	OG0008831	n0	XP_060405389.1	XP_060366465.1						
N3.HOG0009744	OG0008832	n0	XP_060405393.1	XP_060366461.1						
N3.HOG0009745	OG0008833	n0	XP_060405395.1	XP_060357514.1						
N3.HOG0009746	OG0008834	n0	XP_060405396.1	XP_060357513.1						
N3.HOG0009747	OG0008835	n0	XP_060405410.1	XP_060359048.1						
N3.HOG0009748	OG0008836	n0	XP_060405411.1	XP_060359049.1						
N3.HOG0009749	OG0008837	n0	XP_060405480.1	XP_060362325.1						
N3.HOG0009750	OG0008838	n0	XP_060405481.1	XP_060362326.1						
N3.HOG0009751	OG0008839	n0	XP_060405483.1	XP_060362328.1						
N3.HOG0009752	OG0008840	n0	XP_060405486.1	XP_060362331.1						
N3.HOG0009753	OG0008841	n0	XP_060405503.1	XP_060366342.1						
N3.HOG0009754	OG0008842	n0	XP_060405504.1	XP_060366343.1						
N3.HOG0009755	OG0008843	n0	XP_060405505.1	XP_060366344.1						
N3.HOG0009756	OG0008844	n0	XP_060405506.1	XP_060366345.1						
N3.HOG0009757	OG0008845	n0	XP_060405507.1	XP_060366346.1						
N3.HOG0009758	OG0008846	n0	XP_060405510.1	XP_060366348.1						
N3.HOG0009759	OG0008847	n0	XP_060405514.1	XP_060361639.1						
N3.HOG0009760	OG0008848	n0	XP_060405521.1	XP_060361642.1						
N3.HOG0009761	OG0008849	n0	XP_060405523.1	XP_060361643.1						
N3.HOG0009762	OG0008850	n0	XP_060405524.1	XP_060361644.1						
N3.HOG0009763	OG0008851	n0	XP_060405526.1	XP_060361646.1						
N3.HOG0009764	OG0008852	n0	XP_060405529.1	XP_060361649.1						
N3.HOG0009765	OG0008853	n0	XP_060405530.1	XP_060361650.1						
N3.HOG0009766	OG0008854	n0	XP_060405533.1	XP_060361651.1						
N3.HOG0009767	OG0008855	n0	XP_060405535.1	XP_060361653.1						
N3.HOG0009768	OG0008856	n0	XP_060405538.1	XP_060361657.1						
N3.HOG0009769	OG0008857	n0	XP_060405539.1	XP_060361658.1						
N3.HOG0009770	OG0008858	n0	XP_060405540.1	XP_060361659.1						
N3.HOG0009771	OG0008859	n0	XP_060405541.1	XP_060361660.1						
N3.HOG0009772	OG0008860	n0	XP_060405546.1	XP_060361663.1						
N3.HOG0009773	OG0008861	n0	XP_060405547.1	XP_060361664.1						
N3.HOG0009774	OG0008862	n0	XP_060405551.1	XP_060361668.1						
N3.HOG0009775	OG0008863	n0	XP_060405553.1	XP_060361670.1						
N3.HOG0009776	OG0008864	n0	XP_060405557.1	XP_060361673.1						
N3.HOG0009777	OG0008865	n0	XP_060405558.1	XP_060361674.1						
N3.HOG0009778	OG0008866	n0	XP_060405560.1	XP_060357077.1						
N3.HOG0009779	OG0008867	n0	XP_060405574.1	XP_060361957.1						
N3.HOG0009780	OG0008868	n0	XP_060405576.1	XP_060361954.1						
N3.HOG0009781	OG0008869	n0	XP_060405580.1	XP_060361952.1						
N3.HOG0009782	OG0008870	n0	XP_060405584.1	XP_060361948.1						
N3.HOG0009783	OG0008871	n0	XP_060405586.1	XP_060361946.1						
N3.HOG0009784	OG0008872	n0	XP_060405587.1	XP_060361945.1						
N3.HOG0009785	OG0008873	n0	XP_060405588.1	XP_060361944.1						
N3.HOG0009786	OG0008874	n0	XP_060405590.1	XP_060361941.1						
N3.HOG0009787	OG0008875	n0	XP_060405592.1	XP_060361940.1						
N3.HOG0009788	OG0008876	n0	XP_060405593.1	XP_060361939.1						
N3.HOG0009789	OG0008877	n0	XP_060405595.1	XP_060361937.1						
N3.HOG0009790	OG0008878	n0	XP_060405596.1	XP_060361936.1						
N3.HOG0009791	OG0008879	n0	XP_060405598.1	XP_060361934.1						
N3.HOG0009792	OG0008880	n0	XP_060405602.1	XP_060361931.1						
N3.HOG0009793	OG0008881	n0	XP_060405604.1	XP_060361929.1						
N3.HOG0009794	OG0008882	n0	XP_060405611.1	XP_060359630.1						
N3.HOG0009795	OG0008883	n0	XP_060405613.1	XP_060359635.1						
N3.HOG0009796	OG0008884	n0	XP_060405615.1	XP_060359637.1						
N3.HOG0009797	OG0008885	n0	XP_060405618.1	XP_060359640.1						
N3.HOG0009798	OG0008886	n0	XP_060405623.1	XP_060359642.1						
N3.HOG0009799	OG0008887	n0	XP_060405625.1	XP_060359644.1						
N3.HOG0009800	OG0008888	n0	XP_060405626.1	XP_060359645.1						
N3.HOG0009801	OG0008889	n0	XP_060405627.1	XP_060359646.1						
N3.HOG0009802	OG0008890	n0	XP_060405629.1	XP_060359648.1						
N3.HOG0009803	OG0008891	n0	XP_060405630.1	XP_060359649.1						
N3.HOG0009804	OG0008892	n0	XP_060405634.1	XP_060359651.1						
N3.HOG0009805	OG0008893	n0	XP_060405635.1	XP_060359652.1						
N3.HOG0009806	OG0008894	n0	XP_060405636.1	XP_060359653.1						
N3.HOG0009807	OG0008895	n0	XP_060405638.1	XP_060359656.1						
N3.HOG0009808	OG0008896	n0	XP_060405643.1	XP_060359661.1						
N3.HOG0009809	OG0008897	n0	XP_060405647.1	XP_060364856.1						
N3.HOG0009810	OG0008898	n0	XP_060405648.1	XP_060364855.1						
N3.HOG0009811	OG0008899	n0	XP_060405649.1	XP_060364854.1						
N3.HOG0009812	OG0008900	n0	XP_060405650.1	XP_060364852.1						
N3.HOG0009813	OG0008901	n0	XP_060405651.1	XP_060364851.1						
N3.HOG0009814	OG0008902	n0	XP_060405652.1	XP_060364850.1						
N3.HOG0009815	OG0008903	n0	XP_060405658.1	XP_060364846.1						
N3.HOG0009816	OG0008904	n0	XP_060405659.1	XP_060364845.1						
N3.HOG0009817	OG0008905	n0	XP_060405660.1	XP_060364844.1						
N3.HOG0009818	OG0008906	n0	XP_060405663.1	XP_060364840.1						
N3.HOG0009819	OG0008907	n0	XP_060405664.1	XP_060364839.1						
N3.HOG0009820	OG0008908	n0	XP_060405666.1	XP_060364838.1						
N3.HOG0009821	OG0008909	n0	XP_060405667.1	XP_060364837.1						
N3.HOG0009822	OG0008910	n0	XP_060405670.1	XP_060364834.1						
N3.HOG0009823	OG0008911	n0	XP_060405671.1	XP_060364833.1						
N3.HOG0009824	OG0008912	n0	XP_060405672.1	XP_060364832.1						
N3.HOG0009825	OG0008913	n0	XP_060405673.1	XP_060364831.1						
N3.HOG0009826	OG0008914	n0	XP_060405676.1	XP_060364828.1						
N3.HOG0009827	OG0008915	n0	XP_060405677.1	XP_060364827.1						
N3.HOG0009828	OG0008916	n0	XP_060405678.1	XP_060364826.1						
N3.HOG0009829	OG0008917	n0	XP_060405679.1	XP_060364825.1						
N3.HOG0009830	OG0008918	n0	XP_060405680.1	XP_060364824.1						
N3.HOG0009831	OG0008919	n0	XP_060405682.1	XP_060364822.1						
N3.HOG0009832	OG0008920	n0	XP_060405684.1	XP_060364820.1						
N3.HOG0009833	OG0008921	n0	XP_060405685.1	XP_060364819.1						
N3.HOG0009834	OG0008922	n0	XP_060405686.1	XP_060364818.1						
N3.HOG0009835	OG0008923	n0	XP_060405688.1	XP_060364816.1						
N3.HOG0009836	OG0008924	n0	XP_060405690.1	XP_060364814.1						
N3.HOG0009837	OG0008925	n0	XP_060405692.1	XP_060364812.1						
N3.HOG0009838	OG0008926	n0	XP_060405693.1	XP_060364811.1						
N3.HOG0009839	OG0008927	n0	XP_060405700.1	XP_060364805.1						
N3.HOG0009840	OG0008928	n0	XP_060405701.1	XP_060364804.1						
N3.HOG0009841	OG0008929	n0	XP_060405702.1	XP_060364803.1						
N3.HOG0009842	OG0008930	n0	XP_060405703.1	XP_060364802.1						
N3.HOG0009843	OG0008931	n0	XP_060405704.1	XP_060364801.1						
N3.HOG0009844	OG0008932	n0	XP_060405705.1	XP_060364800.1						
N3.HOG0009845	OG0008933	n0	XP_060405706.1	XP_060364799.1						
N3.HOG0009846	OG0008934	n0	XP_060405709.1	XP_060364797.1						
N3.HOG0009847	OG0008935	n0	XP_060405710.1	XP_060364796.1						
N3.HOG0009848	OG0008936	n0	XP_060405711.1	XP_060364795.1						
N3.HOG0009849	OG0008937	n0	XP_060405712.1	XP_060364794.1						
N3.HOG0009850	OG0008938	n0	XP_060405721.1	XP_060364790.1						
N3.HOG0009851	OG0008939	n0	XP_060405722.1	XP_060364789.1						
N3.HOG0009852	OG0008940	n0	XP_060405724.1	XP_060364788.1						
N3.HOG0009853	OG0008941	n0	XP_060405725.1	XP_060364787.1						
N3.HOG0009854	OG0008942	n0	XP_060405726.1	XP_060364786.1						
N3.HOG0009855	OG0008943	n0	XP_060405727.1	XP_060364785.1						
N3.HOG0009856	OG0008944	n0	XP_060405729.1	XP_060364783.1						
N3.HOG0009857	OG0008945	n0	XP_060405730.1	XP_060364782.1						
N3.HOG0009858	OG0008946	n0	XP_060405731.1	XP_060364781.1						
N3.HOG0009859	OG0008947	n0	XP_060405732.1	XP_060364780.1						
N3.HOG0009860	OG0008948	n0	XP_060405733.1	XP_060364778.1						
N3.HOG0009861	OG0008949	n0	XP_060405736.1	XP_060364775.1						
N3.HOG0009862	OG0008950	n0	XP_060405738.1	XP_060364773.1						
N3.HOG0009863	OG0008951	n0	XP_060405739.1	XP_060364772.1						
N3.HOG0009864	OG0008952	n0	XP_060405740.1	XP_060364771.1						
N3.HOG0009865	OG0008953	n0	XP_060405741.1	XP_060364770.1						
N3.HOG0009866	OG0008954	n0	XP_060405742.1	XP_060364768.1						
N3.HOG0009867	OG0008955	n0	XP_060405747.1	XP_060364764.1						
N3.HOG0009868	OG0008956	n0	XP_060405748.1	XP_060364763.1						
N3.HOG0009869	OG0008957	n0	XP_060405750.1							
N3.HOG0009870	OG0008958	n0	XP_060405752.1	XP_060357557.1						
N3.HOG0009871	OG0008959	n0	XP_060405755.1	XP_060357560.1						
N3.HOG0009872	OG0008960	n0	XP_060405757.1	XP_060364597.1						
N3.HOG0009873	OG0008961	n0	XP_060405758.1	XP_060364598.1						
N3.HOG0009874	OG0008962	n0	XP_060405759.1	XP_060364599.1						
N3.HOG0009875	OG0008963	n0	XP_060405763.1	XP_060364602.1						
N3.HOG0009876	OG0008964	n0	XP_060405765.1	XP_060364604.1						
N3.HOG0009877	OG0008965	n0	XP_060405769.1	XP_060364608.1						
N3.HOG0009878	OG0008966	n0	XP_060405771.1	XP_060364610.1						
N3.HOG0009879	OG0008967	n0	XP_060405772.1	XP_060364612.1						
N3.HOG0009880	OG0008968	n0	XP_060405774.1	XP_060364614.1						
N3.HOG0009881	OG0008969	n0	XP_060405778.1	XP_060364619.1						
N3.HOG0009882	OG0008970	n0	XP_060405779.1	XP_060364620.1						
N3.HOG0009883	OG0008971	n0	XP_060405783.1	XP_060364622.1						
N3.HOG0009884	OG0008972	n0	XP_060405784.1	XP_060364623.1						
N3.HOG0009885	OG0008973	n0	XP_060405786.1	XP_060364624.1						
N3.HOG0009886	OG0008974	n0	XP_060405790.1	XP_060364627.1						
N3.HOG0009887	OG0008975	n0	XP_060405793.1	XP_060364630.1						
N3.HOG0009888	OG0008976	n0	XP_060405794.1	XP_060364631.1						
N3.HOG0009889	OG0008977	n0	XP_060405796.1	XP_060364633.1						
N3.HOG0009890	OG0008978	n0	XP_060405797.1	XP_060364634.1						
N3.HOG0009891	OG0008979	n0	XP_060405799.1	XP_060364635.1						
N3.HOG0009892	OG0008980	n0	XP_060405801.1	XP_060364636.1						
N3.HOG0009893	OG0008981	n0	XP_060405802.1	XP_060364638.1						
N3.HOG0009894	OG0008982	n0	XP_060405803.1	XP_060364639.1						
N3.HOG0009895	OG0008983	n0	XP_060405804.1	XP_060364641.1						
N3.HOG0009896	OG0008984	n0	XP_060405806.1	XP_060364644.1						
N3.HOG0009897	OG0008985	n0	XP_060405808.1	XP_060364646.1						
N3.HOG0009898	OG0008986	n0	XP_060405809.1	XP_060364647.1						
N3.HOG0009899	OG0008987	n0	XP_060405810.1	XP_060364649.1						
N3.HOG0009900	OG0008988	n0	XP_060405812.1	XP_060364650.1						
N3.HOG0009901	OG0008989	n0	XP_060405814.1	XP_060364652.1						
N3.HOG0009902	OG0008990	n0	XP_060405816.1	XP_060364653.1						
N3.HOG0009903	OG0008991	n0	XP_060405818.1	XP_060364656.1						
N3.HOG0009904	OG0008992	n0	XP_060405820.1	XP_060364658.1						
N3.HOG0009905	OG0008993	n0	XP_060405822.1	XP_060364659.1						
N3.HOG0009906	OG0008994	n0	XP_060405823.1	XP_060364660.1						
N3.HOG0009907	OG0008995	n0	XP_060405826.1	XP_060364661.1						
N3.HOG0009908	OG0008996	n0	XP_060405830.1	XP_060364665.1						
N3.HOG0009909	OG0008997	n0	XP_060405831.1	XP_060364666.1						
N3.HOG0009910	OG0008998	n0	XP_060405835.1	XP_060364669.1						
N3.HOG0009911	OG0008999	n0	XP_060405836.1	XP_060364670.1						
N3.HOG0009912	OG0009000	n0	XP_060405838.1	XP_060364671.1						
N3.HOG0009913	OG0009001	n0	XP_060405839.1	XP_060364672.1						
N3.HOG0009914	OG0009002	n0	XP_060405841.1	XP_060364674.1						
N3.HOG0009915	OG0009003	n0	XP_060405842.1	XP_060364675.1						
N3.HOG0009916	OG0009004	n0	XP_060405844.1	XP_060364676.1						
N3.HOG0009917	OG0009005	n0	XP_060405845.1	XP_060364677.1						
N3.HOG0009918	OG0009006	n0	XP_060405846.1	XP_060364678.1						
N3.HOG0009919	OG0009007	n0	XP_060405847.1	XP_060364679.1						
N3.HOG0009920	OG0009008	n0	XP_060405850.1	XP_060364681.1						
N3.HOG0009921	OG0009009	n0	XP_060405851.1	XP_060364682.1						
N3.HOG0009922	OG0009010	n0	XP_060405854.1	XP_060364685.1						
N3.HOG0009923	OG0009011	n0	XP_060405855.1	XP_060366817.1						
N3.HOG0009924	OG0009012	n0	XP_060405861.1	XP_060366814.1						
N3.HOG0009925	OG0009013	n0	XP_060405862.1	XP_060366813.1						
N3.HOG0009926	OG0009014	n0	XP_060405863.1	XP_060366811.1						
N3.HOG0009927	OG0009015	n0	XP_060405871.1	XP_060366802.1						
N3.HOG0009928	OG0009016	n0	XP_060405873.1	XP_060366800.1						
N3.HOG0009929	OG0009017	n0	XP_060405874.1	XP_060366799.1						
N3.HOG0009930	OG0009018	n0	XP_060405875.1	XP_060366798.1						
N3.HOG0009931	OG0009019	n0	XP_060405877.1	XP_060366797.1						
N3.HOG0009932	OG0009020	n0	XP_060405879.1	XP_060366796.1						
N3.HOG0009933	OG0009021	n0	XP_060405883.1	XP_060366792.1						
N3.HOG0009934	OG0009022	n0	XP_060405884.1	XP_060366791.1						
N3.HOG0009935	OG0009023	n0	XP_060405885.1	XP_060366790.1						
N3.HOG0009936	OG0009024	n0	XP_060405887.1	XP_060366788.1						
N3.HOG0009937	OG0009025	n0	XP_060405888.1	XP_060366787.1						
N3.HOG0009938	OG0009026	n0	XP_060405889.1	XP_060366786.1						
N3.HOG0009939	OG0009027	n0	XP_060405894.1	XP_060366783.1						
N3.HOG0009940	OG0009028	n0	XP_060405896.1	XP_060366780.1						
N3.HOG0009941	OG0009029	n0	XP_060405899.1	XP_060362462.1						
N3.HOG0009942	OG0009030	n0	XP_060405900.1	XP_060362463.1						
N3.HOG0009943	OG0009031	n0	XP_060405901.1	XP_060362464.1						
N3.HOG0009944	OG0009032	n0	XP_060405903.1	XP_060362465.1						
N3.HOG0009945	OG0009033	n0	XP_060405904.1	XP_060362466.1						
N3.HOG0009946	OG0009034	n0	XP_060405907.1	XP_060359410.1						
N3.HOG0009947	OG0009035	n0	XP_060405909.1	XP_060359413.1						
N3.HOG0009948	OG0009036	n0	XP_060405911.1	XP_060359415.1						
N3.HOG0009949	OG0009037	n0	XP_060405912.1	XP_060359416.1						
N3.HOG0009950	OG0009038	n0	XP_060405914.1	XP_060359418.1						
N3.HOG0009951	OG0009039	n0	XP_060405915.1	XP_060359419.1						
N3.HOG0009952	OG0009040	n0	XP_060405916.1	XP_060359420.1						
N3.HOG0009953	OG0009041	n0	XP_060405917.1	XP_060359421.1						
N3.HOG0009954	OG0009042	n0	XP_060405919.1	XP_060359423.1						
N3.HOG0009955	OG0009043	n0	XP_060405920.1	XP_060359425.1						
N3.HOG0009956	OG0009044	n0	XP_060405922.1	XP_060359426.1						
N3.HOG0009957	OG0009045	n0	XP_060405924.1	XP_060359428.1						
N3.HOG0009958	OG0009046	n0	XP_060405925.1	XP_060359430.1						
N3.HOG0009959	OG0009047	n0	XP_060405926.1	XP_060359431.1						
N3.HOG0009960	OG0009048	n0	XP_060405928.1	XP_060359432.1						
N3.HOG0009961	OG0009049	n0	XP_060405929.1	XP_060359433.1						
N3.HOG0009962	OG0009050	n0	XP_060405930.1	XP_060359434.1						
N3.HOG0009963	OG0009051	n0	XP_060405931.1	XP_060359435.1						
N3.HOG0009964	OG0009052	n0	XP_060405932.1	XP_060359436.1						
N3.HOG0009965	OG0009053	n0	XP_060405933.1	XP_060359437.1						
N3.HOG0009966	OG0009054	n0	XP_060405934.1	XP_060359438.1						
N3.HOG0009967	OG0009055	n0	XP_060405935.1	XP_060357537.1						
N3.HOG0009968	OG0009056	n0	XP_060405936.1	XP_060357538.1						
N3.HOG0009969	OG0009057	n0	XP_060405938.1	XP_060357540.1						
N3.HOG0009970	OG0009058	n0	XP_060405939.1	XP_060357542.1						
N3.HOG0009971	OG0009059	n0	XP_060405941.1	XP_060357543.1						
N3.HOG0009972	OG0009060	n0	XP_060405942.1	XP_060357544.1						
N3.HOG0009973	OG0009061	n0	XP_060405943.1	XP_060357545.1						
N3.HOG0009974	OG0009062	n0	XP_060405945.1	XP_060359842.1						
N3.HOG0009975	OG0009063	n0	XP_060405946.1	XP_060359841.1						
N3.HOG0009976	OG0009064	n0	XP_060405947.1	XP_060359840.1						
N3.HOG0009977	OG0009065	n0	XP_060405948.1	XP_060359838.1						
N3.HOG0009978	OG0009066	n0	XP_060405949.1	XP_060359837.1						
N3.HOG0009979	OG0009067	n0	XP_060405950.1	XP_060359836.1						
N3.HOG0009980	OG0009068	n0	XP_060405951.1	XP_060359835.1						
N3.HOG0009981	OG0009069	n0	XP_060405952.1	XP_060359834.1						
N3.HOG0009982	OG0009070	n0	XP_060405954.1	XP_060359831.1						
N3.HOG0009983	OG0009071	n0	XP_060405955.1	XP_060359830.1						
N3.HOG0009984	OG0009072	n0	XP_060405956.1	XP_060359829.1						
N3.HOG0009985	OG0009073	n0	XP_060405957.1	XP_060359828.1						
N3.HOG0009986	OG0009074	n0	XP_060405958.1	XP_060359827.1						
N3.HOG0009987	OG0009075	n0	XP_060405960.1	XP_060359825.1						
N3.HOG0009988	OG0009076	n0	XP_060405961.1	XP_060359824.1						
N3.HOG0009989	OG0009077	n0	XP_060405962.1	XP_060359823.1						
N3.HOG0009990	OG0009078	n0	XP_060405964.1	XP_060359821.1						
N3.HOG0009991	OG0009079	n0	XP_060405967.1	XP_060359818.1						
N3.HOG0009992	OG0009080	n0	XP_060405968.1	XP_060359817.1						
N3.HOG0009993	OG0009081	n0	XP_060405972.1	XP_060359813.1						
N3.HOG0009994	OG0009082	n0	XP_060405974.1	XP_060359811.1						
N3.HOG0009995	OG0009083	n0	XP_060405977.1	XP_060362351.1						
N3.HOG0009996	OG0009084	n0	XP_060405978.1	XP_060362353.1						
N3.HOG0009997	OG0009085	n0	XP_060405983.1	XP_060362356.1						
N3.HOG0009998	OG0009086	n0	XP_060405984.1	XP_060362357.1						
N3.HOG0009999	OG0009087	n0	XP_060405985.1	XP_060362358.1						
N3.HOG0010000	OG0009088	n0	XP_060405986.1	XP_060362359.1						
N3.HOG0010001	OG0009089	n0	XP_060405987.1	XP_060362360.1						
N3.HOG0010002	OG0009090	n0	XP_060405988.1	XP_060362361.1						
N3.HOG0010003	OG0009091	n0	XP_060405989.1	XP_060362362.1						
N3.HOG0010004	OG0009092	n0	XP_060405990.1	XP_060362363.1						
N3.HOG0010005	OG0009093	n0	XP_060405991.1	XP_060362364.1						
N3.HOG0010006	OG0009094	n0	XP_060405992.1	XP_060362365.1						
N3.HOG0010007	OG0009095	n0	XP_060405993.1	XP_060362366.1						
N3.HOG0010008	OG0009096	n0	XP_060405995.1	XP_060362368.1						
N3.HOG0010009	OG0009097	n0	XP_060405996.1	XP_060362369.1						
N3.HOG0010010	OG0009098	n0	XP_060405997.1	XP_060362370.1						
N3.HOG0010011	OG0009099	n0	XP_060405998.1	XP_060362371.1						
N3.HOG0010012	OG0009100	n0	XP_060406000.1	XP_060362373.1						
N3.HOG0010013	OG0009101	n0	XP_060406001.1	XP_060362374.1						
N3.HOG0010014	OG0009102	n0	XP_060406002.1	XP_060362375.1						
N3.HOG0010015	OG0009103	n0	XP_060406004.1	XP_060362377.1						
N3.HOG0010016	OG0009104	n0	XP_060406005.1	XP_060362378.1						
N3.HOG0010017	OG0009105	n0	XP_060406006.1	XP_060362379.1						
N3.HOG0010018	OG0009106	n0	XP_060406007.1	XP_060362380.1						
N3.HOG0010019	OG0009107	n0	XP_060406008.1	XP_060362381.1						
N3.HOG0010020	OG0009108	n0	XP_060406015.1	XP_060362385.1						
N3.HOG0010021	OG0009109	n0	XP_060406019.1	XP_060362389.1						
N3.HOG0010022	OG0009110	n0	XP_060406020.1	XP_060362390.1						
N3.HOG0010023	OG0009111	n0	XP_060406023.1	XP_060362394.1						
N3.HOG0010024	OG0009112	n0	XP_060406024.1	XP_060362395.1						
N3.HOG0010025	OG0009113	n0	XP_060406026.1	XP_060371275.1						
N3.HOG0010026	OG0009114	n0	XP_060406027.1	XP_060362397.1						
N3.HOG0010027	OG0009115	n0	XP_060406028.1	XP_060362398.1						
N3.HOG0010028	OG0009116	n0	XP_060406029.1	XP_060362399.1						
N3.HOG0010029	OG0009117	n0	XP_060406032.1	XP_060362402.1						
N3.HOG0010030	OG0009118	n0	XP_060406033.1	XP_060362403.1						
N3.HOG0010031	OG0009119	n0	XP_060406035.1	XP_060362406.1						
N3.HOG0010032	OG0009120	n0	XP_060406036.1	XP_060362407.1						
N3.HOG0010033	OG0009121	n0	XP_060406037.1	XP_060362408.1						
N3.HOG0010034	OG0009122	n0	XP_060406038.1	XP_060362409.1						
N3.HOG0010035	OG0009123	n0	XP_060406039.1	XP_060362410.1						
N3.HOG0010036	OG0009124	n0	XP_060406040.1	XP_060371213.1						
N3.HOG0010037	OG0009125	n0	XP_060406043.1	XP_060371216.1						
N3.HOG0010038	OG0009126	n0	XP_060406046.1	XP_060371218.1						
N3.HOG0010039	OG0009127	n0	XP_060406048.1	XP_060371219.1						
N3.HOG0010040	OG0009128	n0	XP_060406053.1	XP_060371223.1						
N3.HOG0010041	OG0009129	n0	XP_060406054.1	XP_060371224.1						
N3.HOG0010042	OG0009130	n0	XP_060406055.1	XP_060371225.1						
N3.HOG0010043	OG0009131	n0	XP_060406056.1	XP_060371226.1						
N3.HOG0010044	OG0009132	n0	XP_060406058.1	XP_060371227.1						
N3.HOG0010045	OG0009133	n0	XP_060406059.1	XP_060371228.1						
N3.HOG0010046	OG0009134	n0	XP_060406060.1	XP_060371229.1						
N3.HOG0010047	OG0009135	n0	XP_060406061.1	XP_060371230.1						
N3.HOG0010048	OG0009136	n0	XP_060406062.1	XP_060371231.1						
N3.HOG0010049	OG0009137	n0	XP_060406064.1	XP_060371233.1						
N3.HOG0010050	OG0009138	n0	XP_060406065.1	XP_060371234.1						
N3.HOG0010051	OG0009139	n0	XP_060406067.1	XP_060371236.1						
