Orthogroup	Colletotrichum_fructicola	Colletotrichum_gloeosporioides
OG0009248	XP_066009662.1	XP_045265329.1
OG0009249	XP_066009946.1	XP_045265330.1
OG0009250	XP_031886291.1	XP_045265334.1
OG0009251	XP_031886286.1	XP_045265333.1
OG0009252	XP_031886285.1	XP_045265332.1
OG0009253	XP_031886292.1	XP_045265335.1
OG0009254	XP_031886293.1	XP_045265336.1
OG0009255	XP_031886294.1	XP_045265337.1
OG0009256	XP_031886287.1	XP_045265338.1
OG0009257	XP_031886290.1	XP_045265341.1
OG0009258	XP_066009894.1	XP_045265343.1
OG0009259	XP_066009649.1	XP_045265346.1
OG0009260	XP_031886465.1	XP_045265347.1
OG0009261	XP_031886468.1	XP_045265348.1
OG0009262	XP_031886467.2	XP_045265349.1
OG0009263	XP_031886469.1	XP_045265350.1
OG0009264	XP_031886271.1	XP_045265352.1
OG0009265	XP_031886272.1	XP_045265355.1
OG0009266	XP_031886278.1	XP_045265356.1
OG0009267	XP_031886407.1	XP_045265357.1
OG0009268	XP_031886503.1	XP_045265358.1
OG0009269	XP_066009807.1	XP_045265359.1
OG0009270	XP_031886312.1	XP_045265360.1
OG0009271	XP_031886311.1	XP_045265361.1
OG0009272	XP_031886310.1	XP_045265362.1
OG0009273	XP_066009806.1	XP_045265363.1
OG0009274	XP_031886308.1	XP_045265364.1
OG0009275	XP_031886306.1	XP_045265366.1
OG0009276	XP_066009631.1	XP_045265367.1
OG0009277	XP_031886251.1	XP_045265368.1
OG0009278	XP_031886252.1	XP_045265369.1
OG0009279	XP_031886253.1	XP_045265370.1
OG0009280	XP_031886400.1	XP_045265452.1
OG0009281	XP_031886295.1	XP_045265453.1
OG0009282	XP_031886401.1	XP_045265454.1
OG0009283	XP_031886403.1	XP_045265456.1
OG0009284	XP_066009953.1	XP_045265457.1
OG0009285	XP_031886450.1	XP_045265458.1
OG0009286	XP_031886223.1	XP_045265459.1
OG0009287	XP_031886399.1	XP_045265451.1
OG0009288	XP_031886388.1	XP_045265425.1
OG0009289	XP_031886387.1	XP_045265426.1
OG0009290	XP_031886393.1	XP_045265427.1
OG0009291	XP_031886392.1	XP_045265428.1
OG0009292	XP_031886391.2	XP_045265429.1
OG0009293	XP_031886269.1	XP_045265431.1
OG0009294	XP_031886263.1	XP_045265433.1
OG0009295	XP_031886259.1	XP_045265434.1
OG0009296	XP_031886260.1	XP_045265435.1
OG0009297	XP_031886266.1	XP_045265436.1
OG0009298	XP_031886264.1	XP_045265437.1
OG0009299	XP_031886265.1	XP_045265438.1
OG0009300	XP_066009926.1	XP_045265439.1
OG0009301	XP_031886314.1	XP_045265442.1
OG0009302	XP_031886317.2	XP_045265443.1
OG0009303	XP_031886316.1	XP_045265444.1
OG0009304	XP_031885377.1	XP_045258652.1
OG0009305	XP_031886357.1	XP_045265414.1
OG0009306	XP_031886356.2	XP_045265413.1
OG0009307	XP_031886420.1	XP_045265410.1
OG0009308	XP_031886421.1	XP_045265409.1
OG0009309	XP_031886515.1	XP_045265408.1
OG0009310	XP_031886516.1	XP_045265407.1
OG0009311	XP_031886422.1	XP_045265406.1
OG0009312	XP_031886423.1	XP_045265405.1
OG0009313	XP_031886408.1	XP_045265404.1
OG0009314	XP_031886409.1	XP_045265403.1
OG0009315	XP_031886375.1	XP_045265398.1
OG0009316	XP_031886299.1	XP_045265392.1
OG0009317	XP_031886296.1	XP_045265393.1
OG0009318	XP_031886297.1	XP_045265394.1
OG0009319	XP_031886229.2	XP_045265396.1
OG0009320	XP_031886377.1	XP_045265397.1
OG0009321	XP_031886492.1	XP_045265381.1
OG0009322	XP_031886491.1	XP_045265382.1
OG0009323	XP_031886494.1	XP_045265383.1
OG0009324	XP_031886493.1	XP_045265384.1
OG0009325	XP_031886305.1	XP_045265386.1
OG0009326	XP_031886302.1	XP_045265387.1
OG0009327	XP_031886303.1	XP_045265388.1
OG0009328	XP_031886300.1	XP_045265389.1
OG0009329	XP_031877451.1	XP_045264480.1
OG0009330	XP_031877415.1	XP_045264479.1
OG0009331	XP_031877417.1	XP_045264478.1
OG0009332	XP_031877416.1	XP_045264477.1
OG0009333	XP_031877419.1	XP_045264476.1
OG0009334	XP_031891847.1	XP_045260516.1
OG0009335	XP_031878941.2	XP_045266992.1
OG0009336	XP_031878887.1	XP_045267007.1
OG0009337	XP_031885123.1	XP_045266925.1
OG0009338	XP_031885084.1	XP_045266892.1
OG0009339	XP_031885229.1	XP_045266882.1
OG0009340	XP_031885232.1	XP_045266883.1
OG0009341	XP_031885226.1	XP_045266884.1
OG0009342	XP_031885225.1	XP_045266885.1
OG0009343	XP_031885228.1	XP_045266886.1
OG0009344	XP_031885227.1	XP_045266887.1
OG0009345	XP_031885088.1	XP_045266888.1
OG0009346	XP_031885089.1	XP_045266889.1
OG0009347	XP_031885086.1	XP_045266890.1
OG0009348	XP_031885093.1	XP_045266880.1
OG0009349	XP_066008702.1	XP_045266878.1
OG0009350	XP_031892531.1	XP_045256216.1
OG0009351	XP_066008644.1	XP_045259481.1
OG0009352	XP_031885004.1	XP_045259475.1
OG0009353	XP_031885025.2	XP_045259476.1
OG0009354	XP_031885027.1	XP_045259478.1
OG0009355	XP_031885137.1	XP_045259480.1
OG0009356	XP_066008706.1	XP_045266873.1
OG0009357	XP_031885239.1	XP_045266872.1
OG0009358	XP_031885242.1	XP_045266867.1
OG0009359	XP_066008852.1	XP_045266865.1
OG0009360	XP_031885057.1	XP_045266864.1
OG0009361	XP_031885056.1	XP_045266863.1
OG0009362	XP_031885059.1	XP_045266862.1
OG0009363	XP_031885058.1	XP_045266861.1
OG0009364	XP_066008686.1	XP_045266860.1
OG0009365	XP_031885055.1	XP_045266859.1
OG0009366	XP_031885051.1	XP_045266858.1
OG0009367	XP_031885021.1	XP_045259487.1
OG0009368	XP_031885020.2	XP_045259488.1
OG0009369	XP_031885220.1	XP_045266853.1
OG0009370	XP_031885218.1	XP_045266851.1
OG0009371	XP_031885219.1	XP_045266850.1
OG0009372	XP_031885216.1	XP_045266849.1
OG0009373	XP_031885217.1	XP_045266848.1
OG0009374	XP_031885262.1	XP_045266847.1
OG0009375	XP_066008623.1	XP_045266846.1
OG0009376	XP_031885259.1	XP_045266845.1
OG0009377	XP_066008624.1	XP_045266841.1
OG0009378	XP_031885258.1	XP_045266844.1
OG0009379	XP_031885045.1	XP_045266840.1
OG0009380	XP_031885158.1	XP_045266838.1
OG0009381	XP_031885159.1	XP_045266836.1
OG0009382	XP_031885160.1	XP_045266835.1
OG0009383	XP_066008759.1	XP_045266830.1
OG0009384	XP_031891146.1	XP_045263779.1, XP_045263780.1
OG0009385	XP_031891056.1	XP_045270840.1
OG0009386	XP_031877343.1	XP_045259067.1
OG0009387	XP_031884454.1	XP_045258932.1
OG0009387	XP_066008646.1	XP_045261821.1
OG0009389	XP_031884902.1	XP_045271255.1
OG0009390	XP_031881588.1	XP_045264570.1
OG0009391	XP_066008408.1	XP_045271073.1
OG0009392	XP_031892376.1	XP_045256445.1
OG0009393	XP_031893532.1	XP_045268631.1
OG0009394	XP_031876681.2	XP_045261068.1
OG0009395	XP_031884981.1	XP_045271275.1
OG0009398	XP_031875789.1	XP_045256089.1
OG0009398	XP_031889131.1	XP_045256870.1
OG0009399	XP_066008614.1	XP_045266972.1
OG0009399	XP_066008613.1	XP_045266973.1
OG0009401	XP_031890935.2	XP_045260720.1
OG0009401	XP_031876341.1	XP_045260340.1
OG0009402	XP_031881284.1	XP_045261677.1
OG0009402	XP_031876348.1	XP_045260346.1
OG0009403	XP_031883117.2	XP_045267377.1
OG0009403	XP_031876361.2	XP_045271024.1
OG0009404	XP_031891877.1	XP_045259209.1
OG0009404	XP_031877375.1	XP_045259061.1
OG0009405	XP_066008870.1	XP_045259225.1
OG0009405	XP_031877426.1	XP_045267589.1
OG0009406	XP_031878271.2	XP_045257206.1
OG0009407	XP_031878485.1	XP_045257793.1
OG0009407	XP_031878484.1	XP_045257794.1
OG0009408	XP_031879246.1	XP_045266260.1
OG0009408	XP_066007114.1	XP_045268534.1
OG0009409	XP_031879494.1	XP_045261595.1
OG0009409	XP_066007842.1	XP_045258239.1
OG0009410	XP_031880692.1	XP_045269132.1
OG0009410	XP_031883481.1	XP_045259415.1
OG0009411	XP_031880753.1	XP_045269085.1
OG0009411	XP_066008394.1	XP_045264582.1
OG0009412	XP_031880839.2, XP_031880832.1	XP_045266122.1, XP_045260711.1
OG0009413	XP_031881822.2	XP_045256999.1
OG0009414	XP_031889776.1	XP_045269795.1
OG0009414	XP_031882055.1	XP_045265236.1
OG0009415	XP_031882472.1, XP_031882473.1, XP_031882165.1	XP_045263637.1
OG0009416	XP_031882747.1	XP_045265822.1
OG0009417	XP_031883042.1	XP_045267456.1
OG0009418	XP_031883048.1	XP_045267409.1
OG0009419	XP_031883150.1	XP_045267457.1
OG0009420	XP_031883190.1	XP_045267451.1
OG0009420	XP_031883231.1	XP_045267452.1
OG0009421	XP_031883651.1	XP_045271082.1
OG0009421	XP_031884373.1	XP_045256129.1
OG0009422	XP_031884426.1	XP_045258936.1
OG0009422	XP_031884425.1, XP_066008058.1	XP_045258935.1
OG0009423	XP_031884697.2	XP_045271385.1
OG0009424	XP_031884862.1	XP_045260192.1
OG0009425	XP_031885125.1, XP_031885274.1	XP_045266927.1
OG0009426	XP_031886099.1	XP_045271152.1
OG0009426	XP_031887621.1	XP_045269493.1, XP_045262403.1
OG0009427	XP_031886897.1	XP_045270456.1
OG0009427	XP_066009543.1	XP_045270454.1
OG0009428	XP_031887809.1	XP_045261407.1
OG0009428	XP_031893536.1	XP_045267269.1
OG0009429	XP_066007888.1	XP_045269764.1
OG0009429	XP_031888430.1	XP_045256973.1
OG0009430	XP_031888692.2	XP_045258329.1, XP_045258328.1
OG0009431	XP_031889164.1	XP_045262304.1
OG0009432	XP_031889911.1, XP_031889918.1	XP_045265105.1
OG0009433	XP_031892034.1	XP_045260597.1
OG0009433	XP_031890026.1	XP_045257438.1
OG0009434	XP_031890104.1	XP_045269566.1
OG0009434	XP_031890217.1	XP_045257426.1
OG0009436	XP_031892089.1	XP_045259280.1
OG0009436	XP_031890873.1	XP_045260630.1
OG0009437	XP_031891758.1	XP_045259266.1
OG0009438	XP_031891806.1	XP_045268923.1
OG0009439	XP_031891869.2	XP_045260464.1
OG0009440	XP_031892181.2	XP_045261104.1
OG0009440	XP_066008653.1	XP_045260471.1
OG0009442	XP_066007174.1	XP_045268527.1
OG0009442	XP_066007560.1	XP_045266070.1
OG0009443	XP_066007714.1	XP_045260111.1
OG0009443	XP_066007713.1	XP_045260112.1
OG0009444	XP_066008064.1	XP_045261884.1
OG0009444	XP_066009566.1	XP_045263418.1
OG0009445	XP_066009962.1	XP_045263766.1
OG0009445	XP_066008699.1	XP_045267470.1
OG0009446	XP_066008842.1	XP_045268882.1
OG0009446	XP_066009604.1	XP_045270791.1
OG0009447	XP_066008887.1	XP_045259301.1
OG0009448	XP_066009224.1	XP_045256814.1, XP_045256813.1
OG0009453	XP_031886483.1	XP_045265532.1
OG0009454	XP_031875837.1	XP_045264703.1
OG0009455	XP_031880548.1	XP_045270747.1
OG0009457	XP_066009317.1	XP_045270755.1
OG0009459	XP_031887743.1	XP_045270769.1
OG0009460	XP_031887576.1	XP_045270777.1
OG0009461	XP_031887575.1	XP_045270778.1
OG0009463	XP_031887750.1	XP_045270784.1
OG0009464	XP_031887596.1	XP_045270795.1
OG0009465	XP_031887591.1	XP_045270800.1
OG0009467	XP_031887706.1	XP_045270803.1
OG0009469	XP_031887563.1	XP_045266296.1
OG0009470	XP_031887736.1	XP_045266290.1
OG0009471	XP_031887734.1	XP_045266288.1
OG0009473	XP_031887726.1	XP_045266311.1
OG0009474	XP_031887695.1	XP_045262377.1
OG0009475	XP_031887524.1	XP_045262370.1
OG0009477	XP_031887470.1	XP_045262338.1
OG0009478	XP_066009345.1	XP_045262334.1
OG0009479	XP_031881965.1	XP_045267909.1, XP_045265187.1
OG0009481	XP_031887788.1	XP_045262398.1
OG0009482	XP_031887618.1	XP_045262405.1
OG0009483	XP_031887606.1	XP_045262419.1
OG0009485	XP_031887539.1	XP_045262452.1
OG0009486	XP_031878566.1	XP_045257619.1
OG0009487	XP_031878610.1	XP_045257620.1
OG0009488	XP_031878549.1	XP_045257657.1
OG0009489	XP_031878589.2	XP_045257684.1
OG0009490	XP_031878555.1	XP_045257695.1
OG0009491	XP_031884274.1	XP_045259115.1
OG0009492	XP_031884272.1	XP_045259116.1
OG0009493	XP_031884273.1	XP_045259117.1
OG0009494	XP_031884299.1	XP_045259120.1
OG0009497	XP_031878580.1	XP_045257632.1
OG0009498	XP_031878621.1	XP_045257624.1
OG0009499	XP_031884240.1	XP_045262937.1
OG0009500	XP_031884241.1	XP_045262936.1
OG0009502	XP_031884183.1	XP_045262934.1
OG0009503	XP_066008282.1	XP_045256319.1, XP_045256301.1
OG0009505	XP_031883270.1	XP_045259662.1
OG0009506	XP_031880024.1	XP_045264351.1
OG0009507	XP_031878259.1	XP_045257231.1
OG0009508	XP_031886793.1	XP_045260385.1
OG0009509	XP_031878432.1	XP_045269890.1
OG0009510	XP_031876944.1	XP_045269883.1
OG0009511	XP_031883805.2	XP_045264329.1
OG0009512	XP_031878244.1	XP_045267668.1
OG0009513	XP_031876815.1	XP_045257138.1
OG0009515	XP_031876522.1	XP_045262113.1
OG0009517	XP_066007799.1	XP_045262121.1
OG0009518	XP_031883431.1	XP_045260928.1
OG0009519	XP_066009913.1	XP_045262526.1
OG0009521	XP_031879964.1	XP_045258080.1
OG0009522	XP_066008062.1	XP_045261890.1
OG0009523	XP_031883859.1	XP_045264203.1
OG0009524	XP_031893246.1	XP_045260018.1
OG0009525	XP_031880699.1	XP_045269123.1
OG0009527	XP_031877856.1	XP_045263946.1
OG0009528	XP_031877853.1	XP_045263945.1
OG0009529	XP_031877852.2	XP_045263944.1
OG0009530	XP_031877840.1	XP_045265788.1
OG0009531	XP_031882935.1	XP_045265808.1
OG0009532	XP_031882859.1	XP_045265815.1
OG0009533	XP_031882857.1	XP_045265813.1
OG0009534	XP_031882939.1	XP_045265805.1
OG0009535	XP_031882706.1	XP_045265796.1
OG0009536	XP_031882753.1	XP_045265825.1
OG0009538	XP_031882930.1	XP_045271223.1
OG0009539	XP_066009837.1	XP_045271226.1
OG0009540	XP_031882816.1	XP_045271211.1
OG0009541	XP_031882893.1	XP_045271247.1
OG0009542	XP_066009790.1	XP_045271244.1
OG0009547	XP_031888313.1	XP_045262703.1
OG0009549	XP_066009791.1	XP_045262697.1
OG0009552	XP_031888470.1	XP_045262658.1
OG0009553	XP_031888452.1	XP_045262643.1
OG0009554	XP_031888235.1	XP_045262632.1
OG0009557	XP_031882767.1	XP_045262612.1
OG0009558	XP_031882853.1	XP_045262603.1
OG0009559	XP_031880486.1	XP_045270739.1
OG0009560	XP_031880485.1	XP_045270738.1
OG0009561	XP_031880482.1	XP_045270735.1
OG0009562	XP_031879447.1	XP_045258811.1
OG0009564	XP_066007843.1	XP_045258236.1
OG0009566	XP_031884491.1	XP_045258225.1
OG0009567	XP_066008070.1	XP_045258213.1
OG0009568	XP_031885101.2	XP_045266822.1
OG0009569	XP_031885185.1	XP_045266804.1
OG0009570	XP_031881637.1	XP_045264550.1
OG0009571	XP_031881602.1	XP_045264552.1
OG0009572	XP_031881601.1	XP_045264553.1
OG0009573	XP_031881582.1	XP_045264572.1
OG0009574	XP_031878419.1	XP_045269919.1
OG0009575	XP_031893063.1	XP_045268730.1
OG0009576	XP_031890996.1	XP_045260677.1
OG0009577	XP_031890891.1	XP_045260652.1
OG0009578	XP_031890885.1	XP_045260647.1
OG0009579	XP_066007361.1	XP_045260618.1
OG0009580	XP_066007412.1	XP_045260625.1
OG0009582	XP_031879698.1	XP_045257382.1
OG0009584	XP_031881356.1	XP_045260074.1
OG0009585	XP_031892695.1	XP_045256260.1
OG0009586	XP_031892470.1	XP_045256253.1
OG0009587	XP_031892533.1	XP_045256218.1
OG0009588	XP_031891426.2	XP_045263719.1
OG0009589	XP_031891374.1	XP_045257063.1
OG0009591	XP_031891637.1	XP_045257072.1
OG0009592	XP_031891636.1	XP_045257073.1
OG0009593	XP_031886964.2	XP_045270462.1
OG0009595	XP_031886899.1	XP_045270449.1
OG0009596	XP_031887035.1	XP_045270439.1
OG0009597	XP_066009565.1	XP_045270429.1
OG0009599	XP_031880415.1	XP_045266419.1
OG0009600	XP_031886039.1	XP_045265749.1
OG0009601	XP_031891703.1	XP_045260588.1
OG0009602	XP_031887952.1	XP_045261270.1
OG0009603	XP_031890018.1	XP_045257418.1
OG0009604	XP_031890130.1	XP_045257406.1
OG0009605	XP_066009264.1	XP_045256083.1
OG0009606	XP_066009263.1	XP_045256082.1
OG0009607	XP_031890381.2	XP_045265899.1
OG0009608	XP_066009035.1	XP_045257882.1
OG0009609	XP_031884731.1	XP_045271302.1
OG0009610	XP_031886058.1	XP_045260329.1
OG0009611	XP_031876335.1	XP_045260343.1
OG0009612	XP_031883640.1	XP_045259396.1
OG0009613	XP_031889481.2	XP_045268010.1
OG0009616	XP_066009177.1	XP_045257914.1
OG0009617	XP_031883672.1	XP_045259390.1
OG0009619	XP_066007481.1	XP_045256882.1
OG0009620	XP_031877890.1	XP_045270093.1
OG0009621	XP_031877981.1	XP_045270107.1
OG0009624	XP_031883680.1	XP_045271070.1
OG0009625	XP_031883484.1	XP_045271096.1
OG0009627	XP_031883595.1	XP_045259341.1
OG0009628	XP_031883754.1	XP_045259353.1
OG0009629	XP_066008571.1	XP_045270087.1
OG0009630	XP_031877885.2	XP_045270050.1
OG0009631	XP_031883709.1	XP_045270021.1
OG0009634	XP_031883541.1	XP_045270019.1
OG0009635	XP_031892026.2	XP_045260593.1
OG0009636	XP_031881231.1	XP_045270155.1
OG0009637	XP_031881227.1	XP_045270152.1
OG0009638	XP_031892506.1	XP_045256200.1
OG0009639	XP_031886010.1	XP_045265706.1
OG0009640	XP_031886174.1	XP_045265724.1
OG0009641	XP_066009868.1	XP_045257109.1
OG0009643	XP_031880838.2	XP_045266123.1
OG0009645	XP_066008682.1	XP_045269936.1
OG0009646	XP_031878424.1	XP_045269941.1
OG0009647	XP_031893464.1	XP_045268716.1
OG0009648	XP_031889058.1	XP_045258426.1
OG0009650	XP_031881069.1	XP_045259566.1
OG0009651	XP_031889382.2	XP_045267912.1
OG0009652	XP_031880999.1	XP_045259578.1
OG0009653	XP_031875906.1	XP_045266968.1
OG0009654	XP_066009575.1	XP_045259605.1
OG0009655	XP_031880987.1	XP_045259616.1
OG0009656	XP_031880989.1	XP_045259617.1
OG0009657	XP_031880991.1	XP_045259619.1
OG0009658	XP_031889807.1	XP_045269660.1
OG0009660	XP_031889808.1	XP_045269665.1
OG0009661	XP_031889626.1	XP_045269674.1
OG0009662	XP_031889627.1	XP_045269673.1
OG0009663	XP_031889590.1	XP_045269670.1
OG0009664	XP_031889863.1	XP_045269685.1
OG0009665	XP_031885222.1	XP_045266854.1
OG0009666	XP_031889853.1	XP_045269700.1
OG0009667	XP_031883039.1	XP_045267461.1
OG0009668	XP_031889847.1	XP_045269705.1
OG0009670	XP_066009935.1	XP_045264491.1
OG0009671	XP_066009851.1	XP_045265375.1
OG0009673	XP_031892285.1	XP_045260434.1
OG0009675	XP_031878343.1	XP_045257248.1
OG0009676	XP_031878307.2	XP_045257255.1
OG0009678	XP_031884482.1	XP_045258903.1
OG0009679	XP_031878296.1	XP_045257270.1
OG0009680	XP_031878269.1	XP_045257200.1
OG0009681	XP_031878334.1	XP_045257183.1
OG0009684	XP_031878199.2	XP_045267693.1
OG0009685	XP_031884786.1	XP_045271307.1
OG0009686	XP_031882169.1	XP_045263519.1
OG0009687	XP_031892153.1	XP_045260523.1
OG0009688	XP_031885960.1	XP_045260337.1
OG0009689	XP_031892220.1	XP_045264769.1
OG0009690	XP_031882715.1	XP_045262558.1
OG0009691	XP_066009727.1	XP_045262579.1
OG0009692	XP_031882841.1	XP_045262584.1
OG0009697	XP_066009822.1	XP_045262756.1
OG0009700	XP_066008237.1	XP_045256608.1
OG0009701	XP_031891338.1	XP_045256577.1
OG0009704	XP_031877727.1	XP_045256481.1
OG0009705	XP_031892448.1	XP_045256374.1
OG0009706	XP_031892731.1	XP_045256380.1
OG0009708	XP_066008214.1	XP_045256357.1
OG0009709	XP_031892495.1	XP_045256355.1
OG0009712	XP_031891585.1	XP_045256557.1
OG0009713	XP_031886704.1	XP_045263207.1
OG0009714	XP_031882807.1	XP_045265798.1
OG0009715	XP_031892659.2	XP_045256457.1
OG0009717	XP_031892778.1	XP_045256423.1
OG0009718	XP_031892312.2	XP_045256435.1
OG0009719	XP_031877686.2	XP_045256512.1, XP_045256511.1
OG0009720	XP_031877705.1	XP_045256526.1
OG0009721	XP_031888050.1	XP_045261214.1
OG0009722	XP_066008622.1	XP_045259466.1
OG0009723	XP_031878181.1	XP_045267645.1
OG0009724	XP_031884628.1	XP_045258880.1
OG0009725	XP_066007856.1	XP_045258878.1
OG0009726	XP_031884614.1	XP_045258876.1
OG0009727	XP_031884512.1	XP_045258836.1
OG0009730	XP_066008405.1	XP_045256104.1
OG0009732	XP_031878041.1	XP_045258786.1
OG0009733	XP_031878036.1	XP_045258777.1
OG0009734	XP_031877986.1	XP_045258773.1
OG0009735	XP_066008509.1	XP_045258762.1
OG0009736	XP_031878056.1	XP_045258760.1
OG0009737	XP_031878008.2	XP_045258757.1
OG0009738	XP_031878026.1	XP_045258750.1
OG0009740	XP_031891896.1	XP_045259339.1
OG0009741	XP_066008858.1	XP_045259336.1
OG0009742	XP_066008857.1	XP_045259335.1
OG0009743	XP_031892212.1	XP_045259334.1
OG0009744	XP_031892213.1	XP_045259333.1
OG0009745	XP_031892208.1	XP_045259331.1
OG0009746	XP_031892209.2	XP_045259330.1
OG0009748	XP_031891934.1	XP_045259305.1
OG0009751	XP_031892096.1	XP_045259283.1
OG0009752	XP_031892094.1	XP_045259275.1
OG0009753	XP_066008846.1	XP_045259273.1
OG0009754	XP_031892092.1	XP_045259272.1
OG0009755	XP_031891750.1	XP_045259270.1
OG0009756	XP_066008128.1	XP_045264520.1
OG0009757	XP_031881649.1	XP_045264519.1
OG0009759	XP_031881654.1	XP_045264517.1
OG0009760	XP_031881536.1	XP_045264510.1
OG0009761	XP_031884376.1	XP_045258192.1
OG0009762	XP_031881532.1	XP_045266618.1
OG0009763	XP_031884849.1	XP_045271324.1
OG0009764	XP_031883972.1	XP_045264137.1
OG0009765	XP_066008176.1	XP_045266617.1
OG0009766	XP_031881682.1	XP_045266614.1
OG0009767	XP_066008172.1	XP_045266615.1
OG0009768	XP_031881596.1	XP_045266570.1
OG0009770	XP_031880579.1	XP_045270718.1
OG0009771	XP_031880564.2	XP_045270715.1
OG0009772	XP_031880519.1	XP_045270702.1
OG0009774	XP_066009549.1	XP_045270699.1
OG0009776	XP_031880597.1	XP_045270671.1
OG0009779	XP_031876530.1	XP_045270660.1
OG0009781	XP_031876552.1	XP_045270656.1
OG0009782	XP_031882992.1	XP_045259924.1
OG0009783	XP_031882636.1	XP_045263114.1
OG0009784	XP_031877113.1	XP_045263125.1
OG0009785	XP_031882534.1	XP_045263087.1
OG0009786	XP_031882527.1	XP_045263091.1
OG0009787	XP_031882540.1	XP_045263076.1
OG0009788	XP_031875594.1	XP_045267834.1
OG0009789	XP_031879794.1	XP_045262167.1
OG0009790	XP_031879833.1	XP_045262160.1
OG0009791	XP_031883939.1, XP_031881170.1	XP_045261697.1
OG0009792	XP_031892938.1	XP_045259941.1
OG0009794	XP_066007660.1	XP_045262132.1
OG0009795	XP_031879869.1	XP_045262127.1
OG0009796	XP_066007797.1	XP_045262125.1
OG0009800	XP_031889139.1	XP_045262281.1
OG0009801	XP_031889337.2	XP_045262279.1
OG0009802	XP_031880621.1	XP_045269094.1
OG0009803	XP_031881082.1	XP_045269070.1
OG0009804	XP_031881535.2	XP_045264511.1
OG0009805	XP_031881130.1	XP_045269048.1
OG0009806	XP_066009556.1	XP_045269047.1
OG0009809	XP_031881011.1	XP_045269034.1
OG0009810	XP_031881010.1	XP_045269035.1
OG0009811	XP_031881009.1	XP_045269036.1
OG0009813	XP_031881042.1	XP_045269026.1
OG0009814	XP_031881041.1	XP_045269024.1
OG0009816	XP_031876048.1	XP_045264411.1
OG0009817	XP_031890606.1	XP_045264422.1
OG0009818	XP_031890605.2	XP_045264423.1
OG0009819	XP_031890611.1	XP_045264424.1
OG0009820	XP_031890614.2	XP_045264425.1
OG0009821	XP_031890516.1	XP_045265923.1
OG0009822	XP_031888462.1	XP_045256981.1
OG0009823	XP_031886679.1	XP_045266653.1
OG0009824	XP_031883798.1	XP_045264261.1
OG0009825	XP_031884051.1	XP_045264249.1
OG0009826	XP_031883888.1	XP_045264245.1
OG0009827	XP_031883891.1	XP_045264244.1
OG0009828	XP_031883840.1	XP_045264231.1
OG0009829	XP_031883797.1	XP_045264200.1
OG0009830	XP_066008003.1	XP_045265131.1
OG0009831	XP_031889675.1	XP_045265127.1
OG0009832	XP_066006767.1	XP_045264169.1
OG0009833	XP_031884057.1	XP_045264148.1
OG0009835	XP_031884047.1	XP_045264837.1
OG0009836	XP_031884866.2	XP_045260173.1
OG0009837	XP_031891196.1	XP_045263748.1
OG0009838	XP_031877527.1	XP_045256678.1
OG0009839	XP_066008204.1	XP_045261304.1
OG0009840	XP_031881512.1	XP_045264930.1
OG0009841	XP_031881468.1	XP_045264910.1
OG0009842	XP_031877441.1, XP_031890701.1	XP_045270893.1
OG0009843	XP_031881511.1	XP_045264929.1
OG0009844	XP_031881516.1	XP_045264928.1
OG0009846	XP_066008525.1	XP_045269196.1
OG0009848	XP_031892848.1	XP_045256208.1
OG0009849	XP_031878945.1	XP_045267079.1
OG0009851	XP_031888288.1	XP_045262872.1
OG0009852	XP_031888414.1	XP_045262825.1
OG0009853	XP_066009890.1	XP_045262823.1
OG0009854	XP_031888425.1	XP_045262812.1
OG0009857	XP_031888226.1	XP_045262798.1
OG0009861	XP_031890338.1	XP_045265856.1
OG0009863	XP_031884780.1, XP_031884779.2	XP_045271277.1
OG0009864	XP_031890688.2	XP_045265905.1
OG0009865	XP_031886824.1	XP_045266663.1
OG0009866	XP_031878106.1	XP_045261023.1
OG0009867	XP_031878084.2	XP_045261025.1
OG0009868	XP_031878104.1	XP_045261027.1
OG0009869	XP_031876799.1	XP_045257151.1
OG0009870	XP_031875598.1	XP_045263916.1
OG0009872	XP_031879924.1	XP_045258183.1
OG0009873	XP_031879916.1	XP_045258169.1
OG0009874	XP_031880002.1	XP_045258155.1
OG0009875	XP_031879979.1	XP_045258152.1
OG0009876	XP_031879935.1	XP_045258145.1
OG0009877	XP_031879881.2	XP_045258085.1
OG0009878	XP_031879938.1	XP_045258148.1
OG0009879	XP_031879885.1	XP_045258098.1
OG0009880	XP_031879890.1	XP_045258109.1
OG0009881	XP_031879879.1	XP_045258103.1
OG0009883	XP_066008665.1	XP_045260396.1
OG0009884	XP_066009466.1	XP_045263382.1
OG0009885	XP_066008633.1	XP_045263267.1
OG0009886	XP_031886590.1	XP_045263259.1
OG0009887	XP_031885386.1	XP_045258654.1
OG0009888	XP_031886756.1	XP_045263253.1
OG0009889	XP_031886749.1	XP_045263249.1
OG0009890	XP_031886754.1	XP_045263248.1
OG0009892	XP_031891231.1	XP_045263832.1
OG0009894	XP_031891465.2	XP_045263828.1
OG0009895	XP_031891251.1	XP_045263812.1
OG0009896	XP_066010005.1	XP_045263786.1
OG0009898	XP_066009818.1	XP_045263771.1
OG0009899	XP_031882688.1	XP_045263022.1
OG0009900	XP_031891391.2	XP_045263753.1
OG0009901	XP_031891398.1	XP_045263750.1
OG0009902	XP_066009974.1	XP_045263741.1
OG0009903	XP_031892098.1	XP_045268896.1
