Orthogroup	Colletotrichum_fructicola	Colletotrichum_karsti
OG0009567	XP_066008070.1	XP_038742030.1
OG0009568	XP_031885101.2	XP_038742116.1
OG0009569	XP_031885185.1	XP_038742100.1
OG0009570	XP_031881637.1	XP_038744671.1
OG0009571	XP_031881602.1	XP_038744673.1
OG0009572	XP_031881601.1	XP_038744674.1
OG0009573	XP_031881582.1	XP_038744690.1
OG0009577	XP_031890891.1	XP_038747721.1
OG0009579	XP_066007361.1	XP_038747735.1
OG0009581	XP_031891088.1	XP_038747732.1
OG0009582	XP_031879698.1	XP_038749533.1
OG0009583	XP_031892305.1	XP_038748949.1
OG0009584	XP_031881356.1	XP_038740902.1
OG0009585	XP_031892695.1	XP_038748972.1
OG0009588	XP_031891426.2	XP_038747504.1
OG0009591	XP_031891637.1	XP_038747540.1
OG0009593	XP_031886964.2	XP_038750697.1
OG0009594	XP_031886901.1	XP_038750681.1
OG0009595	XP_031886899.1	XP_038750678.1
OG0009596	XP_031887035.1	XP_038750668.1
OG0009597	XP_066009565.1	XP_038750658.1
OG0009598	XP_031887056.1	XP_038750657.1
OG0009599	XP_031880415.1	XP_038744520.1
OG0009600	XP_031886039.1	XP_038739017.1
OG0009601	XP_031891703.1	XP_038748096.1
OG0009603	XP_031890018.1	XP_038742713.1
OG0009610	XP_031886058.1	XP_038740586.1
OG0009611	XP_031876335.1	XP_038747263.1
OG0009613	XP_031889481.2	XP_038750271.1
OG0009616	XP_066009177.1	XP_038743285.1
OG0009618	XP_031883568.1	XP_038748139.1
OG0009619	XP_031882098.1, XP_066007481.1	XP_038751227.1
OG0009621	XP_031877981.1	XP_038748292.1
OG0009622	XP_031883615.1	XP_038740638.1
OG0009623	XP_031883505.1	XP_038740641.1
OG0009624	XP_031883680.1	XP_038740648.1
OG0009625	XP_031883484.1	XP_038740665.1
OG0009630	XP_031877885.2	XP_038748255.1
OG0009631	XP_031883709.1	XP_038748213.1
OG0009632	XP_031883715.1	XP_038748208.1
OG0009633	XP_031883470.1	XP_038748169.1
OG0009634	XP_031883541.1	XP_038748203.1
OG0009635	XP_031892026.2	XP_038746558.1
OG0009639	XP_031886010.1	XP_038739806.1
OG0009640	XP_031886174.1	XP_038739829.1
OG0009642	XP_031886017.1	XP_038739836.1
OG0009643	XP_031880838.2	XP_038746728.1
OG0009647	XP_031893464.1	XP_038747116.1
OG0009649	XP_031878388.1	XP_038743473.1
OG0009651	XP_031889382.2	XP_038742945.1, XP_038750183.1
OG0009652	XP_031880999.1	XP_038749553.1
OG0009653	XP_031875906.1	XP_038742533.1
OG0009654	XP_066009575.1	XP_038749538.1
OG0009656	XP_031880989.1	XP_038749525.1
OG0009659	XP_031889805.1	XP_038746393.1
OG0009661	XP_031889626.1	XP_038746388.1
OG0009663	XP_031889590.1	XP_038746385.1
OG0009665	XP_031885222.1	XP_038747565.1
OG0009666	XP_031889853.1	XP_038746365.1
OG0009667	XP_031883039.1	XP_038740386.1
OG0009668	XP_031889847.1	XP_038746361.1
OG0009669	XP_031889826.1	XP_038746352.1
OG0009670	XP_066009935.1	XP_038746845.1
OG0009672	XP_066009750.1	XP_038746831.1
OG0009673	XP_031892285.1	XP_038740522.1
OG0009674	XP_031889497.1	XP_038750021.1
OG0009678	XP_031884482.1	XP_038741938.1
OG0009679	XP_031878296.1	XP_038740330.1
OG0009681	XP_031878334.1	XP_038745625.1
OG0009682	XP_031878322.1	XP_038740388.1
OG0009684	XP_031878199.2	XP_038748548.1
OG0009685	XP_031884786.1	XP_038746119.1
OG0009686	XP_031882169.1	XP_038744359.1
OG0009687	XP_031892153.1	XP_038742336.1
OG0009688	XP_031885960.1	XP_038740598.1
OG0009693	XP_031888526.1	XP_038749426.1
OG0009694	XP_031888319.1	XP_038749440.1
OG0009695	XP_031888564.1	XP_038749443.1
OG0009696	XP_031888567.1	XP_038749446.1
OG0009697	XP_066009822.1	XP_038749459.1
OG0009699	XP_031891551.1	XP_038741631.1
OG0009702	XP_031891521.1	XP_038741059.1
OG0009703	XP_031891337.1	XP_038741018.1
OG0009706	XP_031892731.1	XP_038748811.1
OG0009709	XP_031892495.1	XP_038748787.1
OG0009710	XP_031892302.1	XP_038741007.1
OG0009711	XP_031891587.1	XP_038741022.1
OG0009713	XP_031886704.1	XP_038751967.1
OG0009716	XP_031892743.1	XP_038740997.1
OG0009717	XP_031892778.1	XP_038748840.1
OG0009718	XP_031892312.2	XP_038748827.1
OG0009720	XP_031877705.1	XP_038748875.1
OG0009721	XP_031888050.1	XP_038743403.1
OG0009722	XP_066008622.1	XP_038742412.1
OG0009723	XP_031878181.1	XP_038751747.1
OG0009729	XP_031882550.1	XP_038738788.1
OG0009731	XP_031877991.1	XP_038747141.1
OG0009736	XP_031878056.1	XP_038747157.1
OG0009737	XP_031878008.2	XP_038747160.1
OG0009738	XP_031878026.1	XP_038747167.1
OG0009739	XP_031878031.1	XP_038747194.1
OG0009740	XP_031891896.1	XP_038743832.1
OG0009742	XP_066008857.1	XP_038743827.1
OG0009743	XP_031892212.1	XP_038743826.1
OG0009744	XP_031892213.1	XP_038743825.1
OG0009745	XP_031892208.1	XP_038743823.1
OG0009746	XP_031892209.2	XP_038743822.1
OG0009747	XP_031892097.1	XP_038743811.1
OG0009748	XP_031891934.1	XP_038743797.1
OG0009749	XP_031892014.1	XP_038743792.1
OG0009750	XP_031892022.1	XP_038743788.1
OG0009751	XP_031892096.1	XP_038743775.1
OG0009752	XP_031892094.1	XP_038743769.1
OG0009754	XP_031892092.1	XP_038743765.1
OG0009755	XP_031891750.1	XP_038743763.1
OG0009757	XP_031881649.1	XP_038744644.1
OG0009758	XP_031881657.1	XP_038744643.1
OG0009760	XP_031881536.1	XP_038744638.1
OG0009762	XP_031881532.1	XP_038744609.1
OG0009763	XP_031884849.1	XP_038746040.1
OG0009769	XP_031881577.1	XP_038744570.1
OG0009773	XP_031880604.1	XP_038751377.1
OG0009774	XP_066009549.1	XP_038751376.1
OG0009777	XP_031880522.1	XP_038750829.1
OG0009778	XP_066009479.1	XP_038750837.1
OG0009779	XP_031876530.1	XP_038750838.1
OG0009780	XP_031876553.1	XP_038750842.1
OG0009781	XP_031876552.1	XP_038750843.1
OG0009782	XP_031882992.1	XP_038744697.1
OG0009783	XP_031882636.1	XP_038744221.1
OG0009787	XP_031882540.1	XP_038741741.1
OG0009792	XP_031892938.1	XP_038744442.1
OG0009793	XP_066007631.1	XP_038739468.1
OG0009794	XP_066007660.1	XP_038739244.1
OG0009795	XP_031879869.1	XP_038739249.1
OG0009798	XP_031889486.1	XP_038750041.1
OG0009800	XP_031889139.1	XP_038750160.1
OG0009802	XP_031880621.1	XP_038749669.1
OG0009803	XP_031881082.1	XP_038749653.1
OG0009804	XP_031881535.2	XP_038749648.1
OG0009805	XP_031881130.1	XP_038749636.1
OG0009807	XP_031881128.1	XP_038749637.1
OG0009808	XP_031880958.1	XP_038749627.1
OG0009809	XP_031881011.1	XP_038749604.1
OG0009810	XP_031881010.1	XP_038749603.1
OG0009811	XP_031881009.1	XP_038749602.1
OG0009812	XP_031881040.1	XP_038749611.1
OG0009816	XP_031876048.1	XP_038748081.1
OG0009817	XP_031890606.1	XP_038748071.1
OG0009818	XP_031890605.2	XP_038748070.1
OG0009819	XP_031890611.1	XP_038748068.1
OG0009820	XP_031890614.2	XP_038748067.1
OG0009822	XP_031888462.1	XP_038749720.1
OG0009824	XP_031883798.1	XP_038743142.1
OG0009830	XP_066008003.1	XP_038746272.1
OG0009831	XP_031889675.1	XP_038746270.1
OG0009833	XP_031884057.1	XP_038743229.1
OG0009834	XP_031883942.1	XP_038743238.1
OG0009835	XP_031884047.1	XP_038743255.1
OG0009836	XP_031884866.2	XP_038746088.1
OG0009839	XP_066008204.1	XP_038746510.1
OG0009841	XP_031881468.1	XP_038740963.1
OG0009843	XP_031881511.1	XP_038740944.1
OG0009844	XP_031881516.1	XP_038740945.1
OG0009845	XP_031881506.1	XP_038739187.1
OG0009847	XP_031881418.1	XP_038739202.1
OG0009848	XP_031892848.1	XP_038740464.1
OG0009849	XP_031878945.1	XP_038740063.1
OG0009850	XP_066010000.1	XP_038749175.1
OG0009851	XP_031888288.1	XP_038749182.1
OG0009852	XP_031888414.1	XP_038749249.1
OG0009855	XP_031888601.1	XP_038749223.1
OG0009858	XP_031888383.1	XP_038749269.1
OG0009859	XP_031888384.1	XP_038749270.1
OG0009860	XP_031888589.1	XP_038749486.1
OG0009861	XP_031890338.1	XP_038745246.1
OG0009862	XP_031890336.1	XP_038745240.1
OG0009867	XP_031878084.2	XP_038742797.1
OG0009871	XP_031878161.1	XP_038742743.1
OG0009873	XP_031879916.1	XP_038740035.1
OG0009874	XP_031880002.1	XP_038740057.1
OG0009877	XP_031879881.2	XP_038740084.1
OG0009880	XP_031879890.1	XP_038740088.1
OG0009882	XP_031890675.1	XP_038748514.1
OG0009883	XP_066008665.1	XP_038743525.1
OG0009885	XP_066008633.1	XP_038743546.1
OG0009886	XP_031886590.1	XP_038743552.1
OG0009887	XP_031885386.1	XP_038740755.1
OG0009889	XP_031886749.1	XP_038743572.1
OG0009890	XP_031886754.1	XP_038743571.1
OG0009891	XP_066008840.1	XP_038743579.1
OG0009892	XP_031891231.1	XP_038747412.1
OG0009894	XP_031891465.2	XP_038747416.1
OG0009896	XP_066010005.1	XP_038747456.1
OG0009897	XP_031891144.1	XP_038747457.1
OG0009898	XP_066009818.1	XP_038747465.1
OG0009899	XP_031882688.1	XP_038740806.1
OG0009902	XP_066009974.1	XP_038747501.1
OG0009904	XP_031882975.2	XP_038744877.1, XP_038744876.1
OG0009906	XP_031881633.1	XP_038744656.1
OG0009908	XP_031891855.1	XP_038743685.1
OG0009909	XP_031891856.1	XP_038743684.1
OG0009912	XP_031892121.1	XP_038743644.1
OG0009914	XP_031891822.1	XP_038743731.1
OG0009915	XP_031891865.1	XP_038743740.1
OG0009916	XP_031891844.1	XP_038743739.1
OG0009917	XP_066008760.1	XP_038743738.1
OG0009919	XP_031892062.1	XP_038743752.1
OG0009920	XP_031892060.2	XP_038743753.1
OG0009921	XP_031892053.1	XP_038743754.1
OG0009922	XP_031891755.1	XP_038743755.1
OG0009928	XP_031875372.1	XP_038747834.1
OG0009929	XP_031885136.1	XP_038742510.1
OG0009931	XP_031879547.1	XP_038738733.1
OG0009935	XP_031892869.2	XP_038744888.1
OG0009937	XP_031876824.1, XP_031884013.1	XP_038749860.1
OG0009938	XP_031877463.1	XP_038750976.1
OG0009939	XP_031877452.1	XP_038750975.1
OG0009940	XP_031877516.1	XP_038750959.1
OG0009941	XP_031877478.1	XP_038750947.1
OG0009942	XP_031877475.1	XP_038750948.1
OG0009943	XP_031877476.1	XP_038750949.1
OG0009944	XP_031877481.2	XP_038750945.1
OG0009945	XP_031881692.1	XP_038744626.1
OG0009947	XP_031878873.2	XP_038750891.1
OG0009948	XP_031878874.1	XP_038750892.1
OG0009950	XP_031884743.1	XP_038741474.1
OG0009951	XP_031884742.1	XP_038741473.1
OG0009954	XP_031876526.1	XP_038738688.1
OG0009955	XP_031876537.2	XP_038750849.1
OG0009957	XP_031879624.1	XP_038739160.1
OG0009959	XP_031879556.1	XP_038739155.1
OG0009961	XP_031879584.2	XP_038739130.1
OG0009963	XP_031879515.1	XP_038739126.1
OG0009964	XP_031879517.1	XP_038739124.1
OG0009965	XP_031879542.1	XP_038739123.1
OG0009967	XP_031889906.1	XP_038738840.1
OG0009968	XP_031889836.2	XP_038738831.1
OG0009969	XP_031889652.1	XP_038746425.1
OG0009970	XP_031889751.1	XP_038746422.1
OG0009971	XP_066007899.1	XP_038746421.1
OG0009972	XP_031889892.1	XP_038746403.1
OG0009974	XP_066007881.1	XP_038749011.1
OG0009975	XP_031884940.1	XP_038746024.1
OG0009976	XP_031884845.1	XP_038746025.1
OG0009977	XP_031884850.1	XP_038746026.1
OG0009978	XP_031884916.1	XP_038746027.1
OG0009981	XP_031877266.1	XP_038749954.1
OG0009982	XP_031884767.1	XP_038746074.1
OG0009983	XP_031884768.1	XP_038746075.1
OG0009984	XP_031884761.1	XP_038746076.1
OG0009985	XP_031884906.1	XP_038746081.1
OG0009988	XP_031877328.1	XP_038739929.1
OG0009990	XP_031878324.1	XP_038740364.1
OG0009993	XP_031884864.1	XP_038746112.1
OG0009995	XP_031878904.1	XP_038744919.1, XP_038744917.1
OG0009996	XP_031884859.1	XP_038746111.1
OG0009997	XP_031884831.1	XP_038746123.1
OG0009998	XP_031884828.1	XP_038746124.1
OG0009999	XP_031884965.1	XP_038746129.1
OG0010000	XP_031884803.1	XP_038746137.1
OG0010002	XP_066007690.1	XP_038743835.1
OG0010004	XP_066009838.1	XP_038740914.1
OG0010005	XP_031884268.1	XP_038743287.1
OG0010006	XP_031881455.1	XP_038740898.1
OG0010007	XP_031881337.1	XP_038740887.1
OG0010008	XP_031881334.1	XP_038740884.1
OG0010009	XP_031881336.1	XP_038740883.1
OG0010013	XP_031884177.1	XP_038749137.1
OG0010014	XP_066009714.1	XP_038749132.1
OG0010016	XP_031884105.1	XP_038743259.1
OG0010017	XP_031884221.1	XP_038743329.1
OG0010018	XP_031884225.1	XP_038743328.1
OG0010019	XP_031884223.1	XP_038743326.1
OG0010020	XP_031884230.1	XP_038743358.1
OG0010022	XP_031879060.1	XP_038748999.1
OG0010023	XP_031892765.1	XP_038748984.1
OG0010024	XP_031884290.1	XP_038743276.1
OG0010025	XP_031884355.1	XP_038743293.1
OG0010026	XP_031884324.1	XP_038743386.1
OG0010027	XP_031884325.1	XP_038743387.1
OG0010028	XP_031884310.1	XP_038743384.1
OG0010029	XP_031884309.1	XP_038743383.1
OG0010030	XP_031884308.1	XP_038743392.1
OG0010034	XP_066009722.1	XP_038743450.1
OG0010037	XP_031879945.1	XP_038743123.1
OG0010040	XP_031890826.2	XP_038745499.1
OG0010041	XP_031890715.1	XP_038745575.1
OG0010042	XP_031887975.1	XP_038738853.1
OG0010044	XP_031890729.1	XP_038745594.1
OG0010045	XP_031879123.1	XP_038745384.1
OG0010046	XP_031890947.1	XP_038745602.1
OG0010048	XP_031890994.1	XP_038747590.1
OG0010049	XP_031890991.1	XP_038747592.1
OG0010050	XP_031890989.1	XP_038747594.1
OG0010051	XP_031891432.1	XP_038747387.1
OG0010052	XP_066007653.1	XP_038745956.1
OG0010054	XP_031892644.2	XP_038745948.1
OG0010055	XP_031892393.2	XP_038745922.1
OG0010056	XP_031892386.1	XP_038745913.1
OG0010058	XP_031892405.1	XP_038745908.1
OG0010059	XP_031892401.2	XP_038745906.1
OG0010061	XP_066008452.1	XP_038739955.1
OG0010064	XP_031885529.1	XP_038739984.1
OG0010065	XP_031885523.1	XP_038739985.1
OG0010070	XP_066008430.1	XP_038747283.1
OG0010071	XP_031885510.2	XP_038747254.1
OG0010072	XP_031886976.1	XP_038750762.1
OG0010075	XP_031886933.1	XP_038750774.1
OG0010076	XP_066009551.1	XP_038750796.1
OG0010077	XP_066009552.1	XP_038750797.1
OG0010080	XP_031887087.1	XP_038738937.1
OG0010084	XP_031887088.1	XP_038738917.1
OG0010085	XP_031887058.1	XP_038738912.1
OG0010086	XP_066009456.1	XP_038738910.1
OG0010088	XP_066008218.1	XP_038738746.1
OG0010089	XP_031891576.1	XP_038738750.1
OG0010092	XP_066008051.1	XP_038739107.1
OG0010093	XP_031886740.1	XP_038745145.1
OG0010094	XP_031876828.1	XP_038746139.1
OG0010095	XP_031892077.1	XP_038748948.1
OG0010096	XP_031889075.1	XP_038750125.1
OG0010097	XP_066009219.1	XP_038750105.1
OG0010098	XP_031889320.1	XP_038750149.1
OG0010101	XP_031888561.1	XP_038743160.1
OG0010102	XP_031889478.1	XP_038750272.1
OG0010105	XP_031889204.1	XP_038750220.1
OG0010107	XP_031889402.1	XP_038750202.1
OG0010109	XP_031876090.1	XP_038744535.1
OG0010112	XP_031876102.1	XP_038744525.1
OG0010113	XP_031876120.1	XP_038744523.1
OG0010114	XP_031876088.1	XP_038744522.1
OG0010117	XP_031876093.1	XP_038744531.1
OG0010118	XP_031884431.1	XP_038743990.1
OG0010119	XP_031890175.2	XP_038739403.1
OG0010126	XP_031876768.1	XP_038738956.1
OG0010132	XP_031891852.1	XP_038742343.1
OG0010134	XP_031890851.1	XP_038747756.1
OG0010136	XP_031884586.1	XP_038741554.1
OG0010137	XP_031893481.1	XP_038746243.1
OG0010138	XP_031892173.1	XP_038740466.1
OG0010139	XP_031892172.1	XP_038740467.1
OG0010140	XP_031891890.1	XP_038740469.1
OG0010141	XP_031892180.1	XP_038740472.1
OG0010142	XP_031891722.1	XP_038740505.1
OG0010145	XP_031892067.1	XP_038740499.1
OG0010146	XP_031882793.2	XP_038748684.1
OG0010147	XP_031892701.2	XP_038748969.1
OG0010148	XP_031891839.1	XP_038740547.1
OG0010149	XP_031892237.1	XP_038740549.1
OG0010151	XP_031891730.1	XP_038740511.1
OG0010154	XP_031884160.1, XP_031885268.1, XP_031882132.1	XP_038746550.1
OG0010155	XP_031892129.1	XP_038742842.1
OG0010156	XP_031882153.1	XP_038750576.1
OG0010157	XP_031882269.1	XP_038750569.1
OG0010158	XP_066009588.1	XP_038750563.1
OG0010159	XP_031882295.1	XP_038750548.1
OG0010160	XP_031882337.1	XP_038744336.1
OG0010161	XP_031882122.1	XP_038744352.1
OG0010162	XP_031882317.1	XP_038744384.1
OG0010163	XP_031882173.1	XP_038744394.1
OG0010164	XP_031882128.2	XP_038746543.1
OG0010167	XP_031882231.1	XP_038746552.1
OG0010168	XP_031883528.1	XP_038751248.1
OG0010170	XP_031878981.1	XP_038742551.1
OG0010176	XP_031883155.1	XP_038744716.1
OG0010177	XP_031883056.1	XP_038744726.1
OG0010178	XP_031883189.1	XP_038744736.1
OG0010180	XP_031883085.1	XP_038744746.1
OG0010181	XP_031883197.1	XP_038744752.1
OG0010182	XP_031882980.1	XP_038744762.1
OG0010183	XP_031883223.1	XP_038744765.1
OG0010184	XP_031883221.1	XP_038744767.1
OG0010185	XP_031878703.1	XP_038741793.1
OG0010186	XP_031883001.1	XP_038744774.1
OG0010187	XP_031883028.1	XP_038744782.1
OG0010190	XP_031883073.1	XP_038744860.1
OG0010193	XP_031883161.1	XP_038744849.1
OG0010195	XP_031888618.1	XP_038746468.1
OG0010196	XP_031883130.1	XP_038744871.1
OG0010197	XP_031892973.2	XP_038740273.1
OG0010198	XP_031892981.1	XP_038740278.1
OG0010199	XP_031893491.1	XP_038740287.1
OG0010205	XP_031882368.1	XP_038751843.1
OG0010208	XP_031882385.1	XP_038751804.1
OG0010209	XP_031882460.2	XP_038751790.1
OG0010210	XP_066007243.1	XP_038751771.1
OG0010214	XP_031887349.1	XP_038751705.1
OG0010217	XP_031888730.1	XP_038742478.1
OG0010218	XP_031887376.1	XP_038751680.1
OG0010219	XP_066007290.1	XP_038751678.1
OG0010220	XP_031887284.1	XP_038751671.1
OG0010228	XP_031879504.1	XP_038747042.1
OG0010229	XP_031879475.1	XP_038747037.1
OG0010231	XP_031885281.1	XP_038742473.1
OG0010232	XP_031881280.1	XP_038747025.1
OG0010233	XP_031881256.1	XP_038747015.1
OG0010236	XP_031881303.1	XP_038748407.1
OG0010237	XP_031881244.1	XP_038748390.1
OG0010239	XP_031881161.1	XP_038748356.1
OG0010240	XP_066008554.1	XP_038748366.1
OG0010241	XP_031881182.1	XP_038748337.1
OG0010242	XP_031881269.1	XP_038748334.1
OG0010247	XP_031880058.1	XP_038747799.1
OG0010250	XP_031880063.1	XP_038747787.1
OG0010251	XP_031880075.1	XP_038747667.1
OG0010253	XP_031880092.1	XP_038747820.1
OG0010254	XP_031879224.1	XP_038749788.1
OG0010255	XP_031891116.1	XP_038747641.1
OG0010259	XP_031878910.1	XP_038744901.1
OG0010260	XP_031890933.1	XP_038747702.1
OG0010262	XP_031891020.1	XP_038747672.1
OG0010263	XP_031891049.1	XP_038747669.1
OG0010265	XP_031891065.1	XP_038747753.1
OG0010266	XP_031891063.1	XP_038747750.1
OG0010267	XP_031886004.1	XP_038739818.1
OG0010269	XP_031887829.2	XP_038741443.1
OG0010270	XP_031888036.1	XP_038741455.1
OG0010271	XP_031888037.1	XP_038741458.1
OG0010272	XP_031888157.1	XP_038741472.1
OG0010273	XP_031888075.2	XP_038741466.1
OG0010274	XP_031883706.1	XP_038748214.1
OG0010275	XP_031888164.1	XP_038741480.1
OG0010276	XP_031888165.1	XP_038741481.1
OG0010277	XP_031884639.1	XP_038742015.1
OG0010278	XP_031887970.1	XP_038738851.1
OG0010279	XP_031888080.1	XP_038741460.1
OG0010280	XP_031887827.1	XP_038741437.1
OG0010281	XP_031887828.1	XP_038741436.1
OG0010282	XP_031887994.2	XP_038741428.1
OG0010283	XP_031887992.1	XP_038741427.1
OG0010284	XP_031888016.1	XP_038741414.1
OG0010285	XP_031888199.1	XP_038741422.1
OG0010286	XP_066008247.1	XP_038741420.1
OG0010288	XP_031887799.1	XP_038741401.1
OG0010290	XP_031888175.1	XP_038741391.1
OG0010291	XP_031888142.1	XP_038741371.1
OG0010293	XP_066008220.1	XP_038741344.1
OG0010294	XP_031891466.1	XP_038740847.1
OG0010296	XP_031888178.2	XP_038741707.1
OG0010297	XP_066008203.1	XP_038741708.1
OG0010298	XP_031888027.1	XP_038741709.1
OG0010299	XP_031888030.1	XP_038741663.1
OG0010300	XP_031887842.2	XP_038741662.1
OG0010304	XP_066008201.1	XP_038741686.1
OG0010305	XP_031878745.2	XP_038741835.1
OG0010306	XP_031878736.1	XP_038741790.1
OG0010308	XP_031880938.1	XP_038742868.1
OG0010311	XP_066008461.1	XP_038748156.1
OG0010312	XP_031878765.2	XP_038741830.1
OG0010313	XP_031878657.2	XP_038741827.1
OG0010314	XP_066008906.1	XP_038741821.1
OG0010315	XP_031878744.1	XP_038741820.1
OG0010316	XP_031883732.1	XP_038741887.1, XP_038740635.1
OG0010317	XP_066009173.1	XP_038741882.1
OG0010318	XP_031880856.1	XP_038749964.1
OG0010319	XP_031879134.1	XP_038741869.1
OG0010321	XP_031879004.1	XP_038741853.1
OG0010323	XP_031879053.1	XP_038742583.1
OG0010325	XP_031879064.1	XP_038742600.1
OG0010326	XP_031879112.1	XP_038742604.1
OG0010327	XP_031879051.1	XP_038738727.1
OG0010329	XP_031879082.1	XP_038742629.1
OG0010330	XP_031879110.1	XP_038742619.1
OG0010331	XP_031879085.1	XP_038742618.1
OG0010333	XP_031890001.1	XP_038742653.1
OG0010334	XP_031885707.1	XP_038745729.1
OG0010335	XP_031885747.1	XP_038745864.1
OG0010336	XP_031885566.1	XP_038745868.1
OG0010337	XP_031885643.1	XP_038745869.1
OG0010338	XP_031885568.1	XP_038745867.1
OG0010339	XP_031885571.1	XP_038745866.1
OG0010341	XP_031881809.1	XP_038747896.1
OG0010342	XP_031881870.1	XP_038747843.1
OG0010344	XP_031889496.1	XP_038750280.1
OG0010345	XP_066009134.1	XP_038750281.1
OG0010346	XP_031889271.1	XP_038750282.1
OG0010347	XP_031889274.1	XP_038750283.1
OG0010348	XP_031881835.1	XP_038747867.1
OG0010349	XP_031881860.1	XP_038747857.1
OG0010351	XP_031881807.1	XP_038747925.1
OG0010352	XP_031885896.1	XP_038743910.1
OG0010354	XP_031876590.1	XP_038744045.1
OG0010355	XP_066007205.1	XP_038744044.1
OG0010356	XP_031876570.1	XP_038744066.1
OG0010358	XP_031876577.1	XP_038744054.1
OG0010359	XP_031876565.2	XP_038744052.1
OG0010361	XP_031876839.1	XP_038740420.1
OG0010362	XP_031893023.1	XP_038744122.1
OG0010363	XP_031876816.1	XP_038746620.1
OG0010367	XP_031893195.1	XP_038744177.1
OG0010368	XP_031885639.1	XP_038745840.1
OG0010369	XP_031877103.1	XP_038744191.1
OG0010370	XP_031877114.1	XP_038744194.1
OG0010371	XP_066007167.1	XP_038744240.1
OG0010374	XP_031881827.1	XP_038747970.1
OG0010375	XP_031881768.1	XP_038747975.1
OG0010376	XP_031881841.2	XP_038747987.1
OG0010377	XP_031883321.1	XP_038747991.1
OG0010379	XP_031883442.2	XP_038747997.1
OG0010380	XP_066008523.1	XP_038748004.1
OG0010381	XP_031883343.1	XP_038748040.1
OG0010384	XP_066008551.1	XP_038739604.1
OG0010386	XP_031882642.1	XP_038739636.1
OG0010387	XP_066008549.1	XP_038739635.1
OG0010388	XP_031882705.1	XP_038739634.1
OG0010389	XP_031877781.1	XP_038739631.1
OG0010391	XP_031890558.1	XP_038745269.1
OG0010392	XP_031890554.1	XP_038745271.1
OG0010393	XP_031890620.1	XP_038745289.1
OG0010394	XP_066007989.1	XP_038745317.1
OG0010395	XP_031886578.1	XP_038745320.1
OG0010396	XP_066007928.1	XP_038745324.1
OG0010397	XP_031886629.1	XP_038745340.1
OG0010398	XP_031890236.1	XP_038747619.1, XP_038745367.1
OG0010402	XP_031889991.1	XP_038739070.1
OG0010403	XP_031889946.2	XP_038739076.1
OG0010404	XP_031889978.1	XP_038739424.1
OG0010405	XP_031876885.1	XP_038749987.1
OG0010406	XP_031891625.1	XP_038747557.1
OG0010408	XP_031879314.1	XP_038746966.1
OG0010409	XP_031880087.1	XP_038747808.1
OG0010410	XP_066007471.1	XP_038747809.1
OG0010411	XP_031878213.1	XP_038746885.1
OG0010412	XP_031878203.2	XP_038746935.1
OG0010413	XP_031879363.1	XP_038746950.1
OG0010415	XP_031891419.1	XP_038747318.1
OG0010416	XP_031879301.1	XP_038747321.1
OG0010417	XP_031879300.1	XP_038747322.1
OG0010418	XP_031879306.1	XP_038747327.1
OG0010419	XP_031891412.1	XP_038747343.1
OG0010420	XP_066009907.1	XP_038747340.1
OG0010421	XP_031891183.1	XP_038747339.1
OG0010422	XP_031891414.1	XP_038747345.1
OG0010423	XP_031888940.1	XP_038747355.1
OG0010424	XP_031875600.1	XP_038747353.1
OG0010425	XP_031891897.1	XP_038739218.1
OG0010426	XP_031891386.1	XP_038747375.1
OG0010427	XP_031891644.1	XP_038747381.1
OG0010428	XP_031891289.2	XP_038747359.1
OG0010429	XP_031889236.1	XP_038751724.1
OG0010430	XP_031887049.1	XP_038750619.1
OG0010431	XP_031886866.2	XP_038750630.1
OG0010432	XP_031878801.1	XP_038750934.1
OG0010433	XP_031886991.1	XP_038750638.1
OG0010434	XP_031886992.1	XP_038750637.1
OG0010435	XP_031886837.1	XP_038750456.1
OG0010437	XP_031891498.1	XP_038750540.1
OG0010438	XP_031891496.1	XP_038750542.1
OG0010439	XP_066009395.1	XP_038744317.1
OG0010442	XP_031880727.1	XP_038750472.1
OG0010443	XP_031891277.2	XP_038750515.1
OG0010444	XP_031880646.1	XP_038750505.1
OG0010446	XP_031891663.1	XP_038742285.1
OG0010448	XP_031891684.1	XP_038742221.1
OG0010450	XP_031876891.1	XP_038740793.1
OG0010451	XP_031893571.2	XP_038739327.1
OG0010452	XP_031893564.2	XP_038739324.1
OG0010453	XP_031893572.1	XP_038739322.1
OG0010455	XP_031892956.2	XP_038739295.1
OG0010456	XP_031892962.2	XP_038739300.1
OG0010458	XP_031893356.1	XP_038739306.1
OG0010459	XP_066009270.1	XP_038741320.1
OG0010460	XP_031892888.1	XP_038741574.1
OG0010464	XP_031892928.1	XP_038741597.1
OG0010465	XP_031893158.1	XP_038741610.1
OG0010466	XP_031893161.1	XP_038741611.1
OG0010468	XP_031886972.2	XP_038751383.1
OG0010469	XP_031893216.1	XP_038741199.1
OG0010470	XP_031893521.1	XP_038741197.1
OG0010471	XP_066009077.1	XP_038741211.1
OG0010474	XP_031893483.2	XP_038741292.1
OG0010475	XP_031893103.1	XP_038741296.1
OG0010476	XP_031893227.1	XP_038741297.1
OG0010477	XP_031893226.1	XP_038741298.1
OG0010478	XP_031893317.1	XP_038741306.1
OG0010479	XP_031893316.1	XP_038741307.1
OG0010480	XP_031893180.1	XP_038741308.1
